Time,Gd,Gt,R,Rl,Rg,Rlg,Rlgp,IP3,Pc,Pcg,P,Pg,Ca,L,Ls,ts,PIP2,J1,kf1,kr1,Kd1,J2,kf2,kr2,Kd2,J3,kf3,kr3,J4,kf4,kr4,Kd4,J5,kf5,J6,kf6,J7,kf7,J8,kf8,kr8,J9,kf9,kr9,J10,kf10,kr10,J11,kf11,kr11,Kd11,J12,kf12,J13,kf13,J14,kf14,Km14,J15,kf15,Km15,J16,kf16,Cpc,Cc,Cp,Vc,Rpc,Compartment
0.14,10000.00307739721,0.0,13.903077397209497,0.0,5.056922602790502,0.0,0.0,0.015001741264272166,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.009502575321867823,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.01875217658034021,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.15,10000.003169391153,0.0,13.903169391152602,0.0,5.056830608847397,0.0,0.0,0.015001854419721567,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.008553535978720106,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018752318024651958,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.16,10000.003254008374,0.0,13.903254008372956,0.0,5.056745991627043,0.0,0.0,0.015001966201677227,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.00768059729502113,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018752457752096535,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.17,10000.003329536556,0.0,13.903329536554955,0.0,5.056670463445044,0.0,0.0,0.015002076583357242,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0069014240749325495,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018752595729196554,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.18,10000.003396529672,0.0,13.903396529671246,0.0,5.056603470328752,0.0,0.0,0.015002185577066687,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0062103013580738775,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.01875273197133336,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.19,10000.003458108786,0.0,13.903458108784749,0.0,5.056541891215249,0.0,0.0,0.015002293245075585,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.005575031247836648,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.01875286655634448,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.2,10000.003512611853,0.0,13.903512611852292,0.0,5.056487388147705,0.0,0.0,0.015002399554223606,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.00501275992133543,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018752999442779507,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.21,10000.003561674233,0.0,13.903561674232865,0.0,5.056438325767134,0.0,0.0,0.015002504546250737,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0045066164853011514,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.01875313068281342,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.22,10000.003606243487,0.0,13.903606243485013,0.0,5.056393756514987,0.0,0.0,0.015002608245341931,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0040468256187011775,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018753260306677413,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.23,10000.003645484758,0.0,13.903645484757664,0.0,5.056354515242336,0.0,0.0,0.015002710630188917,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.003641999916467853,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018753388287736147,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.24,10000.003681523389,0.0,13.903681523387887,0.0,5.0563184766121125,0.0,0.0,0.01500281177035518,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0032702137120139696,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018753514712943974,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.25,10000.003713723117,0.0,13.903713723115494,0.0,5.056286276884505,0.0,0.0,0.015002911645015564,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.00293803087211586,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018753639556269457,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.26,10000.0037422402,0.0,13.903742240199302,0.0,5.0562577598007,0.0,0.0,0.01500301026231211,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.002643839380354507,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.01875376282789014,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.27,10000.003768475639,0.0,13.90376847563817,0.0,5.056231524361831,0.0,0.0,0.015003107681140203,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.002373186077861078,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018753884601425255,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.28,10000.00379169758,0.0,13.903791697579024,0.0,5.056208302420977,0.0,0.0,0.0150032038707341,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.002133620998655772,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018754004838417625,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.29,10000.003812570352,0.0,13.903812570349626,0.0,5.056187429650374,0.0,0.0,0.015003298866994773,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0019182907219956746,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018754123583743468,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.3,10000.003831552098,0.0,13.903831552096126,0.0,5.0561684479038735,0.0,0.0,0.01500339269468091,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0017224688635906205,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.01875424086835114,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.31,10000.003848268578,0.0,13.903848268576212,0.0,5.056151731423787,0.0,0.0,0.015003485333568073,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0015500162286485875,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.01875435666696009,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.32,10000.003863558526,0.0,13.903863558523605,0.0,5.0561364414763945,0.0,0.0,0.01500357684515859,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0013922801679058239,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018754471056448237,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.33,10000.003877343748,0.0,13.903877343745307,0.0,5.056122656254692,0.0,0.0,0.015003667223718755,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0012500673457438438,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018754584029648445,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.34,10000.00388963865,0.0,13.903889638646929,0.0,5.05611036135307,0.0,0.0,0.015003756470304897,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0011232291492362378,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.01875469558788112,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.35000000000000003,10000.00390053829,0.0,13.903900538286424,0.0,5.0560994617135755,0.0,0.0,0.01500384459188739,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.001010784929732722,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.01875480573985924,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
0.36,10000.003910253854,0.0,13.903910253852606,0.0,5.056089746147392,0.0,0.0,0.015003931614673262,9.09,0.0,90.9,0.0,0.1,0.0,0.1,30.0,4000.0,0.0,0.0003,9e-09,3e-05,-0.0009105559948494601,0.000275,7.562500000000001,27500.0,0.0,1.0,0.001,0.0,0.3,9e-06,3e-05,0.0,0.0004,0.0,1.0,0.0,0.15,2.7755575615628914e-17,0.0167,0.0167,0.0,0.0042,1.0,0.0,0.042,1.0,0.0,0.0334,0.00334,0.1,0.0,6.0,0.0,6.0,2.4510664230413033,0.444,19.8,0.0,3.8,5.0,0.018754914518341576,1.25,0.007655264031883095,6.512070121971074e-07,8.506656458678916e-05,2550.0,4.61,1.0
