T,C,CE,H,ICAN,INAPS,L,N,V
290.0,0.024753079,6.6229563,0.39866439,-2.4307885,-22.357746,0.94172359,0.010214877,-47.225204
300.0,0.024753079,6.6229563,0.39871663,-2.4192827,-23.59498,0.94172359,0.011341808,-46.764999
310.0,0.024753079,6.6229563,0.39874035,-2.4009345,-25.647903,0.94172359,0.013316291,-46.031124
320.0,0.024753079,6.6229563,0.39871395,-2.3646781,-29.969509,0.94172359,0.01784388,-44.580963
330.0,0.024753079,6.6229563,0.39851046,-1.9781303,-67.771194,0.94172359,0.053917624,-29.120056
340.0,0.024753079,6.6229563,0.39496127,-2.4598007,-19.254084,0.94172359,0.028099315,-48.385612
350.0,0.024753079,6.6229563,0.39508542,-2.4595971,-19.279512,0.94172359,0.0078778686,-48.377468
360.0,0.024753079,6.6229563,0.39520893,-2.4592667,-19.317019,0.94172359,0.0078325327,-48.364254
370.0,0.024753079,6.6229563,0.3953315,-2.4588101,-19.366573,0.94172359,0.0078657959,-48.345993
380.0,0.024753079,6.6229563,0.39545289,-2.4582074,-19.430153,0.94172359,0.0079163471,-48.321888
390.0,0.024753079,6.6229563,0.39557278,-2.4574339,-19.510218,0.94172359,0.0079689967,-48.290951
400.0,0.024753079,6.6229563,0.3956908,-2.4564583,-19.609898,0.94172359,0.008046397,-48.251926
410.0,0.024753079,6.6229563,0.39580649,-2.4552405,-19.733253,0.94172359,0.008138191,-48.203224
420.0,0.024753079,6.6229563,0.39591935,-2.4537282,-19.885681,0.94172359,0.0082567511,-48.142735
430.0,0.024753079,6.6229563,0.39602873,-2.4518504,-20.074556,0.94172359,0.008410275,-48.067627
440.0,0.024753079,6.6229563,0.39613375,-2.4495084,-20.310278,0.94172359,0.008593726,-47.973953
450.0,0.024753079,6.6229563,0.39623344,-2.4465601,-20.608061,0.94172359,0.0088415733,-47.85603
460.0,0.024753079,6.6229563,0.39632639,-2.4427917,-20.99118,0.94172359,0.00915806,-47.705303
470.0,0.024753079,6.6229563,0.39641067,-2.4378645,-21.49732,0.94172359,0.0095925853,-47.508224
480.0,0.024753079,6.6229563,0.39648351,-2.4312015,-22.192165,0.94172359,0.010200847,-47.241718
490.0,0.024753079,6.6229563,0.39654058,-2.4217212,-23.202604,0.94172359,0.011136102,-46.862541
500.0,0.024753079,6.6229563,0.3965745,-2.4070749,-24.814793,0.94172359,0.012667053,-46.276722
510.0,0.024753079,6.6229563,0.39657,-2.3806424,-27.874548,0.94172359,0.015815109,-45.219494
520.0,0.024753079,6.6229563,0.39647985,-2.3051047,-37.415581,0.94172359,0.026448537,-42.198181
530.0,0.024753079,6.6229563,0.39277482,-2.4594152,-19.183979,0.94172359,0.17696801,-48.370193
540.0,0.024753079,6.6229563,0.39290237,-2.4609156,-19.048458,0.94172359,0.0082947509,-48.43021
550.0,0.024753079,6.6229563,0.39303222,-2.46211,-18.942396,0.94172359,0.0076370183,-48.477989
560.0,0.024753079,6.6229563,0.39316443,-2.4633694,-18.830791,0.94172359,0.0075408742,-48.528355
570.0,0.024753079,6.6229563,0.3932991,-2.4646907,-18.713976,0.94172359,0.0074458052,-48.581203
580.0,0.024753079,6.6229563,0.39343637,-2.4660692,-18.592485,0.94172359,0.0073467735,-48.636337
590.0,0.024753079,6.6229563,0.39357635,-2.4674978,-18.467016,0.94172359,0.0072401282,-48.693481
600.0,0.024753079,6.6229563,0.39371917,-2.4689684,-18.338432,0.94172359,0.0071355728,-48.752296
610.0,0.024753079,6.6229563,0.39386484,-2.4704702,-18.207731,0.94172359,0.007033376,-48.81237
620.0,0.024753079,6.6229563,0.39401346,-2.4719918,-18.076031,0.94172359,0.0069245524,-48.873226
630.0,0.024753079,6.6229563,0.39416507,-2.4735198,-17.944532,0.94172359,0.0068233437,-48.934349
640.0,0.024753079,6.6229563,0.39431962,-2.4750409,-17.814478,0.94172359,0.0067181494,-48.995182
650.0,0.024753079,6.6229563,0.39447713,-2.4765406,-17.68712,0.94172359,0.006620286,-49.055168
660.0,0.024753079,6.6229563,0.39463755,-2.4780049,-17.563671,0.94172359,0.0065225856,-49.113743
670.0,0.024753079,6.6229563,0.39480075,-2.4794207,-17.445271,0.94172359,0.0064300802,-49.170364
680.0,0.024753079,6.6229563,0.39496666,-2.4807751,-17.332952,0.94172359,0.006343904,-49.224537
690.0,0.024753079,6.6229563,0.3951351,-2.4820569,-17.227619,0.94172359,0.0062643457,-49.275806
700.0,0.024753079,6.6229563,0.39530596,-2.4832563,-17.130026,0.94172359,0.0061875763,-49.323784
710.0,0.024753079,6.6229563,0.39547902,-2.4843657,-17.040777,0.94172359,0.0061183525,-49.368153
720.0,0.024753079,6.6229563,0.39565414,-2.4853783,-16.96032,0.94172359,0.006056671,-49.408653
730.0,0.024753079,6.6229563,0.39583105,-2.4862897,-16.88896,0.94172359,0.0060023014,-49.445107
740.0,0.024753079,6.6229563,0.39600959,-2.4870968,-16.826866,0.94172359,0.0059518907,-49.477386
750.0,0.024753079,6.6229563,0.39618951,-2.487798,-16.77409,0.94172359,0.0059092571,-49.505436
760.0,0.024753079,6.6229563,0.39637062,-2.4883931,-16.730585,0.94172359,0.0058738948,-49.52924
770.0,0.024753079,6.6229563,0.39655265,-2.4888828,-16.696226,0.94172359,0.0058453656,-49.548828
780.0,0.024753079,6.6229563,0.39673543,-2.4892688,-16.670826,0.94172359,0.0058209356,-49.564266
790.0,0.024753079,6.6229563,0.39691871,-2.4895535,-16.654158,0.94172359,0.0058033457,-49.575645
800.0,0.024753079,6.6229563,0.3971023,-2.4897389,-16.645967,0.94172359,0.0057921791,-49.583069
810.0,0.024753079,6.6229563,0.397286,-2.4898286,-16.64599,0.94172359,0.0057870238,-49.586655
820.0,0.024753079,6.6229563,0.39746958,-2.4898252,-16.653967,0.94172359,0.0057854415,-49.586525
830.0,0.024753079,6.6229563,0.39765289,-2.489732,-16.669647,0.94172359,0.0057897796,-49.58279
840.0,0.024753079,6.6229563,0.39783573,-2.4895513,-16.69281,0.94172359,0.0057998137,-49.575565
850.0,0.024753079,6.6229563,0.39801791,-2.4892857,-16.723263,0.94172359,0.0058152718,-49.564945
860.0,0.024753079,6.6229563,0.39819926,-2.4889374,-16.760855,0.94172359,0.0058337217,-49.55101
870.0,0.024753079,6.6229563,0.39837962,-2.488508,-16.805481,0.94172359,0.0058576944,-49.533829
880.0,0.024753079,6.6229563,0.39855883,-2.487998,-16.857092,0.94172359,0.0058871652,-49.513439
890.0,0.024753079,6.6229563,0.39873672,-2.4874084,-16.915701,0.94172359,0.0059220814,-49.489853
900.0,0.024753079,6.6229563,0.39891309,-2.4867384,-16.981386,0.94172359,0.0059597013,-49.463058
910.0,0.024753079,6.6229563,0.39908782,-2.4859872,-17.054308,0.94172359,0.0060033007,-49.433006
920.0,0.024753079,6.6229563,0.39926073,-2.4851522,-17.134714,0.94172359,0.0060530575,-49.399612
930.0,0.024753079,6.6229563,0.39943165,-2.4842308,-17.222963,0.94172359,0.0061092596,-49.362751
940.0,0.024753079,6.6229563,0.39960039,-2.4832177,-17.319532,0.94172359,0.0061685154,-49.322239
950.0,0.024753079,6.6229563,0.39976674,-2.4821076,-17.425047,0.94172359,0.0062355823,-49.277836
960.0,0.024753079,6.6229563,0.39993054,-2.4808924,-17.540318,0.94172359,0.0063109808,-49.229233
970.0,0.024753079,6.6229563,0.40009156,-2.479562,-17.666372,0.94172359,0.0063938862,-49.176022
980.0,0.024753079,6.6229563,0.40024954,-2.4781039,-17.804529,0.94172359,0.0064849607,-49.117691
990.0,0.024753079,6.6229563,0.40040421,-2.476501,-17.956469,0.94172359,0.0065873223,-49.053581
1000.0,0.024753079,6.6229563,0.40055528,-2.4747326,-18.124352,0.94172359,0.0067030946,-48.982853
1010.0,0.024753079,6.6229563,0.40070239,-2.4727714,-18.310984,0.94172359,0.0068326583,-48.904411
1020.0,0.024753079,6.6229563,0.40084511,-2.4705818,-18.520063,0.94172359,0.006978556,-48.81683
1030.0,0.024753079,6.6229563,0.40098295,-2.468116,-18.756535,0.94172359,0.0071478193,-48.718204
1040.0,0.024753079,6.6229563,0.4011153,-2.4653101,-19.027163,0.94172359,0.0073468746,-48.605976
1050.0,0.024753079,6.6229563,0.40124142,-2.4620745,-19.341444,0.94172359,0.0075781923,-48.476566
1060.0,0.024753079,6.6229563,0.40136036,-2.4582822,-19.713144,0.94172359,0.0078593297,-48.324879
1070.0,0.024753079,6.6229563,0.40147081,-2.4537432,-20.163027,0.94172359,0.0082103582,-48.143337
1080.0,0.024753079,6.6229563,0.40157109,-2.448163,-20.724049,0.94172359,0.008654668,-47.920143
1090.0,0.024753079,6.6229563,0.40165871,-2.4410527,-21.452106,0.94172359,0.0092552397,-47.635746
1100.0,0.024753079,6.6229563,0.40172991,-2.4315295,-22.451015,0.94172359,0.010107466,-47.254841
1110.0,0.024753079,6.6229563,0.40177852,-2.4177861,-23.940985,0.94172359,0.011451377,-46.705139
1120.0,0.024753079,6.6229563,0.40179268,-2.3952622,-26.503149,0.94172359,0.013907981,-45.804241
1130.0,0.024753079,6.6229563,0.40174216,-2.3458457,-32.578423,0.94172359,0.020337464,-43.827709
1140.0,0.024753079,6.6229563,0.39791933,-2.2365608,-46.509148,0.94172359,0.86778098,-39.456608
1150.0,0.024753079,6.6229563,0.398013,-2.4574254,-19.631399,0.94172359,0.011953355,-48.290607
1160.0,0.024753079,6.6229563,0.39812705,-2.4548912,-19.882973,0.94172359,0.008160565,-48.189251
1170.0,0.024753079,6.6229563,0.39823535,-2.451793,-20.192074,0.94172359,0.0083901556,-48.065327
1180.0,0.024753079,6.6229563,0.39833662,-2.4479492,-20.578476,0.94172359,0.0087023126,-47.911587
1190.0,0.024753079,6.6229563,0.39842916,-2.4430718,-21.074121,0.94172359,0.009124876,-47.716511
1200.0,0.024753079,6.6229563,0.39851052,-2.4366841,-21.733179,0.94172359,0.0096763475,-47.46101
1210.0,0.024753079,6.6229563,0.398577,-2.4279237,-22.656185,0.94172359,0.010491496,-47.110622
1220.0,0.024753079,6.6229563,0.39862248,-2.4150281,-24.056055,0.94172359,0.011781187,-46.59483
1230.0,0.024753079,6.6229563,0.39863539,-2.3935604,-26.492743,0.94172359,0.014182118,-45.736179
1240.0,0.024753079,6.6229563,0.39858642,-2.3460639,-32.294777,0.94172359,0.020405566,-43.836433
1250.0,0.024753079,6.6229563,0.39480075,-2.178503,-53.078571,0.94172359,0.89071363,-37.134441
1260.0,0.024753079,6.6229563,0.3948912,-2.4595582,-19.273714,0.94172359,0.012068104,-48.375923
1270.0,0.024753079,6.6229563,0.39501494,-2.4593472,-19.299843,0.94172359,0.0078420043,-48.367485
1280.0,0.024753079,6.6229563,0.395138,-2.459024,-19.336678,0.94172359,0.0078512784,-48.354553
1290.0,0.024753079,6.6229563,0.39526016,-2.4585755,-19.385496,0.94172359,0.0078845425,-48.336609
1300.0,0.024753079,6.6229563,0.39538118,-2.4579813,-19.448282,0.94172359,0.0079365028,-48.312843
1310.0,0.024753079,6.6229563,0.39550069,-2.4572167,-19.527502,0.94172359,0.0079869507,-48.282269
1320.0,0.024753079,6.6229563,0.39561835,-2.4562509,-19.626293,0.94172359,0.0080638845,-48.243633
1330.0,0.024753079,6.6229563,0.39573371,-2.4550433,-19.748718,0.94172359,0.008153352,-48.195335
1340.0,0.024753079,6.6229563,0.39584625,-2.4535415,-19.900183,0.94172359,0.0082735708,-48.135269
1350.0,0.024753079,6.6229563,0.39595532,-2.4516745,-20.088072,0.94172359,0.0084207505,-48.060593
1360.0,0.024753079,6.6229563,0.39606011,-2.4493434,-20.322794,0.94172359,0.008609917,-47.967358
1370.0,0.024753079,6.6229563,0.39615956,-2.4464061,-20.619579,0.94172359,0.008855666,-47.849869
1380.0,0.024753079,6.6229563,0.39625227,-2.4426484,-21.001736,0.94172359,0.009170698,-47.69957
1390.0,0.024753079,6.6229563,0.39633635,-2.437731,-21.50699,0.94172359,0.0096059097,-47.502884
1400.0,0.024753079,6.6229563,0.396409,-2.431076,-22.201136,0.94172359,0.010213404,-47.236702
1410.0,0.024753079,6.6229563,0.39646593,-2.4215999,-23.211311,0.94172359,0.011148317,-46.857685
1420.0,0.024753079,6.6229563,0.39649966,-2.4069471,-24.824429,0.94172359,0.012682526,-46.271614
1430.0,0.024753079,6.6229563,0.39649495,-2.3804717,-27.889635,0.94172359,0.01583896,-45.212662
1440.0,0.024753079,6.6229563,0.3964043,-2.3045232,-37.484673,0.94172359,0.026537953,-42.174923
1450.0,0.024753079,6.6229563,0.39270142,-2.459691,-19.154285,0.94172359,0.17344049,-48.381229
1460.0,0.024753079,6.6229563,0.39282963,-2.4612482,-19.013628,0.94172359,0.008253918,-48.443508
1470.0,0.024753079,6.6229563,0.39296031,-2.462528,-18.899755,0.94172359,0.0076064682,-48.494698
1480.0,0.024753079,6.6229563,0.39309353,-2.4638784,-18.779858,0.94172359,0.0075040339,-48.548717
1490.0,0.024753079,6.6229563,0.3932294,-2.4652963,-18.654379,0.94172359,0.0074023674,-48.605419
1500.0,0.024753079,6.6229563,0.39336807,-2.4667747,-18.523987,0.94172359,0.0072955526,-48.664555
1510.0,0.024753079,6.6229563,0.39350966,-2.4683053,-18.389547,0.94172359,0.0071836072,-48.72578
1520.0,0.024753079,6.6229563,0.39365429,-2.469878,-18.252092,0.94172359,0.00707258,-48.788681
1530.0,0.024753079,6.6229563,0.39380199,-2.4714801,-18.11281,0.94172359,0.0069631836,-48.852764
1540.0,0.024753079,6.6229563,0.39395285,-2.473098,-17.972998,0.94172359,0.006850203,-48.917473
1550.0,0.024753079,6.6229563,0.39410686,-2.4747164,-17.834026,0.94172359,0.0067405971,-48.982208
1560.0,0.024753079,6.6229563,0.39426401,-2.47632,-17.69729,0.94172359,0.0066350228,-49.046345
1570.0,0.024753079,6.6229563,0.39442429,-2.4778929,-17.564159,0.94172359,0.0065320539,-49.109253
1580.0,0.024753079,6.6229563,0.39458761,-2.4794197,-17.435932,0.94172359,0.0064314487,-49.170326
1590.0,0.024753079,6.6229563,0.39475381,-2.4808865,-17.313799,0.94172359,0.0063375882,-49.228992
1600.0,0.024753079,6.6229563,0.39492282,-2.48228,-17.198799,0.94172359,0.006250584,-49.284733
1610.0,0.024753079,6.6229563,0.39509448,-2.4835894,-17.091814,0.94172359,0.0061688488,-49.337101
1620.0,0.024753079,6.6229563,0.39526856,-2.4848049,-16.993544,0.94172359,0.0060927966,-49.385715
1630.0,0.024753079,6.6229563,0.3954449,-2.4859192,-16.904516,0.94172359,0.0060247062,-49.430286
1640.0,0.024753079,6.6229563,0.39562327,-2.486927,-16.825081,0.94172359,0.0059643299,-49.470596
1650.0,0.024753079,6.6229563,0.39580342,-2.4878249,-16.755438,0.94172359,0.0059100855,-49.506508
1660.0,0.024753079,6.6229563,0.39598519,-2.4886107,-16.695642,0.94172359,0.0058624847,-49.537949
1670.0,0.024753079,6.6229563,0.39616826,-2.4892848,-16.645636,0.94172359,0.0058224322,-49.564903
1680.0,0.024753079,6.6229563,0.39635244,-2.4898474,-16.605265,0.94172359,0.0057895496,-49.58741
1690.0,0.024753079,6.6229563,0.39653748,-2.4903011,-16.574303,0.94172359,0.0057622348,-49.605549
1700.0,0.024753079,6.6229563,0.39672321,-2.490648,-16.552473,0.94172359,0.0057410826,-49.619431
1710.0,0.024753079,6.6229563,0.39690936,-2.4908919,-16.539469,0.94172359,0.0057264599,-49.629181
1720.0,0.024753079,6.6229563,0.39709571,-2.4910359,-16.534964,0.94172359,0.0057179844,-49.634941
1730.0,0.024753079,6.6229563,0.39728206,-2.4910839,-16.538633,0.94172359,0.0057140179,-49.636864
1740.0,0.024753079,6.6229563,0.39746824,-2.4910395,-16.550169,0.94172359,0.0057154465,-49.635086
1750.0,0.024753079,6.6229563,0.39765406,-2.4909062,-16.569277,0.94172359,0.0057224915,-49.629753
1760.0,0.024753079,6.6229563,0.39783931,-2.4906871,-16.595701,0.94172359,0.0057348665,-49.620995
1770.0,0.024753079,6.6229563,0.39802381,-2.4903853,-16.629223,0.94172359,0.00575082,-49.608917
1780.0,0.024753079,6.6229563,0.39820743,-2.4900026,-16.669666,0.94172359,0.0057717441,-49.59362
1790.0,0.024753079,6.6229563,0.39838997,-2.4895415,-16.716908,0.94172359,0.0057978793,-49.575172
1800.0,0.024753079,6.6229563,0.39857128,-2.4890029,-16.770878,0.94172359,0.0058291052,-49.553627
1810.0,0.024753079,6.6229563,0.39875123,-2.4883873,-16.831572,0.94172359,0.0058633704,-49.529007
1820.0,0.024753079,6.6229563,0.3989296,-2.4876947,-16.899055,0.94172359,0.0059028771,-49.501305
1830.0,0.024753079,6.6229563,0.39910629,-2.4869239,-16.973469,0.94172359,0.005947961,-49.470478
1840.0,0.024753079,6.6229563,0.39928111,-2.4860733,-17.055038,0.94172359,0.0059987521,-49.436455
1850.0,0.024753079,6.6229563,0.39945388,-2.4851398,-17.144098,0.94172359,0.0060526542,-49.399117
1860.0,0.024753079,6.6229563,0.39962447,-2.4841192,-17.241091,0.94172359,0.0061131655,-49.358292
1870.0,0.024753079,6.6229563,0.39979267,-2.4830058,-17.346605,0.94172359,0.0061808419,-49.313763
1880.0,0.024753079,6.6229563,0.39995831,-2.4817924,-17.461393,0.94172359,0.0062562651,-49.265232
1890.0,0.024753079,6.6229563,0.40012115,-2.4804697,-17.586418,0.94172359,0.0063359947,-49.212326
1900.0,0.024753079,6.6229563,0.40028098,-2.4790258,-17.722902,0.94172359,0.0064258259,-49.154568
1910.0,0.024753079,6.6229563,0.40043756,-2.4774451,-17.872402,0.94172359,0.0065269414,-49.091347
1920.0,0.024753079,6.6229563,0.40059054,-2.4757085,-18.036909,0.94172359,0.0066379812,-49.021881
1930.0,0.024753079,6.6229563,0.40073964,-2.4737904,-18.218998,0.94172359,0.0067632869,-48.945171
1940.0,0.024753079,6.6229563,0.40088448,-2.4716587,-18.422037,0.94172359,0.0069060964,-48.859909
1950.0,0.024753079,6.6229563,0.40102455,-2.4692702,-18.650499,0.94172359,0.0070687607,-48.764374
1960.0,0.024753079,6.6229563,0.40115932,-2.466567,-18.910452,0.94172359,0.0072553619,-48.65625
1970.0,0.024753079,6.6229563,0.40128806,-2.4634695,-19.210331,0.94172359,0.0074759964,-48.532356
1980.0,0.024753079,6.6229563,0.40140995,-2.4598653,-19.562212,0.94172359,0.00774199,-48.388199
1990.0,0.024753079,6.6229563,0.4015238,-2.4555898,-19.984034,0.94172359,0.0080652414,-48.217186
2000.0,0.024753079,6.6229563,0.40162808,-2.4503911,-20.503735,0.94172359,0.0084735882,-48.009254
2010.0,0.024753079,6.6229563,0.40172061,-2.443862,-21.167521,0.94172359,0.009013731,-47.748108
2020.0,0.024753079,6.6229563,0.40179819,-2.4352906,-22.058243,0.94172359,0.0097660394,-47.405277
2030.0,0.024753079,6.6229563,0.40185565,-2.4232907,-23.342669,0.94172359,0.010895392,-46.925312
2040.0,0.024753079,6.6229563,0.40188375,-2.404654,-25.422897,0.94172359,0.012844975,-46.179893
2050.0,0.024753079,6.6229563,0.4018617,-2.3690615,-29.662182,0.94172359,0.017165529,-44.756279
2060.0,0.024753079,6.6229563,0.40169168,-2.1689372,-55.070271,0.94172359,0.042529348,-36.751835
2070.0,0.024753079,6.6229563,0.3980639,-2.4585855,-19.522024,0.94172359,0.035518926,-48.337017
2080.0,0.024753079,6.6229563,0.39818043,-2.456248,-19.753674,0.94172359,0.0081403758,-48.243519
2090.0,0.024753079,6.6229563,0.39829162,-2.4533825,-20.038712,0.94172359,0.0082631027,-48.128902
2100.0,0.024753079,6.6229563,0.39839631,-2.4498577,-20.391613,0.94172359,0.0085528027,-47.987923
2110.0,0.024753079,6.6229563,0.39849305,-2.4454362,-20.838531,0.94172359,0.0089123882,-47.811077
2120.0,0.024753079,6.6229563,0.39857966,-2.4397349,-21.422531,0.94172359,0.0093999011,-47.583038
2130.0,0.024753079,6.6229563,0.39865309,-2.4320886,-22.220282,0.94172359,0.010103876,-47.277206
2140.0,0.024753079,6.6229563,0.39870846,-2.4212146,-23.384378,0.94172359,0.011142753,-46.84227
2150.0,0.024753079,6.6229563,0.39873713,-2.404196,-25.275816,0.94172359,0.012954922,-46.161575
2160.0,0.024753079,6.6229563,0.3987202,-2.3720171,-29.068796,0.94172359,0.01685871,-44.874508
2170.0,0.024753079,6.6229563,0.39858294,-2.2415497,-45.948891,0.94172359,0.035091896,-39.656143
2180.0,0.024753079,6.6229563,0.39493966,-2.4592271,-19.307611,0.94172359,0.053753309,-48.362679
2190.0,0.024753079,6.6229563,0.39506266,-2.4589813,-19.337076,0.94172359,0.0080148587,-48.35284
2200.0,0.024753079,6.6229563,0.39518484,-2.4585733,-19.38199,0.94172359,0.0078853909,-48.336529
2210.0,0.024753079,6.6229563,0.39530596,-2.4580264,-19.440264,0.94172359,0.0079261102,-48.314648
2220.0,0.024753079,6.6229563,0.39542571,-2.4573166,-19.51421,0.94172359,0.0079852343,-48.286263
2230.0,0.024753079,6.6229563,0.39554372,-2.4564152,-19.606754,0.94172359,0.0080536092,-48.250206
2240.0,0.024753079,6.6229563,0.39565957,-2.4552846,-19.721678,0.94172359,0.0081357528,-48.204979
2250.0,0.024753079,6.6229563,0.39577276,-2.4538758,-19.863972,0.94172359,0.0082456982,-48.148636
2260.0,0.024753079,6.6229563,0.39588267,-2.4521239,-20.040398,0.94172359,0.0083920024,-48.07856
2270.0,0.024753079,6.6229563,0.39598855,-2.4499385,-20.260401,0.94172359,0.0085629262,-47.991158
2280.0,0.024753079,6.6229563,0.39608943,-2.4471917,-20.537655,0.94172359,0.0087857302,-47.881294
2290.0,0.024753079,6.6229563,0.39618403,-2.4436929,-20.892805,0.94172359,0.0090854699,-47.741344
2300.0,0.024753079,6.6229563,0.3962706,-2.4391444,-21.358715,0.94172359,0.0094781881,-47.559414
2310.0,0.024753079,6.6229563,0.39634663,-2.4330506,-21.991413,0.94172359,0.010033445,-47.315681
2320.0,0.024753079,6.6229563,0.39640835,-2.4245098,-22.895781,0.94172359,0.010846461,-46.974075
2330.0,0.024753079,6.6229563,0.39644939,-2.4116526,-24.297005,0.94172359,0.012186799,-46.459812
2340.0,0.024753079,6.6229563,0.39645755,-2.3896573,-26.802286,0.94172359,0.01468983,-45.580059
2350.0,0.024753079,6.6229563,0.39640066,-2.3382552,-33.110165,0.94172359,0.021609589,-43.524109
2360.0,0.024753079,6.6229563,0.39263079,-2.3879039,-26.746977,0.94172359,0.71836364,-45.50993
2370.0,0.024753079,6.6229563,0.39275169,-2.4610615,-19.027418,0.94172359,0.010327483,-48.436043
2380.0,0.024753079,6.6229563,0.39288211,-2.4623678,-18.910999,0.94172359,0.0076255198,-48.488293
2390.0,0.024753079,6.6229563,0.39301509,-2.4637473,-18.788353,0.94172359,0.0075147534,-48.543468
2400.0,0.024753079,6.6229563,0.39315081,-2.465198,-18.659769,0.94172359,0.0074077486,-48.601494
2410.0,0.024753079,6.6229563,0.39328942,-2.4667132,-18.525946,0.94172359,0.0073014852,-48.662102
2420.0,0.024753079,6.6229563,0.39343101,-2.4682846,-18.387783,0.94172359,0.0071862834,-48.724949
2430.0,0.024753079,6.6229563,0.3935757,-2.4699008,-18.246365,0.94172359,0.0070728781,-48.789593
2440.0,0.024753079,6.6229563,0.39372358,-2.471549,-18.102942,0.94172359,0.006957327,-48.855518
2450.0,0.024753079,6.6229563,0.3938747,-2.4732146,-17.958883,0.94172359,0.0068427594,-48.922138
2460.0,0.024753079,6.6229563,0.39402908,-2.4748819,-17.815639,0.94172359,0.0067307088,-48.988823
2470.0,0.024753079,6.6229563,0.39418671,-2.4765341,-17.674681,0.94172359,0.0066213314,-49.054909
2480.0,0.024753079,6.6229563,0.39434755,-2.4781547,-17.537455,0.94172359,0.0065141506,-49.119732
2490.0,0.024753079,6.6229563,0.39451152,-2.479728,-17.405325,0.94172359,0.0064122044,-49.182652
2500.0,0.024753079,6.6229563,0.3946785,-2.4812386,-17.279535,0.94172359,0.0063164216,-49.243073
2510.0,0.024753079,6.6229563,0.39484838,-2.4826729,-17.161171,0.94172359,0.0062265112,-49.300446
2520.0,0.024753079,6.6229563,0.39502093,-2.4840195,-17.051144,0.94172359,0.0061419699,-49.354309
2530.0,0.024753079,6.6229563,0.39519602,-2.4852688,-16.950169,0.94172359,0.0060650283,-49.404278
2540.0,0.024753079,6.6229563,0.39537343,-2.4864132,-16.858772,0.94172359,0.0059958813,-49.450047
2550.0,0.024753079,6.6229563,0.39555293,-2.487447,-16.777302,0.94172359,0.0059337365,-49.491402
2560.0,0.024753079,6.6229563,0.39573428,-2.4883673,-16.705935,0.94172359,0.0058779796,-49.52821
