data_set_T_figure_2b,data_set_C_figure_2b,data_set_CE_figure_2b,data_set_H_figure_2b,data_set_ICAN_figure_2b,data_set_INAPS_figure_2b,data_set_L_figure_2b,data_set_N_figure_2b,data_set_V_figure_2b
5030.0,0.70535034,2.9440522,0.33523384,-32.303051,-10.172078,0.46187195,0.75446856,-44.491768
5040.0,0.68490958,3.0545428,0.33523598,-30.608171,-14.140747,0.45672512,0.046960067,-40.859478
5050.0,0.66430748,3.1659055,0.3322154,-31.693466,-9.0145025,0.45230621,0.12339828,-45.548637
5060.0,0.64351678,3.2782876,0.32966423,-17.565075,-17.702353,0.44857275,0.91567743,-3.8274641
5070.0,0.62261617,3.3912637,0.32919371,-29.993317,-11.013397,0.44548452,0.048309151,-43.510189
5080.0,0.60163265,3.5046883,0.32615843,-30.581018,-7.4346023,0.44300532,0.54953015,-47.089134
5090.0,0.58056182,3.6185846,0.32618794,-28.442841,-12.47446,0.44110158,0.036536939,-42.048439
5100.0,0.55947042,3.7325923,0.3232238,-29.338329,-7.5455704,0.43974271,0.21037772,-46.884754
5110.0,0.53830838,3.8469818,0.32322198,-27.075266,-13.114823,0.43890136,0.034551572,-41.344826
5120.0,0.51714164,3.9613965,0.32030556,-28.003307,-7.6944833,0.43855223,0.14930196,-46.637112
5130.0,0.49590558,4.0761862,0.32031095,-25.998934,-12.40418,0.43867344,0.031000443,-41.902821
5140.0,0.47464597,4.191103,0.31740254,-26.815315,-7.1069989,0.43924507,0.21820435,-47.240913
5150.0,0.45329595,4.3065085,0.31745371,-25.064728,-10.725689,0.44025022,0.025185335,-43.407661
5160.0,0.43185934,4.4223819,0.31453395,-21.484482,-20.199871,0.44167462,0.91389072,-32.440834
5170.0,0.41029689,4.5389357,0.31461897,-24.083923,-8.7035627,0.44350585,0.025586333,-45.370342
5180.0,0.38856262,4.6564183,0.31461513,-22.594128,-11.488579,0.44573504,0.026653606,-42.571468
5190.0,0.36664122,4.7749124,0.31170884,-22.619778,-7.8923779,0.4483552,0.68197143,-46.174278
5200.0,0.34450153,4.8945866,0.31184828,-21.684174,-8.0433865,0.4513613,0.018152952,-46.008953
5210.0,0.32211578,5.0155902,0.31190598,-20.450422,-9.285533,0.45475096,0.018205656,-44.676601
5220.0,0.29949713,5.1378531,0.31191406,-19.286381,-10.140086,0.45852336,0.022747433,-43.805134
5230.0,0.27670863,5.2610345,0.31188589,-18.113392,-10.884871,0.46267828,0.027238306,-43.064705
5240.0,0.2539126,5.3842564,0.31181791,-16.833902,-12.055938,0.46721342,0.033928774,-41.921547
5250.0,0.23132433,5.5063548,0.30893502,-15.352618,-14.214197,0.4721247,0.86401671,-39.687805
5260.0,0.20922326,5.6258202,0.30912378,-15.626012,-6.0616121,0.47740325,0.011606312,-48.340309
5270.0,0.18797785,5.7406602,0.30933687,-14.446319,-5.8678718,0.48303381,0.0075130393,-48.60812
5280.0,0.16798067,5.848753,0.30957139,-13.31204,-5.4871745,0.48899281,0.0066106878,-49.148067
5290.0,0.14959499,5.9481354,0.30983743,-12.223483,-5.0539994,0.49524811,0.00563154,-49.796669
5300.0,0.13306671,6.037477,0.31013918,-11.194258,-4.6375475,0.50176036,0.0047657238,-50.462219
5310.0,0.11849609,6.1162372,0.31047729,-10.23985,-4.2668033,0.50848615,0.0040565035,-51.09676
5320.0,0.10584506,6.1846213,0.31085056,-9.3710413,-3.9495175,0.51538092,0.0034957202,-51.677727
5330.0,0.094972439,6.243392,0.31125671,-8.5917816,-3.6835604,0.52240223,0.0030630585,-52.196865
5340.0,0.085682392,6.2936087,0.31169292,-7.9002495,-3.4629354,0.52951133,0.0027265516,-52.653778
5350.0,0.077760778,6.3364282,0.3121562,-7.2906423,-3.2806516,0.53667438,0.0024637447,-53.052254
5360.0,0.071001217,6.3729663,0.31264362,-6.7551131,-3.1300392,0.54386234,0.002256531,-53.398064
5370.0,0.065218203,6.4042258,0.31315234,-6.285172,-3.0052674,0.55105102,0.0020913959,-53.697605
5380.0,0.060251907,6.4310708,0.3136799,-5.8725476,-2.9014685,0.55822039,0.0019583439,-53.957157
5390.0,0.055967979,6.454227,0.31422397,-5.5096378,-2.8146832,0.56535387,0.0018501519,-54.182453
5400.0,0.052255102,6.4742966,0.3147825,-5.1896944,-2.7417359,0.572438,0.0017623263,-54.378555
5410.0,0.049021699,6.4917746,0.31535378,-4.9068503,-2.6800971,0.57946181,0.0016855729,-54.549805
5420.0,0.046192553,6.5070672,0.31593624,-4.6560588,-2.6277549,0.58641624,0.0016236914,-54.699883
5430.0,0.043705992,6.5205083,0.3165285,-4.4330215,-2.5831068,0.59329414,0.0015699714,-54.831882
5440.0,0.041511234,6.5323715,0.31712943,-4.2340789,-2.5448709,0.60008967,0.0015243618,-54.948391
5450.0,0.039566334,6.5428848,0.31773794,-4.0561218,-2.5120168,0.60679817,0.00148507,-55.051582
5460.0,0.037836507,6.5522351,0.31835318,-3.8965054,-2.4837117,0.61341578,0.0014511803,-55.143265
5470.0,0.036292765,6.5605798,0.31897432,-3.7529764,-2.4592774,0.61993968,0.0014214896,-55.224964
5480.0,0.03491082,6.5680494,0.3196007,-3.6236091,-2.4381576,0.62636763,0.0013958559,-55.297966
5490.0,0.033670224,6.5747557,0.32023168,-3.5067542,-2.419894,0.63269782,0.0013727468,-55.36335
5500.0,0.032553677,6.580791,0.32086673,-3.4009922,-2.4041059,0.63892907,0.0013527854,-55.422043
5510.0,0.031546462,6.5862355,0.32150534,-3.3050995,-2.3904746,0.64506048,0.0013348245,-55.474827
5520.0,0.030636011,6.5911565,0.3221471,-3.2180161,-2.3787329,0.65109158,0.0013189276,-55.522381
5530.0,0.029811524,6.5956135,0.32279161,-3.1388209,-2.368654,0.65702212,0.0013048012,-55.565281
5540.0,0.029063694,6.5996556,0.32343856,-3.0667109,-2.3600454,0.66285205,0.0012920981,-55.604027
5550.0,0.028384462,6.6033273,0.32408756,-3.0009832,-2.3527424,0.6685816,0.0012807349,-55.639053
5560.0,0.027766816,6.6066661,0.32473841,-2.9410212,-2.3466034,0.6742112,0.0012705938,-55.670738
5570.0,0.027204638,6.6097045,0.32539085,-2.8862817,-2.3415062,0.67974132,0.0012614463,-55.699413
5580.0,0.026692566,6.6124725,0.32604459,-2.8362844,-2.3373446,0.68517256,0.0012532123,-55.725365
5590.0,0.026225882,6.614995,0.32669947,-2.7906044,-2.3340266,0.69050574,0.0012458456,-55.748852
5600.0,0.025800429,6.6172948,0.3273553,-2.7488637,-2.331471,0.69574171,0.0012392043,-55.770092
5610.0,0.025412526,6.6193919,0.3280119,-2.7107258,-2.3296068,0.70088136,0.0012332139,-55.789295
5620.0,0.025058905,6.6213031,0.32866907,-2.67589,-2.3283715,0.7059257,0.0012278527,-55.806633
5630.0,0.024736658,6.623045,0.32932675,-2.6440871,-2.3277102,0.71087569,0.0012230367,-55.822262
5640.0,0.024443185,6.6246314,0.32998472,-2.6150756,-2.3275733,0.71573257,0.0012187049,-55.836327
5650.0,0.024176167,6.6260748,0.33064291,-2.5886378,-2.3279178,0.72049731,0.0012148395,-55.848949
5660.0,0.023933519,6.6273866,0.33130121,-2.5645781,-2.3287044,0.72517115,0.0012113926,-55.860249
5670.0,0.023713367,6.6285763,0.33195949,-2.5427196,-2.3298984,0.72975528,0.0012083182,-55.870323
5680.0,0.023514027,6.6296539,0.33261767,-2.5229025,-2.3314683,0.73425084,0.0012055988,-55.879265
5690.0,0.023333972,6.6306272,0.33327565,-2.5049813,-2.3333869,0.73865914,0.0012032057,-55.887157
5700.0,0.023171829,6.6315036,0.33393335,-2.4888246,-2.3356283,0.74298131,0.0012011067,-55.894073
5710.0,0.023026347,6.6322899,0.33459073,-2.4743125,-2.3381701,0.74721867,0.0011992854,-55.900085
5720.0,0.0228964,6.6329923,0.33524767,-2.4613366,-2.3409915,0.7513724,0.0011977227,-55.905251
5730.0,0.022780957,6.6336164,0.33590412,-2.4497969,-2.3440738,0.75544381,0.0011963969,-55.90963
5740.0,0.022679083,6.6341672,0.33656001,-2.4396033,-2.3474004,0.7594341,0.0011952936,-55.913273
5750.0,0.022589929,6.6346488,0.3372153,-2.4306729,-2.350956,0.76334453,0.0011943993,-55.916222
5760.0,0.022512719,6.6350665,0.33786994,-2.42293,-2.3547263,0.76717633,0.0011936991,-55.918526
5770.0,0.022446744,6.6354232,0.33852389,-2.4163053,-2.3586991,0.77093077,0.0011931813,-55.920223
5780.0,0.02239136,6.6357222,0.33917707,-2.4107356,-2.3628626,0.77460903,0.0011928359,-55.921345
5790.0,0.022345975,6.6359677,0.33982944,-2.4061627,-2.3672063,0.77821237,0.001192652,-55.921925
5800.0,0.022310048,6.6361618,0.34048095,-2.4025333,-2.3717208,0.78174198,0.0011926211,-55.921993
5810.0,0.02228309,6.6363077,0.34113163,-2.3997991,-2.3763974,0.78519899,0.0011927349,-55.921577
5820.0,0.022264648,6.6364074,0.34178135,-2.3979151,-2.381228,0.78858471,0.0011929862,-55.920704
5830.0,0.022254311,6.6364632,0.34243011,-2.3968403,-2.3862052,0.79190028,0.0011933678,-55.919395
5840.0,0.022251701,6.6364775,0.34307793,-2.3965373,-2.3913229,0.79514676,0.0011938739,-55.917667
5850.0,0.022256475,6.6364517,0.3437247,-2.3969722,-2.3965745,0.79832542,0.0011944989,-55.915546
5860.0,0.022268321,6.6363873,0.34437045,-2.398113,-2.4019551,0.80143732,0.0011952375,-55.913044
5870.0,0.022286953,6.6362867,0.34501511,-2.3999314,-2.4074597,0.80448365,0.0011960854,-55.910183
5880.0,0.022312114,6.6361508,0.34565869,-2.4024014,-2.4130836,0.80746543,0.0011970383,-55.906971
5890.0,0.022343565,6.6359806,0.34630111,-2.405499,-2.4188228,0.81038374,0.0011980926,-55.903423
5900.0,0.022381097,6.635778,0.34694239,-2.4092028,-2.4246736,0.81323975,0.0011992448,-55.899555
5910.0,0.022424517,6.6355433,0.34758252,-2.4134936,-2.4306331,0.81603438,0.0012004919,-55.89537
5920.0,0.022473656,6.6352777,0.34822145,-2.4183536,-2.4366982,0.8187688,0.0012018313,-55.890888
5930.0,0.02252836,6.6349816,0.34885916,-2.4237673,-2.4428666,0.82144392,0.0012032606,-55.886108
5940.0,0.022588493,6.6346569,0.34949562,-2.4297206,-2.449136,0.8240608,0.0012047779,-55.881046
5950.0,0.022653941,6.6343031,0.35013083,-2.4362016,-2.4555044,0.8266204,0.0012063811,-55.875702
5960.0,0.022724599,6.6339211,0.35076478,-2.4431994,-2.4619703,0.82912368,0.0012080689,-55.870087
5970.0,0.022800382,6.6335115,0.3513974,-2.4507048,-2.4685323,0.83157158,0.0012098399,-55.864204
5980.0,0.022881221,6.6330743,0.35202873,-2.4587102,-2.4751897,0.83396506,0.0012116934,-55.858059
5990.0,0.022967057,6.6326103,0.35265872,-2.4672093,-2.4819415,0.83630508,0.0012136283,-55.851654
6000.0,0.023057852,6.6321197,0.35328737,-2.4761977,-2.4887872,0.83859241,0.0012156442,-55.844994
6010.0,0.023153573,6.6316023,0.35391465,-2.4856713,-2.4957266,0.84082806,0.0012177407,-55.838078
6020.0,0.023254208,6.6310582,0.35454053,-2.4956281,-2.5027599,0.84301275,0.0012199178,-55.83091
6030.0,0.023359757,6.6304879,0.35516503,-2.5060678,-2.5098872,0.84514743,0.0012221755,-55.82349
6040.0,0.023470232,6.6298904,0.35578811,-2.5169902,-2.5171094,0.84723288,0.0012245146,-55.815819
6050.0,0.02358566,6.6292667,0.35640973,-2.5283973,-2.5244269,0.84926993,0.0012269351,-55.807896
6060.0,0.023706082,6.6286159,0.35702991,-2.5402927,-2.531841,0.85125929,0.0012294382,-55.799721
6070.0,0.023831554,6.6279373,0.35764864,-2.5526807,-2.5393534,0.85320181,0.001232025,-55.79129
6080.0,0.023962146,6.6272316,0.35826588,-2.5655673,-2.5469651,0.85509819,0.0012346966,-55.7826
6090.0,0.024097942,6.6264977,0.35888162,-2.5789597,-2.5546784,0.85694909,0.0012374547,-55.773651
6100.0,0.024239043,6.6257348,0.35949582,-2.5928671,-2.5624957,0.85875535,0.0012403012,-55.764435
6110.0,0.024385566,6.6249428,0.36010852,-2.6073,-2.5704195,0.86051756,0.001243238,-55.754951
6120.0,0.024537645,6.6241207,0.36071962,-2.6222703,-2.5784528,0.86223644,0.0012462676,-55.74519
6130.0,0.024695436,6.6232681,0.3613292,-2.6377921,-2.5865986,0.86391264,0.0012493927,-55.735146
6140.0,0.024859108,6.6223831,0.36193717,-2.6538808,-2.5948608,0.8655467,0.0012526164,-55.724812
6150.0,0.025028856,6.6214657,0.36254349,-2.6705542,-2.6032436,0.86713928,0.001255942,-55.714176
6160.0,0.025204895,6.6205139,0.36314824,-2.6878319,-2.6117513,0.86869097,0.0012593734,-55.703236
6170.0,0.025387466,6.6195273,0.36375129,-2.7057362,-2.6203892,0.8702023,0.0012629145,-55.691975
6180.0,0.025576835,6.6185036,0.3643527,-2.7242913,-2.6291625,0.87167382,0.0012665702,-55.680382
6190.0,0.025773296,6.6174417,0.36495242,-2.7435243,-2.638078,0.87310606,0.0012703454,-55.668442
6200.0,0.025977176,6.6163397,0.36555043,-2.7634652,-2.6471417,0.87449944,0.0012742459,-55.656147
6210.0,0.026188832,6.6151953,0.36614668,-2.7841473,-2.6563613,0.87585449,0.001278278,-55.643478
6220.0,0.026408667,6.614007,0.36674118,-2.8056068,-2.665745,0.87717164,0.0012824482,-55.630413
6230.0,0.02663712,6.6127725,0.36733389,-2.8278849,-2.675302,0.87845129,0.0012867644,-55.616936
6240.0,0.026874676,6.6114883,0.36792478,-2.8510258,-2.6850421,0.87969381,0.001291235,-55.603024
6250.0,0.027121875,6.6101522,0.36851382,-2.8750794,-2.6949766,0.88089949,0.0012958691,-55.588654
6260.0,0.027379317,6.6087604,0.36910099,-2.9001005,-2.7051172,0.88206875,0.0013006772,-55.573795
6270.0,0.027647663,6.6073098,0.36968625,-2.9261498,-2.7154779,0.88320178,0.0013056706,-55.558426
6280.0,0.02792765,6.6057963,0.37026957,-2.9532952,-2.7260733,0.88429886,0.0013108619,-55.542503
6290.0,0.028220098,6.6042156,0.37085089,-2.9816117,-2.7369204,0.88536024,0.0013162654,-55.526001
6300.0,0.028525928,6.6025624,0.37143022,-3.0111833,-2.7480373,0.88638604,0.0013218968,-55.508869
6310.0,0.028846165,6.6008315,0.37200746,-3.0421038,-2.759445,0.88737637,0.0013277738,-55.49107
6320.0,0.029181959,6.5990167,0.37258258,-3.0744779,-2.7711668,0.88833123,0.0013339161,-55.472546
6330.0,0.02953461,6.5971103,0.37315556,-3.1084244,-2.7832289,0.88925076,0.0013403461,-55.453247
6340.0,0.029905584,6.5951052,0.37372631,-3.1440759,-2.7956603,0.89013481,0.0013470891,-55.433102
6350.0,0.030296542,6.5929918,0.37429479,-3.1815834,-2.8084946,0.89098328,0.0013541738,-55.412048
6360.0,0.030709377,6.5907602,0.37486094,-3.2211182,-2.8217695,0.89179605,0.0013622068,-55.389996
6370.0,0.031146249,6.5883985,0.37542468,-3.2628753,-2.8355281,0.8925727,0.0013695981,-55.366852
6380.0,0.031609647,6.5858936,0.37598595,-3.3070788,-2.8498201,0.89331293,0.0013776339,-55.342518
6390.0,0.032102447,6.58323,0.37654462,-3.3539865,-2.8647022,0.89401627,0.0013882134,-55.316864
6400.0,0.03262797,6.5803895,0.37710065,-3.4038961,-2.8802402,0.89468205,0.0013964259,-55.289753
6410.0,0.033190109,6.5773506,0.37765393,-3.4571552,-2.8965108,0.89530957,0.0014058638,-55.261024
6420.0,0.033793453,6.5740895,0.37820432,-3.5141716,-2.9136043,0.89589781,0.0014167691,-55.230488
6430.0,0.034443412,6.5705762,0.37875167,-3.5754249,-2.9316263,0.89644569,0.0014280636,-55.197918
6440.0,0.035146471,6.5667758,0.37929592,-3.6414876,-2.9507034,0.89695179,0.001441293,-55.163055
6450.0,0.03591042,6.5626464,0.3798368,-3.7130439,-2.9709864,0.89741451,0.0014539999,-55.125584
6460.0,0.036744751,6.5581365,0.38037419,-3.7909243,-2.9926589,0.89783186,0.00146885,-55.085129
6470.0,0.037661128,6.5531831,0.38090789,-3.8761435,-3.0159442,0.89820129,0.0014846723,-55.041233
6480.0,0.038674083,6.5477076,0.3814376,-3.9699588,-3.0411198,0.89851999,0.0015029564,-54.993336
6490.0,0.039801922,6.5416112,0.38196304,-4.0739441,-3.0685322,0.89878422,0.0015221863,-54.940735
6500.0,0.041068137,6.5347667,0.38248387,-4.190105,-3.0986226,0.89898962,0.0015456397,-54.882561
6510.0,0.042503323,6.527009,0.38299972,-4.321033,-3.1319606,0.89913058,0.0015693062,-54.817692
6520.0,0.044148266,6.5181174,0.38351005,-4.4701533,-3.169297,0.89920014,0.0015982309,-54.744667
6530.0,0.046058495,6.507792,0.38401428,-4.6420813,-3.2116418,0.89918941,0.0016313073,-54.661552
6540.0,0.048311833,6.4956117,0.38451168,-4.8432112,-3.2603905,0.89908659,0.0016707869,-54.56572
6550.0,0.051021088,6.480967,0.38500127,-5.0826859,-3.3175309,0.89887631,0.0017170332,-54.453487
6560.0,0.054356437,6.4629383,0.38548186,-5.3740773,-3.3860006,0.89853704,0.0017747491,-54.319538
6570.0,0.058587924,6.4400654,0.38595182,-5.7384987,-3.4703431,0.89803857,0.001846423,-54.155846
6580.0,0.06417273,6.4098773,0.3864089,-6.2108212,-3.5780075,0.89733565,0.00194179,-53.949661
6590.0,0.071952283,6.3678255,0.38684982,-6.8531718,-3.7221467,0.89635658,0.0020733543,-53.679333
6600.0,0.083666213,6.3045068,0.38726956,-7.7883596,-3.9284868,0.89497757,0.0022689737,-53.304615
6610.0,0.10356321,6.1969557,0.38765982,-9.2965469,-4.2551384,0.89295667,0.0025936835,-52.740818
6620.0,0.14502186,5.9728546,0.38800478,-12.159008,-4.865416,0.88971812,0.0032446189,-51.774281
6630.0,0.26727211,5.3120427,0.38826871,-18.942253,-6.3895116,0.88338929,0.00508537,-49.728378
6640.0,0.63286656,3.3358564,0.38836122,-30.67522,-11.387987,0.86701995,0.013756644,-44.821915
6650.0,0.91056311,1.834794,0.38471723,-36.682877,-10.772165,0.83600366,0.71333236,-45.257915
6660.0,0.97465789,1.4883358,0.3833386,-17.528358,-16.939199,0.80069691,0.67147785,5.7899632
6670.0,0.98226231,1.4472307,0.38113382,-36.016914,-16.470436,0.76662242,0.081939198,-40.546059
6680.0,0.97726589,1.4742383,0.37767941,-37.228813,-12.292544,0.73482656,0.13108633,-43.793133
6690.0,0.96868753,1.5206078,0.37422028,-38.126984,-9.2227077,0.70539844,0.33611953,-46.413158
6700.0,0.95848787,1.5757412,0.37081087,-32.464993,-23.800356,0.67823923,0.91287851,-32.464085
6710.0,0.94721532,1.6366739,0.37069166,-33.706749,-21.016514,0.65321624,0.078035422,-36.050674
6720.0,0.93503338,1.7025222,0.36737433,-36.044132,-13.46544,0.63019335,0.090684906,-42.529884
6730.0,0.92198884,1.7730331,0.36402622,-36.981064,-9.9162226,0.60904187,0.2121245,-45.512825
6740.0,0.90807116,1.8482639,0.3606773,-35.776688,-12.645039,0.58964103,0.79788673,-43.015972
6750.0,0.89340359,1.9275481,0.36057362,-31.035559,-23.75935,0.57187641,0.079634823,-31.268272
6760.0,0.87800342,2.0107925,0.35737395,-35.054234,-13.132988,0.55564022,0.081467241,-42.500916
6770.0,0.86188066,2.0979426,0.35411954,-35.998493,-9.3653936,0.54083365,0.21291094,-45.782928
6780.0,0.84506226,2.1888528,0.35087815,-31.561783,-21.00466,0.52736491,0.9031347,-34.728497
6790.0,0.82761192,2.2831788,0.35082215,-32.976326,-16.495737,0.51514679,0.06221072,-39.372692
6800.0,0.80962324,2.380415,0.34767097,-34.361286,-11.004196,0.50409877,0.10111643,-44.075031
6810.0,0.7911042,2.4805179,0.3444736,-35.039131,-7.9602332,0.49414608,0.49941018,-46.972157
6820.0,0.77207518,2.5833776,0.34438577,-29.399775,-22.189911,0.4852193,0.068506218,-32.305794
6830.0,0.75267029,2.6882687,0.34134445,-32.970936,-11.504521,0.47725356,0.071904734,-43.433369
6840.0,0.73290658,2.7950997,0.33821273,-33.803371,-7.7589836,0.47018868,0.38001212,-47.034355
6850.0,0.71280503,2.9037566,0.33813781,-29.230949,-19.98679,0.46396863,0.060134973,-35.061501
6860.0,0.69247568,3.0136449,0.33514866,-31.842712,-10.682838,0.4585413,0.070229366,-44.004406
6870.0,0.6719327,3.1246879,0.3320559,-32.187939,-8.1240578,0.45385897,0.63007689,-46.477249
6880.0,0.65119243,3.2367978,0.33206201,-29.870916,-13.875257,0.4498772,0.04369631,-40.97942
6890.0,0.63035429,3.3494363,0.32906979,-30.927443,-8.686204,0.4465549,0.12685592,-45.800346
6900.0,0.60938776,3.462769,0.32880268,-17.691916,-18.281923,0.44385472,0.15662543,-5.787148
6910.0,0.588359,3.576438,0.3260898,-29.372723,-10.013309,0.44174182,0.052759189,-44.375095
6920.0,0.56726402,3.6904647,0.32310629,-24.388611,-21.763044,0.44018504,0.92180234,-29.930027
6930.0,0.54612851,3.8047109,0.32313514,-28.007334,-10.579906,0.43915546,0.036218856,-43.732521
6940.0,0.52496493,3.9191084,0.32014588,-26.77626,-12.698231,0.4386273,0.83495247,-41.619717
6950.0,0.50375599,4.0337515,0.32021886,-26.801552,-10.32704,0.43857706,0.030988973,-43.886425
6960.0,0.48250628,4.1486149,0.31730571,-21.217232,-21.975304,0.43898445,0.92862666,-26.203447
6970.0,0.46119237,4.2638249,0.31734148,-25.712826,-9.2866364,0.43983111,0.030496765,-44.841267
6980.0,0.43978208,4.3795562,0.31727487,-23.54542,-14.933384,0.44110212,0.039495595,-39.357811
6990.0,0.41828361,4.4957643,0.31447259,-24.67823,-7.6158748,0.44278413,0.072837263,-46.566406
7000.0,0.3966167,4.6128826,0.31451961,-23.185078,-10.2565,0.4448671,0.021841671,-43.773582
7010.0,0.37475762,4.73104,0.31440282,-20.332644,-18.450193,0.44734344,0.051596869,-35.243568
7020.0,0.35271174,4.8502069,0.31169263,-22.201832,-7.3507962,0.4502072,0.043256264,-46.797001
7030.0,0.33041871,4.9707098,0.31177849,-20.901781,-8.8454647,0.45345524,0.016515099,-45.134758
7040.0,0.30787998,5.0925407,0.31180468,-19.724554,-9.7990398,0.45708618,0.020875094,-44.146027
7050.0,0.28516355,5.215332,0.31179222,-18.568962,-10.518395,0.46109915,0.025109738,-43.42355
7060.0,0.26235151,5.3386402,0.31174761,-17.378035,-11.246479,0.46549356,0.029624425,-42.705528
7070.0,0.23964025,5.4614038,0.3116551,-15.970913,-13.077582,0.47026637,0.039248012,-40.926003
7080.0,0.21732466,5.5820289,0.30886117,-16.0972,-5.9583898,0.47541034,0.17577572,-48.472431
7090.0,0.19571735,5.6988254,0.30907547,-14.88642,-5.921278,0.4809128,0.0081373276,-48.528419
7100.0,0.17521568,5.8096452,0.30930299,-13.731606,-5.6141176,0.48675337,0.0069066868,-48.960247
7110.0,0.1561984,5.9124413,0.309558,-12.622622,-5.2015228,0.49290305,0.0059606987,-49.566555
7120.0,0.13896278,6.0056067,0.30984712,-11.568467,-4.7796297,0.49932495,0.0050557232,-50.225521
7130.0,0.12366483,6.0882983,0.31017232,-10.584292,-4.3929644,0.50597674,0.0042976299,-50.871525
7140.0,0.11031493,6.16046,0.3105332,-9.6827574,-4.0570903,0.51281393,0.003686639,-51.472137
7150.0,0.098804511,6.2226782,0.31092778,-8.870182,-3.7733812,0.51979303,0.0032108868,-52.01371
7160.0,0.088953137,6.275929,0.31135347,-8.1466341,-3.5371594,0.52687371,0.002840874,-52.492977
7170.0,0.08054959,6.3213534,0.31180736,-7.5075049,-3.3417368,0.5340203,0.0025531389,-52.91227
7180.0,0.073382527,6.3600945,0.31228644,-6.9455037,-3.1802998,0.54120201,0.0023272103,-53.276722
7190.0,0.067257814,6.3932009,0.31278786,-6.4522476,-3.0467083,0.54839289,0.0021478971,-53.592567
7200.0,0.062005959,6.4215894,0.31330898,-6.0193124,-2.9357531,0.55557138,0.0020040041,-53.866169
7210.0,0.05748339,6.4460359,0.31384745,-5.6388149,-2.8431597,0.56271982,0.0018873594,-54.103481
7220.0,0.053570613,6.467186,0.31440112,-5.3036804,-2.7654829,0.5698235,0.0017924367,-54.309818
7230.0,0.050169148,6.4855723,0.31496814,-5.0077186,-2.6999736,0.57687074,0.0017119286,-54.48978
7240.0,0.047198083,6.5016322,0.3155469,-4.7455883,-2.644444,0.5838517,0.0016447945,-54.647285
7250.0,0.044591051,6.5157242,0.31613594,-4.5127249,-2.5971532,0.59075862,0.0015885615,-54.785637
7260.0,0.0422935,6.5281434,0.31673405,-4.305243,-2.556711,0.5975852,0.0015399778,-54.907593
7270.0,0.040260423,6.5391331,0.31734011,-4.1198397,-2.522002,0.60432631,0.0014988636,-55.015476
7280.0,0.038454566,6.5488944,0.31795323,-3.9537079,-2.4921265,0.61097789,0.0014635123,-55.111217
7290.0,0.036844935,6.5575948,0.31857255,-3.8044574,-2.4663537,0.61753678,0.0014320986,-55.196442
7300.0,0.035405613,6.5653749,0.31919733,-3.6700478,-2.4440861,0.62400043,0.0014045037,-55.272518
7310.0,0.034114808,6.5723524,0.31982693,-3.548732,-2.4248321,0.63036692,0.001380963,-55.340599
7320.0,0.032954138,6.5786262,0.3204608,-3.4390109,-2.4081845,0.63663483,0.0013595273,-55.401665
7330.0,0.031907979,6.584281,0.32109842,-3.339592,-2.3938036,0.64280325,0.0013411174,-55.456551
7340.0,0.030963015,6.5893893,0.32173935,-3.2493577,-2.3814044,0.64887148,0.0013243253,-55.505962
7350.0,0.030107828,6.5940118,0.32238314,-3.1673379,-2.3707464,0.65483922,0.0013096575,-55.550518
7360.0,0.029332591,6.5982022,0.32302949,-3.0926886,-2.3616254,0.66070634,0.0012966089,-55.590744
7370.0,0.028628808,6.6020064,0.32367805,-3.0246713,-2.3538671,0.66647303,0.0012845617,-55.627098
7380.0,0.027989095,6.6054645,0.32432851,-2.9626393,-2.3473217,0.67213953,0.0012739991,-55.659977
7390.0,0.027407022,6.6086106,0.32498065,-2.9060228,-2.3418605,0.67770636,0.001265015,-55.689728
7400.0,0.026876962,6.6114759,0.32563421,-2.8543198,-2.3373721,0.68317413,0.0012559751,-55.716652
7410.0,0.026393969,6.6140866,0.32628897,-2.807086,-2.3337591,0.6885435,0.0012482567,-55.74102
7420.0,0.025953688,6.6164665,0.32694471,-2.7639263,-2.3309367,0.69381535,0.0012414434,-55.763065
7430.0,0.025552269,6.6186366,0.32760131,-2.7244897,-2.3288302,0.69899046,0.001235194,-55.783001
7440.0,0.0251863,6.6206145,0.32825857,-2.6884627,-2.3273749,0.70406997,0.0012295626,-55.801006
7450.0,0.024852742,6.6224174,0.32891634,-2.655565,-2.3265123,0.70905477,0.0012245962,-55.817249
7460.0,0.024548888,6.6240602,0.3295745,-2.625545,-2.3261917,0.71394593,0.0012200918,-55.831875
7470.0,0.024272321,6.625555,0.33023289,-2.598177,-2.3263674,0.71874464,0.0012160278,-55.84502
7480.0,0.024020867,6.626914,0.33089143,-2.5732574,-2.3269987,0.72345197,0.0012124504,-55.856792
7490.0,0.023792583,6.6281481,0.33154997,-2.5506024,-2.3280497,0.72806913,0.0012092494,-55.86731
7500.0,0.023585714,6.6292663,0.33220848,-2.530046,-2.3294878,0.73259735,0.0012063854,-55.876656
7510.0,0.023398679,6.6302776,0.33286682,-2.5114379,-2.331284,0.73703778,0.0012038819,-55.884926
7520.0,0.02323005,6.6311889,0.33352488,-2.4946415,-2.3334119,0.74139166,0.0012016832,-55.892197
7530.0,0.023078529,6.6320081,0.33418265,-2.4795332,-2.3358479,0.74566025,0.0011997542,-55.898533
7540.0,0.022942949,6.632741,0.33484003,-2.4659998,-2.3385708,0.74984479,0.0011980999,-55.904007
