The_FOD_in_the_circulation__X1_1_task1,The_FOD_in_the_gallbladder___intestinal_lumen__X5_4_task1,The_FOD_in_the_metabolizing_tissues__X4_2_task1,The_cumulative_FOD_excreted_in_the_non_urinary_pool__X3_3_task1,The_cumulative_FOD_excreted_in_the_urine__X2_5_task1,_1_task1
1.0,0.0,0.0,0.0,0.0,0.0
0.4502285219991707,0.010378792365410968,0.5073106605686635,0.00013509256721736806,0.0319469324995371,0.03
0.20270572900532918,0.030737347783270072,0.6683069747708327,0.0008625578701081844,0.09738739057045934,0.06
0.09126390964490676,0.052329391040067265,0.6828914714003997,0.0023610078277747763,0.17115422008685047,0.09
0.04108962013144016,0.071749032454294,0.6396908138625202,0.004603348026980316,0.24286718552476394,0.12
0.018499720807869328,0.08791368012844356,0.5774329198380423,0.007487519834330363,0.3086661593913129,0.15
0.008329103878829989,0.10071773884357467,0.51255126488693,0.010892667979991388,0.36750922441067246,0.18
0.0037500007864686956,0.11043676155541828,0.45158801215511846,0.01470213440524831,0.41952309109774477,0.21
0.0016883574599784647,0.11746795587150381,0.3967568073652907,0.01881185881267341,0.4652750204905521,0.24
0.0007601467309686393,0.12222082860875594,0.3484290329588337,0.023132500839310306,0.50545749086213,0.27
0.00034223976460019917,0.1250743213507631,0.3062375853660153,0.027588984209475784,0.5407568693091444,0.3
0.00015408612590848644,0.12636293882548483,0.26956051387378843,0.03211909209976603,0.5718033690750512,0.32999999999999996
6.9373958925376e-05,0.1263751264424342,0.23772740931718972,0.03667181585059236,0.5991562744308573,0.36
3.1234134981104025e-05,0.12535647708358252,0.210102632824104,0.04120574638665479,0.6233039095706763,0.39
1.4062499406407657e-05,0.12351452761255538,0.18611451646273597,0.04568761579823353,0.6446692776270674,0.42
6.331338657004118e-06,0.1210237727571951,0.16526145144325022,0.05009101802704443,0.6636174264338521,0.44999999999999996
2.8505498408745344e-06,0.11803035206941138,0.1471086055293372,0.05439530509188213,0.6804628867595272,0.48
1.2833990106941897e-06,0.11465622760487137,0.13128130432909754,0.058584643121772154,0.6954765415452469,0.51
5.778229015017348e-07,0.11100282370489405,0.11745766389540727,0.06264720906601629,0.7088917255107794,0.54
2.6015236177933913e-07,0.10715416161269722,0.10536152900012145,0.06657450919953237,0.7209095400352858,0.57
1.171280145623019e-07,0.10317954254967697,0.09475609744959035,0.07036080217481232,0.7317034406979046,0.6
5.273438649320014e-08,0.09913583656392612,0.08543832121525424,0.07400261139923625,0.7414231780871956,0.63
2.3742525748732802e-08,0.0950694312339015,0.07723405658599122,0.07749831353369659,0.7501981749038834,0.6599999999999999
1.068956368740324e-08,0.09101788868514815,0.0699938922604438,0.08084779175848555,0.7581404166063574,0.69
4.8127475601178305e-09,0.08701135330058297,0.06358957338612702,0.08405214408554178,0.7653469244149995,0.72
2.1668365472752783e-09,0.08307374672486117,0.057910942006586114,0.08711343841816165,0.7719018706835532,0.75
9.75572361467613e-10,0.07922378158438328,0.0528633217221018,0.09003450728068448,0.7778783884372569,0.78
4.392297673140889e-10,0.07547582080853132,0.048365283013622994,0.09281877618757434,0.7833401195510408,0.8099999999999999
1.9775409322363233e-10,0.07184060548772933,0.0443467341989619,0.0954701205217664,0.7883425395937874,0.84
8.903528238633252e-11,0.06832587090536738,0.04074729049363402,0.09799274654226563,0.7929340919696968,0.87
4.0086711451836574e-11,0.06493686738038723,0.03751488073184501,0.10039109281521676,0.7971571590324633,0.8999999999999999
1.8047622050433592e-11,0.06167680023964911,0.034604556788192346,0.10266974889073736,0.8010488940633724,0.9299999999999999
8.125015496063373e-12,0.058547200850347744,0.03197747658504955,0.10483338857220463,0.8046419339842721,0.96
3.657968941365832e-12,0.05554823938488405,0.029600034433116356,0.10688671543195533,0.8079650107463853,0.99
1.6471554113130758e-12,0.05267898790399744,0.02744311766027801,0.10883441867458327,0.8110434757594931,1.02
7.411947979546347e-13,0.04993764123979211,0.025481471165458826,0.11068113769637562,0.8138997498976313,1.05
3.337769581423921e-13,0.047321702048378406,0.023693154116060197,0.11243143395572716,0.8165537098794995,1.08
1.5009981964796454e-13,0.04482813580322527,0.02205907457340887,0.11408976888764824,0.8190230207355667,1.1099999999999999
6.758803876151883e-14,0.04245349963477297,0.020562592374583258,0.11566048701232216,0.8213234209782532,1.14
3.051178878608297e-14,0.04019404993199563,0.019189177965124697,0.11714780318669431,0.8234689689161541,1.17
1.374406704921001e-14,0.03804583122895061,0.017926120993908588,0.11855579344146759,0.8254722543356585,1.2
6.202301839195578e-15,0.036004749611482555,0.01676228052520626,0.11988838871840789,0.8273445811448961,1.23
2.868156787783267e-15,0.03406663269402952,0.015687871817836287,0.12114937105800581,0.8290961244301245,1.26
1.2901683031598558e-15,0.03222728001862455,0.014694279467585563,0.12234237149398754,0.8307360690198002,1.29
5.593493523889356e-16,0.03048250118727486,0.013773904720962429,0.12347087007570506,0.8322727240160562,1.3199999999999998
2.535903762613849e-16,0.028828148675564807,0.012920028679630541,0.12453819665972969,0.8337136259850738,1.3499999999999999
1.1395338981372052e-16,0.02726014381454244,0.012126694310978401,0.12554753291869283,0.8350656289557855,1.38
4.611898051820255e-17,0.02577449621753064,0.01138860832436333,0.12650191525793034,0.8363349802001749,1.41
1.446837198677327e-17,0.024367319241824663,0.010701055105261566,0.1274042382753483,0.8375273873775648,1.44
7.446509493624431e-18,0.023034841307288,0.01005982453341946,0.1282572586053467,0.8386480755539452,1.47
-8.64584219189793e-20,0.02177341482016869,0.009461144759504983,0.12906359942283124,0.8397018409974943,1.5
-2.3458031279345334e-18,0.020579521259188063,0.008901631125574185,0.12982575483395317,0.8406930927812838,1.53
2.0773909269032664e-19,0.0194497750996001,0.008378236879651956,0.13054609467456374,0.8416258933461834,1.56
-2.6886238520381613e-18,0.018380925632021154,0.007888212018073373,0.13122686935054867,0.842503992999356,1.5899999999999999
-9.98443054730472e-19,0.01736985697194232,0.007429069553953449,0.13187021465118226,0.843330858822921,1.6199999999999999
