Time,The_FOD_in_the_circulation__X1,The_FOD_in_the_metabolizing_tissues__X4,The_cumulative_FOD_excreted_in_the_non_urinary_pool__X3,The_FOD_in_the_gallbladder___intestinal_lumen__X5,The_cumulative_FOD_excreted_in_the_urine__X2,K1,K2,K3,K4,K5,compartment,R1,R2,R3,R4
0.3,0.00034223976460019917,0.3062375853660153,0.027588984209475784,0.1250743213507631,0.5407568693091444,3.6,1.2,26.6,1.2,1.2,1.0,0.009103577738365298,0.21739591681830261,0.15008918562091572,1.102455307317655
0.32999999999999996,0.00015408612590848644,0.26956051387378843,0.03211909209976603,0.12636293882548483,0.5718033690750512,3.6,1.2,26.6,1.2,1.2,1.0,0.004098690949165739,0.1718370900579643,0.1516355265905818,0.9704178499456384
0.36,6.9373958925376e-05,0.23772740931718972,0.03667181585059236,0.1263751264424342,0.5991562744308573,3.6,1.2,26.6,1.2,1.2,1.0,0.0018453473074150017,0.13362273944970662,0.15165015173092103,0.855818673541883
0.39,3.1234134981104025e-05,0.210102632824104,0.04120574638665479,0.12535647708358252,0.6233039095706763,3.6,1.2,26.6,1.2,1.2,1.0,0.0008308279904973671,0.10169538688862576,0.150427772500299,0.7563694781667744
0.42,1.4062499406407657e-05,0.18611451646273597,0.04568761579823353,0.12351452761255538,0.6446692776270674,3.6,1.2,26.6,1.2,1.2,1.0,0.0003740624842104437,0.07511998662021671,0.14821743313506644,0.6700122592658495
0.44999999999999996,6.331338657004118e-06,0.16526145144325022,0.05009101802704443,0.1210237727571951,0.6636174264338521,3.6,1.2,26.6,1.2,1.2,1.0,0.00016841360827630955,0.053085214423266136,0.14522852730863411,0.5949412251957008
0.48,2.8505498408745344e-06,0.1471086055293372,0.05439530509188213,0.11803035206941138,0.6804628867595272,3.6,1.2,26.6,1.2,1.2,1.0,7.582462576726262e-05,0.03489390415191096,0.14163642248329367,0.5295909799056139
0.51,1.2833990106941897e-06,0.13128130432909754,0.058584643121772154,0.11465622760487137,0.6954765415452469,3.6,1.2,26.6,1.2,1.2,1.0,3.413841368446545e-05,0.01995009206907139,0.13758747312584566,0.47261269558475116
0.54,5.778229015017348e-07,0.11745766389540727,0.06264720906601629,0.11100282370489405,0.7088917255107794,3.6,1.2,26.6,1.2,1.2,1.0,1.5370089179946146e-05,0.007745808228615869,0.13320338844587284,0.42284759002346617
0.57,2.6015236177933913e-07,0.10536152900012145,0.06657450919953237,0.10715416161269722,0.7209095400352858,3.6,1.2,26.6,1.2,1.2,1.0,6.920052823330421e-06,-0.0021511591350909243,0.12858499393523667,0.37930150440043725
0.6,1.171280145623019e-07,0.09475609744959035,0.07036080217481232,0.10317954254967697,0.7317034406979046,3.6,1.2,26.6,1.2,1.2,1.0,3.1156051873572304e-06,-0.010108134120103945,0.12381545105961236,0.34112195081852525
0.63,5.273438649320014e-08,0.08543832121525424,0.07400261139923625,0.09913583656392612,0.7414231780871956,3.6,1.2,26.6,1.2,1.2,1.0,1.4027346807191237e-06,-0.016437018418406252,0.11896300387671134,0.3075779563749153
0.6599999999999999,2.3742525748732802e-08,0.07723405658599122,0.07749831353369659,0.0950694312339015,0.7501981749038834,3.6,1.2,26.6,1.2,1.2,1.0,6.315511849162926e-07,-0.021402449577492336,0.1140833174806818,0.2780426037095684
0.69,1.068956368740324e-08,0.0699938922604438,0.08084779175848555,0.09101788868514815,0.7581404166063574,3.6,1.2,26.6,1.2,1.2,1.0,2.843423940849262e-07,-0.02522879570964523,0.10922146642217778,0.2519780121375977
0.72,4.8127475601178305e-09,0.06358957338612702,0.08405214408554178,0.08701135330058297,0.7653469244149995,3.6,1.2,26.6,1.2,1.2,1.0,1.280190850991343e-07,-0.02810613589734716,0.10441362396069957,0.22892246419005727
0.75,2.1668365472752783e-09,0.057910942006586114,0.08711343841816165,0.08307374672486117,0.7719018706835532,3.6,1.2,26.6,1.2,1.2,1.0,5.763785215752241e-08,-0.030195365661930068,0.0996884960698334,0.20847939122371
0.78,9.75572361467613e-10,0.0528633217221018,0.09003450728068448,0.07922378158438328,0.7778783884372569,3.6,1.2,26.6,1.2,1.2,1.0,2.5950224815038507e-08,-0.031632551834737774,0.09506853790125994,0.19030795819956647
0.8099999999999999,4.392297673140889e-10,0.048365283013622994,0.09281877618757434,0.07547582080853132,0.7833401195510408,3.6,1.2,26.6,1.2,1.2,1.0,1.1683511810554766e-08,-0.03253264535389,0.09057098497023759,0.1741150188490428
0.84,1.9775409322363233e-10,0.0443467341989619,0.0954701205217664,0.07184060548772933,0.7883425395937874,3.6,1.2,26.6,1.2,1.2,1.0,5.26025887974862e-09,-0.032992645546520906,0.08620872658527519,0.15964824311626286
0.87,8.903528238633252e-11,0.04074729049363402,0.09799274654226563,0.06832587090536738,0.7929340919696968,3.6,1.2,26.6,1.2,1.2,1.0,2.3683385114764453e-09,-0.03309429649408003,0.08199104508644085,0.14669024577708248
0.8999999999999999,4.0086711451836574e-11,0.03751488073184501,0.10039109281521676,0.06493686738038723,0.7971571590324633,3.6,1.2,26.6,1.2,1.2,1.0,1.0663065246188529e-09,-0.03290638397825066,0.07792424085646467,0.13505357063464205
0.9299999999999999,1.8047622050433592e-11,0.034604556788192346,0.10266974889073736,0.06167680023964911,0.8010488940633724,3.6,1.2,26.6,1.2,1.2,1.0,4.800667465415335e-10,-0.03248669214174811,0.07401216028757893,0.12457640443749245
0.96,8.125015496063373e-12,0.03197747658504955,0.10483338857220463,0.058547200850347744,0.8046419339842721,3.6,1.2,26.6,1.2,1.2,1.0,2.1612541219528573e-10,-0.031883669118357834,0.07025664102041729,0.11511891570617838
0.99,3.657968941365832e-12,0.029600034433116356,0.10688671543195533,0.05554823938488405,0.8079650107463853,3.6,1.2,26.6,1.2,1.2,1.0,9.730197384033114e-11,-0.031137845942121226,0.06665788726186085,0.10656012395921888
1.02,1.6471554113130758e-12,0.02744311766027801,0.10883441867458327,0.05267898790399744,0.8110434757594931,3.6,1.2,26.6,1.2,1.2,1.0,4.381433394092782e-11,-0.030283044292463326,0.06321478548479693,0.09879522357700084
1.05,7.411947979546347e-13,0.025481471165458826,0.11068113769637562,0.04993764123979211,0.8138997498976313,3.6,1.2,26.6,1.2,1.2,1.0,1.9715781625593284e-11,-0.02934740408919994,0.05992516948775053,0.09173329619565178
1.08,3.337769581423921e-13,0.023693154116060197,0.11243143395572716,0.047321702048378406,0.8165537098794995,3.6,1.2,26.6,1.2,1.2,1.0,8.878467086587631e-12,-0.028354257518781848,0.05678604245805408,0.08529535481781671
1.1099999999999999,1.5009981964796454e-13,0.02205907457340887,0.11408976888764824,0.04482813580322527,0.8190230207355667,3.6,1.2,26.6,1.2,1.2,1.0,3.992655202635857e-12,-0.027322873475779674,0.05379376296387032,0.07941266846427193
1.14,6.758803876151883e-14,0.020562592374583258,0.11566048701232216,0.04245349963477297,0.8213234209782532,3.6,1.2,26.6,1.2,1.2,1.0,1.797841831056401e-12,-0.026269088712227655,0.05094419956172756,0.07402533254849973
1.17,3.051178878608297e-14,0.019189177965124697,0.11714780318669431,0.04019404993199563,0.8234689689161541,3.6,1.2,26.6,1.2,1.2,1.0,8.11613581709807e-13,-0.025205846360245115,0.04823285991839475,0.06908104067444891
1.2,1.374406704921001e-14,0.017926120993908588,0.11855579344146759,0.03804583122895061,0.8254722543356585,3.6,1.2,26.6,1.2,1.2,1.0,3.655921835089863e-13,-0.024143652282050423,0.04565499747474073,0.06453403557807091
1.23,6.202301839195578e-15,0.01676228052520626,0.11988838871840789,0.036004749611482555,0.8273445811448961,3.6,1.2,26.6,1.2,1.2,1.0,1.649812289226024e-13,-0.02309096290353155,0.04320569953377906,0.060344209890742545
1.26,2.868156787783267e-15,0.015687871817836287,0.12114937105800581,0.03406663269402952,0.8290961244301245,3.6,1.2,26.6,1.2,1.2,1.0,7.629297055503491e-14,-0.02205451305143188,0.040879959232835425,0.056476338544210636
1.29,1.2901683031598558e-15,0.014694279467585563,0.12234237149398754,0.03222728001862455,0.8307360690198002,3.6,1.2,26.6,1.2,1.2,1.0,3.431847686405217e-14,-0.021039600661246785,0.03867273602234946,0.05289940608330803
1.3199999999999998,5.593493523889356e-16,0.013773904720962429,0.12347087007570506,0.03048250118727486,0.8322727240160562,3.6,1.2,26.6,1.2,1.2,1.0,1.487869277354569e-14,-0.02005031575957492,0.036579001424729835,0.04958605699546474
1.3499999999999999,2.535903762613849e-16,0.012920028679630541,0.12453819665972969,0.028828148675564807,0.8337136259850738,3.6,1.2,26.6,1.2,1.2,1.0,6.745504008552839e-15,-0.01908974399512112,0.03459377841067777,0.04651210324666995
1.38,1.1395338981372052e-16,0.012126694310978401,0.12554753291869283,0.02726014381454244,0.8350656289557855,3.6,1.2,26.6,1.2,1.2,1.0,3.031160169044966e-15,-0.018160139404276843,0.032712172577450925,0.04365609951952225
1.41,4.611898051820255e-17,0.01138860832436333,0.12650191525793034,0.02577449621753064,0.8363349802001749,3.6,1.2,26.6,1.2,1.2,1.0,1.226764881784188e-15,-0.017263065471800773,0.030929395461036766,0.04099898996770799
1.44,1.446837198677327e-17,0.010701055105261566,0.1274042382753483,0.024367319241824663,0.8375273873775648,3.6,1.2,26.6,1.2,1.2,1.0,3.84858694848169e-16,-0.016399516963875718,0.029240783090189595,0.03852379837894164
1.47,7.446509493624431e-18,0.01005982453341946,0.1282572586053467,0.023034841307288,0.8386480755539452,3.6,1.2,26.6,1.2,1.2,1.0,1.9807715253040987e-16,-0.015570020128642248,0.0276418095687456,0.036215368320310054
1.5,-8.64584219189793e-20,0.009461144759504983,0.12906359942283124,0.02177341482016869,0.8397018409974943,3.6,1.2,26.6,1.2,1.2,1.0,-2.2997940230448493e-18,-0.014774724072796449,0.026128097784202428,0.03406012113421794
1.53,-2.3458031279345334e-18,0.008901631125574185,0.12982575483395317,0.020579521259188063,0.8406930927812838,3.6,1.2,26.6,1.2,1.2,1.0,-6.239836320305859e-17,-0.014013468160336655,0.024695425511025677,0.03204587205206707
1.56,2.0773909269032664e-19,0.008378236879651956,0.13054609467456374,0.0194497750996001,0.8416258933461834,3.6,1.2,26.6,1.2,1.2,1.0,5.525859865562689e-18,-0.013285845863937775,0.023339730119520122,0.03016165276674704
1.5899999999999999,-2.6886238520381613e-18,0.007888212018073373,0.13122686935054867,0.018380925632021154,0.842503992999356,3.6,1.2,26.6,1.2,1.2,1.0,-7.151739446421509e-17,-0.012591256336737336,0.022057110758425383,0.028397563265064145
1.6199999999999999,-9.98443054730472e-19,0.007429069553953449,0.13187021465118226,0.01736985697194232,0.843330858822921,3.6,1.2,26.6,1.2,1.2,1.0,-2.6558585255830558e-17,-0.011928944901586644,0.020843828366330783,0.026744650394232416
1.65,-7.30061072633251e-19,0.006998553379818985,0.13247815661074502,0.016413587586241053,0.8441097024231939,3.6,1.2,26.6,1.2,1.2,1.0,-1.9419624532044478e-17,-0.011298041047706481,0.019696305103489263,0.025194792167348344
1.68,-3.9957034451316867e-19,0.006594612348114612,0.13305261633945112,0.015509268318931464,0.8448435029935017,3.6,1.2,26.6,1.2,1.2,1.0,-1.0628571164050287e-17,-0.010697587164980222,0.018611121982717756,0.023740604453212605
1.71,-2.4285829505703306e-19,0.006215377401422208,0.1335954146548721,0.014654180003617883,0.8455350279400866,3.6,1.2,26.6,1.2,1.2,1.0,-6.460030648517079e-18,-0.01012656312263481,0.01758501600434146,0.02237535864511995
1.74,-1.0546917644699626e-19,0.005859140632016798,0.13410827689670915,0.013845730272754403,0.8461868521985184,3.6,1.2,26.6,1.2,1.2,1.0,-2.8054800934901006e-18,-0.009583907568885126,0.016614876327305284,0.021092906275260472
1.77,-2.301608663680999e-20,0.005524338737810323,0.13459283723735624,0.013081450150173665,0.8468013738746586,3.6,1.2,26.6,1.2,1.2,1.0,-6.122279045391458e-19,-0.009068533694836012,0.0156977401802084,0.019887619456117164
1.7999999999999998,-2.5136612585815617e-20,0.005209537379774126,0.13505064312163775,0.01235899019219002,0.847380829306397,3.6,1.2,26.6,1.2,1.2,1.0,-6.686338947826954e-19,-0.008579343374899072,0.014830788230628023,0.018754334567186854
1.8299999999999998,-5.557204389873624e-21,0.004913417631568631,0.1354831595482791,0.011676116382619024,0.8479273064375323,3.6,1.2,26.6,1.2,1.2,1.0,-1.478216367706384e-19,-0.008115238501260471,0.014011339659142828,0.017688303473647072
1.8599999999999999,-9.125461912637809e-21,0.004634764699626833,0.1358917730360391,0.0110307060120245,0.8484427562523087,3.6,1.2,26.6,1.2,1.2,1.0,-2.427372868761657e-19,-0.0076751295748772016,0.0132368472144294,0.016685152918656597
1.89,-6.603996708614406e-21,0.004372457076324911,0.13627779573621135,0.01042074319254854,0.8489290039949142,3.6,1.2,26.6,1.2,1.2,1.0,-1.756663124491432e-19,-0.007257943339468354,0.012504891831058247,0.015740845474769682
1.92,-2.6874242353915372e-21,0.004125458202705552,0.1366424689407143,0.0098443148030732,0.8493877580535059,3.6,1.2,26.6,1.2,1.2,1.0,-7.14854846614149e-20,-0.006862627920441177,0.01181317776368784,0.014851649529739988
1.95,-1.5071753504890281e-21,0.0038928077378928426,0.13698696700992782,0.009299605798152729,0.8498206194540254,3.6,1.2,26.6,1.2,1.2,1.0,-4.009086432300815e-20,-0.006488157672311863,0.011159526957783274,0.014014107856414234
1.98,-4.305931629945522e-22,0.003673615221425783,0.13731240052224197,0.008784895280719754,0.8502290889756112,3.6,1.2,26.6,1.2,1.2,1.0,-1.145377813565509e-20,-0.006133536071152765,0.010541874336863705,0.013225014797132818
2.01,-1.163193286146827e-22,0.0034670532168228573,0.13761981984782537,0.008298551962099531,0.8506145749732509,3.6,1.2,26.6,1.2,1.2,1.0,-3.0940941411505596e-21,-0.005797798494332008,0.009958262354519437,0.012481391580562287
2.04,-5.444599347006987e-23,0.003272352188212672,0.13791021811189158,0.007839030257136182,0.8509783994427582,3.6,1.2,26.6,1.2,1.2,1.0,-1.4482634263038587e-21,-0.005480013682708212,0.009406836308563418,0.01178046787756562
2.07,-2.7713845334657647e-23,0.003088795377553922,0.13818453428792138,0.007404866151748722,0.8513218041827747,3.6,1.2,26.6,1.2,1.2,1.0,-7.371882859018934e-22,-0.005179284929033759,0.008885839382098465,0.011119663359194119
2.1,1.1017691137203932e-24,0.002915714324564281,0.1384436561108889,0.006994673224802992,0.8516459563397425,3.6,1.2,26.6,1.2,1.2,1.0,2.930705842496246e-23,-0.004894750680286453,0.00839360786976359,0.010496571568431413
2.13,6.239854215902925e-24,0.0027524851127483938,0.1386884226811402,0.006607139029817161,0.8519519531762929,3.6,1.2,26.6,1.2,1.2,1.0,1.6598012214301783e-22,-0.0046255847004825195,0.007928566835780592,0.009908946405894218
2.16,1.7288630547542398e-24,0.002598524712344663,0.13891962712072697,0.006241021360641185,0.8522408268062858,3.6,1.2,26.6,1.2,1.2,1.0,4.598775725646278e-23,-0.0043709959779558265,0.0074892256327694215,0.009354688964440788
2.19,1.2081812772502549e-24,0.0024532877789029805,0.1391380190310224,0.005895144750984658,0.8525135484390886,3.6,1.2,26.6,1.2,1.2,1.0,3.213762197485678e-23,-0.004130228366498012,0.007074173701181589,0.00883183600405073
2.2199999999999998,5.701319462713414e-25,0.0023162637152181202,0.13934430694026842,0.005568396925725379,0.8527710324187869,3.6,1.2,26.6,1.2,1.2,1.0,1.5165509770817682e-23,-0.0039025598526087105,0.006682076310870455,0.008338549374785233
2.25,2.5728678101939695e-25,0.0021869741411784964,0.13953916045088063,0.005259725675663894,0.8530141397322758,3.6,1.2,26.6,1.2,1.2,1.0,6.84382837511596e-24,-0.0036873018413824767,0.006311670810796672,0.007873106908242587
2.28,1.1607543564140293e-25,0.0020649707751722837,0.1397232120256298,0.004968136261354447,0.8532436809378423,3.6,1.2,26.6,1.2,1.2,1.0,3.087606588061318e-24,-0.0034837985834185966,0.005961763513625337,0.007433894790620222
2.31,5.227466585389329e-26,0.0019498327078430364,0.13989705971413832,0.004692687323296814,0.8534604202547208,3.6,1.2,26.6,1.2,1.2,1.0,1.3905061117135616e-24,-0.003291425538544533,0.005631224787956177,0.007019397748234932
2.34,2.336470242916061e-26,0.0018411649062956316,0.14006126848088718,0.004432488931873243,0.853665077680943,3.6,1.2,26.6,1.2,1.2,1.0,6.215010846156722e-25,-0.0031095888306931336,0.005318986718247891,0.006628193662664274
2.37,1.0414020131242645e-26,0.0017385965004069355,0.1402163719028607,0.004186700044891733,0.8538583315518397,3.6,1.2,26.6,1.2,1.2,1.0,2.7701293549105437e-25,-0.0029377242533817575,0.00502404005387008,0.006258947401464968
2.4,4.742347062539999e-27,0.0016417788374164695,0.1403628742717437,0.003954525315094153,0.8540408215757447,3.6,1.2,26.6,1.2,1.2,1.0,1.26146431863564e-25,-0.0027752957732132206,0.004745430378112984,0.0059104038146992905
2.4299999999999997,1.9800125523861217e-27,0.0015503840680583085,0.14050125206841912,0.003735212863251681,0.85421315100027,3.6,1.2,26.6,1.2,1.2,1.0,5.266833389347084e-26,-0.0026217945542320467,0.004482255435902017,0.00558138264500991
2.46,7.075024540861597e-28,0.0014641038426414898,0.14063195543947987,0.003528052020249572,0.8543758886976281,3.6,1.2,26.6,1.2,1.2,1.0,1.8819565278691848e-26,-0.0024767378131296987,0.004233662424299486,0.005270773833509363
2.4899999999999998,3.7377455493431846e-28,0.0013826480717514169,0.1407554095926762,0.0033323711948784816,0.8545295711406928,3.6,1.2,26.6,1.2,1.2,1.0,9.942403161252872e-27,-0.0023396677477524773,0.003998845433854177,0.0049775330583051005
2.52,-5.037158310756926e-29,0.0013057436043152364,0.14087201630249804,0.003147535569549303,0.8546747045236365,3.6,1.2,26.6,1.2,1.2,1.0,-1.3398841106613423e-27,-0.00221015035828088,0.0037770426834591634,0.004700676975534851
2.55,5.392738952236289e-28,0.0012331333158886464,0.14098215508464265,0.0029729452729028976,0.8548117663265649,3.6,1.2,26.6,1.2,1.2,1.0,1.434468561294853e-26,-0.0020877743484171013,0.0035675343274834768,0.004439279937199127
2.58,-5.634649435001608e-29,0.0011645749355052263,0.14108618449194488,0.0028080334052198756,0.854941207167329,3.6,1.2,26.6,1.2,1.2,1.0,-1.498816749710428e-27,-0.0019721501636575794,0.003369640086263851,0.0041924697678188145
2.61,1.0323905983438497e-29,0.0010998403007497753,0.1411844432091521,0.002652264308796126,0.8550634521813011,3.6,1.2,26.6,1.2,1.2,1.0,2.74615899159464e-28,-0.0018629088096556207,0.003182717170555351,0.003959425082699191
2.6399999999999997,-1.2069780068159321e-28,0.0010387143834451008,0.14127725115622117,0.0025051318807514486,0.8551789025795814,3.6,1.2,26.6,1.2,1.2,1.0,-3.2105614981303795e-27,-0.0017597009967676173,0.0030061582569017383,0.003739371780402363
2.67,-1.353719851143444e-28,0.0009809944748189214,0.14136491059154532,0.002366157846090692,0.8552879370875442,3.6,1.2,26.6,1.2,1.2,1.0,-3.600894804041561e-27,-0.001662196045526125,0.0028393894153088306,0.0035315801093481172
2.6999999999999997,3.280546222072048e-30,0.0009264895105793242,0.14144770698746587,0.0022348903942896237,0.8553909131076644,3.6,1.2,26.6,1.2,1.2,1.0,8.726252950711648e-29,-0.0015700810604523596,0.0026818684731475485,0.0033353622380855675
2.73,3.1454863835187985e-29,0.0008750193051874353,0.1415259100392858,0.002110902604952671,0.8554881680505733,3.6,1.2,26.6,1.2,1.2,1.0,8.366993780160004e-28,-0.0014830599597182826,0.002533083125943205,0.0031500694986747674
2.76,-4.5000636992627735e-30,0.0008264139459055735,0.14159977448592942,0.0019937911631468285,0.8555800204050175,3.6,1.2,26.6,1.2,1.2,1.0,-1.1970169440038979e-28,-0.001400852660689506,0.0023925493957761943,0.0029750902052600647
2.79,-1.916455839024424e-29,0.0007805131676929351,0.14166954095794124,0.0018831750316792876,0.8556667708426858,3.6,1.2,26.6,1.2,1.2,1.0,-5.097772531804968e-28,-0.0013231942367836228,0.002259810038015145,0.0028098474036945664
2.82,-6.474023186044005e-30,0.0007371658098033232,0.14173543672138417,0.0017786942851265475,0.8557487031836852,3.6,1.2,26.6,1.2,1.2,1.0,-1.7220901674877055e-28,-0.0012498341703878692,0.002134433142151857,0.0026537969152919632
2.85,-6.567551234778052e-30,0.000696229229462667,0.1417976764896816,0.001680008835691242,0.8558260854451638,3.6,1.2,26.6,1.2,1.2,1.0,-1.7469686284509618e-28,-0.0011805355274742899,0.0020160106028294903,0.002506425226065601
2.88,4.102426743922673e-30,0.0006575688665287918,0.14185646303529514,0.0015867974716009714,0.8558991706265744,3.6,1.2,26.6,1.2,1.2,1.0,1.0912455138834312e-28,-0.0011150743260866154,0.0019041569659211657,0.0023672479195036506
2.9099999999999997,-3.475301587643324e-30,0.0006210577050555136,0.1419119879457667,0.001498756668644048,0.8559681976805331,3.6,1.2,26.6,1.2,1.2,1.0,-9.244302223131242e-29,-0.0010532387563062413,0.0017985080023728576,0.002235807738199849
2.94,2.731641398116561e-30,0.0005865759271288593,0.141964432118956,0.0014155998100444601,0.8560333921438702,3.6,1.2,26.6,1.2,1.2,1.0,7.266166118990052e-29,-0.000994828659498721,0.001698719772053352,0.002111673337663894
2.9699999999999998,-1.604529173782263e-31,0.0005540104082152269,0.14201396647949535,0.0013370560588290483,0.8560949670534601,3.6,1.2,26.6,1.2,1.2,1.0,-4.2680476022608195e-30,-0.0009396547807365858,0.001604467270594858,0.001994437469574817
3.0,-1.8595540629484987e-30,0.0005232543976622361,0.1420607524422325,0.0012628696266772479,0.8561531235334277,3.6,1.2,26.6,1.2,1.2,1.0,-4.946413807443007e-29,-0.0008875382748180143,0.0015154435520126975,0.0018837158315840499
