The_cumulative_FOD_excreted_in_the_urine__X2_5_task1,_1_task1
0.0,0.0
0.0319469324995371,0.03
0.09738739057045934,0.06
0.17115422008685047,0.09
0.24286718552476394,0.12
0.3086661593913129,0.15
0.36750922441067246,0.18
0.41952309109774477,0.21
0.4652750204905521,0.24
0.50545749086213,0.27
0.5407568693091444,0.3
0.5718033690750512,0.32999999999999996
0.5991562744308573,0.36
0.6233039095706763,0.39
0.6446692776270674,0.42
0.6636174264338521,0.44999999999999996
0.6804628867595272,0.48
0.6954765415452469,0.51
0.7088917255107794,0.54
0.7209095400352858,0.57
0.7317034406979046,0.6
0.7414231780871956,0.63
0.7501981749038834,0.6599999999999999
0.7581404166063574,0.69
0.7653469244149995,0.72
0.7719018706835532,0.75
0.7778783884372569,0.78
0.7833401195510408,0.8099999999999999
0.7883425395937874,0.84
0.7929340919696968,0.87
0.7971571590324633,0.8999999999999999
0.8010488940633724,0.9299999999999999
0.8046419339842721,0.96
0.8079650107463853,0.99
0.8110434757594931,1.02
0.8138997498976313,1.05
0.8165537098794995,1.08
0.8190230207355667,1.1099999999999999
0.8213234209782532,1.14
0.8234689689161541,1.17
0.8254722543356585,1.2
0.8273445811448961,1.23
0.8290961244301245,1.26
0.8307360690198002,1.29
0.8322727240160562,1.3199999999999998
0.8337136259850738,1.3499999999999999
0.8350656289557855,1.38
0.8363349802001749,1.41
0.8375273873775648,1.44
0.8386480755539452,1.47
0.8397018409974943,1.5
0.8406930927812838,1.53
0.8416258933461834,1.56
0.842503992999356,1.5899999999999999
0.843330858822921,1.6199999999999999
0.8441097024231939,1.65
0.8448435029935017,1.68
0.8455350279400866,1.71
0.8461868521985184,1.74
0.8468013738746586,1.77
0.847380829306397,1.7999999999999998
0.8479273064375323,1.8299999999999998
0.8484427562523087,1.8599999999999999
0.8489290039949142,1.89
0.8493877580535059,1.92
0.8498206194540254,1.95
0.8502290889756112,1.98
0.8506145749732509,2.01
0.8509783994427582,2.04
0.8513218041827747,2.07
0.8516459563397425,2.1
0.8519519531762929,2.13
0.8522408268062858,2.16
0.8525135484390886,2.19
0.8527710324187869,2.2199999999999998
0.8530141397322758,2.25
0.8532436809378423,2.28
0.8534604202547208,2.31
0.853665077680943,2.34
0.8538583315518397,2.37
0.8540408215757447,2.4
0.85421315100027,2.4299999999999997
0.8543758886976281,2.46
0.8545295711406928,2.4899999999999998
0.8546747045236365,2.52
0.8548117663265649,2.55
0.854941207167329,2.58
0.8550634521813011,2.61
0.8551789025795814,2.6399999999999997
0.8552879370875442,2.67
0.8553909131076644,2.6999999999999997
0.8554881680505733,2.73
0.8555800204050175,2.76
0.8556667708426858,2.79
0.8557487031836852,2.82
0.8558260854451638,2.85
0.8558991706265744,2.88
0.8559681976805331,2.9099999999999997
0.8560333921438702,2.94
0.8560949670534601,2.9699999999999998
0.8561531235334277,3.0
