Time,Cm,pms,pns,VNa,t_tauh,t_taun,thetaa,sigmaa,thetab,sigmab,tauBs,sigmam,sigmah,sigman,sigmaz,gNa,gKdr,gL,Iapp,gA,gNaP,gZ,thetaz,tauZs,phi,thetah,thetam,thetan,thetap,sigmap,VK,VL,INa,INaP,IKdr,IA,Iz,Minfs,Pinfs,Ainfs,zzs,bbs,nns,hhs,V,compartment_0000001
4.21,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01621738319441682,-0.02172473636180742,0.00010498791026512448,0.11808172904868,0.02961656490833564,0.015651564391023415,0.0005823855224431609,0.2754450792243402,0.0014337570060162415,0.19538466806562696,0.030337670296917685,0.9718892706151327,-69.34338609397516,1.0
4.22,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01624252826346876,-0.021761428074453214,0.0001052327447999464,0.11815763299926166,0.029626421300528862,0.015659984785958463,0.0005833934891170411,0.2754968799879153,0.0014338738420106118,0.19535091055743287,0.03035343520947084,0.9718674120222179,-69.33819529130541,1.0
4.23,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016267698147224622,-0.021798161585066422,0.00010547800621434373,0.11823348776200872,0.029636281111685783,0.015668405035033,0.0005844026472172218,0.2755486584839397,0.001433990981510821,0.19531710421863133,0.030369199464264914,0.9718455568467006,-69.33300732445217,1.0
4.24,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016292892851745868,-0.021834936914223807,0.00010572369492240227,0.11830929330322372,0.029646144351544834,0.0156768251373426,0.0005854129973874233,0.2756004147271623,0.0014341084246316516,0.19528324916452403,0.030384963056276814,0.971823705010152,-69.32782219087835,1.0
4.25,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016318112383103853,-0.021871754082506387,0.0001059698113388206,0.1183850495893806,0.029656011029840487,0.015685245091987904,0.000586424540271503,0.2756521487323428,0.001434226171487826,0.19524934551021547,0.03040072598054645,0.9718018564351165,-69.32263988804766,1.0
4.26,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016343356747379887,-0.021908613110499815,0.00010621635587890345,0.11846075658712522,0.029665881156303288,0.01569366489807463,0.0005874372765134658,0.27570386051425244,0.0014343442221940058,0.1952153933706133,0.030416488232175784,0.9717800110450999,-69.31746041342456,1.0
4.2700000000000005,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01636862595066514,-0.021945514018794174,0.00010646332895855525,0.11853641426327423,0.029675754740659845,0.015702084554713572,0.0005884512067574592,0.27575555008767344,0.0014344625768647928,0.1951813928604286,0.030432249806327943,0.971758168764558,-69.31228376447427,1.0
4.28,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01639391999906055,-0.021982456827984206,0.0001067107309942738,0.11861202258481557,0.02968563179263282,0.015710504061020546,0.0005894663316477785,0.2758072174673992,0.0014345812356147281,0.1951473440941761,0.030448010698226308,0.9717363295188853,-69.30710993866282,1.0
4.29,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01641923889867702,-0.02201944155866951,0.00010695856240314428,0.11868758151890792,0.029695512321940964,0.01571892341611649,0.0005904826518288736,0.27585886266823423,0.001434700198558293,0.19511324718617465,0.03046377090315365,0.971714493234404,-69.30193893345697,1.0
4.3,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016444582655635198,-0.022056468231454518,0.00010720682360283309,0.11876309103288066,0.02970539633829911,0.01572734261912738,0.0005915001679453468,0.27591048570499394,0.0014348194658099088,0.1950791022505473,0.030479530416451267,0.9716926598383523,-69.29677074632426,1.0
4.3100000000000005,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016469951276065504,-0.022093536866948437,0.00010745551501158166,0.11883855109423345,0.02971528385141813,0.015735761669184247,0.0005925188806419527,0.2759620865925049,0.001434939037483937,0.19504490940122182,0.030495289233518134,0.9716708292588743,-69.29160537473302,1.0
4.32,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016495344766108085,-0.022130647485765587,0.00010770463704820065,0.11891396167063606,0.029725174871005004,0.015744180565423174,0.0005935387905636068,0.2760136653456044,0.0014350589136946797,0.19501066875193077,0.030511047349810055,0.9716490014250085,-69.28644281615237,1.0
4.33,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016520763131912964,-0.022167800108525558,0.00010795419013206445,0.11898932272992865,0.029735069406762817,0.01575259930698534,0.0005945598983553899,0.276065221979141,0.001435179094556379,0.19497638041621193,0.030526804760838872,0.9716271762666779,-69.28128306805216,1.0
4.34,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016546206379639772,-0.02220499475585298,0.00010820417468310515,0.11906463424012081,0.029744967468390705,0.015761017893016944,0.0005955822046625417,0.27611675650797396,0.001435299580183218,0.1949420445074086,0.030542561462171647,0.9716053537146786,-69.27612612790305,1.0
4.3500000000000005,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016571674515457848,-0.02224223144837783,0.00010845459112180704,0.11913989616939183,0.02975486906558391,0.015769436322669243,0.0005966057101304697,0.2761682689469734,0.0014354203706893204,0.1949076611386698,0.030558317449429863,0.9715835337006699,-69.27097199317649,1.0
4.36,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016597167545546375,-0.022279510206735607,0.00010870543986920125,0.11921510848609067,0.029764774208033792,0.015777854595098593,0.0005976304154047536,0.2762197593110204,0.001435541466188751,0.19487323042295068,0.03057407271828866,0.9715617161571637,-69.26582066134466,1.0
4.37,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01662268547609401,-0.022316831051567176,0.00010895672134686034,0.11929027115873493,0.029774682905427785,0.015786272709466337,0.0005986563211311415,0.2762712276150066,0.0014356628667955154,0.19483875247301272,0.030589827264476066,0.9715399010175148,-69.26067212988058,1.0
4.38,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016648228313299335,-0.022354194003519175,0.0001092084359768928,0.11936538415601171,0.029784595167449458,0.015794690664938955,0.0005996834279555601,0.27632267387383475,0.0014357845726235608,0.19480422740142403,0.030605581083772246,0.9715180882159103,-69.25552639625799,1.0
4.39,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01667379606337028,-0.022391599083243688,0.00010946058418193793,0.1194404474467765,0.029794511003778442,0.01580310846068788,0.0006007117365241076,0.2763740981024179,0.0014359065837867752,0.1947696553205597,0.030621334172008765,0.9714962776873601,-69.25038345795149,1.0
4.4,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01669938873252465,-0.02242904631139884,0.00010971316638516099,0.11951546100005356,0.029804430424090526,0.01581152609588967,0.000601741247483068,0.2764255003156802,0.0014360289003989884,0.19473503634260206,0.030637086525067865,0.9714744693676867,-69.24524331243639,1.0
4.41,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016725006326989877,-0.02246653570864854,0.00010996618301024782,0.1195904247850357,0.02981435343805761,0.01581994356972593,0.0006027719614789058,0.2764768805285563,0.0014361515225739718,0.19470037057954093,0.030652838138881745,0.9714526631935155,-69.24010595718882,1.0
4.42,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01675064885300278,-0.022504067295662664,0.00011021963448139988,0.11966533877108329,0.029824280055347683,0.01582836088138324,0.0006038038791582697,0.27652823875599125,0.0014362744504254385,0.19466565814317396,0.03066858900943186,0.9714308591022658,-69.2349713896857,1.0
4.43,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01677631631680996,-0.02254164109311707,0.00011047352122332978,0.11974020292772494,0.02983421028562486,0.015836778030053282,0.000604837001167994,0.27657957501294095,0.0014363976840670433,0.19463089914510692,0.03068433913274826,0.9714090570321404,-69.22983960740474,1.0
4.44,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016802008724667666,-0.022579257121694066,0.00011072784366125624,0.11981501722465715,0.029844144138549435,0.0158451950149328,0.000605871328155111,0.27663088931437174,0.0014365212236123834,0.19459609369675396,0.030700088504908865,0.971387256922117,-69.22471060782442,1.0
4.45,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016827726082841565,-0.02261691540208195,0.00011098260222089932,0.11988978163174371,0.029854081623777777,0.015853611835223526,0.0006069068607668387,0.27668218167526054,0.001436645069174998,0.19456124190933793,0.03071583712203884,0.9713654587119386,-69.21958438842402,1.0
4.46,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016853468397607062,-0.022654615954975622,0.00011123779732847609,0.11996449611901605,0.02986402275096243,0.015862028490132286,0.0006079435996505975,0.2767334521105948,0.0014367692208683688,0.19452634389389065,0.030731584980309926,0.9713436623421042,-69.21446094668362,1.0
4.47,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01687923567524902,-0.02269235880107626,0.00011149342941069596,0.12003916065667224,0.02987396752975206,0.015870444978870905,0.0006089815454540014,0.27678470063537225,0.0014368936788059195,0.19449139976125318,0.0307473320759398,0.9713218677538603,-69.20934028008406,1.0
4.48,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01690502792206203,-0.02273014396109182,0.00011174949889475628,0.1201137752150778,0.029883915969791494,0.01587886130065631,0.0006100206988248714,0.27683592726460127,0.001437018443101017,0.1944564096220762,0.030763078405191435,0.9713000748891912,-69.204222386107,1.0
4.49,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.016930845144349907,-0.02276797145573655,0.00011200600620833773,0.12018833976476417,0.029893868080721663,0.015887277454710347,0.0006110610604112231,0.2768871320133003,0.0014371435138669708,0.19442137358682013,0.030778823964372492,0.9712782836908108,-69.19910726223492,1.0
4.5,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01695668734842635,-0.022805841305731833,0.0001122629517796005,0.12026285427642992,0.029903823872179706,0.01589569344026001,0.0006121026308612887,0.27693831489649834,0.0014372688912170331,0.19438629176575561,0.030794568749834703,0.9712564941021536,-69.19399490595103,1.0
4.51,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01698255454061444,-0.02284375353180575,0.00011252033603717995,0.12033731872093972,0.029913783353798892,0.01590410925653728,0.0006131454108235061,0.27698947592923473,0.0014373945752643993,0.19435116426896365,0.030810312757973277,0.9712347060673662,-69.18888531473938,1.0
4.5200000000000005,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017008446727246905,-0.02288170815469333,0.00011277815941018218,0.12041173306932428,0.029923746535208656,0.015912524902779192,0.0006141894009465254,0.2770406151265591,0.001437520566122208,0.19431599120633594,0.030826055985226305,0.9712129195312984,-69.1837784860848,1.0
4.53,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017034363914665916,-0.022919705195136638,0.00011303642232818027,0.12048609729277993,0.029933713426034587,0.01592094037822779,0.000615234601879211,0.27709173250353103,0.001437646863903541,0.19428077268757524,0.030841798428074177,0.9711911344394953,-69.17867441747295,1.0
4.54,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017060306109223173,-0.022957744673884957,0.0001132951252212102,0.12056041136266892,0.02994368403589846,0.015929355682130147,0.0006162810142706472,0.27714282807522067,0.001437773468721424,0.1942455088221955,0.03085754008303902,0.9711693507381888,-69.17357310639024,1.0
4.55,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017086273317280055,-0.022995826611694723,0.00011355426851976718,0.12063467525051887,0.029953658374418216,0.015937770813738403,0.0006173286387701362,0.2771939018567082,0.0014379003806888257,0.19421019971952225,0.030873280946684144,0.971147568374289,-69.16847455032391,1.0
4.5600000000000005,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017112265545207186,-0.02303395102932972,0.00011381385265480144,0.12070888892802231,0.02996363645120796,0.01594618577230964,0.0006183774760272035,0.27724495386308384,0.0014380275999186594,0.1941748454886929,0.030889021015613482,0.9711257872953765,-69.163378746762,1.0
4.57,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01713828279938504,-0.02307211794756118,0.00011407387805771454,0.12078305236703703,0.029973618275877988,0.015954600557106065,0.0006194275266916007,0.277295984109448,0.0014381551265237817,0.194139446238657,0.03090476028647104,0.9711040074496944,-69.15828569319338,1.0
4.58,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017164325086203434,-0.02311032738716801,0.00011433434516035613,0.1208571655395858,0.029983603858034814,0.01596301516739485,0.0006204787914133123,0.2773469926109113,0.0014382829606169934,0.1941040020781765,0.030920498755940395,0.9710822287861399,-69.15319538710764,1.0
4.59,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017190392412061793,-0.02314857936893658,0.00011459525439501976,0.12093122841785556,0.02999359320728109,0.015971429602448205,0.0006215312708425487,0.27739797938259414,0.0014384111023110397,0.19406851311582599,0.030936236420744143,0.971060451254257,-69.14810782599527,1.0
4.6000000000000005,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017216484783369023,-0.02318687391366098,0.00011485660619443966,0.12100524097419775,0.030003586333215683,0.015979843861543355,0.0006225849656297545,0.27744894443962714,0.0014385395517186102,0.19403297945999312,0.03095197327764341,0.9710386748042282,-69.14302300734751,1.0
4.61,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.0172426022065436,-0.02322521104214325,0.0001151184009917871,0.12107920318112794,0.03001358324543367,0.01598825794396255,0.0006236398764256143,0.27749988779715073,0.001438668308952339,0.19399740121887882,0.03096770932343732,0.9710168993868674,-69.13794092865642,1.0
4.62,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017268744688013555,-0.0232635907751934,0.0001153806392206672,0.12115311501132578,0.03002358395352633,0.015996671848993064,0.0006246960038810536,0.2775508094703154,0.0014387973741248044,0.19396177850049753,0.030983444554962537,0.9709951249536117,-69.13286158741487,1.0
4.63,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01729491223421645,-0.02330201313362936,0.00011564332131511516,0.12122697643763468,0.03003358846708115,0.016005085575927183,0.000625753348647237,0.27760170947428164,0.0014389267473485304,0.19392611141267754,0.03099917896909273,0.9709733514565146,-69.12778498111652,1.0
4.64,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017321104851599326,-0.02334047813827715,0.00011590644770959341,0.12130078743306123,0.030043596795681807,0.016013499124062188,0.0006268119113755734,0.27765258782421953,0.0014390564287359855,0.1938904000630613,0.031014912562738136,0.970951578848238,-69.12271110725588,1.0
4.65,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01734732254661889,-0.023378985809971237,0.00011617001883898828,0.12137454797077563,0.030053608948908236,0.016021912492700408,0.0006278716927177256,0.2777034445353092,0.0014391864183995833,0.1938546445591056,0.031030645332845077,0.9709298070820452,-69.11763996332823,1.0
4.66,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017373565325741375,-0.02341753616955418,0.00011643403513860648,0.12144825802411091,0.03006362493633655,0.016030325681149173,0.0006289326933256009,0.27775427962274046,0.0014393167164516829,0.1938188450080819,0.031046377276395476,0.9709080361117937,-69.11257154682968,1.0
4.67,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017399833195442426,-0.023456129237877044,0.00011669849704417238,0.121521917566563,0.030073644767539105,0.01603873868872078,0.000629994913851362,0.2778050931017129,0.0014394473230045887,0.19378300151707678,0.03106210839040643,0.9708862658919277,-69.10750585525717,1.0
4.68,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.017426126162207387,-0.02349476503579938,0.00011696340499182499,0.12159552657179044,0.03008366845208448,0.01604715151473257,0.000631058354947427,0.2778558849874359,0.0014395782381705507,0.19374711419299187,0.031077838671929755,0.9708644963774716,-69.10244288610843,1.0
4.69,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01745244423253125,-0.023533443584189545,0.00011722875941811475,0.12166908501361474,0.030093695999537515,0.016055564158506924,0.000632123017266478,0.2779066552951287,0.0014397094620617647,0.19371118314254446,0.031093568118051532,0.9708427275240226,-69.097382636882,1.0
4.7,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01747878741291844,-0.023572164903924497,0.0001174945607600007,0.12174259286601895,0.030103727419459266,0.016063976619371173,0.0006331889014614555,0.27795740404001995,0.0014398409947903724,0.1936752084722676,0.031109296725891692,0.9708209592877438,-69.09232510507725,1.0
