Ar,ArH,H2O2,NAD,NAD2,NADH,NADHres,NADrad,O2,O2g,coI,coII,coIII,per2,per3,super,Time
6.389217570446778e-11,499.99999999993616,3.4337262004844736e-11,0.0,0.0,0.02079999989877889,0.0,3.808086443043873e-14,0.01870540588871879,12.0,1.0266319613772068e-11,4.9215887954839354e-11,2.0679078140584515e-16,3.73645887852552e-15,1.399999999940514,2.7676584932311407e-16,0.26
7.331047657045345e-11,499.99999999992673,3.742478768119382e-11,0.0,0.0,0.02159999988664204,0.0,4.702524237713195e-14,0.01942426198634002,12.0,1.1242521921963266e-11,5.591330290756923e-11,2.826938749541503e-16,4.806046264476093e-15,1.3999999999328392,3.6294120149748284e-16,0.27
8.365766573831421e-11,499.9999999999164,4.06490204647985e-11,0.0,0.0,0.0223999998735713,0.0,5.758390455173999e-14,0.020143074952957318,12.0,1.2264636651802117e-11,6.317866087334839e-11,3.815803669748044e-16,6.1206001909347766e-15,1.3999999999245505,4.707228285704941e-16,0.28
9.498296597292707e-11,499.99999999990507,4.4009981017761184e-11,0.0,0.0,0.023199999859531924,0.0,6.996721437815495e-14,0.020861844791123976,12.0,1.3332677428169617e-11,7.103135556969455e-11,5.091162773826001e-16,7.723576592691446e-15,1.399999999915628,6.043448456192806e-16,0.29
1.0733607851279998e-10,499.99999999989274,4.7507682900198074e-11,0.0,0.0,0.023999999844489164,0.0,8.44024717502477e-14,0.02158057150339314,12.0,1.4446653590527879e-11,7.94902947564837e-11,6.720444450418824e-16,9.66392952030775e-15,1.399999999906053,7.686242116340714e-16,0.3
1.2076715353168033e-10,499.9999999998793,5.114213442269232e-11,0.0,0.0,0.024799999828408237,0.0,1.0113409500355833e-13,0.022299255092317793,12.0,1.560657117873299e-11,8.857392358018526e-11,8.783144079257244e-16,1.1996442565246615e-14,1.399999999895807,9.690120729467122e-16,0.31
1.3532678284267725e-10,499.99999999986477,5.4913339519933786e-11,0.0,0.0,0.02559999981125434,0.0,1.2042436442080221e-13,0.023017895560450786,12.0,1.6812433967945657e-11,9.83002264863316e-11,1.1372479220650314e-15,1.478221800456062e-14,1.3999999998848718,1.2116611207734513e-15,0.32
1.5106599439512014e-10,499.999999999849,5.882129845692626e-11,0.0,0.0,0.026399999792992637,0.0,1.4255418404956474e-13,0.02373649291034481,12.0,1.806424410907731e-11,1.0868672838312104e-10,1.4597224591230878e-15,1.8089196290451477e-14,1.3999999998732298,1.5034892184418718e-15,0.33
1.6803624076181625e-10,499.999999999832,6.286600859771588e-11,0.0,0.0,0.02719999977358828,0.0,1.678236502626991e-13,0.02445504714455241,12.0,1.93620024252491e-11,1.1975050267551285e-10,1.858363690849181e-15,2.199265136800749e-14,1.3999999998608639,1.852236814349853e-15,0.34
1.862893840531864e-10,499.9999999998138,6.704746511536769e-11,0.0,0.0,0.027999999753006384,0.0,1.965524920159831e-13,0.025173558265625957,12.0,2.0705708615382305e-11,1.3150818336012152e-10,2.3477477506488195e-15,2.657567220787188e-14,1.3999999998477575,2.266524382921779e-15,0.35000000000000003
2.0587768179213366e-10,499.99999999979417,7.136566150553292e-11,0.0,0.0,0.028799999731212035,0.0,2.2908046804801985e-13,0.02589202627611769,12.0,2.2095361475061404e-11,1.4397597657161112e-10,2.944607117139414e-15,3.192963043638922e-14,1.3999999998338941,2.7559109369231278e-15,0.36
2.2685377294057873e-10,499.9999999997732,7.582059000135795e-11,0.0,0.0,0.0295999997081703,0.0,2.6576781356945546e-13,0.026610451178579693,12.0,2.3530959137734076e-11,1.5716967196839503e-10,3.6680701713213424e-15,3.815470814889516e-14,1.3999999998192578,3.3309626721384393e-15,0.37
2.4927066477564016e-10,499.9999999997508,8.041224186746433e-11,0.0,0.0,0.030399999683846202,0.0,3.069956998335348e-13,0.027328832975563887,12.0,2.5012499263015845e-11,1.7110465353838193e-10,4.539925711570213e-15,4.536045667191e-14,1.3999999998038333,4.003321757393235e-15,0.38
2.731817219875273e-10,499.99999999972687,8.51406075711049e-11,0.0,0.0,0.031199999658204743,0.0,3.5316662301553193e-13,0.02804717166962204,12.0,2.653997912838721e-11,1.85795908748335e-10,5.584879006001278e-15,5.366630939317811e-14,1.3999999997876051,4.7857701796947704e-15,0.39
2.986406557684526e-10,499.9999999997014,9.000567693417413e-11,0.0,0.0,0.03199999963121088,0.0,4.047047649578733e-13,0.028765467263305776,12.0,2.8113395685639478e-11,2.012580378222961e-10,6.830821849567232e-15,6.320210063036306e-14,1.3999999997705588,5.6922944468458186e-15,0.4
3.257015123909506e-10,499.99999999967434,9.500743928567881e-11,0.0,0.0,0.03279999960282955,0.0,4.620563445644437e-13,0.02948371975916655,12.0,2.9732745625987416e-11,2.175052634741088e-10,8.309124858295232e-15,7.410860874020805e-14,1.3999999997526797,6.7381548524089934e-15,0.41000000000000003
3.544186615849697e-10,499.99999999964564,1.0014588359305308e-10,0.0,0.0,0.033599999573025646,0.0,5.256899663573075e-13,0.03020192915975567,12.0,3.1398025452535953e-11,2.345514408190939e-10,1.0054953852405103e-14,8.653812500245528e-14,1.399999999733954,7.939957747218985e-15,0.42
3.8484678540257905e-10,499.9999999996152,1.0542099855098993e-10,0.0,0.0,0.03439999954176402,0.0,5.960969509604275e-13,0.03092009546762429,12.0,3.310923153453714e-11,2.524100669102142e-10,1.2107603572726982e-14,1.0065503051813455e-13,1.399999999714368,9.315728167491974e-15,0.43
4.170408676960571e-10,499.99999999958305,1.108327726363071e-10,0.0,0.0,0.0351999995090095,0.0,6.737916391706676e-13,0.031638218685323405,12.0,3.486636013564228e-11,2.710942897925698e-10,1.451084549796275e-14,1.1663637309771625e-13,1.3999999996939083,1.0884981924663003e-14,0.44
4.510561839475744e-10,499.99999999954906,1.1638119414966518e-10,0.0,0.0,0.035999999474726846,0.0,7.593116717665559e-13,0.032356298815403854,12.0,3.666940742994624e-11,2.906169172645884e-10,1.731329002736372e-14,1.3467244615872139e-13,1.3999999996725618,1.2668798165618622e-14,0.45
4.869482912784098e-10,499.9999999995132,1.220662512529844e-10,0.0,0.0,0.0367999994388808,0.0,8.532182466081546e-13,0.03307433586041632,12.0,3.8518369517890584e-11,3.109904254634061e-10,2.0568768144880198e-14,1.5496737528179045e-13,1.3999999996503159,1.4689893319029798e-14,0.46
5.247730185117397e-10,499.9999999994754,1.278879320048042e-10,0.0,0.0,0.03759999940143606,0.0,9.560963616869714e-13,0.033792329822911325,12.0,4.041324244643675e-11,3.32226967377386e-10,2.4336731319402108e-14,1.77739714538607e-13,1.399999999627158,1.697269631452854e-14,0.47000000000000003
5.645864564356243e-10,499.9999999994356,1.3384622438661672e-10,0.0,0.0,0.038399999362357266,0.0,1.0685550417947044e-12,0.03451028070543923,12.0,4.235402222499119e-11,3.5433838117576906e-10,2.8682669239338925e-14,2.032230497690068e-13,1.3999999996030759,1.9543424401593004e-14,0.48
6.064449483683926e-10,499.99999999939376,1.3994111631919735e-10,0.0,0.0,0.03919999932160904,0.0,1.1912275443833582e-12,0.03522818851055026,12.0,4.4340704833171247e-11,3.7733619827045223e-10,3.367854557201735e-14,2.3166660595346986e-13,1.3999999995780579,2.2430159166495003e-14,0.49
6.504050809810329e-10,499.9999999993498,1.4617259567420967e-10,0.0,0.0,0.03999999927915593,0.0,1.3247715442179141e-12,0.03594605324079446,12.0,4.637328622499229e-11,4.012316511361467e-10,3.940325201036553e-14,2.6333585833551786e-13,1.3999999995520924,2.5662922920931527e-14,0.5
6.965236752971753e-10,499.9999999993037,1.5254065028502684e-10,0.0,0.0,0.04079999923496245,0.0,1.4698692991332384e-12,0.036663874898721714,12.0,4.845176233410367e-11,4.260356809479767e-10,4.594308071480817e-14,2.985131480439522e-13,1.3999999995251682,2.927375567230609e-14,0.51
7.448577778541099e-10,499.9999999992554,1.5904526795646232e-10,0.0,0.0,0.041599999188993056,0.0,1.6272277983320013e-12,0.03738165348688176,12.0,5.057612907962715e-11,4.51758945053163e-10,5.339221518886947e-14,3.3749830219371237e-13,1.399999999497274,3.329679256031631e-14,0.52
7.954646520521731e-10,499.9999999992048,1.6568643647190275e-10,0.0,0.0,0.04239999914121217,0.0,1.7975788929134929e-12,0.038099389007824155,12.0,5.2746382370193656e-11,4.784118242585644e-10,6.185323965312195e-14,3.806092575839316e-13,1.3999999994683994,3.7768341499924426e-14,0.53
8.484017697062236e-10,499.9999999991519,1.7246414359797873e-10,0.0,0.0,0.04319999909158414,0.0,1.98167940801585e-12,0.038817081464098326,12.0,5.4962518105901985e-11,5.060044299221485e-10,7.14376669923195e-14,4.281826871366572e-13,1.3999999994385335,4.272696090626151e-14,0.54
9.037268027853341e-10,499.9999999990966,1.7937837708808284e-10,0.0,0.0,0.043999999040073276,0.0,2.180311236722483e-12,0.039534730858253514,12.0,5.7224532179719835e-11,5.345466108568679e-10,8.226648531959716e-14,4.805746286606386e-13,1.3999999994076662,4.821353751550446e-14,0.55
9.614976153227006e-10,499.99999999903883,1.8642912468553013e-10,0.0,0.0,0.04479999898664383,0.0,2.394281416395894e-12,0.0402523371928388,12.0,5.953242047920249e-11,5.640479600611852e-10,9.447072317176134e-14,5.381611157036373e-13,1.3999999993757872,5.4271364293010663e-14,0.56
1.0217722554903168e-09,499.9999999989786,1.9361637412624517e-10,0.0,0.0,0.04559999893126,0.0,2.6244221879550995e-12,0.04096990047040311,12.0,6.18861788881135e-11,5.945178212827068e-10,1.0819203333747753e-13,6.013388101212953e-13,1.3999999993428867,6.0946218332312e-14,0.5700000000000001
1.0846089478403198e-09,499.99999999891577,2.0094011314071303e-10,0.0,0.0,0.04639999887388591,0.0,2.8715910383025543e-12,0.041687420693495195,12.0,6.428580328742379e-11,6.259652954149938e-10,1.2358329530823096e-13,6.705256358532803e-13,1.399999999308955,6.82864386285646e-14,0.58
1.1500660857117374e-09,499.9999999988503,2.084003294553176e-10,0.0,0.0,0.047199998814485666,0.0,3.1366707260570454e-12,0.04240489786466367,12.0,6.67312895558389e-11,6.583992467287248e-10,1.4080923632144928e-13,7.46161413414917e-13,1.3999999992739827,7.63430036546148e-14,0.59
1.2182022237964986e-09,499.99999999878213,2.159970107933841e-10,0.0,0.0,0.04799999875302328,0.0,3.4205692908970282e-12,0.04312233198645695,12.0,6.922263357027245e-11,6.918283089420571e-10,1.600470709455135e-13,8.287084946960359e-13,1.3999999992379604,8.516960869939425e-14,0.6
1.289076070858413e-09,499.99999999871125,2.2373014487608727e-10,0.0,0.0,0.0487999986894627,0.0,3.724220046921373e-12,0.0438397230614233,12.0,7.175983120637703e-11,7.262608911360511e-10,1.8148715914373831e-13,9.186523976939179e-13,1.3999999992008791,9.482274291758227e-14,0.61
1.362746482601299e-09,499.9999999986376,2.3159971942319393e-10,0.0,0.0,0.04959999862376783,0.0,4.048581560415073e-12,0.04455707109211082,12.0,7.434287833897425e-11,7.617051835194795e-10,2.0533368274316582e-13,1.0165024407897964e-12,1.39999999916273,1.0536176601902436e-13,0.62
1.4392724546836905e-09,499.99999999856107,2.3960572215360264e-10,0.0,0.0,0.0503999985559025,0.0,4.394637612356398e-12,0.04527437608106744,12.0,7.6971770842303e-11,7.981691630460648e-10,2.3180534021859223e-13,1.1227923761631709e-12,1.3999999991235044,1.168489845262933e-13,0.63
1.5187131158768982e-09,499.9999999984816,2.477481407857284e-10,0.0,0.0,0.05119999848583048,0.0,4.763397145997652e-12,0.04599163803084092,12.0,7.964650459017423e-11,8.356605988873208e-10,2.611360596849897e-13,1.2380810219499903e-12,1.3999999990831935,1.29349727542582e-13,0.64
1.6011277213624386e-09,499.9999999983992,2.5602696303780803e-10,0.0,0.0,0.051999998413515464,0.0,5.155894199945721e-12,0.04670885694397886,12.0,8.236707545612765e-11,8.741870577648077e-10,2.9357572997279295e-13,1.362952892773683e-12,1.399999999041789,1.4293242193882005e-13,0.65
1.6865756461650518e-09,499.99999999831374,2.6444217662815867e-10,0.0,0.0,0.05279999833892109,0.0,5.573187826890286e-12,0.04742603282302867,12.0,8.513347931358671e-11,9.13755909145742e-10,3.293909496615621e-13,1.4980188282895016e-12,1.3999999989992828,1.5766866707516236e-13,0.66
1.7751163787179302e-09,499.9999999982252,2.729937692753838e-10,0.0,0.0,0.05359999826201092,0.0,6.016361998654798e-12,0.04814316567053762,12.0,8.79457120359692e-11,9.543743303055222e-10,3.6886579393251623e-13,1.6439166193879867e-12,1.3999999989556668,1.7363330878821805e-13,0.67
1.8668095145571065e-09,499.9999999981335,2.8168172869852375e-10,0.0,0.0,0.054399998182748446,0.0,6.486525497920777e-12,0.048860255489052776,12.0,9.080376949675122e-11,9.960493112604193e-10,4.12302599072642e-13,1.8013116317111306e-12,1.399999998910933,1.9090451262257006e-13,0.68
1.9617147501419025e-09,499.99999999803856,2.9050604261716653e-10,0.0,0.0,0.05519999810109708,0.0,6.984811796891368e-12,0.049577302281121054,12.0,9.370764756951567e-11,1.0387876595736345e-09,4.600227644515189e-13,1.970897426145309e-12,1.3999999988650735,2.0956383635171017e-13,0.6900000000000001
2.059891876798272e-09,499.9999999979404,2.994666987515362e-10,0.0,0.0,0.05599999801702018,0.0,7.512378923265904e-12,0.050294306049289195,12.0,9.66573421280018e-11,1.0825960050379993e-09,5.12367571795341e-13,2.153396375965165e-12,1.3999999988180807,2.2969630175190175e-13,0.7000000000000001
2.161400774781937e-09,499.99999999783887,3.085636848225659e-10,0.0,0.0,0.056799997930480996,0.0,8.07040931397728e-12,0.051011266796103745,12.0,9.965284904614826e-11,1.1274808042385454e-09,5.696990215768861e-13,2.3495602803123394e-12,1.399999998769947,2.513904655352331e-13,0.71
2.2663014074584026e-09,499.999999997734,3.1779698855195567e-10,0.0,0.0,0.05759999784144275,0.0,8.660109657123144e-12,0.05172818452411111,12.0,1.0269416419812124e-10,1.17344834499804e-09,6.324006863200636e-13,2.560170973703259e-12,1.3999999987206648,2.747384893741023e-13,0.72
2.374653815597011e-09,499.99999999762565,3.2716659766221416e-10,0.0,0.0,0.058399997749868544,0.0,9.282710722473757e-12,0.0524450592358575,12.0,1.057812834583319e-10,1.2205047507084444e-09,7.008785805995007e-13,2.786040931270737e-12,1.399999998670227,2.998362089932462e-13,0.73
2.486518111776283e-09,499.9999999975138,3.366724998766906e-10,0.0,0.0,0.05919999765572142,0.0,9.939467180931297e-12,0.05316189093388895,12.0,1.08914202701452e-10,1.2686559845512041e-09,7.7556204750932e-13,3.0280138694541687e-12,1.3999999986186262,3.2678320231120264e-13,0.74
2.601954474897806e-09,499.99999999739833,3.4631468291960023e-10,0.0,0.0,0.059999997558964326,0.0,1.0631657413336717e-11,0.05387867962075131,12.0,1.1209291780242864e-10,1.317907853609229e-09,8.56904661373233e-13,3.2869653418626206e-12,1.3999999985658553,3.5568285659395354e-13,0.75
2.721023144806021e-09,499.99999999727925,3.560931345160448e-10,0.0,0.0,0.06079999745956015,0.0,1.1360583309033705e-11,0.054595425298990266,12.0,1.153174246364958e-10,1.3682660128733515e-09,9.453851464606314e-13,3.56380333004508e-12,1.3999999985119074,3.866424345748926e-13,0.76
2.8437844170113416e-09,499.99999999715646,3.660078423920286e-10,0.0,0.0,0.061599997357471674,0.0,1.2127570054593347e-11,0.055312127971151315,12.0,1.185877190791816e-10,1.4197359691459738e-09,1.041508311461316e-12,3.859468828912475e-12,1.3999999984567753,4.197731395042466e-13,0.77
2.9702986375140982e-09,499.99999999702993,3.760587942744702e-10,0.0,0.0,0.062399997252661606,0.0,1.293396591309271e-11,0.056028787639779774,12.0,1.2190379700631328e-10,1.4723230848445342e-09,1.1458059994614903e-12,4.174936426566358e-12,1.3999999984004523,4.55190179101478e-13,0.78
3.100626197726874e-09,499.9999999968996,3.8624597789121166e-10,0.0,0.0,0.06319999714509257,0.0,1.3781141994337475e-11,0.05674540430742078,12.0,1.2526565429402224e-10,1.526032581707358e-09,1.2588380531578949e-12,4.5112148782990856e-12,1.3999999983429317,4.93012828385732e-13,0.79
3.234827529492852e-09,499.9999999967654,3.965693809710255e-10,0.0,0.0,0.0639999970347271,0.0,1.4670492016420488e-11,0.05746197797661929,12.0,1.2867328681874813e-10,1.5808695444043982e-09,1.3811932950423465e-12,4.869347674540089e-12,1.3999999982842066,5.333644913565991e-13,0.8
3.3729631001978546e-09,499.99999999662725,4.0702899124362044e-10,0.0,0.0,0.06479999692152764,0.0,1.5603432059007575e-11,0.05817850864992007,12.0,1.3212669045724182e-10,1.6368389240553126e-09,1.5134905222827633e-12,5.250413602532683e-12,1.3999999982242706,5.76372761497667e-13,0.81
3.5150934079738246e-09,499.99999999648514,4.1762479643964593e-10,0.0,0.0,0.06559999680545656,0.0,1.658140030873781e-11,0.058894996329867715,12.0,1.3562586108656743e-10,1.6939455416572513e-09,1.6563795160197444e-12,5.6555273015357685e-12,1.3999999981631168,6.221694810790189e-13,0.8200000000000001
3.661278976991546e-09,499.99999999633894,4.283567842906953e-10,0.0,0.0,0.0663999966864761,0.0,1.7605856797120126e-11,0.05961144101900661,12.0,1.3917079458410367e-10,1.7521940914246726e-09,1.8105420647918493e-12,6.085839811354581e-12,1.399999998100739,6.708907992382885e-13,0.8300000000000001
3.8115803528404695e-09,499.99999999618865,4.3922494252930815e-10,0.0,0.0,0.06719999656454843,0.0,1.8678283131304135e-11,0.06032784271988097,12.0,1.4276148682754537e-10,1.8115891440434423e-09,1.976693001798259e-12,6.5425391140142535e-12,1.3999999980371303,7.226772288213354e-13,0.84
3.966058097993559e-09,499.99999999603415,4.5022925888897284e-10,0.0,0.0,0.06799999643963565,0.0,1.980018221809948e-11,0.06104420143503483,12.0,1.463979336949048e-10,1.8721351498414206e-09,2.1555812557035084e-12,7.02685066839946e-12,1.3999999979722846,7.776737019643584e-13,0.85
4.124772787355123e-09,499.99999999587544,4.6136972110412717e-10,0.0,0.0,0.06879999631169974,0.0,2.097307798161359e-11,0.061760517167012016,12.0,1.5008013106451212e-10,1.9338364418776705e-09,2.347990914684806e-12,7.540037937692732e-12,1.3999999979061954,8.360296244007351e-13,0.86
4.28778500388966e-09,499.9999999957124,4.7264631691016e-10,0.0,0.0,0.06959999618070256,0.0,2.219851507487291e-11,0.06247678991835618,12.0,1.5380807481501596e-10,1.99669723895239e-09,2.5547423034184856e-12,8.083402909453527e-12,1.3999999978388566,8.978989284780298e-13,0.87
4.455155334329789e-09,499.99999999554507,4.840590340434122e-10,0.0,0.0,0.0703999960466059,0.0,2.3478058585786788e-11,0.06319301969161077,12.0,1.5758176082538397e-10,2.06072164853959e-09,2.7766930726986625e-12,8.658286608189145e-12,1.3999999977702617,9.634401248725345e-13,0.88
4.626944364961389e-09,499.9999999953733,4.956078602411768e-10,0.0,0.0,0.07119999590937147,0.0,2.4813293737807806e-11,0.06390920648931905,12.0,1.6140118497490315e-10,2.1259136696445077e-09,3.014739301378416e-12,9.266069600277737e-12,1.3999999977004045,1.0328163529902068e-12,0.89
4.8032126774841256e-09,499.999999995197,5.072927832416998e-10,0.0,0.0,0.07199999576896084,0.0,2.6205825585636726e-11,0.0646253503140241,12.0,1.6526634314318008e-10,2.1922771955876848e-09,3.2698166103213977e-12,9.908172491112456e-12,1.3999999976292787,1.1061954300442228e-12,0.9
4.984020844945573e-09,499.9999999950162,5.191137907841806e-10,0.0,0.0,0.07279999562533548,0.0,2.7657278706314203e-11,0.06534145116826877,12.0,1.691772312101411e-10,2.259816016717592e-09,3.542901288049552e-12,1.0586056414344597e-11,1.399999997556878,1.1837498988008656e-12,0.91
5.1694294277472106e-09,499.9999999948308,5.310708706087718e-10,0.0,0.0,0.07359999547845679,0.0,2.9169296886035194e-11,0.06605750905459574,12.0,1.7313384505603238e-10,2.328533823053634e-09,3.835011427770751e-12,1.1301223513112137e-11,1.3999999974831963,1.2656570739870564e-12,0.92
5.3594989697206025e-09,499.9999999946407,5.431640104565796e-10,0.0,0.0,0.07439999532828603,0.0,3.0743542803015447e-11,0.0667735239755475,12.0,1.7713618056142019e-10,2.398434206861325e-09,4.1472080754686525e-12,1.2055217413148537e-11,1.3999999974082273,1.3520990873543273e-12,0.93
5.554289994272112e-09,499.9999999944459,5.553931980696639e-10,0.0,0.0,0.07519999517478439,0.0,3.238169770673288e-11,0.06748949593366634,12.0,1.811842336071908e-10,2.469520665161369e-09,4.480596388735998e-12,1.2849623687674917e-11,1.399999997331965,1.4432629313954005e-12,0.9400000000000001
