Time,NADH,O2,H2O2,per3,coI,ArH,coII,Ar,NADrad,super,coIII,per2,NAD2,NAD,O2g,NADHres,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v131,v132,v14
0.0,0.0,0.0,0.0,1.4,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07200000000000001,0.0,0.0
0.01,0.0007999999999939317,0.0007199784004274009,5.6547363872239684e-15,1.3999999999999997,3.4602708373320067e-16,500.0,6.687461342148299e-17,6.770036032561556e-17,6.77484374518889e-23,1.1926497207551566e-27,5.465775867138688e-29,3.6756565928229217e-25,0.0,0.0,12.0,0.0,1.0,1.7279481610126548e-12,1.4249935695804397e-13,2.5952031279990047e-14,1.7387399489585577e-16,9.755482325613359e-25,2.838506335397272e-26,2.8448267128347063e-53,1.481191097843557e-49,2.7539104663035015e-43,1.7072606237876e-22,2.646393354221078e-29,0.08,0.07200000000000001,4.319870402564405e-06,3.791220178205713e-20
0.02,0.0015999999999535626,0.0014399136034171807,4.095768242857347e-14,1.3999999999999946,4.077607333093043e-15,500.0,1.3870437872732578e-15,1.415876429008913e-15,4.966442600586055e-21,3.017121000186151e-25,1.9938104354149383e-26,4.0284096966408567e-23,0.0,0.0,12.0,0.0,1.0,6.91158529620187e-12,1.0321335972000474e-12,3.0582054998197824e-13,3.60631384691047e-15,1.4302496522348923e-22,7.180747980443011e-24,1.8206038259528558e-48,3.960858033575112e-45,1.4799331262949583e-39,1.251543535347681e-20,5.8005619223308485e-27,0.08,0.07200000000000001,8.639481620503085e-06,1.5857816004439575e-18
0.03,0.002399999999844135,0.00215980561151486,1.3012751373073562e-13,1.3999999999999746,1.712797793298722e-14,500.0,8.484831096130024e-15,8.732788433671085e-15,6.829511071207042e-20,9.652652638281742e-24,8.081172271061842e-25,7.333830445607932e-22,0.0,0.0,12.0,0.0,1.0,1.5550600401897076e-11,3.2792133460144782e-12,1.2845983449740414e-12,2.206056084993806e-14,2.950083267099166e-21,2.297331327911013e-22,1.8634740591065494e-45,2.207618219741928e-42,2.7985332883043734e-37,1.7210367899441432e-19,1.5839648150322538e-25,0.08,0.07200000000000001,1.2958833669089159e-05,1.4671084567614625e-17
0.04,0.003199999999631036,0.0028796544272848387,2.9174095402608945e-13,1.3999999999999235,4.6078631825059345e-14,500.0,3.055552934456467e-14,3.173112673468714e-14,4.361510983498838e-19,1.0719754450643025e-22,1.1412630719935606e-23,6.045984355393754e-21,0.0,0.0,12.0,0.0,1.0,2.7644682498746986e-11,7.351872041457052e-12,3.4558973868794505e-12,7.944437629586813e-14,2.5119288826567764e-20,2.5513015592529007e-21,2.2982627096416187e-43,1.991052569424616e-40,1.1413666835508604e-35,1.0991007678416473e-18,1.7410345616304495e-24,0.08,0.07200000000000001,1.7277926563709033e-05,7.107772387750384e-17
0.05,0.003999999999279727,0.0035994600532821956,5.401988613393085e-13,1.399999999999822,9.689154763155339e-14,499.99999999999994,8.12215756704004e-14,8.513198516115616e-14,1.8067274548417902e-18,6.406784832936817e-22,8.473693021656617e-23,3.082981411806459e-20,0.0,0.0,12.0,0.0,1.0,4.3193520631608566e-11,1.3613011305748844e-11,7.266866072366503e-12,2.1117609674304097e-13,1.3006486601742472e-19,1.5248147902387685e-20,8.209378379109847e-42,6.123861530451319e-39,1.9585584576474557e-34,4.552953186200733e-18,1.1097068436808897e-23,0.08,0.07200000000000001,2.1596760319693176e-05,2.3836955840831446e-16
0.06,0.0047999999987557345,0.004319222492049253,8.869320583618895e-13,1.399999999999648,1.7481656597858396e-13,499.99999999999983,1.7736612407317978e-13,1.8756731135227985e-13,5.487478735934431e-18,2.0390247816496297e-21,3.626808811432471e-22,1.130032355086058e-19,0.0,0.0,12.0,0.0,1.0,6.219680386938647e-11,2.2350687870713992e-11,1.3111242448393792e-11,4.611519225902673e-13,4.740328316177999e-19,4.8528789803248986e-20,8.31524412036264e-41,7.960814492814125e-38,1.8067453726399526e-33,1.3828446414551289e-17,4.88086116483109e-23,0.08,0.07200000000000001,2.591533495229552e-05,6.302261659802917e-16
0.07,0.005599999998024379,0.005038941746168932,1.3401204067520847e-12,1.3999999999993762,2.834145952724576e-13,499.99999999999966,3.403852873588661e-13,3.636320173398619e-13,1.4973717115025896e-17,9.575683746315532e-21,1.5529763062122493e-21,3.5303571397257873e-19,0.0,0.0,12.0,0.0,1.0,8.465422130577295e-11,3.377103425013749e-11,2.1256094645434308e-11,8.850017471330511e-13,1.5090337653245644e-18,2.279012731622081e-19,1.8338743841890294e-39,9.301531158224022e-37,1.3452732254449168e-32,3.773376712984845e-17,1.7789263970249814e-22,0.08,0.07200000000000001,3.0233650477013592e-05,1.4254375074693792e-15
0.08,0.006399999997051133,0.005758617818193617,1.9066759050146764e-12,1.3999999999989814,4.261879833034513e-13,499.9999999999994,5.923694939821908e-13,6.39420946022755e-13,3.515110674596892e-17,3.1188898218409385e-20,6.01689974548746e-21,9.559136840560812e-19,0.0,0.0,12.0,0.0,1.0,1.1056546205837325e-10,4.804823280633489e-11,3.196409874775881e-11,1.5401606843536941e-12,4.048435792731249e-18,7.422957775976033e-19,1.9454947441566e-38,8.460027409336918e-36,7.413601832799009e-32,8.858078899977722e-17,5.504741573660453e-22,0.08,0.07200000000000001,3.45517069091617e-05,2.864605836862045e-15
0.09,0.007199999995801482,0.006478250710674129,2.591946502194197e-12,1.3999999999984372,6.057971258688308e-13,499.999999999999,9.5722206113484e-13,1.0439981194450409e-12,7.348841872048234e-17,8.316125952434522e-20,1.8770423128806204e-20,2.2761283902787493e-18,0.0,0.0,12.0,0.0,1.0,1.3993021526896406e-10,6.531705185522084e-11,4.543478444016222e-11,2.488777358950579e-12,9.521528016045654e-18,1.979237976677207e-18,1.3831590171350995e-37,5.517634857801346e-35,3.2403286116221636e-31,1.8519081517540878e-16,1.4745330361908872e-21,0.08,0.07200000000000001,3.8869504264044776e-05,5.261750518934734e-15
0.1,0.007999999994240902,0.007197840426163347,3.400085747138151e-12,1.3999999999977157,8.2435834026866e-13,499.99999999999847,1.4599392289167587e-12,1.6088345356736958e-12,1.4075983901697683e-16,1.9490663694888457e-19,5.0290413062532425e-20,4.9008585717124784e-18,0.0,0.0,12.0,0.0,1.0,1.7274817010356114e-10,8.56821608277416e-11,6.182687552014931e-11,3.79584199518356e-12,2.0263337193132814e-17,4.638777959375885e-18,7.597719425344858e-37,2.8315481787117333e-34,1.188799936805114e-30,3.5471479432220285e-16,3.5275597950381246e-21,0.08,0.07200000000000001,4.318704255698009e-05,9.009473393286891e-15
0.11,0.008799999992334832,0.007917386967219176,4.3342111001678965e-12,1.39999999999679,1.0833911811381319e-12,499.9999999999977,2.1264975446831347e-12,2.3677528582856637e-12,2.5184485724393203e-16,4.1632891955456094e-19,1.202749028720927e-19,9.737526291039556e-18,0.0,0.0,12.0,0.0,1.0,2.0901901575252195e-10,1.0922211972398056e-10,8.125433858535952e-11,5.528893616176125e-12,3.9879063810085633e-17,9.908628285375831e-18,3.4665953851493616e-36,1.2116246297539991e-33,3.80554992721299e-30,6.346490402532536e-16,7.709576374963067e-21,0.08,0.07200000000000001,4.750432180331506e-05,1.458535759433523e-14
0.12,0.009599999990048713,0.008636890336399193,5.396736014152656e-12,1.3999999999956327,1.3840710771122653e-12,499.99999999999676,2.9832404608717046e-12,3.3562908646163134e-12,4.2638025101580597e-16,8.265429835124366e-19,2.635720148182659e-19,1.8126042119565455e-17,0.0,0.0,12.0,0.0,1.0,2.487424414304522e-10,1.359977475562227e-10,1.0380533078341921e-10,7.756425198266382e-12,7.365198939259754e-17,1.9671723007534626e-17,1.3663466071872801e-35,4.495276073558158e-33,1.0908007107378102e-29,1.0744782325564793e-15,1.5655263801963963e-20,0.08,0.07200000000000001,5.1821342018395156e-05,2.2554274586842036e-14
0.13,0.010399999987348002,0.009356350536257876,6.5896092537935325e-12,1.3999999999942163,1.7274318817652787e-12,499.9999999999955,4.0564184800036734e-12,4.611235922893424e-12,6.893655573357564e-16,1.5438219329232594e-18,5.38496712945248e-19,3.19706000130896e-17,0.0,0.0,12.0,0.0,1.0,2.9191813637611615e-10,1.6605815319491098e-10,1.2955739113239474e-10,1.0546688048009456e-11,1.2899891604112228e-16,3.674296200342178e-17,4.7667723211498174e-35,1.484884346571895e-32,2.851349229845028e-29,1.7372012044789293e-15,2.9912814057695694e-20,0.08,0.07200000000000001,5.613810321754726e-05,3.356979747782518e-14
0.14,0.011199999984198156,0.010075767569349072,7.914346462758074e-12,1.3999999999925137,2.114263802379509e-12,499.9999999999939,5.37227243184043e-12,6.170718356248233e-12,1.0720052883678494e-15,2.7394229633691974e-18,1.0371500890879817e-18,5.387622826938536e-17,0.0,0.0,12.0,0.0,1.0,3.385457898524817e-10,1.9944153086043695e-10,1.5856978517846127e-10,1.3967908322784947e-11,2.1602552237414957e-16,6.519826652783826e-17,1.5008876344468953e-34,4.44732152133401e-32,6.895172029731816e-29,2.701453326672535e-15,5.428443535555207e-20,0.08,0.07200000000000001,6.0454605416094435e-05,4.837843184473004e-14
0.15,0.0119999999805646,0.010795141438229775,9.37204963067038e-12,1.399999999990498,2.5450721755620153e-12,499.999999999992,6.957067588003796e-12,8.074275615897457e-12,1.6125648070642522e-15,4.6537952236816776e-18,1.900865111370544e-18,8.732770439297623e-17,0.0,0.0,12.0,0.0,1.0,3.886250911468482e-10,2.361756506912906e-10,1.908804131671481e-10,1.808837572880958e-11,3.481573034114062e-16,1.1076032632287217e-16,4.331561996792479e-34,1.2261072726289636e-31,1.5602191541893013e-28,4.0636633137743354e-15,9.427149203980981e-20,0.08,0.07200000000000001,6.477084862937865e-05,6.78239150636899e-14
0.16,0.012799999976412775,0.011514472145455675,1.0963597199293656e-11,1.399999999988143,3.0203067056831725e-12,499.9999999999897,8.83666237093178e-12,1.036237821920872e-11,2.3569209523496276e-15,7.61257080519757e-18,3.3369455340467098e-18,1.36857419176167e-16,0.0,0.0,12.0,0.0,1.0,4.421557295707146e-10,2.762826494198602e-10,2.2652300292623324e-10,2.2975322164422156e-11,5.42774013097413e-16,1.8117918516216773e-16,1.1590246852829278e-33,3.145966738417683e-31,3.333045825374805e-28,5.939440799870759e-15,1.5758409410029264e-19,0.08,0.07200000000000001,6.908683287273405e-05,9.28469086730163e-14
0.17,0.013599999971708106,0.012233759693580733,1.2689714854338936e-11,1.399999999985423,3.540368338316645e-12,499.99999999998704,1.1036442230957295e-11,1.307633315969907e-11,3.3594605301521668e-15,1.2050230232459254e-17,5.644897679854234e-18,2.0828127755571473e-16,0.0,0.0,12.0,0.0,1.0,4.991373944597453e-10,3.1978081432601155e-10,2.655276253737415e-10,2.869474980048822e-11,8.219766565190188e-16,2.867954795295441e-16,2.9041609731055003e-33,7.585524380887136e-31,6.771585032190166e-28,8.465840535895312e-15,2.5480630982886043e-19,0.08,0.07200000000000001,7.34025581614844e-05,1.2448669142136717e-13
0.18,0.01439999996641601,0.012953004085160964,1.4550897569023444e-11,1.3999999999823127,4.105473295695348e-12,499.99999999998386,1.3581556290688819e-11,1.6258530269134097e-11,4.683691986507576e-15,1.8528489950924495e-17,9.240152244012278e-18,3.088736895809908e-16,0.0,0.0,12.0,0.0,1.0,5.59569775173913e-10,3.666826187347582e-10,3.0791049717714114e-10,3.531204635578979e-11,1.2133576286973661e-15,4.4097806082643176e-16,6.8660987972302e-33,1.731121080775612e-30,1.316218237468517e-27,1.1802903805849977e-14,4.000842162941314e-19,0.08,0.07200000000000001,7.771802451096578e-05,1.6388598473065326e-13
0.19,0.015199999960501899,0.013672205322750822,1.654757151118402e-11,1.3999999999787873,4.715857150871586e-12,499.99999999998016,1.649654884400005e-11,1.995202383408511e-11,6.403087316005535e-15,2.776689007398838e-17,1.4693332960640423e-17,4.476600427220299e-16,0.0,0.0,12.0,0.0,1.0,6.234525610973591e-10,4.16998802075519e-10,3.536892863153549e-10,4.289102699439843e-11,1.7508864896785831e-15,6.608519837509102e-16,1.5420003687619087e-32,3.76330775640491e-30,2.459971630583458e-27,1.6135780036089462e-14,6.120500018886998e-19,0.08,0.07200000000000001,8.203323193650493e-05,2.1228953304301862e-13
0.2,0.015999999953931178,0.01439136340890474,1.868006185339831e-11,1.3999999999748223,5.371700708602857e-12,499.9999999999759,1.9805482276409178e-11,2.4200644586141692e-11,8.601627200434921e-15,4.066397576103672e-17,2.276089345237852e-17,6.3560701746092075e-16,0.0,0.0,12.0,0.0,1.0,6.90785441638448e-10,4.707375586971716e-10,4.0287755314519484e-10,5.149425391866138e-11,2.475782858987577e-15,9.67802623095269e-16,3.307117849388364e-32,7.831228809047207e-30,4.439279429715714e-27,2.1676100544706174e-14,9.147251573530172e-19,0.08,0.07200000000000001,8.634818045342845e-05,2.710472185843603e-13
0.21,0.016799999946669232,0.015110478346177325,2.094860723321172e-11,1.399999999970394,6.0731129003977796e-12,499.99999999997107,2.353195995525731e-11,2.9048983510562027e-11,1.1374737004389366e-14,5.833681214252568e-17,3.4446901115613195e-17,8.859876202151902e-16,0.0,0.0,12.0,0.0,1.0,7.61568106229777e-10,5.279049022657717e-10,4.554834675298071e-10,6.118309588366545e-11,3.437554343965749e-15,1.3884161289627504e-15,6.806367301904663e-32,1.5672977632252268e-29,7.763078515141486e-27,2.8664337250455035e-14,1.3387696750242811e-18,0.08,0.07200000000000001,9.066287007706395e-05,3.416160449997662e-13
0.22,0.01759999993868144,0.01582955013712311,2.3353384184922266e-11,1.3999999999654795,6.820171992231626e-12,499.99999999996555,2.7699054217055907e-11,3.4542327520413706e-11,1.4830067771761905e-14,8.215132908447838e-17,5.105218437595766e-17,1.2146628665965728e-15,0.0,0.0,12.0,0.0,1.0,8.358002443281644e-10,5.885052814455301e-10,5.115128994173367e-10,7.20175409643404e-11,4.695066026600774e-15,1.955201632162375e-15,1.3497681740692524e-31,3.0284294167677457e-29,1.3195854606903065e-26,3.737177078391851e-14,1.922756674649213e-18,0.08,0.07200000000000001,9.497730082273866e-05,4.255614735688368e-13
0.23,0.01839999992993317,0.016548578784296167,2.5894541316815436e-11,1.399999999960056,7.612972005574902e-12,499.99999999995936,3.2329241270199085e-11,4.0726556693060624e-11,1.9088248112122587e-14,1.1376209883321917e-16,7.425171954311697e-17,1.6404599293541547e-15,0.0,0.0,12.0,0.0,1.0,9.13481545414629e-10,6.525424411651311e-10,5.709729004180713e-10,8.405602730251077e-11,6.317667554753064e-15,2.7075379521533664e-15,2.5883630261878255e-31,5.669340981563033e-29,2.186167295939709e-26,4.810238524117649e-14,2.7147280383398157e-18,0.08,0.07200000000000001,9.929147270577701e-05,5.245580482091142e-13
0.24,0.019199999920389763,0.017267564290250562,2.8572192347794583e-11,1.3999999999541015,8.451572977588783e-12,499.9999999999524,3.7444589363586904e-11,4.764807891908492e-11,2.4280922640230918e-14,1.5509373915827147e-16,1.0607045455365597e-16,2.1848152709804775e-15,0.0,0.0,12.0,0.0,1.0,9.946116989944078e-10,7.200192471408179e-10,6.338679733190984e-10,9.735593234531668e-11,8.385447854335756e-15,3.691230991845846e-15,4.81081358521879e-31,1.03019540057258e-28,3.53737922556527e-26,6.11879250513759e-14,3.77264381539766e-18,0.08,0.07200000000000001,0.00010360538574150338,6.403901780172089e-13
0.25,0.019999999910016567,0.01798650665754018,3.1386412157220614e-11,1.3999999999475945,9.336011316040723e-12,499.9999999999447,4.306648306635282e-11,5.5354079268291176e-11,3.0557923936546717e-14,2.0852680851572253e-16,1.4918868634866286e-16,2.873741004613013e-15,0.0,0.0,12.0,0.0,1.0,1.079190394596948e-09,7.909375863323528e-10,7.002008487029768e-10,1.1197285597250495e-10,1.099260604650608e-14,4.962938042488421e-15,8.696685973950562e-31,1.8235586118543063e-28,5.602720291870649e-26,7.70059683172152e-14,5.168856171151817e-18,0.08,0.07200000000000001,0.00010791903994524109,7.749571062694113e-13
0.26,0.02079999989877889,0.01870540588871879,3.4337262004844736e-11,1.399999999940514,1.0266319613772068e-11,499.99999999993616,4.9215887954839354e-11,6.389217570446778e-11,3.808086443043873e-14,2.7676584932311407e-16,2.0679078140584515e-16,3.73645887852552e-15,0.0,0.0,12.0,0.0,1.0,1.1672173217759068e-09,8.652990024853207e-10,7.699739710328067e-10,1.27961308682566e-10,1.4246360515292613e-14,6.587027213610232e-15,1.5319867070308938e-30,3.1499086848721918e-28,8.700913414616722e-26,9.59637783606281e-14,6.989197990932687e-18,0.08,0.07200000000000001,0.00011223243533231275,9.30270073729985e-13
