CD274mRNA,DecoyR,IL13,IL13_DecoyR,IL13_Rec,JAK2,Rec,Rec_i,SHP1,SOCS3,SOCS3mRNA,STAT5,pJAK2,pSTAT5,p_IL13_Rec,p_IL13_Rec_i,Time
0.0,0.3399482754399411,2.265,0.0,0.004999322766023312,2.7993604501900737,1.3047496090643698,113.18380258004294,91.0,7.331645091376583e-08,2.1187526307221703e-07,164.99927449396867,0.0006395498099243985,0.0007255060313402794,0.00044105819206063446,7.31435136210959e-06,0.54
0.0,0.33994731765193104,2.265,0.0,0.005067615377773394,2.799336679142636,1.3048348361923567,113.18361628215867,91.0,8.034413738728859e-08,2.2797213404670207e-07,164.99923360543386,0.0006633208573620471,0.0007663945661540578,0.0004731392805042675,7.998174514602832e-06,0.55
0.0,0.33994635986661953,2.265,0.0,0.005134252241204289,2.7993124806742076,1.3049199661681476,113.18343007482855,91.0,8.790000105721288e-08,2.449676369607758e-07,164.99919121580731,0.0006875193257909807,0.0008087841926825239,0.0005068325543645991,8.730934108039164e-06,0.56
0.0,0.33994540208400653,2.265,0.0,0.00519919065643453,2.7992878552349207,1.3050049991008377,113.18324395795103,91.0,9.601319250074155e-08,2.6289445524411146e-07,164.99914729859537,0.0007121447650777033,0.0008527014046446745,0.000542178215973651,9.51503347716229e-06,0.57
0.0,0.339944444304092,2.265,0.0,0.005262388642153539,2.799262803285962,1.3050899350993994,113.18305793142466,91.0,1.0471390839227691e-07,2.8178584373059354e-07,164.99910182734138,0.0007371967140364535,0.0008981726586423293,0.0005792156884117647,1.0352932439662595e-05,0.58
0.0,0.339943486526876,2.265,0.0,0.005323805015917485,2.799237325299824,1.305174774272683,113.18287199514806,91.0,1.1403340938692136e-07,3.0167562784934435e-07,164.99905477562655,0.0007626747001741319,0.0009452243734677075,0.0006179835364397232,1.1247145972292619e-05,0.59
0.0,0.3399425287523585,2.265,0.0,0.00538339947389779,2.7992114217605573,1.3052595167294159,113.18268614902001,91.0,1.2400403796840608e-07,3.225982028017443e-07,164.9990061170706,0.0007885782394413197,0.000993882929399512,0.000658519388069572,1.2200242798110415e-05,0.6
0.0,0.33994157098053945,2.265,0.0,0.005441132669689598,2.799185093164008,1.3053441625782047,113.1825003929394,91.0,1.346592362612476e-07,3.4458853272311225e-07,164.9989558253325,0.0008149068359906755,0.0010441746674869528,0.0007008598571787677,1.3214843873390355e-05,0.61
0.0,0.3399406132114189,2.265,0.0,0.005496966302957747,2.7991583400180655,1.3054287119275327,113.18231472680522,91.0,1.460335638233652e-07,3.676821498255013e-07,164.99890387411122,0.0008416599819329557,0.001096125888780568,0.0007450404566345481,1.429362052622899e-05,0.62
0.0,0.33993965544499677,2.265,0.0,0.005550863199129729,2.79913116284289,1.3055131648857625,113.18212915051659,91.0,1.5816271539031269e-07,3.919151535266458e-07,164.9988502371464,0.0008688371571087285,0.0011497628535806568,0.0007910955203052278,1.5439292667262345e-05,0.63
0.0,0.33993869768127316,2.265,0.0,0.005602787388520074,2.799103562171131,1.305597521561134,113.18194366397269,91.0,1.7108353858354857e-07,4.173242095632499e-07,164.99879488821932,0.0008964378288677645,0.0012051117806729785,0.0008390581257486111,1.665462689494359e-05,0.64
0.0,0.339937739920248,2.265,0.0,0.005652704183046765,2.7990755385481427,1.305681782061766,113.18175826707291,91.0,1.8483405158087018e-07,4.439465490911871e-07,164.99873780115345,0.0009244614518559786,0.0012621988465603686,0.0008889600193537272,1.7942434558451135e-05,0.65
0.0,0.33993678216192125,2.265,0.0,0.005700580260563077,2.7990470925321875,1.3057659464956566,113.18157295971668,91.0,1.9945346076073676e-07,4.718199677555199e-07,164.99867894981537,0.0009529074678114193,0.001321050184636543,0.0009408315343142465,1.930556937740051e-05,0.66
0.0,0.33993582440629294,2.265,0.0,0.00574638374228025,2.799018224694632,1.305850014970681,113.18138774180355,91.0,2.149821783036094e-07,5.0098282475536e-07,164.99861830811562,0.0009817753053669026,0.0013816918843801611,0.0009947015153732328,2.0746925201875132e-05,0.67
0.0,0.3399348666533631,2.265,0.0,0.00579008426781796,2.7989889356201316,1.3059339875945952,113.1812026132332,91.0,2.3146183975154662e-07,5.314740418867548e-07,164.99855585000947,0.0010110643798673525,0.0014441499905369082,0.0010505972460748414,2.2269433643539496e-05,0.68
0.0,0.33993390890313163,2.265,0.0,0.005831653066175049,2.7989592259068035,1.3060178644750324,113.18101757390542,91.0,2.489353215259294e-07,5.633331025724904e-07,164.9984915494977,0.0010407740931954108,0.001508450502304476,0.0011085443800755847,2.3876061730161696e-05,0.69
0.0,0.33993295115559863,2.265,0.0,0.005871063032716767,2.7989290961663897,1.3061016457195063,113.1808326237201,91.0,2.6744675841927307e-07,5.966000508645719e-07,164.99842538062754,0.0010709038336090355,0.0015746193724671526,0.001168566866887315,2.5569809116927875e-05,0.7
0.0,0.339931993410764,2.265,0.0,0.005908288798865572,2.7988985470244083,1.306185331435409,113.18064776257725,91.0,2.8704156103842047e-07,6.313154904344184e-07,164.99835731749343,0.001101452975590237,0.0016426825065473359,0.0012306868847973874,2.7353705421265134e-05,0.71
0.0,0.3399310356686278,2.265,0.0,0.005943306799528432,2.7988675791202926,1.3062689217300127,113.18046299037701,91.0,3.077664332063067e-07,6.675205835451889e-07,164.99828733423803,0.001132420879705815,0.0017126657619504816,0.0012949247761359348,2.92308074788115e-05,0.72
0.0,0.33993007792918994,2.265,0.0,0.005976095341539944,2.7988361931075203,1.3063524167104685,113.1802783070196,91.0,3.2966938933271827e-07,7.052570500021882e-07,164.99821540505292,0.0011638068924784408,0.0017845949470801418,0.0013612989817911446,3.120419633980571e-05,0.73
0.0,0.33992912019245053,2.265,0.0,0.006006634666693258,2.7988043896537262,1.3064358164838075,113.1800937124054,91.0,3.5279977173659684e-07,7.445671660865357e-07,164.99814150417953,0.0011956103462722007,0.0018584958204610775,0.0014298259811134659,3.327697429435965e-05,0.74
0.0,0.3399281624584095,2.265,0.0,0.006034907003783883,2.7987721694407974,1.3065191211569405,113.17990920643481,91.0,3.772082679077038e-07,7.854937634685527e-07,164.99806560591009,0.0012278305592012594,0.0019343940898882202,0.0015005202426861515,3.545226202742764e-05,0.75
0.0,0.3399272047270668,2.265,0.0,0.006060896635286392,2.7987395331649694,1.3066023308366583,113.17972478900845,91.0,4.029469277681672e-07,8.280802281053878e-07,164.99798768458848,0.001260466835029203,0.0020123154114973303,0.0015733941610134865,3.77331952200108e-05,0.76
0.0,0.33992624699842244,2.265,0.0,0.0060845899505018956,2.798706481536903,1.3066854456296322,113.17954046002698,91.0,4.300691808664902e-07,8.723704991171899e-07,164.9979077146111,0.0012935184630956898,0.002092285388872031,0.0016484580065550703,4.012292134403456e-05,0.77
0.0,0.3399252892724765,2.265,0.0,0.006105975484955099,2.798673015281721,1.306768465642413,113.17935621939122,91.0,4.5862985349906575e-07,9.184090676358225e-07,164.99782567042777,0.0013269847182773894,0.0021743295721857385,0.0017257198893803928,4.262459660056654e-05,0.78
0.0,0.33992433154922885,2.265,0.0,0.006125043977464196,2.7986391351390756,1.306851390981432,113.17917206700206,91.0,4.886851858471022e-07,9.662409756497122e-07,164.9977415265427,0.0013608648609230388,0.002258473457257573,0.0018051857056681064,4.524138233089264e-05,0.79
0.0,0.33992337382867954,2.265,0.0,0.006141788412947456,2.7986048418631753,1.3069342217530013,113.1789880027605,91.0,5.202928490396857e-07,1.015911814821489e-06,164.9976552575153,0.0013951581368231373,0.0023447424846459487,0.001886859098318071,4.797644159147622e-05,0.8
0.0,0.3399224161108286,2.265,0.0,0.0061562040489761246,2.798570136222782,1.3070169580633137,113.1788040265677,91.0,5.535119621356429e-07,1.0674677252790697e-06,164.99756683796116,0.0014298637772163251,0.0024331620387929476,0.0019707414335748026,5.083293598525919e-05,0.81
0.0,0.33992145839567595,2.265,0.0,0.006168288459716264,2.7985350190012257,1.3070996000184425,113.17862013832489,91.0,5.884031091232061e-07,1.1209553943994543e-06,164.99747624255286,0.001464980998772948,0.002523757447074887,0.002056831760854227,5.3814021892371085e-05,0.82
0.0,0.33992050068322166,2.265,0.0,0.006178041566938527,2.798499490996389,1.307182147724342,113.1784363379334,91.0,6.250283558479397e-07,1.176422055568144e-06,164.99738344602108,0.0015005090036091363,0.002616553978890075,0.0021451267853353643,5.692284687970012e-05,0.83
0.0,0.3399195429734656,2.265,0.0,0.0061854656542124475,2.7984635530206634,1.3072646012868467,113.17825262529472,91.0,6.634512668539023e-07,1.233915486914999e-06,164.99728842315514,0.0015364469793348505,0.002711576844807951,0.002235620857022512,6.016254646836979e-05,0.84
0.0,0.33991858526640795,2.265,0.0,0.006190565394764238,2.7984272059009077,1.307346960811674,113.1780690003104,91.0,7.037369222369983e-07,1.293484010036109e-06,164.99719114880432,0.0015727940990907805,0.0028088511956291546,0.0023283059467656075,6.35362402757436e-05,0.85
0.0,0.3399176275620485,2.265,0.0,0.0061933478718646405,2.7983904504783985,1.307429226404421,113.17788546288214,91.0,7.459519344602142e-07,1.3551764887059151e-06,164.9970915978785,0.001609549521599859,0.0029084021214741637,0.0024231716295851527,6.704702832834157e-05,0.86
0.0,0.33991666986038743,2.265,0.0,0.00619382256693468,2.7983532876086947,1.3075113981705668,113.17770201291174,91.0,7.901644649129455e-07,1.4190423275025906e-06,164.996989745349,0.001646712391303694,0.00301025465095165,0.0025202050999492335,7.069798773756289e-05,0.87
0.0,0.3399157121614246,2.265,0.0,0.006192001395859694,2.7983157181616343,1.3075934762154724,113.17751865030107,91.0,8.364442408788747e-07,1.4851314705787683e-06,164.99688556624972,0.0016842818383642803,0.003114433750227505,0.0026193911391636376,7.449216900183627e-05,0.88
0.0,0.33991475446516,2.265,0.0,0.006187898686743501,2.79827774302114,1.30767546064438,113.17733537495216,91.0,8.848625719176945e-07,1.5534944001978741e-06,164.99677903567783,0.0017222569788584265,0.003220964322137599,0.002720712141598045,7.84325921078449e-05,0.89
0.0,0.33991379677159367,2.265,0.0,0.006181531171647857,2.7982393630851132,1.3077573515624137,113.17715218676715,91.0,9.35492366474625e-07,1.6241821354028217e-06,164.99667012879453,0.0017606369148849281,0.003329871205411538,0.002824148125805772,8.252224371799227e-05,0.9
0.0,0.3399128390807256,2.265,0.0,0.006172917988202118,2.7982005792653,1.3078391490745798,113.17696908564824,91.0,9.884081484739946e-07,1.6972462306170188e-06,164.99655882082624,0.001799420734697946,0.0034411791737132113,0.0029296767372555036,8.676407288710511e-05,0.91
0.0,0.3399118813925558,2.265,0.0,0.006162080673452405,2.7981613924871485,1.3079208532857662,113.1767860714978,91.0,1.0436860738653899e-06,1.7727387742436652e-06,164.9964450870652,0.001838607512849739,0.003554912934736025,0.003037273258434978,9.116098717102486e-05,0.92
0.0,0.3399109237070842,2.265,0.0,0.006149043150600698,2.7981218036896562,1.3080024643007437,113.17660314421826,91.0,1.1014039471261086e-06,1.8507123872632865e-06,164.9963289028706,0.0018781963103420745,0.0036710971293479515,0.003146910625711218,9.571584909178503e-05,0.93
0.0,0.3399099660243109,2.265,0.0,0.006133831629144475,2.798081813825009,1.3080839822241652,113.17642030371222,91.0,1.161641236987132e-06,1.9312202216160007e-06,164.99621024366888,0.0019181861749891557,0.0037897563310551772,0.003258559531010212,0.00010043147446369338,0.94
0.0,0.33990900834423576,2.265,0.0,0.006116474597616647,2.7980414238584395,1.3081654071605655,113.17623754988232,91.0,1.224479092978994e-06,2.014315958805726e-06,164.99608908495483,0.001958576141558879,0.003910915045112822,0.0033721884329071267,0.0001053106286239497,0.95
0.0,0.33990805066685886,2.265,0.0,0.006097002896305832,2.7980006347682753,1.3082467392143626,113.17605488263133,91.0,1.2900003626857994e-06,2.100053808696076e-06,164.99596540229263,0.0019993652317226293,0.004034597707330804,0.0034877634894729145,0.0001103560208533766,0.96
0.0,0.3399070929921802,2.265,0.0,0.0060754496570621505,2.797959447545675,1.3083279784898576,113.17587230186219,91.0,1.3582896078224077e-06,2.1884885079876995e-06,164.99583917131656,0.002040552454323256,0.004160828683386311,0.0036052486211492,0.00011557030180489113,0.97
0.0,0.33990613532019975,2.265,0.0,0.006051850148359523,2.797917863194073,1.3084091250912333,113.17568980747784,91.0,1.4294331193111861e-06,2.2796753183557356e-06,164.99571036773162,0.0020821368059252294,0.004289632268331038,0.003724605667770573,0.00012095606163744147,0.98
0.0,0.3399051776509175,2.265,0.0,0.0060262415553968595,2.797875882728452,1.308490179122557,113.17550739938143,91.0,1.5035189317078712e-06,2.3736700243787113e-06,164.9955789673137,0.002124117271546268,0.004421032686268058,0.003845794609822236,0.0001265158289457712,0.99
0.0,0.33990421998433334,2.265,0.0,0.005998663321101695,2.797833507176176,1.3085711406877776,113.17532507747616,91.0,1.5806368432475103e-06,2.470528933268256e-06,164.9954449459114,0.0021664928238221168,0.004555054088563986,0.003968773235061769,0.00013225206281866322,1.0
