CD274mRNA,DecoyR,IL13,IL13_DecoyR,IL13_Rec,JAK2,Rec,Rec_i,SHP1,SOCS3,SOCS3mRNA,STAT5,pJAK2,pSTAT5,p_IL13_Rec,p_IL13_Rec_i,Time
0.0,0.34,2.265,0.0,0.0,2.8,1.3,113.194,91.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0
0.0,0.33999904206625853,2.265,0.0,0.00010070299984679578,2.7999997786186688,1.300090638803567,113.19380865814085,91.0,1.779532831295219e-16,2.5135178243720032e-14,164.99999999534168,2.2138133126167796e-07,4.658307302690201e-09,5.569590560188451e-11,1.8720780373113544e-14,0.01
0.0,0.33999808413521593,2.265,0.0,0.00020141223676547538,2.799999114621218,1.300181174378012,113.19361741249385,91.0,5.2018571142831244e-15,4.0210379803124284e-13,164.99999996274107,8.853787817905295e-07,3.7258923563030855e-08,8.908004581371817e-10,5.471114546681995e-13,0.02
0.0,0.3399971262068723,2.265,0.0,0.0003021256977072093,2.7999980082275595,1.3002716068392544,113.19342626295106,91.0,3.922361379520197e-14,2.0353256813606476e-12,164.99999987427657,1.9917724406616455e-06,1.2572343413330584e-07,4.507829382186435e-09,4.1238736688376914e-12,0.03
0.0,0.3399961682812275,2.265,0.0,0.00040284003387485134,2.799996459657743,1.3003619363030825,113.19323520940466,91.0,1.6521654753773253e-13,6.431594105097981e-12,164.9999997020492,3.540342257073966e-06,2.979508158381873e-07,1.4240972458803485e-08,1.7363344888422206e-11,0.04
0.0,0.3399952103582817,2.265,0.0,0.0005035505617125142,2.7999944691319816,1.300452162885155,113.19304425174698,91.0,5.040925935545975e-13,1.5699592834792495e-11,164.99999941818257,5.530868018119587e-06,5.818174343595109e-07,3.475309593024607e-08,5.295469755147634e-11,0.05
0.0,0.3399942524380347,2.265,0.0,0.0006042512641725136,2.7999920368706817,1.300542286701001,113.19285338987045,91.0,1.254082273639377e-12,3.254940589405676e-11,164.99999899482296,7.963129317804191e-06,1.0051770399431517e-06,7.203244211676088e-08,1.316831180918856e-10,0.06
0.0,0.3399932945204867,2.265,0.0,0.0007049347923595033,2.7999891630944833,1.3006323078660196,113.19266262366762,91.0,2.7100036209810994e-12,6.029202936316652e-11,164.99999840413923,1.0836905516671961e-05,1.5958607606798564e-06,1.3338896650455726e-07,2.844326570479042e-10,0.07
0.0,0.33999233660563755,2.265,0.0,0.000805592467733328,2.7999858480243094,1.30072222649548,113.19247195303117,91.0,5.282493608146987e-12,1.0283888315349607e-10,164.9999976183229,1.41519756905433e-05,2.3816770921393944e-06,2.2745012439594848e-07,5.541765404605625e-10,0.08
0.0,0.3399913786934873,2.265,0.0,0.0009062142840255286,2.799982091881414,1.3008120427045229,113.19228137785392,91.0,9.5172635227977e-12,1.6470132271025275e-10,164.9999966095881,1.7908118585512346e-05,3.390411888948248e-06,3.641569391352735e-07,9.979747036804366e-10,0.09
0.0,0.33999042078403585,2.265,0.0,0.001006788911668233,2.7999778948874696,1.3009017566081584,113.19209089802875,91.0,1.61142382959323e-11,2.509901496110901e-10,164.99999535017164,2.2105112530227442e-05,4.649828340458082e-06,5.547575893846923e-07,1.6889232006433064e-09,0.1
0.0,0.3399894628772833,2.265,0.0,0.0011073037001075694,2.7999732572646137,1.3009913683212684,113.19190051344873,91.0,2.594679756921593e-11,3.6741512303154745e-10,164.99999381233303,2.674273538566726e-05,6.187666959705702e-06,8.118030853990584e-07,2.718144744383329e-09,0.11
0.0,0.33998850497322963,2.265,0.0,0.0012077446844941436,2.7999681792355653,1.3010808779586058,113.19171022400701,91.0,4.008085115885967e-11,5.202844688207215e-10,164.99999196835446,3.182076443432397e-05,8.031645544328103e-06,1.1491386216799965e-06,4.19670217479992e-09,0.12
0.0,0.33998754707187473,2.265,0.0,0.001308096588953028,2.799962661023683,1.3011702856347942,113.19152002959686,91.0,5.979404230456055e-11,7.165043904623252e-10,164.99998979054084,3.733897631612761e-05,1.0209459159535432e-05,1.581898308721765e-06,6.257571547279804e-09,0.13
0.0,0.3399865891732188,2.265,0.0,0.0014083428357656942,2.7999567028531005,1.3012595914643286,113.19132993011168,91.0,8.659477013623761e-11,9.635785762164506e-10,164.99998725121992,4.3297146898788315e-05,1.2748780083277453e-05,2.126494065319255e-06,9.057517191296186e-09,0.14
0.0,0.3399856312772616,2.265,0.0,0.0015084655500082155,2.799950304948802,1.3013487955615757,113.191139925445,91.0,1.222413484968022e-10,1.269607709120317e-09,164.99998432274222,4.969505119761042e-05,1.567725778039899e-05,2.8006089994767623e-06,1.2779041150159423e-08,0.15
0.0,0.33998467338400323,2.265,0.0,0.0016084455715457,2.7999434675367714,1.3014378980407735,113.19095001549046,91.0,1.6876097698509026e-10,1.6432889712928225e-09,164.99998097748116,5.653246322798895e-05,1.9022518829910795e-05,3.6231835267769745e-06,1.763221278745246e-08,0.16
0.0,0.3399837154934437,2.265,0.0,0.0017082624614188468,2.7999361908440905,1.3015268990160316,113.19076020014178,91.0,2.2846885371349262e-10,2.093915552603743e-09,164.9999771878331,6.380915590870802e-05,2.2812166887969567e-05,4.61440702579654e-06,2.3856588946086172e-08,0.17
0.0,0.339982757605583,2.265,0.0,0.0018078945168564704,2.7999284750991014,1.301615798601332,113.19057047929289,91.0,3.039870981145236e-10,2.631376151554156e-09,164.9999729262174,7.152490089815739e-05,2.707378259582236e-05,5.795700984078317e-06,3.172299159289611e-08,0.18
0.0,0.3399817997204211,2.265,0.0,0.0019073187799330043,2.7999203205315193,1.301704596910528,113.19038085283775,91.0,3.9826381348961e-10,3.2661544817883236e-09,164.9999681650765,7.967946847996921e-05,3.183492352827373e-05,7.189708414351247e-06,4.1535389385776037e-08,0.19
0.0,0.33998084183795796,2.265,0.0,0.00200651105590411,2.7999117273726153,1.301793294057346,113.19019132067048,91.0,5.145919621790328e-10,4.009328768624172e-09,164.99996287687594,8.827262738373134e-05,3.712312408023649e-05,8.820273733096067e-06,5.363261368609502e-08,0.2
0.0,0.3399798839581936,2.265,0.0,0.0021054459233307257,2.799902695855341,1.3018818901553837,113.19000188268532,91.0,6.566283934666677e-10,4.872571254364289e-09,164.99995703410463,9.730414465828015e-05,4.296589540588862e-05,1.071243072889409e-05,6.839021666402347e-08,0.21
0.0,0.3399789260811281,2.265,0.0,0.002204096756112579,2.7998932262145186,1.3019703853181117,113.18981253877662,91.0,8.284126773699368e-10,5.8681476887207975e-09,164.99995060927475,0.00010677378548044892,4.9390725281514595e-05,1.2892378814752397e-05,8.622211110818574e-08,0.22
0.0,0.33997796820676135,2.265,0.0,0.0023024357419423663,2.7998833186870242,1.3020587796588732,113.18962328883886,91.0,1.0343859760225463e-09,7.008916825240932e-09,164.99994357492204,0.00011668131297443884,5.6425077991322835e-05,1.5387462789637335e-05,1.0758228437649022e-07,0.23
0.0,0.3399770103350933,2.265,0.0,0.002400433900729493,2.79987297351195,1.3021470732908842,113.18943413276662,91.0,1.279409956287915e-09,8.308329914161196e-09,164.99993590360583,0.00012702648804905383,6.40963942120201e-05,1.822615266320781e-05,1.3296648662096622e-07,0.24
0.0,0.33997605246612406,2.265,0.0,0.0024980611065067273,2.7998621909307864,1.3022352663272332,113.1892450704546,91.0,1.5687856372988383e-09,9.780430191558817e-09,164.99992756790917,0.00013780906921252272,7.243209087528725e-05,2.1438020048375968e-05,1.6291385960730684e-07,0.25
0.0,0.33997509459985353,2.265,0.0,0.0025952861137799378,2.7998509711876447,1.302323358880882,113.18905610179765,91.0,1.9082721436353203e-09,1.1439852364506573e-08,164.999918540439,0.00014902881235413535,8.145956100287825e-05,2.5053710168280843e-05,1.9800849517743943e-07,0.26
0.0,0.3399741367362818,2.265,0.0,0.002692076582318527,2.7998393145294393,1.3024113510646658,113.18886722669069,91.0,2.3041055403903335e-09,1.3301822092439116e-08,164.99990879382648,0.00016068547055975038,9.12061735507915e-05,2.91049154487699e-05,2.3888098076297783e-07,0.27
0.0,0.3399731788754088,2.265,0.0,0.002788399105373792,2.79982722120611,1.3024992429912925,113.18867844502878,91.0,2.7630175686950465e-09,1.5382155468743452e-08,164.99989830072678,0.00017277879388882738,0.00010169927323082478,3.3624345700275374e-05,2.862099126013995e-07,0.28
0.0,0.33997222101723445,2.265,0.0,0.0028842192403419624,2.799814691470836,1.3025870347733437,113.18848975670713,91.0,3.29225438924118e-09,1.7697258491167e-08,164.9998870338197,0.000185308529162891,0.00011296618031393781,3.864569596699376e-05,3.4072330158761064e-07,0.29
0.0,0.3399712631617589,2.265,0.0,0.002979501540284421,2.7998017255802594,1.3026747265232748,113.18830116162101,91.0,3.899595295164601e-09,2.0264126535293296e-08,164.99987496580957,0.0001982744197395648,0.00012503419043036684,4.420361349601931e-05,4.031999963403622e-07,0.3
0.0,0.33997030530898203,2.265,0.0,0.0030742095883455386,2.799788323794716,1.3027623183534147,113.18811265966586,91.0,4.59337139828856e-09,2.3100343819506847e-08,164.99986206942566,0.00021167620528303696,0.00013793057434856911,5.033366190592694e-05,4.74471007937791e-07,0.31
0.0,0.3399693474589039,2.265,0.0,0.0031683060343414694,2.79977448637847,1.3028498103759663,113.18792425073718,91.0,5.3824842906501496e-09,2.6224082865070044e-08,164.99984831742225,0.00022551362152859616,0.00015168257773919645,5.707228324002374e-05,5.554207767970368e-07,0.32
0.0,0.3399683896115244,2.265,0.0,0.0032617526327158677,2.79976021359996,1.3029372027030062,113.18773593473065,91.0,6.276424681896741e-09,2.9654103954794734e-08,164.99983368257907,0.0002397864000386939,0.00016631742093071707,6.445675866702095e-05,6.469884219340892e-07,0.33
0.0,0.33996743176684363,2.265,0.0,0.0033545102839295446,2.799745505732039,1.3030244954464854,113.18754771154201,91.0,7.28529100781652e-09,3.3409754578071214e-08,164.99981813770137,0.00025449426795946014,0.0001818622986382585,7.252516589346028e-05,7.501688448837556e-07,0.34
0.0,0.3399664739248615,2.265,0.0,0.0034465390767369876,2.799730363052234,1.303111688718229,113.18735958106717,91.0,8.419808017573595e-09,3.7510968880477395e-08,164.9998016556203,0.0002696369477641701,0.0001983443796896834,8.131633565372685e-05,8.660138640591174e-07,0.35
0.0,0.3399655160855781,2.265,0.0,0.003537798334017382,2.799714785842995,1.3031987826299372,113.18717154320211,91.0,9.691345328239807e-09,4.1978267092766006e-08,164.99978420919328,0.0002852141570033249,0.00021579080671935345,9.086980485499232e-05,9.95633142486439e-07,0.36
0.0,0.33996455824899335,2.265,0.0,0.0036282466593738454,2.7996987743919637,1.3032857772931838,113.18698359784297,91.0,1.1111935962578758e-08,4.683275497216421e-08,164.99976577130414,0.0003012256080345996,0.0002342286958659947,0.00010122576883959524,1.1401952219594107e-06,0.37
0.0,0.33996360041510726,2.265,0.0,0.00371784198640879,2.7996823289922457,1.303372672819418,113.18679574488597,91.0,1.2694294857986664e-08,5.209612323155891e-08,164.99974631486356,0.0003176710077527554,0.0002536851364480869,0.00011242503109861965,1.3009284299961914e-06,0.38
0.0,0.33996264258391984,2.265,0.0,0.003806541630449501,2.7996654499426805,1.3034594693199633,113.18660798422746,91.0,1.4451837347701137e-08,5.779064695886193e-08,164.99972581280937,0.00033455005731766675,0.0002741871906194258,0.00012450895063933153,1.4791216821117034e-06,0.39
0.0,0.33996168475543104,2.265,0.0,0.0038943023435879147,2.7996481375480915,1.3035461669060189,113.18642031576393,91.0,1.639869759817051e-08,6.393918499669063e-08,164.99970423810703,0.0003518624519066463,0.0002957618929769184,0.00013751938643082715,1.676124901510285e-06,0.4
0.0,0.33996072692964086,2.265,0.0,0.00398108037040637,2.799630392119578,1.3036327656886584,113.18623273939193,91.0,1.8549747046159864e-08,7.056517936354389e-08,164.99968156374982,0.0003696078804201728,0.00031843625019745164,0.0001514986407701338,1.8933498138901345e-06,0.41
0.0,0.33995976910654935,2.265,0.0,0.0040668315065229685,2.7996122139748025,1.3037192657788312,113.18604525500817,91.0,2.092061280207383e-08,7.769265465381918e-08,164.99965776275937,0.0003877860251956099,0.00034223724064421263,0.00016648940004191984,2.132270532355847e-06,0.42
0.0,0.3399588112861564,2.265,0.0,0.004151511159914583,2.7995936034382676,1.3038056672873617,113.18585786250947,91.0,2.352769601827799e-08,8.534621741465354e-08,164.99963280818605,0.00040639656173082955,0.00036719181394100444,0.00018253467293241821,2.394423914553788e-06,0.43
0.0,0.3399578534684621,2.265,0.0,0.00423507440838097,2.799574560841596,1.3038919703249505,113.18567056179276,91.0,2.6388190229507748e-08,9.355105552625715e-08,164.9996066731094,0.00042543915840249577,0.00039332689056249343,0.00019967773244126751,2.6814099785958164e-06,0.44
0.0,0.3399568956534664,2.265,0.0,0.004317476066809509,2.799555086523818,1.3039781750021733,113.1854833527551,91.0,2.9520099669594908e-08,1.0233293756343314e-07,164.99957933063862,0.0004449134761804546,0.0004206693613684816,0.00021796204832472073,2.9948920858013765e-06,0.45
0.0,0.3399559378411693,2.265,0.0,0.004398670756593028,2.7995351808316573,1.3040642814294814,113.18529623529365,91.0,3.2942257559675674e-08,1.1171821214650129e-07,164.99955075391287,0.0004648191683413467,0.00044924608711901354,0.000237431217493916,3.3365970151398212e-06,0.46
0.0,0.33995498003157076,2.265,0.0,0.004478612973480893,2.7995148441198157,1.304150289717203,113.18510920930566,91.0,3.667434436544928e-08,1.2173380728546586e-07,164.999520916102,0.00048515588018308644,0.00047908389798805435,0.0002581288960289817,3.7083149888920607e-06,0.47
0.0,0.33995402222467086,2.265,0.0,0.004557257151387675,2.7994940767512686,1.3042361999755416,113.18492227468857,91.0,4.0736906029249364e-08,1.324072297304674e-07,164.9994897904069,0.0005059232487298131,0.0005102095930899379,0.0002800987351359179,4.1118997941356145e-06,0.48
0.0,0.3399530644204695,2.265,0.0,0.004634557735824996,2.7994728790975527,1.3043220123145776,113.18473543133986,91.0,4.515137217003122e-08,1.437665642914537e-07,164.99945735006006,0.0005271209024459707,0.0005426499399467808,0.00030338430783340045,4.549268555112797e-06,0.49
0.0,0.33995210661896674,2.265,0.0,0.00471046926233716,2.799451251539044,1.3044077268442669,113.18454867915715,91.0,4.994007425276306e-08,1.5584047313828037e-07,164.99942356832608,0.0005487484609545362,0.0005764316739204736,0.00032802903084862186,5.022401294598774e-06,0.5
0.0,0.3399511488201625,2.265,0.0,0.004784946429762472,2.7994291944652505,1.3044933436744428,113.1843620180382,91.0,5.512626373081691e-08,1.686581951065013e-07,164.99938841850235,0.0005708055347479187,0.0006115814976617218,0.00035407609158632743,5.5333405934296085e-06,0.51
0.0,0.3399501910240568,2.265,0.0,0.004857944172307091,2.7994067082750895,1.3045788629148147,113.18417544788085,91.0,6.073413015053663e-08,1.8224954498758964e-07,164.99935187391947,0.0005932917249087899,0.0006481260805509048,0.0003815683763961653,6.0841911430962245e-06,0.52
0.0,0.3399492332306497,2.265,0.0,0.004929417736708412,2.7993837933771695,1.3046642846749694,113.18398896858307,91.0,6.67888192299998e-08,1.9664491280462383e-07,164.9993139079419,0.0006162066228288795,0.0006860920581045486,0.00041054839392698554,6.677119121304596e-06,0.53
