Time,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,SOCS3mRNA,DecoyR,IL13_DecoyR,SOCS3,CD274mRNA,IL13,IL13stimulation,Kon_IL13Rec,Rec_phosphorylation,pRec_intern,pRec_degradation,Rec_intern,Rec_recycle,JAK2_phosphorylation,pJAK2_dephosphorylation,STAT5_phosphorylation,pSTAT5_dephosphorylation,SOCS3mRNA_production,DecoyR_binding,JAK2_p_inhibition,SOCS3_translation,SOCS3_accumulation,SOCS3_degradation,CD274mRNA_production,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16
5.1,1.335049893566475,113.10683401834979,0.0002450308032203363,0.036854768873692,0.011521607792810752,2.75745801849622,0.042541981503781676,91.0,164.51924886191347,0.48075113808652176,0.0014112341739382515,0.33951180393269603,0.0,0.0046427712437805335,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01034145507949327,0.13797206630052092,0.15337060479220194,0.010420249407069784,0.00010610918121655219,0.015959745867527603,0.005621826443992978,0.001992408592395178,0.002407597332967267,0.267777977868793,0.015022834627692425,9.565596199877688e-05,0.0010375859512866165,0.004530553855102001,0.0001992612419033192,3.950582092248755e-05
5.11,1.33510043530242,113.10668006010688,0.0002442450969784389,0.03690271628647057,0.011557907116096425,2.7573213766315225,0.04267862336847919,91.0,164.51671742485368,0.48328257514629613,0.001421637401143197,0.33951084737442355,0.0,0.004686242251132003,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01034184658178426,0.1379772895867639,0.15337039602790373,0.01042019803111866,0.00010576361705857866,0.015979705640061168,0.0056291403423382215,0.001998685761772323,0.002415330366958365,0.2686339284767643,0.015101938674061958,9.565569249267811e-05,0.0010430494506352452,0.004563939042783936,0.000201126956679434,3.971384226916192e-05
5.12,1.3351509188229163,113.1065261561658,0.00024346380761942663,0.036950590091474535,0.011594216766771429,2.7571846160763176,0.04281538392368399,91.0,164.51417821790454,0.4858217820954182,0.0014320953148712935,0.3395098908188462,0.0,0.004730028950902707,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010342237633131466,0.1379825068566731,0.1533701873372377,0.010420149940078028,0.00010541999454216423,0.015999630679653324,0.005636443012553526,0.0020049647170442496,0.0024230701180542775,0.2694905869562348,0.015181285519155195,9.56554229873387e-05,0.0010485297194252573,0.004597499537255324,0.00020300622053221292,3.9922502108047416e-05
5.13,1.3352013442180009,113.1063723064427,0.0002426868876670487,0.03699839048445166,0.011630536565954322,2.7570477373742026,0.04295226262579909,91.0,164.5116312346839,0.4883687653160671,0.001442608146211431,0.33950893426596385,0.0,0.004774133575440756,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010342628234232328,0.13798771811955352,0.15336997872009014,0.010420104497017895,0.00010507829288814959,0.01601952107544046,0.005643734484498257,0.002011245427277349,0.002430816555490979,0.2703479497186784,0.015260875362406758,9.565515348275857e-05,0.001054026771431055,0.0046312360771303225,0.00020489912927091163,4.013180096360088e-05
5.14,1.3352517115298457,113.10621851089829,0.0002419143152535979,0.037046117556642194,0.011666866430107878,2.7569107407795563,0.04308925922044553,91.0,164.50907647222158,0.4909235277783913,0.0014531760036472258,0.33950797771577657,0.0,0.004818557175843823,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010343018385413514,0.13799292337976343,0.15336977017640785,0.01042006221681103,0.00010473850239924743,0.016039376869953388,0.005651014772090201,0.002017527878025695,0.002438569664872286,0.2712060150014139,0.015340708296629839,9.565488397893778e-05,0.0010595406130629909,0.004665149007543669,0.00020680572800717072,4.0341739079894865e-05
5.15,1.335302020843089,113.10606476945381,0.00024114604679038165,0.03709377149079959,0.011703206191779154,2.7567736268027105,0.04322637319729147,91.0,164.50651392457218,0.49348607542779366,0.0014637991050953907,0.3395070211682843,0.0,0.004863301866029414,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010343408087330645,0.13799812264604988,0.15336956170608396,0.010420022605946525,0.00010440060398348397,0.016059198146553565,0.00565828390320657,0.0020238120403319854,0.0024463294173167624,0.2720647794257108,0.015420784507610382,9.56546144758763e-05,0.0010650712571527898,0.004699239024781317,0.00020872610746737003,4.0552316945494034e-05
5.16,1.3353522722087918,113.1059110820617,0.00024038205656992336,0.037141352396473135,0.01173955575032359,2.7566363957511846,0.043363604248817675,91.0,164.50394358817823,0.49605641182174426,0.0014744775823962862,0.33950606462348704,0.0,0.004908368929733278,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01034379734037924,0.13800331592368978,0.15336935330905402,0.010419985975470671,0.00010406458628677263,0.016078984955958685,0.005665541894558012,0.0020300978967919578,0.0024540957954208333,0.27292424089313866,0.015501104106514608,9.565434497357412e-05,0.0010706187113783978,0.0047335065488768886,0.00021066032274765067,4.07635348527342e-05
5.17,1.335402465699362,113.10575744865454,0.00023962230823079,0.037188860428897866,0.01177591496308255,2.7564990480609985,0.04350095193900355,91.0,164.50136545799975,0.4986345420002271,0.0014852116225659957,0.33950510808138484,0.0,0.004953760188706722,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010344186145120183,0.13800850322016625,0.15336914498522658,0.010419952132209077,0.00010373043334851495,0.016098737369275265,0.005672788769824081,0.002036385422735939,0.0024618687745085925,0.2737843964938805,0.01558166725083532,9.565407547203126e-05,0.0010761829866174101,0.004767952176897288,0.0002126084520350283,4.0975393215777064e-05
5.18,1.3354526013806092,113.10560386917108,0.00023886676902356142,0.03723629572870517,0.011812283700925482,2.7563615841279328,0.04363841587206902,91.0,164.49877952949728,0.5012204705026951,0.0014960013961005689,0.3395041515419776,0.0,0.0049994773105594605,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010344574502063242,0.13801368454228044,0.1533689367345186,0.010419921034495306,0.00010339813077289075,0.016118455451100935,0.005680024550456687,0.002042674595833642,0.002469648332181481,0.2746452435720718,0.015662474082424396,9.56538059712477e-05,0.0010817640926671468,0.00480257645286712,0.00021457056690097728,4.1187892407653075e-05
5.19,1.3355026793091678,113.10545034355856,0.00023811541078026072,0.03728365841689532,0.01184866185275434,2.7562240042925605,0.04377599570744177,91.0,164.49618579876653,0.5038142012334287,0.0015068470497543122,0.33950319500526543,0.0,0.005045521731060937,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010344962411647115,0.13801885989588525,0.1533687285568585,0.010419892840427556,0.00010306766614768207,0.016138139257282122,0.005687249254913212,0.0020489653968731023,0.0024774344491653374,0.2755067798202183,0.01574352472328541,9.565353647122346e-05,0.0010873620379540597,0.004837379844595872,0.00021654672896671194,4.1401032749197253e-05
5.2,1.3355526995645275,113.105296871743,0.00023736819428641338,0.037330948662795314,0.011885049263247934,2.756086309032305,0.04391369096769736,91.0,164.49358426037568,0.5064157396242908,0.0015177487901131476,0.3395022384712482,0.0,0.005091895479270251,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010345349874487538,0.13802402928919566,0.15336852045214605,0.010419867179161534,0.00010273902228536516,0.01615778886522995,0.005694462909022798,0.002055257798994939,0.0024852270984410682,0.2763690020668313,0.015824819343156864,9.565326697195851e-05,0.0010929768342015217,0.004872363011862143,0.0002185370253166082,4.161481468677402e-05
5.21,1.3356026621919728,113.10514345368222,0.0002366250972912358,0.03737816656275661,0.011921445843996218,2.755948498619075,0.04405150138092689,91.0,164.49097491123607,0.5090250887639228,0.0015287067349384256,0.339501281939926,0.0,0.005138599712783345,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01034573689093529,0.1380291927268916,0.153368312420324,0.0104198444581816,0.00010241218933698037,0.01617740431980797,0.005701665527482893,0.002061551786910578,0.0024930262646204113,0.2772319084376226,0.01590635803855471,9.565299747345287e-05,0.001098608488075624,0.004907526329381402,0.0002205415056330633,4.182923847419311e-05
5.22,1.335652567278736,113.10499008929499,0.0002358860776132339,0.03742531230153564,0.011957851425253815,2.75581057357612,0.04418942642388238,91.0,164.4883577454422,0.5116422545577853,0.0015397211116395797,0.33950032541129876,0.0,0.005185636674382798,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010346123461666083,0.13803435021798824,0.1533681044612822,0.01041982413670437,0.00010208714883671774,0.016196985705328303,0.0057088571384762464,0.0020678473312662916,0.0025008319180909603,0.27809549547163676,0.01598814099401674,9.565272797570652e-05,0.0011042570123218857,0.004942870523694163,0.00022256026617316558,4.2044304596736925e-05
5.23,1.3357024148655325,113.10483677854342,0.00023515111572270907,0.037472385965162044,0.011994265927946026,2.7556725341475112,0.04432746585249117,91.0,164.48573276024982,0.5142672397501545,0.0015507920265090387,0.3394993688853665,0.0,0.005233007414359169,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010346509586995302,0.13803950176669333,0.1533678965749693,0.010419806724397261,0.00010176389211629657,0.016216533062065816,0.005716037755125819,0.0020741444183878504,0.002508644045039803,0.2789597614700532,0.01607016829529794,9.565245847871948e-05,0.0011099224128631685,0.004978395932656524,0.00022459335201391542,4.22600132799169e-05
5.24,1.3357522050402533,113.10468352134566,0.00023442016985390207,0.03751938773884192,0.012030689181752756,2.7555343808597605,0.044465619140241705,91.0,164.4830999497648,0.5169000502351714,0.001561919709376482,0.33949841236212924,0.0,0.005280714208660709,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01034689526760376,0.13804464738209002,0.15336768876127427,0.01041979166909551,0.00010144240089449723,0.016236046474549258,0.0057232074056829466,0.0020804430188221404,0.0025164626156698356,0.27982470295112283,0.016152440126582394,9.565218898249172e-05,0.001115604702420561,0.005014103290514497,0.0002266408608358255,4.247636500808526e-05
5.25,1.335801937845801,113.1045303176618,0.0002336932195014976,0.03756631771302552,0.012067121103784753,2.7553961139696326,0.0446038860303694,91.0,164.48045931112998,0.5195406888700003,0.0015731042726813186,0.33949745584158686,0.0,0.005328758174083397,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01034728050382379,0.13804978706861215,0.15336748102014303,0.010419779410821003,0.00010112266608489289,0.016255525985035834,0.005730366103944913,0.00208674311823529,0.0025242876154498647,0.2806903181356681,0.01623495657715269,9.565191948702325e-05,0.0011213038871605667,0.005049992954792317,0.0002287028405702157,4.269336001603005e-05
5.26,1.3358516133625016,113.10437716741701,0.00023297022619734597,0.037613176057088527,0.012103561539014365,2.7552577339576994,0.04474226604230262,91.0,164.47781083900898,0.5221891609909955,0.0015843459271033357,0.3394964993237395,0.0,0.005377141405355497,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010347665296277606,0.13805492083456108,0.1533672733514741,0.010419769526211944,0.00010080467083641575,0.016274971670994398,0.005737513875748284,0.002093044689818676,0.002532119017182687,0.2815566038317212,0.016317717813762816,9.565164999231409e-05,0.0011270199786004261,0.005086065598225272,0.00023077938111989044,4.291099874226726e-05
5.27,1.3359012316473298,113.10422407055827,0.00023225116413468937,0.03765996288956454,0.012140010377900199,2.755119241164425,0.0448807588355772,91.0,164.47515452965004,0.5248454703499508,0.0015956448224972667,0.33949554280858707,0.0,0.0054258653980227755,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010348049645406535,0.13806004868582494,0.1533670657551956,0.010419762175279415,0.00010048840377486325,0.01629438358723682,0.005744650739174175,0.0020993477146295254,0.002539956801600261,0.2824235577315749,0.016400723953651337,9.565138049836422e-05,0.0011327529848374847,0.005122321698339503,0.0002328705466715803,4.3129281495101276e-05
5.28,1.3359507927633796,113.10407102702683,0.0002315360048615359,0.037706678341576566,0.012176467499185642,2.754980635966791,0.04501936403321111,91.0,164.47249037890236,0.5275096210976564,0.001607001124861989,0.33949458629612955,0.0,0.005474931809410758,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010348433551699319,0.1380651706289242,0.15336685823122784,0.010419757379895337,0.00010017385238431151,0.016313761794199896,0.00575177671422409,0.002105652171699175,0.002547800947367875,0.2832911772968966,0.016483975126524945,9.565111100517361e-05,0.0011385029148302279,0.0051587617844356705,0.00023497640835537655,4.334820861562414e-05
5.29,1.3360002967850788,113.1039180367534,0.0002308247150304885,0.03775332256742278,0.012212932760388172,2.7548419188089492,0.04515808119105311,91.0,164.4698183819141,0.5301816180858878,0.0016184150305725605,0.339493629786367,0.0,0.0055243426076218545,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01034881701573248,0.13807028667155075,0.15336665077947687,0.010419754913397488,9.986100203477502e-05,0.016333106362665502,0.005758891824434671,0.002111958036388406,0.0025556514293494795,0.28415945956533994,0.016567471483995178,9.565084151274231e-05,0.0011442697790500483,0.005195386483254521,0.00023709705063947934,4.356778050253145e-05
5.3,1.3360497437596173,113.10376509969404,0.00023011727343675187,0.03779989566497463,0.012249406071240867,2.7547030899724367,0.04529691002756559,91.0,164.46713853561505,0.5328614643849713,0.0016298866642123985,0.33949267327929933,0.0,0.005574099042246387,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010349200037871554,0.1380753968185814,0.15336644339988312,0.010419755121725348,9.954984334687175e-05,0.01635241733824289,0.005765996084735231,0.0021182652930875406,0.0025635082316118915,0.2850284026007604,0.016651213122005647,9.565057202107028e-05,0.001150053584123508,0.005232196191142812,0.0002392325271545558,4.37879974081279e-05
5.31,1.3360991337709,113.10361221577062,0.00022941364194597463,0.03784639780853594,0.012285887271754252,2.754564149957335,0.04543585004266772,91.0,164.46445083458718,0.535549165412824,0.0016414162478117912,0.33949171677492657,0.0,0.005624203347241178,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010349582618766484,0.13808050107868744,0.15336623609234065,0.010419757523385118,9.924035962533409e-05,0.016371694800638967,0.005773089521714073,0.002124573914129919,0.0025713713258538134,0.2858980030876321,0.016735200209859084,9.565030253015752e-05,0.0011558543417438817,0.00526919161710082,0.00024138293377890522,4.40088597776319e-05
5.32,1.3361484668626935,113.10345938494238,0.00022871380101541574,0.03789282908862363,0.012322376278659257,2.7544250990243118,0.045574900975690696,91.0,164.46175527601932,0.5382447239806675,0.0016530038973709272,0.33949076027324876,0.0,0.005674656692258934,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010349964758756287,0.13808559945639193,0.15336602885679415,0.010419762521392002,9.893254221281206e-05,0.016390938792191435,0.0057801721491786496,0.002130883885115988,0.0025792406973230986,0.2867682592213023,0.016819432835402413,9.565003304000406e-05,0.0011616720579785153,0.00530637312987404,0.0002435483207123843,4.4230367842056147e-05
5.33,1.3361977431163938,113.10330660713358,0.0002280177148281824,0.0379391896729704,0.01235887293737106,2.7542859376578845,0.045714062342117785,91.0,164.45905185470568,0.540948145294295,0.0016646498289082583,0.3394898037742658,0.0,0.005725461259266128,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010350346458471469,0.13809069196010682,0.15336582169314097,0.010419769716447412,9.862637542028911e-05,0.016410149389697582,0.005787243992714905,0.0021371951793137025,0.0025871163185992763,0.287639167784296,0.016903911161309768,9.564976355060986e-05,0.0011675067440628652,0.005343741419108755,0.0002457287816019392,4.4452522029187754e-05
5.34,1.336246962584085,113.10315388229569,0.00022732536081009186,0.037985479668462,0.012395377149315387,2.754146666167749,0.045853333832253526,91.0,164.456340567343,0.5436594326569935,0.0016763541809978692,0.3394888472779778,0.0,0.005776618452709904,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010350727718315477,0.13809577859521482,0.1533656146013153,0.01041977933989491,9.832184928404409e-05,0.016429326642814414,0.005794305068627193,0.002143507779676811,0.002594998172155613,0.28851072666234695,0.016988635290804476,9.564949406197494e-05,0.0011733584071262828,0.005381296925923,0.0002479243767244753,4.467532261047497e-05
5.35,1.336296125332905,113.1030012103662,0.0002266367099274141,0.03803169921279096,0.012431888787500475,2.7540072849530386,0.045992715046964214,91.0,164.4536214096792,0.5463785903208268,0.001688117132340317,0.3394878907843846,0.0,0.005828130084732904,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010351108538808372,0.1381008593686544,0.15336540758123235,0.010419791296591678,9.801895105060967e-05,0.016448470614950216,0.005801355397919134,0.0021498216642448823,0.0026028862354037564,0.28938293317663927,0.01707360535675789,9.56492245740993e-05,0.0011792270563458277,0.005419040220157713,0.00025013518385461764,4.489876993533201e-05
5.36,1.3363452314328288,113.10284859127998,0.00022595173192510598,0.038077848449317366,0.012468407720075169,2.7538677944292473,0.04613220557075555,91.0,164.450894377324,0.5491056226760077,0.001699938869705292,0.3394869342934863,0.0,0.00587999805639569,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010351488920492187,0.1381059342876571,0.15336520063280382,0.010419805418742876,9.771766744077761e-05,0.016467581372042978,0.005808395002458872,0.002156136810217159,0.002610780484829453,0.29025578454505224,0.017158821496358327,9.56489550869829e-05,0.0011851127011967204,0.0054569718975124165,0.00025236128458322406,4.512286436452547e-05
5.37,1.3363942809336526,113.10269602499065,0.00022527040539423724,0.03812392747991869,0.012504933853281868,2.7537281948919836,0.04627180510801928,91.0,164.44815946715917,0.55184053284085,0.0017118195260782132,0.3394859778052829,0.0,0.005932223722321681,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010351868863752648,0.13811100335736926,0.15336499375596682,0.010419821961405784,9.741798899960723e-05,0.016486658961530645,0.005815423897786797,0.002162453201380327,0.002618680903703213,0.2911292787418883,0.01724428380704895,9.56486856006258e-05,0.001191015348409093,0.005495092381080917,0.0002546027370488353,4.534760615430342e-05
5.38,1.3364432739172003,113.10254351142203,0.00022459269602428315,0.03816993647098557,0.012541467033556295,2.7535884868264886,0.04641151317351442,91.0,164.44541667410127,0.5545833258987491,0.0017237593204810107,0.3394850213197743,0.0,0.005984809320465573,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010352248369223575,0.13811606658624698,0.15336478695061803,0.010419840529751031,9.711990069978486e-05,0.016505703459645922,0.00582244210928414,0.002168770811178823,0.002626587464563577,0.29200341254472406,0.017329992447679115,9.564841611502795e-05,0.0011969350089542344,0.005533402369983773,0.00025685963730133374,4.5572995722394894e-05
5.39,1.3364922104277241,113.10239105053292,0.0002239185853932591,0.038215875512319586,0.012578007178031562,2.7534486704950085,0.046551329504994896,91.0,164.44266599541632,0.5573340045837094,0.0017357583715558662,0.3394840648369606,0.0,0.006037756065727115,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01035262743724775,0.13812112397886356,0.1533645802167016,0.010419861502736947,9.682339438057069e-05,0.016524714908454866,0.00582944965064923,0.002175089625282642,0.002634500152569135,0.29287818413819355,0.01741594750368283,9.564814663018936e-05,0.0012028716887328367,0.0055719022412303795,0.00025913203748251576,4.579903329346724e-05
5.4,1.3365410905443558,113.10223864224965,0.00022324804074158242,0.03826174476424849,0.012614554138777524,2.7533087463662356,0.04669125363376765,91.0,164.4399074262361,0.5600925737639221,0.0017478168917146957,0.3394831083568417,0.0,0.006091066136769725,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010353006068438137,0.13812617554339698,0.15336437355411767,0.010419884536807214,9.652845568871119e-05,0.01654369338149632,0.005836446546338465,0.00218140961811052,0.0026424189411949333,0.2937535904041325,0.017502149127184605,9.564787714611002e-05,0.0012088253982517224,0.005610592672666567,0.0002614200310975651,4.602571926756505e-05
5.41,1.3365899143210789,113.10208628652195,0.00022258103961555437,0.03830754433615572,0.012651107815223722,2.7531687147595663,0.04683128524043715,91.0,164.43714096326852,0.5628590367315263,0.0017599350262270902,0.33948215187941766,0.0,0.00614474102859734,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010353384263212898,0.1381312212854262,0.15336416696279803,0.010419909789327744,9.623507472504571e-05,0.016562638929579904,0.005843432813037194,0.0021877307722710077,0.0026503438123652765,0.29462962916637425,0.017588597421059414,9.564760766278995e-05,0.0012147961446161838,0.005649474126674442,0.0002637236823099578,4.625305391522052e-05
5.42,1.3366386818213878,113.10193398329072,0.0002219175556380901,0.03835327435664075,0.012687668089154724,2.753028576050586,0.04697142394941736,91.0,164.43436660264732,0.5656333973527243,0.0017721129460244365,0.3394811954046885,0.0,0.006198782501314466,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01035376202206387,0.13813626121151312,0.15336396044266254,0.010419937211551286,9.594323989720673e-05,0.01658155161209327,0.005850408470361981,0.002194053067321348,0.002658274744824458,0.2955062978940847,0.01767529250612095,9.564733818022916e-05,0.0012207839361704908,0.005688547147941539,0.00026604306666091506,4.64810375541396e-05
5.43,1.3366873931186851,113.1017817324876,0.00022125755942894993,0.03839893497311609,0.012724234824411058,2.752888330672995,0.04711166932700832,91.0,164.4315843399449,0.5684156600551695,0.001784350849238899,0.3394802389326541,0.0,0.006253192602393528,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010354139345559638,0.13814129532924363,0.1533637539936185,0.010419966588929467,9.565293831790368e-05,0.01660043149683267,0.0058573735407991285,0.0022003764797157554,0.0026662117140279014,0.29638359368970035,0.017762234520727494,9.564706869842759e-05,0.0012267887824706702,0.005727812368395759,0.00026837827202508686,4.670967054816557e-05
5.44,1.336736048259562,113.1016295340692,0.00022060103240994917,0.03844452627904659,0.012760807934677177,2.7527479789019615,0.047252021098042246,91.0,164.42879417235983,0.5712058276402324,0.0017966488617384992,0.33947928246331455,0.0,0.006307972634091023,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010354516234061101,0.13814632364343268,0.15336354761560714,0.010419998239013514,9.536416176728296e-05,0.01661927862752927,0.005864328038605767,0.002206700994527855,0.0026741547044029142,0.29726151465581624,0.017849423552418156,9.564679921738529e-05,0.001232810689562808,0.005767270188073007,0.000270729354293499,4.693895312750163e-05
