Time,w,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT,NS,r5,n3,bm,IC1,sp,delta1,n1,IC2,sv,delta2,n2,IC2ifa,TJ,TJtot,K3,K9,delta,r0,k15,tao1,C,vmax2,NA,K2,K5,tao3,r3,k8,tao4,k11,k14,tao6,k12,k16,tao8,vmax17,K17,r1,rmax20,K20,tao9,vmax19,K19,r4,k26,tao12,k28,tao13,default,c2,compartment,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12
0.1,0.0,9.862642924716955e-05,1.433509157955302e-07,4.857003806886997e-13,9.28303833061257e-09,4.380857225003742e-18,3.187873907980143e-17,1.9842011404997827e-19,1.0077029597219343e-22,9.829573884892887e-06,1.5854112295507617e-08,9.661297128790327e-07,0.09955653190966016,1.286008228798858e-09,1.0,5.0,6.0,0.9999999909979426,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,3.2550671197480805e-09,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009726549384533945,2.808974583340245e-06,1.4188588663884643e-11,8.601193161811126e-08,1.7181556842793288e-16,1.5771085868041249e-15,1.1407578897418451e-17,5.929872244561861e-21,9.66197512098932e-05,3.150190912639779e-07,9.330329998335556e-06,-0.00425268192999736
0.11,0.0,0.00010833950719460753,1.7275541492964056e-07,6.41405042741854e-13,1.0136709730297869e-08,6.364752023776597e-18,5.101058394496876e-17,3.48387177337819e-19,1.9111493198924875e-22,1.0794126110020395e-05,1.915854747781422e-08,1.059110394026071e-06,0.09951418244741068,2.0711291109367614e-09,1.0,5.0,6.0,0.9999999855020966,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,3.914244724318655e-09,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009699618959200181,3.0713969346479434e-06,1.6990221412084443e-11,8.472558396859273e-08,2.264941218106146e-16,2.2913106953403734e-15,1.824306842533128e-17,1.0411703788943618e-20,9.629096940323751e-05,3.458479573488278e-07,9.265880702460397e-06,-0.004217251924093996
0.12,0.0,0.00011802569200468444,2.047684723060437e-07,8.26229437742237e-13,1.0977614086920404e-08,8.945127510363796e-18,7.833369051609457e-17,5.801744502879099e-19,3.3726943601244876e-22,1.1755398769064236e-05,2.277067289641195e-08,1.1514488106521592e-06,0.09947218604613554,3.199999989759999e-09,1.0,5.0,6.0,0.9999999776000006,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,4.629691034426211e-09,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009672763073413273,3.3306957983076436e-06,2.001122780588032e-11,8.345847409611297e-08,2.912423327717619e-16,3.2202458315974597e-15,2.799905544356905e-17,1.7338768230420682e-20,9.596383668469375e-05,3.765572535220403e-07,9.201876576850186e-06,-0.004182069448299435
0.13,0.0,0.0001276850581120812,2.3935911925830426e-07,1.0423326827132088e-12,1.1805942347818035e-08,1.2226025643875265e-17,1.162025889731956e-16,9.252261428260101e-19,5.635664836474937e-22,1.2713408314202726e-05,2.6689296282984294e-08,1.2431493990797564e-06,0.0994305402390848,4.774858516295377e-09,1.0,5.0,6.0,0.999999966575992,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,5.400413190908238e-09,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009645981513639834,3.586925630759647e-06,2.3244397986945902e-11,8.221031420946788e-08,3.66765367803559e-16,4.401369084683695e-15,4.151227308421031e-17,2.76507895913468e-20,9.563834527534776e-05,4.071476662232117e-07,9.138314540101362e-06,-0.0041471327915495425
0.14,0.0,0.00013731767973462178,2.7649693507723656e-07,1.2918008550557563e-12,1.2621882585818888e-08,1.6318654403692875e-17,1.6732997748800885e-16,1.4261987834375951e-18,9.179809773633892e-22,1.3668171119604962e-05,3.0913232219665145e-08,1.3342165648487306e-06,0.09938924257658135,6.916460857512366e-09,1.0,5.0,6.0,0.9999999515847775,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,6.225447967167226e-09,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009619274065651428,3.840139629994089e-06,2.6682748233953533e-11,8.098082083565859e-08,4.537371321421453e-16,5.874715300903773e-15,5.974450906285428e-17,4.26225769581217e-20,9.531448742030943e-05,4.3761987766383677e-07,9.075191530824614e-06,-0.004112440254650846
0.15,0.0,0.00014692363087551234,3.161520250954195e-07,1.5766512018042548e-12,1.3425620059994927e-08,2.134082303704872e-17,2.3483987942443107e-16,2.136202544713222e-18,1.4618970637720198e-21,1.4619703482005933e-05,3.5441302089834974e-08,1.424654682983717e-06,0.09934829062588128,9.765624904632568e-09,1.0,5.0,6.0,0.9999999316406323,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,7.103860441305121e-09,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009592640514410358,4.090389771736422e-06,3.0319509678046494e-11,7.976971472728032e-08,5.528021765732701e-16,7.682695768153279e-15,8.38020052073087e-17,6.384135116194249e-20,9.49922553873708e-05,4.67974565864034e-07,9.012504507353084e-06,-0.004077990150177839
0.16,0.0,0.0001565029853237424,3.5829500493300606e-07,1.8988350186626825e-12,1.4217337265068748e-08,2.7416549917249063e-17,3.22302172429519e-16,3.119477864912717e-18,2.267178693904004e-21,1.5568021621071426e-05,4.0272334033425e-08,1.51446809821897e-06,0.09930768197104768,1.3484773480712325e-08,1.0,5.0,6.0,0.9999999056065983,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,8.034742849908863e-09,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009566080643960517,4.337726844344897e-06,3.4148119492062656e-11,7.857672078700448e-08,6.645770057083596e-16,9.869957038550757e-15,1.1494765343118512e-16,9.322696591138772e-20,9.467164146574448e-05,4.982124046823499e-07,8.950250447479532e-06,-0.004043780802386198
0.17,0.0,0.00016605581665178626,4.0289699373575043e-07,2.260238591021728e-12,1.4997213964179636e-08,3.46759224193329e-17,4.3373990701862706e-16,4.4541617514165226e-18,3.4241134457426546e-21,1.6513141679454077e-05,4.540516290882548e-08,1.6036611251607843e-06,0.09926741421284395,1.8259477547249916e-08,1.0,5.0,6.0,0.9999998721836805,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,9.017213682963927e-09,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009539594237325745,4.582200482450357e-06,3.8162215575731865e-11,7.740156801712837e-08,7.896505138798123e-16,1.2483330475386283e-14,1.5460267169682958e-16,1.3311457998588284e-19,9.435263796491913e-05,5.283340638355269e-07,8.888426348236031e-06,-0.004009810547149386
0.18,0.0,0.00017558219821444296,4.4992960381283563e-07,2.6626849005506443e-12,1.5765427228557285e-08,4.325485559851184e-17,5.736475905866438e-16,6.2342329484830376e-18,5.0443509018356275e-21,1.7455079722979572e-05,5.0838630252073336e-08,1.6922380484761187e-06,0.09922748496861916,2.429999940951001e-08,1.0,5.0,6.0,0.9999998299000454,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,1.005041673358589e-08,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.000951318107640502,4.823859199486458e-06,4.235563008962879e-11,7.624398945871914e-08,9.285847667912841e-16,1.5571745366710633e-14,2.0435251211559432e-16,1.8631278942834857e-19,9.403523721346583e-05,5.583402089222451e-07,8.827029225655862e-06,-0.003976077731885445
0.19,0.0,0.0001850822031475508,4.993649308240459e-07,3.107935206456073e-12,1.652215147634325e-08,5.329486606523465e-17,7.470078568365245e-16,8.571595162942954e-18,7.26406804824882e-21,1.839385174081833e-05,5.6571584236391826e-08,1.7802031230782175e-06,0.09918789187219412,3.184283592019015e-08,1.0,5.0,6.0,0.9999997771002195,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,1.1133520194509817e-08,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009486840941868004,5.062750419121631e-06,4.672238335823243e-11,7.510372213204159e-08,1.0819157275140664e-15,1.9186147506895453e-14,2.659521399511012e-16,2.561658856599245e-19,9.37194315578496e-05,5.882315014462262e-07,8.766056114537368e-06,-0.003942580715484913
0.2,0.0,0.00019455590436757812,5.511755300254347e-07,3.5976942868400915e-12,1.7267558523884816e-08,6.494244727760731e-17,9.593483909982488e-16,1.1593765361938609e-17,1.0269068397000719e-20,1.932947364576654e-05,6.260287962540943e-08,1.8675605743409429e-06,0.09914863257373537,4.115226168097689e-08,1.0,5.0,6.0,0.9999997119342867,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,1.2265715476642587e-08,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.000946057361304816,5.2989205056605895e-06,5.125667198180331e-11,7.398050695820503e-08,1.250155576408521e-15,2.3379274285169366e-14,3.413473278730189e-16,3.464847692427258e-19,9.340521336119208e-05,6.180085988426419e-07,8.705504068189277e-06,-0.003909317868227836
0.21,0.0,0.00020400337457034904,6.053344037454811e-07,4.133612764498756e-12,1.8001817626355122e-08,7.834876502542788e-17,1.2167663779859824e-15,1.5445041373778e-17,1.4304108209350877e-20,2.0261961274421392e-05,6.893137773164943e-08,1.9543145982867243e-06,0.09910970473963963,5.252187224145278e-08,1.0,5.0,6.0,0.9999996323470873,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,1.3446216311670319e-08,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009434378867838266,5.532414793412089e-06,5.5952861848897795e-11,7.287408869688344e-08,1.4337937594937707e-15,2.8205545039299436e-14,4.3268305263402067e-16,4.615818441441173e-19,9.309257500207979e-05,6.476721545009729e-07,8.64537015819324e-06,-0.00387628757171077
0.22,0.0,0.0002134246862277877,6.618150162132854e-07,4.717282305742148e-12,1.8725095492875592e-08,9.367013344900269e-17,1.525873891314071e-15,2.0296191889113372e-17,1.9642300393583855e-20,2.1191330387112597e-05,7.555594638771339e-08,2.040469361712838e-06,0.09907110605244435,6.627612729471745e-08,1.0,5.0,6.0,0.9999995360674165,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,1.4674258491944982e-08,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009408256482591437,5.763277615036093e-06,6.080549286609498e-11,7.178421592243087e-08,1.633294930054318e-15,3.372123239725525e-14,5.422804767810443e-16,6.065606076772987e-19,9.278150887347757e-05,6.772228177799508e-07,8.585651474206561e-06,-0.0038434882187971873
0.23,0.0,0.0002228199115870275,7.205912729441898e-07,5.3502400960201555e-12,1.9437556333881302e-08,1.1106747852252272e-16,1.8938456637593042e-15,2.6343025630850967e-17,2.6608659854979976e-20,2.211759666812714e-05,8.247545990124325e-08,2.1260290023934587e-06,0.0990328342107056,8.277189386897764e-08,1.0,5.0,6.0,0.9999994205972225,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,1.5949098847220046e-08,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009382206232015568,5.991552329015682e-06,6.580926874024639e-11,7.071064095144542e-08,1.849100931765618e-15,3.998426910109818e-14,6.726546419816281e-16,7.872728895157084e-19,9.247200738151328e-05,7.066612340316683e-07,8.526345123715731e-06,-0.0038109182135390935
0.24,0.0,0.0002321891226685901,7.816375122982465e-07,6.0339701538174055e-12,2.0139361896946146e-08,1.307061486376323e-16,2.3284316580793094e-15,3.380873461284715e-17,3.558646433298937e-20,2.30407757258201e-05,8.968879901558798e-08,2.2109976292532703e-06,0.09899488692888811,1.0239998951424105e-07,1.0,5.0,6.0,0.9999992832008074,0.3,0.1,1.0,1.0,0.1,0.4,5.0,1.0,1.7270014519966437e-08,0.0001,0.0043,780.0,0.0003,0.001,3.6e-08,2.5,500000.0,72000.0,6.023e+23,0.002,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,360.0,0.36,2.0,72000.0,0.002,0.0001,0.001,0.0006,2.0,154800.0,0.004,1e-05,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0009356227889070393,6.217281346206902e-06,7.095905203164978e-11,6.96531197877111e-08,2.0816314029937453e-15,4.705417978112538e-14,8.265181823709542e-16,1.0103888810081993e-18,9.216406294431136e-05,7.359880446218982e-07,8.467448231808592e-06,-0.0037785759711094474
