IFNa_env,IFNa_mRNA,IFNb_env,IFNb_mRNA,IRF7Pn,IRF7m,SOCS1m,STAT,STATP2n,STATm,TNFam,TNFenv,w,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3.2103348119866984e-29,3.734989940802683e-25,1.4879398788080987e-09,9.986149859593104e-06,3.719702558581938e-22,4.697299801261277e-22,9.92503492298155e-10,0.09995398042020853,5.222006381301973e-16,9.965422577970867e-08,9.982700229595764e-07,1.6042219776919677e-10,0.0,0.01
1.451062077024018e-27,1.4436817243448145e-23,5.926667658350291e-09,1.9944650580253956e-05,1.0835264393303302e-20,7.461263004756023e-21,1.970163641896534e-09,0.09990833953310933,4.143442205871939e-15,1.986200895466138e-07,1.9930916284173778e-06,6.408430880706821e-10,0.0,0.02
2.064541207089408e-26,1.502718201496301e-22,1.3279069499198833e-08,2.9875578715416654e-05,8.125244624628383e-20,3.74779189558746e-20,2.933202437780342e-09,0.09986307469478664,1.3870360924837495e-14,2.969023461795627e-07,2.9844820605177672e-06,1.4399996027684805e-09,0.0,0.03
1.4569223006590351e-25,8.23987161786137e-22,2.3508716288882103e-08,3.9779010606328695e-05,3.401749604750573e-19,1.175160088148576e-19,3.881838549390686e-09,0.09981818327959968,3.2611794174699695e-14,3.9450571772278193e-07,3.972458482736179e-06,2.5566359523983526e-09,0.0,0.04
6.752276276431035e-25,3.1094526181408298e-21,3.657984709218702e-08,4.965502238236002e-05,1.0314294600318569e-18,2.846519831641446e-19,4.816287375703227e-09,0.09977366268005804,6.318190273744875e-14,4.914348936072482e-07,4.957037978231278e-06,3.989503581730363e-09,0.0,0.05
2.3853052066910905e-24,9.214212759729837e-21,5.245735283680565e-08,5.950368996121708e-05,2.549862689288183e-18,5.856365776255087e-19,5.736761094330296e-09,0.09972951030669543,1.0830322871127826e-13,5.876945308728718e-07,5.938237550190238e-06,5.737361124962121e-09,0.0,0.06
7.170347979366491e-24,2.315937446390824e-20,7.110676090323503e-08,6.932508904896162e-05,5.474506522248166e-18,1.0765135664655659e-18,6.643468709116577e-09,0.0996857235879461,1.706095507622045e-13,6.832892543851716e-07,6.9160741221507216e-06,7.798974361641244e-09,0.0,0.07
2.0176090402952e-23,5.2032106599860336e-20,9.249422213555692e-08,7.911929513944847e-05,1.059483158629806e-17,1.822303426339884e-18,7.5366160939011e-09,0.0996422999700252,2.526482008189062e-13,7.782236570381383e-07,7.89056453825586e-06,1.0173116174176444e-08,0.0,0.08
4.8211407849228585e-23,1.0584308217817836e-19,1.1658649195078664e-07,8.888638351518852e-05,1.8953844106022368e-17,2.8965288665247333e-18,8.41640604562949e-09,0.0995992369167985,3.5688369264846977e-13,8.725022999907748e-07,8.861725563673029e-06,1.2858566501492486e-08,0.0,0.09
1.0077029597219343e-22,1.9842011404997827e-19,1.433509157955302e-07,9.862642924716955e-05,3.187873907980143e-17,4.380857225003742e-18,9.28303833061257e-09,0.09955653190966016,4.857003806886997e-13,9.661297128790327e-07,9.829573884892887e-06,1.5854112295507617e-08,0.0,0.1
1.9111493198924875e-22,3.48387177337819e-19,1.7275541492964056e-07,0.00010833950719460753,5.101058394496876e-17,6.364752023776597e-18,1.0136709730297869e-08,0.09951418244741068,6.41405042741854e-13,1.059110394026071e-06,1.0794126110020395e-05,1.915854747781422e-08,0.0,0.11
3.3726943601244876e-22,5.801744502879099e-19,2.047684723060437e-07,0.00011802569200468444,7.833369051609457e-17,8.945127510363796e-18,1.0977614086920404e-08,0.09947218604613554,8.26229437742237e-13,1.1514488106521592e-06,1.1755398769064236e-05,2.277067289641195e-08,0.0,0.12
5.635664836474937e-22,9.252261428260101e-19,2.3935911925830426e-07,0.0001276850581120812,1.162025889731956e-16,1.2226025643875265e-17,1.1805942347818035e-08,0.0994305402390848,1.0423326827132088e-12,1.2431493990797564e-06,1.2713408314202726e-05,2.6689296282984294e-08,0.0,0.13
9.179809773633892e-22,1.4261987834375951e-18,2.7649693507723656e-07,0.00013731767973462178,1.6732997748800885e-16,1.6318654403692875e-17,1.2621882585818888e-08,0.09938924257658135,1.2918008550557563e-12,1.3342165648487306e-06,1.3668171119604962e-05,3.0913232219665145e-08,0.0,0.14
1.4618970637720198e-21,2.136202544713222e-18,3.161520250954195e-07,0.00014692363087551234,2.3483987942443107e-16,2.134082303704872e-17,1.3425620059994927e-08,0.09934829062588128,1.5766512018042548e-12,1.424654682983717e-06,1.4619703482005933e-05,3.5441302089834974e-08,0.0,0.15
2.267178693904004e-21,3.119477864912717e-18,3.5829500493300606e-07,0.0001565029853237424,3.22302172429519e-16,2.7416549917249063e-17,1.4217337265068748e-08,0.09930768197104768,1.8988350186626825e-12,1.51446809821897e-06,1.5568021621071426e-05,4.0272334033425e-08,0.0,0.16
3.4241134457426546e-21,4.4541617514165226e-18,4.0289699373575043e-07,0.00016605581665178626,4.3373990701862706e-16,3.46759224193329e-17,1.4997213964179636e-08,0.09926741421284395,2.260238591021728e-12,1.6036611251607843e-06,1.6513141679454077e-05,4.540516290882548e-08,0.0,0.17
5.0443509018356275e-21,6.2342329484830376e-18,4.4992960381283563e-07,0.00017558219821444296,5.736475905866438e-16,4.325485559851184e-17,1.5765427228557285e-08,0.09922748496861916,2.6626849005506443e-12,1.6922380484761187e-06,1.7455079722979572e-05,5.0838630252073336e-08,0.0,0.18
7.26406804824882e-21,8.571595162942954e-18,4.993649308240459e-07,0.0001850822031475508,7.470078568365245e-16,5.329486606523465e-17,1.652215147634325e-08,0.09918789187219412,3.107935206456073e-12,1.7802031230782175e-06,1.839385174081833e-05,5.6571584236391826e-08,0.0,0.19
1.0269068397000719e-20,1.1593765361938609e-17,5.511755300254347e-07,0.00019455590436757812,9.593483909982488e-16,6.494244727760731e-17,1.7267558523884816e-08,0.09914863257373537,3.5976942868400915e-12,1.8675605743409429e-06,1.932947364576654e-05,6.260287962540943e-08,0.0,0.2
1.4304108209350877e-20,1.5445041373778e-17,6.053344037454811e-07,0.00020400337457034904,1.2167663779859824e-15,7.834876502542788e-17,1.8001817626355122e-08,0.09910970473963963,4.133612764498756e-12,1.9543145982867243e-06,2.0261961274421392e-05,6.893137773164943e-08,0.0,0.21
1.9642300393583855e-20,2.0296191889113372e-17,6.618150162132854e-07,0.0002134246862277877,1.525873891314071e-15,9.367013344900269e-17,1.8725095492875592e-08,0.09907110605244435,4.717282305742148e-12,2.040469361712838e-06,2.1191330387112597e-05,7.555594638771339e-08,0.0,0.22
2.6608659854979976e-20,2.6343025630850967e-17,7.205912729441898e-07,0.0002228199115870275,1.8938456637593042e-15,1.1106747852252272e-16,1.9437556333881302e-08,0.0990328342107056,5.3502400960201555e-12,2.1260290023934587e-06,2.211759666812714e-05,8.247545990124325e-08,0.0,0.23
3.558646433298937e-20,3.380873461284715e-17,7.816375122982465e-07,0.0002321891226685901,2.3284316580793094e-15,1.307061486376323e-16,2.0139361896946146e-08,0.09899488692888811,6.0339701538174055e-12,2.2109976292532703e-06,2.30407757258201e-05,8.968879901558798e-08,0.0,0.24
4.702388914268861e-20,4.294636566603053e-17,8.449284975567346e-07,0.00024153239126444012,2.837968113581425e-15,1.527557394899265e-16,2.0830671501784565e-08,0.09895726193725592,6.769904527391103e-12,2.2953793225381355e-06,2.3960883092711266e-05,9.719485087080778e-08,0.0,0.25
6.145239202946108e-20,5.4038121235237736e-17,9.104393986774305e-07,0.0002508497889370736,3.4314189360003796e-15,1.7738963149171125e-16,2.1511642086265772e-08,0.09891995698175168,7.559427040802102e-12,2.3791781340153225e-06,2.487793422570584e-05,1.0499250895929425e-07,0.0,0.26
7.952373056278605e-20,6.738950695056319e-17,9.781457572139307e-07,0.0002601413870203375,4.118466585632302e-15,2.0478405835954125e-16,2.218242827056009e-08,0.0988829698238569,8.403881191325313e-12,2.462398087222832e-06,2.5791944506522694e-05,1.1308067307256538e-07,0.0,0.27
1.0196802266812631e-19,8.334643679052815e-17,1.048023526774366e-06,0.00026940725661209544,4.9093808560265376e-15,2.351192783510533e-16,2.284318233846455e-08,0.09884629824053953,9.304559481449886e-12,2.5450431774905714e-06,2.6702929241148458e-05,1.214582492880298e-07,0.0,0.28
1.296211211263784e-19,1.0229258613544491e-16,1.1200490486705696e-06,0.00027864746857375757,5.815078205863914e-15,2.6857894122415683e-16,2.3494054289288776e-08,0.09880994002412735,1.0262708699844644e-11,2.6271173721546192e-06,2.76109036601128e-05,1.30124149921585e-07,0.0,0.29
1.63437263131039e-19,1.2465120028287346e-16,1.194199042306539e-06,0.0002878620935281629,6.847137749616413e-15,3.0534986533851885e-16,2.4135191873365874e-08,0.09877389298219852,1.1279531588772676e-11,2.7086246107258343e-06,2.8515882918567275e-05,1.3907729348806936e-07,0.0,0.3
2.0450007347945527e-19,1.5088759111573576e-16,1.2704505979263732e-06,0.00029705120185713794,8.017810306863494e-15,3.4562188027968456e-16,2.476674062471754e-08,0.09873815493747547,1.2356187942376524e-11,2.7895688050499417e-06,2.941788209632606e-05,1.4831660466302807e-07,0.0,0.31
2.5403648758900035e-19,1.8151116464357522e-16,1.3487811678137635e-06,0.00030621486369902465,9.340031194738214e-15,3.895876309330079e-16,2.5388843894776535e-08,0.09870272372771757,1.3493796085845538e-11,2.869953839468585e-06,3.0316916197904967e-05,1.5784101424368568e-07,0.0,0.32
3.1345170788921086e-19,2.1707294469852818e-16,1.4291685418985683e-06,0.0003153531489467362,1.0827472025093824e-14,4.374419873323139e-16,2.6001642899761673e-08,0.09866759720560019,1.469343810674461e-11,2.94978357100651e-06,3.121300015263469e-05,1.6764945910138195e-07,0.0,0.33
3.843156454688062e-19,2.5817408434176886e-16,1.5115908616950486e-06,0.00032446612724419465,1.2494496117290358e-14,4.893824259201704e-16,2.6605276733345136e-08,0.09863277323862912,1.5956155894264966e-11,3.029061829488188e-06,3.210614881455574e-05,1.777408821552019e-07,0.0,0.34
4.683800780888958e-19,3.054677165787202e-16,1.596026611139425e-06,0.00033355386798359504,1.4356171765547206e-14,5.456088264490909e-16,2.7199882399705376e-08,0.09859824970903441,1.728295273282655e-11,3.1077924176940436e-06,3.299637696242849e-05,1.881142323329295e-07,0.0,0.35
5.675973020249378e-19,3.596606535821498e-16,1.6824546069846392e-06,0.000342616440302595,1.6428286473443397e-14,6.063232583332045e-16,2.7785594846645795e-08,0.09856402451366411,1.8674795011157365e-11,3.185979111515651e-06,3.3883699299735354e-05,1.9876846453181783e-07,0.0,0.36
6.841354407889708e-19,4.2151601183337094e-16,1.7708539925026664e-06,0.00035165391308127883,1.8727352739493586e-14,6.717298514280082e-16,2.8362546995415727e-08,0.0985300955638816,2.013261314660075e-11,3.2636256601031757e-06,3.476813045465474e-05,2.097025395812427e-07,0.0,0.37
8.203946871691978e-19,4.918558171765627e-16,1.8612042312722002e-06,0.00036066635493902695,2.1270613651547365e-14,7.420346686494394e-16,2.893086977015912e-08,0.09849646078546348,2.1657302499023836e-11,3.3407357860108882e-06,3.564968498002422e-05,2.2091542420544103e-07,0.0,0.38
9.790470326905946e-19,5.715589899039503e-16,1.953485089617266e-06,0.00036965383423172765,2.4076087850259758e-14,8.174452270111607e-16,2.9490692139545522e-08,0.09846311811848492,2.324972707777832e-11,3.417313185364172e-06,3.6528377353356834e-05,2.32406090978534e-07,0.0,0.39
1.1630388077961681e-18,6.615670848117358e-16,2.047676638458517e-06,0.00037861641904814977,2.716254743375826e-14,8.981706178793759e-16,3.004214113680781e-08,0.09843006551722742,2.4910718499664183e-11,3.4933615279849995e-06,3.740422197673878e-05,2.44173518292817e-07,0.0,0.4
1.3755985402813966e-18,7.628891168667683e-16,2.1437592530268412e-06,0.0003875541772063035,3.054950336237853e-14,9.84421560355345e-16,3.058534188184839e-08,0.09839730095008424,2.664107548153738e-11,3.568884457520037e-06,3.8277233176728996e-05,2.5621669032561795e-07,0.0,0.41
1.6202652864210982e-18,8.766023817543401e-16,2.2417136027562866e-06,0.0003964671762500869,3.425722494459074e-14,1.0764101503166885e-15,3.112041761384958e-08,0.09836482239945542,2.8441565751242356e-11,3.6438855915871093e-06,3.9147425204303106e-05,2.685345969994827e-07,0.0,0.42
1.9009089008464372e-18,1.0038550907702316e-15,2.341520645822412e-06,0.00040535548344566044,3.83067433551383e-14,1.1743497522421928e-15,3.1647489718504895e-08,0.09833262786164841,3.03129268301305e-11,3.7183685219103934e-06,4.001481223476119e-05,2.811262339455556e-07,0.0,0.43
2.2217509868560536e-18,1.1458690372011065e-15,2.443161623894205e-06,0.00041421916577772034,4.2719854518438795e-14,1.2784548968385956e-15,3.21666777547371e-08,0.0983007153467793,3.2255866773746753e-11,3.7923368144534163e-06,4.0879408367624255e-05,2.939906024671308e-07,0.0,0.44
2.5873937167911974e-18,1.3039402956602495e-15,2.5466180514302515e-06,0.0004230582899459452,4.751913877629524e-14,1.3889410280859657e-15,3.267809948769173e-08,0.09826908287866723,3.427106614700748e-11,3.865794009563592e-06,4.174122762655765e-05,3.0712670949881844e-07,0.0,0.45
