IFNa_env,IFNa_mRNA,IFNb_env,IFNb_mRNA,IRF7Pn,IRF7m,SOCS1m,STAT,STATP2n,STATm,TNFam,TNFenv,w,Time
3.002846032946534e-18,1.479440870198921e-15,2.6518717077905904e-06,0.00043187292236121586,5.272797192586953e-14,1.5060243278619522e-15,3.318187091810179e-08,0.09823772849473304,3.635917937173925e-11,3.9387436221082586e-06,4.260028395926556e-05,3.205335675679741e-07,0.0,0.46
3.473532673483934e-18,1.6738253372586581e-15,2.758904643641878e-06,0.0004406631291410504,5.837049236274681e-14,1.6299219347458212e-15,3.367810629427951e-08,0.0982066502459165,3.852083286263933e-11,4.011189141574429e-06,4.345659123727815e-05,3.3421019476761873e-07,0.0,0.47
4.0053252296018675e-18,1.8886315851303184e-15,2.8676991707401288e-06,0.0004494289761057555,6.44716193180713e-14,1.7608517042175787e-15,3.416691814375524e-08,0.09817584619657257,4.075662691166209e-11,4.083134032207117e-06,4.431016325584188e-05,3.481556147159958e-07,0.0,0.48
4.604567311883637e-18,2.1254834115421353e-15,2.9782378571087257e-06,0.00045817052877422383,7.105705454009443e-14,1.8990321175920337e-15,3.464841729819822e-08,0.09814531442437495,4.306713636402572e-11,4.154581733132921e-06,4.51610137337631e-05,3.6236885652046566e-07,0.0,0.49
5.278100357801158e-18,2.3860931636545748e-15,3.0905035224609835e-06,0.0004668878523596301,7.815328324582135e-14,2.0446821976092e-15,3.5122712917787195e-08,0.09811505302022029,4.545291124541425e-11,4.2255356584813426e-06,4.6009156313239987e-05,3.7684895474159625e-07,0.0,0.5
6.0332915283780435e-18,2.67226299420565e-15,3.2044792292950956e-06,0.00047558101176532427,8.578758701334329e-14,2.1980213122838564e-15,3.5589912521212e-08,0.09808506008812581,4.791447831451613e-11,4.29599919751754e-06,4.685460455972355e-05,3.91594949352989e-07,0.0,0.51
6.878064580651029e-18,2.985883819943914e-15,3.320148266726003e-06,0.00048425007158111867,9.398807673611445e-14,2.359268791076263e-15,3.605012202528132e-08,0.09805533374511598,5.045234416578071e-11,4.365975714795366e-06,4.7697371961833825e-05,4.0660588569396776e-07,0.0,0.52
7.820920228421937e-18,3.328945883982935e-15,3.437494171708233e-06,0.0004928950960770128,1.0278362209900976e-13,2.528644508549089e-15,3.650344573366278e-08,0.09802587212116817,5.306699037673466e-11,4.4354685501963505e-06,4.853747193093272e-05,4.2188081445882213e-07,0.0,0.53
8.870967761246063e-18,3.7035384836980084e-15,3.5565007155744056e-06,0.0005015161491991256,1.1220387698013845e-13,2.706368570979229e-15,3.694998637236534e-08,0.09799667335910414,5.5758876042770944e-11,4.504481019071452e-06,4.9374917800996836e-05,4.374187916520841e-07,0.0,0.54
1.0037954976833165e-17,4.111852206452093e-15,3.677151898746769e-06,0.0005101132945649982,1.222792822090184e-13,2.8926612146102894e-15,3.7389845113923264e-08,0.09796773561449468,5.852843857622297e-11,4.573016412356637e-06,5.0209722828407724e-05,4.532188785517695e-07,0.0,0.55
1.1332298433100686e-17,4.556181605310984e-15,3.799431946979539e-06,0.0005186865954587092,1.3304106405746102e-13,3.0877427437172746e-15,3.782312159927703e-08,0.09793905705556688,6.137609418367096e-11,4.641077996682291e-06,5.1041900191718925e-05,4.6928014167408794e-07,0.0,0.56
1.2765114432324094e-17,5.038927889638885e-15,3.923325307766546e-06,0.0005272361148258892,1.4452123224099724e-13,3.2918334731587752e-15,3.824991395920032e-08,0.09791063586311204,6.430223831216182e-11,4.7086690144805455e-06,5.1871462991411836e-05,4.856016527382835e-07,0.0,0.57
1.4348250737384513e-17,5.562601630574351e-15,4.048816646914191e-06,0.0005357619152686388,1.5675257743084538e-13,3.50515367541668e-15,3.867031883527344e-08,0.09788247023039412,6.730724606434235e-11,4.775792684090558e-06,5.2698424249640595e-05,5.021824886316064e-07,0.0,0.58
1.6094319020113375e-17,6.129825481386568e-15,4.1758908452797045e-06,0.000544264059040346,1.6976866827641931e-13,3.727923532123369e-15,3.908443140040269e-08,0.09785455836305886,7.039147258250552e-11,4.84245219986169e-06,5.3522796909965785e-05,5.19021731374416e-07,0.0,0.59
1.801672804173441e-17,6.743336912712048e-15,4.304532995674704e-06,0.0005527426080404057,1.8360384793837894e-13,3.960363090076437e-15,3.949234537888611e-08,0.09782689847904316,7.355525340155039e-11,4.908650732254641e-06,5.4344593837077114e-05,5.361184680854149e-07,0.0,0.6
2.0129721917711136e-17,7.40598745213882e-15,4.434728390051634e-06,0.0005611976238096191,1.9829326109000413e-13,4.202691942310079e-15,3.9894153080718725e-08,0.0977994888084683,7.679890690683448e-11,4.974391427973867e-06,5.516382781660801e-05,5.534717909364177e-07,0.0,0.61
2.2448439034588632e-17,8.120725871460714e-15,4.5664624616249785e-06,0.0005696291675290563,2.1387302211848188e-13,4.455127634738727e-15,4.028994550269272e-08,0.0977723275934545,8.012274653701325e-11,5.039677410250705e-06,5.598051155541027e-05,5.710807970587544e-07,0.0,0.62
2.498890700495104e-17,8.890633570396937e-15,4.6997208740532345e-06,0.00057803730000725,2.3037992267122513e-13,4.717888230829711e-15,4.067981221063924e-08,0.09774541308819208,8.35270612059736e-11,5.104511778628294e-06,5.67946576802873e-05,5.889445886073092e-07,0.0,0.63
2.776808984168577e-17,9.718918446070836e-15,4.834489493878299e-06,0.0005864220816764999,2.47851504939041e-13,4.9911915751350296e-15,4.106384139503543e-08,0.09771874355880958,8.70121209620219e-11,5.1688976091392775e-06,5.7606278737934105e-05,6.070622726993392e-07,0.0,0.64
3.080392929028832e-17,1.0608914079944092e-14,4.9707543780573545e-06,0.0005947835725879009,2.663260876888594e-13,5.27525498338416e-15,4.144211990396395e-08,0.09769231728326835,9.057817938964028e-11,5.232837954431009e-06,5.841538719471089e-05,6.2543296136943e-07,0.0,0.65
3.411538277625734e-17,1.1564082260372166e-14,5.108501771008205e-06,0.000603121832405537,2.8584276252290857e-13,5.57029520138817e-15,4.181473326171972e-08,0.09766613255127413,9.422547395965573e-11,5.296335843857122e-06,5.922199543630805e-05,6.440557715346048e-07,0.0,0.66
3.7722462100675627e-17,1.258801550706301e-14,5.247718101783393e-06,0.0006114369204005802,3.0644138976287116e-13,5.876528367398402e-15,4.218176568701732e-08,0.097640187664189,9.795422635621832e-11,5.359394283567148e-06,6.002611576740049e-05,6.629298249595259e-07,0.0,0.67
4.164627288397729e-17,1.3684439597439005e-14,5.388389981373093e-06,0.0006197288954452914,3.2816259395902155e-13,6.194169977919702e-15,4.254330011079882e-08,0.09761448093494393,1.017646427805888e-10,5.422016256594189e-06,6.082776041129128e-05,6.820542482217889e-07,0.0,0.68
4.5909054757900814e-17,1.4857216094902115e-14,5.530504200136769e-06,0.0006279978160069286,3.510477590243435e-13,6.523434856978203e-15,4.2899418193642134e-08,0.09758901068795171,1.0565691423173525e-10,5.48420472294064e-06,6.162694150954456e-05,7.014281726773069e-07,0.0,0.69
5.053422230562851e-17,1.6110344879002364e-14,5.674047725363618e-06,0.0006362437401415555,3.7513902299362955e-13,6.864537128843683e-15,4.325020034276996e-08,0.0975637752590206,1.0963121676373929e-10,5.545962619661968e-06,6.242367112160775e-05,7.210507344257904e-07,0.0,0.7
5.554640509558629e-17,1.744796511535465e-14,5.8190076945393125e-06,0.0006444667254883047,4.004792863801663e-13,7.217690071110737e-15,4.359572573628354e-08,0.09753877299525865,1.1368771262176659e-10,5.607292860968102e-06,6.32179612244912e-05,7.409210742704456e-07,0.0,0.71
6.097147021562653e-17,1.887433899841175e-14,5.9653713599661e-06,0.0006526668292695732,4.271123742616685e-13,7.583104613608646e-15,4.393607243108648e-08,0.0975140022548739,1.1782656130033154e-10,5.668198338538634e-06,6.400982371318845e-05,7.610383376130424e-07,0.0,0.72
6.683659263334029e-17,2.0393879945770458e-14,6.113126159348563e-06,0.0006608441082755649,4.550828004139204e-13,7.960991343337222e-15,4.427131725346461e-08,0.09748946140724563,1.2204790491977786e-10,5.7286819212794335e-06,6.479927039914745e-05,7.814016745160612e-07,0.0,0.73
7.317029595701987e-17,2.2011152141117175e-14,6.262259705390768e-06,0.000668998618858764,4.84435787356941e-13,8.351560255018307e-15,4.460153582911383e-08,0.09746514883282156,1.2635187011969354e-10,5.788746455436141e-06,6.558631300998052e-05,8.020102396572878e-07,0.0,0.74
8.000249185460384e-17,2.373086810556707e-14,6.4127597699351836e-06,0.0006771304169290074,5.152173036780789e-13,8.755020349591918e-15,4.4926802622400537e-08,0.09744106292300372,1.307385710683453e-10,5.848394764730423e-06,6.637096318924977e-05,8.228631922770851e-07,0.0,0.75
8.736452520043929e-17,2.5557890972529965e-14,6.564614281540673e-06,0.0006852395579468126,5.47474058926676e-13,9.171579606648589e-15,4.524719095227541e-08,0.09741720208006327,1.352081097349059e-10,5.907629650435398e-06,6.715323249603669e-05,8.439596961434209e-07,0.0,0.76
9.528921995801651e-17,2.7497236752947674e-14,6.717811323156604e-06,0.0006933260969166141,5.812534982368559e-13,9.60144495940758e-15,4.556277300784406e-08,0.09739356471705585,1.3976057614514708e-10,5.9664538914492715e-06,6.793313240450162e-05,8.652989195169441e-07,0.0,0.77
1.0381092579867587e-16,2.9554076590902593e-14,6.8723391298930855e-06,0.0007013900883799098,6.16603796678441e-13,1.0044822272240932e-14,4.5873619863594465e-08,0.09737014925773733,1.4439604862059852e-10,6.024870244367153e-06,6.871067430343303e-05,8.868800351161094e-07,0.0,0.78
1.1296556545628706e-16,3.1733739009597745e-14,7.028186086887346e-06,0.0007094315864083132,6.535738533359961e-13,1.0501916320743404e-14,4.61798014942812e-08,0.09734695413648,1.4911459400117312e-10,6.082881443551082e-06,6.948586949578644e-05,9.0870222008235e-07,0.0,0.79
1.2279068281790059e-16,3.4041712147708146e-14,7.185340727266219e-06,0.0007174506445965153,6.922132851159986e-13,1.0972930774348238e-14,4.6481386789466466e-08,0.09732397779818917,1.53916267851258e-10,6.140490201198238e-06,7.025872919821339e-05,9.30764655945301e-07,0.0,0.8
1.3332548938686586e-16,3.6483645638169634e-14,7.343791729076761e-06,0.0007254473160554101,7.325724234815806e-13,1.1458068150709588e-14,4.6778443570044626e-08,0.09730121869821716,1.588011148694593e-10,6.197699207414524e-06,7.102926454060984e-05,9.530665285861541e-07,0.0,0.81
1.4461083580815304e-16,3.906534133733252e-14,7.503527876197039e-06,0.0007334216534133206,7.74702413353908e-13,1.1957528787154177e-14,4.7071038678917366e-08,0.0972786753021778,1.6376917633168405e-10,6.254511130515549e-06,7.179748656660961e-05,9.756070281397337e-07,0.0,0.82
1.5668934654725907e-16,4.1792767954135915e-14,7.664538096858251e-06,0.0007413737087995502,8.186550918792644e-13,1.2471511929794305e-14,4.735923791144047e-08,0.09725634608597569,1.6882048238664247e-10,6.310928616833847e-06,7.256340623201766e-05,9.983853490282517e-07,0.0,0.83
1.696054860100571e-16,4.4672065468666834e-14,7.826811469191315e-06,0.0007493035338353433,8.644829607279547e-13,1.3000215922778466e-14,4.7643106013742e-08,0.09723422953574433,1.7395505079043488e-10,6.366954290734185e-06,7.332703440410759e-05,1.0214006899389436e-06,0.0,0.84
1.8340558002416255e-16,4.770954286147478e-14,7.990337205214245e-06,0.0007572111796296668,9.122392195441042e-13,1.3543837809190028e-14,4.792270672536422e-08,0.09721232414772514,1.791728898517515e-10,6.422590754764508e-06,7.408838186148182e-05,1.0446522537649915e-06,0.0,0.85
1.9813786721042355e-16,5.091168012506756e-14,8.155104648829716e-06,0.0007650966967717439,9.61977759658016e-13,1.4102573314157483e-14,4.819810279286284e-08,0.09719062842818495,1.8447399864449747e-10,6.477840589716783e-06,7.48474592935537e-05,1.0681392475701162e-06,0.0,0.86
2.1385255104101344e-16,5.4285130258510736e-14,8.3211032738952e-06,0.0007729601353235006,1.0137531575934895e-12,1.46766168298676e-14,4.846935598311152e-08,0.09716914089333423,1.898583672084833e-10,6.5327063546861764e-06,7.560427730001967e-05,1.091860882553182e-06,0.0,0.87
2.3060185258412487e-16,5.783672124513049e-14,8.488322682365661e-06,0.0007808015448119265,1.0676206683700967e-12,1.5266161402481527e-14,4.873652709631194e-08,0.09714786006924549,1.9532597673818075e-10,6.587190587128582e-06,7.635884639032235e-05,1.115816374012806e-06,0.0,0.88
2.4844006393526565e-16,6.157345801332e-14,8.656752602508811e-06,0.0007886209742213489,1.1236362186004175e-12,1.5871398720953787e-14,4.8999675978709137e-08,0.09712678449177209,2.0087679975954428e-10,6.6412958029164965e-06,7.711117698310355e-05,1.1400049413119801e-06,0.0,0.89
2.6742360233515687e-16,6.550252438044935e-14,8.826382887192951e-06,0.0007964184719856194,1.1818563993822362e-12,1.6492519107754217e-14,4.9258861535012344e-08,0.09710591270646737,2.065108002948979e-10,6.69502449639324e-06,7.786127940564808e-05,1.164425807842699e-06,0.0,0.9
2.876110647105146e-16,6.963128494349988e-14,8.997203512158176e-06,0.0008041940859802553,1.2423384592995979e-12,1.7129711508665038e-14,4.951414174074588e-08,0.09708524326850403,2.122279340332798e-10,6.748379140426369e-06,7.860916389332208e-05,1.1890782009904088e-06,0.0,0.91
3.090632140155541e-16,7.396727745023873e-14,9.169204551069958e-06,0.0008119478635246828,1.3051403792140069e-12,1.7783162745831455e-14,4.976557371299518e-08,0.0970647747425126,2.180281530319448e-10,6.8013621866804585e-06,7.935484059012585e-05,1.2139613520491077e-06,0.0,0.92
3.318430847318189e-16,7.851822149625181e-14,9.342376190700398e-06,0.000819679851366869,1.3703208058331458e-12,1.8453058043063552e-14,5.00132136799221e-08,0.09704450570255992,2.239114025926043e-10,6.8539760655081095e-06,8.009831954730404e-05,1.2390744962213388e-06,0.0,0.93
3.5601609011999603e-16,8.329202735204676e-14,9.516708746542268e-06,0.000827390095667709,1.4379389838064201e-12,1.9139581564465004e-14,5.025711694907798e-08,0.09702443473212868,2.2987761805546866e-10,6.906223185835887e-06,8.083961072192877e-05,1.2644168726189582e-06,0.0,0.94
3.816500381705151e-16,8.829679208386468e-14,9.69219264739465e-06,0.0008350786419989366,1.5080547971089888e-12,1.9842915968597965e-14,5.0497337953794314e-08,0.09700456042398979,2.359267276480432e-10,6.958105935343747e-06,8.157872397697433e-05,1.289987724198e-06,0.0,0.95
4.0881518868907187e-16,9.354080123729869e-14,9.868818433696648e-06,0.0008427455353349614,1.5807287620749238e-12,2.056324239826997e-14,5.073393026481746e-08,0.09698488138012226,2.420586526543818e-10,7.009626680513032e-06,8.231566908072205e-05,1.3157862977225302e-06,0.0,0.96
4.375843110183404e-16,9.903253049706169e-14,1.0046576755916648e-05,0.0008503908200446302,1.6560220202853411e-12,2.1300740471683286e-14,5.096694660169171e-08,0.09696539621163362,2.4827330757573186e-10,7.060787766672972e-06,8.305045570615665e-05,1.3418118437284768e-06,0.0,0.97
