Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,parameter_20,parameter_21,parameter_22,parameter_23,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32
5.88,0.19800701416433844,0.0001358323388751468,0.018438867842806708,1.2521865478156144e-06,0.020075628649105354,0.0002702788940160718,0.00011034183912501109,0.0005634480842580547,1.0263589800020625e-08,0.023947340807981516,0.00012030700753604316,1.853726257304922e-11,9.09445391198325e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00012778588081437475,8.766080908543587e-07,3.4711840731360854e-07,9.544218578289097e-08,5.427195377495964e-05,0.00010037814324552678,9.459761290562511e-05,0.00028379283871687535,2.620383685222697e-07,3.5922564300072186e-09,7.843094755968678e-05,2.4629093483508856e-11,7.24071074464988e-07,0.0035,0.0035,0.0035,0.035,0.0009680405617473521,6.573979376031976e-08,7.131197790945208e-06,1.930982184687694e-06,9.860341474515958e-06,0.00035132350135934375,4.729880645281257e-06,0.0034651227478759233,0.0004190784641396766,2.1053726318807556e-06,3.2440209502836135e-13,1.591529434597069e-08,1.7961282150036097e-10,2.514579501005053e-07,5.675856774337507e-05
5.89,0.19832105222274743,0.00013625554443256004,0.01846416474713312,1.2603125577712721e-06,0.02010556324413771,0.0002712124985830571,0.00011072341200981563,0.0005661848055517022,1.0331822907000447e-08,0.023977361383121888,0.00012107190022094384,1.8781695014585435e-11,9.165488622729839e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00012816414033729598,8.805456870395869e-07,3.499251176214372e-07,9.588230630836382e-08,5.454083578786659e-05,0.00010052781622068855,9.492437450406998e-05,0.00028477312351221,2.6376374907327e-07,3.6161380174501564e-09,7.877143156586117e-05,2.490920778341232e-11,7.285811458741559e-07,0.0035,0.0035,0.0035,0.035,0.0009693686492244888,6.616640928299179e-08,7.1534160827094025e-06,1.937659710171774e-06,9.90823409715479e-06,0.00035184735677241,4.7462187252035e-06,0.0034706184138980803,0.0004196038242046331,2.1187582538665173e-06,3.286796627552451e-13,1.603960508977722e-08,1.8080690087250785e-10,2.5312966122151095e-07,5.6954624702441995e-05
5.9,0.19863503151676512,0.00013667891548507143,0.018489448289471522,1.2684737048562295e-06,0.020135488407840508,0.0002721481704468186,0.00011110547932277085,0.000568930815608878,1.0400342150104223e-08,0.02400737329731719,0.00012184006686542097,1.9028898742328356e-11,9.236962921702575e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00012854282502973712,8.844912090427968e-07,3.5274864007922693e-07,9.63233851421054e-08,5.481049572830478e-05,0.00010067744203920254,9.525185965638651e-05,0.00028575557896915957,2.65496278937316e-07,3.6401197525364778e-09,7.911257207301622e-05,2.5191981136281297e-11,7.331122456615087e-07,0.0035,0.0035,0.0035,0.035,0.0009706960351972549,6.659486950495204e-08,7.1756430629662495e-06,1.94434588814849e-06,9.956289273155366e-06,0.00035237104713720894,4.762592982819326e-06,0.00347611305154339,0.00042012903270305087,2.132201170144867e-06,3.3300572799074624e-13,1.6164685112979506e-08,1.8200598762682391e-10,2.5480838267755346e-07,5.71511157938319e-05
5.91,0.19894895205225727,0.0001371024497423886,0.018514718476545483,1.2766700496665403e-06,0.020165404134548,0.0002730859122176802,0.0001114880403676866,0.0005716861343136317,1.0469147862412245e-08,0.02403737654553235,0.0001226115134471835,1.9278899919615204e-11,9.308878837942441e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00012892193434579512,8.884446407987676e-07,3.55589035896726e-07,9.676542074121379e-08,5.5080934059488435e-05,0.00010082702067274,9.558006927618806e-05,0.0002867402078285642,2.6723596627666344e-07,3.6642017518442856e-09,7.94543677482362e-05,2.5477433642356327e-11,7.376644407700224e-07,0.0035,0.0035,0.0035,0.035,0.0009720227200186378,6.702517760749337e-08,7.197878611475401e-06,1.9510407064345157e-06,1.0004507350488555e-05,0.00035289457235459,4.779003463809404e-06,0.0034816066609145023,0.00042065408954681616,2.145701485325711e-06,3.373807485932661e-13,1.6290537966399273e-08,1.832100875922143e-10,2.564941226291e-07,5.734804156571284e-05
5.92,0.19926281383509345,0.00013752614492455438,0.01853997531507457,1.2849016525966617e-06,0.02019531041859136,0.00027402572650406346,0.00011187109445323497,0.000574450781573419,1.0538240375074698e-08,0.024067371122747212,0.00012338624592886523,1.9531724902912613e-11,9.381238406831929e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00012930146774002265,8.924059662275122e-07,3.5844636631688147e-07,9.720841155982455e-08,5.535215124409054e-05,0.0001009765520929568,9.59090042764222e-05,0.00028772701282926667,2.689828192120825e-07,3.688384131276144e-09,7.979681725775613e-05,2.576558551310936e-11,7.422377982643628e-07,0.0035,0.0035,0.0035,0.035,0.000973348704041415,6.745733676132473e-08,7.220122608539105e-06,1.957744152931612e-06,1.0052888677534835e-05,0.00035341793232534884,4.795450213821111e-06,0.0034870992421141356,0.0004211789946480763,2.159259303755142e-06,3.4180518580097075e-13,1.6417167211955878e-08,1.8441920656380723e-10,2.581868891893301e-07,5.7545402565853325e-05
5.93,0.19957661687114694,0.0001379499987619895,0.01856521881177432,1.2931685738389872e-06,0.020225207254298733,0.00027496761591247276,0.0001122546408929636,0.0005772247773190831,1.0607620017318941e-08,0.024097357023956562,0.0001241642702579858,1.9787400242717897e-11,9.454043670105928e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00012968142466742726,8.963751692351159e-07,3.6132069261521944e-07,9.765235604920223e-08,5.5624147744268135e-05,0.00010112603627149367,9.623866556936546e-05,0.0002887159967080964,2.7073684582328404e-07,3.712667006061629e-09,8.013991926703081e-05,2.605645707160909e-11,7.46832385330917e-07,0.0035,0.0035,0.0035,0.035,0.0009746739876181518,6.789135012654682e-08,7.242374935004449e-06,1.9644562156268633e-06,1.0101433603083955e-05,0.00035394112695022787,4.811933278468274e-06,0.003492590795245072,0.0004217037479192399,2.1728747295147513e-06,3.4627950424756324e-13,1.6544576422685376e-08,1.856333503030815e-10,2.5988669042431405e-07,5.7743199341619274e-05
5.94,0.199890361166295,0.00013837400899553573,0.018590448973356235,1.3014708733833867e-06,0.020255094635995202,0.0002759115830474793,0.00011263867900530913,0.0005800081415048372,1.0677287116456835e-08,0.02412733424417019,0.0001249455923669114,2.0045952684460466e-11,9.527296675862672e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013006180458347146,9.003522337145852e-07,3.6421207609922596e-07,9.809725265783199e-08,5.589692402168755e-05,0.00010127547317997602,9.656905406661776e-05,0.0002897071621998533,2.724980541493502e-07,3.737050490759892e-09,8.048367244080446e-05,2.6350068752886528e-11,7.514482692778283e-07,0.0035,0.0035,0.0035,0.035,0.0009759985711012023,6.83272208526278e-08,7.264635472265626e-06,1.97117688259291e-06,1.015014247633465e-05,0.0003544641561299161,4.828452703330889e-06,0.003498081320410163,0.0004222283492729784,2.18654786642095e-06,3.508041719780582e-13,1.667276918275968e-08,1.8685252453799464e-10,2.6159353435319247e-07,5.794143243997065e-05
5.95,0.20020404672641842,0.00013879817337649841,0.018615665806527796,1.309808611016738e-06,0.020284972558002833,0.0002768576305117061,0.00011302320811361054,0.000582800894108246,1.0747241997892034e-08,0.02415730277841289,0.0001257302181728159,2.0307409169403086e-11,9.600999478574648e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013044260694407183,9.043371435466893e-07,3.6712057810772433e-07,9.854309983151165e-08,5.617048053754981e-05,0.00010142486279001417,9.690017067909713e-05,0.0002907005120372914,2.742664521891688e-07,3.761534699262212e-09,8.082807544318006e-05,2.6646441104300302e-11,7.560855175350281e-07,0.0035,0.0035,0.0035,0.035,0.0009773224548427092,6.876495207837874e-08,7.286904102266167e-06,1.9779061419881845e-06,1.0199015646894304e-05,0.0003549870197650496,4.845008533954857e-06,0.003503570817712323,0.0004227527986222256,2.2002788180242785e-06,3.5537966046455403e-13,1.6801749087505637e-08,1.880767349631106e-10,2.6330742894835485e-07,5.8140102407458275e-05
5.96,0.200517673557402,0.00013922248966668997,0.01864086931799247,1.3181818463224694e-06,0.020314841014640702,0.0002778057609058128,0.0001134082275461228,0.0005856030551302098,1.081748498512734e-08,0.024187262621724548,0.00012651815357764197,2.0571796835543372e-11,9.675154139099541e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.0001308238312055992,9.083298826008136e-07,3.700462600102553e-07,9.898989601344429e-08,5.644481775261618e-05,0.00010157420507320351,9.723201631703448e-05,0.00029169604895110346,2.7604204790187424e-07,3.786119744794569e-09,8.117312693768954e-05,2.694559478590226e-11,7.60744197654272e-07,0.0035,0.0035,0.0035,0.035,0.0009786456391946046,6.920454693192964e-08,7.309180707501223e-06,1.984643982057149e-06,1.0248053464778673e-05,0.0003555097177562123,4.861600815851725e-06,0.0035090592872545354,0.0004232770958801796,2.214067687608735e-06,3.6000644462200903e-13,1.69315197434242e-08,1.8930598723972848e-10,2.650283821356198e-07,5.833920979022069e-05
5.97,0.2008312416651342,0.00013964695563847243,0.018666059514449693,1.326590638680094e-06,0.020344700000224904,0.00027875597682848024,0.00011379373663603009,0.0005884146445949457,1.0888016399771984e-08,0.02421721376916013,0.0001273094044680619,2.0839143018515073e-11,9.74976272469116e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013120547682487783,9.123304347358048e-07,3.729891832064533e-07,9.943763964433032e-08,5.6719936127233535e-05,0.00010172350000112452,9.756459188996808e-05,0.00029269377566990424,2.778248492072905e-07,3.810805739920194e-09,8.15188255873634e-05,2.7247550570802735e-11,7.654243773091696e-07,0.0035,0.0035,0.0035,0.035,0.0009799681245086088,6.964600853070494e-08,7.331465171019803e-06,1.9913903911305266e-06,1.029725628041155e-05,0.00035603225000393584,4.878229594498405e-06,0.0035145467291398487,0.0004238012409603023,2.2279145781910835e-06,3.646850028240138e-13,1.706208476820953e-08,1.9054028699600974e-10,2.6675640179441363e-07,5.8538755133980845e-05
5.98,0.20114475105550728,0.00014007156907480057,0.01869123640259489,1.3350350472647468e-06,0.020374549509068567,0.0002797082808763953,0.00011417973472145942,0.0005912356825499703,1.0958836561548964e-08,0.024247156215789767,0.00012810397671543871,2.1109475252489453e-11,9.824827309010363e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013158754325918548,9.163387838008239e-07,3.7594940912542287e-07,9.988632916246048e-08,5.699583612135991e-05,0.00010187274754534284,9.789789830673835e-05,0.0002936936949202151,2.7961486398637994e-07,3.835592796542137e-09,8.186517005480107e-05,2.7552329345535945e-11,7.701261242952193e-07,0.0035,0.0035,0.0035,0.035,0.0009812899111362318,7.008933998139921e-08,7.353757376427029e-06,1.99814535762554e-06,1.0346624444624481e-05,0.00035655461640869994,4.894894915336918e-06,0.0035200331434713777,0.000424325233776321,2.2418195925201775e-06,3.6941581691856544e-13,1.7193447790768136e-08,1.9177963982710688e-10,2.684914957579496e-07,5.873873898404301e-05
5.99,0.20145820173441722,0.00014049632776926455,0.018716399989119465,1.3435151310467188e-06,0.020404389535481873,0.0002806626756442353,0.0001145662211454938,0.0005940661890660813,1.1029945788302327e-08,0.02427708995669876,0.00012890187617578685,2.1382821271076575e-11,9.900349972135964e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.0001319700299662526,9.203549136361956e-07,3.7892699922511265e-07,1.0033596300380846e-07,5.7272518194589984e-05,0.00010202194767740937,9.823193647548235e-05,0.0002946958094264471,2.8141210008169513e-07,3.860481025905814e-09,8.221215900224084e-05,2.7859952110425173e-11,7.748495065298378e-07,0.0035,0.0035,0.0035,0.035,0.0009826109994287718,7.053454437995274e-08,7.3760572078863885e-06,2.004908870046142e-06,1.0396158308656425e-05,0.00035707681687093283,4.911596823774118e-06,0.0035255185303523016,0.00042484907424222834,2.25578283307627e-06,3.741993722438401e-13,1.7325612451237937e-08,1.9302405129529075e-10,2.70233671813407e-07,5.8939161885289414e-05
6.0,0.20177159370776385,0.0001409212295261333,0.0187415502807108,1.3520309487909991e-06,0.020434220073772092,0.00028161916372465307,0.00011495319525618596,0.0005969061842373415,1.1101344396004521e-08,0.024307014986987643,0.00012970310868973367,2.16592090082268e-11,9.976332800575694e-07,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013235293640426226,9.243788080742652e-07,3.819220149916919e-07,1.0078653960212452e-07,5.7549982806180853e-05,0.00010217110036886046,9.856670730362857e-05,0.0002957001219108857,2.832165652978374e-07,3.885470538601582e-09,8.255979109163077e-05,2.8170439979948182e-11,7.79594592052394e-07,0.0035,0.0035,0.0035,0.035,0.000983931389737317,7.098162481152745e-08,7.398364550121998e-06,2.0116809169832544e-06,1.0445858224153478e-05,0.00035759885129101163,4.9283353651814295e-06,0.003531002889885868,0.0004253727622722838,2.2698044020703397e-06,3.7903615764396904e-13,1.7458582401007467e-08,1.9427352693007914e-10,2.719829377021108e-07,5.9140024382177144e-05
6.01,0.20208492698145067,0.0001413462721603971,0.018766687284052282,1.3605825590568072e-06,0.02046404111824357,0.0002825777477082615,0.0001153406564065716,0.0005997556881810599,1.1173032698763692e-08,0.024336931301772207,0.00013050768008248,2.1938666599132045e-11,1.005277788727711e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013273626203184986,9.284104509402509e-07,3.849345179389222e-07,1.0123805738902845e-07,5.7828230415077476e-05,0.00010232020559121785,9.890221169789153e-05,0.00029670663509367463,2.8502826740191736e-07,3.910561444567292e-09,8.290806498469891e-05,2.8483814183102244e-11,7.843614490242396e-07,0.0035,0.0035,0.0035,0.035,0.0009852510824127447,7.143058435048238e-08,7.420679288420847e-06,2.0184614871150033e-06,1.0495724543168548e-05,0.0003581207195692625,4.945110584894577e-06,0.003536486222175387,0.00042589629778101365,2.2838844014434e-06,3.839266654848108e-13,1.7592361302734944e-08,1.9552807222836463e-10,2.7373930111971045e-07,5.934132701873492e-05
6.02,0.20239820156138494,0.00014177145349781066,0.01879181100582326,1.3691700201971324e-06,0.020493852663197778,0.0002835384301836182,0.00011572860395468288,0.0006026147210377741,1.1245011008830994e-08,0.02436683889618354,0.00013131559616376133,2.222122238112716e-11,1.0129687331638522e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.0001331200063081024,9.324498260531015e-07,3.8796456960753056e-07,1.0169051479410345e-07,5.810726147993854e-05,0.0001024692633159889,9.923845056426636e-05,0.0002977153516927991,2.868472141240214e-07,3.935753853090848e-09,8.325697934302426e-05,2.8800096063769302e-11,7.891501457287397e-07,0.0035,0.0035,0.0035,0.035,0.000986570077805721,7.188142606034945e-08,7.443001308635059e-06,2.0252505692069505e-06,1.0545757618161047e-05,0.00035864242160596113,4.961922528213319e-06,0.0035419685273242367,0.000426419680683212,2.2980229328658236e-06,3.8887139166972536e-13,1.7726952830367417e-08,1.9678769265454242e-10,2.7550276971635936e-07,5.9543070338559815e-05
6.03,0.2027114174534777,0.0001421967713749361,0.018816921452699097,1.377793390358269e-06,0.020523654702933325,0.0002845012137372103,0.00011611703726356188,0.0006054833029712336,1.1317279636607923e-08,0.024396737765368083,0.00013212686272780878,2.250690489459134e-11,1.0207063239519932e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013350416869255854,9.364969172263544e-07,3.910122315645804e-07,1.0214391024498998e-07,5.838707645916215e-05,0.00010261827351466663,9.95754248080236e-05,0.00029872627442407084,2.8867341315768185e-07,3.961047872812773e-09,8.360653282810771e-05,2.911930708108099e-11,7.939607505713039e-07,0.0035,0.0035,0.0035,0.035,0.0009878883762667026,7.233415299380912e-08,7.465330497184145e-06,2.032048152112333e-06,1.0595957801996589e-05,0.0003591639573013332,4.9787712404011814e-06,0.00354744980543586,0.00042694291089394147,2.312220097736654e-06,3.9387083565534846e-13,1.7862360669159883e-08,1.9805239364063868e-10,2.7727335109689414e-07,5.974525488481417e-05
6.04,0.20302457466364368,0.0001426222236391857,0.01884201863135112,1.386452727479353e-06,0.02055344723174594,0.00028546610095343903,0.00011650595570127388,0.0006083614541683809,1.138983889065359e-08,0.02442662790448763,0.00013294148555330988,2.279574288384935e-11,1.0284907723253934e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.0001338887486452079,9.40551708268992e-07,3.9407756540284204e-07,1.0259824216747952e-07,5.866767581091144e-05,0.00010276723615872971,9.991313533370365e-05,0.00029973940600111097,2.905068721603515e-07,3.986443611728756e-09,8.395672410144296e-05,2.944146880978353e-11,7.987933320794158e-07,0.0035,0.0035,0.0035,0.035,0.0009892059781459338,7.278876819266603e-08,7.487666741057248e-06,2.038854224772293e-06,1.0646325447946667e-05,0.000359685326555554,4.995656766685183e-06,0.0035529300566137646,0.00042746598832853357,2.3264759971829233e-06,3.989255004673637e-13,1.7998588515694386e-08,1.9932218058643785e-10,2.7905105282101295e-07,5.9947881200222194e-05
6.05,0.2033376731978218,0.0001430478069332998,0.018867102548429614,1.3951481043244877e-06,0.02058323024348414,0.00028643309490702717,0.0001168953581148869,0.0006112491945986682,1.1462689316362015e-08,0.02445650930755216,0.00013375947157062747,2.3087772211768086e-11,1.0363222907284495e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013427374562638303,9.446141749584847e-07,3.9716063701957056e-07,1.0305350810767518e-07,5.894905972659461e-05,0.00010291615121742071,0.0001002515832174595,0.00030075474965237856,2.923475949445516e-07,4.0119412607267046e-09,8.430755107989308e-05,2.9766603226255884e-11,8.036479585821163e-07,0.0035,0.0035,0.0035,0.035,0.0009905228837925547,7.32452754770356e-08,7.5100098639982385e-06,2.045668767010521e-06,1.0696860905476696e-05,0.00036020652926097246,5.012579160872976e-06,0.003558409280961882,0.00042798891288216284,2.340790752485981e-06,4.0403601370594157e-13,1.8135640087747867e-08,2.0059706303633528e-10,2.808358882508694e-07,6.01509499304757e-05
6.06,0.20365071306192403,0.00014347351973496045,0.018892173210606447,1.403879570892677e-06,0.02061300373266047,0.0002874021979316807,0.00011728524414585495,0.0006141465446158364,1.1535831099165445e-08,0.024486381970338603,0.0001345808259429849,2.3383018572679244e-11,1.0442010914105263e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013465915909702836,9.486843050888823e-07,4.0026150593150624e-07,1.0350970692421363e-07,5.923122879643031e-05,0.00010306501866330234,0.00010059076927608825,0.0003017723078282648,2.9419559097322e-07,4.037540884707906e-09,8.465901279564795e-05,3.009473199821315e-11,8.085246990105107e-07,0.0035,0.0035,0.0035,0.035,0.0009918390935568385,7.370367747186554e-08,7.532359786085423e-06,2.052491772552462e-06,1.0747564530777137e-05,0.0003607275653215582,5.029538463804413e-06,0.003563887478583671,0.00042851168448092557,2.355164454002236e-06,4.092028250218868e-13,1.827351909968421e-08,2.0187704423539532e-10,2.826278619295534e-07,6.035446156565295e-05
6.07,0.20396369426187072,0.00014389936025719475,0.0189172306245456,1.4126471803830767e-06,0.020642767693683912,0.00028837341247063276,0.00011767561332141538,0.0006170535245421953,1.1609264476795054e-08,0.024516245888374744,0.00013540555408262544,2.368150943527136e-11,1.0521273873991424e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013504498851851408,9.527620846484734e-07,4.033802326393666e-07,1.0396683727706508e-07,5.951418355064097e-05,0.00010321383846841956,0.00010093069436472147,0.0003027920830941644,2.960508688297507e-07,4.063242566878269e-09,8.501110811364e-05,3.042587697262556e-11,8.134236223458423e-07,0.0035,0.0035,0.0035,0.035,0.0009931546077886438,7.416397697011153e-08,7.554716413502724e-06,2.0593232331247695e-06,1.0798436679488419e-05,0.0003612484346394685,5.046534718236074e-06,0.003569364649582738,0.0004290343030465581,2.369597196445945e-06,4.1442641511724887e-13,1.8412229279484996e-08,2.0316212834391346e-10,2.8442697968147884e-07,6.0558416618832876e-05
6.08,0.20427661680359172,0.0001443253263701506,0.01894227479690209,1.421450990162433e-06,0.02067252212083129,0.00028934674110833367,0.0001180664650207323,0.0006199701546531091,1.1682989754655537e-08,0.02454610105686403,0.00013623366172592932,2.3983274488645134e-11,1.0601013925372946e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013543123335262857,9.568474972895903e-07,4.0651687891149625e-07,1.044248975694097e-07,5.979792444180134e-05,0.00010336261060415646,0.00010127135938791678,0.0003038140781637504,2.9791343595703623e-07,4.089046414129438e-09,8.536383568246945e-05,3.0760060196388395e-11,8.183447975983151e-07,0.0035,0.0035,0.0035,0.035,0.0009944694268373597,7.462617698352773e-08,7.577079634432906e-06,2.0661631378628155e-06,1.084947770642941e-05,0.00036176913711454765,5.06356796939584e-06,0.0035748407940628555,0.0004295567684951206,2.3840890802037635e-06,4.197073035512899e-13,1.8551774369402656e-08,2.044523207064719e-10,2.8623324898906065e-07,6.0762815632750066e-05
6.09,0.20458948069302077,0.00014475141595416145,0.018967305734326922,1.4302910573988983e-06,0.020702267008376345,0.00029032218642742805,0.00011845779862767981,0.0006228964552468742,1.1757007236518502e-08,0.024575947471024658,0.00013706515459438302,2.4288343635356166e-11,1.0681233213211138e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013581789306160952,9.609405266577577e-07,4.09671506542357e-07,1.0488388620232593e-07,6.0082451922160255e-05,0.00010351133504188172,0.00010161276524959981,0.00030483829574879946,2.9978329976067286e-07,4.114952532781475e-09,8.571719415048382e-05,3.109730383415396e-11,8.232882939000927e-07,0.0035,0.0035,0.0035,0.035,0.0009957835510521634,7.509028051344215e-08,7.599449337593476e-06,2.073011475984397e-06,1.09006879668203e-05,0.00036228967264658607,5.080638262479992e-06,0.003580315912127864,0.00043007908074293153,2.398640205401703e-06,4.2504601361873296e-13,1.869215812311949e-08,2.057476266390738e-10,2.880466772947033e-07,6.096765914975989e-05
6.1,0.20490228593609533,0.0001451776268997732,0.018992323443467095,1.4391674390617615e-06,0.02073200235058975,0.0002912997510087454,0.00011884961353084837,0.0006258324466446975,1.1831317224532912e-08,0.024605785126089557,0.00013790003839455543,2.45967469924069e-11,1.0761933889009624e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013620496710814355,9.650411563924186e-07,4.128441773519715e-07,1.053438015748699e-07,6.0367766443661684e-05,0.00010366001175294876,0.00010195491285306088,0.00030586473855918265,3.0166046760936436e-07,4.140961028586519e-09,8.607118216583691e-05,3.143763016870578e-11,8.282541805053187e-07,0.0035,0.0035,0.0035,0.035,0.0009970969807820225,7.555629055074247e-08,7.621825412238092e-06,2.0798682367898465e-06,1.0952067816282207e-05,0.00036281004113532066,5.097745642653045e-06,0.0035857900038816686,0.0004306012397065673,2.4132506719047203e-06,4.3044307236712075e-13,1.8833384305766844e-08,2.0704805142932599e-10,2.8986727200105635e-07,6.117294771183653e-05
6.11,0.20521503253875642,0.0001456039571077712,0.019017327930965583,1.4480801919211828e-06,0.020761728141739134,0.000292279437431292,0.00011924190912355139,0.0006287781491906754,1.190592001923552e-08,0.024635614017306462,0.0001387383188180741,2.4908514892238648e-11,1.0843118110825352e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00013659245495536564,9.69149370127656e-07,4.1603495318536783e-07,1.058046420841547e-07,6.0653868457965864e-05,0.00010380864070869567,0.00010229780310095218,0.0003068934093028566,3.0354494683532947e-07,4.167072006732431e-09,8.64257983765479e-05,3.178106160133295e-11,8.332425267901386e-07,0.0035,0.0035,0.0035,0.035,0.0009984097163756932,7.60242100758621e-08,7.644207748157988e-06,2.0867334096621496e-06,1.1003617610836821e-05,0.0003633302424804349,5.11489015504761e-06,0.003591263069428238,0.00043112324530286314,2.4279205793162972e-06,4.358990106141764e-13,1.8975456693944367e-08,2.083536003366216e-10,2.9169504047127024e-07,6.137868186057131e-05
