value_component_environment_variable_time,value_component_rate_constants_variable_k1,value_component_rate_constants_variable_kn1,value_component_rate_constants_variable_k2,value_component_rate_constants_variable_kn2,value_component_rate_constants_variable_k2_,value_component_rate_constants_variable_k3_,value_component_rate_constants_variable_kn3_,value_component_rate_constants_variable_k4,value_component_rate_constants_variable_k5,value_component_rate_constants_variable_k6,value_component_rate_constants_variable_k7,value_component_rate_constants_variable_kn7,value_component_rate_constants_variable_k8,value_component_rate_constants_variable_kn8,value_component_rate_constants_variable_k8_,value_component_rate_constants_variable_k9,value_component_rate_constants_variable_kn9,value_component_rate_constants_variable_k9_,value_component_rate_constants_variable_k10,value_component_rate_constants_variable_k11,value_component_rate_constants_variable_k12,value_component_rate_constants_variable_k13,value_component_rate_constants_variable_k14,value_component_rate_constants_variable_k14_,value_component_rate_constants_variable_k15,value_component_rate_constants_variable_k16,value_component_rate_constants_variable_k17,value_component_rate_constants_variable_k18,value_component_rate_constants_variable_kn18,value_component_rate_constants_variable_k20,value_component_rate_constants_variable_k21,value_component_rate_constants_variable_k22,value_component_rate_constants_variable_k23,value_component_rate_constants_variable_kn23,value_component_rate_constants_variable_kPlk1,value_component_rate_constants_variable_kPlk1_,value_component_rate_constants_variable_kctak1,value_component_rate_constants_variable_kctak1_,value_component_rate_constants_variable_kex,value_component_Chk1P_variable_Chk1P,value_component_Rad3_variable_Rad3,value_component_p53_variable_p53,value_component_preMPF_variable_preMPF,value_component_MPF_variable_MPF,value_component_p21_variable_p21,value_component_p21_MPF_variable_p21_MPF,value_component_iCdc25_variable_iCdc25,value_component_iCdc25Ps216_variable_iCdc25Ps216,value_component_iCdc25Ps216_protein1433_variable_iCdc25Ps216_protein1433,value_component_aCdc25_variable_aCdc25,value_component_aCdc25Ps216_variable_aCdc25Ps216,value_component_protein1433_variable_protein1433,value_component_Wee1_variable_Wee1,value_component_Wee1P_variable_Wee1P,value_component_aCdc25_T_variable_aCdc25_T,value_component_V_1_variable_V_1,value_component_V_1_variable_Chk1,value_component_V_1_variable_Chk1_T,value_component_V_n1_variable_V_n1,value_component_V_2_variable_V_2,value_component_V_n2_variable_V_n2,value_component_V_2__variable_V_2_,value_component_V_3__variable_V_3_,value_component_V_n3__variable_V_n3_,value_component_V_4_variable_V_4,value_component_V_5_variable_V_5,value_component_V_6_variable_V_6,value_component_V_7_variable_V_7,value_component_V_n7_variable_V_n7,value_component_V_8_variable_V_8,value_component_V_n8_variable_V_n8,value_component_V_9_variable_V_9,value_component_V_n9_variable_V_n9,value_component_V_10_variable_V_10,value_component_V_11_variable_V_11,value_component_V_12_variable_V_12,value_component_V_13_variable_V_13,value_component_V_14_variable_V_14,value_component_V_15_variable_V_15,value_component_V_16_variable_V_16,value_component_V_17_variable_V_17,value_component_V_18_variable_V_18,value_component_V_n18_variable_V_n18,value_component_V_20_variable_V_20,value_component_V_21_variable_V_21,value_component_V_22_variable_V_22,value_component_V_23_variable_V_23,value_component_V_n23_variable_V_n23,value_component_V_ex_variable_V_ex,value_component_V_in_variable_V_in
0.0,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,1e-06,0.0,0.0,1e-06,1e-08,0.0,0.0,1e-06,2e-05,0.03,1e-06,0.0,2.0,0.001,0.0,1e-06,0.0,0.999999,1.0,9.999999999999999e-06,9.999999999999999e-14,0.0,9.999999999999999e-14,0.004,0.0,0.0,0.0,0.0,1e-14,1e-08,1.0000000000000002e-12,0.0,1e-12,1.0000000000000001e-11,0.0,0.0,0.2,1.0,0.0005,1e-18,0.0002,0.0,2.0000000000000003e-13,0.0,0.0,0.01,0.0,0.0,0.0,0.03,1e-05
0.1,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,3.6513719213548793e-07,0.0,0.0,5.099999841168005e-05,1.0001540170198567e-08,0.0009950170034988242,4.814964689359748e-14,2.0009994896971883e-06,-3.888987138067911e-09,0.027163134759620174,9.990004950177192e-07,7.33495901089152e-15,2.079581546407032,0.001019999999899046,1.0045234518514537e-13,9.990005023526783e-07,0.0,0.9999996348628079,1.0,3.6513719213548793e-06,3.647722356927325e-14,7.334959010891521e-17,7.306393351325757e-14,-8.087465886540325e-07,0.0,0.0,0.0,0.0,2.0013076776753263e-14,9.990004950177192e-09,1.0201570972592844e-12,1.0045234518514538e-15,5.094902403325416e-11,1.0201570972592844e-11,0.0,0.0,0.20795815464070322,1.0,0.0005,1.0003080577609557e-18,0.0002,1.0045234518514537e-14,-3.889586108277177e-17,7.334959010891521e-17,0.0,0.01,9.950170034988243e-05,9.951702530524098e-13,4.814964689359748e-14,0.027163134759620174,1e-05
0.2,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,1.3279150607719683e-07,0.0,0.0,0.00010099999185405817,1.0007959987997733e-08,0.0019801341504741797,1.85953649301534e-13,3.0019979827809465e-06,-2.3007951042544666e-10,0.0245779321132426,9.98001994036169e-07,9.637469698338853e-15,2.1583911215085427,0.0010399999997961515,2.0183596855017883e-13,9.980020036736387e-07,0.0,0.9999998672084939,1.0,1.3279150607719683e-06,1.325261878561085e-14,9.637469698338853e-17,3.986398333741887e-14,-4.9660157254331625e-08,0.0,0.0,0.0,0.0,3.004387569572162e-14,9.98001994036169e-09,1.0408278385477536e-12,2.0183596855017885e-15,1.0079819424137125e-10,1.0408278385477535e-11,0.0,0.0,0.21583911215085427,1.0,0.0005,1.001592631213636e-18,0.0002,2.0183596855017884e-14,-2.3026265343959777e-18,9.637469698338853e-17,0.0,0.01,0.000198013415047418,1.9817103348813476e-12,1.85953649301534e-13,0.0245779321132426,1e-05
0.30000000000000004,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,5.335643607722658e-08,0.0,0.0,0.0001509999803373197,1.0019258347569198e-08,0.0029554479751439646,4.043324460300159e-13,4.002995479540517e-06,-1.0851582686728813e-10,0.02223917966088665,9.97004493601384e-07,1.0409199554574122e-14,2.2364164256275756,0.0010599999996912658,3.04192662928715e-13,9.970045040105834e-07,0.0,0.999999946643564,1.0,5.335643607722658e-07,5.31966065315499e-15,1.0409199554574123e-16,2.1358557242153058e-14,-2.4268657764656135e-08,0.0,0.0,0.0,0.0,4.010704587366809e-14,9.97004493601384e-09,1.0620413845330061e-12,3.04192662928715e-15,1.5054766050181727e-10,1.0620413845330062e-11,0.0,0.0,0.22364164256275756,1.0,0.0005,1.0038553783533506e-18,0.0002,3.04192662928715e-14,-1.0872481041834505e-18,1.0409199554574123e-16,0.0,0.01,0.0002955447975143965,2.961139679576765e-12,4.043324460300159e-13,0.02223917966088665,1e-05
0.4,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,2.8628645815111188e-08,0.0,0.0,0.00020099996387207503,1.0035432944676606e-08,0.0039210568213462835,6.949799479693926e-13,5.003991979527483e-06,1.4461211140569522e-10,0.020123310248397978,9.960079917269442e-07,1.0633511179589022e-14,2.3136653288955986,0.0010799999995843327,4.0756769212582247e-13,9.960080023604554e-07,0.0,0.9999999713713542,1.0,2.8628645815111186e-07,2.8514360024170883e-15,1.0633511179589023e-16,1.4325751404354943e-14,3.3458402829774476e-08,0.0,0.0,0.0,0.0,5.021722596624761e-14,9.960079917269442e-09,1.0838267576079333e-12,4.075676921258225e-15,2.0019757249074916e-10,1.0838267576079334e-11,0.0,0.0,0.23136653288955988,1.0,0.0005,1.0070991438710058e-18,0.0002,4.075676921258225e-14,1.4512451469999574e-18,1.0633511179589023e-16,0.0,0.01,0.00039210568213462836,3.9349502802887425e-12,6.949799479693926e-13,0.020123310248397978,1e-05
0.5,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,1.330805059787064e-08,0.0,0.0,0.00025099994246892404,1.0056480737662432e-08,0.004877058076538198,1.050337796184814e-12,6.004987483222062e-06,9.404967699887059e-11,0.01820856969732137,9.950124869600284e-07,1.0764477274565843e-14,2.390145620422056,0.0010999999994752952,5.120080926887155e-13,9.950124977245057e-07,0.0,0.9999999866919494,1.0,1.330805059787064e-07,1.3241676521977158e-15,1.0764477274565844e-16,7.991467726629907e-15,2.247924235809595e-08,0.0,0.0,0.0,0.0,6.038904095492667e-14,9.950124869600284e-09,1.1062128806151993e-12,5.120080926887156e-15,2.4974807968471134e-10,1.1062128806151992e-11,0.0,0.0,0.2390145620422056,1.0,0.0005,1.0113280482697553e-18,0.0002,5.1200809268871557e-14,9.458087651225155e-19,1.0764477274565844e-16,0.0,0.01,0.0004877058076538198,4.904604060316738e-12,1.050337796184814e-12,0.01820856969732137,1e-05
0.6000000000000001,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,4.954499372189552e-09,0.0,0.0,0.0003009999161383955,1.0082397638610792e-08,0.005823547111535275,1.4639652859599403e-12,7.005981991542088e-06,-9.274655874412755e-11,0.01647592885428083,9.940179782885663e-07,1.0826258143211044e-14,2.4658649310502923,0.001119999999364093,6.17563377742419e-13,9.940179891148245e-07,0.0,0.9999999950455006,1.0,4.954499372189552e-08,4.924861449375829e-16,1.0826258143211044e-16,3.4711133378666585e-15,-2.2870048668273997e-08,0.0,0.0,0.0,0.0,7.063709628767369e-14,9.940179782885662e-09,1.1292285348832622e-12,6.175633777424191e-15,2.991993313636187e-10,1.129228534883262e-11,0.0,0.0,0.24658649310502923,1.0,0.0005,1.0165474214306449e-18,0.0002,6.17563377742419e-14,-9.351076848710688e-19,1.0826258143211044e-16,0.0,0.01,0.0005823547111535275,5.871531764568196e-12,1.4639652859599403e-12,0.01647592885428083,1e-05
0.7000000000000001,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,1.7342334738487495e-09,0.0,0.0,0.0003509998848910414,1.0113178786476361e-08,0.006760618414750539,1.9301713579514053e-12,8.006975504903639e-06,1.382988502408667e-11,0.014908171230704734,9.930244647086863e-07,1.083665669620939e-14,2.540830821989993,0.0011399999992506627,7.242854451990563e-13,9.93024475545343e-07,0.0,0.9999999982657666,1.0,1.7342334738487493e-08,1.72213626704854e-16,1.0836656696209389e-16,1.3885964944890883e-15,3.5139398133777227e-09,0.0,0.0,0.0,0.0,8.097597482002734e-14,9.930244647086863e-09,1.1529023809004871e-12,7.242854451990562e-15,3.485514766104021e-10,1.152902380900487e-11,0.0,0.0,0.25408308219899933,1.0,0.0005,1.022763851672355e-18,0.0002,7.242854451990563e-14,1.3986409984500044e-19,1.0836656696209389e-16,0.0,0.01,0.000676061841475054,6.837134273551661e-12,1.9301713579514053e-12,0.014908171230704734,1e-05
0.8,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,8.418765678483165e-10,0.0,0.0,0.0004009998487374374,1.014881861477302e-08,0.007688365599368337,2.4439468993314455e-12,9.007968024289388e-06,-8.502211176604205e-10,0.013489739710421361,9.92031945207844e-07,1.0823471083472793e-14,2.6150507809349297,0.0011599999991349379,8.322286083826414e-13,9.92031956031315e-07,0.0,0.9999999991581234,1.0,8.418765678483165e-09,8.351684492274689e-17,1.0823471083472793e-16,7.58359720357613e-16,-2.2233713977052514e-07,0.0,0.0,0.0,0.0,9.142023356618828e-14,9.92031945207844e-09,1.1772629584357344e-12,8.322286083826415e-15,3.978046643112615e-10,1.1772629584357344e-11,0.0,0.0,0.261505078093493,1.0,0.0005,1.0299851927556336e-18,0.0002,8.322286083826415e-14,-8.628739905585196e-18,1.0823471083472793e-16,0.0,0.01,0.0007688365599368337,7.80278279120499e-12,2.4439468993314455e-12,0.013489739710421361,1e-05
0.9,1.0,10.0,0.1,0.01,0.1,100.0,0.0,0.0,1.0,0.01,1.0,0.01,0.1,0.01,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.01,0.1,0.01,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,5.419641559483436e-10,0.0,0.0,0.00045099980768817285,1.0189311014711947e-08,0.00860688147765848,3.0008114132657047e-12,1.0008959550655973e-05,-5.651549856959979e-10,0.012206365483982344,9.910404187862244e-07,1.0804206222098864e-14,2.6885322350580494,0.0011799999990168499,9.414491473154704e-13,9.910404295904306e-07,0.0,0.9999999994580359,1.0,5.419641559483436e-09,5.371083840781691e-17,1.0804206222098865e-16,5.424497314792377e-16,-1.519437396847461e-07,0.0,0.0,0.0,0.0,1.0198440179530525e-13,9.910404187862245e-09,1.2023386987342476e-12,9.414491473154705e-15,4.4695904315648843e-10,1.2023386987342475e-11,0.0,0.0,0.26885322350580493,1.0,0.0005,1.0382205895453021e-18,0.0002,9.414491473154704e-14,-5.758539920771604e-18,1.0804206222098865e-16,0.0,0.01,0.0008606881477658481,8.76981922426258e-12,3.0008114132657047e-12,0.012206365483982344,1e-05
