Time,G_alpha,PLC,Ca_cyt,Ca_ER,Ca_mit,Enz,Product,k1,k2,k3,K4,k5,K6,k7,k8,K9,k10,K11,k12,k13,k14,K15,k16,K17,k18,K19,k20,K21,k_act,KM,k_inact,p,k_enz,k_rem,cytoplasm,ER,mit
7.67,2.5832286907435456,13.00513782387603,0.1270407606604091,16.6930257272533,0.481112763241705,2.729183232066325,3.0576695419534663,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.68,2.5411333661138076,12.9589495001253,0.12472713352598368,16.728552779298425,0.4810344702135116,2.71837286444337,3.0478004619820744,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.69,2.498772789148543,12.912129466326636,0.1224350659233231,16.76405053960118,0.4809570902786457,2.707599683941793,3.037904206673826,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.7,2.456147384045209,12.864676238336425,0.1201644412679533,16.79951285897139,0.4808806316479426,2.6968638207720868,3.0279824799105763,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.71,2.4132570198766237,12.816588128985114,0.11791513274050554,16.834934236005154,0.48080510568955204,2.6861655738642254,3.0180373344479827,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.72,2.3701023798525966,12.767863751750271,0.11568702480916465,16.870308323911246,0.4807305198620242,2.675505047218319,3.008070389581746,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.73,2.326683730405668,12.718501565832078,0.11347999663805654,16.905629195340488,0.48065688353348496,2.6648824379334357,2.9980834765440005,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.74,2.2830012240763673,12.668499988181878,0.1112939259574892,16.94089103855955,0.48058420660117335,2.6542979690231534,2.9880784852698326,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.75,2.239056385706963,12.61785792958183,0.1091287104244021,16.976086817775602,0.48051249382381556,2.6437516316330454,2.9780567320439886,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.76,2.1948493576301127,12.56657380450055,0.10698422741370629,17.01121071714906,0.4804417550401914,2.6332436442183074,2.9680201006199045,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.77,2.150380905918143,12.514646250743919,0.10486036592250057,17.046256394186454,0.48037199795181584,2.6227741320409432,2.957970237507086,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.78,2.1056528138449715,12.462074268410932,0.10275704208941054,17.08121672618587,0.4803032272871329,2.61234309939271,2.9479084645214892,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.79,2.060665742933118,12.408856458070343,0.10067414212188032,17.116085450845056,0.48023545105323523,2.6019506839691537,2.9378364615452095,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.8,2.015421880329693,12.354991931558512,0.0986115509611682,17.150855265604505,0.48016867358962223,2.591596884480996,2.9277555054689914,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.81,1.9699224967579803,12.300479498926649,0.09656916127274252,17.18551947122022,0.48010290130755895,2.5812817760828803,2.917667101320816,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.82,1.9241697365474935,12.245318249799434,0.09454690998330782,17.220070866052524,0.4800381390602272,2.5710053822954952,2.907572586732587,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.83,1.8781660120861248,12.189507359929271,0.09254474541746258,17.254502091230094,0.47997439120509383,2.560767709897911,2.897473245854156,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.84,1.8319132754960128,12.133045854337196,0.0905625585280135,17.28880607780418,0.4799116629918885,2.5505687959473256,2.8873704601275434,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.85,1.7854149625159157,12.075933214565556,0.08860019779396246,17.322975044102687,0.4798499575231047,2.5404086128744705,2.8772653888258914,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.86,1.7386736953902466,12.018168665435889,0.08665759833957846,17.35700159176789,0.4797892791142323,2.530287169717775,2.8671593144123766,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.87,1.6916933376377996,11.959751783863561,0.08473478438759831,17.39087777573363,0.47972963063702584,2.5202044360171505,2.8570533679613836,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.88,1.6444779738471325,11.900682213076399,0.08283168059527599,17.424595650968318,0.4796710149040556,2.5101603824134124,2.846948684474423,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.89,1.5970319581249497,11.840959665820144,0.08094823394309547,17.458147179069098,0.47961343450201216,2.5001549742074345,2.836846375880318,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.9,1.5493604276438553,11.780584058519352,0.07908439341087603,17.491524102042103,0.4795568914636108,2.4901881653397893,2.8267475031095914,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.91,1.5014690860294762,11.719555442316992,0.07724013399307224,17.52471803775167,0.4795013875227268,2.4802599045411355,2.8166531006559468,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.92,1.4533639605035953,11.657873946575311,0.07541543166502657,17.55772053249584,0.4794469242314758,2.470370137212369,2.806564187100541,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.93,1.4050522175885682,11.595539971479054,0.07361028035113652,17.590522891020036,0.47939350253932933,2.460518798174929,2.7964817286084074,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.94,1.356541868226925,11.53255410088653,0.07182469944386428,17.623116288434293,0.4793411230683103,2.45070581771348,2.7864066657192628,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.95,1.3078413721598323,11.468917016624754,0.07005870849846746,17.655491831918116,0.47928978625944957,2.4409311234365734,2.776339924600075,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.96,1.258960849111432,11.404629759264509,0.06831233982543465,17.68764038652655,0.47923949191363846,2.4311946339295245,2.7662823814923088,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.97,1.2099112105219543,11.339693524369533,0.06658566310470954,17.719552749331584,0.4791902396276862,2.4214962659547314,2.756234899851876,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.98,1.1607050586116505,11.274109841158182,0.06487876386066585,17.75121953584172,0.4791420284807966,2.411835930049373,2.746198305741617,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
7.99,1.1113566815646754,11.207880553220283,0.06319174782959898,17.78263122595864,0.479094857122259,2.4022135324721114,2.736173397110221,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.0,1.0618822256807456,11.141007845770737,0.06152476637384771,17.813778182612296,0.4790487237778555,2.392628975966684,2.7261609473314916,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.01,1.0122999817064038,11.073494278847836,0.059878002525057934,17.844650665368572,0.47900362623289655,2.383082159839947,2.716161705205945,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.02,0.9626306426648643,11.005342799588982,0.058251646216842784,17.875238844439057,0.4789595618372381,2.373572980322541,2.7061763962583147,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.03,0.9128983311819387,10.936556927149693,0.05664601413371948,17.905532788784235,0.4789165273428759,2.364101330049689,2.696205717779689,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.04,0.8631307648307828,10.867140733476779,0.055061436148295076,17.935522514282635,0.4788745189527594,2.354667098900786,2.686250343887435,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.05,0.813359622251258,10.797098872019289,0.05349830382899769,17.965198011165622,0.47883353232645576,2.345270174381361,2.6763109277038675,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.06,0.7636216114967862,10.72643669977813,0.05195709481081477,17.99454927233787,0.47879356249601435,2.33591044163126,2.666388100353506,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.07,0.713960189982158,10.655160481380678,0.05043839519886151,18.023566334207022,0.4787546037142735,2.3265877832541224,2.656482468304417,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.08,0.6644268827881783,10.58327752706851,0.04894294174555996,18.052239334356273,0.47871664937597697,2.3173020796044264,2.6465946147578556,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.09,0.615082461569271,10.510796275973295,0.04747161343350171,18.08055859046181,0.47867969199512067,2.3080532093490236,2.6367251036407424,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.1,0.5659992203212958,10.437726502904717,0.04602547901335228,18.10851468379029,0.47864372307760217,2.2988410496214553,2.626874480003244,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.11,0.517263950274765,10.364079590139985,0.04460583550102674,18.136098565982632,0.47860873294590706,2.289665476037367,2.617043269450175,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.12,0.4689827488369787,10.289868932708595,0.04321429691770652,18.163301721457827,0.47857471048203926,2.2805263627753076,2.607231977810258,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.13,0.4212858009872509,10.21511033558814,0.04185289638396856,18.190116341387753,0.47854164288223106,2.271423582739569,2.5974410919620277,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.14,0.3743339564804047,10.139822521820616,0.04052414221336158,18.216535557893863,0.47850951533939234,2.262357007720505,2.5876710806597822,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.15,0.32832913888156856,10.06402792654821,0.03923124507283919,18.242553787842155,0.47847831054969325,2.2533265085631853,2.577922395113318,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.16,0.2835264153402321,9.987753615041685,0.03797828493658547,18.268167140157978,0.4784480081320873,2.2443319552748027,2.5681954693448996,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.17,0.2402500461522489,9.91103247834574,0.03677046930669691,18.29337395676654,0.4784185838820016,2.2353732171370835,2.558490720664541,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.18,0.1989146752819031,9.83390489987131,0.035614509554804476,18.318175561787584,0.4783900087275044,2.226450162843215,2.548808550196335,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.19,0.16004668548522688,9.75642075042097,0.03451895738408904,18.342577170955956,0.4783622474665811,2.217562660616969,2.539149343312366,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.2,0.12430104377215892,9.67864185157019,0.03349449954450899,18.366589054038677,0.4783352572051192,2.2087105783282173,2.529513470094275,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.21,0.09245192800661974,9.600644615847305,0.032553823299333894,18.390227858203055,0.47830898564058355,2.199893783604329,2.519901285787037,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.22,0.06531505201885865,9.52252166340983,0.03171034521774077,18.413517671869915,0.4782833699219053,2.1911121438903107,2.5103131312118814,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.23,0.04355496071903802,9.444380865002293,0.030975001234378977,18.43649026260074,0.4782583370166092,2.182365526449775,2.5007493332003423,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.24,0.027387118974237935,9.366339086470067,0.030351062583152528,18.459183336157604,0.4782338073630024,2.1736537982449353,2.4912102049969005,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.25,0.016349957798108578,9.288510072868819,0.029829787843132286,18.481636279917588,0.47820970243251476,2.164976825716624,2.4816960466493874,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.26,0.009397164919527724,9.21099071750094,0.029391496147626463,18.503884629612784,0.47818595384926743,2.156334474585542,2.472207145380213,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.27,0.005289799362488864,9.133852820294694,0.02901241730714123,18.52595602479525,0.47816250943744776,2.1477266098404755,2.4627437759434034,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.28,0.0029668828286120398,9.057143413310305,0.028671788916788784,18.547869375535118,0.4781393336520293,2.1391530959498932,2.4533062009741604,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.29,0.0016863941296602477,8.980890464745416,0.02835487850095209,18.56963645151794,0.4781164040850895,2.130613797174716,2.44389467133607,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.3,0.0009897110426091507,8.905109439585608,0.02805249974188442,18.591264168347667,0.47809370708359583,2.12210857784969,2.434509426467532,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.31,0.0006127568796230301,8.82980834182312,0.02775933647256664,18.61275648418691,0.47807123426330633,2.1136373025785633,2.4251506947245773,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.32,0.00040914317849702114,8.754990954176721,0.027472430468304748,18.634115665820527,0.47804898023146347,2.105199836351561,2.415818693718228,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.33,0.00029920947727460627,8.680658733885666,0.027190163009753007,18.655343045892465,0.47802694124405726,2.0967960446103504,2.4065136306445813,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.34,0.00023994080345952519,8.60681186969586,0.02691165034627177,18.676439450854943,0.47800511445524374,2.0884257932820978,2.3972357026065185,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.35,0.00020815216534477907,8.533449857936853,0.026636405524943205,18.697405436341374,0.4779834975083198,2.0800889487965994,2.387985096926632,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.36,0.00019132928911433922,8.4605718134065,0.026364154508560046,18.71824141503012,0.4779620883153536,2.0717853780944333,2.3787619914512748,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.37,0.00018269632953333474,8.388176636647765,0.026094737448475753,18.738947725790663,0.4779408849389106,2.0635149486303987,2.369566554845772,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.38,0.00017856983607729909,8.31626310404663,0.025828055910909375,18.759524671064895,0.47791988552855214,2.055277528374539,2.360398946880983,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.39,0.00017693846176549476,8.244829916535995,0.02556404466073703,18.77997253711692,0.4778990882866387,2.0470729858118846,2.3512593187114095,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.4,0.00017669865784825873,8.173875726059018,0.025302656537727678,18.80029160503191,0.47787849144983746,2.038901189941513,2.342147813145035,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
8.41,0.00017724218676951577,8.103399150036271,0.0250438543266332,18.820482156701352,0.4778580932790763,2.0307620102752826,2.3330645649051878,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
