AMP,CDK5,CK1,CK1P,CK1P_PP2B,Ca,D,D137,D137_CDK5,D137_PKA,D137_PP2C,D34,D34_137,D34_137_CDK5,D34_137_PP2B,D34_137_PP2C,D34_75,D34_75_134_PP2A,D34_75_137,D34_75_137_PP2AP,D34_75_137_PP2B,D34_75_137_PP2C,D34_75_CK1,D34_75_PP2A,D34_75_PP2AP,D34_75_PP2B,D34_CDK5,D34_CK1,D34_PP2B,D75,D75CK1,D75_137,D75_137_PKA,D75_137_PP2A,D75_137_PP2AP,D75_137_PP2C,D75_PKA,D75_PP2A,D75_PP2AP,D_CDK5,D_CK1,D_PKA,Empty,PDE,PDEP,PDE_PKA,PKA,PP2A,PP2AP,PP2A_PKA,PP2B,PP2Binactive,PP2BinactiveCa2,PP2C,R2C2,cAMP,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2,cAMP4_R2C,cAMP4_R2C2,cAMP_PDE,cAMP_PDEP,cAMP_R2C2,Time
0.0,2e-07,1.66e-07,0.0,0.0,0.0,4.98e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,2e-07,0.0,0.0,0.0,3.32e-07,0.0,1.33e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.5497214717976458e-07,1.3446692057575284e-07,1.4922272937264268e-09,1.1778147416722069e-24,2.4775123714774093e-10,4.903729154699977e-06,4.770725694575243e-10,1.4608473373234802e-12,0.0,1.5796226496309611e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.217917789526547e-10,1.4957986323895935e-12,2.3627606025336592e-14,0.0,3.575889118366644e-17,0.0,4.848009366279688e-17,0.0,1.7428387001381664e-12,0.0,4.5026391736655625e-08,3.0039356078997406e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.99998257125541e-07,0.0,0.0,2.139557698760615e-20,3.319999318588974e-07,6.814108120032261e-14,1.329984203288703e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
0.0,1.2597679887090048e-07,1.129556878252046e-07,2.722532845160945e-09,2.6318113748388704e-22,4.905338190553304e-10,4.851425742046542e-06,1.6852640030671804e-09,8.676624007311563e-12,0.0,1.1056858337881584e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52109241005684e-09,9.0449740563498e-12,2.9707031417074817e-13,0.0,8.744061562395352e-16,0.0,1.2233230044884844e-15,0.0,1.1557689372892127e-11,0.0,7.401452465819762e-08,5.03127345446077e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9998844143622098e-07,0.0,0.0,1.3133544049135356e-18,3.319994646172912e-07,5.353813951610515e-13,1.3298894191833917e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
0.0,1.0720233518669204e-07,9.81813724663741e-08,3.7736639066951585e-09,5.787891625981147e-21,7.276932952472106e-10,4.8147089111417404e-06,3.3768945469682438e-09,2.2493644517367783e-11,0.0,3.2856213780433193e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.004711242966655e-09,2.3737584631639234e-11,1.2122196185762055e-12,0.0,5.196567053174292e-15,0.0,7.495587831617369e-15,0.0,3.2634746330661774e-11,0.0,9.27751717122367e-08,6.402122668489785e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.999673600571023e-07,0.0,0.0,1.4327948668806753e-17,3.319982260333204e-07,1.7739523458201536e-12,1.3296713629063174e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
0.0,9.500997369039593e-08,8.797790863112449e-08,4.701360166082417e-09,5.051284327717292e-20,9.586508037075048e-10,4.788240580405368e-06,5.3872445248832785e-09,4.218142968390173e-11,0.0,6.88921993044511e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.924076005312385e-09,4.4829943101259187e-11,3.1503648938224677e-12,0.0,1.745853281836322e-14,0.0,2.5947694633922244e-14,0.0,6.521710739348456e-11,0.0,1.0494784493718667e-07,7.327590132877945e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.999347654340737e-07,0.0,0.0,7.736451004750119e-17,3.3199587639522656e-07,4.123527358371542e-12,1.3293108185300095e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
0.0,8.707693622604644e-08,8.089116455031357e-08,5.543588528261631e-09,2.6514838335719894e-19,1.1829057799658757e-09,4.768552434371215e-06,7.605159430743204e-09,6.692353038207547e-11,0.0,1.1955779657099204e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1119769368929315e-08,7.131697113187533e-11,6.435287293421859e-12,0.0,4.308937022533248e-14,0.0,6.592456054988834e-14,0.0,1.0820764868738183e-10,0.0,1.1285614014486829e-07,7.949392982425628e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9989174926194241e-07,0.0,0.0,2.8322822844600643e-16,3.3199211061373607e-07,7.889102770548343e-12,1.328803762788685e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
0.0,8.191065798288505e-08,7.593754649202558e-08,6.326290776012074e-09,1.0141527713176376e-18,1.4000375877320954e-09,4.7533740483751e-06,9.955374897223013e-09,9.610594750137448e-11,0.0,1.8433564705408345e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4489193904159804e-08,1.0234083544765591e-10,1.1338383176237549e-11,0.0,8.784506396731144e-14,0.0,1.3818633433880764e-13,0.0,1.6000199468281063e-10,0.0,1.179932358403394e-07,8.363382160237708e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9983991016025327e-07,0.0,0.0,8.105120769472301e-16,3.31986659735595e-07,1.3339452878709573e-11,1.3281552616661158e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
0.0,7.854669994630361e-08,7.244785235663017e-08,7.067238475821398e-09,3.1113100755457394e-18,1.6097053461779812e-09,4.741209655476915e-06,1.2386874606112848e-08,1.2930221525795635e-10,0.0,2.6219727332168253e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.796613780811226e-08,1.3725273392854334e-10,1.8091389163790533e-11,0.0,1.5741885034544047e-13,0.0,2.542784307455227e-13,0.0,2.1892591697370005e-10,0.0,1.2132399633941684e-07,8.634765463456851e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.99780916664176e-07,0.0,0.0,1.9550766838708928e-15,3.31979291565814e-07,2.0706475997970196e-11,1.327375484482476e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
0.0,7.63596103523341e-08,6.99655973473371e-08,7.778627794702671e-09,8.129820893282322e-18,1.8116462820363195e-09,4.731068969383449e-06,1.4865136954293905e-08,1.6618949043845262e-10,0.0,3.518602915328467e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.150783078658296e-08,1.7556441106756849e-10,2.6897065405337588e-11,0.0,2.572393073789176e-13,0.0,4.260972387824111e-13,0.0,2.8344347528693926e-10,0.0,1.2347419748744918e-07,8.808020738146341e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.997162992854057e-07,0.0,0.0,4.15931880120975e-15,3.319698105428024e-07,3.018528974896774e-11,1.3264771361122843e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
0.0,7.49407539374634e-08,6.817693682565167e-08,8.46887395979006e-09,1.879841701598361e-17,2.0056727777792448e-09,4.722291327434556e-06,1.7366788497430012e-08,2.064863293332218e-10,0.0,4.519544861587527e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5086497269749547e-08,2.1689029543485798e-10,3.7935764111452595e-11,0.0,3.923789168154169e-13,0.0,6.655894549296442e-13,0.0,3.5224132458626636e-10,0.0,1.2485275645363143e-07,8.913729530462087e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9964736629649694e-07,0.0,0.0,8.037067852972627e-15,3.3195805694769985e-07,4.193499643381577e-11,1.3254737992438638e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
0.0,7.402414845192994e-08,6.686639377438855e-08,9.143768775985851e-09,3.9472185382096494e-17,2.1916683260039247e-09,4.714437095061597e-06,1.987615981109348e-08,2.4991840696412023e-10,0.0,5.611180277671768e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8684213375677673e-08,2.6090370763042785e-10,5.1368635204403664e-11,0.0,5.675253154986138e-13,0.0,9.845489305711223e-13,0.0,4.2423992242115856e-10,0.0,1.2572592933350642e-07,8.972892964428808e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9957519255226338e-07,0.0,0.0,1.4391285529740496e-14,3.3194390551722645e-07,5.608005201575444e-11,1.3243789742330231e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
0.0,7.343599363065393e-08,6.588579218576041e-08,9.807307218313552e-09,7.666597937528589e-17,2.369582621877995e-09,4.707212278980669e-06,2.2382823796130362e-08,2.9620438336952895e-10,0.0,6.780571470031456e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.228941503717944e-08,3.073102222421689e-10,6.733914333152987e-11,0.0,7.869718747957956e-13,0.0,1.3944576538922464e-12,0.0,4.985782338609438e-10,0.0,1.2626779779053054e-07,8.999958594924794e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9950063479426433e-07,0.0,0.0,2.4224535366908564e-14,3.3192726358598645e-07,7.27121128121621e-11,1.3232054839534303e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
