Time,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,Empty,k57,cAMP_delay,cAMP_Ca_delay,kon_high,spike_duration,spike_interval,kon_low,Spine,von1,voff1,vcat1,von2,voff2,vcat2,von3,voff3,vcat3,von4,von5,von6,voff4,vcat4,voff5,vcat5,vcat6,voff6,von7,von8,von9,von10,voff7,vcat7,vcat8,voff8,vcat9,voff9,vcat10,voff10,von11,von12,von13,voff11,vcat11,voff12,vcat12,vcat13,voff13,von14,von18,voff18,voff14,vcat14,vcat18,von21,vcat21,voff21,von17,voff17,vcat17,von19,vcat19,voff19,von27,voff27,vcat27,von15,vcat15,voff15,von22,vcat22,voff22,von25,vcat25,voff25,von16,vcat16,voff16,von23,vcat23,voff23,vcat26,von26,voff26,von20,vcat20,voff20,von24,vcat24,voff24,von28,vcat28,voff28,von29,voff29,vcat29,vcat30,von31,vcat31,voff31,vcat32,von33,voff33,vcat33,vcat34,von35,von36,voff35,voff36,von37,von38,von39,von40,voff37,voff38,voff39,voff40,von41,voff41,von42,von43,von44,voff44,vcat44,von45,voff45,vcat45,v57,v58
0.0,4.98e-06,2e-07,0.0,0.0,1.66e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,3.32e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,5.5776e-21,0.0,0.0,3.637392e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6600000000000002e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,0.0
0.01,4.903729154699977e-06,1.5497214717976458e-07,4.5026391736655625e-08,7.217917789526547e-10,1.3446692057575284e-07,3.0039356078997406e-08,4.770725694575243e-10,0.0,0.0,0.0,0.0,0.0,2.139557698760615e-20,0.0,0.0,0.0,1.4957986323895935e-12,0.0,1.99998257125541e-07,1.7428387001381664e-12,0.0,0.0,2.3627606025336592e-14,1.4608473373234802e-12,0.0,1.5796226496309611e-12,1.329984203288703e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.575889118366644e-17,0.0,0.0,0.0,0.0,0.0,4.848009366279688e-17,2e-06,3.319999318588974e-07,0.0,1.4922272937264268e-09,1.1778147416722069e-24,0.0,0.0,0.0,2.4775123714774093e-10,6.814108120032261e-14,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,4.255672043234458e-21,5.403167008398676e-22,1.350791752099669e-22,2.9013131785881998e-21,3.604722729479689e-22,9.011806823699223e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.270513183756952e-25,0.0,5.485569716326838e-25,0.0,1.7949583588675123e-26,4.487395897168781e-27,0.0,0.0,1.7428387001381663e-26,4.1828128803315995e-26,0.0,0.0,4.140245785166395e-25,0.0,4.75874235900645e-25,1.7530168047881763e-26,4.382542011970441e-27,0.0,0.0,4.738867948892884e-27,1.8955471795571536e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7956824095441748e-29,3.5758891183666445e-31,8.582133884079946e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3568257081419987e-29,1.4544028098839065e-31,5.817611239535626e-31,0.0,0.0,0.0,9.578119183779282e-37,2.826755380013297e-38,7.066888450033242e-39,1.3446692057575286e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0378380086187503e-26,1.254763678181212e-32,6.814108120032261e-29,2.1395576987606154e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,4.211771031511596e-25
0.02,4.851425742046542e-06,1.2597679887090048e-07,7.401452465819762e-08,2.52109241005684e-09,1.129556878252046e-07,5.03127345446077e-08,1.6852640030671804e-09,0.0,0.0,0.0,0.0,0.0,1.3133544049135356e-18,0.0,0.0,0.0,9.0449740563498e-12,0.0,1.9998844143622098e-07,1.1557689372892127e-11,0.0,0.0,2.9707031417074817e-13,8.676624007311563e-12,0.0,1.1056858337881584e-11,1.3298894191833917e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.744061562395352e-16,0.0,0.0,0.0,0.0,0.0,1.2233230044884844e-15,2e-06,3.319994646172912e-07,0.0,2.722532845160945e-09,2.6318113748388704e-22,0.0,0.0,0.0,4.905338190553304e-10,5.353813951610515e-13,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,3.422535675680276e-21,8.881742958983716e-22,2.220435739745929e-22,2.4111829791533917e-21,6.037528145352924e-22,1.509382036338231e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252995599895042e-24,0.0,1.9159194988550238e-24,0.0,1.085396886761976e-25,2.71349221690494e-26,0.0,0.0,1.1557689372892128e-25,2.7738454494941107e-25,0.0,0.0,1.188903320409072e-24,0.0,1.6809110746572678e-24,1.0411948808773876e-25,2.602987202193469e-26,0.0,0.0,3.317057501364475e-26,1.32682300054579e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257603906863105e-28,8.744061562395353e-30,2.0985747749748845e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9630300067687298e-28,3.669969013465454e-30,1.4679876053861816e-29,0.0,0.0,0.0,1.0726951514141724e-34,6.316347299613289e-36,1.5790868249033223e-36,1.129556878252046e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.988684914986405e-26,3.864759191902064e-31,5.353813951610515e-28,1.3133544049135356e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,8.339074923940617e-25
0.03,4.8147089111417404e-06,1.0720233518669204e-07,9.27751717122367e-08,5.004711242966655e-09,9.81813724663741e-08,6.402122668489785e-08,3.3768945469682438e-09,0.0,0.0,0.0,0.0,0.0,1.4327948668806753e-17,0.0,0.0,0.0,2.3737584631639234e-11,0.0,1.999673600571023e-07,3.2634746330661774e-11,0.0,0.0,1.2122196185762055e-12,2.2493644517367783e-11,0.0,3.2856213780433193e-11,1.3296713629063174e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.196567053174292e-15,0.0,0.0,0.0,0.0,0.0,7.495587831617369e-15,2e-06,3.319982260333204e-07,0.0,3.7736639066951585e-09,5.787891625981147e-21,0.0,0.0,0.0,7.276932952472106e-10,1.7739523458201536e-12,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,2.8904290157039917e-21,1.1133020605468404e-21,2.783255151367101e-22,2.079944807256702e-21,7.682547202187742e-22,1.9206368005469355e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.162025441982381e-24,0.0,3.8029598013957364e-24,0.0,2.848510155796708e-25,7.12127538949177e-26,0.0,0.0,3.2634746330661774e-25,7.832339119358826e-25,0.0,0.0,2.0272614942395326e-24,0.0,3.367619980993632e-24,2.699237342084134e-25,6.748093355210335e-26,0.0,0.0,9.856864134129959e-26,3.9427456536519837e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.211365563572231e-28,5.196567053174292e-29,1.2471760927618303e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2088902842804996e-27,2.248676349485211e-29,8.994705397940844e-29,0.0,0.0,0.0,1.6220658824537096e-33,1.3890939902354753e-34,3.472734975588688e-35,9.818137246637411e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7580552122471376e-25,2.8181230409955448e-30,1.7739523458201537e-27,1.4327948668806753e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,1.237078601920258e-24
0.04,4.788240580405368e-06,9.500997369039593e-08,1.0494784493718667e-07,7.924076005312385e-09,8.797790863112449e-08,7.327590132877945e-08,5.3872445248832785e-09,0.0,0.0,0.0,0.0,0.0,7.736451004750119e-17,0.0,0.0,0.0,4.4829943101259187e-11,0.0,1.999347654340737e-07,6.521710739348456e-11,0.0,0.0,3.1503648938224677e-12,4.218142968390173e-11,0.0,6.88921993044511e-11,1.3293108185300095e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.745853281836322e-14,0.0,0.0,0.0,0.0,0.0,2.5947694633922244e-14,2e-06,3.3199587639522656e-07,0.0,4.701360166082417e-09,5.051284327717292e-20,0.0,0.0,0.0,9.586508037075048e-10,4.123527358371542e-12,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,2.5476114247785613e-21,1.2593741392462403e-21,3.1484353481156006e-22,1.8535413260616825e-21,8.793108159453535e-22,2.1982770398633837e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0674319930384198e-24,0.0,6.0203334541348334e-24,0.0,5.379593172151103e-25,1.3448982930377757e-25,0.0,0.0,6.521710739348456e-25,1.5652105774436294e-24,0.0,0.0,2.8663149792081833e-24,0.0,5.3709918217454274e-24,5.0617715620682075e-25,1.2654428905170519e-25,0.0,0.0,2.066765979133533e-25,8.267063916534132e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.393496371096915e-27,1.745853281836322e-28,4.190047876407172e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1408606017565137e-27,7.784308390176674e-29,3.1137233560706695e-28,0.0,0.0,0.0,1.091155277417415e-32,1.2123082386521502e-33,3.0307705966303755e-34,8.79779086311245e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.051079830254378e-25,1.1368705499509411e-29,4.1235273583715425e-27,7.736451004750119e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,1.6297063663027584e-24
0.05,4.768552434371215e-06,8.707693622604644e-08,1.1285614014486829e-07,1.1119769368929315e-08,8.089116455031357e-08,7.949392982425628e-08,7.605159430743204e-09,0.0,0.0,0.0,0.0,0.0,2.8322822844600643e-16,0.0,0.0,0.0,7.131697113187533e-11,0.0,1.9989174926194241e-07,1.0820764868738183e-10,0.0,0.0,6.435287293421859e-12,6.692353038207547e-11,0.0,1.1955779657099204e-10,1.328803762788685e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.308937022533248e-14,0.0,0.0,0.0,0.0,0.0,6.592456054988834e-14,2e-06,3.3199211061373607e-07,0.0,5.543588528261631e-09,2.6514838335719894e-19,0.0,0.0,0.0,1.1829057799658757e-09,7.889102770548343e-12,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,2.3252932428224847e-21,1.3542736817384196e-21,3.385684204346049e-22,1.6972285423962895e-21,9.539271578910753e-22,2.384817894727688e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95776081264783e-24,0.0,8.446450572069658e-24,0.0,8.558036535825041e-25,2.1395091339562603e-25,0.0,0.0,1.0820764868738185e-24,2.596983568497164e-24,0.0,0.0,3.7085103033425525e-24,0.0,7.579323351134567e-24,8.030823645849057e-25,2.0077059114622642e-25,0.0,0.0,3.5867338971297614e-25,1.4346935588519046e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888171169523937e-27,4.3089370225332485e-28,1.0341448854079795e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.413425477593885e-27,1.97773681649665e-28,7.9109472659866e-28,0.0,0.0,0.0,4.710302274279438e-32,6.363561200572774e-33,1.5908903001431936e-33,8.089116455031357e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.645453006292318e-25,3.311686182660439e-29,7.889102770548344e-27,2.8322822844600643e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,2.010939825941989e-24
0.06,4.7533740483751e-06,8.191065798288505e-08,1.179932358403394e-07,1.4489193904159804e-08,7.593754649202558e-08,8.363382160237708e-08,9.955374897223013e-09,0.0,0.0,0.0,0.0,0.0,8.105120769472301e-16,0.0,0.0,0.0,1.0234083544765591e-10,0.0,1.9983991016025327e-07,1.6000199468281063e-10,0.0,0.0,1.1338383176237549e-11,9.610594750137448e-11,0.0,1.8433564705408345e-10,1.3281552616661158e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.784506396731144e-14,0.0,0.0,0.0,0.0,0.0,1.3818633433880764e-13,2e-06,3.31986659735595e-07,0.0,6.326290776012074e-09,1.0141527713176376e-18,0.0,0.0,0.0,1.4000375877320954e-09,1.3339452878709573e-11,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,2.1803711772705777e-21,1.4159188300840728e-21,3.539797075210182e-22,1.5882220762868768e-21,1.003605859228525e-21,2.5090146480713126e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.841204877208079e-24,0.0,1.1002972990786782e-23,0.0,1.228090025371871e-24,3.0702250634296774e-25,0.0,0.0,1.6000199468281063e-24,3.840047872387455e-24,0.0,0.0,4.566527326467869e-24,0.0,9.916712663704135e-24,1.153271370016494e-24,2.883178425041235e-25,0.0,0.0,5.530069411622504e-25,2.2120277646490016e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.610273606146989e-27,8.784506396731146e-28,2.108281535215475e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1294349955729851e-26,4.145590030164229e-28,1.6582360120656918e-27,0.0,0.0,0.0,1.5382605228712951e-31,2.4339666511623306e-32,6.0849166279058265e-33,7.593754649202558e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.507287937025606e-25,7.844019474151301e-29,1.3339452878709574e-26,8.105120769472302e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,2.380063899144562e-24
0.07,4.741209655476915e-06,7.854669994630361e-08,1.2132399633941684e-07,1.796613780811226e-08,7.244785235663017e-08,8.634765463456851e-08,1.2386874606112848e-08,0.0,0.0,0.0,0.0,0.0,1.9550766838708928e-15,0.0,0.0,0.0,1.3725273392854334e-10,0.0,1.99780916664176e-07,2.1892591697370005e-10,0.0,0.0,1.8091389163790533e-11,1.2930221525795635e-10,0.0,2.6219727332168253e-10,1.327375484482476e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5741885034544047e-13,0.0,0.0,0.0,0.0,0.0,2.542784307455227e-13,2e-06,3.31979291565814e-07,0.0,7.067238475821398e-09,3.1113100755457394e-18,0.0,0.0,0.0,1.6097053461779812e-09,2.0706475997970196e-11,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,2.0854756842710712e-21,1.4558879560730023e-21,3.639719890182506e-22,1.511358011292012e-21,1.0361718556148223e-21,2.590429639037056e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.727075637100349e-24,0.0,1.3639307624834394e-23,0.0,1.64703280714252e-24,4.1175820178563e-25,0.0,0.0,2.1892591697370006e-24,5.254222007368802e-24,0.0,0.0,5.448509488569468e-24,0.0,1.2331525261134541e-23,1.5516265830954765e-24,3.879066457738691e-25,0.0,0.0,7.865918199650477e-25,3.1463672798601907e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.373439438130757e-26,1.5741885034544048e-27,3.778052408290572e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8010549842185607e-26,7.628352922365682e-28,3.051341168946273e-27,0.0,0.0,0.0,4.145097949030104e-31,7.467144181309776e-32,1.866786045327444e-32,7.244785235663017e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.602085734164459e-25,1.6096083669572502e-28,2.0706475997970198e-26,1.9550766838708927e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,2.736499088502568e-24
0.08,4.731068969383449e-06,7.63596103523341e-08,1.2347419748744918e-07,2.150783078658296e-08,6.99655973473371e-08,8.808020738146341e-08,1.4865136954293905e-08,0.0,0.0,0.0,0.0,0.0,4.15931880120975e-15,0.0,0.0,0.0,1.7556441106756849e-10,0.0,1.997162992854057e-07,2.8344347528693926e-10,0.0,0.0,2.6897065405337588e-11,1.6618949043845262e-10,0.0,3.518602915328467e-10,1.3264771361122843e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.572393073789176e-13,0.0,0.0,0.0,0.0,0.0,4.260972387824111e-13,2e-06,3.319698105428024e-07,0.0,7.778627794702671e-09,8.129820893282322e-18,0.0,0.0,0.0,1.8116462820363195e-09,3.018528974896774e-11,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,2.023070465091979e-21,1.48169036984939e-21,3.704225924623475e-22,1.4564530927511994e-21,1.056962488577561e-21,2.6424062214439026e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.621156205966386e-24,0.0,1.632276460734165e-23,0.0,2.106772932810822e-24,5.266932332027055e-25,0.0,0.0,2.834434752869393e-24,6.802643406886543e-24,0.0,0.0,6.356537967718206e-24,0.0,1.47886982212865e-23,1.9942738852614316e-24,4.985684713153579e-25,0.0,0.0,1.0555808745985403e-24,4.222323498394161e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.041277298468783e-26,2.572393073789176e-27,6.173743377094023e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.675875671652275e-26,1.2782917163472335e-27,5.113166865388934e-27,0.0,0.0,0.0,9.706137850235868e-31,1.9511570143877575e-31,4.877892535969394e-32,6.996559734733711e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0895455837258657e-24,2.9721000008131475e-28,3.0185289748967743e-26,4.15931880120975e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,3.079798679461743e-24
0.09,4.722291327434556e-06,7.49407539374634e-08,1.2485275645363143e-07,2.5086497269749547e-08,6.817693682565167e-08,8.913729530462087e-08,1.7366788497430012e-08,0.0,0.0,0.0,0.0,0.0,8.037067852972627e-15,0.0,0.0,0.0,2.1689029543485798e-10,0.0,1.9964736629649694e-07,3.5224132458626636e-10,0.0,0.0,3.7935764111452595e-11,2.064863293332218e-10,0.0,4.519544861587527e-10,1.3254737992438638e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.923789168154169e-13,0.0,0.0,0.0,0.0,0.0,6.655894549296442e-13,2e-06,3.3195805694769985e-07,0.0,8.46887395979006e-09,1.879841701598361e-17,0.0,0.0,0.0,2.0056727777792448e-09,4.193499643381577e-11,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-08,400.0,50.0,6.6e-06,2.0,2.0,2.5e-08,1e-15,1.981795605385627e-21,1.4982330774435774e-21,3.7455826936089434e-22,1.4165859730124454e-21,1.0696475436554505e-21,2.674118859138626e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.525410373961032e-24,0.0,1.903212181613708e-23,0.0,2.602683545218296e-24,6.50670886304574e-25,0.0,0.0,3.522413245862664e-24,8.453791790070394e-24,0.0,0.0,7.288289251431287e-24,0.0,1.7264417347764897e-23,2.4778359519986618e-24,6.1945898799966545e-25,0.0,0.0,1.3558634584762583e-24,5.423453833905033e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.878034649452738e-26,3.9237891681541686e-27,9.417094003570005e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7712146038019574e-26,1.996768364788933e-27,7.987073459155732e-27,0.0,0.0,0.0,2.041947439593171e-30,4.511620083836066e-31,1.1279050209590166e-31,6.817693682565168e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3353754074927989e-24,5.060786606529493e-28,4.1934996433815774e-26,8.037067852972628e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-23,3.409643722224716e-24
