data_set_value_component_environment_variable_time,data_set_value_component_differentials_variable_A,data_set_value_component_differentials_variable_G,data_set_value_component_differentials_variable_GA,data_set_value_component_differentials_variable_T,data_set_value_component_differentials_variable_R,data_set_value_component_differentials_variable_GT,data_set_value_component_differentials_variable_GD,data_set_value_component_differentials_variable_Pi_,data_set_value_component_differentials_variable_D,data_set_value_component_differentials_variable_RG,data_set_value_component_differentials_variable_RGT,data_set_value_component_differentials_variable_GAT,data_set_value_component_differentials_variable_GAD,data_set_value_component_differentials_variable_RGD,data_set_value_component_differentials_variable_RGA,data_set_value_component_differentials_variable_RGAT,data_set_value_component_differentials_variable_RGAD,data_set_value_component_output_variable_Z,data_set_value_component_output_variable_v,data_set_value_component_output_variable_G_tot,data_set_value_component_A1_variable_A1,data_set_value_component_A1_variable_k1,data_set_value_component_A1_variable_k2,data_set_value_component_T1_variable_T1,data_set_value_component_T1_variable_k1,data_set_value_component_T1_variable_k2,data_set_value_component_R1_variable_R1,data_set_value_component_R1_variable_k1,data_set_value_component_R1_variable_k2,data_set_value_component_P1_variable_P1,data_set_value_component_P1_variable_k1,data_set_value_component_P1_variable_k2,data_set_value_component_D1_variable_D1,data_set_value_component_D1_variable_k1,data_set_value_component_D1_variable_k2,data_set_value_component_T3_variable_T3,data_set_value_component_T3_variable_k1,data_set_value_component_T3_variable_k2,data_set_value_component_R2_variable_R2,data_set_value_component_R2_variable_k1,data_set_value_component_R2_variable_k2,data_set_value_component_A2_variable_A2,data_set_value_component_A2_variable_k1,data_set_value_component_A2_variable_k2,data_set_value_component_A3_variable_A3,data_set_value_component_A3_variable_k1,data_set_value_component_A3_variable_k2,data_set_value_component_R3_variable_R3,data_set_value_component_R3_variable_k1,data_set_value_component_R3_variable_k2,data_set_value_component_P3_variable_P3,data_set_value_component_P3_variable_k1,data_set_value_component_P3_variable_k2,data_set_value_component_D3_variable_D3,data_set_value_component_D3_variable_k1,data_set_value_component_D3_variable_k2,data_set_value_component_T2_variable_T2,data_set_value_component_T2_variable_k1,data_set_value_component_T2_variable_k2,data_set_value_component_P2_variable_P2,data_set_value_component_P2_variable_k1,data_set_value_component_P2_variable_k2,data_set_value_component_D2_variable_D2,data_set_value_component_D2_variable_k1,data_set_value_component_D2_variable_k2,data_set_value_component_A4_variable_A4,data_set_value_component_A4_variable_k1,data_set_value_component_A4_variable_k2,data_set_value_component_R4_variable_R4,data_set_value_component_R4_variable_k1,data_set_value_component_R4_variable_k2,data_set_value_component_T4_variable_T4,data_set_value_component_T4_variable_k1,data_set_value_component_T4_variable_k2,data_set_value_component_R5_variable_R5,data_set_value_component_R5_variable_k1,data_set_value_component_R5_variable_k2,data_set_value_component_A5_variable_A5,data_set_value_component_A5_variable_k1,data_set_value_component_A5_variable_k2,data_set_value_component_P4_variable_P4,data_set_value_component_P4_variable_k1,data_set_value_component_P4_variable_k2,data_set_value_component_A6_variable_A6,data_set_value_component_A6_variable_k1,data_set_value_component_A6_variable_k2,data_set_value_component_R6_variable_R6,data_set_value_component_R6_variable_k1,data_set_value_component_R6_variable_k2,data_set_value_component_D4_variable_D4,data_set_value_component_D4_variable_k1,data_set_value_component_D4_variable_k2
0.0,0.0,0.0,0.0,0.000468,1e-06,0.0,1e-08,0.0044,0.000149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,8780000.0,8.0,0.0,529000.0,8.38e-06,0.0,636000000.0,0.0179,-3.9732000000000004e-17,0.013,9.03e-07,1e-12,0.0001,62.3,0.0,853000.0,0.00468,0.0,132000000.0,1.28,0.0,386000.0,0.0408,0.0,64100.0,0.95,9.47e-07,94700000.0,0.00227,0.0,0.013,2.22e-09,0.0,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
0.1,0.0,6.456680560599e-16,0.0,0.0004679989233616851,9.899335433048826e-07,9.67784931094554e-12,-6.084907920723057e-11,0.004400000001206546,0.00014900110555384158,2.8915255681903334e-11,1.0657539200747063e-09,0.0,0.0,8.982384854417757e-09,0.0,0.0,0.0,0.10754317693856517,0.0013980613002013472,1e-08,0.0,8780000.0,8.0,1.597678638627738e-13,529000.0,8.38e-06,-1.1107193199034877e-13,636000000.0,0.0179,1.2581228280785357e-13,0.013,9.03e-07,-6.09090150805808e-15,0.0001,62.3,1.1538071445917443e-08,853000.0,0.00468,-9.954856658155966e-11,132000000.0,1.28,0.0,386000.0,0.0408,-0.0,64100.0,0.95,-5.724790785956647e-09,94700000.0,0.00227,1.3854800873231246e-11,0.013,2.22e-09,1.1631414264791386e-08,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
0.2,0.0,5.251903429958745e-16,0.0,0.00046799791568659317,9.899173769587242e-07,1.9538619595095952e-11,-1.1472692063273385e-10,0.0044000000042911155,0.0001490021104062391,2.6092203013438162e-11,2.0604836721239938e-09,0.0,0.0,8.060406475517932e-09,0.0,0.0,0.0,0.20800222917190897,0.0027040289792348163,1e-08,0.0,8780000.0,8.0,1.298581108881543e-13,529000.0,8.38e-06,-1.3639718421229472e-13,636000000.0,0.0179,2.540025105692489e-13,0.013,9.03e-07,-1.1477567316721451e-14,0.0001,62.3,1.040642235835877e-08,853000.0,0.00468,-8.432538453444608e-11,132000000.0,1.28,0.0,386000.0,0.0408,-0.0,64100.0,0.95,-1.0773392443231858e-08,94700000.0,0.00227,2.6786287658877867e-11,0.013,2.22e-09,1.0405756779234897e-08,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
0.30000000000000004,0.0,4.648849057835342e-16,0.0,0.00046799720967199976,9.901290188197412e-07,2.641601077906033e-11,-1.1676115880054382e-10,0.004400000010297569,0.00014900281423762504,2.3905027360552784e-11,2.753614423094106e-09,0.0,0.0,7.369571016056607e-09,0.0,0.0,0.0,0.27800304338731663,0.0036140395640351162,1e-08,0.0,8780000.0,8.0,1.1487043351536814e-13,529000.0,8.38e-06,-1.3515171109476758e-13,636000000.0,0.0179,3.4340860404322147e-13,0.013,9.03e-07,-1.1680431348676178e-14,0.0001,62.3,9.530038729396319e-09,853000.0,0.00468,-7.213229549849856e-11,132000000.0,1.28,0.0,386000.0,0.0408,-0.0,64100.0,0.95,-1.0964864444673271e-08,94700000.0,0.00227,3.579698742823741e-11,0.013,2.22e-09,9.503124995923021e-09,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
0.4,0.0,4.293226480396685e-16,0.0,0.0004679966277019061,9.904343367013963e-07,3.20666196375506e-11,-9.747701468114673e-11,0.004400000017505516,0.00014900339428747188,2.1979327925637786e-11,3.322725962465698e-09,0.0,0.0,6.773782829738664e-09,0.0,0.0,0.0,0.33547925821032487,0.004361230356734223,1e-08,0.0,8780000.0,8.0,1.0601878245962583e-13,529000.0,8.38e-06,-1.2299266246656864e-13,636000000.0,0.0179,4.1686644258383405e-13,0.013,9.03e-07,-9.751686832245961e-15,0.0001,62.3,8.75862204264061e-09,853000.0,0.00468,-6.078492002760495e-11,132000000.0,1.28,0.0,386000.0,0.0408,-0.0,64100.0,0.95,-9.158148438348314e-09,94700000.0,0.00227,4.319543744588776e-11,0.013,2.22e-09,8.733323795813479e-09,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
0.5,0.0,3.9376039029580267e-16,0.0,0.00046799604573181247,9.907396545830517e-07,3.771722849604087e-11,-7.819287056174963e-11,0.004400000024713463,0.0001490039743373187,2.0053628490722784e-11,3.89183750183729e-09,0.0,0.0,6.17799464342072e-09,0.0,0.0,0.0,0.39295547303333306,0.00510842114943333,1e-08,0.0,8780000.0,8.0,9.716715330043184e-14,529000.0,8.38e-06,-1.1084742495132171e-13,636000000.0,0.0179,4.903242811244463e-13,0.013,9.03e-07,-7.822942313245515e-15,0.0001,62.3,7.987207267798217e-09,853000.0,0.00468,-4.8982083328052557e-11,132000000.0,1.28,0.0,386000.0,0.0408,-0.0,64100.0,0.95,-7.350317283833688e-09,94700000.0,0.00227,5.059388746353812e-11,0.013,2.22e-09,7.963525879688822e-09,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
0.6000000000000001,0.0,3.581981325519369e-16,0.0,0.00046799546376171883,9.91044972464707e-07,4.336783735453115e-11,-5.890872644235252e-11,0.004400000031921411,0.00014900455438716554,1.8127929055807785e-11,4.460949041208883e-09,0.0,0.0,5.582206457102776e-09,0.0,0.0,0.0,0.45043168785634147,0.005855611942132438,1e-08,0.0,8780000.0,8.0,8.831554603778624e-14,529000.0,8.38e-06,-9.871599854902668e-14,636000000.0,0.0179,5.637821196650585e-13,0.013,9.03e-07,-5.894197791674829e-15,0.0001,62.3,7.2157944048691355e-09,853000.0,0.00468,-3.6723785399841386e-11,132000000.0,1.28,0.0,386000.0,0.0408,-0.0,64100.0,0.95,-5.541370981129386e-09,94700000.0,0.00227,5.7992337481188485e-11,0.013,2.22e-09,7.1937312475490516e-09,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
0.7000000000000001,0.0,3.226358748080712e-16,0.0,0.0004679948817916252,9.913502903463624e-07,4.9018446213021416e-11,-3.962458232295544e-11,0.004400000039129359,0.00014900513443701237,1.6202229620892783e-11,5.030060580580475e-09,0.0,0.0,4.986418270784833e-09,0.0,0.0,0.0,0.5079079026793496,0.006602802734831545,1e-08,0.0,8780000.0,8.0,7.9463960671689e-14,529000.0,8.38e-06,-8.659838325968359e-14,636000000.0,0.0179,6.372399582056702e-13,0.013,9.03e-07,-3.965453267533913e-15,0.0001,62.3,6.4443834538533674e-09,853000.0,0.00468,-2.4010026242972264e-11,132000000.0,1.28,0.0,386000.0,0.0408,-0.0,64100.0,0.95,-3.7313095302354125e-09,94700000.0,0.00227,6.539078749883884e-11,0.013,2.22e-09,6.4239398993941705e-09,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
0.8,0.0,2.920285739834152e-16,0.0,0.00046799439035472826,9.919132863830502e-07,5.3764528669768265e-11,-2.6421094918258596e-11,0.004400000047029579,0.00014900562424831573,1.4565984723280378e-11,5.508851177886051e-09,0.0,0.0,4.480210531599403e-09,0.0,0.0,0.0,0.556261570655582,0.0072314004185225645,1e-08,0.0,8780000.0,8.0,7.184668477249022e-14,529000.0,8.38e-06,-7.65029002127765e-14,636000000.0,0.0179,6.989389776832829e-13,0.013,9.03e-07,-2.6448204077936635e-15,0.0001,62.3,5.78894824332366e-09,853000.0,0.00468,-1.180246497029183e-11,132000000.0,1.28,0.0,386000.0,0.0408,-0.0,64100.0,0.95,-2.492014180949465e-09,94700000.0,0.00227,7.161506526875597e-11,0.013,2.22e-09,5.769913002867586e-09,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
0.9,0.0,2.8253036884098807e-16,0.0,0.000467994284607141,9.935740422829395e-07,5.4657149901155075e-11,-3.9122406787147884e-11,0.004400000057879022,0.00014900572962559065,1.4162873357038842e-11,5.6028567126234805e-09,0.0,0.0,4.355633200227624e-09,0.0,0.0,0.0,0.5657513862524636,0.007354768021282027,1e-08,0.0,8780000.0,8.0,6.948772734411362e-14,529000.0,8.38e-06,-7.498079444584396e-14,636000000.0,0.0179,7.105431041561646e-13,0.013,9.03e-07,-3.914863424220447e-15,0.0001,62.3,5.6275852789416394e-09,853000.0,0.00468,-3.274443719966933e-12,132000000.0,1.28,0.0,386000.0,0.0408,-0.0,64100.0,0.95,-3.6909717312655964e-09,94700000.0,0.00227,7.283713722155942e-11,0.013,2.22e-09,5.609052961559444e-09,2.0,1470000.0,0.0,44700.0,8.32e-08,0.0,25.0,0.244,0.0,0.0001,3.83,0.0,74300.0,0.00572,0.0,22800000.0,5.43e-05,0.0,1620000.0,0.00875,0.0,6200000.0,0.0433,0.0,6300000.0,0.478,0.0,25.0,0.00297,0.0,13000.0,0.685,0.0,49400000.0,0.00421,0.0,2.75,2940.0
