Time,x,y,z,time_environment,r_1,r_2,c_1,r_3,r_4,c_2,r_5,r_6,r_7,z_hat,y_hat,epsilon,COMpartment,Production_of_insulin,Utilisation_of_insulin,Production_of_glucose,utilisation_of_glucose,Production_of_Beta_cell,Removal_of_Beta_Cell
26000.0,4.129492779204369,1.4554082056911823,2.1307875350940058,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8333118861414615,0.8799071740189374,0.014693100478250558,0.041294927792043704,0.1031406998308783,0.1065393767547003
26100.0,1.8385200949499532,0.40308901895946353,1.6011495262792204,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2891961109789822,0.2943745579083945,0.01624551288675592,0.018385200949499535,0.07407353490376828,0.08005747631396103
26200.0,4.124028463623999,1.4522967692108224,2.130387356026811,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8318296704677458,0.8785778094799243,0.01469398204589896,0.04124028463623999,0.10308007562993844,0.10651936780134055
26300.0,1.837914614462701,0.4028389532585598,1.6004484893127424,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28898944776707197,0.29414876682026414,0.01624824857955545,0.018379146144627014,0.07403485890510762,0.08002242446563712
26400.0,4.118544832780838,1.4491911815739953,2.129982117874967,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8303484722144376,0.8772426845489533,0.014694875095935908,0.04118544832780839,0.10302038856322568,0.10649910589374836
26500.0,1.8373118182362738,0.4025899708858651,1.5997472347276374,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28878316200351234,0.2939234500555887,0.01625098752035195,0.01837311818236274,0.07399615017465493,0.07998736173638188
26600.0,4.11304624146616,1.4460927898702383,2.1295726585790002,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8288691992730775,0.8759030819297455,0.014695777793593906,0.0411304624146616,0.1029615340047703,0.10647863292895002
26700.0,1.8367107972672343,0.4023419579754673,1.5990453503428843,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2885771424639931,0.29369838602947435,0.016253731326541614,0.018367107972672346,0.07395738911786807,0.07995226751714422
26800.0,4.107529951512376,1.4430002972470675,2.1291584805208053,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.827391112107608,0.8745582230255787,0.014696691247498846,0.041075299515123766,0.10290354475164167,0.10645792402604026
26900.0,1.8361124582252746,0.4020950258670765,1.5983432268899156,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.288371494921145,0.29347379114125605,0.01625647847831669,0.01836112458225275,0.07391859471805529,0.07991716134449578
27000.0,4.1020000765441536,1.4399150305016302,2.1287402313461636,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8259150341643882,0.8732092591924583,0.014697614040805839,0.041020000765441544,0.10284635237447506,0.10643701156730818
27100.0,1.835515883504486,0.4018490590477892,1.5976404958881734,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2881661155826785,0.29324945063327257,0.016259230424952843,0.018355158835044863,0.07387974798946172,0.07988202479440867
27200.0,4.096454059744065,1.43683571037306,2.1283175999715986,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8244403061280955,0.8718555272828401,0.014698546871074811,0.04096454059744066,0.10278995501622032,0.10641587999857993
27300.0,1.8349219758306734,0.40160416691065187,1.5969374828895817,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28796109777381096,0.29302556813818137,0.01626198589935123,0.018349219758306737,0.07384086648021583,0.0798468741444791
27400.0,4.090895794656939,1.433763644504141,2.1278910513647564,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.822967670918972,0.8704980553516215,0.014699488723159182,0.0409089579465694,0.1027343187608542,0.10639455256823782
27500.0,1.8343298343086516,0.40136023956803135,1.5962339059094528,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2877563551674318,0.29280194761447387,0.016264746014339616,0.01834329834308652,0.07380193346560449,0.07981169529547265
27600.0,4.085322829432612,1.430697566564572,2.127460412767589,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8214965283785689,0.869136259299356,0.014700439989382044,0.04085322829432613,0.10267941622968892,0.10637302063837946
27700.0,1.833740332224416,0.40111737715262014,1.5955299826566554,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28755195862798616,0.2925787680470832,0.016267509923786824,0.018337403322244164,0.07376296338232567,0.07977649913283277
27800.0,4.079738963228234,1.4276387727349418,2.1270260485138097,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8200275763464827,0.8677711045923178,0.014701399875656052,0.04079738963228235,0.10262523266865724,0.10635130242569049
27900.0,1.8331526065214456,0.4008754813137694,1.5948255506842244,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2873478471168296,0.2923558615183786,0.016270278273200305,0.01833152606521446,0.07372394311728817,0.07974127753421123
28000.0,4.074141675206267,1.4245859988963392,2.12658780608659,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8185602234035869,0.8664020006762841,0.014702368729557564,0.04074141675206268,0.10257173701505368,0.10632939030432952
28100.0,1.8325674888365602,0.40063463985742903,1.594120705927419,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28714406557444233,0.2921333778963775,0.01627305069359993,0.018325674888365607,0.07368488332025908,0.07970603529637095
28200.0,4.068534825692475,1.421540539414857,2.12614606305677,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8170951705761761,0.8650299302055418,0.014703345726691495,0.040685348256924755,0.10251891263313656,0.1063073031528385
28300.0,1.8319841605296567,0.4003947672336422,1.5934154071359512,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2869405789229348,0.2919111787016977,0.016275827355011135,0.01831984160529657,0.07364577473115139,0.07967077035679757
28400.0,4.062915766823479,1.4185011285641669,2.125700621519544,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8156318082749592,0.8636542570718223,0.01470433131493915,0.04062915766823479,0.1024667368804432,0.1062850310759772
28500.0,1.8314034073557792,0.40015593841815705,1.5927096322450984,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2867374067282449,0.29168938474220435,0.016278608352423857,0.018314034073557795,0.0736066241643633,0.07963548161225492
28600.0,4.0572883421700805,1.4154690544954627,2.125251865615554,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8141708363190687,0.8622759618537201,0.014705324654357439,0.04057288342170081,0.10241519226547764,0.1062625932807777
28700.0,1.8308244580621256,0.39991808074845536,1.592003454245262,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2865345386178615,0.2914678861351614,0.01628139340610967,0.01830824458062126,0.07356742614895413,0.0796001727122631
28800.0,4.051649951301677,1.4124430601320745,2.124799614383695,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8127116553398811,0.860894425414352,0.014706326155325728,0.04051649951301678,0.10236425336151157,0.10623998071918475
28900.0,1.8302480497288103,0.3996812563562849,1.5912967409591336,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.286331970228355,0.29124677566802665,0.016284183045566118,0.018302480497288106,0.07352818375917136,0.0795648370479567
29000.0,4.046004282698661,1.409424419227069,2.124344208008749,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8112549411230988,0.8595105763529495,0.014707335074184372,0.04046004282698662,0.10231391083138744,0.10621721040043747
29100.0,1.8296734610998255,0.39944540540563056,1.5905896707777254,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28612971425333594,0.2910259708121513,0.016286976574612397,0.018296734610998257,0.07348889518521887,0.07952948353888628
29200.0,4.040348854296852,1.406411887518333,2.123885501267273,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8098001134687525,0.8581238351702921,0.014708351742141109,0.040403488542968526,0.10226413317890103,0.10619427506336365
29300.0,1.829101378161414,0.39921057732208837,1.5898820112263659,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28592774423777273,0.29080553778481866,0.016289774920018398,0.018291013781614143,0.07344955992321746,0.0794941005613183
29400.0,4.034687198133452,1.4034067242798274,2.1234238022458,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8083478287380989,0.8567350831132987,0.014709375485677278,0.04034687198133453,0.10221491695617518,0.10617119011229
29500.0,1.8285311318750224,0.3989767248788425,1.5891740352827965,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28572609390020454,0.29058541974820484,0.016292577010434534,0.018285311318750226,0.07341017962688302,0.07945870176413983
29600.0,4.0290169063489705,1.4004076954622533,2.1229589706067955,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8068975129783557,0.8553437584059986,0.014710406625118033,0.040290169063489714,0.10216623020630564,0.10614794853033978
29700.0,1.8279633551174912,0.3987438850942804,1.5884654220100036,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28552471694303927,0.29036565823055277,0.01629538412447547,0.018279633551174915,0.07337075044872847,0.07942327110050018
29800.0,4.0233414350078185,1.3974160505427935,2.12249132533665,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8054498215663212,0.8539507294671606,0.014711444461811357,0.04023341435007819,0.10211806761889754,0.10612456626683252
29900.0,1.8273974328716696,0.39851202296819505,1.5877565260943352,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28532366564839495,0.2901462199810028,0.01629819486530384,0.018273974328716698,0.0733312772330381,0.07938782630471676
30000.0,4.017658334583426,1.3944305589508497,2.1220206762356693,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8040041631572798,0.8525554056036595,0.014712489426700297,0.040176583345834266,0.1020704065094369,0.10610103381178347
30100.0,1.826833943319682,0.39828116358025095,1.587046952080312,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2851228765542387,0.2899271241702359,0.016301010809347472,0.018268339433196824,0.07329175310141134,0.0793523476040156
30200.0,4.011971103985663,1.3914524672585558,2.121547403983489,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8025612143341109,0.8511586880517555,0.01471354068319363,0.040119711039856634,0.1020232307186349,0.10607737019917446
30300.0,1.8262723268253747,0.3980512836002013,1.5863371213305573,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28492241760671105,0.2897083585701824,0.016303830292776857,0.01826272326825375,0.07325218573463554,0.07931685606652787
30400.0,4.006277173774231,1.3884805437873275,2.1210712404618417,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.8011203539198081,0.849759929461127,0.014714598835361421,0.04006277173774232,0.10197653166998347,0.10605356202309209
30500.0,1.8257131057479232,0.3978223968154803,1.5856265800128275,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28472221130429,0.2894899227951678,0.01630665512678219,0.018257131057479236,0.07321256562010009,0.07928132900064139
30600.0,4.00058005759538,1.38551603068465,2.120592603300635,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.7996822696149285,0.8483600479048792,0.014715662963473193,0.040005800575953814,0.1019302868586977,0.10602963016503175
30700.0,1.8251557767221773,0.39759449082729176,1.5849157988925213,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2845223379022126,0.289271822596693,0.016309483448261178,0.018251557767221777,0.0731729028341097,0.07924578994462607
30800.0,3.9948772022473364,1.3825577028877771,2.1201112195087783,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.7982463414530099,0.8469583977044417,0.014716733682639992,0.03994877202247337,0.10188448875234925,0.10600556097543892
30900.0,1.8246008056420313,0.3973675689645952,1.5842042841916135,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.284322709449665,0.2890540413237576,0.016312317230667506,0.018246008056420317,0.07313318571668273,0.07921021420958069
31000.0,3.9891720098948587,1.3796067909182772,2.119627477050423,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.79681324001619,0.8455558602853604,0.014717810137994412,0.03989172009894859,0.1018391203193284,0.10598137385252115
31100.0,1.8240477458010327,0.39714162882881054,1.5834925364671613,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28412341468088276,0.2888365991635685,0.01631515448901984,0.01824047745801033,0.07309342620525434,0.07917462682335807
31200.0,3.9834620182098655,1.376662080584901,2.119141139252542,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.7953823638885466,0.8441518239438485,0.014718892864081333,0.039834620182098664,0.10179416778107077,0.1059570569626271
31300.0,1.8234970064988196,0.3969166643201836,1.5827800428055356,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2839243592691397,0.2886194670001968,0.01631799727666179,0.0182349700649882,0.07305361107564015,0.07913900214027679
31400.0,3.9777505024459727,1.3737247898774834,2.1186525512692223,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.7939543612900635,0.842747125031959,0.014719981100256057,0.03977750502445974,0.10174962186461747,0.10593262756346111
31500.0,1.8229481975513833,0.3966926819100503,1.58206731152437,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2837256361066021,0.2884026753948313,0.01632084357419957,0.018229481975513835,0.07301375349276301,0.0791033655762185
31600.0,3.9720350688371386,1.3707937142413418,2.1181615073068185,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.7925286467235123,0.8413411788483617,0.014721075312483947,0.039720350688371396,0.10170546351634072,0.10590807536534093
31700.0,1.8224016720745164,0.39646966730379957,1.581353833851514,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28352714906449095,0.2881861870952447,0.01632369542219669,0.018224016720745168,0.07297383935396712,0.07906769169257571
31800.0,3.9663189152239173,1.3678700618819684,2.117668327357709,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.7911058539334256,0.8399347942969476,0.01472217479518021,0.03966318915223918,0.10166168809885337,0.10588341636788545
31900.0,1.8218570957146423,0.39624763450283385,1.580640101318733,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2833289903614468,0.2879700384358645,0.016326550864840753,0.018218570957146428,0.0729338823120316,0.07903200506593666
32000.0,3.9605996405789763,1.3649526336427749,2.1171728057026216,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.7896853999743936,0.8385273853309386,0.01472328001430253,0.03960599640578977,0.10161827665760684,0.10585864028513109
32100.0,1.821314766383258,0.39602656246532825,1.5799256351323934,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28313106715970576,0.28775418890540755,0.016329411826501588,0.018213147663832585,0.07289386818079974,0.07899628175661967
32200.0,3.9548804556913333,1.3620426330053323,2.116675275438668,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.788267920619021,0.8371197677877459,0.014724390234079513,0.03954880455691334,0.10157522251883977,0.10583376377193342
32300.0,1.820774404283412,0.39580647116521156,1.5792108828886338,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2829334656452331,0.28753867545294337,0.01633227652389805,0.018207744042834123,0.07285381024880896,0.0789605441444317
32400.0,3.949158868386222,1.3591388614802384,2.1161754932267516,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.786852819433993,0.8357113216138015,0.014725506004585647,0.03949158868386223,0.10153251334126402,0.10580877466133759
32500.0,1.8202362536977013,0.3955873344832483,1.5784954242578721,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.2827361019010224,0.28732345975301127,0.016335146650616042,0.018202362536977015,0.07281369515720525,0.07892477121289361
32600.0,3.9434381091496733,1.3562425182927145,2.115673810439836,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.7854407363553568,0.8343028730618351,0.014726626548315152,0.03943438109149674,0.101490139507462,0.1057836905219918
32700.0,1.8197000875026408,0.39536917658192344,1.5777796330577127,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28253905017572273,0.28710857363350045,0.016338020716251837,0.01819700087502641,0.07277353485898065,0.07888898165288565
32800.0,3.9377156724512496,1.3533524098427059,2.115169978490838,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.784031075372588,0.8328937974201746,0.014727752427317898,0.0393771567245125,0.10144808965807159,0.10575849892454191
32900.0,1.8191660985487095,0.3951519681644995,1.5770631786440057,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.28234224165658867,0.28689398698586427,0.01634090005740812,0.018191660985487097,0.0727333178558955,0.0788531589322003
33000.0,3.931994751675977,1.3504697279950864,2.114664340666768,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,2.57039578276886,1.24,0.1,1.0,0.7826244694549087,0.8314849089058073,0.014728882881170132,0.039319947516759775,0.10140635579817622,0.1057332170333384
