value_component_environment_variable_time,value_component_reversal_potentials_variable_E_Na,value_component_reversal_potentials_variable_E_Ca,value_component_reversal_potentials_variable_E_K,value_component_reversal_potentials_variable_E_Cl,value_component_delayed_rectifier_K_current_variable_i_Kdr,value_component_delayed_rectifier_K_current_variable_g_Kdr,value_component_delayed_rectifier_K_current_variable_gamma_KSS,value_component_delayed_rectifier_K_current_xa_gate_variable_xa,value_component_delayed_rectifier_K_current_xa_gate_variable_xa_infinity,value_component_delayed_rectifier_K_current_xa_gate_variable_tau_xa,value_component_delayed_rectifier_K_current_xi1_gate_variable_xi1,value_component_delayed_rectifier_K_current_xi1_gate_variable_xi1_infinity,value_component_delayed_rectifier_K_current_xi1_gate_variable_tau_xi1,value_component_delayed_rectifier_K_current_xi2_gate_variable_xi2,value_component_delayed_rectifier_K_current_xi2_gate_variable_xi2_infinity,value_component_delayed_rectifier_K_current_xi2_gate_variable_tau_xi2,value_component_L_type_Ca_current_variable_i_CaL,value_component_L_type_Ca_current_variable_P_CaL,value_component_L_type_Ca_current_variable_V_surf,value_component_L_type_Ca_current_variable_ICaL_perm1,value_component_L_type_Ca_current_variable_ICaL_perm2,value_component_L_type_Ca_current_d_gate_variable_d,value_component_L_type_Ca_current_d_gate_variable_alpha_d,value_component_L_type_Ca_current_d_gate_variable_beta_d,value_component_L_type_Ca_current_f_gate_variable_f,value_component_L_type_Ca_current_f_gate_variable_tau_f,value_component_L_type_Ca_current_f_gate_variable_f_infinity,value_component_Ca_activated_K_current_variable_i_KCa,value_component_Ca_activated_K_current_variable_g_KCa,value_component_Ca_activated_K_current_xCa1_gate_variable_xCa1,value_component_Ca_activated_K_current_xCa1_gate_variable_xCa1_infinity,value_component_Ca_activated_K_current_xCa1_gate_variable_tau_xCa1,value_component_Ca_activated_K_current_xCa1_gate_variable_K2,value_component_Ca_activated_K_current_xCa1_gate_variable_K4,value_component_Ca_activated_K_current_xCa1_gate_variable_alpha,value_component_Ca_activated_K_current_xCa1_gate_variable_beta,value_component_Ca_activated_K_current_B_gate_variable_B,value_component_Ca_activated_K_current_B_gate_variable_K1,value_component_Ca_activated_K_current_B_gate_variable_K_1,value_component_Ca_activated_Cl_current_variable_i_ClCa,value_component_Ca_activated_Cl_current_variable_g_Cl,value_component_Ca_activated_Cl_current_variable_CaCT,value_component_Ca_activated_Cl_current_variable_h,value_component_nonspecific_cationic_current_variable_i_cationic,value_component_nonspecific_cationic_current_variable_i_nsNa,value_component_nonspecific_cationic_current_variable_i_nsK,value_component_nonspecific_cationic_current_variable_i_nsCa,value_component_nonspecific_cationic_current_variable_P_nsCa,value_component_nonspecific_cationic_current_variable_alpha_Ca,value_component_nonspecific_cationic_current_variable_Km_nsCa,value_component_nonspecific_cationic_current_ns_gate_variable_ns,value_component_nonspecific_cationic_current_ns_gate_variable_tau_ns,value_component_nonspecific_cationic_current_ns_gate_variable_ns_infinity,value_component_Ca_pump_current_variable_i_pCa,value_component_Ca_pump_current_variable_i_pCamax,value_component_Ca_pump_current_variable_Kmp_Ca,value_component_Na_K_pump_current_variable_i_NaK,value_component_Na_K_pump_current_variable_i_NaKmax,value_component_Na_K_pump_current_variable_Km_Na,value_component_Na_K_pump_current_variable_Km_K,value_component_Ca_background_current_variable_i_bCa,value_component_Ca_background_current_variable_g_bCa,value_component_K_background_current_variable_i_bK,value_component_K_background_current_variable_g_bK,value_component_Na_background_current_variable_i_bNa,value_component_Na_background_current_variable_g_bNa,value_component_membrane_variable_V,value_component_membrane_variable_cap,value_component_model_parameters_variable_R,value_component_model_parameters_variable_T,value_component_model_parameters_variable_F,value_component_model_parameters_variable_Nai,value_component_model_parameters_variable_Nao,value_component_model_parameters_variable_Cai,value_component_model_parameters_variable_Cao,value_component_model_parameters_variable_Ki,value_component_model_parameters_variable_Ko,value_component_model_parameters_variable_Cli,value_component_model_parameters_variable_Clo,value_component_model_parameters_variable_upeak,value_component_model_parameters_variable_up,value_component_model_parameters_variable_peak,value_component_model_parameters_variable_plat,value_component_model_parameters_variable_A,value_component_model_parameters_variable_B,value_component_model_parameters_variable_C,value_component_model_parameters_variable_x0,value_component_model_parameters_variable_x1,value_component_model_parameters_variable_x2,value_component_model_parameters_variable_ds,value_component_model_parameters_variable_p,value_component_model_parameters_variable_n,value_component_model_parameters_variable_t36
0.0,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,1.6200855725305825e-07,0.035,0.15,0.001,1.815281669207416e-05,0.0053932,0.0,0.9994051859116078,0.25,0.0,0.9994051859116078,1.98,-0.0,0.003,150.0,1.1678976808289949e-06,-15.722225918386684,0.0,0.034696881609604456,511.67282921748193,1.0,0.0173,0.9963379397790485,0.07560399338476052,2.45,1.0,0.02680307307868436,1.0,0.008170469121414118,0.0010915295064315791,280.0,480.0,0.001,0.07711026029600063,0.493063970554533,-0.004778028354601137,0.01,0.0005,3.0,-0.0042536249288511055,-0.004090697031818596,0.00034550560076932244,-0.0005084334978018318,1.75e-07,0.000999000999000999,0.0012,1.0,0.25417500000000004,1.831882489241368e-05,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.002266742743408267,1.194e-05,0.26936622785941816,0.008729,-0.4034665199610614,0.003263,-60.0,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
0.1,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,5.364950002589334e-16,0.035,0.15,1.4148077691497084e-07,1.3890976877648794e-07,0.006431685691746946,0.3296714207931508,0.9999879313369942,0.25,0.049249491696406855,0.9999879313369942,1.98,-9.936801446003563e-09,0.003,150.0,1.4907107824381512e-07,-17.911115978644915,4.623421945793333e-08,3.9391642066506925e-05,855.5291532263101,0.9999520837865805,0.0173,0.9999562009909244,0.36343065115612017,2.45,0.9054187553523895,0.004845569991994375,1.0,0.04265450536223484,0.009636118654627079,280.0,480.0,0.101,0.023945262117900726,0.7002788998627905,-0.008764592140382181,0.01,0.0005,3.0,-0.00443850673843905,-0.003959188943577961,9.564387715347812e-06,-0.000488882182576437,1.75e-07,0.000999000999000999,0.0012,0.6974106229184672,0.2804514362459901,1.5700145600483475e-06,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.0026158283053299603,1.194e-05,0.014159538578475225,0.008729,-0.49886569823162125,0.003263,-89.23664672710997,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
0.2,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,3.457999595711013e-16,0.035,0.15,1.240351556442157e-07,1.235238198580818e-07,0.006456703972459696,0.5506612492803524,0.9999890131305259,0.25,0.09607422293553862,0.9999890131305259,1.98,-8.331777062204066e-09,0.003,150.0,1.418301755877826e-07,-17.963848664155808,3.865220805490552e-08,3.335829956134961e-05,863.9407058759255,0.9999601625228766,0.0173,0.9999606342197909,0.3704762675715064,2.45,0.8197066034220766,0.004654916098070979,1.0,0.044386973781784675,0.010155215030904897,280.0,480.0,0.201,0.023280049306983755,0.7062228264728097,-0.0088606329165475,0.01,0.0005,3.0,-0.003133581267956777,-0.0027925515064383525,3.766166732597346e-06,-0.0003447959282510219,1.75e-07,0.000999000999000999,0.0012,0.4884800351563216,0.2810844649563106,1.4797844792079376e-06,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.0026242381665830634,1.194e-05,0.008011324267056414,0.008729,-0.5011639710347097,0.003263,-89.9409902156446,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
0.30000000000000004,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,2.909078321569133e-16,0.035,0.15,1.1894244457028071e-07,1.1873207544998857e-07,0.006465135964595516,0.6987953625225906,0.9999893554332699,0.25,0.14059282503946724,0.9999893554332699,1.98,-7.854974084428181e-09,0.003,150.0,1.3946959379735901e-07,-17.981621331293283,3.6404178360695173e-08,3.153992260237857e-05,866.7762105329347,0.9999618450628256,0.0173,0.9999620249048289,0.3723747657278139,2.45,0.7421407453505467,0.004592385321553786,1.0,0.04498658770002215,0.010336394945110029,280.0,480.0,0.30100000000000005,0.023060040110096835,0.7082374734424198,-0.008893001850234108,0.01,0.0005,3.0,-0.0022016932848823584,-0.001961470022462688,1.9523157609590585e-06,-0.00024217557818062956,1.75e-07,0.000999000999000999,0.0012,0.3423005042498875,0.2812978166717404,1.4505575255332698e-06,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.0026270725693449356,1.194e-05,0.005939171695165425,0.008729,-0.5019385653573217,0.003263,-90.17837738163051,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
0.4,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,2.6452957596171005e-16,0.035,0.15,1.1658380620569722e-07,1.1647411285259528e-07,0.006469227964320567,0.7980925268400798,0.9999895176866008,0.25,0.18291885846654585,0.9999895176866008,1.98,-7.63408673097859e-09,0.003,150.0,1.3833816812898187e-07,-17.990246309474916,3.5363478813557104e-08,3.069341892138336e-05,868.1523593551545,0.9999625902957672,0.0173,0.9999626819823122,0.37311728641764025,2.45,0.6719521434449542,0.004562346563775329,1.0,0.045280489608418684,0.01042548200705003,280.0,480.0,0.401,0.022954021419814754,0.7092172409048588,-0.008908710316941891,0.01,0.0005,3.0,-0.0015451103088813378,-0.001376318989461963,1.1354726287370192e-06,-0.00016992679204811192,1.75e-07,0.000999000999000999,0.0012,0.23991132639496252,0.28140135509383757,1.4365825992577263e-06,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.0026284480895227822,1.194e-05,0.00493356737084181,0.008729,-0.5023144717509829,0.003263,-90.29358007659255,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
0.5,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,2.49938287435741e-16,0.035,0.15,1.1528000426069297e-07,1.1521592845563319e-07,0.006471542668259752,0.8646536095445133,0.9999896083701415,0.25,0.22316030380871235,0.9999896083701415,1.98,-7.512053981136244e-09,0.003,150.0,1.3770221463908187e-07,-17.995125163873,3.478873631033374e-08,3.022464693350773e-05,868.9308264249644,0.9999629956138785,0.0173,0.999963048621431,0.37343508897258254,2.45,0.608440724698343,0.004545442798354442,1.0,0.04544758929630679,0.010476215088393609,280.0,480.0,0.501,0.022894266266648814,0.7097720618442768,-0.008917596057951217,0.01,0.0005,3.0,-0.0010838322861328213,-0.0009653502609447953,7.037268862175241e-07,-0.00011918575207424356,1.75e-07,0.000999000999000999,0.0012,0.16816561586885606,0.28145992322912305,1.4287371661347453e-06,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.00262922617412396,1.194e-05,0.0043647314844359915,0.008729,-0.5025271091089096,0.003263,-90.3587462910966,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
0.6000000000000001,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,2.419518541380345e-16,0.035,0.15,1.1449853234015015e-07,1.1445926653044331e-07,0.006472946915605203,0.9092707567163149,0.9999896630018078,0.25,0.26141982592343804,0.9999896630018078,1.98,-7.439010315358454e-09,0.003,150.0,1.373178253414495e-07,-17.99808498875522,3.444479329794266e-08,2.9943744233980424e-05,869.4031037072452,0.9999632369181761,0.0173,0.9999632692904425,0.37358776698323687,2.45,0.5509719665301136,0.004535218794701295,1.0,0.04554926302824154,0.01050711325902819,280.0,480.0,0.6010000000000001,0.022858090809113246,0.710108863192663,-0.008922986716347526,0.01,0.0005,3.0,-0.0007600925602414213,-0.0006769663003077606,4.5414180762284017e-07,-8.358040174128344e-05,1.75e-07,0.000999000999000999,0.0012,0.11788265825238184,0.28149545440315815,1.4239985207069646e-06,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.0026296982099715026,1.194e-05,0.004019639280650667,0.008729,-0.5026561085201768,0.003263,-90.39828028167803,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
0.7000000000000001,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,2.383630520642321e-16,0.035,0.15,1.1401776254215513e-07,1.1399378400837553e-07,0.006473815398503418,0.9391784196248808,0.9999896966459372,0.25,0.297795034614922,0.9999896966459372,1.98,-7.3941881781615e-09,0.003,150.0,1.3708062798758118e-07,-17.99991554752029,3.423376674897638e-08,2.977131843836763e-05,869.6951959218842,0.9999633852723682,0.0173,0.9999634051072765,0.37366980635494695,2.45,0.49897132163519153,0.004528907218893934,1.0,0.04561225884811167,0.01052626839972287,280.0,480.0,0.7010000000000001,0.02283574603845297,0.7103172442355055,-0.008926320669331283,0.01,0.0005,3.0,-0.0005329849963237395,-0.00047468094476580764,3.0139178457577953e-07,-5.8605443342507575e-05,1.75e-07,0.000999000999000999,0.0012,0.08263802285531549,0.28151742931883295,1.421075686478314e-06,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.002629990149324112,1.194e-05,0.0038062105864358634,0.008729,-0.5027358906062374,0.003263,-90.42273081372234,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
0.8,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,2.3801459854520087e-16,0.035,0.15,1.1372872298432878e-07,1.1371471459434907e-07,0.006474337779621652,0.9592263165804937,0.9999897168296786,0.25,0.33237873390092365,0.9999897168296786,1.98,-7.367340015692361e-09,0.003,150.0,1.3693815357965964e-07,-18.001016604703498,3.410737515628311e-08,2.9668083521681732e-05,869.8708868744799,0.9999634748971393,0.0173,0.9999634865573392,0.3736687677330941,2.45,0.45191871995202704,0.004525115169979415,1.0,0.04565019196567499,0.010537806781815463,280.0,480.0,0.801,0.022822316472539052,0.7104426121612829,-0.008928325998499399,0.01,0.0005,3.0,-0.00037370305331754783,-0.00033281676447749264,2.0413324496105941e-07,-4.109042208501627e-05,1.75e-07,0.000999000999000999,0.0012,0.057932239485823975,0.2815306469435518,1.4193205301268638e-06,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.002630165747031086,1.194e-05,0.0036778360148966185,0.008729,-0.5027838784888049,0.003263,-90.43743748934833,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
0.9,63.64894880817083,129.84445087171417,-90.85877281010633,-24.958913349427494,2.403164250480296e-16,0.035,0.15,1.1357326702154174e-07,1.1356684740994297e-07,0.006474615087310761,0.9726649497360815,0.999989727528212,0.25,0.36525915662215047,0.999989727528212,1.98,-7.353095395353693e-09,0.003,150.0,1.3686258055517135e-07,-18.00160110443391,3.40403221784447e-08,2.9613425975101542e-05,869.9641533757866,0.9999635241049358,0.0173,0.9999635297216812,0.373666302644951,2.45,0.4093434935612426,0.004523103454248933,1.0,0.045670341699306394,0.010543937107185574,280.0,480.0,0.901,0.022815190553897566,0.7105091731166241,-0.008929390533908697,0.01,0.0005,3.0,-0.00026200628152033933,-0.00023333821173999713,1.404454538202289e-07,-2.8808515234162422e-05,1.75e-07,0.000999000999000999,0.0012,0.04061323173209195,0.2815376635619523,1.4183896807578405e-06,0.0027533918595371103,1.15,0.05,0.1346153846153846,0.7,40.0,1.0,-0.0026302589636360394,1.194e-05,0.003609687962581895,0.008729,-0.5028093530099074,0.003263,-90.44524457519032,2e-05,8314.472,310.0,96485.3415,12.0,130.0,0.00012,2.0,150.0,5.0,55.0,140.0,0.0,0.0,0.0,0.0,0.0008,8e-05,0.00012,15.8,15.0,0.8,30.0,0.4,0.2,1.5
