value_component_environment_variable_time,value_component_environment_variable_rem_time,value_component_environment_variable_Exposure,value_component_environment_variable_Dose,value_component_environment_variable_Dose_Int1,value_component_environment_variable_Dose_Int2,value_component_environment_variable_Dose_Length,value_component_environment_variable_Cycle_Int,value_component_environment_variable_N_Cycle,value_component_environment_variable_conversion_factor,value_component_effect_compartment_variable_Effect,value_component_effect_compartment_variable_Ce,value_component_effect_compartment_variable_E_max,value_component_effect_compartment_variable_Amt_50,value_component_effect_compartment_variable_k_1,value_component_effect_compartment_variable_t_half_eq,value_component_response_compartment_variable_Size,value_component_response_compartment_variable_Size_0,value_component_response_compartment_variable_RateIn,value_component_response_compartment_variable_T_Turnover,value_component_response_compartment_variable_k_2
0.0,0.0,0.0,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,1.0,0.0,1.0,10600.0,0.09037120998173993,7.67,6.66,6.66,0.21175964323528607,21.8,0.03179574222752043
0.1,0.1,5203.84,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.9534062150735861,518.0311523161902,1.0,10600.0,0.09037120998173993,7.67,6.65668116102586,6.66,0.21175964323528607,21.8,0.03179574222752043
0.2,0.2,5203.84,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.9113254223723721,1031.4104048649995,1.0,10600.0,0.09037120998173993,7.67,6.647263214731725,6.66,0.21175964323528607,21.8,0.03179574222752043
0.30000000000000004,0.3,5203.84,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.8731343170895789,1540.1710968514099,1.0,10600.0,0.09037120998173993,7.67,6.632484188155238,6.66,0.21175964323528607,21.8,0.03179574222752043
0.4,0.4,5203.84,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.8383187748599767,2044.3547703801612,1.0,10600.0,0.09037120998173993,7.67,6.612991703667778,6.66,0.21175964323528607,21.8,0.03179574222752043
0.5,0.5,0.0,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.8248252307436699,2251.207267802591,1.0,10600.0,0.09037120998173993,7.67,6.590086239422177,6.66,0.21175964323528607,21.8,0.03179574222752043
0.6000000000000001,0.6,0.0,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.8261271656829489,2230.9544103141966,1.0,10600.0,0.09037120998173993,7.67,6.567472088506999,6.66,0.21175964323528607,21.8,0.03179574222752043
0.7000000000000001,0.7,0.0,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.82742145101936,2210.883724299264,1.0,10600.0,0.09037120998173993,7.67,6.545578269999708,6.66,0.21175964323528607,21.8,0.03179574222752043
0.8,0.8,0.0,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.8287080991970222,2190.9936083295,1.0,10600.0,0.09037120998173993,7.67,6.524382734757484,6.66,0.21175964323528607,21.8,0.03179574222752043
0.9,0.9,0.0,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.8299871208897728,2171.282509343591,1.0,10600.0,0.09037120998173993,7.67,6.503864827091699,6.66,0.21175964323528607,21.8,0.03179574222752043
1.0,1.0,0.0,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,0.831258535215359,2151.74876520672,1.0,10600.0,0.09037120998173993,7.67,6.484003054705291,6.66,0.21175964323528607,21.8,0.03179574222752043
