Time,Smad2c,Smad2n,Smad4c,Smad4n,T1R_Surf,T1R_Cave,T1R_EE,T2R_Surf,T2R_Cave,T2R_EE,LRC_Surf,LRC_Cave,LRC_EE,Smads_Complex_c,Smads_Complex_n,TGF_beta,v_T1R,v_T2R,ki_EE,kr_EE,ki_Cave,kr_Cave,Kcd,k_LRC,Klid,Kdeg_T1R_EE,Kdeg_T2R_EE,Kimp_Smad2c,Kexp_Smad2n,Kimp_Smad4c,Kexp_Smad4n,k_Smads_Complex_c,Kimp_Smads_Complex_c,Kdiss_Smads_Complex_n,Total_Smad2n,Total_Smad2c,V_medium,V_nuc,V_cyt,R1_Smad2_import,R2_Smad2_export,R3_Smad4_import,R4_Smad4_export,R5_T1R_production,R6_T1R_Cave_formation,R7_T1R_Cave_recycling,R8_T1R_EE_formation,R9_T1R_EE_recycling,R10_T1R_EE_degradation,R11_T2R_production,R12_T2R_Cave_formation,R13_T2R_Cave_recycling,R14_T2R_EE_formation,R15_T2R_EE_recycling,R16_T2R_EE_degradation,R17_LRC_formation,R18_LRC_Cave_formation,R19_LRC_Cave_recycling,R20_LRC_EE_formation,R21_LRC_EE_recycling,R22_LRC_EE_degradation,R23_Smads_Complex_formation,R24_Smads_Complex_import,R25_Smads_Complex_Dissociation,R26_LRC_Cave_degradation
0.0,492.61,236.45,1149.4,551.72,0.237,2.092,2.06,0.202,1.778,1.148,0.0,0.0,0.0,0.0,0.0,0.08,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.45,492.61,1.0,0.00035,0.00105,0.08275848,0.0827575,0.0965496,0.096551,1.0814999999999999e-05,8.212049999999999e-05,8.2196772e-05,8.212049999999999e-05,7.137900000000001e-05,1.0814999999999999e-05,3.01245e-05,6.9993e-05,6.9859398e-05,6.9993e-05,3.97782e-05,3.0135e-05,0.008835050952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,492.60997562852657,236.45002781956063,1149.399998199568,551.7199601064341,0.1764973301792087,2.091888506817818,2.0598885334406645,0.14149378371018295,1.7778904993861713,1.1478899950142971,0.06050409127373466,0.00011076926589727067,0.00011076904013643291,1.5092052124154486e-05,1.8703613241294414e-08,0.0799366358555409,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.45002783826425,492.6099907205787,1.0,0.00035,0.00105,0.08275847590559246,0.08275750973684622,0.09654959984876371,0.09655099301862596,1.0814999999999999e-05,6.115632490709582e-05,8.219239132137888e-05,6.115632490709582e-05,7.137513768371903e-05,1.0814414800563487e-05,3.01245e-05,4.9027596055578386e-05,6.985509561138205e-05,4.9027596055578386e-05,3.9774388327245396e-05,3.0132112369125302e-05,0.0046051175831155955,2.0964667626349063e-05,4.352235226369662e-09,2.0964667626349063e-05,3.8381472407274004e-09,5.815374607162727e-10,4.510998236837581e-06,2.5354647568579536e-09,7.685314680847874e-13,5.675552810889549e-17
0.02,492.6098767254572,236.4500550905581,1149.399921645796,551.7199203295386,0.14265078946620302,2.0916277086757193,2.0596277630325956,0.10764372108284281,1.777631681406341,1.1476307123296408,0.09435204359130284,0.00037084843619250563,0.0003708468676500696,0.00010482237739943064,2.659376030558569e-07,0.07990094703076644,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.4500553564957,492.6099815478346,1.0,0.00035,0.00105,0.0827584592898768,0.08275751928169534,0.09654959341824686,0.09655098605766925,1.0814999999999999e-05,4.942849855003935e-05,8.218214430157768e-05,4.942849855003935e-05,7.136610198907943e-05,1.0813045755921126e-05,3.01245e-05,3.729854935520504e-05,6.984492639413655e-05,3.729854935520504e-05,3.976540418222205e-05,3.0125306198653073e-05,0.002830311034802998,3.269298310438643e-05,1.4571005906439739e-08,3.269298310438643e-05,1.2849843964074912e-08,1.9469460551628653e-09,1.5102497202772911e-05,1.7610159403104347e-08,1.092737610956516e-11,2.701715287581311e-15
0.03,492.6096587326459,236.4500813472029,1149.3997257043097,551.7198804322089,0.12114417942987703,2.0912779492203972,2.059278033090564,0.08613361353346849,1.777283889792607,1.1472825193752871,0.11586005545205219,0.0007198938298763118,0.0007198891335123305,0.0003137464065486351,1.2156395608018401e-06,0.07987802819369995,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.45008256284248,492.6099724790525,1.0,0.00035,0.00105,0.08275842266708451,0.08275752847152101,0.09654957695916201,0.09655097907563656,1.0814999999999999e-05,4.197645817245239e-05,8.216840190281862e-05,4.197645817245239e-05,7.135398384658804e-05,1.081120967372546e-05,3.01245e-05,2.984529708934683e-05,6.983126131384132e-05,2.984529708934683e-05,3.97533392963537e-05,3.011616613360129e-05,0.001922745978389185,4.0145509214136084e-05,2.8285348469670164e-08,4.0145509214136084e-05,2.494415847620225e-08,3.779417950939735e-09,2.9316998224814574e-05,5.2709396300170695e-08,4.9950629553347615e-11,2.39737876625839e-14
0.04,492.60929380773916,236.45010596074673,1149.3993824297822,551.7198400946144,0.1063560723488254,2.0908694494179074,2.0588695649993505,0.07134203319431463,1.7768773455958964,1.146875652047906,0.1306495546451567,0.0011276844465403515,0.0011276744189240905,0.0006697019355952372,3.5102288889725815e-06,0.079862040280865,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.4501094709756,492.60996350967474,1.0,0.00035,0.00105,0.08275836135970017,0.08275753708626135,0.0965495481241017,0.09655097201655752,1.0814999999999999e-05,3.6852379068867996e-05,8.2152351537079e-05,3.6852379068867996e-05,7.13398304272275e-05,1.0809065216246589e-05,3.01245e-05,2.472001450183002e-05,6.981528778580836e-05,2.472001450183002e-05,3.973924134345995e-05,3.0105485866257533e-05,0.00139787240016592,4.5270070684546803e-05,4.430784958901695e-08,4.5270070684546803e-05,3.9073918615719734e-08,5.920290699351475e-09,4.592373052232104e-05,1.1250992517999985e-07,1.4423530504788337e-10,1.0843922493194293e-13
0.05,492.60876305075055,236.45012819990376,1149.3988728026768,551.7197989441206,0.0956281952366643,2.090419522392688,2.0584196721687844,0.06061070693759711,1.7764293620250184,1.1464274336684492,0.1413788142242994,0.0015769071270162786,0.001576889280272213,0.0011915821241301413,7.901472117086098e-06,0.07985022844381744,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.45013610137588,492.6099546328747,1.0,0.00035,0.00105,0.08275827219252609,0.08275754486996631,0.09654950531542485,0.0965509648152211,1.0814999999999999e-05,3.3135169649504176e-05,8.21346734543311e-05,3.3135169649504176e-05,7.132424164064838e-05,1.0806703278886117e-05,3.01245e-05,2.1001609953877402e-05,6.9797686063325e-05,2.1001609953877402e-05,3.972371057661177e-05,3.0093720133796793e-05,0.0010676547287819741,4.898775912871974e-05,6.19582579275966e-08,4.898775912871974e-05,5.463921356143218e-08,8.278668721429117e-09,6.421758534418523e-05,2.0018579685386373e-07,3.246714892910678e-10,3.4133239347036064e-13
0.06,492.60805291517704,236.45014726512107,1149.3981831461351,551.7197565722433,0.08753994272807215,2.089939012537589,2.057939199197306,0.05251902926032703,1.7759507835567012,1.1459487159926058,0.14946843962163395,0.002056717442918607,0.0020566890855655503,0.0018929241025564668,1.5217040033997017e-05,0.07984112380618134,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.45016248216112,492.6099458392796,1.0,0.00035,0.00105,0.08275815288974973,0.08275755154279238,0.09654944738427534,0.09655095740014258,1.0814999999999999e-05,3.0332590155277003e-05,8.21157937416144e-05,3.0332590155277003e-05,7.130759325218665e-05,1.0804180795785856e-05,3.01245e-05,1.819784363870332e-05,6.977888223672635e-05,1.819784363870332e-05,3.9707123009143796e-05,3.0081153794805906e-05,0.0008467767899642878,5.179081432889617e-05,8.081048504971499e-08,5.179081432889617e-05,7.126427681484631e-08,1.0797617699219139e-08,8.375688698385271e-05,3.1801124922948643e-07,6.252681749969375e-10,8.573698213556689e-13
0.07,492.60715331532003,236.45016230993696,1149.3973032368938,551.7197125452121,0.08126296045511477,2.089435160014233,2.0574353864005555,0.04623864565988095,1.7754488504359656,1.1454467447130325,0.15574678527146246,0.002559875195776057,0.002559833485846861,0.0027838014658761925,2.633970529175427e-05,0.07983387178973397,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.45018864964226,492.6099371167859,1.0,0.00035,0.00105,0.08275800175697376,0.08275755680847793,0.09654937347189907,0.09655094969541213,1.0814999999999999e-05,2.8157615797697267e-05,8.209599687211921e-05,2.8157615797697267e-05,7.129013613877924e-05,1.0801535778602916e-05,3.01245e-05,1.602169072114875e-05,6.975916078247951e-05,1.602169072114875e-05,3.9689729704306574e-05,3.0067977048717105e-05,0.0006919971297589498,5.396626109656175e-05,1.0058005631723705e-07,5.396626109656175e-05,8.869823028459374e-08,1.343912580069602e-08,0.00010424673802113016,4.6767864626720033e-07,1.082298490438183e-09,1.8471113708169967e-12
0.08,492.60605653153726,236.45017245519236,1149.3962252129336,551.7196664110002,0.07628152188061336,2.0889130358807275,2.0569133049553976,0.041253829466864234,1.7749286338038448,1.14492659516635,0.16072957777687022,0.00308130928876607,0.0030812512711647297,0.0038719188951255455,4.219351053278118e-05,0.07982794152274417,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.45021464870288,492.6099284504324,1.0,0.00035,0.00105,0.08275781749729826,0.08275756035931732,0.09654928291788642,0.09655094162192503,1.0814999999999999e-05,2.643154733163253e-05,8.207548209278967e-05,2.643154733163253e-05,7.127204601670452e-05,1.0798794851015836e-05,3.01245e-05,1.4294451910268457e-05,6.973872095078687e-05,1.4294451910268457e-05,3.967170652251403e-05,3.005432312311669e-05,0.0005795059568156521,5.569279869968553e-05,1.2106772326490766e-07,5.569279869968553e-05,1.0676535654585789e-07,1.617656917361483e-08,0.00012548057496067103,6.504823743810916e-07,1.7337313477919787e-09,3.561593350582813e-12
0.09,492.6047565320677,236.45017679895716,1149.3949428969722,551.7196177042404,0.07225766840382909,2.088376326885658,2.05637664170402,0.037226621950440374,1.7743938204913865,1.1443919574858648,0.16475477580404313,0.0036173329321276576,0.0036172555664746946,0.00516329024554321,6.373410331958349e-05,0.07982298588446668,0.0103,0.02869,0.33,0.033,0.33,0.03742,0.005,2197.0,0.02609,0.005,0.025,0.16,1.0,0.08,0.5,6.85e-05,0.16,0.1174,236.45024053306048,492.60991982231326,1.0,0.00035,0.00105,0.08275759909738738,0.08275756187963501,0.09654917520334566,0.09655093309824206,1.0814999999999999e-05,2.5037282101926777e-05,8.205439425966438e-05,2.5037282101926777e-05,7.125345063504428e-05,1.0795977368946103e-05,3.01245e-05,1.2899024505827588e-05,6.971770760092707e-05,1.2899024505827588e-05,3.965318132688521e-05,3.004028888400395e-05,0.0004953188976575722,5.708752981610094e-05,1.421286282362278e-07,5.708752981610094e-05,1.2533790537834816e-07,1.8990591723992147e-08,0.00014730820828665273,8.674327612512592e-07,2.6188343054016857e-09,6.315732689859428e-12
