data_set_value_component_environment_variable_time,data_set_value_component_rate_constants_variable_k1,data_set_value_component_rate_constants_variable_k1_,data_set_value_component_rate_constants_variable_k1__,data_set_value_component_rate_constants_variable_kn1,data_set_value_component_rate_constants_variable_k2,data_set_value_component_rate_constants_variable_kn2,data_set_value_component_rate_constants_variable_k3,data_set_value_component_rate_constants_variable_k3_,data_set_value_component_rate_constants_variable_kn4,data_set_value_component_rate_constants_variable_k5,data_set_value_component_rate_constants_variable_kn6,data_set_value_component_rate_constants_variable_k8,data_set_value_component_rate_constants_variable_k9,data_set_value_component_rate_constants_variable_k10,data_set_value_component_rate_constants_variable_k17,data_set_value_component_rate_constants_variable_k18,data_set_value_component_rate_constants_variable_k19,data_set_value_component_rate_constants_variable_k20,data_set_value_component_rate_constants_variable_k21,data_set_value_component_rate_constants_variable_k22,data_set_value_component_rate_constants_variable_k24,data_set_value_component_rate_constants_variable_k25,data_set_value_component_rate_constants_variable_k25_,data_set_value_component_rate_constants_variable_k26,data_set_value_component_rate_constants_variable_k26_,data_set_value_component_rate_constants_variable_k28,data_set_value_component_rate_constants_variable_k29,data_set_value_component_a_CyclinE_Cdk2_variable_a_CyclinE_Cdk2,data_set_value_component_i_CyclinE_Cdk2_variable_i_CyclinE_Cdk2,data_set_value_component_pRB_E2F_variable_pRB_E2F,data_set_value_component_E2F_variable_E2F,data_set_value_component_E2F_variable_V_4,data_set_value_component_pRB_variable_pRB,data_set_value_component_pRB_variable_V_27,data_set_value_component_CycD_Cdk4_variable_CycD_Cdk4,data_set_value_component_CycD_Cdk4_variable_V_6,data_set_value_component_p27_variable_p27,data_set_value_component_p27_variable_V_7,data_set_value_component_CycE_Cdk2_p27_variable_CycE_Cdk2_p27,data_set_value_component_CycD_Cdk4_p27_variable_CycD_Cdk4_p27,data_set_value_component_p16_variable_p16,data_set_value_component_p16_variable_V_23,data_set_value_component_pRB_P_variable_pRB_P,data_set_value_component_V_1_variable_V_1,data_set_value_component_V_n1_variable_V_n1,data_set_value_component_V_2_variable_V_2,data_set_value_component_V_n2_variable_V_n2,data_set_value_component_V_3_variable_V_3,data_set_value_component_V_n4_variable_V_n4,data_set_value_component_V_5_variable_V_5,data_set_value_component_V_n6_variable_V_n6,data_set_value_component_V_8_variable_V_8,data_set_value_component_V_9_variable_V_9,data_set_value_component_V_10_variable_V_10,data_set_value_component_V_17_variable_V_17,data_set_value_component_V_18_variable_V_18,data_set_value_component_V_19_variable_V_19,data_set_value_component_V_20_variable_V_20,data_set_value_component_V_21_variable_V_21,data_set_value_component_V_22_variable_V_22,data_set_value_component_V_24_variable_V_24,data_set_value_component_V_25_variable_V_25,data_set_value_component_V_26_variable_V_26,data_set_value_component_V_28_variable_V_28,data_set_value_component_V_29_variable_V_29
0.0,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.0,0.01,1.95,0.0,1e-06,0.05,0.01,0.0,0.018,5.0,0.0001,1.0,0.0,5.0,0.2,0.01,0.0,0.001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.005,0.5,0.009990009990009992,0.006666666666666667,0.0005,1e-05
0.1,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.0021197752010451427,0.010101605927295814,1.9500283959109845,-2.8256699468095795e-05,1e-06,0.0515175680137586,0.01,0.000711853120472663,0.018,5.000491929165398,0.0001,0.9977552653044608,1.198833110464497e-05,4.970310727874029,0.2,0.010070601086184995,0.0011191178758551826,0.001,2.141313373541229e-06,0.0021197752010451427,-4.012451324469603e-05,-4.521071914895327e-07,0.0002020321185459163,0.0035592656023633153,0.021199837568942392,0.021199837568942392,0.03492143428565613,0.012383459204745583,-2.8256699468095795e-09,0.00017798078918373776,1.198833110464497e-07,4.493446902965975e-07,0.005000491929165398,0.49703107278740294,0.009989707091709307,0.006679888067640747,0.000515175680137586,1.0070601086184995e-05
0.2,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.002822277938356227,0.010331971252285483,1.9500025028117274,-2.2384129802028353e-06,1e-06,0.053034961816861896,0.01,0.0007882991224887845,0.018,4.998404217542316,0.0001,0.9967994929248098,3.1037241662317606e-05,4.940432855797071,0.2,0.010195481106463575,0.0013491988847121516,0.001,2.915969452505608e-06,0.002822277938356227,-3.178546431888026e-06,-3.5814607683245366e-08,0.00020663942504570967,0.0039414956124439226,0.028213771900312795,0.028213771900312795,0.034887982252368346,0.013630886097288568,-2.2384129802028354e-10,0.00019701188292664236,3.103724166231761e-07,7.965252761332277e-07,0.0049984042175423155,0.4940432855797071,0.009989404246544226,0.006693246505317868,0.000530349618168619,1.0195481106463575e-05
0.30000000000000004,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.003056050057681328,0.010609115898894938,1.949963249140653,3.709122814734786e-05,1e-06,0.05455218488120877,0.01,0.0007997248137161252,0.018,4.995465990208377,0.0001,0.9962699276905075,5.086726165574729e-05,4.910805041184208,0.2,0.010333708158571615,0.0014252301734939902,0.001,3.242198925476577e-06,0.003056050057681328,5.2669543969233956e-05,5.934596503575657e-07,0.00021218231797789878,0.0039986240685806265,0.030532788255042843,0.030532788255042843,0.034869447469167765,0.013745524263650374,3.709122814734786e-09,0.00019974990542223167,5.086726165574729e-07,9.339441955054047e-07,0.004995465990208377,0.4910805041184208,0.009989101453813888,0.006706546006322007,0.0005455218488120877,1.0333708158571614e-05
0.4,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.0031342883517192274,0.010905845051596823,1.949918633207321,8.171463906781852e-05,1e-06,0.05606923099710855,0.01,0.0008042532552995777,0.018,4.992246784343453,0.0001,0.9958817287692832,7.08337533111543e-05,4.8814684199226015,0.2,0.010477283935883855,0.0014643349577700593,0.001,3.41820631108747e-06,0.0031342883517192274,0.00011603478747630229,1.3074342250850962e-06,0.00021811690103193648,0.004021266276497889,0.03129428189015091,0.03129428189015091,0.034855860506924914,0.013740779035776935,8.171463906781852e-09,0.00020075153637835356,7.083375331115431e-07,9.82376347172283e-07,0.0049922467843434536,0.48814684199226016,0.00998879871474958,0.006719766973138535,0.0005606923099710856,1.0477283935883855e-05
0.5,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.0031606277075668376,0.01121332688752261,1.9498707401707387,0.00012954139260387817,1e-06,0.057586092750188785,0.01,0.000807976247838362,0.018,4.9889348729017255,0.0001,0.9955406441641501,9.08682463537845e-05,4.852424941487281,0.2,0.010624122293027853,0.0014925968383501665,0.001,3.5441151654708173e-06,0.0031606277075668376,0.000183948777497507,2.0726622816620506e-06,0.0002242665377504522,0.00403988123919181,0.03153633158107927,0.03153633158107927,0.034843922545745254,0.013722254339990619,1.2954139260387817e-08,0.00020154704396585458,9.08682463537845e-07,9.989567505839205e-07,0.004988934872901725,0.4852424941487281,0.009988496030822684,0.006732907279044379,0.0005758609275018879,1.0624122293027854e-05
0.6000000000000001,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.003170091130474397,0.011528778480016546,1.9498202160977443,0.00017991892158149294,1e-06,0.05910276254758895,0.01,0.0008116893053732754,0.018,4.985593834369892,0.0001,0.9952148434362157,0.0001109614047500383,4.823672256038197,0.2,0.010773576017550027,0.0015176122808048013,0.001,3.6547278404704553e-06,0.003170091130474397,0.00025548486864571996,2.8787027453038872e-06,0.0002305755696003309,0.004058446526866377,0.03160957358896767,0.03160957358896767,0.03483251952026755,0.013703631139981947,1.7991892158149295e-08,0.00020233765981464912,1.109614047500383e-06,1.004947777551244e-06,0.004985593834369892,0.4823672256038197,0.009988193403539824,0.006745966739737283,0.0005910276254758896,1.0773576017550027e-05
0.7000000000000001,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.003173784583450879,0.01185151882786225,1.9497672539921855,0.00023265395165782363,1e-06,0.06061923274527419,0.01,0.0008153768653411924,0.018,4.982243878084943,0.0001,0.994894198828971,0.000131113060716853,4.795207641439012,0.2,0.010925452741417489,0.0015415316572345062,0.001,3.761416774634704e-06,0.003173784583450879,0.0003303686113541095,3.722463226525178e-06,0.000237030376557245,0.004076884326705962,0.03162513762251703,0.03162513762251703,0.03482129695901399,0.013684654813678358,2.3265395165782364e-08,0.00020312031978391234,1.31113060716853e-06,1.007290858215047e-06,0.004982243878084943,0.4795207641439012,0.00998789083441748,0.0067589453574085695,0.000606192327452742,1.092545274141749e-05
0.8,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.0031756663121073714,0.01218150865055368,1.9497119173631945,0.00028767566408032153,1e-06,0.06213549570632108,0.01,0.0008190537535646188,0.018,4.978892161784788,0.0001,0.9945751364590696,0.00015132275499750298,4.767028008333682,0.2,0.011079688059465962,0.0015651407669648853,0.001,3.868440665220785e-06,0.0031756663121073714,0.0004084994429940566,4.6028106252851444e-06,0.0002436301730110736,0.004095268767823094,0.03162260021959079,0.03162260021959079,0.03481012977606744,0.0136655826425068,2.8767566408032156e-08,0.00020389901568516452,1.5132275499750299e-06,1.0084856525853633e-06,0.004978892161784788,0.47670280083336825,0.009987588324970348,0.006771843321727677,0.0006213549570632108,1.1079688059465962e-05
0.9,0.1,0.5,0.5,0.001,0.1,1.0,1.42,0.0,0.016,0.02,5.0,2.0,2.0,0.035,3.5,0.0001,0.05,0.01,0.1,0.001,0.1,0.01,0.02,0.01,0.1,0.01,0.001,0.0031769250806216306,0.012518941478541556,1.9496542256737253,0.0003449645287755057,1e-06,0.06365154381851248,0.01,0.000822730732527527,0.018,4.975540907997346,0.0001,0.994256540080275,0.00017159010208805947,4.739130609429235,0.2,0.011236263726078749,0.0015886814492501319,0.001,3.977173916601311e-06,0.0031769250806216306,0.0004898496308612181,5.519432460408092e-06,0.00025037882957083113,0.004113653662637635,0.03161384140055138,0.03161384140055138,0.03479897890280963,0.013646599392437689,3.449645287755057e-08,0.00020467652079786668,1.7159010208805948e-06,1.0092852967882756e-06,0.004975540907997346,0.47391306094292357,0.009987285876707814,0.006784660686568978,0.0006365154381851248,1.123626372607875e-05
