Time,R,O,I1,S,A,I2,open_probability,Phi1,k1,L1,l2,lminus2,c,L3,Phi2,k2,l4,Phi_minus2,kminus1,kminus2,kminus3,lminus4,L5,Phi3,k3,Phi4,k4,l6,Phi_minus4,kminus4,lminus6,Phi5,IP3,compartment,v1,v2,v3,v4,v5
1.03,0.0006806768706448914,8.129095217492256e-05,0.00947070738444334,2.5773159511643477e-07,0.3784790480932645,0.6112880189678787,0.013464147654769177,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.008267878737689189,-0.007747302898086941,-1.2046862509558254e-07,0.008303723961613226,0.15102554692480052
1.04,0.0006754991154225252,8.093756442764751e-05,0.009393550926481762,2.5654016856796817e-07,0.37707019330418406,0.6127795625493169,0.01326478707265321,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.008199072726355193,-0.007684074376957216,-1.178286282535026e-07,0.008234146655412403,0.14729907997129543
1.05,0.000670376450404202,8.059176491025639e-05,0.009317024189894175,2.5537478706484454e-07,0.3756974372323335,0.6142343149876722,0.013072672244762693,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0081309133508653,-0.007621357980027593,-1.1525908011176874e-07,0.008165235596804765,0.14366689722301362
1.06,0.0006653075879037282,8.025336149500161e-05,0.009241122072859433,2.5423476007297435e-07,0.3743598557279504,0.6156532070150328,0.012887494732967145,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.008063385826086329,-0.007559149815429842,-1.1275727033808749e-07,0.00809697535539676,0.14012659430640628
1.07,0.0006602913420220614,7.992216828938046e-05,0.009165839512491782,2.531194231431647e-07,0.37305654824024836,0.6170371456175267,0.012708961358053196,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007996476735399511,-0.007497445992883876,-1.1032068606194638e-07,0.008029351906701634,0.1366758282279904
1.08,0.0006553266147244705,7.959800525274448e-05,0.009091171484807056,2.520281358848362e-07,0.37178663718146965,0.6183870146856116,0.012536793341236634,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007930173833030968,-0.007436242627925739,-1.0794698714611714e-07,0.007962352430291031,0.133312315711552
1.09,0.0006504123857022136,7.928069789849937e-05,0.009017113004628463,2.509602804288903e-07,0.3705492673609976,0.6197036755904941,0.012370725505820454,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00786446590052851,-0.00737553584492788,-1.0563398807504663e-07,0.007895965163190015,0.1300338317204085
1.1,0.0006455477036408675,7.897007702714662e-05,0.008943659125473662,2.499152600691504e-07,0.36934360544015254,0.620987967738447,0.012210505528502284,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00779934262338557,-0.00731532177967367,-1.0337964229652187e-07,0.007830179273824407,0.12683820803454948
1.11,0.0006407316780678785,7.866597847040639e-05,0.008870804939429574,2.488924979719737e-07,0.3681688393865701,0.6222407091249653,0.012055893234343707,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007734794475997281,-0.007255596581744551,-1.0118202756427144e-07,0.007764984744463771,0.1237233318271811
1.12,0.0006359634719653911,7.836824285072291e-05,0.008798545577008123,2.4789143597840495e-07,0.36702417793212305,0.6234626968846179,0.011906659933099452,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007670812617608623,-0.0071963564166572114,-9.903933260778529e-08,0.007700372264873828,0.12068714425110705
1.1300000000000001,0.0006312422953933587,7.807671536243132e-05,0.008726876206979905,2.469115335329872e-07,0.3659088500429929,0.6246547078277391,0.011762587795352643,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00760738880274348,-0.007137597467673355,-9.69498455620099e-08,0.007636333140740165,0.11772763905749539
1.1400000000000001,0.0006265674000840436,7.779124557441573e-05,0.008655792036188785,2.459522667365511e-07,0.3648221044050884,0.625817498960799,0.011623469266313705,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007544515305542366,-0.007079315937296494,-9.491194409297272e-08,0.007572859216281022,0.11484286125530141
1.1500000000000001,0.0006219380748125466,7.751168725028157e-05,0.008585288309352162,2.450131274991938e-07,0.3637632089236306,0.6269518079918283,0.011489106514734117,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007482184855203883,-0.007021508048519455,-9.292408688023739e-08,0.007509942808188563,0.11203090580811625
1.16,0.0006173536413709111,7.723789818238846e-05,0.00851536030885025,2.4409362277197256e-07,0.3627314502350714,0.6280583538229036,0.01135931091448076,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00742039058005701,-0.006964170045878149,-9.098480615607577e-08,0.007447576648376267,0.10928991636353846
1.17,0.0006128134512097447,7.696974004478476e-05,0.008446003354516228,2.4319327387747945e-07,0.3617261332523746,0.6291378370085821,0.011233902559324485,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007359125961098875,-0.006907298196301982,-8.909270143343292e-08,0.007385753836393311,0.10661808406972717
1.18,0.0006083168821525637,7.670707824150779e-05,0.008377212803399368,2.423116158290428e-07,0.3607465806769819,0.6301909402476101,0.011112709800660295,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007298384786713134,-0.006850888789919359,-8.724643332599584e-08,0.007324467793027464,0.10401364630550691
1.19,0.0006038633355172053,7.644978176285353e-05,0.008308984049513317,2.414481966984631e-07,0.3597921325114885,0.6312183288735227,0.01099556881085567,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007238161113240018,-0.006794938140726257,-8.544471807340119e-08,0.007263712219874839,0.1014748854126567
1.2,0.0005994522340214979,7.619772306912422e-05,0.00824131252360434,2.4060257711736685e-07,0.3588621456406092,0.63222065127612,0.010882323178818093,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0071784492365495845,-0.0067394425870318094,-8.368632349288866e-08,0.007203481070160868,0.09900012760615651
1.21,0.0005950830199537593,7.595077798158733e-05,0.008174193692916481,2.3977432981684566e-07,0.35795599342379253,0.6331985393110271,0.01077282352902717,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007119243667376696,-0.006684398491820347,-8.197006540118229e-08,0.007143768523402254,0.09658774191489794
1.22,0.0005907551534146895,7.570882557341325e-05,0.008107623060946251,2.389630391709198e-07,0.357073065280125,0.6341526087169027,0.01066692716028543,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007060539107713966,-0.006629802243082804,-8.029480415233474e-08,0.007084568961144344,0.09423613910243234
1.23,0.0005864681106601243,7.547174806141419e-05,0.008041596167186601,2.3816830074815373e-07,0.35621276626693493,0.6350834595388574,0.01056449770313431,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.007002330428680776,-0.006575650254108303,-7.865944134398974e-08,0.007025876944200475,0.09194377057144087
1.24,0.000582221382673091,7.523943070435521e-05,0.00797610858686871,2.3738972089750902e-07,0.35537451667029213,0.635991676539742,0.010465404796924541,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.006944612651642073,-0.0065219389637037935,-7.706291693270378e-08,0.006967687193210698,0.08970912729927993
1.25,0.0005780144740173394,7.501176171038749e-05,0.007911155930705124,2.3662691637971593e-07,0.35455775161593356,0.6368778295907184,0.010369523786352784,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.006887380933292801,-0.0064686648363287795,-7.550420685739615e-08,0.00690999457325351,0.08753073882679141
1.26,0.0005738469018549398,7.4788632150348e-05,0.007846733844634773,2.3587951402699788e-07,0.35376192069512713,0.6377424740467199,0.010276735435672155,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0068306305530415595,-0.006415824362181466,-7.398232096212765e-08,0.0068527940808090215,0.0854071722860339
1.27,0.0005697181950424955,7.456993587374606e-05,0.007782838009566725,2.3514715041597676e-07,0.3529864875970078,0.63858615111536,0.010186925658553624,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.006774356901498751,-0.006363414057259809,-7.249630106179505e-08,0.006796080831851278,0.0833370314448797
1.28,0.0005656278933076868,7.435556942728678e-05,0.007719464141121594,2.3442947155335689e-07,0.3522309297463748,0.6394093882202982,0.010099985262549842,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.006718555470097996,-0.006311430463396045,-7.10452191527163e-08,0.006739850051098763,0.08131895576585746
1.29,0.0005615755465324671,7.414543197709432e-05,0.007656607989372269,2.337261325796689e-07,0.35149473795057307,0.6402126993554137,0.010015809707707126,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0066632218422146864,-0.006259870148258032,-6.962817581730926e-08,0.0066840970627956575,0.07935161948866432
1.3,0.0005575607141372084,7.393942523484976e-05,0.007594265338585465,2.330367974914731e-07,0.3507774160572472,0.640996585427999,0.009934298878698426,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.006608351685692465,-0.006208729705320429,-6.82442988148169e-08,0.006628817282933956,0.07743373074099158
1.31,0.0005535829645365225,7.373745338704026e-05,0.0075324320069642455,2.3236113887777153e-07,0.3500784806216504,0.6417615345923241,0.009855356869544276,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.006553940746361913,-0.006158005753814782,-6.689274180610344e-08,0.006574006212491532,0.07556403067421502
1.32,0.0005496418746464245,7.353942302662167e-05,0.007471103846391026,2.31698837667211e-07,0.34939746058181514,0.6425080225752843,0.009778891780004724,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0064999848422658685,-0.006107694938664304,-6.557268317558481e-08,0.006519659431394528,0.0737412926195371
1.33,0.0005457370294400069,7.334524308699045e-05,0.007410276742170974,2.3104958288558027e-07,0.3487338969413135,0.6432365129944068,0.009704815522938889,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0064464798585517425,-0.006057793930404175,-6.428332494513676e-08,0.006465772593163437,0.07196432126387409
1.34,0.0005418680215525913,7.315482477837736e-05,0.007349946612776195,2.3041307142402422e-07,0.348087342460124,0.6439474576676986,0.009633043642060232,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.006393421743042657,-0.0060082994250873645,-6.302389178218794e-08,0.006412341420255076,0.07023195184682929
1.35,0.0005380344509308727,7.296808152658099e-05,0.007290109409591033,2.2978900781740616e-07,0.3474573613537366,0.6446412969152082,0.009563495139510832,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.006340806502407962,-0.005959208144177945,-6.179363009258659e-08,0.006359361700019703,0.06854304937908995
1.36,0.0005342359245169402,7.2784928913789e-05,0.007230761116658611,2.2917710403148768e-07,0.3468435290000741,0.6453184598527336,0.009496092312653925,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0062886301988037754,-0.005910516834434786,-6.059180718209719e-08,0.0063068292811408605,0.0668965078811461
1.37,0.0005304720559608123,7.260528462128215e-05,0.007171897750428533,2.2857707925790008e-07,0.3462454316537731,0.6459793646781381,0.009430760599517392,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.006236888946893845,-0.0058622222677875025,-5.9417710474994785e-08,0.006254740070466655,0.06529124964113875
1.3800000000000001,0.0005267424653588818,7.242906837393726e-05,0.0071135153595058166,2.279886597164895e-07,0.34566266616764074,0.646624418950462,0.009367428432384908,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00618557891121403,-0.005814321241205523,-5.827064678507457e-08,0.0062030900301946815,0.06372622449135912
1.3900000000000001,0.000523046779016414,7.225620188648462e-05,0.007055610024401151,2.2741157846478607e-07,0.34509483972123817,0.6472540198618805,0.009306027099077085,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00613469630385392,-0.00576681057656091,-5.7149941635818985e-08,0.006151875175383716,0.062200409103269405
1.4000000000000001,0.0005193846292311354,7.208660881144012e-05,0.006998177857282568,2.268455752141724e-07,0.34454156955646525,0.6478685545026356,0.009246490611485175,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0060842373824134665,-0.005719687120485926,-5.6054938624452165e-08,0.006101091571748998,0.060712806300718514
1.41,0.0005157556540945869,7.192021468860794e-05,0.006941215001728586,2.2629039615222495e-07,0.34400248271992656,0.6484684001191667,0.00918875558093654,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00603419844818767,-0.0056729477442263995,-5.498499882387793e-08,0.006050735333693352,0.05926244439077499
1.42,0.0005121594973087597,7.175694689606679e-05,0.00688471763248282,2.2574579377080488e-07,0.34347721581185986,0.64905392436566,0.009132761099996832,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005984575844544558,-0.00562658934349166,-5.393950021799426e-08,0.006000802622538472,0.05784837651161301
1.43,0.0005085958080164296,7.159673460257904e-05,0.006828681955210122,2.2521152669961234e-07,0.3429654147414643,0.6496254855491811,0.009078448630343463,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005935365955474272,-0.005580608838301556,-5.2917837167488234e-08,0.005951289644933515,0.05646967999702168
1.44,0.0005050642406438289,7.143950872137223e-05,0.0067731042062542345,2.2468735954496055e-07,0.3424667344884902,0.650183432868532,0.00902576189636941,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005886565204290294,-0.005535003172830991,-5.1919419903554306e-08,0.005902192651421986,0.05512545575718153
1.45,0.0005015644547541996,7.128520186523706e-05,0.0067179806523970315,2.2417306273350728e-07,0.3419808388709396,0.6507281066469823,0.008974646784195793,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005838170052462454,-0.00548976931525245,-5.094367404690407e-08,0.005853507935145698,0.05381482767531498
1.46,0.000498096114910832,7.113374830288557e-05,0.006663307590619334,2.236684123606799e-07,0.3415074003187142,0.6512598385590416,0.008925051245789187,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005790176998562312,-0.005444904257576958,-4.999004014945878e-08,0.005805231830666155,0.05253694201978398
1.47,0.0004946588905484769,7.098508391651909e-05,0.006609081347863329,2.2317319004356678e-07,0.34104609965305044,0.6517789518514324,0.008876925207898331,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005742582577305569,-0.005400405015493818,-4.905797325663065e-08,0.005757360712887578,0.0512909668712197
1.48,0.0004912524558522716,7.08391461605629e-05,0.006555298280796591,2.2268718277808546e-07,0.3405966258715961,0.652285761558413,0.008830220485542701,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005695383358679731,-0.005356268628209412,-4.814694248853879e-08,0.005709890996069521,0.05007609156430459
1.49,0.0004878764896434227,7.069587402152777e-05,0.006501954775577721,2.222101828002542e-07,0.3401586759389883,0.6527805747115877,0.00878489069980218,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005648575947146704,-0.00531249215828528,-4.725643063872561e-08,0.005662819132918405,0.04889152614384196
1.5,0.00048453067527093265,7.05552079789595e-05,0.006449047247623603,2.217419874513993e-07,0.33973195458279454,0.653263690544346,0.008740891199671518,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005602156980910633,-0.005269072691475715,-4.638593378895846e-08,0.005616141613748182,0.04773650083475478
1.51,0.00048121470050872415,7.041708996743883e-05,0.006396572141378293,2.212823990471382e-07,0.3393161740946782,0.6537354006910698,0.008698178987757018,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005556123131242237,-0.005226007336565079,-4.553496093888563e-08,0.005569854965700963,0.04661026552565184
1.52,0.0004779282574576267,7.028146333959717e-05,0.006344525930083531,2.2083122474999452e-07,0.3389110541366533,0.6541959893812428,0.008656712649606218,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.005510471101852507,-0.005183293225205007,-4.4703033649432086e-08,0.005523955752020408,0.045512089265611455
1.53,0.00047467104245177335,7.01482728301157e-05,0.0062929051155508845,2.2038827644551294e-07,0.3385163215522991,0.6546457336285932,0.008616452286473694,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00546519762830976,-0.00514092751175161,-4.388968569906505e-08,0.005478440571371666,0.04444125977384439
1.54,0.0004714427559690125,7.001746452067757e-05,0.006241706227935513,2.1995337062175207e-07,0.33813171018280896,0.6550849034153967,0.00857735945133791,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0054202994774949125,-0.005098907373102834,-4.309446275206116e-08,0.00543330605720245,0.04339708296191158
