_1_task1,tumor_at_Exp_Lin_growth_2_task1,tumor_at_Exp_growth_1_task1,tumor_at_Gen__logistic_growth_3_task1,tumor_at_Gomp__growth_4_task1,tumor_at_Logistic_growth_5_task1,tumor_at_Power_growth_6_task1,tumor_at_Von_Bert__growth_7_task1
0.56,1.7506730142187008,1.7506730142187008,1.507184067333771,7.204115183993294,1.7376290212982906,5.328808296296126,4.880605622632467
0.58,1.7860389549432854,1.7860389549432854,1.528900912787326,7.58930616716169,1.7721094023134145,5.57662103703686,5.094166764297744
0.6,1.8221193351932694,1.8221193351932694,1.5508927247686501,7.9868508970993,1.8072614054469582,5.831999999999818,5.313571780380277
0.62,1.8589285875336314,1.8589285875336314,1.5731622754564156,8.396726544014003,1.843097609080428,6.095058962962774,5.538883083323719
0.64,1.8964814363090428,1.8964814363090428,1.5957123523800643,8.818892796868694,1.8796308069199612,6.36591170370351,5.770162469851367
0.66,1.9347929033281006,1.9347929033281006,1.6185457582804785,9.253292202713368,1.916874010659103,6.644671999999801,6.007471124203188
0.68,1.9738783130172148,1.9738783130172148,1.6416653110238661,9.699849335544409,1.9548404532269334,6.9314536296294245,6.25086962276955
0.7,2.013753300280258,2.013753300280258,1.6650738433797274,10.15847208829123,1.9935435916462831,7.226370370370159,6.500417937186227
0.72,2.0544338160372733,2.0544338160372733,1.6887742028967547,10.629051673395907,2.0329971098768005,7.529535999999783,6.756175437985576
0.74,2.095936132412396,2.095936132412396,1.712769251792014,11.111462462273883,2.073214921615599,7.841064296296074,7.018200898258947
0.76,2.1382768512610006,2.1382768512610006,1.73706186671005,11.605563271700921,2.1142111731934823,8.161069037036809,7.286552496846285
0.78,2.1814729096860375,2.1814729096860375,1.7616549386000977,12.111197364966545,2.1560002464538384,8.489663999999767,7.561287822033733
0.8,2.2255415860942045,2.2255415860942045,1.7865513725734172,12.6281926227762,2.1985967616109434,8.826962962962723,7.842463875184094
0.82,2.2705005104792226,2.2705005104792226,1.8117540876022076,13.156363162703684,2.242015579981008,9.173079703703454,8.130137073775884
0.84,2.316367667336921,2.316367667336921,1.8372660164901389,13.695508625386205,2.286271806989591,9.528127999999745,8.424363255368094
0.86,2.36316140305044,2.36316140305044,1.8630901056785862,14.245414855603887,2.3313807950054692,9.892221629629368,8.725197681014663
0.88,2.4109004332161303,2.4109004332161303,1.8892293150547186,14.805854578647281,2.3773581461807396,10.265474370370104,9.032695038678701
0.9,2.459603852361622,2.459603852361622,1.9156866176786473,15.376588435131575,2.4242197149773896,10.647999999999726,9.346909446409677
0.92,2.5092911447778303,2.5092911447778303,1.9424649994720098,15.957366228946057,2.4719816105719272,11.039912296296018,9.667894455400232
0.94,2.5599821861575167,2.5599821861575167,1.969567459217922,16.547926760350602,2.5206602004254375,11.44132503703675,9.995703053933674
0.96,2.611697254261598,2.611697254261598,1.996997008253691,17.147999122146334,2.570272112743258,11.852351999999705,10.330387670434845
0.98,2.664457037406409,2.664457037406409,2.024756670237581,17.757303649390614,2.620834239201785,12.273106962962665,10.67200017673159
1.0,2.7182826395695443,2.7182826395695443,2.0528494810824913,18.375549834435496,2.67236373668765,12.703703703703397,11.020591892152062
1.02,2.773195590578914,2.773195590578914,2.0812784886432385,19.002438590125294,2.724878030391984,13.144255999999688,11.376213586400077
1.04,2.829217856537566,2.829217856537566,2.110046752394828,19.637664599824014,2.778394816899379,13.59487762962931,11.738915482393692
1.06,2.88637184756148,2.88637184756148,2.1391573432448467,20.280916184876407,2.8329320664512943,14.055682370370045,12.10874725978167
1.08,2.9446804266461544,2.9446804266461544,2.1686133432972086,20.931875867652675,2.888508025306249,14.526783999999667,12.48575805823417
1.1,3.0041669176464803,3.0041669176464803,2.1984178456875307,21.590218928599402,2.9451412168477553,15.008296296295956,12.869996481155187
1.12,3.064855115828986,3.064855115828986,2.2285739542371306,22.2556166003381,3.0028504454458766,15.50033303703669,13.261510598371562
1.14,3.12676929711649,3.12676929711649,2.259084783209439,22.92773644748607,3.06165479857912,16.00300799999964,13.660347949419588
1.16,3.1899342275403595,3.1899342275403595,2.289953457058012,23.60624284207449,3.121573648971377,16.516434962962595,14.06655554679617
1.18,3.2543751736695454,3.2543751736695454,2.3211831101567695,24.290797250349335,3.1826266561136745,17.040727703703325,14.480179879145197
1.2,3.320117913535317,3.320117913535317,2.3527768865238925,24.9810582999111,3.244833767384606,17.575999999999613,14.901266914432128
1.22,3.3871887451289884,3.3871887451289884,2.384737939550273,25.676683631775965,3.3082152219626386,18.122365629629236,15.329862103064864
1.24,3.455614497470869,3.455614497470869,2.4170694317138692,26.37733010924364,3.3727915520694904,18.679938370369968,15.76601038103254
1.26,3.5254225412520235,3.5254225412520235,2.449774534291193,27.08265444214019,3.438583584816239,19.24883199999959,16.20975617301962
1.28,3.596640800940168,3.596640800940168,2.482856427062149,27.792313085662794,3.5056124422625405,19.829160296295882,16.661143395544464
1.3,3.6692977653097345,3.6692977653097345,2.516318298011812,28.50596312809226,3.573899543776414,20.421037037036612,17.12021546002636
1.32,3.7434224980361117,3.7434224980361117,2.550163343027178,29.22326324089117,3.6434666084929312,21.02457599999957,17.587015275832552
1.34,3.8190446496284163,3.8190446496284163,2.5843947655873443,29.943873971270772,3.714335656161041,21.639890962962525,18.06158525334544
1.36,3.89619446935912,3.89619446935912,2.6190157764489332,30.667458196191465,3.7865290081836713,22.267095703703255,18.54396730700371
1.38,3.9749028190081903,3.9749028190081903,2.654029593325667,31.393681064261628,3.8600692864342023,22.906303999999537,19.034202858351765
1.4,4.055201183225285,4.055201183225285,2.6894394405642035,32.12221103123807,3.934979416737989,23.557629629629158,19.532332839020036
1.42,4.1371216822483925,4.1371216822483925,2.7252485488139087,32.852720215963174,4.011282629411818,24.22118637036989,20.038397693721627
1.44,4.220697084816751,4.220697084816751,2.761460154691435,33.584884744853944,4.089002459727611,24.89708799999951,20.552437383233144
1.46,4.305960822380662,4.305960822380662,2.798077500442194,34.31838494786252,4.168162746714707,25.585448296295798,21.074491387375684
1.48,4.392947003758341,4.392947003758341,2.835103833596989,35.05290550119564,4.2487876315292175,26.28638103703653,21.604598707983726
1.5,4.481690424847199,4.481690424847199,2.872542406615512,35.78813633902717,4.330901563052891,26.99999999999949,22.142797871783017
1.52,4.572226583875546,4.572226583875546,2.910396476532836,36.52377273535466,4.4145292958217395,27.72641896296244,22.68912693333076
1.54,4.664591695386524,4.664591695386524,2.9486693045984205,37.25951559407748,4.499695889958322,28.465751703703173,23.243623477918597
1.56,4.758822704382742,4.758822704382742,2.9873641559098467,37.995071729492125,4.5864267110779675,29.21811199999946,23.806324624459236
1.58,4.854957301425381,4.854957301425381,3.02648429904322,38.73015406460216,4.67474742900433,29.983613629629083,24.377267028368237
1.6,4.953033946426398,4.953033946426398,3.066033005699949,39.46448108105294,4.764684003909584,30.76237037036982,24.956486884552763
1.62,5.05309187363141,5.05309187363141,3.106013550299888,40.197777888281884,4.856262700339748,31.55449599999944,25.54401993010988
1.64,5.155171107478388,5.155171107478388,3.146429209596405,40.929776356388864,4.949510085453471,32.36010429629572,26.13990144716337
1.66,5.259312480186185,5.259312480186185,3.187283262290109,41.66021510007608,5.044453024929544,33.17930903703645,26.74416626570692
1.68,5.365557647727854,5.365557647727854,3.2285789886326977,42.38883960161625,5.141118681464146,34.0122239999994,27.356848766405257
1.7,5.473949106059398,5.473949106059398,3.270319670025708,43.115402311818954,5.239534513105961,34.85896296296236,27.977982883380378
1.72,5.584530213723153,5.584530213723153,3.3125085886407764,43.83966289024151,5.339728262005103,35.71963970370309,28.60760210705854
1.74,5.697345210698486,5.697345210698486,3.355149027017361,44.56138831778233,5.441727949172569,36.59436799999938,29.245739486952672
1.76,5.812439224748619,5.812439224748619,3.3982442675998574,45.280352651058635,5.545561888727464,37.48326162962899,29.892427634271975
1.78,5.929858294511797,5.929858294511797,3.4417975923413344,45.99633718927567,5.6512586765882,38.38643437036973,30.54769872472056
1.8,6.049649387581983,6.049649387581983,3.485812282279257,46.709130480335446,5.758847187111259,39.30399999999935,31.211584501216013
1.82,6.171860418838485,6.171860418838485,3.5302916171060765,47.41852830477321,5.868356569577741,40.23607229629564,31.88411627659289
1.84,6.2965402707649485,6.2965402707649485,3.5752388747447297,48.124333766891475,5.979816241791682,41.18276503703637,32.56532493630964
1.86,6.4237388240599405,6.4237388240599405,3.6206573309771946,48.826358119894756,6.093255867732412,42.14419199999932,33.25524094124649
1.88,6.553506962020375,6.553506962020375,3.6665502589142687,49.52441956791748,6.208705376697695,43.12046696296227,33.95389433020907
1.9,6.68589659345017,6.68589659345017,3.712920928566171,50.218343423679585,6.326194953551043,44.11170370370299,34.661314722609866
1.92,6.8209606747239215,6.8209606747239215,3.759772606401611,50.90796215935138,6.4457550305386215,45.11801599999929,35.37753132112315
1.94,6.958753230488603,6.958753230488603,3.8071085548923143,51.5931153115931,6.567416281488986,46.139517629628905,36.10257291430801
1.96,7.099329374702805,7.099329374702805,3.8549320320528833,52.27364936918021,6.691209615722746,47.17632237036964,36.83646787921734
1.98,7.242745342336085,7.242745342336085,3.903246291046623,52.949418560132884,6.817166155670601,48.22854399999925,37.5792441840858
2.0,7.38905850841744,7.38905850841744,3.9520545796978164,53.62028446771687,6.945317234335389,49.296296296295544,38.33092939088672
2.02,7.538327400347287,7.538327400347287,4.001360139950903,54.28611500067149,7.075694403429904,50.379693037036276,39.091550657811084
2.04,7.690611726868994,7.690611726868994,4.051166207436705,54.94678479584824,7.208329415923044,51.478847999999225,39.86113474187967
2.06,7.845972401454367,7.845972401454367,4.10147601099343,55.60217507726541,7.343254217478374,52.59387496296218,40.63970800148783
2.08,8.004471566064806,8.004471566064806,4.152292772183265,56.252173501135616,7.4805009375435345,53.72488770370291,41.427296398936434
2.1,8.16617261876734,8.16617261876734,4.203619704831252,56.89667426962238,7.620101874958075,54.8719999999992,42.223925502976044
2.12,8.331140251962744,8.331140251962744,4.255460014638261,57.53557906247969,7.762089468111737,56.03532562962882,43.02962049141623
2.14,8.49944045683648,8.49944045683648,4.307816898527601,58.168795179072255,7.906496315134664,57.21497837036955,43.844406153458
2.16,8.671140555359425,8.671140555359425,4.360693544195653,58.796235874801006,8.053355153652168,58.411071999999166,44.668306892221956
2.18,8.846309228076686,8.846309228076686,4.414093129622895,59.41782031067363,8.202698846957729,59.62372029629546,45.50134672722739
2.2,9.02501654094604,9.02501654094604,4.4680188225703485,60.03347338107783,8.354560371793031,60.85303703703618,46.34354929684748
2.22,9.207333972113316,9.207333972113316,4.522473780068031,60.64312550024534,8.508972806354526,62.09913599999915,47.194937860747956
2.24,9.393334458721167,9.393334458721167,4.57746114805889,61.24671363749723,8.665969291810503,63.3621309629621,48.05553530244171
2.26,9.583092408955597,9.583092408955597,4.632984060752433,61.84418008366174,8.825583040173607,64.6421357037028,48.92536413159816
2.28,9.776683728859716,9.776683728859716,4.689045640091024,62.43547212821234,8.98784732268464,65.93926399999908,49.80444648643379
2.3,9.974185856399647,9.974185856399647,4.74564899526767,63.0205421646962,9.152795448698129,67.2536296296287,50.69280413613442
2.32,10.175677791846372,10.175677791846372,4.802797222206361,63.59934752240059,9.320460749608193,68.58534637036944,51.59045848323707
2.34,10.381240128613477,10.381240128613477,4.860493403038612,64.17185029002206,9.490876562311154,69.93452799999905,52.497430565998734
2.36,10.59095509341786,10.59095509341786,4.918740605650336,64.73801752949186,9.6640762025095,71.30128829629533,53.4137410608015
2.38,10.80490659520293,10.80490659520293,4.977541883294323,65.29782185497545,9.840092928467913,72.68574103703605,54.33941028459098
2.4,11.023180220658915,11.023180220658915,5.03690027374889,65.85123958709237,10.018959963175433,74.087999999999,55.274458197001046
2.42,11.245863282483105,11.245863282483105,5.096818798909633,66.3982512464775,10.200710458881183,75.50817896296196,56.218904402757346
2.44,11.473044854950162,11.473044854950162,5.157300464267534,66.93884145020938,10.38537747552641,76.94639170370269,57.17276815399427
2.46,11.70481580874522,11.70481580874522,5.218348258373313,67.47299874774981,10.57299396000451,78.40275199999897,58.1360683525524
2.48,11.94126884640978,11.94126884640978,5.279965152299285,68.00071545716052,10.763592724771193,79.8773736296286,59.10882355226353
2.5,12.182498538413078,12.182498538413078,5.342154099098851,68.5219875023445,10.957206425788643,81.37037037036932,60.09105196122386
2.52,12.428601359861718,12.428601359861718,5.404918033263693,69.03681425206013,11.153867539787663,82.88185599999895,61.08277144405502
2.54,12.679675756627852,12.679675756627852,5.468259870419989,69.5451991663873,11.353608319267286,84.41194429629522,62.0839995242869
2.56,12.935822190250878,12.935822190250878,5.532182506839035,70.04714983396262,11.556460763189252,85.96074903703595,63.09475338662703
2.58,13.197143122354165,13.197143122354165,5.596688818433159,70.54267630190267,11.762456632789286,87.5283839999989,64.11504987893362
2.6,13.463743084364275,13.463743084364275,5.661781660459128,71.0317917780152,11.971627403215217,89.11496296296184,65.14490551457047
2.62,13.7357287197766,13.7357287197766,5.727463866983768,71.51451255071629,12.184004235508262,90.72059970370256,66.1843364746193
2.64,14.013208827027423,14.013208827027423,5.79373825034702,71.99085791217878,12.399617947886911,92.34540799999886,67.23335861008005
2.66,14.296294403271583,14.296294403271583,5.860607600624952,72.46085009347411,12.61849898610265,93.98950162962848,68.29198744406054
2.68,14.585098689085354,14.585098689085354,5.928074685092871,72.92451421264835,12.840677392846267,95.65299437036921,69.36023817395576
2.7,14.879737214036838,14.879737214036838,5.996142247687929,73.38187821690643,13.066182776643574,97.3359999999988,70.4381256736152
2.72,15.180327833276184,15.180327833276184,6.064813008370818,73.83297029812982,13.295044338914558,99.03863229629508,71.52566449532956
2.74,15.486990781832823,15.486990781832823,6.134089662658482,74.27782059792138,13.527290800543435,100.7610050370358,72.62286887209402
2.76,15.799848729001408,15.799848729001408,6.203974881148263,74.71646269551225,13.762950332857045,102.50323199999873,73.72975271984569
2.78,16.11902682268725,16.11902682268725,6.274471308930225,75.14893228578335,14.002050553360798,104.26542696296167,74.84632963950163
2.8,16.444652739620786,16.444652739620786,6.345581565049727,75.5752671092578,14.244618491689366,106.0477037037024,75.97261291906938
2.82,16.776856736594226,16.776856736594226,6.417308241970855,75.99550689127088,14.49068055469998,107.8501759999987,77.10861553574742
2.84,17.11577170273825,17.11577170273825,6.4896539050408135,76.40969329084591,14.740262490696649,109.67295762962831,78.2543501580153
2.86,17.461533212856814,17.461533212856814,6.5626210919554495,76.81786985980466,14.993389352773669,111.51616237036903,79.40982914771324
2.88,17.814279581220962,17.814279581220962,6.6362123122186105,77.22008186428624,15.250085467009699,113.37990399999865,80.57506456210037
2.9,18.17415190672351,18.17415190672351,6.71043004648572,77.61637377782701,15.510374490331317,115.26429629629492,81.75006815572122
2.92,18.54129414112789,18.54129414112789,6.785276746173612,78.00679207043915,15.77427926290466,117.16945303703565,82.93485138267229
2.94,18.91585314658176,18.91585314658176,6.8607548329292,78.391385157753,16.041821770014767,119.0954879999986,84.12942539863721
2.96,19.297978751419762,19.297978751419762,6.936866698065565,78.7702026757856,16.313023129610134,121.04251496296155,85.33380106285894
2.98,19.68782380981415,19.68782380981415,7.01361470203233,79.143295413758,16.58790355394186,123.01064770370228,86.54798894015225
3.0,20.085544262573116,20.085544262573116,7.091001173887761,79.51071525208188,16.86648231057976,124.99999999999856,87.77199930290585
3.02,20.491299199103366,20.491299199103366,7.169028410772678,79.87251510569725,17.148777682807307,127.01068562962818,89.00584213307415
3.04,20.905250920553552,20.905250920553552,7.24769867738634,80.2287488729434,17.43480692939709,129.0428183703689,90.24952712415893
3.06,21.327565007707936,21.327565007707936,7.327014205471044,80.57947123040408,17.724586259697116,131.0965119999985,91.50306368317342
3.08,21.758410406126615,21.758410406126615,7.406977193328807,80.92473671280167,18.01813087997999,133.17188029629477,92.76646093256296
3.1,22.19795946342503,22.19795946342503,7.487589805248931,81.2646010061832,18.31545481908736,135.2690370370355,94.03972771221763
3.12,22.646388005557732,22.646388005557732,7.568854171008391,81.59912054975078,18.616570922738713,137.38809599999848,95.32287258139642
3.14,23.103875409769703,23.103875409769703,7.650772385366268,81.92835235078695,18.92149082662329,139.52917096296144,96.61590382065114
3.16,23.57060467601743,23.57060467601743,7.733346507555668,82.25235393256439,19.23022491628354,141.69237570370214,97.91882943374608
3.18,24.046762499761112,24.046762499761112,7.816578560778661,82.57118328572541,19.54278228672413,143.8778239999984,99.23165714956792
3.2,24.532539346147296,24.532539346147296,7.900470531704325,82.88489882318261,19.859170701761652,146.08562962962804,100.55439442402566
3.22,25.028129525601543,25.028129525601543,7.9850243699700805,83.19355933859184,20.179396553129504,148.31590637036877,101.88704844194058
3.24,25.53373127876299,25.53373127876299,8.070241987700829,83.49722379614842,20.503464860341875,150.56876799999836,103.22962611891977
3.26,26.04954687004163,26.04954687004163,8.156125259044716,83.79595096784003,20.831379307505546,152.8443282962946,104.58213410321368
3.28,26.575782635030556,26.575782635030556,8.242676019625772,84.08980011125887,21.163142033277577,155.14270103703532,105.94457877760476
3.3,27.11264907571419,27.11264907571419,8.329896066084752,84.37883064278309,21.498753660529278,157.46399999999826,107.31696626124679
3.32,27.660360945437418,27.660360945437418,8.417787155602502,84.66310207038048,21.838213264988465,159.80833896296124,108.69930241150462
3.34,28.219137334314677,28.219137334314677,8.506351005425433,84.94267395395832,22.18151833809581,162.17583170370193,110.09159282578531
3.36,28.78920175626793,28.78920175626793,8.595589292395317,85.2176058678477,22.528664750147502,164.56659199999822,111.49384284335987
3.38,29.370782237716078,29.370782237716078,8.685503652483611,85.48795736540367,22.879646713755736,166.98073362962785,112.90605754717514
3.4,29.96411140793863,29.96411140793863,8.77609568033038,85.75378794570277,23.23445674765839,169.41837037036856,114.32824176565647
3.42,30.569426610041447,30.569426610041447,8.867366928802149,86.01515696959682,23.593085716095608,171.87961599999818,115.76040007449424
3.44,31.186969998967196,31.186969998967196,8.959318908543692,86.27212361875125,23.955522810236413,174.36458429629445,117.20253679842607
3.46,31.81698860175222,31.81698860175222,9.05195308750533,86.52474696686883,24.321755372973506,176.8733890370352,118.65465601302387
3.48,32.45973443459258,32.45973443459258,9.145270890516578,86.77308589943082,24.691768943104513,179.4061439999981,120.11676154645197
3.5,33.11546460333,33.11546460333,9.239273698851406,87.01719908666543,25.065547226970914,181.96296296296106,121.58885698122265
3.52,33.78444140568663,33.78444140568663,9.333962849798901,87.25714495867261,25.443072070390297,184.5439597037018,123.0709456559424
3.54,34.46693243544925,34.46693243544925,9.429339636239641,87.49298168219082,25.824323431620876,187.1492479999981,124.56303066704912
3.56,35.16321068863001,35.16321068863001,9.525405306227912,87.72476713897444,26.209279355407492,189.7789416296277,126.06511487054013
3.58,35.873554671904024,35.873554671904024,9.622161062579826,87.9525589051108,26.59791594895845,192.4331543703684,127.57720088369099
3.6,36.598248546626714,36.598248546626714,9.719608062460294,88.17641415326746,26.99020745739385,195.11199999999803,129.09929108675462
3.62,37.33758221822373,37.33758221822373,9.817747416988572,88.39638968929292,27.386126174345986,197.8155922962943,130.63138762466946
3.64,38.09185143135439,38.09185143135439,9.916580190849452,88.61254198166033,27.785642364644133,200.54404503703503,132.17349240875782
3.66,38.861357904033184,38.861357904033184,10.01610740190295,88.82492710602222,28.188724296277694,203.29747199999798,133.72560711840322
3.68,39.646409447740595,39.646409447740595,10.116330020804236,89.03360072903521,28.595338226419443,206.07598696296094,135.2877332027242
3.7,40.447320089836914,40.447320089836914,10.217248970630362,89.23861809325815,29.005448389274175,208.87970370370167,136.85987188223928
3.72,41.2644101983116,41.2644101983116,10.318865126513945,89.44003400307935,29.41901698581804,211.7087359999979,138.44202415052314
3.74,42.09800660890073,42.09800660890073,10.421179315283943,89.63790281162966,29.836004175493663,214.56319762962755,140.03419077585403
3.76,42.948442758796226,42.948442758796226,10.524192315109563,89.8322784067596,30.25636807540903,217.44320237036825,141.63637230285133
3.78,43.816058884337565,43.816058884337565,10.62790485509116,90.023214170345,30.68006484214473,220.34886399999786,143.24856905408598
3.8,44.7012020705737,44.7012020705737,10.73231761500639,90.21076300590175,31.107048558694807,223.28029629629413,144.87078113172726
3.82,45.60422639298659,45.60422639298659,10.837431224976067,90.39497732684832,31.537271240926316,226.23761303703486,146.5030084191542
3.84,46.52549307680856,46.52549307680856,10.943246265123049,90.57590903878715,31.97068286602661,229.2209279999978,148.14525058255424
3.86,47.46537064021519,47.46537064021519,11.049763265257393,90.753609530879,32.407231378848465,232.23035496296075,149.79750707251847
3.88,48.42423504019707,48.42423504019707,11.15698270456954,90.92812966785861,32.84686270077538,235.26600770370146,151.45977712562916
3.9,49.40246982114574,49.40246982114574,11.264905011331614,91.09951978264631,33.28952074117569,238.32799999999776,153.13205976603825
3.92,50.400466266189,50.400466266189,11.373530562607028,91.26782966951059,33.73514741151402,241.41644562962736,154.8143538070377
3.94,51.418623551310546,51.418623551310546,11.482859683968504,91.43310857773686,34.18368264218861,244.53145837036809,156.5066578526217
3.96,52.45734890228957,52.45734890228957,11.59289264922466,91.59540520575679,34.63506440216318,247.67315199999769,158.2089702990403
3.98,53.51705775449494,53.51705775449494,11.703629680155299,91.75476769569377,35.089228721461836,250.84164029629397,159.92128933634507
4.0,54.59817402872744,54.59817402872744,11.815070946119038,91.9112436644314,35.54610972743329,254.03703703703468,161.64361294989808
4.02,55.7011303566038,55.7011303566038,11.927216563734326,92.0648802179526,36.005639678902504,257.25945599999756,163.3759389218862
4.04,56.82636794854047,56.82636794854047,12.040066597004254,92.21572385082834,36.4677489688773,260.50901096296053,165.11826483291753
4.06,57.97433692052147,57.97433692052147,12.153621056900802,92.36382049156084,36.93236617404567,263.78581570370125,166.87058806349563
4.08,59.145496476804816,59.145496476804816,12.267879901135995,92.50921550112315,37.39941809339124,267.0899839999975,168.63290579552282
4.1,60.340315091799084,60.340315091799084,12.3828430339472,92.65195367039956,37.86882978970991,270.4216296296271,170.40521501379578
4.12,61.55927069533101,61.55927069533101,12.498510305891832,92.79207921781878,38.34052463449744,273.7808663703679,172.18751250749435
4.14,62.802850861346116,62.802850861346116,12.61488151365145,92.92963578713758,38.8144243562769,277.1678079999974,173.97979487166103
4.16,64.07155300008856,64.07155300008856,12.73195639984551,93.06466644533265,39.290449092435885,280.58256829629374,175.78205850867388
4.18,65.36588455380218,65.36588455380218,12.849734652854748,93.19721368055843,39.76851744464247,284.0252610370344,177.5942996297104
4.2,66.68636319599877,66.68636319599877,12.968215906654498,93.32731940012881,40.248546537909675,287.4959999999974,179.41651425620472
4.22,68.03351705895216,68.03351705895216,13.08739974061955,93.45502494754187,40.730452027996904,290.9948989629603,181.24869822129142
4.24,69.40788522890614,69.40788522890614,13.207285678927915,93.58037132391804,41.21414751853031,294.5220717037011,183.09084717119578
4.26,70.81001755715204,70.81001755715204,13.327873191046056,93.70339887671533,41.69954552942708,298.07763199999727,184.94295656673776
4.28,72.24047492578624,72.24047492578624,13.449161691522184,93.82414733748226,42.186557454747344,301.661693629627,186.80502168474945
4.3,73.69982954272045,73.69982954272045,13.57115053975033,93.94265587914403,42.6750934672467,305.2743703703676,188.67703761947854
4.32,75.1886651684924,75.1886651684924,13.693839039857268,94.05896311728175,43.16506258904621,308.9157759999973,190.55899928399884
4.34,76.70757734731484,76.70757734731484,13.817226440599566,94.17310711142184,43.656372765617284,312.5860242962935,192.45090141161177
4.36,78.25717364241943,78.25717364241943,13.941311935270969,94.28512536630224,44.1489309431257,316.2852290370343,194.35273855724162
4.38,79.83807387574961,79.83807387574961,14.066094661620136,94.39505483308187,44.64264314917817,320.01350399999717,196.26450509882193
4.4,81.4509103720596,81.4509103720596,14.191573701778927,94.50293191046006,45.13741457701591,323.7709629629602,198.18619523867582
4.42,83.0963282074728,83.0963282074728,14.317748082201263,94.60879244567232,45.633149673198304,327.55771970370085,200.11780300488763
4.44,84.77498546255754,84.77498546255754,14.44461677361277,94.71267173532924,46.12975222882134,331.37388799999724,202.05932225266847
4.46,86.48755368052052,86.48755368052052,14.57217869062328,94.81460465013343,46.62712474580951,335.21958162962676,204.01074666568388
