_1_task1,miR34a_1_task1
0.0,0.0
12.0,0.3151978253407721
24.0,0.4851566307694027
36.0,0.5494499484351292
48.0,0.5739185295256193
60.0,0.583933232420683
72.0,0.5885521356980218
84.0,0.5910145355806281
96.0,0.5925217537057559
108.0,0.5935496066510028
120.0,0.5943053874121512
132.0,0.5948898326174381
144.0,0.5953577899210474
156.0,0.5957413995903313
168.0,0.5960621959038189
180.0,0.5963347965509543
192.0,0.5965693020602776
204.0,0.5967731879686548
216.0,0.5969520922183267
228.0,0.5971103438366031
240.0,0.597251323327114
252.0,0.5973777095184031
264.0,0.5974916535796001
276.0,0.5975949030428259
288.0,0.5976888659417359
300.0,0.5977747668041171
312.0,0.5978535832259091
324.0,0.5979261632668534
336.0,0.5979931601670834
348.0,0.5980552578031763
360.0,0.598112986932007
372.0,0.5981667607862616
384.0,0.5982169477496726
396.0,0.5982638516937864
408.0,0.5983080381984042
420.0,0.5983494474889997
432.0,0.5983883682689074
444.0,0.5984249215802363
456.0,0.5984594872773665
468.0,0.5984924828108587
480.0,0.5985235902758863
492.0,0.5985530477593298
504.0,0.598580968749555
516.0,0.598607552248523
528.0,0.5986328521528708
540.0,0.5986570252712446
552.0,0.5986800726749134
564.0,0.5987020593093549
576.0,0.5987230713396416
588.0,0.5987431741009491
600.0,0.5987624397111294
612.0,0.5987809480105757
624.0,0.5987987568713111
636.0,0.5988156487174034
648.0,0.5988318368170337
660.0,0.5988476011443615
672.0,0.5988626861139995
684.0,0.598877207664095
696.0,0.5988912045732896
708.0,0.5989046874035685
720.0,0.598917676394488
732.0,0.5989301896355107
744.0,0.5989422249046765
756.0,0.5989537871620205
768.0,0.5989652041102989
780.0,0.5989763868911666
792.0,0.5989869299367286
804.0,0.5989972218479025
816.0,0.5990071589100117
828.0,0.5990167817912275
840.0,0.5990261085481275
852.0,0.5990351522351702
864.0,0.5990439274187958
876.0,0.5990524545957087
888.0,0.5990607557804725
900.0,0.5990688440373858
912.0,0.5990765619526628
924.0,0.5990840696893238
936.0,0.5990914671913706
948.0,0.5990986117776322
960.0,0.5991055753438138
972.0,0.5991123532595314
984.0,0.5991189463399161
996.0,0.599125339405825
1008.0,0.5991315175248122
1020.0,0.599137474063628
1032.0,0.5991432023890231
1044.0,0.5991489158916616
1056.0,0.5991549514397342
1068.0,0.5991608449061628
1080.0,0.5991660282358551
1092.0,0.5991710932465357
1104.0,0.5991762685081533
1116.0,0.5991812585801646
1128.0,0.599186129543768
1140.0,0.5991908818560567
1152.0,0.5991955223379953
1164.0,0.5992000556142929
1176.0,0.5992044923967321
1188.0,0.599208841194524
1200.0,0.5992131105168798
1212.0,0.5992173088531657
1224.0,0.5992213958078138
1236.0,0.5992252900027092
1248.0,0.5992290056271855
1260.0,0.599232682801192
1272.0,0.5992364438984654
1284.0,0.5992400559223324
1296.0,0.59924362962027
1308.0,0.5992471482374857
1320.0,0.5992505762783903
1332.0,0.5992539213504259
1344.0,0.5992571968955263
1356.0,0.5992603950159074
1368.0,0.5992635224381055
1380.0,0.5992665854412407
1392.0,0.5992695873334433
1404.0,0.599272522438659
1416.0,0.5992753975983239
1428.0,0.5992782176384445
1440.0,0.5992809892540943
1452.0,0.5992837210094146
1464.0,0.5992863813037087
1476.0,0.5992889873571012
1488.0,0.5992915478354726
1500.0,0.5992940681485973
1512.0,0.5992965545189619
1524.0,0.5992989864496795
1536.0,0.5993013678362045
1548.0,0.5993037060848347
