Time,RI,RII,lRIRII,lRIRII_endo,RI_endo,RII_endo,ka,ligand,kcd,klid,ki,pRI,kr,alpha,pRII,PM,Endosome,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13
0.0,20.0,20.0,0.0,40.0,0.0,0.0,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.012,0.0,0.0,0.0,8.0,0.5555555560000001,6.666666666666,0.0,1.333333333333332,4.0,0.5555555560000001,6.666666666666,0.0
0.01,20.020962134684964,19.981034254114803,0.00011964006826717949,39.986669088164184,0.06669050271287902,0.06662393155359606,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.01200118590640427,3.323335232302543e-06,2.9910017066794873e-05,3.988002275572251e-05,8.0,0.5561378375194926,6.673654044894321,0.002223016757095965,1.3328889696054713,4.0,0.5550287297249897,6.6603447513709355,0.0022207977184531993
0.02,20.0418664594857,19.962154580988123,0.00023856299869990036,39.97334301677758,0.1334285457898588,0.13316259211612635,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.01200236509067324,6.626749969187521e-06,5.964074967497509e-05,7.95209995666255e-05,8.0,0.5567185132088665,6.680622153161232,0.0044476181929952886,1.3324447672259179,4.0,0.5545042943599402,6.654051526995376,0.00443875307053754
0.03,20.06271319920388,19.94336064526745,0.0003567730737149919,39.96002178186809,0.20021392204615943,0.1996162949523818,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.012003537745628715,9.910363166678066e-06,8.919326842874798e-05,0.00011892435790498541,8.0,0.5572975893126125,6.687571066400625,0.00667379740153864,1.3320007260622684,4.0,0.5539822405895038,6.647786881755152,0.00665387649841272
0.04,20.08350258035658,19.92465210903545,0.00047427460112085254,39.94670537942772,0.26704642272762685,0.26598535573333343,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.01200470406133562,1.3174294486118673e-05,0.00011856865028021313,0.00015809153370693505,8.0,0.5578750721228717,6.694500860118191,0.00890154742425422,1.3315568459809226,4.0,0.5534625590270881,6.641550703011152,0.008866178524444438
0.05,20.10423482359645,19.90602864309692,0.0005910717487165428,39.93339380554976,0.3339258445012638,0.3322700819984025,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.012005864227381724,1.6418659699705563e-05,0.0001477679371791357,0.00019702391623882792,8.0,0.5584509677688844,6.701411607864813,0.011130861483375448,1.3311131268516574,4.0,0.5529452405283818,6.635342881031644,0.011075669399946739
0.06,20.124910154610113,19.887489910773127,0.0007071688080118005,39.92008705624228,0.4008519793766792,0.3984707882600223,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.012007018429650728,1.9643578016042654e-05,0.00017679220200295012,0.00023572293600390994,8.0,0.5590252825197234,6.708303384869367,0.013361732645889293,1.330669568541408,4.0,0.5524302757411977,6.62916330359038,0.013282359608667397
0.07,20.14552879941754,19.869035574889768,0.0008225700787118175,39.9067851275077,0.46782461905506884,0.4645877894923637,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.012008166851717803,2.2849168871385375e-05,0.00020564251967795436,0.00027419002623724507,8.0,0.5595980226537213,6.715176266471842,0.015594153968502278,1.330226170916922,4.0,0.5519176552995833,6.623011858295927,0.01548625964974544
0.08,20.166090973780253,19.85066531351449,0.0009372795943418805,39.89348801552662,0.534843564730898,0.5306213864683805,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.01200930967807192,2.6035544308102894e-05,0.00023431989858547012,0.00031242653144726226,8.0,0.5601691941642535,6.722030324592746,0.017828118824363248,1.329782933850886,4.0,0.5514073702609729,6.616888437837502,0.017687379548946
0.09,20.186596899900255,19.832378795145893,0.0010513015558239456,39.88019571636768,0.6019086116385094,0.5965718888766888,1.0,3e-05,0.0277777778,0.25,0.3333333333333,8.0,0.0333333333333333,1.0,4.0,1.0,1.0,0.01201044708911219,2.9202821018471856e-05,0.0002628253889559864,0.00035043385194128015,8.0,0.5607388032235981,6.728865633299413,0.02006362038795029,1.3293398572122546,4.0,0.5508994114169943,6.610792931714637,0.01988572962922294
