Time,R,ins,IR,I2R,Rp,IRp,I2Rp,Ren,IRen,I2Ren,RPen,IRPen,I2RPen,kins,kins1d,kins2d,kins1den,kins2den,kyd,kyden,kyp,intk1,intk2,reck1,Rtotal,k1ub,k2ub,pansec,Kpan,mliver,vp,rholiver,vhep,vd,mkidney,Kkidney,r1,r2,r3,r4,r5,r6,r7,i1,i2,i3,i4,i5,i6,i7,f1,f2,f3,f4,f5,f6,bw,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,compartment1
0.1,35.03163682263354,100.0,0.34990388773823,0.0017523481699338612,5.390468322640631e-09,0.00040423524643517806,2.700677937978125e-06,4.616296469081801,3.5091780869412553e-06,1.170240386839522e-08,5.627780047567011e-13,1.0136633109139964e-08,4.3968384488835e-11,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.503023720708258,-1.6115505174180717e-07,0.03492029484702565,4.031549752599868e-05,2.075330304216643e-11,0.008081223501054337,4.0468845115410974e-05,6.755167817361917e-09,1.9513018735094433e-11,4.5054254893321595e-11,1.6927828028201476e-13,4.0632571943433816e-15,8.0988827317295e-08,2.700080776239202e-10,-7.045512257569317e-05,6.9980777547646e-05,3.5046963398677224e-07,2.9638948387710553e-12,2.2232938553934794e-07,1.485372865887969e-09,200.0,3.889949822067522,0.49275362318840576,4.3827034452559275,88.75685682722184,11.243143172778177,1.5754296779373465,0.19956521739130434,1.7749948953286507,0.008801667572340754,4.38765148561023e-05,0.008801579295813426,4.3876221196795985e-05,8.82765273275965e-08,2.936593063173915e-10,1.0
0.11,34.99662490303224,100.0,0.38446459091126434,0.002118315743463724,7.16696198551817e-09,0.0004885904077625019,3.591443020764786e-06,4.616295729592865,4.2425923700435365e-06,1.556369247756415e-08,8.234036934040903e-13,1.34812142783865e-08,6.432543386836187e-11,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.49950870446686,-1.9471946690644895e-07,0.038361726461387885,4.87153830554196e-05,2.7592803644244955e-11,0.00887925097698032,4.891926661838208e-05,8.166990312333809e-09,2.5951337485894016e-11,5.992021603862199e-11,2.476529203931932e-13,5.944974666377532e-15,9.790654938091573e-08,3.5905686659920233e-10,-7.74563728594144e-05,7.689291818225287e-05,4.2366314869274484e-07,3.940566814173005e-12,2.687247242693761e-07,1.9752936614206325e-09,200.0,3.8898781157157316,0.49275362318840576,4.382631738904138,88.75667287273338,11.243327127266621,1.5754006368648714,0.19956521739130434,1.7749658542561757,0.009676984005177757,5.3048070362560014e-05,0.009676877212637783,5.3047679662112224e-05,1.0679253997433746e-07,3.90700447790496e-10,1.0
0.12,34.961648185810915,100.0,0.4189477527989616,0.002518562762941059,9.29461456978117e-09,0.0005808279888462506,4.658572268224745e-06,4.616294920141952,5.044858766636665e-06,2.019007175013053e-08,1.1653919134119558e-12,1.7488477078037632e-08,9.101341902351123e-11,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.495997239479972,-2.3140173408152211e-07,0.04179403276937852,5.7896455993896074e-05,3.5784266093657504e-11,0.009675456901898956,5.81608643207058e-05,9.71135312577558e-09,3.366531837522244e-11,7.773177623800254e-11,3.5040166324051825e-13,8.41412961483432e-15,1.1640997070480352e-07,4.657335405426655e-10,-8.445047541542905e-05,8.378955055979233e-05,5.037125525882118e-07,5.110251467576383e-12,3.194553938654378e-07,2.56221474752361e-09,200.0,3.8898011362678457,0.49275362318840576,4.3825547594562515,88.75647538401684,11.243524615983173,1.5753694601884773,0.19956521739130434,1.7749346775797816,0.010551422118783727,6.308104040736134e-05,0.010551295053075428,6.30805333802321e-05,1.2706570829898456e-07,5.070271292390276e-10,1.0
0.13,34.92670663540358,100.0,0.4533535184100532,0.002952990098898681,1.1804520936733265e-08,0.0006809219212507114,5.91776044608716e-06,4.616294040801827,5.915805210764106e-06,2.5649786390695362e-08,1.6040757738381648e-12,2.22175250501436e-08,1.2529000059657847e-10,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.4924893221329945,-2.7118831640661125e-07,0.045217232237049376,6.785548170722765e-05,4.544740560642307e-11,0.010469844725875413,6.819128790684208e-05,1.1387925030720904e-08,4.2768735721526434e-11,9.875167760417715e-11,4.823665022968271e-13,1.158142708711155e-14,1.364946898377888e-07,5.916054718207556e-10,-9.143743746848395e-05,9.067070368201065e-05,5.905980197797362e-07,6.490027467042002e-12,3.745070566878913e-07,3.254768245347938e-09,200.0,3.8897188965112304,0.49275362318840576,4.382472519699636,88.75626439245356,11.243735607546443,1.5753361530870484,0.19956521739130434,1.7749013704783527,0.011424982799711537,7.397334086052898e-05,0.011424833704766216,7.39726964836192e-05,1.490949453203383e-07,6.44376909781654e-10,1.0
0.14,34.89180021628068,100.0,0.4876820324969109,0.003421498830833529,1.4727638892369171e-08,0.0007888462038469908,7.384646240197291e-06,4.616293091645179,6.855259977433087e-06,3.2010865121412784e-08,2.15609859236064e-12,2.7727273390451873e-08,1.6840573380250135e-10,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.488984948815069,-3.1406571764955937e-07,0.04863134329645775,7.85892345350912e-05,5.670140973562131e-11,0.01126241789279383,7.900819210422975e-05,1.3196375456558693e-08,5.337500127661986e-11,1.2324183071743922e-10,6.483620751396302e-13,1.5567031836843822e-14,1.5815631456482526e-07,7.382350949065812e-10,-9.841726623592388e-05,9.753640649938218e-05,6.842997661667058e-07,8.096896091660956e-12,4.33865412115845e-07,4.06155543210851e-09,200.0,3.8896314092098097,0.49275362318840576,4.382385032398215,88.75603992927223,11.243960070727775,1.575300720729973,0.19956521739130434,1.7748659381212772,0.012297666933608831,8.572289140861453e-05,0.01229749405444579,8.572208692684316e-05,1.728791630406512e-07,8.044817713739622e-10,1.0
0.15,34.856928892948545,100.0,0.5219334395582359,0.0039239902449883235,1.8094790805196706e-08,0.0009045749020707986,9.0748128886568e-06,4.616292072744622,7.863051679011359e-06,3.934112039655853e-08,2.83939782200452e-12,3.407644965176801e-08,2.2177459868544247e-10,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.4854841159190313,-3.6002048174779977e-07,0.05203638434602406,9.00944976915336e-05,6.966494460000733e-11,0.012053179840422276,9.060923662960895e-05,1.5136374482096866e-08,6.559716557965343e-11,1.5146331352675035e-10,8.538322049389535e-13,2.0500452274872633e-14,1.813904618186766e-07,9.071786685579931e-10,-0.00010538996892779737,0.00010438668791164719,7.847980489976647e-07,9.947782145997056e-12,4.975161961389392e-07,4.99114708876124e-09,200.0,3.8895386871042987,0.49275362318840576,4.382292310292705,88.7558020255501,11.244197974449893,1.5752631682772409,0.19956521739130434,1.7748283856685452,0.013169475405230103,9.83276155192994e-05,0.013169276987954592,9.83266264469245e-05,1.9841727551088428e-07,9.890723748915212e-10,1.0
0.16,34.82209262994987,100.0,0.55610788383704,0.00446036583596002,2.1936662694349738e-08,0.0010280821484163513,1.100378778322661e-05,4.616290984172696,8.939009267869978e-06,4.770814971017248e-08,3.673213263416127e-12,4.132359394683773e-08,2.8688873499049805e-10,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.4819868198414525,-4.0903919309710555e-07,0.05543237375026561,0.00010236806333030607,8.445615137324649e-11,0.012842134000364222,0.00010299208622771104,1.720759284064971e-08,7.954791834766263e-11,1.8367637638416404e-10,1.1045216297134175e-12,2.6520599761864434e-14,2.061927577395003e-07,1.0999869216383528e-09,-0.00011235555274676824,0.00011122157676740802,8.92073167192004e-07,1.205953344595954e-11,5.654451816289932e-07,6.052083280774636e-09,200.0,3.889440742912031,0.49275362318840576,4.382194366100437,88.75555071221338,11.244449287786615,1.5752235008793727,0.19956521739130434,1.774788718270677,0.014040409098427454,0.0001117854404695423,0.01404018339022999,0.00011178424059358116,2.2570819746374482e-07,1.1998759611348041e-09,1.0
0.17,34.78729139186334,100.0,0.5902055093228125,0.005030527304904288,2.6283805570142244e-08,0.0011593421418303466,1.3187042988118501e-05,4.616289826001862,1.0082962033470594e-05,5.717933549458607e-08,4.678073658123885e-12,4.952705960182498e-08,3.653539693004859e-10,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.4784930569826047,-4.6110847617512444e-07,0.05881932984008508,0.00011540673246350992,1.0119265144504764e-10,0.01362928379811092,0.0001161544106277848,1.9409701914430896e-08,9.533958973351309e-11,2.2014044165415637e-10,1.4066127818068709e-12,3.377569181165445e-14,2.3255883760284555e-07,1.3182047942665886e-09,-0.00011931402488818584,0.0001180411018645625,1.0061054609808577e-06,1.4448921576660332e-11,6.376381780066907e-07,7.252873643465176e-09,200.0,3.889337589327143,0.49275362318840576,4.382091212515549,88.75528602003837,11.244713979961624,1.5751817236774928,0.19956521739130434,1.774746941068797,0.01491046889615788,0.00012609429731454678,0.014910214145313381,0.00012609285869731018,2.5475084449930185e-07,1.4386172365952587e-09,1.0
0.18,34.752525143303664,100.0,0.6242264597516052,0.005634376559433328,3.116663565439921e-08,0.0012983291476530534,1.5639995302511145e-05,4.616288598304509,1.1294739602216336e-05,6.782184572276125e-08,5.875794020575873e-12,5.87450135871524e-08,4.588613933265151e-10,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.475002823746466,-5.162149954957814e-07,0.06219727091278319,0.0001292073149532049,1.1999154726943696e-10,0.014414632653043614,0.00013009388454099518,2.174237373426645e-08,1.1308415115526838e-10,2.6111410603263085e-10,1.7666163643070832e-12,4.24232328285578e-14,2.604843458130981e-07,1.5633716569359674e-09,-0.00012626539254007897,0.00012484529195032104,1.1268753118866657e-06,1.7132642017686023e-11,7.140810312091794e-07,8.60199741638113e-09,200.0,3.889229239020589,0.49275362318840576,4.381982862208995,88.75500797965228,11.244992020347713,1.5751378418033386,0.19956521739130434,1.7747030591946429,0.015779655680482917,0.00014125212088607388,0.015779370136349852,0.00014125041386839598,2.855441330641695e-07,1.7070176778989556e-09,1.0
0.19,34.71779384892157,100.0,0.6581708786060834,0.006271815713541546,3.661543458356736e-08,0.0014450174975681957,1.837800631584835e-05,4.61628730115295,1.257417193734841e-05,7.970263453190295e-08,7.289473137859478e-12,6.903543695048765e-08,5.692371018994891e-10,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.471516116540715,-5.743454555689215e-07,0.06556621523206668,0.00014376662950418563,1.4096942314673433e-10,0.015198183978434887,0.00014480818765849368,2.420528097939569e-08,1.3289321612968873e-10,3.0685514294782637e-10,2.191562842313033e-12,5.2629996055345427e-14,2.899649358979657e-07,1.8370209658112435e-09,-0.00013320966288315854,0.00013163417572121668,1.2543631427083092e-06,2.0127314258641712e-11,7.947596236625076e-07,1.0107903473716593e-08,200.0,3.8891157046401355,0.49275362318840576,4.381869327828541,88.75471662153393,11.245283378466068,1.5750918603792547,0.19956521739130434,1.774657077770559,0.016647970332568818,0.0001572568497932257,0.016647652245587723,0.00015725484299643487,3.1808698109508926e-07,2.0067967908363616e-09,1.0
0.2,34.683097473403805,100.0,0.6920389091160977,0.006942747087110952,4.2660349866409e-08,0.0015993815894210126,2.1416382571027788e-05,4.616285934619424,1.3921089338154034e-05,9.288844257244503e-08,8.943488710168398e-12,8.045612524034931e-08,6.983711386965297e-10,0.001,0.0004,0.04,0.001925,0.00385,0.00385,0.00722,0.0231,0.00055,0.0002,0.001533,40.0,0.35,0.2,0.0016976,0.5,10.0,0.00675,1051.0,0.0074215033301617515,0.002121600000000001,1.4782608695652173,3.326086956521739e-05,3.468032931776734,-6.354866007817643e-07,0.06892618102812532,0.00015908150363926014,1.6424234698567466e-10,0.015979941181462586,0.00016029500463936452,2.6798096975946518e-08,1.5487804108767242e-10,3.576205039039134e-10,2.688728883981639e-12,6.457198848741584e-14,3.209962704871229e-07,2.1406807838020913e-09,-0.00014014684309081576,0.00013840778182321953,1.3885494174221906e-06,2.3449482058332265e-11,8.79659874181557e-07,1.1779010414065284e-08,200.0,3.8889969988104176,0.49275362318840576,4.381750621998823,88.7544119760146,11.245588023985407,1.575043784518219,0.19956521739130434,1.7746090019095233,0.0175154137326869,0.00017410642641239226,0.017515061354380017,0.00017410408674204948,3.5237830688442107e-07,2.339670342773985e-09,1.0
