p21_1_task1,p53_2_task1,time_task1
0.0,0.0265,0.0
0.000448620564565143,0.02691354763013887,6.0
0.0008778583115427462,0.027279340507590708,12.0
0.001289504746651305,0.027601710104077703,18.0
0.0016850653653767591,0.027884745988851836,24.0
0.0020658203775576313,0.028132273802561218,30.0
0.0024328695444547272,0.02834784480437564,36.0
0.002787167212085118,0.02853473420381801,42.0
0.003129549610594373,0.028695945985518792,48.0
0.0034607561006597142,0.02883422237739976,54.0
0.0037814457319757084,0.02895205647153812,60.0
0.004092210252203978,0.029051706891808797,66.0
0.0043935843383395064,0.029135213539419925,72.0
0.004686053775894601,0.02920441385788765,78.0
0.0049700619955448,0.029260958979251635,84.0
0.005246015413495993,0.029306329541644416,90.0
0.005514287798220744,0.02934185080317823,96.0
0.005775223920545201,0.0293687070107872,102.0
0.006029142610084259,0.02938795480162053,108.0
0.00627633936490286,0.029400535682551868,114.0
0.006517088594267699,0.029407287522831314,120.0
0.006751645583806879,0.029408955171208423,126.0
0.006980248197151324,0.029406200019586205,132.0
0.0072031183987011065,0.029399608789045725,138.0
0.0074204636079812925,0.029389701472056246,144.0
0.007632477912918593,0.02937693849261986,150.0
0.00783934316385491,0.029361727159735656,156.0
0.00804122996579061,0.0293444274753669,162.0
0.008238298582819437,0.029325357360744576,168.0
0.008430699753857716,0.02930479728299289,174.0
0.008618575446509824,0.029282994449396246,180.0
0.00880205954263463,0.029260166522480414,186.0
0.00898127846967326,0.029236504953884027,192.0
0.009156351776626865,0.029212177934951303,198.0
0.0093273926698543,0.029187333059567274,204.0
0.009494508495181686,0.029162099641858376,210.0
0.009657801192311702,0.029136590831911575,216.0
0.009817367703091585,0.02911090544748636,222.0
0.009973300354285838,0.029085129639446726,228.0
0.01012568720475287,0.029059338342444327,234.0
0.010274612373045569,0.02903359660056702,240.0
0.010420156335649355,0.02900796072298496,246.0
0.010562396182444886,0.02898247924086106,252.0
0.010701405878520285,0.02895719386163223,258.0
0.010837256502386474,0.028932140302272036,264.0
0.01097001644676125,0.028907348954294976,270.0
0.01109975161349132,0.028882845514812353,276.0
0.011226525601985088,0.028858651585750707,282.0
0.011350399863284852,0.028834785124278464,288.0
0.011471433855624963,0.028811260901429544,294.0
0.0115896851876146,0.028788090901576656,300.0
0.011705209737194723,0.028765284637442854,306.0
0.011818061773860824,0.028742849473579062,312.0
0.011928294063550301,0.0287207908863188,318.0
0.012035957967808226,0.028699112705197424,324.0
0.012141103532743475,0.028677817319757378,330.0
0.01224377957271782,0.028656905868079445,336.0
0.01234403374449621,0.028636378398534137,342.0
0.012441912616748542,0.028616234014974207,348.0
0.012537461733023569,0.028596471005069752,354.0
0.012630725668650762,0.028577086951485278,360.0
0.012721748084571051,0.028558078833880403,366.0
0.012810571773934498,0.02853944311402878,372.0
0.012897238707410453,0.028521175815885234,378.0
0.01298179007093546,0.02850327259007815,384.0
0.013064266304635199,0.028485728778181982,390.0
0.013144707134114517,0.02846853946233738,396.0
0.013223151601254328,0.028451699512811686,402.0
0.013299638091397498,0.028435203628342478,408.0
0.013374204358344948,0.028419046372090424,414.0
0.013446887547028722,0.02840322220289493,420.0
0.013517724213965859,0.02838772550262429,426.0
0.013586750346133856,0.0283725506003649,432.0
0.013654001377300069,0.028357691792559418,438.0
0.013719512204255687,0.02834314336236929,444.0
0.013783317199907863,0.02832889959436255,450.0
0.013845450226403867,0.028314954788903446,456.0
0.013905944646271881,0.02830130327362478,462.0
0.013964833333074016,0.02828793941391719,468.0
0.01402214868061023,0.02827485762145554,474.0
0.014077922611607454,0.028262052361816534,480.0
0.014132186585429307,0.028249518160736682,486.0
0.014184971605208431,0.028237249609546048,492.0
0.014236308224250498,0.028225241369601563,498.0
0.014286226551855775,0.02821348817598194,504.0
0.014334756258953653,0.028201984840672083,510.0
0.014381926582832603,0.028190726254857225,516.0
0.014427766331864714,0.028179707390971663,522.0
0.01447230388969562,0.02816892330413114,528.0
0.014515567219172767,0.02815836913321926,534.0
0.014557583866065264,0.02814804010163049,540.0
0.014598380962506648,0.02813793151769505,546.0
0.014637985230288935,0.02812803877484764,552.0
