Time,Galpha_GTP,APLC,IP3,Ca_ER,Ca_Cyt,PLC,DG,Raplc,Kp,Rpkc,Kd,Kr,Rgalpha_gtp,n,Kg,Rdg,m,Rip3,Ks,Rcyt1,Kc1,Rcyt2,Kc2,Rer,w,Ker,Cplc_total,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,Cytosol,ER,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
0.22,0.9106602269986896,8.765509262862,22.754959971416007,999.6547962801621,203.301787697132,1.2344907371379996,22.754959971416007,0.686655665854477,4.0,0.3501950905142683,10.0,200.0,1.760616134881298e-06,4.0,25.0,0.838132228058555,2.0,0.429895371066333,25.0,0.16895328318776048,1000.0,0.09227142138781673,2000.0,0.9995778660720385,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.096244771795545,2.5012400181478975,1.435089332796976,2.185980581862889e-06,1.05186111154344,122.71712968006801,45.50991994283201,4410.623955357033,276.81426416345016,260.0
0.23,0.9032183032018789,8.754996982088024,23.518631436901632,999.6094004492584,203.7472025519048,1.2450030179119764,23.518631436901632,0.6863974169796165,4.0,0.35408529943318634,10.0,200.0,1.7037667728870413e-06,4.0,25.0,0.8468901923616967,2.0,0.4543156009215727,25.0,0.16926079007283867,1000.0,0.09245488879848321,2000.0,0.9995778085818834,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.0709422308863883,2.479866841145927,1.4391734550424728,2.1557028602909153e-06,1.0505996378505629,122.56995774923233,47.037262873803265,4666.743350080642,277.3646663954496,260.0
0.24,0.895701867884415,8.744497308165903,24.265724965808882,999.5615006702259,204.21737399296006,1.2555026918340975,24.265724965808882,0.6861390525433245,4.0,0.3577758788426568,10.0,200.0,1.647757015034399e-06,4.0,25.0,0.8548253319030894,2.0,0.4776566662189761,25.0,0.16958514168900699,1000.0,0.09264847306008592,2000.0,0.9995777479093629,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.0453863508070107,2.458304123965994,1.4420723533351012,2.122117599076167e-06,1.0493396769799084,122.42296231432263,48.531449931617765,4911.526149263709,277.9454191802578,260.0
0.25,0.8881217261569637,8.734010225945646,24.996570578345537,999.5112102924369,204.71115378783037,1.2659897740543542,24.996570578345537,0.6858805726533839,4.0,0.36128611685070533,10.0,200.0,1.5926826572105056e-06,4.0,25.0,0.8620363377159077,2.0,0.49989711029461326,25.0,0.1699255071592733,1000.0,0.09285168872853204,2000.0,0.999577684196269,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.0196138689336767,2.4365817524898,1.443897223802977,2.0857692860289353e-06,1.0480812271134774,122.27614316323904,49.993141156691074,5144.747652073748,278.5550661855961,260.0
0.26,0.8804875505085064,8.723535720301237,25.711491745711374,999.4586458121719,205.22736288219443,1.2764642796987626,25.711491745711374,0.68562197741798,4.0,0.36463284321649553,10.0,200.0,1.5386228434223056e-06,4.0,25.0,0.8686079073647844,2.0,0.5210342408553508,25.0,0.17028103509981002,1000.0,0.09306403790218065,2000.0,0.9995776175884065,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.9936576717289216,2.414726461886223,1.4447460553138998,2.0471320928601745e-06,1.0468242864361486,122.12950008421733,51.42298349142275,5366.380113079956,279.19211370654193,260.0
0.27,0.8728081371383863,8.713073776129267,26.410805532630615,999.4039229455714,205.76483075947831,1.2869262238707329,26.410805532630615,0.685363266945669,4.0,0.36783081154234293,10.0,200.0,1.485643017469184e-06,4.0,25.0,0.8746129692443437,2.0,0.5410802400624124,25.0,0.17065088109252005,1000.0,0.09328502653142329,2000.0,0.999577548230633,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.9675476662705136,2.392762545143712,1.4447057643196792,2.0066206434756264e-06,1.045568853135512,121.98303286580975,52.82161106526123,5576.551898799587,279.85507959426985,260.0
0.28,0.8650916294157097,8.702624378347759,27.094822733801482,999.3471537490401,206.3224243040429,1.2973756216522414,27.094822733801482,0.6851044413453495,4.0,0.37089301561797455,10.0,200.0,1.4337973782361578e-06,4.0,25.0,0.8801145269246735,2.0,0.5600587577685495,25.0,0.171034227787878,1000.0,0.09351417636482788,2000.0,0.9995774762632207,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.941311540013413,2.370712469933552,1.4438539944893696,1.964599143724373e-06,1.044314925401731,121.83674129686862,54.189645467602965,5775.511719645985,280.54252909448365,260.0
0.29,0.8573453400502464,8.692187511897004,27.763847970466898,999.2884502462301,206.89901135170507,1.3078124881029964,27.763847970466898,0.6848455007262849,4.0,0.3738309013112674,10.0,200.0,1.3831285032838199e-06,4.0,25.0,0.8851671899394261,2.0,0.5780019990875561,25.0,0.17143026003474965,1000.0,0.09375101003148366,2000.0,0.9995774018264615,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.914974156170838,2.348596394808232,1.4422598154269939,1.9213857488454633e-06,1.0430625014276405,121.69062516655805,55.527695940933796,5963.598077212771,281.253030094451,260.0
0.3,0.8495760875337088,8.681763161737717,28.41817984621433,999.2279182196759,207.4935229147774,1.3182368382622833,28.41817984621433,0.6845864451980587,4.0,0.3766546275133778,10.0,200.0,1.3336703820244172e-06,4.0,25.0,0.8898184472831443,2.0,0.5949482891690714,25.0,0.171838207805792,1000.0,0.09399507666088311,2000.0,0.9995773250528043,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.88855869761461,2.326433094759906,1.4399854415742688,1.877260756800487e-06,1.0418115794085259,121.54468426432803,56.83635969242866,6141.213679356332,281.98522998264934,260.0
0.31,0.8417900939490358,8.671351312851543,29.05811104066242,999.1656603633209,208.10492153339553,1.3286486871484566,29.05811104066242,0.684327274870588,4.0,0.3793732125158578,10.0,200.0,1.2854484057620581e-06,4.0,25.0,0.8941097284007271,2.0,0.6109400727458703,25.0,0.17225732452878093,1000.0,0.09424593890623605,2000.0,0.9995772460708551,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.8620863194267216,2.3042396840207995,1.4370867549246218,1.8324700238176545e-06,1.040562157542185,121.39891837992161,58.11622208132484,6308.8044572940025,282.73781671870813,260.0
0.32,0.833993077112174,8.66095195024051,29.683928435096558,999.1017750326703,208.73221376286995,1.3390480497594908,29.683928435096558,0.6840679898541108,4.0,0.3819946933720306,10.0,200.0,1.2384806054059928e-06,4.0,25.0,0.898077289977151,2.0,0.6260223022324164,25.0,0.17268689572942847,1000.0,0.09450317809566729,2000.0,0.9995771650037958,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.8355764621813915,2.282031871249477,1.4336141839463754,1.7872295302363116e-06,1.039314234028861,121.25332730336713,59.367856870193116,6466.842642555938,283.5095342870019,260.0
0.33,0.8261903625273925,8.650565058926365,30.295913238715894,999.0363545526077,209.37446710114256,1.3494349410736355,30.295913238715894,0.6838085902591711,4.0,0.3845262677223886,10.0,200.0,1.1927788943321243e-06,4.0,25.0,0.9017529589735187,2.0,0.6402411613886714,25.0,0.17312625063352866,1000.0,0.09476640117773101,2000.0,0.9995770819672369,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.8090472325931346,2.259824268342279,1.4296135343888945,1.7417295463682732e-06,1.0380678070711638,121.10791082496911,60.59182647743179,6615.813364110014,284.299203533193,260.0
0.34,0.8183868096372882,8.640190623950964,30.894341074226407,998.9694878759708,210.03078331957735,1.3598093760490357,30.894341074226407,0.6835490761966283,4.0,0.38697437833625303,10.0,200.0,1.1483491430292048e-06,4.0,25.0,0.9051647567834418,2.0,0.6536430726046903,25.0,0.1735747438948475,1000.0,0.09503522978268228,2000.0,0.9995769970725921,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.7825151527667797,2.2376301907962968,1.4251262710409056,1.6961367501573174e-06,1.0368228748741157,120.9626687353135,61.788682148452814,6756.204240213827,285.10568934804684,260.0
0.35,0.8105869594755059,8.629828630375396,31.47948211878305,998.9012580535289,210.70032377194477,1.3701713696246038,31.47948211878305,0.6832894477776372,4.0,0.38934482915771623,10.0,200.0,1.105192517353516e-06,4.0,25.0,0.908337425602357,2.0,0.6662739426222681,25.0,0.1740317728796062,1000.0,0.09530931058644951,2000.0,0.9995769104238647,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.7559956622167197,2.2154620636630895,1.4201902856450856,1.6505978645922567e-06,1.0355794356450474,120.81760082525554,62.9589642375661,6888.497451426324,285.92793175934855,260.0
0.36,0.802795003035989,8.61947906328014,32.05160119070294,998.8317436974314,211.38229471332676,1.3805209367198596,32.05160119070294,0.683029705113652,4.0,0.3916428525521481,10.0,200.0,1.0633057094204245e-06,4.0,25.0,0.9112928731091798,2.0,0.6781786016142299,25.0,0.1744967675653129,1000.0,0.09558830927545676,2000.0,0.999576822119504,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.7295030103223628,2.19333133676154,1.4148401625163132,1.6052414416635218e-06,1.0343374875936169,120.67270688592197,64.10320238140588,7013.163859486323,286.7649278263703,260.0
0.37,0.7950148187150966,8.609141907764815,32.61095786026144,998.7610189954653,212.0759471257026,1.3908580922351845,32.61095786026144,0.6827698483164214,4.0,0.39387317878483824,10.0,200.0,1.0226815389449147e-06,4.0,25.0,0.9140505496569235,2.0,0.6894004003663018,25.0,0.17496919036188788,1000.0,0.0958719104564502,2000.0,0.9995767322524206,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.703050383631328,2.171248588733655,1.4091075622276514,1.5601799704769567e-06,1.0330970289317778,120.52798670870742,65.22191572052289,7130.65877960528,287.6157313693506,260.0
0.38,0.7872500252007517,8.598817148947864,33.157806562940834,998.6891533020894,212.78058078451375,1.4011828510521358,33.157806562940834,0.6825098774979806,4.0,0.3960401001579318,10.0,200.0,9.83309581732791e-07,4.0,25.0,0.9166277690789669,2.0,0.6999809333372191,25.0,0.17544853880070535,1000.0,0.09615981929354922,2000.0,0.9995766409094631,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.6766500856825557,2.149223673040189,1.4030216047342803,1.5155118639658466e-06,1.0318580578737437,120.3834400852701,66.31561312588167,7241.419072201404,288.47945788064766,260.0
0.39,0.7795039404695197,8.588504771966749,33.69239666972526,998.6162123679953,213.49553193933457,1.4114952280332513,33.69239666972526,0.6822497927706576,4.0,0.39814751244090507,10.0,200.0,9.451762809702095e-07,4.0,25.0,0.9190399821544895,2.0,0.7099598601535798,25.0,0.17593433706190828,1000.0,0.09645175644528287,2000.0,0.9995765481729778,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.6503133975963666,2.127265607396963,1.3966089967612016,1.4713225131297079e-06,1.0306205726360098,120.23906680753448,67.38479333945052,7345.861274476551,289.3552693358486,260.0
0.4,0.7717796931040832,8.578204761977291,34.21497263695622,998.5422572457619,214.22018421630912,1.4217952380227086,34.21497263695622,0.6819895942470569,4.0,0.40019897077965,10.0,200.0,9.082657972064512e-07,4.0,25.0,0.9213010109243236,2.0,0.7193748058800563,25.0,0.17642614329836123,1000.0,0.09674746248965715,2000.0,0.9995764541194135,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,2.6240509565538828,2.105382878992687,1.389894474819997,1.4276863564285213e-06,1.029384571437275,120.09486666768208,68.42994527391244,7444.380549287479,290.24238746897146,260.0
