Time,Galpha_GTP,APLC,IP3,Ca_ER,Ca_Cyt,PLC,DG,Raplc,Kp,Rpkc,Kd,Kr,Rgalpha_gtp,n,Kg,Rdg,m,Rip3,Ks,Rcyt1,Kc1,Rcyt2,Kc2,Rer,w,Ker,Cplc_total,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,Cytosol,ER,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
0.0,1.0,9.0,1.0,1000.0,200.0,1.0,1.0,0.6923076923076923,4.0,0.045454545454545456,10.0,200.0,2.5599934464167773e-06,4.0,25.0,0.009900990099009901,2.0,6.399590426212723e-05,25.0,0.16666666666666666,1000.0,0.09090909090909091,2000.0,0.9995783029034626,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.4,2.769230769230769,0.20454545454545456,3.04157637198033e-08,1.08,126.0,2.0,-99.32832636756135,272.72727272727275,260.0
0.01,1.0042079425786632,8.989206478237222,2.226931570820465,1000.0009675745371,199.98396562222726,1.0107935217627784,2.226931570820465,0.6920520120530993,4.0,0.09106300651510367,10.0,200.0,2.603355294457317e-06,4.0,25.0,0.047249055601529026,2.0,0.000706307368322876,25.0,0.1666555315333148,1000.0,0.09090246508486041,2000.0,0.9995783041270142,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.414307004767455,2.7798565087250684,0.41150787487901846,1.492004974195429e-07,1.0787047773884666,125.8488906953211,4.45386314164093,-92.58021894507263,272.70739525458123,260.0
0.02,1.0065888070587639,8.978425902495136,3.4280730866485882,1000.0018087071887,199.96920527411228,1.021574097504864,3.4280730866485882,0.6917962139591219,4.0,0.12763592839353893,10.0,200.0,2.6281322251488146e-06,4.0,25.0,0.10515890725238755,2.0,0.0025716502276817046,25.0,0.16664528089154818,1000.0,0.09089636563762557,2000.0,0.9995783051906691,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.422401943999797,2.7854173029475278,0.5781460360477056,3.388007746542638e-07,1.0774111082994162,125.69796263493191,6.8561461732971765,-72.9962278855715,272.6890969128767,260.0
0.03,1.007481849230633,8.967658257818824,4.6039370183619095,1000.0023654644807,199.95729704081265,1.0323417421811758,4.6039370183619095,0.6915402981422488,4.0,0.15760974098149222,10.0,200.0,2.6374712997047622e-06,4.0,25.0,0.17489186757390768,2.0,0.006206748371087414,25.0,0.1666370107785692,1000.0,0.09089144471566674,2000.0,0.9995783058947151,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.4254382873841522,2.7868571935594244,0.7145502898535769,5.71428756569234e-07,1.076118990938259,125.54721560946354,9.207874036723819,-34.83883073733496,272.6743341470002,260.0
0.04,1.0071441525290887,8.956903528992543,5.755025686985695,1000.0024280425355,199.95033656763604,1.0430964710074573,5.755025686985695,0.6912842647126649,4.0,0.18261826977501627,10.0,200.0,2.633936882473846e-06,4.0,25.0,0.24879988640493347,2.0,0.012051910529021537,25.0,0.16663217674456288,1000.0,0.0908885683663199,2000.0,0.9995783059738479,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.4242901185989014,2.7848916197629245,0.8276531514699927,8.202783771888712e-07,1.074828423479105,125.3966494058956,11.51005137397139,26.51239121191344,272.6657050989597,260.0
0.05,1.0057755681038993,8.946161700579326,6.881831464755295,1000.001746382092,199.9508206240175,1.0538382994206739,6.881831464755295,0.6910281137751427,4.0,0.20379854119020052,10.0,200.0,2.6196492968478215e-06,4.0,25.0,0.32138797149517306,2.0,0.02043272729344005,25.0,0.16663251292251785,1000.0,0.09088876839860507,2000.0,0.999578305111856,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.4196369315532578,2.7800767748318407,0.9223901709494394,1.0647018213024624e-06,1.0735394040695192,125.24626380811057,13.76366292951059,114.47365687277974,272.6663051958152,260.0
0.06,1.0035345458730893,8.935432756991172,7.984836972031385,1000.0000425821779,199.96152275912638,1.0645672430088275,7.984836972031385,0.6907718454306732,4.0,0.22196667182241087,10.0,200.0,2.596379353808943e-06,4.0,25.0,0.3893413991826388,2.0,0.03155393828966782,25.0,0.16663994550370725,1000.0,0.09089319094469461,2000.0,0.9995783029573102,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.4120174559685035,2.7728536408247457,1.0023805044281886,1.2913770887871904e-06,1.0722519308389407,125.09605859787641,15.96967394406277,231.1926696134371,272.67957283408384,260.0
0.07,1.0005493735798436,8.92471668255826,9.064515270754304,999.9970236595881,199.98536556709485,1.0752833174417393,9.064515270754304,0.6905154597780895,4.0,0.23772394668287386,10.0,200.0,2.5656236405361768e-06,4.0,25.0,0.4510484447796626,2.0,0.04549782652480908,25.0,0.16665650374209753,1000.0,0.09090304358253955,2000.0,0.9995782991396858,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.4018678701714684,2.7635792429126607,1.0703454567231492,1.4932079462302837e-06,1.0709660019069913,124.94603355581565,18.12903054150861,377.53181830306346,272.70913074761864,260.0
0.08,0.9969249220938118,8.914013461582584,10.121330053286098,999.9923943056997,200.02529307477099,1.0859865384174157,10.121330053286098,0.6902589569153346,4.0,0.2515233830196353,10.0,200.0,2.5286497563818567e-06,4.0,25.0,0.5060297028859031,2.0,0.062228558204083816,25.0,0.1666842309317124,1000.0,0.0909195424727205,2000.0,0.9995782932854763,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.38954473511896,2.752545427389503,1.1283746805972985,1.6675174103583851e-06,1.06968161538991,124.79618846215618,20.242660106572195,553.1137794751398,272.7586274181615,260.0
0.09,0.9927481766382139,8.903323078372987,11.155735828091816,999.9858687422904,200.08415220534374,1.0966769216270134,11.155735828091816,0.6900023369402938,4.0,0.2637129328552427,10.0,200.0,2.486539013928841e-06,4.0,25.0,0.5544673507053062,2.0,0.08160282219140852,25.0,0.16672510160029827,1000.0,0.09094386321758705,2000.0,0.9995782850331656,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.375343800569927,2.739994247494333,1.1781023996158109,1.8143923507881448e-06,1.0683987694047583,124.64652309722182,22.31147165618363,756.433234169343,272.8315896527611,260.0
0.1,0.9880920414287304,8.892645517266468,12.168178101595112,999.9771811926464,200.1645881614588,1.1073544827335322,12.168178101595112,0.6897455999513054,4.0,0.2745643514690333,10.0,200.0,2.4402173503278056e-06,4.0,25.0,0.5968791322693896,2.0,0.10338609180274436,25.0,0.16678094832650614,1000.0,0.09097709745829695,2000.0,0.9995782740464455,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.3595129408576834,2.726128551689479,1.2208268274596665,1.9354538509545685e-06,1.067117462071976,124.49703724173055,24.336356203190224,985.0275886523395,272.93129237489086,260.0
0.11,0.9830181771115524,8.881980762639127,13.159093556434454,999.9660944163695,200.2689592307472,1.1180192373608726,13.159093556434454,0.6894887460474268,4.0,0.2842929868577652,10.0,200.0,2.3904800364602627e-06,4.0,25.0,0.6339165257233662,2.0,0.127273007374984,25.0,0.1668534020567354,1000.0,0.09102021750139346,2000.0,0.9995782600249864,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.342261802179278,2.7111198811138864,1.257593281679335,2.033048396984741e-06,1.0658376915166952,124.34773067694778,26.31818711286891,1235.6909369963134,273.0606525041804,260.0
0.12,0.9775791544927528,8.87132879891071,14.128910226187338,999.9524059695287,200.39927438406144,1.1286712010892899,14.128910226187338,0.6892317753285491,4.0,0.2930716578115512,10.0,200.0,2.3380116939471064e-06,4.0,25.0,0.666250708449494,2.0,0.15290989190140358,25.0,0.16694384831820944,1000.0,0.09107405038576805,2000.0,0.9995782427123342,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.3237691252753594,2.695114464700888,1.2892533455214252,2.1097599935684173e-06,1.0645594558692852,124.19860318474994,28.257820452374677,1504.710401930523,273.22215115730415,260.0
0.13,0.9718200190576156,8.860689610544817,15.078047665864691,999.9359515512602,200.55716004500385,1.1393103894551828,15.078047665864691,0.6889746878954068,4.0,0.3010405927135166,10.0,200.0,2.2834017943987217e-06,4.0,25.0,0.6945142594389706,2.0,0.17991731188763704,25.0,0.16705340380251932,1000.0,0.0911392640402498,2000.0,0.9995782219001274,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.304188064795893,2.6782375772829163,1.316507735465845,2.1681374384496154e-06,1.0632827532653781,124.04965454762744,30.156095331729382,1788.1029381282844,273.4177921207494,260.0
0.14,0.9657799018922828,8.850063182049803,16.006917122314825,999.9166083049691,200.74382730753575,1.1499368179501968,16.006917122314825,0.6887174838496061,4.0,0.30831466399820195,10.0,200.0,2.227161197883711e-06,4.0,25.0,0.7192757055300805,2.0,0.20791083992712234,25.0,0.1671828934217132,1000.0,0.09121635367853446,2000.0,0.9995781974322646,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.2836516664337614,2.6605980159350895,1.3399384767666103,2.2105598030266075e-06,1.0620075818459764,123.90088454869725,32.01383424462965,2081.8332612572735,273.6490610356034,260.0
0.15,0.9594926879027876,8.839449497974543,16.915921695486148,999.8942922592553,200.96009779877556,1.1605505020254565,16.915921695486148,0.6884601632935267,4.0,0.31498878271898123,10.0,200.0,2.169730034084759e-06,4.0,25.0,0.741032208764832,2.0,0.236518655658848,25.0,0.16733286823360138,1000.0,0.09130565247400886,2000.0,0.9995781692016663,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.262275138869478,2.642289970369992,1.360032452056181,2.2391751996030214e-06,1.060733939756945,123.75229297164361,33.831843390972296,2381.9985695177006,273.9169574220266,260.0
0.16,0.9529880688316352,8.828848542906595,17.80545650286263,999.8689580554558,201.2064066483209,1.171151457093405,17.80545650286263,0.6882027263302828,4.0,0.3211419416189326,10.0,200.0,2.111489382616207e-06,4.0,25.0,0.7602115593610438,2.0,0.2653952045588361,25.0,0.1675036076520265,1000.0,0.0914073328337659,2000.0,0.999578137149937,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.24015943402756,2.6233959485206504,1.3771999744392074,2.2558887583227767e-06,1.0594618251487913,123.60387960069232,35.61091300572526,2684.971899313987,274.2219985012977,260.0
0.17,0.9462919971537458,8.818260301469735,18.67590883371722,999.8405936327518,201.48285584612523,1.181739698530265,18.67590883371722,0.6879451730636674,4.0,0.32684033540165736,10.0,200.0,2.0527674036057455e-06,4.0,25.0,0.7771784227751307,2.0,0.29423069425466275,25.0,0.16769515675214036,1000.0,0.09152142852763058,2000.0,0.9995781012606546,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.2173927903227355,2.6039880470027885,1.3917887718193551,2.2623695589862102e-06,1.0581912361763681,123.45564422057629,37.35181766743444,2987.5017722533557,274.5642855828917,260.0
0.18,0.9394275003905233,8.807684758321937,19.52765830869579,999.8092183883405,201.78923286071858,1.1923152416780631,19.52765830869579,0.6876875035981069,4.0,0.33213975088996767,10.0,200.0,1.9938485963670664e-06,4.0,25.0,0.7922420864110068,2.0,0.32275666306859496,25.0,0.1679073396092782,1000.0,0.091647842513309,2000.0,0.9995780615570619,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.194053501327779,2.5841302102198744,1.4040954718150203,2.2600727992114295e-06,1.0569221709986323,123.30758661650711,39.05531661739158,3286.7706322941176,274.943527539927,260.0
0.19,0.9324148920504352,8.797121898153094,20.361077027458258,999.774876771087,202.1250748616849,1.2028781018469061,20.361077027458258,0.6874297180386093,4.0,0.3370874721297293,10.0,200.0,1.9349775467738537e-06,4.0,25.0,0.8056642866045659,2.0,0.35074816121116864,25.0,0.16813980432522063,1000.0,0.09178637361203489,2000.0,0.9995780180939828,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.1702106329714796,2.5638788253489238,1.4143742052182802,2.2502610726091286e-06,1.0556546277783712,123.15970657414331,40.722154054916516,3580.417711657339,275.35912083610464,260.0
0.2,0.9252722992372777,8.786571705683263,21.176529720314793,999.7376350691849,202.489701000686,1.2134282943167367,21.176529720314793,0.687171816490724,4.0,0.3417237686119675,10.0,200.0,1.8763652976283362e-06,4.0,25.0,0.8176664477536432,2.0,0.3780232442547751,25.0,0.16839204596278742,1000.0,0.09193673001453137,2000.0,0.9995779709537833,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.145925817406744,2.5432841864617153,1.422843916894302,2.234029651340549e-06,1.0543886046819915,123.01200387956568,42.353059440629586,3866.53370081065,275.8101900435941,260.0
0.21,0.9180159113417206,8.776034165660972,21.97437389367812,999.6975762292088,202.88226434224342,1.2239658343390278,21.97437389367812,0.6869137990605038,4.0,0.3460831019237792,10.0,200.0,1.818193119959985e-06,4.0,25.0,0.8284360718924909,2.0,0.40444051179458007,25.0,0.16866344309530817,1000.0,0.09209855089682781,2000.0,0.9995779202398396,3.0,75.0,10.0,0.1,3.4,4.0,4.5,1.2,0.12,14.0,2.0,10500.0,600.0,3000.0,260.0,1.0,1.0,0.1,3.1212540985618498,2.5223911890309276,1.4296940739563748,2.2123281835460506e-06,1.0531240998793165,122.8644783192536,43.94874778735624,4143.634893366623,276.29565269048345,260.0
