Time,VENUS,p1_star,p2,lambda_star,qj_star,cell,VENUSproduction,VENUSdecayduetophotobleaching,VENUSdecayduetoauxin
0.5700000000000001,0.9875386027850689,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027216563892756497,0.024309809767230007
0.58,0.9873213109945765,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002721057533101053,0.024305834494441226
0.59,0.9871040649428061,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002720458802982374,0.024301859609171538
0.6,0.9868868646246213,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027198601989054565,0.02429788511153453
0.61,0.9866697100348848,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027192617208561423,0.024293911001643756
0.62,0.9864526011684585,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027186633688202717,0.02428993727961274
0.63,0.9862355380202029,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027180651427836794,0.02428596394555495
0.64,0.9860185205849781,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027174670427321996,0.02428199099958381
0.65,0.9858015488576427,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002716869068651663,0.024278018441812724
0.66,0.9855846228330546,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027162712205278986,0.02427404627235503
0.67,0.9853677425060705,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027156734983467302,0.02427007449132404
0.68,0.9851509078715462,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002715075902093982,0.02426610309883301
0.6900000000000001,0.9849341189243367,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027144784317554723,0.024262132094995174
0.7000000000000001,0.9847173756592956,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002713881087317019,0.024258161479923705
0.71,0.984500678071276,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027132838687644366,0.024254191253731756
0.72,0.9842840261551294,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002712686776083537,0.024250221416532408
0.73,0.984067419905707,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027120898092601285,0.024246251968438735
0.74,0.9838508593178585,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002711492968280018,0.024242282909563737
0.75,0.9836343443864329,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002710896253129009,0.024238314240020407
0.76,0.983417875106278,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002710299663792902,0.024234345959921657
0.77,0.9832014514722407,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027097032002574954,0.02423037806938039
0.78,0.982985073479167,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027091068625085847,0.02422641056850945
0.79,0.9827687411219018,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002708510650531961,0.024222443457421645
0.8,0.982552454395289,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002707914564313417,0.02421847673622974
0.81,0.9823362132941718,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027073186038387375,0.024214510405046456
0.8200000000000001,0.9821200178133919,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027067227690937084,0.02421054446398448
0.8300000000000001,0.9819038679477904,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027061270600641104,0.02420657891315645
0.84,0.9816877636922073,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027055314767357235,0.024202613752674962
0.85,0.9814717050414817,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002704936019094324,0.024198648982652567
0.86,0.9812556919904516,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027043406871256844,0.024194684603201785
0.87,0.981039724533954,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002703745480815577,0.024190720614435092
0.88,0.9808238026668251,0.056,0.0053,0.52,0.16,1.0,0.0053,0.00270315040014977,0.024186757016464912
0.89,0.9806079263838999,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027025554451140282,0.024182793809403635
0.9,0.9803920956800126,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002701960615694115,0.02417883099336361
0.91,0.9801763105499963,0.056,0.0053,0.52,0.16,1.0,0.0053,0.00270136591187579,0.02417486856845714
0.92,0.9799605709886832,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027007713336448112,0.024170906534796487
0.93,0.9797448769909044,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0027001768809869326,0.024166944892493877
0.9400000000000001,0.9795292285514902,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002699582553887907,0.02416298364166148
0.9500000000000001,0.9793136256652697,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002698988352333483,0.02415902278241144
0.96,0.9790980683270712,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026983942763094083,0.024155062314855848
0.97,0.9788825565317221,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026978003258014264,0.024151102239106756
0.98,0.9786670902740484,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026972065007952774,0.02414714255527618
0.99,0.9784516695488756,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002696612801276701,0.02414318326347608
1.0,0.978236294351028,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026960192272314333,0.024139224363818386
1.01,0.978020964675329,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026954257786452065,0.024135265856414987
1.02,0.9778056805166008,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026948324555037518,0.024131307741377724
1.03,0.9775904418696649,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002694239257792797,0.02412735001881839
1.04,0.9773752487293419,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026936461854980666,0.024123392688848753
1.05,0.977160101090451,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026930532386052835,0.024119435751580518
1.06,0.9769449989478108,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026924604171001667,0.024115479207125364
1.07,0.9767299422962389,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002691867720968435,0.024111523055594927
1.08,0.9765149311305517,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026912751501958,0.024107567297100792
1.09,0.9762999654455646,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002690682704767976,0.0241036119317545
1.1,0.9760850452360925,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026900903846706708,0.024099656959667565
1.11,0.9758701704969489,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026894981898895913,0.024095702380951444
1.12,0.9756553412229464,0.056,0.0053,0.52,0.16,1.0,0.0053,0.00268890612041044,0.02409174819571756
1.1300000000000001,0.9754405574088967,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002688314176218919,0.02408779440407728
1.1400000000000001,0.9752258190496105,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026877223573007264,0.024083841006141964
1.1500000000000001,0.9750111261398975,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026871306636415573,0.024079888002022876
1.16,0.9747964786745665,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026865390952271057,0.02407593539183129
1.17,0.9745818766484254,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026859476520430603,0.024071983175678397
1.18,0.9743673200562809,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026853563340751103,0.02406803135367538
1.19,0.9741528088929389,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026847651413089394,0.024064079925933346
1.2,0.9739383431532042,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002684174073730231,0.02406012889256338
1.21,0.9737239228318808,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026835831313246636,0.02405617825367654
1.22,0.9735095479237716,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026829923140779146,0.02405222800938379
1.23,0.9732952184236787,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002682401621975659,0.02404827815979611
1.24,0.9730809343264031,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002681811055003567,0.024044328705024397
1.25,0.9728666956267447,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026812206131473083,0.02404037964517953
1.26,0.9726525023195027,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026806302963925496,0.024036430980372323
1.27,0.9724383543994752,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002680040104724954,0.02403248271071357
1.28,0.9722242518614594,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002679450038130182,0.024028534836314005
1.29,0.9720101947002515,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002678860096593893,0.02402458735728433
1.3,0.9717961829106467,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002678270280101743,0.024020640273735204
1.31,0.9715822164874394,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002677680588639383,0.02401669358577724
1.32,0.9713682954254227,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026770910221924652,0.024012747293521
1.33,0.9711544197193891,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026765015807466365,0.024008801397077027
1.34,0.9709405893641299,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026759122642875423,0.02400485589655579
1.35,0.9707268043544355,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026753230728008247,0.02400091079206774
1.36,0.9705130646850955,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026747340062721232,0.023996966083723287
1.37,0.9702993703508983,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026741450646870757,0.02399302177163277
1.3800000000000001,0.9700857213466315,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026735562480313165,0.02398907785590652
1.3900000000000001,0.9698721176670816,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026729675562904773,0.02398513433665479
1.4000000000000001,0.9696585593070343,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026723789894501867,0.02398119121398783
1.41,0.9694450462612743,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026717905474960718,0.02397724848801581
1.42,0.9692315785245852,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026712022304137568,0.02397330615884889
1.43,0.9690181560917498,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026706140381888626,0.023969364226597158
1.44,0.9688047789575499,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026700259708070076,0.023965422691370676
1.45,0.9685914471167664,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002669438028253808,0.023961481553279453
1.46,0.968378160564179,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026688502105148776,0.023957540812433478
1.47,0.9681649192945668,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026682625175758266,0.02395360046894266
1.48,0.9679517233027077,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026676749494222622,0.02394966052291691
1.49,0.9677385725833788,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002667087506039792,0.023945720974466046
1.5,0.9675254671313561,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026665001874140175,0.02394178182369989
1.51,0.9673124069414147,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026659129935305394,0.023937843070728184
1.52,0.9670993920083288,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026653259243749543,0.02393390471566065
1.53,0.9668864223268716,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002664738979932858,0.023929966758606966
1.54,0.9666734978918153,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002664152160189843,0.023926029199676752
1.55,0.9664606186979312,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026635654651314985,0.023922092038979596
1.56,0.9662477847399897,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002662978894743412,0.023918155276625042
1.57,0.9660349960127602,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026623924490111676,0.023914218912722593
1.58,0.9658222525110111,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026618061279203467,0.023910282947381706
1.59,0.9656095542295098,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026612199314565294,0.02390634738071179
1.6,0.965396901163023,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026606338596052914,0.02390241221282222
1.61,0.9651842933063163,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026600479123522077,0.023898477443822324
1.62,0.9649717306541542,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002659462089682849,0.02389454307382138
1.6300000000000001,0.9647592132013005,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002658876391582784,0.02389060910292864
1.6400000000000001,0.964546740942518,0.056,0.0053,0.52,0.16,1.0,0.0053,0.00265829081803758,0.023886675531253294
1.6500000000000001,0.9643343138725685,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002657705369032799,0.023882742358904505
1.6600000000000001,0.9641219319862128,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026571200445540026,0.023878809585991378
1.67,0.9639095952782107,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026565348445867485,0.023874877212622988
1.68,0.9636973037433214,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026559497691165937,0.02387094523890836
1.69,0.9634850573763027,0.056,0.0053,0.52,0.16,1.0,0.0053,0.00265536481812909,0.023867013664956475
1.7,0.9632728561719118,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002654779991609789,0.023863082490876267
1.71,0.9630607001249049,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002654195289544238,0.02385915171677664
1.72,0.962848589230037,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026536107119179823,0.023855221342766443
1.73,0.9626365234820625,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002653026258716565,0.023851291368954496
1.74,0.9624245028757346,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026524419299255248,0.023847361795449547
1.75,0.9622125274058057,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026518577255304006,0.023843432622360335
1.76,0.9620005970670271,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026512736455167264,0.02383950384979553
1.77,0.9617887118541494,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002650689689870036,0.023835575477863767
1.78,0.9615768717619221,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026501058585758574,0.02383164750667365
1.79,0.9613650767850938,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026495221516197186,0.02382771993633372
1.8,0.961153326918412,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002648938568987144,0.023823792766952488
1.81,0.9609416221566237,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002648355110663655,0.02381986599863841
1.82,0.9607299624944745,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002647771776634772,0.023815939631499916
1.83,0.9605183479267092,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026471885668860103,0.023812013665645372
1.84,0.9603067784480717,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026466054814028857,0.02380808810118312
1.85,0.960095254053305,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026460225201709086,0.02380416293822144
1.86,0.959883774737151,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026454396831755884,0.023800238176868573
1.87,0.9596723404943509,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026448569704024313,0.023796313817232736
1.8800000000000001,0.9594609513196448,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026442743818369412,0.02379238985942209
1.8900000000000001,0.959249607207772,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026436919174646196,0.023788466303544736
1.9000000000000001,0.9590383081534706,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002643109577270965,0.023784543149708747
1.9100000000000001,0.958827054151478,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026425273612414733,0.02378062039802216
1.92,0.9586158451965305,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002641945269361638,0.023776698048592955
1.93,0.9584046812833639,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002641363301616951,0.02377277610152907
1.94,0.9581935624067124,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026407814579928997,0.023768854556938404
1.95,0.9579824885613096,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026401997384749693,0.023764933414928816
1.96,0.9577714597418884,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026396181430486444,0.02376101267560811
1.97,0.9575604759431803,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002639036671699405,0.023757092339084056
1.98,0.9573495371599161,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002638455324412729,0.02375317240546437
1.99,0.9571386433868259,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026378741011740922,0.02374925287485674
2.0,0.9569277946186383,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026372930019689673,0.02374533374736879
2.0100000000000002,0.9567169908500816,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002636712026782825,0.02374141502310813
2.02,0.9565062320758827,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002636131175601133,0.02373749670218229
2.0300000000000002,0.9562955182907678,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002635550448409356,0.023733578784698783
2.04,0.956084849489462,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026349698451929577,0.02372966127076506
2.05,0.9558742256666899,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026343893659373976,0.02372574416048856
2.06,0.9556636468171745,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026338090106281333,0.023721827453976628
2.07,0.9554531129356384,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026332287792506194,0.02371791115133661
2.08,0.955242624016803,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002632648671790309,0.02371399525267579
2.09,0.955032180055389,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026320686882326523,0.023710079758101403
2.1,0.954821781046116,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026314888285630957,0.023706164667720655
2.11,0.9546114269837027,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026309090927670847,0.02370224998164069
2.12,0.954401117862867,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026303294808300614,0.023698335699968626
2.13,0.9541908536783256,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026297499927374654,0.023694421822811524
2.14,0.9539806344247945,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026291706284747337,0.02369050835027641
2.15,0.9537704600969887,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002628591388027301,0.02368659528247026
2.16,0.9535603306896224,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026280122713805997,0.023682682619500014
2.17,0.9533502461974087,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026274332785200583,0.023678770361472548
2.18,0.9531402066150598,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002626854409431105,0.02367485850849472
2.19,0.9529302119372871,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026262756640991636,0.02367094706067333
2.2,0.952720262158801,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026256970425096557,0.02366703601811513
2.21,0.952510357274311,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026251185446480012,0.023663125380926846
2.22,0.9523004972785256,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002624540170499617,0.02365921514921514
2.23,0.9520906821661524,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002623961920049916,0.02365530532308664
2.24,0.9518809119318983,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002623383793284312,0.023651395902647924
2.25,0.9516711865704689,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026228057901882124,0.023647486888005536
2.2600000000000002,0.9514615060765692,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026222279107470246,0.023643578279265973
2.27,0.9512518704449031,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026216501549461532,0.02363967007653567
2.2800000000000002,0.9510422796701737,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002621072522770999,0.023635762279921056
2.29,0.9508327337470832,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026204950142069616,0.023631854889528476
2.3000000000000003,0.9506232326703327,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002619917629239437,0.02362794790546425
2.31,0.9504137764346224,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026193403678538194,0.023624041327834647
2.32,0.9502043650346519,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026187632300355007,0.023620135156745905
2.33,0.9499949984651195,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002618186215769869,0.023616229392304205
2.34,0.9497856767207228,0.056,0.0053,0.52,0.16,1.0,0.0053,0.002617609325042312,0.023612324034615686
2.35,0.9495763997961584,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026170325578382127,0.023608419083786445
2.36,0.9493671676861221,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026164559141429525,0.023604514539922544
2.37,0.9491579803853085,0.056,0.0053,0.52,0.16,1.0,0.0053,0.0026158793939419106,0.023600610403129975
