Time,M,MpY,MpT,Mpp,MAPKK,MKP,MpY_MAPKK,MpT_MAPKK,M_MAPKK_Y,M_MAPKK_T,Mpp_MKP_Y,Mpp_MKP_T,MpY_MKP_Y,MpY_MKP_T,MpT_MKP_Y,MpT_MKP_T,M_MKP_T,M_MKP_Y,k1,k_1,k2,k3,k_3,k4,k5,k_5,k6,k7,k_7,k8,h1,h_1,h2,h3,h_3,h4,h_4,h5,h6,h_6,h7,h_7,h8,h9,h_9,h10,h_10,h11,h12,h_12,cell,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004,reaction_0000005,reaction_0000006,reaction_0000007,reaction_0000008,reaction_0000009,reaction_0000010,reaction_0000011,reaction_0000013,reaction_0000012,reaction_0000015,reaction_0000017,reaction_0000014,reaction_0000019,reaction_0000020,reaction_0000021,reaction_0000022
1.45,539.9621884742339,0.8692300951545275,0.8687378090859933,0.17685041553308964,8.030464451070626,13.846542342937699,0.013354908008213625,0.013347794874057309,85.97141642302346,85.97141642302346,0.049216645802912073,0.049216645802912073,0.07440285313778705,0.09530701298069125,0.0952799815837848,0.07336190731165743,33.57818660040418,52.138486010038704,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.751526766269194,0.8597141642302346,0.21001537611783988,0.20032362012320437,0.751526766269194,0.8597141642302346,0.2098959841072563,0.20021692311085965,0.060977858714115304,0.004527931413867911,-0.02501016700041654,0.046928241272543914,0.03668095365582871,-5.336546189288407,0.04595546004534226,0.03496934097475991,-6.158508709923395,0.060977858714115304,0.004527931413867911,-0.025051300202438065
1.46,539.8331999832747,0.8750139518675978,0.8745135197849199,0.17964843256052812,8.03241974771807,13.729956139770412,0.013451781196723397,0.013444540679048975,85.97034196520298,85.97034196520298,0.049782062572375683,0.049782062572375683,0.074510817016335,0.09560049485169267,0.09557305145702263,0.07346251909324601,33.631539099083895,52.19979375358297,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7529951551868805,0.8597034196520298,0.21145955789160048,0.20177671795085095,0.7529951551868805,0.8597034196520298,0.21133816863188948,0.2016681101857346,0.06121336691117923,0.004579949756658563,-0.024497271245809304,0.04660780360958593,0.036731259546623006,-5.260762411897282,0.04562821479195796,0.03502008399767745,-6.033423959910469,0.06121336691117923,0.004579949756658563,-0.024538536956600285
1.47,539.7061733109794,0.8807915934631549,0.8802829689770199,0.18247076734252898,8.034345887891037,13.615372752871792,0.0135485639758289,0.013541195216002819,85.96928217645846,85.96928217645846,0.050349314079833604,0.050349314079833604,0.07461504508685622,0.09588940952940968,0.09586155283094881,0.07355946754558544,33.684140854473895,52.25986228950217,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7544393077510279,0.8596928217645846,0.21290213416912127,0.2032284596374335,0.7544393077510279,0.8596928217645846,0.21277873604739023,0.20311792824004227,0.061449024044364864,0.004632136895344692,-0.023992254675319194,0.046294339960682565,0.03677973377279272,-5.186294685835756,0.04530801353911147,0.03506907119082242,-5.910560587448711,0.061449024044364864,0.004632136895344692,-0.024033649096558016
1.48,539.5810738899518,0.886562888892485,0.8860460263915058,0.18531738854564847,8.036243360097245,13.502756833684938,0.013645253864599529,0.013637756016671729,85.96823681501064,85.96823681501064,0.05091840049230878,0.05091840049230878,0.07471562489226634,0.0961738372433469,0.09614556597263813,0.07365284025632653,33.736004887613795,52.3187136093524,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7558596306346743,0.8596823681501065,0.21434307026886815,0.20467880796899293,0.7558596306346743,0.8596823681501065,0.21421765186586547,0.20456634025007595,0.06168490306403429,0.004684492845292407,-0.023495074405534777,0.045987800121846376,0.03682642012816326,-5.113118815739279,0.04499480617257828,0.03511634369936518,-5.789877753720949,0.06168490306403429,0.004684492845292407,-0.023536593821497725
1.49,539.4578677886828,0.8923277083740598,0.8918025630244306,0.18818826264962576,8.038112644679677,13.392073678051991,0.013741848407669822,0.013734220638404996,85.96720564313704,85.96720564313704,0.051489322700469554,0.051489322700469554,0.07481264305757154,0.09645385778561011,0.09642517071094098,0.07374272386816383,33.78714398040502,52.37636930072009,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7572565237459514,0.8596720564313703,0.2157823319404764,0.20612772611504734,0.7572565237459514,0.8596720564313703,0.21565488203053645,0.20601330957607494,0.06192107584320789,0.004737017688443199,-0.023005685592046812,0.04568813243482396,0.036871361934081914,-5.041211080479128,0.04468854109755546,0.035161942237058624,-5.6713354188347544,0.06192107584320789,0.004737017688443199,-0.023047326369516896
1.5,539.3365216990916,0.8980859234232021,0.8975524511680929,0.1910833539768618,8.039954213950658,13.28328921370976,0.013838345175701944,0.0138305866646056,85.96618842710443,85.96618842710443,0.0520620823071018,0.0520620823071018,0.07490618527979032,0.09672955049238753,0.09670044641796588,0.07382920406942808,33.83757068029669,52.4328505551201,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7586303803376211,0.8596618842710443,0.2172198853688146,0.20757517763552916,0.7586303803376211,0.8596618842710443,0.21709039291973523,0.207458799969084,0.06215761315891315,0.004789711572253366,-0.022524041515432955,0.04539528386397075,0.03691460203471404,-4.970548222864295,0.044389165316129575,0.035205907081501446,-5.554894324524693,0.06215761315891315,0.004789711572253366,-0.02256580010353236
1.51,539.2170029243368,0.9038374068800968,0.9032955644387929,0.19400262472239588,8.041768532323816,13.176369988054985,0.013934741765819889,0.013926851705159343,85.9651849371025,85.9651849371025,0.05263668161540964,0.05263668161540964,0.0749963363186831,0.09700099422626686,0.09697147199139859,0.07391236558548002,33.88729730486982,52.488178175722865,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7599815871153197,0.8596518493710251,0.21865569717771677,0.20902112648729834,0.7599815871153197,0.8596518493710251,0.21852415135057074,0.20890277557739015,0.06239458467441356,0.004842574708617687,-0.022050093664746404,0.045109200070664976,0.03695618279274001,-4.901107439600505,0.0440966245022804,0.03524827806978106,-5.440515977284939,0.06239458467441356,0.004842574708617687,-0.022091966594696644
1.52,539.0992793668923,0.9095820329361998,0.9090317778029927,0.1969460349843543,8.04355605644392,13.071283156172589,0.014031035802016329,0.014023013396836707,85.96419494717851,85.96419494717851,0.053213123617153656,0.053213123617153656,0.07508317998826161,0.0972682673593636,0.09723832583763314,0.07399229217087745,33.936335946322245,52.542372584915036,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7613105243438838,0.8596419494717852,0.22008973443339303,0.21046553703024493,0.7613105243438838,0.8596419494717852,0.21995612458227518,0.2103452009525506,0.06263205892231488,0.004895607372778136,-0.021583791818585676,0.04482982548534137,0.036996146085438726,-4.832866371498852,0.04381086307450009,0.035289094594482956,-5.328162631919728,0.06263205892231488,0.004895607372778136,-0.021625775703398104
1.53,538.9833195168785,0.9153196771590945,0.9147609676019295,0.19991354279484574,8.045317235314656,12.967996469120369,0.014127224935532976,0.014119069403668342,85.96321823517297,85.96321823517297,0.05379141198063553,0.05379141198063553,0.07516679914905086,0.09753144775723654,0.09750108585569082,0.07406906660228846,33.98469847585691,52.5954538316975,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7626175659519987,0.8596321823517298,0.2215219646475297,0.21190837403299465,0.7626175659519987,0.8596321823517298,0.22138628031924096,0.21178604105502513,0.06287010328854511,0.0049488099022184685,-0.021125084123818708,0.044557103377221075,0.03703453330114423,-4.7658030939269285,0.04353182426610448,0.0353283956000539,-5.21779727549973,0.06287010328854511,0.0049488099022184685,-0.0211671756579188
1.54,538.8690924406457,0.9210502165158462,0.9204830115747328,0.20290510415127735,8.047052510424365,12.866478262463836,0.014223306845215309,0.014215017417295014,85.96225458265647,85.96225458265647,0.05437155103853794,0.05437155103853794,0.07524727570107782,0.09779061276356737,0.09775982942190378,0.07414277067212419,34.032396547975715,52.64744159892501,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7639030796354689,0.8596225458265647,0.22295235578008854,0.21334960267822964,0.7639030796354689,0.8596225458265647,0.22281458671375887,0.2132252612594252,0.06310878399720374,0.00500218269554549,-0.02067391717203168,0.044290975921811276,0.03707138533606209,-4.699896107495391,0.04325945019330962,0.03536621957950657,-5.1093836117126274,0.06310878399720374,0.00500218269554549,-0.02071611313082007
1.55,538.7565677696011,0.9267735293949004,0.9261977888800909,0.2059206730480676,8.048762315869766,12.766697445055067,0.014319279237842493,0.01431085515729286,85.96130377486745,85.96130377486745,0.05495354577562858,0.05495354577562858,0.07532469057756118,0.09804583918558175,0.09801463337534085,0.07421348518286598,34.07944160468144,52.6983552103912,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.765167426958584,0.8596130377486745,0.22438087624181496,0.2147891885676374,0.765167426958584,0.8596130377486745,0.2242410123684664,0.2146628273593929,0.0633481660962767,0.00505572621135783,-0.02023023607377024,0.0440313842662451,0.03710674259143299,-4.635124328973281,0.04299368192114425,0.03540260457145375,-5.002886045596678,0.0633481660962767,0.00505572621135783,-0.020272533313123675
1.56,538.6457156892749,0.9324894956265636,0.9319051801165058,0.20896020150871922,8.050447078477697,12.668623488049636,0.014415139848433168,0.014406580371474586,85.9603656006511,85.9603656006511,0.055537401816342674,0.055537401816342674,0.075399123739282,0.09829720328019433,0.09826557400395783,0.07428128994206623,34.12584487958983,52.74821363776266,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7664109634539216,0.859603656006511,0.22580749489646318,0.2162270977264975,0.7664109634539216,0.859603656006511,0.22566552633851444,0.2160987055721188,0.06358831344419988,0.0051094409671035255,-0.019793984530633107,0.043778268592524705,0.037140644971033115,-4.571467082425575,0.04273445952726043,0.035437588157462535,-4.898269668646444,0.06358831344419988,0.0051094409671035255,-0.0198363799863481
1.57,538.5365069286183,0.9381979965021425,0.9376050673412126,0.21202363961827228,8.052107217924936,12.572226414155715,0.01451088644052836,0.01450219083616793,85.95943985239909,85.95943985239909,0.056123125412230725,0.056123125412230725,0.07547065416959516,0.0985447807408402,0.09851272703143478,0.0743462637579829,34.1716174019542,52.797035507366076,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7676340387211127,0.8595943985239909,0.22723218106275533,0.21766329660792538,0.7676340387211127,0.8595943985239909,0.22708809813346964,0.21753286254251894,0.06382928869731164,0.005163327537925227,-0.019365104905299635,0.04353156817875152,0.03717313187899145,-4.50890409056658,0.04248172216372691,0.03547120745970972,-4.795500244279979,0.06382928869731164,0.005163327537925227,-0.01940759559248187
1.58,538.4289127495297,0.9438989147917483,0.9432973340877685,0.21511093555606137,8.053743146856077,12.477476787109834,0.014606516806451702,0.01459768435647151,85.9585263259904,85.9585263259904,0.05671072342930627,0.05671072342930627,0.075539359870078,0.09878864668499149,0.09875616760469895,0.0744084844358438,34.21677000060459,52.84483910683166,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7688369965234614,0.859585263259904,0.22865490451607406,0.21909775209677554,0.7688369965234614,0.859585263259904,0.2285086977189516,0.21896526534707264,0.06407115329813431,0.005217386555496177,-0.01894353828952826,0.043291221458383405,0.0372042422179219,-4.447415466323153,0.04223540811684402,0.035503499138936655,-4.6945441936574435,0.06407115329813431,0.005217386555496177,-0.01898612130193053
1.59,538.3229049366008,0.9495921347608091,0.9489818653823566,0.21822203562875828,8.055355270999504,12.384345701373872,0.014702028767547755,0.014693058766488878,85.95762482073313,85.95762482073313,0.057300203335299546,0.057300203335299546,0.07560531785679184,0.09902887564233732,0.09899597028211166,0.07446802877471657,34.26131330780348,52.8916423915964,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7700201748831148,0.8595762482073314,0.23007563548989718,0.22053043151321633,0.7700201748831148,0.8595762482073314,0.2299272955180138,0.22039588149733316,0.06431396746448355,0.005271618706847558,-0.018529224570185826,0.04305716607758091,0.03723401438735829,-4.386981704601857,0.0419954548650428,0.03553449939269216,-4.595368581841342,0.06431396746448355,0.005271618706847558,-0.018571897079497315
1.6,538.2184557870808,0.95527754218535,0.9546585477588629,0.22135688430369854,8.056943989281526,12.292804772047846,0.014797420174399346,0.014788311929541692,85.95673513930717,85.95673513930717,0.05789157318681491,0.05789157318681491,0.07566860415712691,0.09926554154359965,0.09923220902229139,0.07452497256495431,34.305257763020215,52.93746299127065,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7711839061749401,0.8595673513930717,0.231494344676989,0.2219613026159902,0.7711839061749401,0.8595673513930717,0.23134386241228236,0.22182467894312538,0.06455779017942177,0.005326024733186972,-0.018122102493372774,0.04282933895070985,0.03726248628247716,-4.327583674254276,0.041761799134935176,0.03556424395384965,-4.497941104288676,0.06455779017942177,0.005326024733186972,-0.018164861748462435
1.61,538.11553810105,0.960955024366081,0.9603272692727653,0.22451542424247267,8.058509693938676,12.20282612499334,0.01489268890702468,0.014883441738362767,85.95585708770788,85.95585708770788,0.05848484161639848,0.05848484161639848,0.07572929380720832,0.09949871770996489,0.09946495717355332,0.07457939058619487,34.34861361662605,52.98231821587121,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.772328517218881,0.8595585708770789,0.23291100323035582,0.2233903336053702,0.772328517218881,0.8595585708770789,0.23275836974286082,0.22325162607544152,0.0648026791820519,0.00538060542870866,-0.01772210972669884,0.04260767631405729,0.03728969529309743,-4.269202610234936,0.04153437695557194,0.035592768089387904,-4.4022300736658435,0.0648026791820519,0.00538060542870866,-0.017764953052815363
1.62,538.0141251718001,0.9666244701413238,0.9659879195138691,0.22769759633474979,8.060052770628207,12.114382387162573,0.014987832875054787,0.01497844611526956,85.95499047519066,85.95499047519066,0.05908001781952934,0.05908001781952934,0.07578746084984637,0.0997284768431165,0.09969428746395,0.07463135660589679,34.391390933511694,53.02622506192418,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7734543293709208,0.8595499047519066,0.23432558276397242,0.2248174931258218,0.7734543293709208,0.8595499047519066,0.23417078931100688,0.22467669172904342,0.06504869095913324,0.005435361639396699,-0.017329182919756325,0.042392113777809534,0.037315678302948393,-4.211820105946522,0.0413131237109577,0.03562010659942779,-4.3082044069772945,0.06504869095913324,0.005435361639396699,-0.017372107717687574
1.6300000000000001,537.9141907764152,0.9722857698988119,0.9716403896179191,0.2309033397323053,8.061573598536812,12.027446677128241,0.015082850017891869,0.015073323012318651,85.95413511421641,85.95413511421641,0.05967711154154558,0.05967711154154558,0.07584317833301392,0.09995489101585309,0.0999202719918981,0.07468094337839458,34.43359959662923,53.06920021844059,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7745616586124555,0.8595413511421641,0.2357380553532857,0.22624275026837803,0.7745616586124555,0.8595413511421641,0.23558109337858815,0.22609984518477977,0.06529588073750521,0.005490294261822193,-0.016943257762838212,0.04218258637634173,0.03734047168919729,-4.155418105767201,0.04109797419087147,0.03564629381651654,-4.215833612999376,0.06529588073750521,0.005490294261822193,-0.0169862615080323
1.6400000000000001,537.8157091665494,0.9779388155864007,0.9772845722771288,0.2341325918832336,8.063072550487586,11.941992595809358,0.015177738304849227,0.015168070411441897,85.95329082039798,85.95329082039798,0.060276133064511975,0.060276133064511975,0.07589651830883058,0.10017803166327366,0.10014298221737265,0.07472822264445302,34.475249310460164,53.111260072767834,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7756508156384001,0.8595329082039799,0.23714839353550435,0.2276660745727384,0.7756508156384001,0.8595329082039799,0.23698925466832513,0.22752105617162846,0.06554430247731337,0.005545404241935102,-0.016564269043949226,0.04197902861686886,0.03736411132222651,-4.099978897755008,0.04088886264004313,0.03567136360515037,-4.125087780010908,0.06554430247731337,0.005545404241935102,-0.01660734928560005
1.6500000000000001,537.7186550593952,0.9835835007217265,0.9829203617496629,0.23738528856632823,8.064549993045274,11.857994217388478,0.015272495735273405,0.015262686324564918,85.95245741244737,85.95245741244737,0.06087709319403537,0.06087709319403537,0.07594755183303381,0.10039796957451169,0.1003624889536504,0.07477326513130056,34.5163496044114,53.15242071631986,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7767221059438185,0.8595245741244737,0.2385565703096817,0.2290874360291011,0.7767221059438185,0.8595245741244737,0.23839524636382872,0.22894029486847375,0.06579400886603232,0.005600692573851254,-0.016192150704158553,0.04178137452650839,0.03738663256565028,-4.04548510652446,0.040685722805735694,0.03569534936152589,-4.0359375638124115,0.06579400886603232,0.005600692573851254,-0.016235305064257813
1.6600000000000001,537.6230036288403,0.9892197204008485,0.9885476538681077,0.2406613639256094,8.066006286619821,11.775426080415793,0.015367120338649154,0.01535716879370849,85.95163471212385,85.95163471212385,0.06148000324603536,0.06148000324603536,0.07599634896491875,0.10061477488500145,0.10057886235958576,0.07481614055312359,34.55690983614083,53.192697950188986,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7777758299092881,0.8595163471212385,0.23996255913660033,0.2305068050797373,0.7777758299092881,0.8595163471212385,0.23979904210944133,0.23035753190562736,0.0660450513132772,0.005656160298635253,-0.015826835891337848,0.04158955769780001,0.037408070276561796,-3.991919686290661,0.04048848798377895,0.03571828401351181,-3.9483541760260765,0.0660450513132772,0.005656160298635253,-0.015870062063696247
1.67,537.5287304968053,0.9948473713059057,0.9941663460469634,0.2439607505049758,8.067441785568251,11.694263179095723,0.015461610174687793,0.015451515891073428,85.95082254418293,85.95082254418293,0.06208487503347913,0.06208487503347913,0.07604297876772988,0.10082851706926123,0.10079217193240403,0.07485691761200469,34.59693919481415,53.23210729064208,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7788122828847293,0.8595082254418293,0.24136633393846413,0.2319241526203169,0.7788122828847293,0.8595082254418293,0.24120061600988588,0.2317727383661014,0.06629747994639124,0.00571180850308008,-0.015468257012327388,0.041403511332726725,0.037428458806002346,-3.939265914076329,0.04029709106309835,0.03574020002083304,-3.8623093726688538,0.06629747994639124,0.00571180850308008,-0.015511552761567002
1.68,537.4358117247618,1.0004663517118213,0.9997763372891871,0.24728337928295985,8.068856838294902,11.614480954751775,0.015555963333399514,0.015545725719109508,85.95002073632622,85.95002073632622,0.06269172085308879,0.06269172085308879,0.07608750930948824,0.10103926493417847,0.10100248650099666,0.07489566399928833,34.636446704294606,53.27066397450379,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7798317552720988,0.8595002073632623,0.24276786909840473,0.2333394500009927,0.7798317552720988,0.8595002073632623,0.24259994262973172,0.23318588578664262,0.06655134360679808,0.005767638318484168,-0.01511634578357085,0.04122316828527918,0.03744783199964417,-3.8875073830773523,0.04011146456878115,0.03576112937545947,-3.777775442991321,0.06655134360679808,0.005767638318484168,-0.01515970894409091
1.69,537.3442238054232,1.0060765614920844,1.0053775281918191,0.25062917970756643,8.070251787350053,11.536055287465508,0.01565017793515014,0.015639796410568958,85.94922911915204,85.94922911915204,0.06330055347202827,0.06330055347202827,0.0761300076642374,0.10124708661278138,0.10120987421970339,0.07493244639735751,34.67544122626715,53.308382964429505,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.780834532606832,0.8594922911915204,0.24416713945980947,0.2347526690272521,0.780834532606832,0.8594922911915204,0.2439969969926824,0.23459694615853438,0.06680668984710937,0.005823650919426601,-0.014771033280259,0.04104846110260488,0.037466223198678754,-3.836627996182589,0.039931540703721374,0.035781103602191576,-3.694725198575152,0.06680668984710937,0.005823650919426601,-0.014814461755177394
1.7,537.253943654606,1.0116779021236413,1.0109698209507245,0.253998079731177,8.07162696952693,11.458962487885564,0.01574425213070294,0.015733726128545077,85.94844752610683,85.94844752610683,0.06391138611457739,0.06391138611457739,0.076170539913692,0.10145204955848207,0.10141440256256602,0.07496733048180489,34.713931463298515,53.34527895407051,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7818208956375514,0.8594844752610683,0.24556412032547656,0.23616378196054408,0.7818208956375514,0.8594844752610683,0.24539175458069268,0.23600589192817617,0.06706356492897617,0.005879847522541119,-0.014432249984021359,0.040879322064782495,0.03748366524090244,-3.786611959643715,0.03975725138888368,0.03580015375943524,-3.6131319626822167,0.06706356492897617,0.005879847522541119,-0.01447574174409362
1.71,537.1649486032582,1.0172702766909276,1.0165531193644795,0.257390005845499,8.072982715957183,11.383179289202864,0.01583818410124599,0.01582751306649649,85.94767579343745,85.94767579343745,0.06452423244879997,0.06452423244879997,0.07620917114927346,0.10165422053977693,0.10161613831803983,0.07500038092398306,34.75192596183484,53.38136637313391,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7827911204051787,0.8594767579343746,0.24695878745660493,0.23757276151868983,0.7827911204051787,0.8594767579343746,0.24678419133292118,0.23741269599744735,0.06732201382167301,0.005936229385289597,-0.014099925829203275,0.04071568322326004,0.03750019046199153,-3.737443776891167,0.03958852830222488,0.03581831044015853,-3.5329695598486435,0.06732201382167301,0.005936229385289597,-0.014143478911721408
1.72,537.0772163896489,1.022853589889066,1.0221273288374284,0.26080488311654265,8.074319352204785,11.30868283928814,0.015931972058405547,0.015921155448257545,85.94691376014418,85.94691376014418,0.06513910657321381,0.06513910657321381,0.07624596547451774,0.10185366563539049,0.10181514758414834,0.07503166139391908,34.78943311513807,53.416659392339675,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,0.7837454783202134,0.8594691376014418,0.24835111707162397,0.2389795808760832,0.7837454783202134,0.8594691376014418,0.2481742836445243,0.23881733172386319,0.06758208020140297,0.005992797804735671,-0.013773990247764198,0.040557476437993456,0.03751583069695954,-3.689108242492219,0.03942530291630976,0.03583560377302334,-3.4542123057173226,0.06758208020140297,0.005992797804735671,-0.013817602755437017
