ADP,ATP,Fru,Fruex,Glc,Glcex,HexP,Suc,Suc6P,Sucvac,UDP,glycolysis,phos,Time
0.2,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,0.0,0.2,0.0,5.1,0.0
0.2,1.0,1.0016793741160557,5.0,1.0015849963876433,5.0,1.0023791731520062,1.0041363027902803,0.995478831027137,0.0,0.2,0.0,5.1,0.01
0.2,1.0,1.0033595187529842,5.0,1.0031707205744995,5.0,1.004757684874941,1.0082697257424147,0.99095946990435,0.0,0.2,0.0,5.1,0.02
0.2,1.0,1.0050405178961146,5.0,1.0047572517051535,5.0,1.0071354610731809,1.0123999391744265,0.9864421296154425,0.0,0.2,0.0,5.1,0.03
0.2,1.0,1.0067224006244488,5.0,1.0063446170284829,5.0,1.0095124744084805,1.0165268157172875,0.9819268972288093,0.0,0.2,0.0,5.1,0.04
0.2,1.0,1.0084051831993248,5.0,1.0079328315013516,5.0,1.0118887064674347,1.0206502594522247,0.9774138463125266,0.0,0.2,0.0,5.1,0.05
0.2,1.0,1.0100888586064025,5.0,1.0095218885131418,5.0,1.0142641634034257,1.0247702975468131,0.9729029594483677,0.0,0.2,0.0,5.1,0.06
0.2,1.0,1.011773431738334,5.0,1.0111117919523727,5.0,1.0166388327168963,1.0288868456540072,0.9683943146812083,0.0,0.2,0.0,5.1,0.07
0.2,1.0,1.0134588999558205,5.0,1.012702539713405,5.0,1.0190127210596298,1.0329999485490426,0.9638878706409872,0.0,0.2,0.0,5.1,0.08
0.2,1.0,1.0151452617537142,5.0,1.0142941300956163,5.0,1.0213858264649052,1.03710958556462,0.9593836502900488,0.0,0.2,0.0,5.1,0.09
0.2,1.0,1.0168325132572285,5.0,1.0158865587209969,5.0,1.02375814386968,1.0412157034957399,0.9548817127416549,0.0,0.2,0.0,5.1,0.1
0.2,1.0,1.0185206567658924,5.0,1.0174798281877182,5.0,1.0261296762786651,1.04531833391742,0.950382022914473,0.0,0.2,0.0,5.1,0.11
0.2,1.0,1.0202096883774339,5.0,1.0190739343603166,5.0,1.0285004215948883,1.0494174467739577,0.9458846166362365,0.0,0.2,0.0,5.1,0.12
0.2,1.0,1.0218996036025583,5.0,1.0206688724812265,5.0,1.0308703774059274,1.053513007488346,0.9413895351242758,0.0,0.2,0.0,5.1,0.13
0.2,1.0,1.0235904056742227,5.0,1.0222646459766,5.0,1.0332395454490835,1.057605040961152,0.9368967486960077,0.0,0.2,0.0,5.1,0.14
0.2,1.0,1.0252820840798982,5.0,1.0238612439066963,5.0,1.0356079216275698,1.061693475941848,0.9324063440845597,0.0,0.2,0.0,5.1,0.15
0.2,1.0,1.0269746338590728,5.0,1.0254586611094163,5.0,1.0379755040082494,1.0657782788096852,0.9279183622164029,0.0,0.2,0.0,5.1,0.16
0.2,1.0,1.0286680593478703,5.0,1.0270569020970965,5.0,1.0403422942809317,1.0698594789535087,0.9234327673165543,0.0,0.2,0.0,5.1,0.17
