Time,Fru,Glc,HexP,Suc6P,Suc,Sucvac,glycolysis,phos,UDP,ADP,ATP,Glcex,Fruex,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2648148148148148,0.2648148148148148,0.13627294363825412,0.0009539106054677791,0.12675063037184695,0.0022683998091589806,0.45454545454545453,-0.000865573234096631,0.029892857142857145,0.022330097087378643,0.009900990099009901
0.01,1.0016793741160557,1.0015849963876433,1.0023791731520062,0.995478831027137,1.0041363027902803,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26479834461163276,0.2647992701523466,0.13627849085612703,0.0009540393250997689,0.12675371509179986,0.0022929726751947065,0.45435785833203246,-0.0008691976190328017,0.030000014701888397,0.022371338996116433,0.009941536451339772
0.02,1.0033595187529842,1.0031707205744995,1.004757684874941,0.99095946990435,1.0082697257424147,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26478186890170274,0.2647837201781718,0.13628403991149082,0.0009541678213524541,0.12675674121068536,0.0023175577641166207,0.45416878318643333,-0.0008727731341619257,0.030106970655271216,0.022412525682718613,0.009982051256595802
0.03,1.0050405178961146,1.0047572517051535,1.0071354610731809,0.9864421296154425,1.0123999391744265,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26476538686404594,0.2647681641185103,0.13628959285979864,0.0009542961141254934,0.1267597090861244,0.0023421544963685933,0.45397822061843457,-0.0008762981689719987,0.030213716076114196,0.02245365597224353,0.010022531291049937
0.04,1.0067224006244488,1.0063446170284829,1.0095124744084805,0.9819268972288093,1.0165268157172875,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26474889821634473,0.26475260170869863,0.13629515040193074,0.000954424210941578,0.12676261896881882,0.002366762850924351,0.4537861567837278,-0.0008797721307250993,0.03032024776777345,0.02249472950241752,0.010062975314640543
0.05,1.0084051831993248,1.0079328315013516,1.0118887064674347,0.9774138463125266,1.0206502594522247,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2647324028020611,0.2647370328046886,0.1363007129368308,0.0009545521166938534,0.12676547108294048,0.002391382891389876,0.45359257710384343,-0.0008831945958601238,0.030426563445047523,0.022535746066648994,0.010103382395885194
0.06,1.0100888586064025,1.0095218885131418,1.0142641634034257,0.9729029594483677,1.0247702975468131,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26471590069285345,0.2647214574738851,0.13630628025820865,0.00095467983041731,0.12676826561125049,0.0024160150284318993,0.4533974628742683,-0.0008865657342999133,0.03053266425803341,0.022576705882776216,0.01014375280961859
0.07,1.011773431738334,1.0111117919523727,1.0166388327168963,0.9683943146812083,1.0288868456540072,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2646993918436648,0.26470587568077275,0.13631185251552622,0.0009548073549607859,0.12677100275574096,0.0024406593545062954,0.45320079926209716,-0.0008898852015611435,0.03063854828388824,0.022617608846772195,0.010184085738031343
0.08,1.0134588999558205,1.012702539713405,1.0190127210596298,0.9638878706409872,1.0329999485490426,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26468287628326237,0.2646902874485901,0.13631742957716098,0.0009549346897482868,0.126773682704991,0.0024653163349126466,0.4530025659848201,-0.000893153233497429,0.03074421713533831,0.022658455184578822,0.01022438162852827
0.09,1.0151452617537142,1.0142941300956163,1.0213858264649052,0.9593836502900488,1.03710958556462,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26466635402928984,0.26467469279659805,0.13632301139838973,0.0009550618354975504,0.12677630564881065,0.0024899862460777624,0.4528027452695626,-0.0008963697784974132,0.030849670642858717,0.022699244973300628,0.010264640287302854
0.1,1.0168325132572285,1.0158865587209969,1.02375814386968,0.9548817127416549,1.0412157034957399,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2646498251225963,0.26465909177027946,0.13632859791678542,0.0009551887930888691,0.1267788717727781,0.0025146692688131273,0.45260132070158915,-0.000899534649671132,0.030954907765978857,0.02273997823675527,0.010304861201899778
0.11,1.0185206567658924,1.0174798281877182,1.0261296762786651,0.950382022914473,1.04531833391742,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2646332895435383,0.26464348434676366,0.13633418911714892,0.0009553155629689569,0.12678138127120359,0.002539365834575139,0.45239827138200056,-0.0009026480135057605,0.03105992973862467,0.02278065513714072,0.010345044690373771
0.12,1.0202096883774339,1.0190739343603166,1.0285004215948883,0.9458846166362365,1.0494174467739577,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26461674733322016,0.2646278705691427,0.13633978491474083,0.0009554421455989642,0.12678383432831147,0.0025640761934749407,0.4521935792871593,-0.0009057097837695259,0.031164736148176757,0.02282127574877918,0.010385190467097153
0.13,1.0218996036025583,1.0206688724812265,1.0308703774059274,0.9413895351242758,1.053513007488346,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2646001985384759,0.26461225048658227,0.13634538521756642,0.0009555685414184355,0.12678623112717066,0.0025888005823788496,0.45198722638015254,-0.0009087198563860931,0.031269326464211364,0.022861840140456755,0.010425298202253274
0.14,1.0235904056742227,1.0222646459766,1.0332395454490835,0.9368967486960077,1.057605040961152,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26458364313051064,0.26459662406809337,0.13635099003713064,0.0009556947511473289,0.12678857186115608,0.002613539415872156,0.4517791910690437,-0.0009116783669005265,0.03137370173450435,0.022902348451758005,0.010465368148517654
0.15,1.0252820840798982,1.0238612439066963,1.0356079216275698,0.9324063440845597,1.061693475941848,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2645670812151091,0.2645809914233545,0.13635659919142418,0.0009558207747420087,0.12679085670401238,0.002638292824158954,0.45156945684566163,-0.0009145850657457023,0.03147786046303626,0.02294280072225828,0.010505399617062506
0.16,1.0269746338590728,1.0254586611094163,1.0379755040082494,0.9279183622164029,1.0657782788096852,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2645505128436597,0.26456535260543423,0.13636221257900916,0.000955946612502394,0.12679308583726104,0.0026630610485100315,0.45135800483981064,-0.0009174398544809844,0.031581802152673484,0.02298319702843526,0.010545392287679492
0.17,1.0286680593478703,1.0270569020970965,1.0403422942809317,0.9234327673165543,1.0698594789535087,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26453393797653935,0.2645497075726811,0.1363678302316325,0.0009560722652931856,0.12679525945400674,0.002687844518091003,0.4511448122468266,-0.0009202428864867852,0.03168552796917246,0.023023537508335037,0.010585346457083906
0.18,1.0303623600838059,1.0286559663884578,1.0427082922653845,0.9189495632007193,1.0739370732387488,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2645173566211057,0.2645340563323384,0.13637345211248772,0.0009561977336826614,0.12679737774000155,0.0027126435666456595,0.4509298577616146,-0.0009229941851034457,0.031789038218058625,0.023063822267771848,0.010625262103528902
