species_1,species_10,species_11,species_12,species_13,species_14,species_15,species_7,species_8,species_9,Time
6.578561333676028e-05,2.3332987781413944e-08,1.669265136216659e-07,4.632945967069903e-08,2.6028772699881114e-08,2.2052764278749758e-08,3.16879243183284e-07,5.20659291108359e-07,5.089439099094897e-08,4.2291268965152556e-08,0.18
6.57187965981714e-05,2.4616794936409225e-08,1.7611099760432222e-07,4.887855849891195e-08,2.746090496433423e-08,2.326613210089532e-08,3.474114050195524e-07,5.364119548147157e-07,5.3492056569876545e-08,4.461818201203379e-08,0.19
6.565204771451669e-05,2.589929833650977e-08,1.8528615439488322e-07,5.1425068620509934e-08,2.8891582844114056e-08,2.447826770196229e-08,3.7883448571703475e-07,5.512470502576203e-07,5.606677567304514e-08,4.694273199039444e-08,0.2
6.558536661690538e-05,2.7180499305372936e-08,1.9445199346292516e-07,5.3968992663717464e-08,3.0320807815807156e-08,2.5689172332982202e-08,4.110976609816838e-07,5.65215247595059e-07,5.861872726689007e-08,4.926492129937639e-08,0.21
6.551875323651664e-05,2.8460399165311903e-08,2.0360852426840793e-07,5.651033325409008e-08,3.174858135450063e-08,2.689884724371618e-08,4.4415312179827795e-07,5.783641949376449e-07,6.114808893138148e-08,5.1584752335685274e-08,0.22
6.545220750459898e-05,2.973899923730844e-08,2.1275575626176644e-07,5.9049093014539706e-08,3.3174904933796345e-08,2.8107293682666974e-08,4.779540390973631e-07,5.907406204196873e-07,6.365503698311016e-08,5.3902227493613464e-08,0.23
6.538572935247151e-05,3.10163008409863e-08,2.2189369888372017e-07,6.158527456528179e-08,3.459978002578124e-08,2.9314512897053844e-08,5.124587243805302e-07,6.023859883819187e-07,6.613974621918473e-08,5.621734916499196e-08,0.24
6.531931871152274e-05,3.229230529463742e-08,2.3102236156546075e-07,6.411888052388741e-08,3.602320810105659e-08,3.052050613283729e-08,5.476267778384628e-07,6.133403549667016e-07,6.860239014813997e-08,5.853011973923783e-08,0.25
6.525297551321027e-05,3.356701391522583e-08,2.401417537286795e-07,6.664991350529088e-08,3.744519062874229e-08,3.172527463472278e-08,5.83418688986425e-07,6.236426551219381e-07,7.104314100999965e-08,6.084054160336122e-08,0.26
6.51866996890622e-05,3.484042801835957e-08,2.4925188478536735e-07,6.917837612173421e-08,3.8865729076445645e-08,3.2928819646134184e-08,6.197994721489107e-07,6.333272821444733e-07,7.346216956291526e-08,6.314861714191467e-08,0.27
6.51204911706755e-05,3.611254891832558e-08,2.583527641380635e-07,7.170427098283621e-08,4.028482491030019e-08,3.4131142409246756e-08,6.567345810610955e-07,6.424289729843801e-07,7.585964541411704e-08,6.545434873705606e-08,0.28
6.50543498897165e-05,3.738337792807707e-08,2.674444011797658e-07,7.42276006955674e-08,4.1702479594951636e-08,3.53322441649752e-08,6.941912758520903e-07,6.509808363230089e-07,7.823573688068997e-08,6.775773876852601e-08,0.29
6.498827577792116e-05,3.865291635922902e-08,2.765268052938982e-07,7.674836786424127e-08,4.311869459355288e-08,3.653212615296941e-08,7.321390366598304e-07,6.590134968355127e-07,8.05906109253974e-08,7.005878961363947e-08,0.3
6.492226876709449e-05,3.992116552207059e-08,2.855999858543995e-07,7.926657509053871e-08,4.453347136777778e-08,3.7730789611626237e-08,7.705490932704722e-07,6.665561060764969e-07,8.292443329622025e-08,7.235750364730843e-08,0.31
6.485632878911067e-05,4.118812672556089e-08,2.946639522256933e-07,8.17822249734997e-08,4.5946811377816495e-08,3.89282357780854e-08,8.093938362993992e-07,6.736370661068751e-07,8.523736849261797e-08,7.465388324203407e-08,0.32
6.479045577591303e-05,4.245380127733157e-08,3.037187137627065e-07,8.429532010952846e-08,4.735871608237836e-08,4.012446588823204e-08,8.48647143716134e-07,6.802833514695319e-07,8.752957976589811e-08,7.694793076791159e-08,0.33
6.472464965951406e-05,4.371819048368373e-08,3.127642798108468e-07,8.680586309238727e-08,4.876918693868843e-08,4.131948117669373e-08,8.882851466292221e-07,6.865176960973903e-07,8.980122893732125e-08,7.923964859262448e-08,0.34
6.465891037199514e-05,4.4981295649597e-08,3.2180065970606834e-07,8.931385651321461e-08,5.0178225402497626e-08,4.2513282876849105e-08,9.282845464780262e-07,6.923638257094434e-07,9.205247674117441e-08,8.152903908146118e-08,0.35000000000000003
6.459323784550658e-05,4.624311807872518e-08,3.3082786277483994e-07,9.181930296051628e-08,5.1585832928077836e-08,4.3705872220823686e-08,9.686236061038172e-07,6.978429775669314e-07,9.428348258567042e-08,8.381610459730693e-08,0.36
6.452763201226764e-05,4.750365907339772e-08,3.398458983341558e-07,9.432220502016864e-08,5.2992010968223595e-08,4.4897250439491305e-08,1.0092819072571956e-06,7.029744877432187e-07,9.649440456864808e-08,8.610084750064663e-08,0.37
6.446209280456629e-05,4.876291993462333e-08,3.488547756915616e-07,9.682256527542551e-08,5.439676097425611e-08,4.6087418762477534e-08,1.0502400955127056e-06,7.077762609782297e-07,9.868539957610132e-08,8.838327014957129e-08,0.38
6.439662015475924e-05,5.0020901962090554e-08,3.578545041451584e-07,9.932038630691945e-08,5.5800084396023905e-08,4.727637841816022e-08,1.0914798167585518e-06,7.122661734035023e-07,1.0085662333727279e-07,9.066337489977917e-08,0.39
6.433121399527185e-05,5.12776064541691e-08,3.6684509298361216e-07,1.0181567069266437e-07,5.720198268190428e-08,4.846413063367073e-08,1.1329836447005847e-06,7.164616796667067e-07,1.0300823040954553e-07,9.294116410457806e-08,0.4
6.426587425859807e-05,5.253303470791002e-08,3.7582655148615496e-07,1.043084210080559e-07,5.860245727880354e-08,4.965067663489412e-08,1.1747351264018493e-06,7.203781041279112e-07,1.0514037405860778e-07,9.521664011488571e-08,0.41000000000000003
6.420060087730032e-05,5.3787188019049755e-08,3.847988889226142e-07,1.0679863982587937e-07,6.000150963216148e-08,5.083601764647298e-08,1.2167188187748463e-06,7.240317292872165e-07,1.0725320658267717e-07,9.748980527923713e-08,0.42
6.413539378400944e-05,5.5040067682009336e-08,3.937621145534064e-07,1.092863297163083e-07,6.139914118595055e-08,5.202015489180662e-08,1.2589199531568538e-06,7.274381959872613e-07,1.0934687908202157e-07,9.976066194378309e-08,0.43
6.407025291142463e-05,5.629167498989627e-08,4.027162376295513e-07,1.1177149324690807e-07,6.279535338267785e-08,5.320308959305296e-08,1.3013244893008286e-06,7.306129219251586e-07,1.1142154153801126e-07,1.0202921245229366e-07,0.44
6.400517819231342e-05,5.7542011234505955e-08,4.1166126739268147e-07,1.1425413298263878e-07,6.419014766338682e-08,5.4384822971129736e-08,1.3439196867190363e-06,7.335677885250868e-07,1.134773426710658e-07,1.0429545914616057e-07,0.45
6.394016955951152e-05,5.8791077706323386e-08,4.2059721307505495e-07,1.1673425148585866e-07,6.558352546765909e-08,5.556535624571623e-08,1.386693064535866e-06,7.363170733309511e-07,1.1551443025076451e-07,1.065594043644006e-07,0.46
6.387522694592278e-05,6.003887569452396e-08,4.295240838995607e-07,1.1921185131632558e-07,6.69754882336154e-08,5.674469063525399e-08,1.4296330053426547e-06,7.388729689663694e-07,1.1753295083046729e-07,1.0882105044365679e-07,0.47000000000000003
6.381035028451919e-05,6.128540648697421e-08,4.384418890797237e-07,1.216869350311986e-07,6.836603739791639e-08,5.792282735694745e-08,1.4727286498376643e-06,7.412444299439241e-07,1.1953304957654405e-07,1.110803997181998e-07,0.48
6.374553950834072e-05,6.253067137023469e-08,4.4735063781972596e-07,1.2415950518504358e-07,6.975517439576581e-08,5.9099767626766756e-08,1.5159697027666535e-06,7.434413085800668e-07,1.2151487074032886e-07,1.1333745451993321e-07,0.49
6.36807945504953e-05,6.377467162955991e-08,4.5625033931440633e-07,1.2662956432983325e-07,7.114290066091054e-08,6.027551265944771e-08,1.5593463704049577e-06,7.454724487657948e-07,1.2347855734492206e-07,1.1559221717839352e-07,0.5
6.361611534415873e-05,6.501740854890005e-08,4.6514100274927177e-07,1.290971150149504e-07,7.252921762564239e-08,6.145006366849329e-08,1.6028492737307076e-06,7.473464789230462e-07,1.25424251263155e-07,1.1784469002075294e-07,0.51
6.355150182257465e-05,6.62588834109025e-08,4.7402263730050917e-07,1.3156215978719101e-07,7.391412672079986e-08,6.262342186617517e-08,1.6464696399482975e-06,7.490697453324709e-07,1.2735209317743403e-07,1.2009487537182244e-07,0.52
6.348695391905445e-05,6.749909749691312e-08,4.828952521349943e-07,1.340247011907669e-07,7.529762937576953e-08,6.379558846353497e-08,1.6901990988076707e-06,7.506513663811001e-07,1.2926222295021519e-07,1.2234277555405392e-07,0.53
6.34224715669771e-05,6.873805208697741e-08,4.917588564102999e-07,1.3648474176730778e-07,7.667972701848743e-08,6.496656467038519e-08,1.7340296380484062e-06,7.520997682485236e-07,1.311547793024234e-07,1.2458839288754248e-07,0.54
6.335805469978931e-05,6.997574845984186e-08,5.006134592747053e-07,1.3894228405586418e-07,7.806042107544048e-08,6.613635169531069e-08,1.7779535593685567e-06,7.534228657113021e-07,1.3302989983152038e-07,1.268317296900286e-07,0.55
6.32937032510052e-05,7.12121878929556e-08,5.094590698672087e-07,1.4139733059291053e-07,7.943971297166832e-08,6.730495074567011e-08,1.8219641029895934e-06,7.54628029725149e-07,1.3488772134308795e-07,1.290727882769013e-07,0.56
6.322941715420647e-05,7.244737166247127e-08,5.182956973175327e-07,1.4384988391234703e-07,8.081760413076433e-08,6.847236302759676e-08,1.8660544135707693e-06,7.557241850590276e-07,1.3672837955750436e-07,1.313115709611998e-07,0.5700000000000001
6.316519634304211e-05,7.368130104324661e-08,5.271233507461365e-07,1.4629994654550277e-07,8.21940959748774e-08,6.963858974600003e-08,1.910218193989625e-06,7.567195367347384e-07,1.3855200922834112e-07,1.3354808005361623e-07,0.58
6.310104075122851e-05,7.491397730884564e-08,5.359420392642236e-07,1.4874752102113806e-07,8.356918992471325e-08,7.080363210456667e-08,1.9544497759609035e-06,7.576176229289281e-07,1.4035874375685466e-07,1.357823178624979e-07,0.59
6.303695031254931e-05,7.614540173154015e-08,5.447517719737527e-07,1.511926098654473e-07,8.494288739953595e-08,7.196749130576203e-08,1.9987436885276584e-06,7.584254538957954e-07,1.4214871589699318e-07,1.380142866938498e-07,0.6
6.297292496085535e-05,7.737557558231077e-08,5.535525579674458e-07,1.536352156020613e-07,8.63151898171694e-08,7.313016855083118e-08,2.0430947817762748e-06,7.591475743033135e-07,1.4392205712797115e-07,1.4024398885133686e-07,0.61
6.290896463006455e-05,7.860450013084835e-08,5.623444063287972e-07,1.5607534075204984e-07,8.768609859399858e-08,7.429166503980015e-08,2.0874980338570405e-06,7.597870065072589e-07,1.4567889764150534e-07,1.424714266362861e-07,0.62
6.284506925416195e-05,7.983217664555539e-08,5.711273261320847e-07,1.5851298783392463e-07,8.905561514497135e-08,7.545198197147734e-08,2.1319489520477074e-06,7.603458347762736e-07,1.474193667644621e-07,1.446966023476896e-07,0.63
6.278123876719953e-05,8.10586063935472e-08,5.79901326442377e-07,1.6094815936364158e-07,9.042374088359961e-08,7.661112054345455e-08,2.176442985443398e-06,7.608283278907345e-07,1.4914359283596173e-07,1.469195182822062e-07,0.64
6.271747310329622e-05,8.228379064065323e-08,5.886664163155437e-07,1.6338085785460334e-07,9.179047722196088e-08,7.776908195210829e-08,2.220975729885418e-06,7.612384729064142e-07,1.508517031272623e-07,1.491401767341642e-07,0.65
6.26537721966378e-05,8.350773065141845e-08,5.974226047982654e-07,1.658110858176622e-07,9.315582557069976e-08,7.892586739260109e-08,2.265542993594434e-06,7.615783043785968e-07,1.5254382373334327e-07,1.513585799955637e-07,0.66
6.259013598147683e-05,8.473042768910457e-08,6.06169900928042e-07,1.6823884576112236e-07,9.451978733902937e-08,8.008147805888258e-08,2.310141056766128e-06,7.618537478870672e-07,1.542200804409454e-07,1.53574730356079e-07,0.67
6.252656439213262e-05,8.59518830156914e-08,6.14908313733202e-07,1.7066414019074277e-07,9.588236393473274e-08,8.123591514369085e-08,2.354766053766382e-06,7.620698166311248e-07,1.5588059772737209e-07,1.5578863010306078e-07,0.68
6.246305736299105e-05,8.717209789187812e-08,6.23637852232913e-07,1.730869716097396e-07,9.724355676416442e-08,8.238917983855363e-08,2.3994143521641573e-06,7.622324456270673e-07,1.5752549928391085e-07,1.580002815215387e-07,0.6900000000000001
6.239961482850469e-05,8.839107357708453e-08,6.323585254371897e-07,1.7550734251878876e-07,9.860336723225172e-08,8.35412733337895e-08,2.4440831252159723e-06,7.623434574545483e-07,1.59154907920246e-07,1.6020968689422356e-07,0.7000000000000001
6.233623672319254e-05,8.960881132945252e-08,6.410703423469036e-07,1.779252554160286e-07,9.996179674249636e-08,8.469219681850914e-08,2.488769280886221e-06,7.624093239660408e-07,1.6076894572646026e-07,1.6241684850150975e-07,0.71
6.22729229816401e-05,9.08253124058472e-08,6.49773311953793e-07,1.8034071279706245e-07,1.0131884669697581e-07,8.584195148061658e-08,2.533470113182815e-06,7.624336906764514e-07,1.623677337268401e-07,1.6462176862147764e-07,0.72
6.220967353849921e-05,9.204057806185816e-08,6.584674432404706e-07,1.8275371715496103e-07,1.026745184963447e-07,8.699053850681036e-08,2.578183069001593e-06,7.624159848971055e-07,1.6395139149917385e-07,1.668244495298957e-07,0.73
6.214648832848809e-05,9.3254609551801e-08,6.671527451804348e-07,1.851642709802653e-07,1.0402881353983635e-07,8.813795908258485e-08,2.622905971272518e-06,7.62357922697269e-07,1.6552003824701693e-07,1.690248935002232e-07,0.74
6.208336728639112e-05,9.446740812871836e-08,6.758292267380772e-07,1.8757237676098885e-07,1.0538173322526416e-07,8.928421439223131e-08,2.6676364586433702e-06,7.622608732307291e-07,1.6707379177462565e-07,1.712231028036122e-07,0.75
6.202031034705892e-05,9.567897504438133e-08,6.844968968686925e-07,1.899780369826203e-07,1.06733278949023e-07,9.042930561883924e-08,2.712372143131422e-06,7.621260504067985e-07,1.6861276872687728e-07,1.734190797089101e-07,0.76
6.19573174454082e-05,9.688931154929077e-08,6.931557645184882e-07,1.9238125412812634e-07,1.0808345210609081e-07,9.157323394429764e-08,2.7571109936533544e-06,7.619518131194513e-07,1.7013708477965182e-07,1.7561282648266196e-07,0.77
6.189438851642174e-05,9.80984188926785e-08,7.01805838624593e-07,1.947820306779537e-07,1.0943225409002984e-07,9.271600054929599e-08,2.8018508626068966e-06,7.617423440206643e-07,1.7164685556281976e-07,1.7780434538911262e-07,0.78
6.183152349514823e-05,9.930629832250865e-08,7.104471281150662e-07,1.971803691100322e-07,1.1077968629298818e-07,9.385760661332576e-08,2.8465895934061843e-06,7.614998706705994e-07,1.7314219531781674e-07,1.7999363869020938e-07,0.79
6.176872231670239e-05,1.0051295108547897e-07,7.190796419089075e-07,1.99576271899777e-07,1.121257501057013e-07,9.499805331468147e-08,2.891325020531338e-06,7.612271195201622e-07,1.7462321739690178e-07,1.8218070864560407e-07,0.8
6.170598491626464e-05,1.0171837842702203e-07,7.277033889160651e-07,2.0196974152009121e-07,1.1347044691749317e-07,9.613734183046186e-08,2.9360556866946963e-06,7.609252641683111e-07,1.7609003459670231e-07,1.8436555751265545e-07,0.81
6.164331122908132e-05,1.029225815913066e-07,7.363183780374463e-07,2.0436078044136858e-07,1.1481377811627808e-07,9.727547333657123e-08,2.9807796223928605e-06,7.605988103877663e-07,1.7754275889338903e-07,1.8654818754643162e-07,0.8200000000000001
6.158070119046436e-05,1.0412556182123886e-07,7.449246181649254e-07,2.0674939113149587e-07,1.1615574508856182e-07,9.841244900772057e-08,3.025495205369454e-06,7.602510274096101e-07,1.7898150146608464e-07,1.887286009997122e-07,0.8300000000000001
6.151815473579143e-05,1.0532732035846365e-07,7.535221181813528e-07,2.0913557605585536e-07,1.1749634921944308e-07,9.954827001742871e-08,3.070201209277786e-06,7.598810482896462e-07,1.8040637230706213e-07,1.909068001229906e-07,0.84
6.145567180050573e-05,1.0652785844336592e-07,7.621108869605658e-07,2.115193376773277e-07,1.1883559189261513e-07,1.0068293753802375e-07,3.1148963602854403e-06,7.594916434287315e-07,1.8181748106535086e-07,1.9308278716447673e-07,0.85
6.139325232011596e-05,1.0772717731507181e-07,7.706909333673961e-07,2.139006784562941e-07,1.20173474490367e-07,1.0181645274064404e-07,3.1595794321286047e-06,7.590833560256172e-07,1.832149361509261e-07,1.9525656437009884e-07,0.86
6.13308962301963e-05,1.0892527821144999e-07,7.792622662576791e-07,2.1627960085063898e-07,1.2150999839358492e-07,1.0294881679523944e-07,3.204249150062566e-06,7.58655619420284e-07,1.8459884482822137e-07,1.9742813398350604e-07,0.87
6.126860346638627e-05,1.1012216236911302e-07,7.878248944782637e-07,2.1865610731575261e-07,1.2284516498175393e-07,1.0408003087057262e-07,3.248904613100205e-06,7.582069028274672e-07,1.8596931374677541e-07,1.9959749824607068e-07,0.88
6.120637396439075e-05,1.1131783102341849e-07,7.963788268670213e-07,2.210302003045335e-07,1.2417897563295909e-07,1.0521009613422017e-07,3.293544549068028e-06,7.577388502441195e-07,1.8732644867793754e-07,2.0176465939689056e-07,0.89
6.114420765997984e-05,1.1251228540847037e-07,8.049240722528541e-07,2.2340188226739086e-07,1.25511431723887e-07,1.063390137525738e-07,3.338167748760312e-06,7.572519090963781e-07,1.8867035438865863e-07,2.0392961967279114e-07,0.9
6.10821044889888e-05,1.1370552675712031e-07,8.134606394557055e-07,2.2577115565224745e-07,1.268425346298273e-07,1.0746678489084164e-07,3.382773035201925e-06,7.567455143000451e-07,1.9000113464011674e-07,2.0609238130832814e-07,0.91
6.102006438731806e-05,1.148975563009688e-07,8.219885372865676e-07,2.281380229045417e-07,1.281722857246738e-07,1.0859341071304929e-07,3.4273595333997314e-06,7.562231073029546e-07,1.9131889336129248e-07,2.0825294653578952e-07,0.92
6.0958087290933035e-05,1.1608837527036653e-07,8.305077745474918e-07,2.305024864672305e-07,1.2950068638092624e-07,1.0971889238204113e-07,3.4719260229583537e-06,7.556868975811487e-07,1.9262373295717402e-07,2.10411317585198e-07,0.93
6.089617313586416e-05,1.1727798489441567e-07,8.390183600315969e-07,2.3286454878079162e-07,1.3082773796969153e-07,1.1084323105948153e-07,3.516471463090779e-06,7.551401837042238e-07,1.9391575541295123e-07,2.1256749668431329e-07,0.9400000000000001
6.083432185820679e-05,1.1846638640097104e-07,8.475203025230784e-07,2.352242122832262e-07,1.321534418606851e-07,1.1196642790585592e-07,3.560995393440062e-06,7.545825431370385e-07,1.9519506217438818e-07,2.1472148605863419e-07,0.9500000000000001
6.077253339412111e-05,1.1965358101664145e-07,8.560136107972178e-07,2.3758147941006133e-07,1.3347779942223244e-07,1.1308848408047215e-07,3.6054970058211214e-06,7.540180335813954e-07,1.9646175404102523e-07,2.168732879314013e-07,0.96
6.0710807679832087e-05,1.2083956996679098e-07,8.644982936203914e-07,2.399363525943526e-07,1.3480081202127056e-07,1.1420940074146156e-07,3.649975722528249e-06,7.534476589539774e-07,1.977159308731661e-07,2.1902290452359893e-07,0.97
6.0649144651629435e-05,1.2202435447554012e-07,8.729743597500789e-07,2.4228883426668635e-07,1.361224810233491e-07,1.1532917904578021e-07,3.6944310105206828e-06,7.528691424314125e-07,1.9895769128767244e-07,2.2117033805395758e-07,0.98
6.058754424586749e-05,1.2320793576576723e-07,8.814418179348736e-07,2.4463892685518243e-07,1.3744280779263208e-07,1.1644782014921011e-07,3.7388626034336045e-06,7.5228194041569e-07,2.0018713379279877e-07,2.2331559073895616e-07,0.99
6.052600639896521e-05,1.2439031505910963e-07,8.899006769144901e-07,2.4698663278549677e-07,1.3876179369189915e-07,1.1756532520636034e-07,3.7832698405921693e-06,7.516856702710174e-07,2.014043554288194e-07,2.254586647928243e-07,1.0
6.046453104740604e-05,1.255714935759649e-07,8.98350945419774e-07,2.493319544808234e-07,1.400794400825469e-07,1.1868169537066828e-07,3.8276520480169656e-06,7.51079031874281e-07,2.026094522689691e-07,2.2759956242754454e-07,1.01
6.0403118127737895e-05,1.2675147253549215e-07,9.067926321727113e-07,2.516748943618977e-07,1.413957483245905e-07,1.1979693179440085e-07,3.872008736260522e-06,7.504584857328937e-07,2.038025195700588e-07,2.2973828585285483e-07,1.02
6.03417675765731e-05,1.2793025315561335e-07,9.15225745886436e-07,2.54015454846998e-07,1.4271071977666486e-07,1.209110356286555e-07,3.916339281446309e-06,7.498289120557472e-07,2.0498365268568454e-07,2.318748372762505e-07,1.03
6.028047933058828e-05,1.291078366530144e-07,9.236502952652406e-07,2.5635363835194886e-07,1.4402435579602617e-07,1.2202400802336174e-07,3.960642933992342e-06,7.49190973651211e-07,2.0615294539100427e-07,2.3400921890298682e-07,1.04
6.0219253326524336e-05,1.3028422424314657e-07,9.320662890045842e-07,2.5868944729012324e-07,1.453366577385533e-07,1.2313585012728193e-07,4.004918916987638e-06,7.485472160337549e-07,2.073104908892844e-07,2.361414329360811e-07,1.05
6.015808950118636e-05,1.3145941714022767e-07,9.404737357911014e-07,2.610228840724448e-07,1.4664762695874913e-07,1.2424656308801278e-07,4.049167115043552e-06,7.478967244461387e-07,2.0845638241998006e-07,2.3827148157631495e-07,1.06
6.009698779144358e-05,1.3263341655724333e-07,9.488726443026118e-07,2.633539511073907e-07,1.4795726480974194e-07,1.253561480519863e-07,4.093386846307695e-06,7.472437984915794e-07,2.0959071209406907e-07,2.4039936702223667e-07,1.07
6.003594813422929e-05,1.338062237059481e-07,9.572630232081289e-07,2.656826508009939e-07,1.4926557264328694e-07,1.2646460616447123e-07,4.137577716677462e-06,7.465898333565988e-07,2.107135715825872e-07,2.4252509147016345e-07,1.08
5.9974970466540766e-05,1.34977839796867e-07,9.656448811678675e-07,2.6800898555684576e-07,1.5057255180976738e-07,1.275719385695739e-07,4.18173949988566e-06,7.459310058392355e-07,2.118250518029285e-07,2.446486571141836e-07,1.09
5.9914054725439244e-05,1.361482660392965e-07,9.74018226833256e-07,2.7033295777609827e-07,1.5187820365819632e-07,1.2867814641023974e-07,4.225872029226317e-06,7.452673791209597e-07,2.1292524342587352e-07,2.4677006614615877e-07,1.1
5.9853200848049825e-05,1.373175036413058e-07,9.82383068846941e-07,2.726545698574668e-07,1.5318252953621772e-07,1.2978323082825418e-07,4.2699749530793076e-06,7.445987084301946e-07,2.140142359263938e-07,2.4888932075572636e-07,1.11
5.979240877156142e-05,1.3848555380973825e-07,9.907394158428e-07,2.749738241972325e-07,1.5448553079010787e-07,1.3088719296424402e-07,4.314047839506172e-06,7.439249117312337e-07,2.150921178877499e-07,2.510064231303017e-07,1.12
5.973167843322666e-05,1.396524177502124e-07,9.990872764459475e-07,2.7729072318924473e-07,1.5578720876477697e-07,1.3199003395767855e-07,4.3580905213193675e-06,7.432430521346101e-07,2.1615897760426758e-07,2.5312137545508025e-07,1.1300000000000001
5.9671009770361866e-05,1.4081809666712338e-07,1.007426659272746e-06,2.796052692249234e-07,1.5708756480377028e-07,1.3309175494687062e-07,4.4021025539282964e-06,7.425554891597987e-07,2.1721490202857512e-07,2.552341799130399e-07,1.1400000000000001
5.9610402720347006e-05,1.4198259176364394e-07,1.0157575729308137e-06,2.8191746469326157e-07,1.5838660024926963e-07,1.3419235706897793e-07,4.446083496618731e-06,7.418629876734942e-07,2.1825997736921157e-07,2.573448386849431e-07,1.1500000000000001
5.9549857220625546e-05,1.4314590424172597e-07,1.0240800260190327e-06,2.8422731198082814e-07,1.5968431644209482e-07,1.3529184146000416e-07,4.490032858449842e-06,7.411669009090027e-07,2.192942889597841e-07,2.594533539493395e-07,1.16
5.948937320870444e-05,1.4430803530210152e-07,1.0323940271275607e-06,2.8653481347176977e-07,1.6098071472170484e-07,1.3639020925480028e-07,4.533950638009509e-06,7.404678158550573e-07,2.203179224067187e-07,2.615597278825676e-07,1.17
