Time,species_1,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5
2.5500000000000003,5.1705311833088276e-05,6.445172273936309e-07,2.8883334868804666e-07,5.326420098852009e-07,2.938698651667269e-07,2.102374222722802e-06,5.835014441451268e-07,3.278222230014779e-07,2.7774595031983015e-07,1.0256125368877334e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008704567660907151,0.0041148865306106525,0.00026905027315531196,0.0036737008408740906,0.00022225597791668454
2.56,5.165279458297953e-05,6.438624534175756e-07,2.8896771460739673e-07,5.344709389386865e-07,2.948789240174608e-07,2.1095931300299176e-06,5.855050088736728e-07,3.2894786382007366e-07,2.786996445996662e-07,1.0295067035092784e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008695727335669373,0.004110707467770976,0.0002687770267388716,0.003669968725378831,0.00022235937129680487
2.57,5.160033066915224e-05,6.432083392363997e-07,2.890986669227918e-07,5.362980105401056e-07,2.9588695807259423e-07,2.1168047058474546e-06,5.875065387909513e-07,3.3007236144295014e-07,2.796523703119094e-07,1.0333972433835202e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008686895986733991,0.00410653264827425,0.00026850405777177795,0.0036662403705198785,0.00022246013793850183
2.58,5.1547920037458646e-05,6.425548881882785e-07,2.892262339220468e-07,5.3812322657517e-07,2.968939683725142e-07,2.124008957618445e-06,5.895060359627316e-07,3.31195717030696e-07,2.806041284398633e-07,1.0372841573335926e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008678073604991978,0.004102362067814389,0.00026823136597247933,0.0036625157953246406,0.00022255829960903854
2.59,5.149556263380762e-05,6.419021040609775e-07,2.893504436166893e-07,5.399465889276193e-07,2.9789995595652e-07,2.131205892778139e-06,5.915035024526229e-07,3.323179317426861e-07,2.815549199658032e-07,1.041167446163538e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008669260181343821,0.004098195722089806,0.0002679589510597181,0.0036587950213831204,0.00022265387786307578
2.6,5.144325840416463e-05,6.412499910918526e-07,2.894713237419595e-07,5.417680994792224e-07,2.9890492186282304e-07,2.1383955187540044e-06,5.93498940322075e-07,3.334390067370822e-07,2.825047458709766e-07,1.045047110658307e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.000866045570669952,0.004094033606803409,0.0002676868127525306,0.0036550780728479264,0.0002227468940426723
2.61,5.139100729455178e-05,6.405985539678494e-07,2.8958890175681015e-07,5.435877601097759e-07,2.99908867128547e-07,2.145577842965728e-06,5.954923516303773e-07,3.3455894317083233e-07,2.8345360713560274e-07,1.0489231515837582e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.00086516601719786,0.0040898757176626105,0.00026741495077024763,0.003651364976434263,0.00022283736927728462
2.62,5.133880925104777e-05,6.399477978255039e-07,2.8970320484390664e-07,5.454055726971055e-07,3.009117927897281e-07,2.152752872825213e-06,5.9748373843466e-07,3.356777421996714e-07,2.844015047388729e-07,1.0527955696866596e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008642873568110096,0.004085722050379317,0.0002671433648324939,0.0036476557614199367,0.00022292532448376729
2.63,5.128666421978791e-05,6.392977282509421e-07,2.898142599096269e-07,5.472215391170645e-07,3.019136998813143e-07,2.1599206157365826e-06,5.994731027898929e-07,3.3679540497812056e-07,2.853484396589502e-07,1.056664365694686e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008634095886032561,0.004081572600669938,0.00026687205465918823,0.0036439504596453556,0.00022301078036637262
2.64,5.123457214696415e-05,6.386483512798802e-07,2.8992209358406163e-07,5.490356612435357e-07,3.0291458943716607e-07,2.1670810790961773e-06,6.014604467488864e-07,3.3791193265948784e-07,2.862944128729698e-07,1.0605295403164221e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008625327116694064,0.004077427364255376,0.0002666010199705438,0.003640249105513527,0.00022309375741675112
2.65,5.118253297882502e-05,6.379996733976245e-07,2.9002673222101404e-07,5.508479409484292e-07,3.039144624900562e-07,2.174234270292555e-06,6.034457723622906e-07,3.3902732639586755e-07,2.8723942535703847e-07,1.06439109424136e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008616567251052191,0.004073286336861035,0.0002663302604870677,0.0036365517359900623,0.0002231742759139511
2.66,5.113054666167567e-05,6.373517015390717e-07,2.9012820189800003e-07,5.526583801016842e-07,3.049133200716696e-07,2.181380196706493e-06,6.054290816785966e-07,3.4014158733814075e-07,2.881834780862354e-07,1.0682490281399006e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.000860781628007404,0.004069149514216819,0.0002660597759295613,0.003632858390603174,0.00022325235592441913
2.67,5.10786131418779e-05,6.367044430887083e-07,2.9022652841624796e-07,5.544669805712682e-07,3.0591116321260337e-07,2.1885188657109847e-06,6.074103767441347e-07,3.4125471663597496e-07,2.891265720346113e-07,1.072103342663353e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008599074194736237,0.00406501689205713,0.0002657895660191201,0.0036291691114436774,0.00022332801730199964
2.68,5.102673236585007e-05,6.360579058806109e-07,2.903217373006989e-07,5.562737442231771e-07,3.0690799294236704e-07,2.195650284671244e-06,6.093896596030759e-07,3.423667154378245e-07,2.90068708175189e-07,1.0759540384439346e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008590340986024909,0.004060888466120866,0.0002655196304771336,0.0036254839431649876,0.00022340127968793508
2.69,5.0974904278759197e-05,6.354117310730091e-07,2.90413896505428e-07,5.580786729669866e-07,3.079038103145137e-07,2.202774461124495e-06,6.113669323473322e-07,3.434775849189652e-07,2.910098875037158e-07,1.0798011465882997e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008581616644715537,0.004056764232047344,0.0002652499690184802,0.0036218008404213194,0.00022347219537230647
2.7,5.0923128827847214e-05,6.347661267765725e-07,2.9050300781046555e-07,5.598817686400117e-07,3.0889861634272915e-07,2.209891402322745e-06,6.133421969896549e-07,3.4458732621019904e-07,2.9195011097825894e-07,1.0836446511301463e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008572901161932853,0.004052644185640985,0.00026498058136883366,0.0036181209894135297,0.00022354076572485702
2.71,5.0871405959960385e-05,6.341211745932249e-07,2.9058908748782934e-07,5.616830330933477e-07,3.098924120483018e-07,2.2170011155723944e-06,6.153154555578917e-07,3.456959404508096e-07,2.928893795640713e-07,1.0874845466292706e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008564194528734981,0.0040485283226747186,0.00026471146725180853,0.003614444855261039,0.000223607003266784
2.72,5.081973562171678e-05,6.334768766483136e-07,2.90672160830564e-07,5.634824681860361e-07,3.1088519845690397e-07,2.2241036082112047e-06,6.172867100885948e-07,3.4680342878497063e-07,2.9382769423054927e-07,1.0913208342650642e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008555496736141616,0.004044416638903309,0.00026444262638983175,0.003610772450078308,0.00022367092746088295
2.73,5.076811775979037e-05,6.328332353071605e-07,2.9075225287981005e-07,5.65280075775172e-07,3.1187697659313456e-07,2.2311988875692576e-06,6.192559626161848e-07,3.479097923556583e-07,2.947650559460743e-07,1.0951535152152383e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008546807775181847,0.004040309130085964,0.0002641740585056207,0.0036071037873476176,0.0002237325575761107
2.74,5.0716552320910985e-05,6.321902531750608e-07,2.908293884248041e-07,5.670758577159055e-07,3.12867747480519e-07,2.2382869609689557e-06,6.21223215172951e-07,3.4901503230465156e-07,2.957014656780136e-07,1.0989825906558226e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008538127636894158,0.004036205791986329,0.000263905763322183,0.003603438881919065,0.0002237919126875847
2.75,5.06650392518643e-05,6.315479330972844e-07,2.9090359200287853e-07,5.688698158614408e-07,3.1385751214150935e-07,2.2453678357250234e-06,6.231884697890513e-07,3.5011914977253163e-07,2.966369243927198e-07,1.102808061761166e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008529456312326417,0.004032106620372487,0.0002636377405628165,0.003599777750010568,0.0002238490116765838
2.7600000000000002,5.061357849949188e-05,6.309062781590751e-07,2.9097488789946186e-07,5.70661952063037e-07,3.1484627159748425e-07,2.2524415191445044e-06,6.251517284925123e-07,3.512221458986827e-07,2.97571433055531e-07,1.1066299297039372e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008520793792535885,0.004028011611016963,0.00026336998995110916,0.0035961204092078637,0.00022390387323054762
2.77,5.0562170010691155e-05,6.302652916856508e-07,2.910433001480783e-07,5.724522681700069e-07,3.158340268687488e-07,2.2595080185267632e-06,6.271129933092292e-07,3.5232402182129103e-07,2.985049926307707e-07,1.1104481956551232e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008512140068589218,0.004023920759696722,0.0002631025112109395,0.0035924668784645085,0.00022395651584307706
2.7800000000000002,5.05108137324154e-05,6.296249772422037e-07,2.9110885253034833e-07,5.742407660297185e-07,3.16820778974535e-07,2.266567341163487e-06,6.290722662629662e-07,3.53424778677346e-07,2.9943760408174813e-07,1.1142628607840307e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008503495131562461,0.004019834062193164,0.0002628353040664761,0.0035888171781018785,0.00022400695781393408
2.79,5.045950961167379e-05,6.289853386338997e-07,2.9117156857598807e-07,5.760274474875936e-07,3.178065289330011e-07,2.2736194943386805e-06,6.310295493753555e-07,3.545244176026391e-07,3.0036926837075773e-07,1.1180739262582847e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008494858972541048,0.004015751514292131,0.00026256836824217777,0.003585171329809169,0.00022405521724904172
2.8000000000000003,5.0408257595531334e-05,6.283463799058793e-07,2.912314715628097e-07,5.778123143871089e-07,3.1879127776123215e-07,2.280664485328672e-06,6.329848446658988e-07,3.5562293973176476e-07,3.012999864590796e-07,1.1218813932438308e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008486231582619803,0.004011673111783905,0.0002623017034627939,0.003581529356643396,0.00022410131206048427
2.81,5.035705763110892e-05,6.277081053432566e-07,2.9128858451672145e-07,5.79595368569795e-07,3.197750264752398e-07,2.287702321402108e-06,6.349381541519655e-07,3.567203461981197e-07,3.022297593069792e-07,1.125685262904932e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008477612952902944,0.00400759885046321,0.0002620353094533637,0.003577891283029394,0.00022414525996650712
2.82,5.0305909665583325e-05,6.270705194711202e-07,2.913429302117273e-07,5.813766118752378e-07,3.2075777608996205e-07,2.294733009819958e-06,6.368894798487946e-07,3.578166381339033e-07,3.0315858787370764e-07,1.1294855364041718e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008469003074504084,0.004003528726129203,0.0002617691859392171,0.0035742571347598213,0.0002241870784915169
2.83,5.025481364618715e-05,6.264336270545328e-07,2.9139453116992724e-07,5.831560461410768e-07,3.2173952761926383e-07,2.3017565578355116e-06,6.388388237694932e-07,3.589118166701177e-07,3.040864731175014e-07,1.1332822149024523e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008460401938546218,0.003999462734585485,0.000261503332645974,0.003570626938995151,0.0002242267849660814
2.84,5.02037695202089e-05,6.25797433098531e-07,2.9144340966151727e-07,5.849336732030062e-07,3.227202820759364e-07,2.3087729726943777e-06,6.40786187925037e-07,3.6000588293656724e-07,3.050134159955824e-07,1.1370752995589944e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.000845180953616174,0.003995400871640095,0.0002612377492995447,0.0035670007242636845,0.00022426439652692973
2.85,5.0152777234992915e-05,6.251619428481255e-07,2.9148958770478934e-07,5.86709494894775e-07,3.2370004047169767e-07,2.315782261634488e-06,6.42731574324271e-07,3.6109883806185923e-07,3.0593941746415823e-07,1.140864791531339e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008443225858492428,0.003991343133105512,0.0002609724356261296,0.0035633785204615357,0.00022429993011695239
2.86,5.010183673793943e-05,6.245271617883013e-07,2.9153308706613114e-07,5.884835130481859e-07,3.2467880381719226e-07,2.3227844318860934e-06,6.446749849739079e-07,3.6219068317340324e-07,3.068644784784217e-07,1.1446506919753447e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008434650896689462,0.003987289514798655,0.00026070739135221967,0.003559760358852646,0.00022433340248520072
2.87,5.005094797650452e-05,6.238930956440175e-07,2.9157392926002654e-07,5.902557294930966e-07,3.256565731219913e-07,2.329779490671766e-06,6.4661642187853e-07,3.632814193974117e-07,3.077885999925514e-07,1.1484330020451909e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.00084260846419134,0.003983240012540879,0.000260442616204596,0.0035561462720687742,0.0002243648301868879
2.88,5.0000110897055694e-05,6.232595633825659e-07,2.916121712878371e-07,5.920261460972754e-07,3.2663334941658185e-07,2.3367674453637144e-06,6.485558870842495e-07,3.643710478834294e-07,3.087117829804941e-07,1.1522117371621324e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008417527085141549,0.003979194622066914,0.0002601781099043751,0.00355253522824952,0.00022439425708406
2.89,4.9949325446666224e-05,6.226264904056305e-07,2.9164784960326054e-07,5.937947647039111e-07,3.2760913371789027e-07,2.343748303237129e-06,6.504933826102523e-07,3.6545956976587344e-07,3.096340284033799e-07,1.1559869046426346e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008408978217470011,0.003975153339167641,0.0002599138721763458,0.003548926802195302,0.00022442171122751933
2.9,4.9898591574099523e-05,6.219940693795644e-07,2.9168094937462756e-07,5.955615870973331e-07,3.285839270103691e-07,2.3507220713348816e-06,6.524289104112458e-07,3.665469861429356e-07,3.105553371916468e-07,1.1597584914263004e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008400438030279376,0.003971116159768432,0.0002596499027540899,0.0035453220920772105,0.00022444718120443794
2.91,4.984790922699514e-05,6.213623004522159e-07,2.917114923581513e-07,5.973266151010108e-07,3.2955773030006456e-07,2.357688756854327e-06,6.543624724848126e-07,3.676332981368959e-07,3.1147571029614187e-07,1.1635264991593885e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008391906514761041,0.003967083079705219,0.0002593862013653413,0.003541721098738241,0.0002244706837560344
2.92,4.9797278353047186e-05,6.207311838003728e-07,2.9173950009847343e-07,5.990898505365113e-07,3.3053054459197417e-07,2.364648366985317e-06,6.562940708264534e-07,3.6871850686886465e-07,3.123951486667208e-07,1.1672909295025781e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008383383662115573,0.00396305409481827,0.00025912276773811774,0.0035381238231863405,0.00022449223546072434
2.93,4.974669890000436e-05,6.201007196297626e-07,2.9176499392866444e-07,6.008512952235027e-07,3.3150237089004697e-07,2.3716009089102036e-06,6.582237074295872e-07,3.698026134587826e-07,3.133136532522485e-07,1.1710517841309722e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008374869463552713,0.003959029200952192,0.00025885960160072026,0.0035345302665944094,0.0002245118527341203
2.94,4.969617081566994e-05,6.194709081750523e-07,2.9178799497022317e-07,6.026109509797514e-07,3.324732101971834e-07,2.3785463898038353e-06,6.601513842855505e-07,3.708856190254204e-07,3.142312250005986e-07,1.1748090647340938e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008366363910291384,0.003955008393955927,0.0002585967026817337,0.0035309404303002965,0.00022452955182903196
2.95,4.964569404790176e-05,6.188417496998487e-07,2.9180852413307736e-07,6.04368819621124e-07,3.3344306351523515e-07,2.38548481683356e-06,6.620771033835979e-07,3.7196752468637926e-07,3.151478648586538e-07,1.1785627730158899e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008357866993559674,0.003950991669682755,0.0002583340707100263,0.0035273543158068055,0.00022454534883546611
2.96,4.9595268544612256e-05,6.18213244496698e-07,2.9182660211558304e-07,6.061249029615857e-07,3.344119318450056e-07,2.3924161971592222e-06,6.640008667109017e-07,3.730483315580905e-07,3.160635737723057e-07,1.1823129106947279e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008349378704594851,0.003946979023990292,0.0002580717054147499,0.003523771924781689,0.00022455925968062663
2.97,4.9544894253768405e-05,6.175853928870863e-07,2.9184224940452526e-07,6.078792028132018e-07,3.353798161862492e-07,2.399340537933167e-06,6.659226762525528e-07,3.7412804075581577e-07,3.1697835268645496e-07,1.1860594795033984e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008340899034643349,0.003942970452740492,0.00025780960652533984,0.0035201932590576525,0.00022457130012891455
2.98,4.94945711233918e-05,6.169581952214391e-07,2.918554862751172e-07,6.096317209861364e-07,3.3634671753767197e-07,2.406257846300236e-06,6.678425339915591e-07,3.7520665339364693e-07,3.1789220254501085e-07,1.1898024811891128e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008332427974960789,0.003938965951799645,0.0002575477737715153,0.003516618320632355,0.00022458148578192785
2.99,4.944429910155858e-05,6.163316518791218e-07,2.9186633279100115e-07,6.113824592886538e-07,3.3731263689693153e-07,2.4131681293977696e-06,6.697604419088472e-07,3.762841705845061e-07,3.18805124290892e-07,1.1935419175135058e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008323965516811957,0.0039349655170383795,0.0002572862068832787,0.0035130471116684046,0.00022458983207846196
3.0,4.9394078136399445e-05,6.157057632684392e-07,2.9187480880424773e-07,6.131314195271171e-07,3.382775752606365e-07,2.420071394355606e-06,6.716764019832613e-07,3.7736059344014566e-07,3.197171188660256e-07,1.1972777902526332e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008315511651470812,0.0039309691443316554,0.00025702490559091596,0.003509479634493362,0.0002245963542945093
3.0100000000000002,4.9343908176099724e-05,6.150805298266356e-07,2.9188093395535617e-07,6.14878603505989e-07,3.392415336243473e-07,2.4269676482960835e-06,6.735904161915636e-07,3.7843592307114825e-07,3.206281872113481e-07,1.2010101011969729e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008307066370220494,0.003926976829558779,0.0002567638696249971,0.0035059158915997394,0.00022460106754325932
3.02,4.929378916889926e-05,6.144559520198955e-07,2.918847276732544e-07,6.166240130278315e-07,3.402045129825754e-07,2.4338568983340357e-06,6.755024865084341e-07,3.795101605869268e-07,3.215383302668046e-07,1.2047388521514252e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008298629664353313,0.0039229885686033845,0.0002565030987163752,0.0035023558856450035,0.00022460398677509895
3.0300000000000002,4.924372106309252e-05,6.138320303433425e-07,2.91886209175299e-07,6.183676498933064e-07,3.41166514328784e-07,2.4407391515767977e-06,6.774126149064711e-07,3.805833070957245e-07,3.224475489713495e-07,1.2084640449353122e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008290201525170757,0.003919004357353449,0.0002562425925961871,0.003498799619451568,0.00022460512677761223
3.04,4.91937038070285e-05,6.1320876532104e-07,2.9188539746727513e-07,6.201095159011742e-07,3.421275386553874e-07,2.447614415124199e-06,6.793208033561905e-07,3.8165536370461463e-07,3.2335584426294567e-07,1.2121856813823777e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008281781943983481,0.003915024191701281,0.000255982350995853,0.003495247096006803,0.00022460450217558038
3.0500000000000003,4.914373734911081e-05,6.125861575059911e-07,2.9188231134339643e-07,6.218496128482957e-07,3.4308758695375165e-07,2.4544826960685714e-06,6.812270538260261e-07,3.8272633151950094e-07,3.2426321707856537e-07,1.2159037633407882e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008273370912111318,0.003911048067543532,0.0002557223736470771,0.003491698318463027,0.00022460212743098183
3.06,4.909382163779762e-05,6.119642074801384e-07,2.918769693863054e-07,6.235879425296302e-07,3.4404666021419395e-07,2.461344001494742e-06,6.831313682823299e-07,3.8379621164511734e-07,3.2516966835418953e-07,1.2196182926731312e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008264968420883279,0.0039070759807811875,0.0002554626602818468,0.003488153290137513,0.00022459801684299229
3.0700000000000003,4.904395662129405e-05,6.11342900504029e-07,2.9186939868506407e-07,6.253245067489503e-07,3.450047594318935e-07,2.468198338522323e-06,6.850337487011076e-07,3.8486500519162153e-07,3.260751990303944e-07,1.2233292718601956e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008256574461585765,0.003903107927295089,0.0002552032106308328,0.003484611927017713,0.00022459219125640058
3.08,4.899414224617642e-05,6.107221378662884e-07,2.9185967382418344e-07,6.270593073667518e-07,3.459618856333255e-07,2.475045714494819e-06,6.869341971205052e-07,3.859327133040827e-07,3.269798100773349e-07,1.2270367067012166e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008248189025230978,0.0038991439028364617,0.0002549440244162302,0.00348107366646281,0.00022458470806331632
3.09,4.894437846288238e-05,6.101020108428563e-07,2.9184776129261345e-07,6.287923461090578e-07,3.469180397707732e-07,2.481886136224959e-06,6.888327154313553e-07,3.869993370448066e-07,3.2788350239504494e-07,1.2307405955381753e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008239812103481105,0.0038951839034637938,0.000254685101380325,0.0034775390287331964,0.00022457554147728564
3.1,4.8894665220049106e-05,6.094825181698233e-07,2.9183367994077815e-07,6.305236247645949e-07,3.4787322283111497e-07,2.4887196107729686e-06,6.907293055931813e-07,3.880648775146909e-07,3.287862769162552e-07,1.2344409403685047e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008231443687695232,0.0038912279250922915,0.00025442644125603446,0.0034740080066250315,0.00022456470600353803
3.11,4.884500246636705e-05,6.08863658548194e-07,2.918174484438924e-07,6.322531451202334e-07,3.4882743580020483e-07,2.495546145191747e-06,6.926239695634734e-07,3.8912933581349067e-07,3.2968813457272846e-07,1.238137743206577e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008223083769241412,0.003887275963641395,0.00025416804377655273,0.003470480592734493,0.00022455221601248084
3.12,4.8795390150579944e-05,6.082454306438873e-07,2.91799085301962e-07,6.33980908960988e-07,3.4978067966287335e-07,2.502365746526869e-06,6.945167092976887e-07,3.901927130398191e-07,3.3058907629526e-07,1.2418310060837064e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008214732339496647,0.0038833280150347787,0.00025390990867535097,0.0034669567794577702,0.0002245380857396991
3.13,4.874582822148483e-05,6.076278330877365e-07,2.9177860883978374e-07,6.357069180700172e-07,3.507329554029268e-07,2.5091784218165817e-06,6.964075267492511e-07,3.9125501029114696e-07,3.31489103013677e-07,1.2455207310481455e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008206389389846902,0.0038793840752003542,0.00025365203568617704,0.0034634365589910694,0.00022452232928595576
3.14,4.8696316627932026e-05,6.070108644754888e-07,2.917560372069451e-07,6.374311742286241e-07,3.516842640031476e-07,2.515984178091809e-06,6.982964238695517e-07,3.9231622866380276e-07,3.323882156568392e-07,1.2492069201650886e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008198054911687103,0.003875444140070266,0.00025339442454305587,0.003459919923330612,0.00022450496061719144
3.15,4.864685531882517e-05,6.06394523367806e-07,2.917313883778246e-07,6.391536792162554e-07,3.526346064452943e-07,2.52278302237615e-06,7.00183402607948e-07,3.9337636925297285e-07,3.3328641515263826e-07,1.25288957551667e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008189728896421128,0.003871508205580896,0.00025313707498028935,0.0034564068642726335,0.00022448599356452453
3.16,4.859744424312114e-05,6.057788082902637e-07,2.9170468015159146e-07,6.408744348105023e-07,3.535839837101015e-07,2.529574961685875e-06,7.020684649117649e-07,3.9443543315270133e-07,3.341837024279984e-07,1.2565686992019642e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008181411335461815,0.003867576267672858,0.0002528799867324561,0.003452897373413382,0.00022446544182425137
3.17,4.8548083349830154e-05,6.05163717733352e-07,2.91675930152206e-07,6.425934427870997e-07,3.545323967772797e-07,2.536360003029933e-06,7.039516127262936e-07,3.954934214558899e-07,3.350800784088759e-07,1.2602442933369857e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008173102220230967,0.003863648322291002,0.00025262315953441167,0.0034493914421491246,0.00022444331895784603
3.18,4.849877258801571e-05,6.045492501524751e-07,2.916451558284193e-07,6.443107049199267e-07,3.554798466255157e-07,2.5431381534099454e-06,7.05832847994793e-07,3.9655033525429833e-07,3.359755440202593e-07,1.2639163600546903e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.000816480154215934,0.0038597243653844147,0.0002523665931212887,0.00344588906167614,0.00022441963839196045
3.19,4.8449511906794585e-05,6.039354039679514e-07,2.916123744537733e-07,6.460262229810069e-07,3.564263342324721e-07,2.5499094198202077e-06,7.077121726584879e-07,3.976061756385438e-07,3.368701001861694e-07,1.2675849015049728e-05,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0008156509292686652,0.003855804392906417,0.00025211028722849646,0.0034423902229907236,0.00022439441341842432
