Time,species_1,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5
0.1,6.632259831312381e-05,3.544064186295836e-07,2.926505261181945e-08,2.3590605420829658e-08,1.30154360819471e-08,9.311372331646616e-08,2.5843159337504612e-08,1.4519179049872326e-08,1.2301311198943259e-08,1.119090447843014e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011165048705698492,0.005278023024512014,0.00034510150544886245,0.0020201022674444288,2.2519444804140324e-05
0.11,6.625523624658011e-05,3.7973476604846273e-07,3.205290201332014e-08,2.59365096779928e-08,1.4309721089423633e-08,1.0237316689715263e-07,2.8413062755704612e-08,1.5962999729164225e-08,1.3524581979641804e-08,1.3307431455591883e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011153710201302954,0.005272663004252304,0.0003447510425857276,0.002164471727972932,2.4664692287750546e-05
0.12,6.618794258862272e-05,4.036139664975843e-07,3.481632226265239e-08,2.8280031585533242e-08,1.5602691704213503e-08,1.1162320718192307e-07,3.098035634512748e-08,1.7405354156949874e-08,1.4746610485139237e-08,1.5566312761384567e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001114238320845158,0.005267308425813473,0.0003444009355339579,0.0023005810381034695,2.679114132573081e-05
0.13,6.612071726979855e-05,4.261243066025023e-07,3.7555503740336613e-08,3.06211735621748e-08,1.689434926077781e-08,1.2086385371764476e-07,3.35450427554494e-08,1.8846243821867827e-08,1.5967397976678067e-08,1.7959489631499687e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011131067715463379,0.005261959283673598,0.0003440511839325045,0.0024288878474712666,2.889893842190522e-05
0.14,6.605356022072522e-05,4.473418248503283e-07,4.027063536624519e-08,3.295993802418021e-08,1.818469509221981e-08,1.3009511604147094e-07,3.610712463365044e-08,2.028567021104188e-08,1.7186945714217466e-08,2.0479352732465423e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011119763710669241,0.005256615572316369,0.00034370178742068564,0.0025498255887742324,3.09882289560123e-05
0.15,6.59864713720908e-05,4.673380927927707e-07,4.296190460077956e-08,3.529632738535835e-08,1.947373053028895e-08,1.3931700368086945e-07,3.866660462402255e-08,2.1723634810085614e-08,1.840525495643707e-08,2.3118734003472563e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011108471182411889,0.005251277286231075,0.0003433527456381857,0.002663802230993709,3.305915718461272e-05
0.16,6.591945065465418e-05,4.861810229021184e-07,4.5629497463444264e-08,3.7630344057051815e-08,2.0761456905373936e-08,1.485295261535734e-07,4.122348536815587e-08,2.3160139103094668e-08,1.9622326960730435e-08,2.587083881549477e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011097190119045946,0.005245944419912629,0.0003430040582250565,0.002771204884397568,3.511186625538411e-05
0.17,6.585249799924424e-05,5.03934661264586e-07,4.827359854170062e-08,3.996199044816567e-08,2.2047875546518654e-08,1.5773269296769485e-07,4.3777769504970265e-08,2.4595184572664482e-08,2.0838162983220095e-08,2.872924922271472e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011085920508937788,0.005240616967861499,0.0003426557248217134,0.002872398619183636,3.7146498213935784e-05
0.18,6.578561333676028e-05,5.20659291108359e-07,5.089439099094897e-08,4.2291268965152556e-08,2.3332987781413944e-08,1.669265136216659e-07,4.632945967069903e-08,2.6028772699881114e-08,2.2052764278749758e-08,3.16879243183284e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001107466234046563,0.005235294924583751,0.00034230774506893767,0.0029677270558243437,3.916319400379707e-05
0.19,6.57187965981714e-05,5.364119548147157e-07,5.3492056569876545e-08,4.461818201203379e-08,2.4616794936409225e-08,1.7611099760432222e-07,4.887855849891195e-08,2.746090496433423e-08,2.326613210089532e-08,3.474114050195524e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001106341560201941,0.005229978284590994,0.0003419601186078727,0.003057515340688264,4.1162093493619324e-05
0.2,6.565204771451669e-05,5.512470502576203e-07,5.606677567304514e-08,4.694273199039444e-08,2.589929833650977e-08,1.8528615439488322e-07,5.1425068620509934e-08,2.8891582844114056e-08,2.447826770196229e-08,3.7883448571703475e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011052180282000825,0.005224667042400389,0.0003416128450800255,0.0031420735452929644,4.3143335502253966e-05
0.21,6.558536661690538e-05,5.65215247595059e-07,5.861872726689007e-08,4.926492129937639e-08,2.7180499305372936e-08,1.9445199346292516e-07,5.3968992663717464e-08,3.0320807815807156e-08,2.5689172332982202e-08,4.110976609816838e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011040956368823353,0.005219361192534676,0.0003412659241272674,0.0032216904923200495,4.5107057749505583e-05
0.22,6.551875323651664e-05,5.783641949376449e-07,6.114808893138148e-08,5.1584752335685274e-08,2.8460399165311903e-08,2.0360852426840793e-07,5.651033325409008e-08,3.174858135450063e-08,2.689884724371618e-08,4.4415312179827795e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001102974385091223,0.005214060729522145,0.00034091935539183263,0.003296637777999486,4.70533968881921e-05
0.23,6.545220750459898e-05,5.907406204196873e-07,6.365503698311016e-08,5.3902227493613464e-08,2.973899923730844e-08,2.1275575626176644e-07,5.9049093014539706e-08,3.3174904933796345e-08,2.8107293682666974e-08,4.779540390973631e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011018542716704333,0.005208765647896595,0.0003405731385163158,0.003367181753771452,4.89824885988608e-05
0.24,6.538572935247151e-05,6.023859883819187e-07,6.613974621918473e-08,5.621734916499196e-08,3.10163008409863e-08,2.2189369888372017e-07,6.158527456528179e-08,3.459978002578124e-08,2.9314512897053844e-08,5.124587243805302e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0011007352954648406,0.0052034759421974285,0.0003402272731436781,0.003433558767223103,5.08944673927195e-05
0.25,6.531931871152274e-05,6.133403549667016e-07,6.860239014813997e-08,5.853011973923783e-08,3.229230529463742e-08,2.3102236156546075e-07,6.411888052388741e-08,3.602320810105659e-08,3.052050613283729e-08,5.476267778384628e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010996174553204853,0.005198191606969566,0.00033988175891724095,0.0034959971385876798,5.2789466789321774e-05
0.26,6.525297551321027e-05,6.236426551219381e-07,7.104314100999965e-08,6.084054160336122e-08,3.356701391522583e-08,2.401417537286795e-07,6.664991350529088e-08,3.744519062874229e-08,3.172527463472278e-08,5.83418688986425e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001098500750084568,0.005192912636763412,0.00033953659548068466,0.003554718796709675,5.4667619332006954e-05
0.27,6.51866996890622e-05,6.333272821444733e-07,7.346216956291526e-08,6.314861714191467e-08,3.484042801835957e-08,2.4925188478536735e-07,6.917837612173421e-08,3.8865729076445645e-08,3.2928819646134184e-08,6.197994721489107e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001097385178605474,0.005187639026134967,0.00033919178247805563,0.0036099197830097986,5.6529056423720724e-05
0.28,6.51204911706755e-05,6.424289729843801e-07,7.585964541411704e-08,6.545434873705606e-08,3.611254891832558e-08,2.583527641380635e-07,7.170427098283621e-08,4.028482491030019e-08,3.4131142409246756e-08,6.567345810610955e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010962707397327459,0.005182370769645708,0.0003388473195537578,0.00366179809710715,5.837390858168294e-05
0.29,6.50543498897165e-05,6.509808363230089e-07,7.823573688068997e-08,6.775773876852601e-08,3.738337792807707e-08,2.674444011797658e-07,7.42276006955674e-08,4.1702479594951636e-08,3.53322441649752e-08,6.941912758520903e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010951574323170914,0.0051771078618626145,0.0003385032063525556,0.00371054245720051,6.020230533025654e-05
0.3,6.498827577792116e-05,6.590134968355127e-07,8.05906109253974e-08,7.005878961363947e-08,3.865291635922902e-08,2.765268052938982e-07,7.674836786424127e-08,4.311869459355288e-08,3.653212615296941e-08,7.321390366598304e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010940452552103885,0.005171850297358201,0.00033815944251957473,0.0037563274225530215,6.20143751515657e-05
0.31,6.492226876709449e-05,6.665561060764969e-07,8.292443329622025e-08,7.235750364730843e-08,3.992116552207059e-08,2.855999858543995e-07,7.926657509053871e-08,4.453347136777778e-08,3.7730789611626237e-08,7.705490932704722e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001092934207265675,0.005166598070710464,0.0003378160277002996,0.0037993191554483922,6.38102455928724e-05
0.32,6.485632878911067e-05,6.736370661068751e-07,8.523736849261797e-08,7.465388324203407e-08,4.118812672556089e-08,2.946639522256933e-07,8.17822249734997e-08,4.5946811377816495e-08,3.89282357780854e-08,8.093938362993992e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010918242873371503,0.005161351176502892,0.0003374729615405737,0.003839679545799907,6.559004324061583e-05
0.33,6.479045577591303e-05,6.802833514695319e-07,8.752957976589811e-08,7.694793076791159e-08,4.245380127733157e-08,3.037187137627065e-07,8.429532010952846e-08,4.735871608237836e-08,4.012446588823204e-08,8.48647143716134e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001090715494280176,0.005156109609324468,0.0003371302436865999,0.003877562346554158,6.735389372069834e-05
0.34,6.472464965951406e-05,6.865176960973903e-07,8.980122893732125e-08,7.923964859262448e-08,4.371819048368373e-08,3.127642798108468e-07,8.680586309238727e-08,4.876918693868843e-08,4.131948117669373e-08,8.882851466292221e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010896078269512762,0.005150873363769669,0.0003367878737849399,0.003913097139546467,6.910192155851915e-05
0.35000000000000003,6.465891037199514e-05,6.923638257094434e-07,9.205247674117441e-08,8.152903908146118e-08,4.4981295649597e-08,3.2180065970606834e-07,8.931385651321461e-08,5.0178225402497626e-08,4.2513282876849105e-08,9.282845464780262e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010885012842081318,0.005145642434438441,0.00033644585148251345,0.003946419159386486,7.083425044296989e-05
0.36,6.459323784550658e-05,6.978429775669314e-07,9.428348258567042e-08,8.381610459730693e-08,4.624311807872518e-08,3.3082786277483994e-07,9.181930296051628e-08,5.1585832928077836e-08,4.3705872220823686e-08,9.686236061038172e-07,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010873958649095816,0.005140416815936204,0.000336104176426598,0.003977649456636698,7.255100304244874e-05
0.37,6.452763201226764e-05,7.029744877432187e-07,9.649440456864808e-08,8.610084750064663e-08,4.750365907339772e-08,3.398458983341558e-07,9.432220502016864e-08,5.2992010968223595e-08,4.4897250439491305e-08,1.0092819072571956e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010862915679156235,0.005135196502873857,0.0003357628482648291,0.004006898245191518,7.42523010169432e-05
0.38,6.446209280456629e-05,7.077762609782297e-07,9.868539957610132e-08,8.838327014957129e-08,4.876291993462333e-08,3.488547756915616e-07,9.682256527542551e-08,5.439676097425611e-08,4.6087418762477534e-08,1.0502400955127056e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010851883920874096,0.005129981489867754,0.0003354218666451993,0.004034267580399431,7.59382650938493e-05
0.39,6.439662015475924e-05,7.122661734035023e-07,1.0085662333727279e-07,9.066337489977917e-08,5.0020901962090554e-08,3.578545041451584e-07,9.932038630691945e-08,5.5800084396023905e-08,4.727637841816022e-08,1.0914798167585518e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010840863362872467,0.005124771771539711,0.00033508123121605806,0.0040598593543902245,7.760901511036733e-05
0.4,6.433121399527185e-05,7.164616796667067e-07,1.0300823040954553e-07,9.294116410457806e-08,5.12776064541691e-08,3.6684509298361216e-07,1.0181567069266437e-07,5.720198268190428e-08,4.846413063367073e-08,1.1329836447005847e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010829853993785951,0.005119567342516995,0.00033474094162611127,0.0040837730567621555,7.926467000187747e-05
0.41000000000000003,6.426587425859807e-05,7.203781041279112e-07,1.0514037405860778e-07,9.521664011488571e-08,5.253303470791002e-08,3.7582655148615496e-07,1.043084210080559e-07,5.860245727880354e-08,4.965067663489412e-08,1.1747351264018493e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010818855802260676,0.00511436819743232,0.0003344009975244209,0.004106096034695556,8.090534770972825e-05
0.42,6.420060087730032e-05,7.240317292872165e-07,1.0725320658267717e-07,9.748980527923713e-08,5.3787188019049755e-08,3.847988889226142e-07,1.0679863982587937e-07,6.000150963216148e-08,5.083601764647298e-08,1.2167188187748463e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010807868776954272,0.005109174330923839,0.00033406139856040476,0.0041269210965007705,8.253116543072737e-05
0.43,6.413539378400944e-05,7.274381959872613e-07,1.0934687908202157e-07,9.976066194378309e-08,5.5040067682009336e-08,3.937621145534064e-07,1.092863297163083e-07,6.139914118595055e-08,5.202015489180662e-08,1.2589199531568538e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010796892906535867,0.005103985737635136,0.00033372214438383583,0.0041463373930435265,8.414223943978997e-05
0.44,6.407025291142463e-05,7.306129219251586e-07,1.1142154153801126e-07,1.0202921245229366e-07,5.629167498989627e-08,4.027162376295513e-07,1.1177149324690807e-07,6.279535338267785e-08,5.320308959305296e-08,1.3013244893008286e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010785928179686073,0.005098802412215234,0.0003333832346448422,0.004164432803205034,8.573868515077029e-05
0.45,6.400517819231342e-05,7.335677885250868e-07,1.134773426710658e-07,1.0429545914616057e-07,5.7542011234505955e-08,4.1166126739268147e-07,1.1425413298263878e-07,6.419014766338682e-08,5.4384822971129736e-08,1.3439196867190363e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001077497458509698,0.005093624349318572,0.0003330446689939067,0.004181275049619167,8.732061700715356e-05
0.46,6.394016955951152e-05,7.363170733309511e-07,1.1551443025076451e-07,1.065594043644006e-07,5.8791077706323386e-08,4.2059721307505495e-07,1.1673425148585866e-07,6.558352546765909e-08,5.556535624571623e-08,1.386693064535866e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010764032111472142,0.0050884515436050125,0.00033270644708186615,0.004196945512333688,8.888814872068618e-05
0.47000000000000003,6.387522694592278e-05,7.388729689663694e-07,1.1753295083046729e-07,1.0882105044365679e-07,6.003887569452396e-08,4.295240838995607e-07,1.1921185131632558e-07,6.69754882336154e-08,5.674469063525399e-08,1.4296330053426547e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001075310074752655,0.005083283989739823,0.0003323685685599116,0.004211513687635861,9.044139306716849e-05
0.48,6.381035028451919e-05,7.412444299439241e-07,1.1953304957654405e-07,1.110803997181998e-07,6.128540648697421e-08,4.384418890797237e-07,1.216869350311986e-07,6.836603739791639e-08,5.792282735694745e-08,1.4727286498376643e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010742180481986652,0.005078121682393689,0.0003320310330795874,0.004225030615072171,9.198046175504876e-05
0.49,6.374553950834072e-05,7.434413085800668e-07,1.2151487074032886e-07,1.1333745451993321e-07,6.253067137023469e-08,4.4735063781972596e-07,1.2415950518504358e-07,6.975517439576581e-08,5.9099767626766756e-08,1.5159697027666535e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001073127130359031,0.0050729646162426915,0.00033169384029279144,0.004237552451475586,9.350546578859127e-05
0.5,6.36807945504953e-05,7.454724487657948e-07,1.2347855734492206e-07,1.1559221717839352e-07,6.377467162955991e-08,4.5625033931440633e-07,1.2662956432983325e-07,7.114290066091054e-08,6.027551265944771e-08,1.5593463704049577e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010720373201086814,0.005067812785968313,0.0003313569898517743,0.004249129605783983,9.501651522687305e-05
0.51,6.361611534415873e-05,7.473464789230462e-07,1.25424251263155e-07,1.1784469002075294e-07,6.501740854890005e-08,4.6514100274927177e-07,1.290971150149504e-07,7.252921762564239e-08,6.145006366849329e-08,1.6028492737307076e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010709486163236854,0.005062666186257421,0.00033102048140913913,0.004259811258762461,9.651371924377831e-05
0.52,6.355150182257465e-05,7.490697453324709e-07,1.2735209317743403e-07,1.2009487537182244e-07,6.62588834109025e-08,4.7402263730050917e-07,1.3156215978719101e-07,7.391412672079986e-08,6.262342186617517e-08,1.6464696399482975e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010698610178812512,0.005057524811802278,0.0003306843146178413,0.004269633583328265,9.799718609709999e-05
0.53,6.348695391905445e-05,7.506513663811001e-07,1.2926222295021519e-07,1.2234277555405392e-07,6.749909749691312e-08,4.828952521349943e-07,1.340247011907669e-07,7.529762937576953e-08,6.379558846353497e-08,1.6901990988076707e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001068774523659726,0.005052388657300522,0.00033034848913118803,0.00427864855290462,9.946702341361943e-05
0.54,6.34224715669771e-05,7.520997682485236e-07,1.311547793024234e-07,1.2458839288754248e-07,6.873805208697741e-08,4.917588564102999e-07,1.3648474176730778e-07,7.667972701848743e-08,6.496656467038519e-08,1.7340296380484062e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010676891325385924,0.005047257717455164,0.0003300130046028377,0.004286904195423546,0.00010092333794165252
0.55,6.335805469978931e-05,7.534228657113021e-07,1.3302989983152038e-07,1.268317296900286e-07,6.997574845984186e-08,5.006134592747053e-07,1.3894228405586418e-07,7.806042107544048e-08,6.613635169531069e-08,1.7779535593685567e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001066604843398471,0.005042131986974589,0.0003296778606868001,0.004294445623883849,0.00010236623556495367
0.56,6.32937032510052e-05,7.54628029725149e-07,1.3488772134308795e-07,1.290727882769013e-07,7.12121878929556e-08,5.094590698672087e-07,1.4139733059291053e-07,7.943971297166832e-08,6.730495074567011e-08,1.8219641029895934e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010655216551211145,0.005037011460572542,0.00032934305703743544,0.004301314851578315,0.00010379582155786908
0.5700000000000001,6.322941715420647e-05,7.557241850590276e-07,1.3672837955750436e-07,1.313115709611998e-07,7.244737166247127e-08,5.182956973175327e-07,1.4384988391234703e-07,8.081760413076433e-08,6.847236302759676e-08,1.8660544135707693e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010644395665894125,0.005031896132968131,0.0003290085933094548,0.004307562748249507,0.0001052122003596263
0.58,6.316519634304211e-05,7.567195367347384e-07,1.3855200922834112e-07,1.3354808005361623e-07,7.368130104324661e-08,5.271233507461365e-07,1.4629994654550277e-07,8.21940959748774e-08,6.963858974600003e-08,1.910218193989625e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010633585766873835,0.005026785998885812,0.00032867446915791856,0.0043132360811878245,0.00010661547566544114
0.59,6.310104075122851e-05,7.576176229289281e-07,1.4035874375685466e-07,1.357823178624979e-07,7.491397730884564e-08,5.359420392642236e-07,1.4874752102113806e-07,8.356918992471325e-08,7.080363210456667e-08,1.9544497759609035e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010622786843001797,0.005021681053055394,0.00032834068423823735,0.004318355017457624,0.00010800575012987151
0.6,6.303695031254931e-05,7.584254538957954e-07,1.4214871589699318e-07,1.380142866938498e-07,7.614540173154015e-08,5.447517719737527e-07,1.511926098654473e-07,8.494288739953595e-08,7.196749130576203e-08,1.9987436885276584e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010611998883140827,0.005016581290212028,0.000328007238206171,0.004322959514355395,0.0001093831259093185
0.61,6.297292496085535e-05,7.591475743033135e-07,1.4392205712797115e-07,1.4024398885133686e-07,7.737557558231077e-08,5.535525579674458e-07,1.536352156020613e-07,8.63151898171694e-08,7.313016855083118e-08,2.0430947817762748e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010601221876165032,0.005011486705096197,0.00032767413071782824,0.004327075475751861,0.00011074770417922565
0.62,6.290896463006455e-05,7.597870065072589e-07,1.4567889764150534e-07,1.424714266362861e-07,7.860450013084835e-08,5.623444063287972e-07,1.5607534075204984e-07,8.768609859399858e-08,7.429166503980015e-08,2.0874980338570405e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.001059045581095979,0.005006397292453719,0.0003273413614296663,0.004330720128593726,0.00011209958512425863
0.63,6.284506925416195e-05,7.603458347762736e-07,1.474193667644621e-07,1.446966023476896e-07,7.983217664555539e-08,5.711273261320847e-07,1.5851298783392463e-07,8.905561514497135e-08,7.545198197147734e-08,2.1319489520477074e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010579700676421762,0.005001313047035742,0.0003270089299984908,0.004333905352887092,0.00011343886826353105
0.64,6.278123876719953e-05,7.608283278907345e-07,1.4914359283596173e-07,1.469195182822062e-07,8.10586063935472e-08,5.79901326442377e-07,1.6094815936364158e-07,9.042374088359961e-08,7.661112054345455e-08,2.176442985443398e-06,0.49,0.00825,0.49,0.039,0.49,0.00255,0.05,0.285,0.038475,1000.0,0.0010568956461458846,0.004996233963598726,0.00032667683608145524,0.004336655479970437,0.00011476565235603802
