data_set_value_component_environment_variable_time,data_set_value_component_environment_variable_tau,data_set_value_component_a_variable_A,data_set_value_component_a_variable_a,data_set_value_component_g_variable_G,data_set_value_component_g_variable_g,data_set_value_component_reaction_constants_variable_alpha,data_set_value_component_reaction_constants_variable_beta,data_set_value_component_reaction_constants_variable_gamma,data_set_value_component_reaction_constants_variable_L,data_set_value_component_reaction_constants_variable_k2,data_set_value_component_reaction_constants_variable_k3,data_set_value_component_reaction_constants_variable_k6,data_set_value_component_reaction_constants_variable_k7,data_set_value_component_reaction_constants_variable_k0,data_set_value_component_reaction_constants_variable_k4,data_set_value_component_reaction_constants_variable_km,data_set_value_component_reaction_constants_variable_K,data_set_value_component_reaction_constants_variable_C_0,data_set_value_component_reaction_constants_variable_C_1,data_set_value_component_reaction_constants_variable_C_2
0.0,0.0,1.2981569352630014e-15,7.68e-08,5.797758187437625e-16,3.43e-08,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
166.66666666666669,0.1,1.295626384843741e-08,0.7665029061824499,4.637557320160464e-10,0.027436159104766954,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
333.33333333333337,0.2,2.304872693878318e-08,1.3635810746871868,1.2795144382176452e-09,0.07569709500123473,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
500.0000000000001,0.30000000000000004,3.089396939501768e-08,1.8277118775756236,2.0716202111874337e-09,0.12255870449666532,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
666.6666666666667,0.4,3.69697581226915e-08,2.18716038615738,2.752465537552144e-09,0.16283805720390657,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
833.3333333333334,0.5,4.165373344349011e-08,2.4642681031565217,3.3148405425008404e-09,0.19610861117688186,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
1000.0000000000002,0.6000000000000001,4.524732762475535e-08,2.676868002000999,3.771250568645346e-09,0.2231101924616566,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
1166.666666666667,0.7000000000000001,4.799134686268258e-08,2.839206369380376,4.137479041982963e-09,0.2447765611327377,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
1333.3333333333335,0.8,5.007737589456338e-08,2.962617511205065,4.4285233579091236e-09,0.2619949750671059,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
1500.0000000000002,0.9,5.165686636186736e-08,3.056061427417221,4.6577181373421975e-09,0.27555432107706573,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
1666.6666666666667,1.0,5.284862282481014e-08,3.126566690585162,4.83666022247002e-09,0.28614067759876977,0.008,1.485,11.385000000000002,0.0068035903518942785,0.0006,4.8e-06,0.000891,0.006831,8.7831e-11,2100000000000.0,6.9001e-14,8.660253390490375,0.0006,1.6903085094570332e-08,1.6903085094570332e-08
