Time,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn,q1,n1,a,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,b,g2,g3,c,m4,k4,p2,r3,r4,m5,m6,k5,m7,m8,k6,n3,d,g4,m9,k7,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,f,e,m12,k10,p4,r7,r8,m13,k11,m14,k12,p5,k13,q3,m15,Lmax,Lmin,CP,dayLength,compartment,one11,two11,three11,one12,three12,four12,one13,three13,one14,two14,one15,three15,four15,one16,three16,one17,two17,one18,three18,four18,one19,three19,one20,two20,one21,three21,four21,one22,three22,one23,two23,three23
0.0,0.539,0.015,0.0855,0.456,8.7,0.4,0.08,1.34,0.4,0.037,0.004,0.013,0.835,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,2.046919,0.35917872445653787,0.34964078947368427,0.4471005,0.01442385,0.19412435101937445,0.2525445,0.23156563876651987,0.5866568062641624,0.5754715785304021,1.971744,0.86036,2.412730878780995,2.7544199999999996,2.012896800697124,0.0958334488112062,0.1218733147548392,0.17176,1.32068,0.14575978434504794,1.387168,0.07639040380101764,0.9638930656247419,0.08996152322752221,0.0091945,0.0026025999999999996,0.00029445841075527375,0.0088492,0.004368102879753793,0.0,0.49238329238329237,0.835
0.01,0.5593504402097798,0.01520550915089864,0.08558032439228333,0.45611388704261346,8.676683831062922,0.39880265226577716,0.07974030653098363,1.3395928696320372,0.3999006039839095,0.04556671721642938,0.004036886151648773,0.013019104554151156,0.8218153133515461,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,2.0145980591499804,0.35890418786994116,0.35973451697517367,0.4639811901540123,0.014437400724978197,0.19675837115270384,0.2560045137172748,0.2317695182617846,0.5871800179572311,0.5755936650466615,1.9722364475722605,0.8577846247584601,2.4111766780487662,2.747038100914521,2.0098672370241717,0.0955825644311654,0.12148244576439086,0.17120243812202182,1.3203518241736738,0.14574511958715416,1.3867465386430848,0.07637185504629196,0.9498339179649073,0.11025612563194087,0.011323329228282702,0.0026064247317410614,0.00029716777967608664,0.00893080323329258,0.004374476232133413,0.0,0.48776877369035043,0.8218153133515461
0.02,0.5792780478510349,0.015502920315447243,0.08570072771815866,0.45623159297447574,8.653435991408193,0.3975880962331455,0.07948198181309427,1.3391812695203638,0.3998004505731163,0.05379464054864332,0.004093604596656174,0.013039142619685317,0.8088077192141143,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,1.98271124288148,0.3586276867900478,0.36945238526250196,0.48051114069243345,0.014457712766053366,0.2005690901466735,0.26101181730696443,0.23207508113455655,0.5876673884386115,0.5757198357534468,1.9727454080216331,0.8551722361878726,2.4096207017130293,2.7396778348798336,2.006784877652863,0.09532754132811629,0.12109360656213032,0.17064781495271336,1.320021147657258,0.14573028776801572,1.3863204502074804,0.07635316473761669,0.9357157979976821,0.12956463473621307,0.013367968176337865,0.0026104363524610003,0.0003013336610305972,0.009056281449182453,0.004381160863685499,0.0,0.4831568764762828,0.8088077192141143
0.03,0.5987907888952642,0.01586572239525771,0.08587308863070735,0.45635268649514216,8.630256080787003,0.39635742209812064,0.07922496565454992,1.3387652507394927,0.3996995205248368,0.06169246074537995,0.004168888006187294,0.013060532722786755,0.7959754262593642,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,1.9512541599322055,0.3583491710290551,0.37881258877020557,0.49669695938862163,0.014486790052000329,0.2052157185739137,0.2671200619632774,0.23251240940125353,0.5881131508513721,0.5758496274353829,1.9732690164049946,0.8525251791908477,2.408062939973382,2.732339075177165,2.0036520625113927,0.09506858590190025,0.12070670701231528,0.17009600126031868,1.3196879069168537,0.14571529052683613,1.3858897875655227,0.07633432927904917,0.9214737939550223,0.14793170709693293,0.015330576495226917,0.0026147186511019083,0.00030686271122633957,0.00922283093608815,0.0043882963679843226,0.0,0.4785482320798466,0.7959754262593642
0.04,0.6178964091013746,0.016274293203393922,0.08610516335912048,0.45647671395422507,8.607143703940814,0.39511167293809984,0.07896920076533234,1.338344861954875,0.3995977957632558,0.06926795520924658,0.004261518660303356,0.013083663751698792,0.783316654689429,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,1.9202224473056664,0.35806859373877564,0.3878321387718283,0.5125450713495902,0.014525941058683624,0.21044598150782245,0.2739988826603011,0.23310107369335742,0.5885173608365026,0.5759825530461381,1.9738053111380691,0.849845697322559,2.4065033831312146,2.7250216966676617,2.0004710362104188,0.09480589624207238,0.1203216613175204,0.1695468740431685,1.3193520422715417,0.1457001294166056,1.3854546010956865,0.07631534529222524,0.9070736089058997,0.16539770152748895,0.017213086869497775,0.0026193494830900983,0.00031366517337793,0.009427757732189115,0.0043960124372915054,0.0,0.47394347413197513,0.783316654689429
0.05,0.6366024456824204,0.01671411404823723,0.08640169060258686,0.4566032484778966,8.584098469711586,0.393851846651088,0.07871463263338048,1.3379201495465718,0.3994952593155902,0.07652828818110187,0.004370325400172589,0.013108896175858944,0.7708296361011246,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,1.889611769938297,0.35778591122870157,0.3965269595522616,0.5280617286935677,0.014575965204656403,0.2160732663825593,0.2814038383503365,0.2338529319410454,0.588884101644763,0.5761181543725268,1.9743524464184248,0.8471359369618252,2.4049420215337354,2.717725575510688,1.997243952442627,0.09453966249616583,0.11993838783424428,0.16900031626386788,1.319013497682284,0.14568480590845861,1.385014938810611,0.07629620960443663,0.8925028647269483,0.18199961582693255,0.019017279613003816,0.0026244010144069606,0.0003216546696409419,0.009668470882801818,0.004404429268199611,0.0,0.46934323818636114,0.7708296361011246
0.06,0.6549162380373136,0.017174455499591002,0.0867652034466708,0.4567319227140329,8.56111999200162,0.3925788978096006,0.07846120940629067,1.3374911577268467,0.3993918952516498,0.08348022585778751,0.0044941812991438354,0.013136563197770325,0.7585126133553121,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,1.859417820379212,0.35750108279407006,0.40491197524845807,0.5432530194519516,0.014637289821453363,0.22195974978664598,0.28915428512776403,0.2347741889581645,0.5892201601503118,0.5762560371180281,1.974908833815478,0.8443979512986699,2.4033788456426453,2.7104505894677127,1.9939728781264667,0.09427006721751359,0.11955680889668494,0.16845621659530605,1.3186722205523722,0.14566932139581634,1.3845708464788316,0.07627691923736059,0.8777647191753234,0.19777177267508622,0.020744836125660197,0.002629939952193619,0.00033074804431984,0.009942477288095906,0.004413657944533968,0.0,0.46474816134423524,0.7585126133553121
0.07,0.6728449376791971,0.017647391727335874,0.08719663721008115,0.45686245018317034,8.538207891882811,0.39129373944210166,0.07820888177798514,1.3370579286522726,0.3992876886265375,0.09013029236968999,0.004632001822616085,0.013166971854354469,0.746363840451189,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,1.8296363184820448,0.3572140705529192,0.4130011884248548,0.558124875804894,0.01471007269734069,0.2280037177096865,0.297116781338945,0.23586694178449907,0.5895340316702239,0.5763958937582123,1.9754732345920285,0.8416337041660165,2.4018138461831176,2.703196618570098,1.990659797334091,0.09399728569583096,0.11917685064788087,0.16791446917733407,1.318328161538239,0.14565367719833594,1.3841223677408325,0.07625747139637452,0.8628730899468022,0.21274633142278412,0.022397377653867963,0.0026360277652417645,0.0003408652410387931,0.010247377632173564,0.004423800803214396,0.0,0.46015888187370363,0.746363840451189
0.08,0.6903955173621413,0.01812708802355295,0.0876957677378139,0.4569946371863151,8.515361800523191,0.389997244742499,0.07795760288054222,1.3366205025301263,0.3991826254266096,0.09648487648449122,0.00478274338385477,0.013200404073355125,0.7343815824059212,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,1.8002630111098752,0.356924839292442,0.4208077512615927,0.5726830816518963,0.014794276017369204,0.2341303867753497,0.3051930920909446,0.23713029733824847,0.5898352014014281,0.576537516265273,1.9760448111936264,0.8388450737166412,2.4002470143525168,2.6959635460456424,1.9873066150113898,0.09372148627111597,0.11879844287851635,0.16737497338452414,1.3179812743710368,0.1456378745656584,1.3836695442191866,0.07623786346047878,0.8478491736599776,0.22695366027537756,0.023976491806396067,0.002642720895485696,0.00035192920731589553,0.010580863188101907,0.004434951785033232,0.0,0.4555760388242662,0.7343815824059212
0.09,0.707574779563602,0.018609253472123815,0.08826154727633888,0.4571283890706304,8.492581362437663,0.3886902487207629,0.07770732818043789,1.3361789177199257,0.39907669251819616,0.10255030823713052,0.004945402125785013,0.013237117697980975,0.7225641151391056,2.4514,5.1694,3.3064,0.876738488,1.5283,1.817,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.036805783,0.26593318,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.538811228,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.40178,0.0857,0.1649,1.17803247,0.064455137,1.0237,3.6064,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.0,1.2,1.0,0.0,24.0,12.0,1.0,1.7712936718520034,0.3566333563232397,0.42834403019504985,0.5869332796480079,0.014889723025518367,0.2402848499690776,0.3133109742327182,0.23856123162520135,0.5901335945087092,0.5766808027797017,1.976623154341406,0.836033855973489,2.3986783420564612,2.688751259347764,1.9839151605297034,0.09344283063404352,0.11842151887226823,0.16683763360340015,1.3176315156873282,0.14562191468098534,1.383212415623667,0.07621809297273398,0.8327187877432864,0.24042262072061055,0.025483751596926934,0.002650070963135791,0.0003638658142031878,0.010940713122874184,0.00444719677483175,0.0,0.45100027163681355,0.7225641151391056
