Time,E_0,R,E,f,B,lm,la,ld,c,k,d1,d0,sigma,r,tumor_microenvironment,tumor_growth,tumor_death,tumor_killing,tumor_nutrient_supply,effector_stimulation,effector_exhaustion,effector_death,effector_source,tumor_nutrient_missuply
0.0,10.0,2.0,1000000.0,0.4142135623730951,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.4466666666666667,0.09333333333333334,0.24852813742385704,0.201000651078965,425373.13432835817,33137.08498984761,370000.0,13000.0,0.03015
0.14,10.052519288336914,2.0387835241795367,1005251.9288336914,0.41188540300199655,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.4553283204000966,0.0951432311283784,0.25324663661403823,0.2010005027403007,433769.4629697612,35088.48861925768,371943.2136684658,13000.0,0.029576460318054807
0.28,10.111128829025844,2.0779332281223413,1011112.8829025844,0.40958363315835505,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.4640717542806563,0.09697021731237593,0.2581636428320693,0.20100038725191424,442258.5493241472,37156.68850740293,374111.76667395624,13000.0,0.029019219281886256
0.42000000000000004,10.175515318159555,2.1174302129651688,1017551.5318159554,0.40730887396651144,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.47289274756222105,0.09881340993837455,0.26327562038658947,0.2010002976034713,450835.0786323847,39346.63542789401,376494.0667719035,13000.0,0.02847791612246723
0.56,10.245338955960507,2.1572540798045066,1024533.8955960508,0.4050617541502534,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.4817867444896731,0.10067185705754365,0.26857780736494347,0.20100022821070546,459491.9099120217,41663.0890802035,379077.54137053876,13000.0,0.0279522011637426
0.7000000000000001,10.320268579634755,2.1973851175903962,1032026.8579634754,0.4028427876459338,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.49074934292852185,0.10254463882088516,0.27406528346183207,0.20100017464039321,468221.91099842795,44110.81975186806,381849.9374464859,13000.0,0.027441707653924424
0.8400000000000001,10.399946994587943,2.237802365858514,1039994.6994587943,0.4006524871737081,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.49977586170840144,0.10443077707339733,0.27973187240004616,0.2010001333904497,477016.1184046163,46694.330716766715,384798.0387997539,13000.0,0.02694607929635753
0.9800000000000001,10.484021238407173,2.278485663760016,1048402.1238407172,0.39849125521498535,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.508861798239737,0.10632933097546743,0.2855710921571785,0.20100010170317018,485865.3506742415,49418.04817878611,387908.78582106536,13000.0,0.026464945976658626
1.12,10.57214164105617,2.3194155194783033,1057214.164105617,0.3963594002311589,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.5180027993501545,0.10823939090898749,0.2915761176632159,0.20100007741594053,494760.140795257,52286.28813044178,391169.2407190783,13000.0,0.02599792900133868
1.2600000000000002,10.663958974662481,2.3605730765725847,1066395.8974662481,0.39425714651098437,0.5,1.34,0.14,0.3,0.03,2.72,0.01,0.37,13000.0,0.57,1.0,0.5271946537678772,0.11016007690672064,0.2977396984366493,0.20100005883923824,503690.595693253,55303.21615613762,394566.4820625118,13000.0,0.025544644475718626
