Time,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,eta_T,gamma_T,alpha_T,beta_T,u,const_val_0,const_val_1,Cytoplasm,R6,R7,R8
5.08,4.999329738229086e-08,1.427614613060937e-07,6.7026177091344915e-12,2.12768163923803e-07,7.231836076197222e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4260827144193634e-09,1.4261036634557125e-09,7.231836076197222e-11
5.09,4.9993297591773595e-08,1.4274792501591161e-07,6.702408226396964e-12,2.1275462742413817e-07,7.245372575862051e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.425947417540451e-09,1.4259683650515648e-09,7.245372575862051e-11
5.1000000000000005,4.999329780124108e-08,1.4273439143207768e-07,6.702198758913049e-12,2.1274109363083674e-07,7.258906369163476e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4258121477167717e-09,1.4258330937023987e-09,7.258906369163477e-11
5.11,4.9993298010693307e-08,1.4272086055405076e-07,6.701989306685265e-12,2.1272756254335758e-07,7.272437456642626e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4256769049429154e-09,1.4256978494028032e-09,7.272437456642626e-11
5.12,4.9993298220130276e-08,1.427073323812898e-07,6.7017798697161295e-12,2.1271403416115966e-07,7.285965838840526e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.425541689213472e-09,1.425562632147369e-09,7.285965838840526e-11
5.13,4.9993298429551986e-08,1.4269380691325396e-07,6.701570448008162e-12,2.127005084837021e-07,7.299491516298092e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.425406500523033e-09,1.4254274419306872e-09,7.299491516298092e-11
5.14,4.999329863895843e-08,1.4268028414940237e-07,6.7013610415638804e-12,2.1268698551044405e-07,7.3130144895561304e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4252713388661913e-09,1.4252922787473514e-09,7.313014489556131e-11
5.15,4.9993298848349606e-08,1.4266676408919435e-07,6.701151650385799e-12,2.1267346524084485e-07,7.326534759155343e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.42513620423754e-09,1.4251571425919543e-09,7.326534759155344e-11
5.16,4.9993299057725516e-08,1.4265324673208927e-07,6.700942274476432e-12,2.1265994767436387e-07,7.340052325636318e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4250010966316737e-09,1.425022033459091e-09,7.340052325636319e-11
5.17,4.9993299267086153e-08,1.4263973207754668e-07,6.700732913838294e-12,2.1264643281046065e-07,7.35356718953954e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4248660160431883e-09,1.424886951343357e-09,7.353567189539541e-11
5.18,4.999329947643152e-08,1.426262201250262e-07,6.7005235684738974e-12,2.126329206485948e-07,7.367079351405384e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4247309624666807e-09,1.4247518962393495e-09,7.367079351405385e-11
5.19,4.999329968576161e-08,1.4261271087398754e-07,6.700314238385757e-12,2.1261941118822606e-07,7.380588811774118e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4245959358967494e-09,1.4246168681416669e-09,7.380588811774118e-11
5.2,4.999329989507642e-08,1.4259920432389057e-07,6.700104923576381e-12,2.1260590442881428e-07,7.3940955711858985e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4244609363279923e-09,1.424481867044908e-09,7.394095571185899e-11
5.21,4.9993300104375945e-08,1.4258570047419522e-07,6.699895624048281e-12,2.125924003698194e-07,7.407599630180777e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4243259637550106e-09,1.4243468929436731e-09,7.407599630180777e-11
5.22,4.999330031366019e-08,1.4257219932436155e-07,6.699686339803966e-12,2.1257889901070149e-07,7.421100989298698e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4241910181724048e-09,1.4242119458325636e-09,7.421100989298698e-11
5.23,4.999330052292915e-08,1.4255870087384972e-07,6.699477070845943e-12,2.125654003509207e-07,7.434599649079497e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4240560995747772e-09,1.4240770257061812e-09,7.434599649079497e-11
5.24,4.9993300732182816e-08,1.4254520512211998e-07,6.699267817176719e-12,2.125519043899373e-07,7.448095610062898e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4239212079567307e-09,1.4239421325591299e-09,7.448095610062898e-11
5.25,4.9993300941421196e-08,1.4253171206863273e-07,6.6990585787988e-12,2.1253841112721167e-07,7.461588872788521e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4237863433128705e-09,1.4238072663860137e-09,7.461588872788522e-11
5.26,4.999330115064428e-08,1.4251822171284846e-07,6.698849355714692e-12,2.125249205622043e-07,7.475079437795879e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4236515056378017e-09,1.4236724271814385e-09,7.475079437795878e-11
5.2700000000000005,4.999330135985207e-08,1.4250473405422774e-07,6.698640147926899e-12,2.1251143269437582e-07,7.488567305624374e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4235166949261308e-09,1.423537614940011e-09,7.488567305624375e-11
5.28,4.999330156904456e-08,1.424912490922313e-07,6.698430955437924e-12,2.124979475231869e-07,7.502052476813302e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4233819111724656e-09,1.4234028296563386e-09,7.502052476813302e-11
5.29,4.999330177822175e-08,1.4247776682631993e-07,6.698221778250271e-12,2.1248446504809835e-07,7.51553495190185e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.423247154371415e-09,1.423268071325031e-09,7.51553495190185e-11
5.3,4.999330198738363e-08,1.4246428725595457e-07,6.698012616366439e-12,2.124709852685711e-07,7.529014731429097e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4231124245175879e-09,1.423133339940697e-09,7.529014731429096e-11
5.3100000000000005,4.9993302196530206e-08,1.4245081038059624e-07,6.697803469788927e-12,2.1245750818406616e-07,7.542491815934017e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4229777216055962e-09,1.4229986354979476e-09,7.542491815934017e-11
5.32,4.9993302405661476e-08,1.4243733619970604e-07,6.697594338520237e-12,2.1244403379404472e-07,7.555966205955473e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4228430456300511e-09,1.4228639579913958e-09,7.555966205955474e-11
5.33,4.999330261477743e-08,1.4242386471274526e-07,6.697385222562867e-12,2.1243056209796797e-07,7.569437902032221e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4227083965855664e-09,1.4227293074156542e-09,7.569437902032221e-11
5.34,4.999330282387808e-08,1.424103959191752e-07,6.697176121919314e-12,2.1241709309529728e-07,7.58290690470291e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4225737744667555e-09,1.4225946837653368e-09,7.58290690470291e-11
5.3500000000000005,4.99933030329634e-08,1.4239692981845737e-07,6.696967036592073e-12,2.124036267854941e-07,7.596373214506083e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.422439179268234e-09,1.422460087035059e-09,7.596373214506084e-11
5.36,4.999330324203341e-08,1.423834664100533e-07,6.696757966583641e-12,2.1239016316802002e-07,7.60983683198017e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.422304610984618e-09,1.4223255172194374e-09,7.60983683198017e-11
5.37,4.9993303451088095e-08,1.4237000569342465e-07,6.6965489118965115e-12,2.1237670224233668e-07,7.623297757663499e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4221700696105245e-09,1.422190974313089e-09,7.6232977576635e-11
5.38,4.9993303660127455e-08,1.4235654766803321e-07,6.6963398725331774e-12,2.123632440079059e-07,7.636755992094287e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.422035555140572e-09,1.4220564583106326e-09,7.636755992094286e-11
5.39,4.999330386915149e-08,1.423430923333409e-07,6.696130848496132e-12,2.1234978846418956e-07,7.650211535810644e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4219010675693805e-09,1.4219219692066875e-09,7.650211535810644e-11
5.4,4.99933040781602e-08,1.4232963968880967e-07,6.695921839787866e-12,2.1233633561064964e-07,7.663664389350575e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4217666068915704e-09,1.421787506995875e-09,7.663664389350575e-11
5.41,4.999330428715357e-08,1.4231618973390165e-07,6.695712846410872e-12,2.1232288544674825e-07,7.677114553251972e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4216321731017632e-09,1.4216530716728162e-09,7.677114553251972e-11
5.42,4.9993304496131616e-08,1.4230274246807905e-07,6.695503868367638e-12,2.123094379719476e-07,7.690562028052625e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4214977661945817e-09,1.421518663232134e-09,7.690562028052625e-11
5.43,4.999330470509432e-08,1.4228929789080417e-07,6.695294905660652e-12,2.1229599318571e-07,7.704006814290213e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4213633861646494e-09,1.4213842816684526e-09,7.704006814290213e-11
5.44,4.999330491404169e-08,1.4227585600153943e-07,6.695085958292403e-12,2.122825510874979e-07,7.71744891250231e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4212290330065915e-09,1.421249926976397e-09,7.71744891250231e-11
5.45,4.9993305122973717e-08,1.422624167997474e-07,6.694877026265376e-12,2.1226911167677383e-07,7.730888323226379e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4210947067150335e-09,1.4211155991505926e-09,7.730888323226378e-11
5.46,4.99933053318904e-08,1.422489802848907e-07,6.694668109582057e-12,2.1225567495300042e-07,7.744325046999778e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4209604072846032e-09,1.4209812981856668e-09,7.744325046999778e-11
5.47,4.999330554079174e-08,1.4223554645643204e-07,6.694459208244931e-12,2.1224224091564044e-07,7.757759084359757e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.420826134709928e-09,1.4208470240762483e-09,7.757759084359757e-11
5.48,4.999330574967773e-08,1.4222211531383432e-07,6.694250322256481e-12,2.1222880956415675e-07,7.77119043584346e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.420691888985637e-09,1.4207127768169657e-09,7.77119043584346e-11
5.49,4.9993305958548366e-08,1.422086868565605e-07,6.694041451619191e-12,2.122153808980123e-07,7.784619101987921e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4205576701063612e-09,1.4205785564024497e-09,7.784619101987922e-11
5.5,4.999330616740365e-08,1.4219526108407364e-07,6.6938325963355405e-12,2.1220195491667015e-07,7.798045083330068e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4204234780667312e-09,1.4204443628273316e-09,7.798045083330069e-11
5.51,4.999330637624358e-08,1.421818379958369e-07,6.693623756408012e-12,2.121885316195935e-07,7.811468380406723e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4202893128613793e-09,1.4203101960862436e-09,7.811468380406723e-11
5.5200000000000005,4.999330658506815e-08,1.421684175913136e-07,6.693414931839084e-12,2.1217511100624564e-07,7.8248889937546e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4201551744849398e-09,1.4201760561738198e-09,7.8248889937546e-11
5.53,4.9993306793877356e-08,1.4215499986996712e-07,6.693206122631237e-12,2.1216169307608994e-07,7.8383069239103e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4200210629320463e-09,1.4200419430846944e-09,7.8383069239103e-11
5.54,4.99933070026712e-08,1.4214158483126093e-07,6.692997328786947e-12,2.1214827782858992e-07,7.851722171410326e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4198869781973347e-09,1.4199078568135033e-09,7.851722171410326e-11
5.55,4.9993307211449684e-08,1.4212817247465866e-07,6.692788550308691e-12,2.121348652632092e-07,7.865134736791068e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4197529202754418e-09,1.4197737973548831e-09,7.865134736791068e-11
5.5600000000000005,4.999330742021279e-08,1.4211476279962402e-07,6.692579787198944e-12,2.1212145537941145e-07,7.87854462058881e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.419618889161005e-09,1.4196397647034718e-09,7.87854462058881e-11
5.57,4.999330762896053e-08,1.4210135580562085e-07,6.692371039460182e-12,2.1210804817666052e-07,7.891951823339726e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4194848848486637e-09,1.4195057588539079e-09,7.891951823339727e-11
5.58,4.999330783769289e-08,1.4208795149211304e-07,6.69216230709488e-12,2.1209464365442035e-07,7.90535634557989e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4193509073330574e-09,1.4193717798008322e-09,7.90535634557989e-11
5.59,4.9993308046409883e-08,1.4207454985856465e-07,6.69195359010551e-12,2.1208124181215497e-07,7.918758187845263e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4192169566088274e-09,1.4192378275388854e-09,7.918758187845263e-11
5.6000000000000005,4.9993308255111496e-08,1.4206115090443982e-07,6.6917448884945444e-12,2.1206784264932852e-07,7.9321573506717e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4190830326706153e-09,1.4191039020627095e-09,7.9321573506717e-11
5.61,4.999330846379772e-08,1.420477546292028e-07,6.691536202264452e-12,2.1205444616540526e-07,7.945553834594947e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4189491355130643e-09,1.4189700033669476e-09,7.945553834594947e-11
5.62,4.999330867246857e-08,1.4203436103231793e-07,6.691327531417703e-12,2.1204105235984955e-07,7.958947640150647e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4188152651308188e-09,1.4188361314462442e-09,7.958947640150648e-11
5.63,4.9993308881124033e-08,1.420209701132497e-07,6.691118875956768e-12,2.1202766123212587e-07,7.972338767874334e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4186814215185241e-09,1.4187022862952445e-09,7.972338767874334e-11
5.64,4.9993309089764104e-08,1.4200758187146267e-07,6.690910235884115e-12,2.1201427278169877e-07,7.985727218301434e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4185476046708262e-09,1.4185684679085952e-09,7.985727218301434e-11
5.65,4.999330929838879e-08,1.4199419630642152e-07,6.69070161120221e-12,2.1200088700803292e-07,7.999112991967268e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4184138145823726e-09,1.4184346762809434e-09,7.999112991967268e-11
5.66,4.9993309506998074e-08,1.4198081341759102e-07,6.690493001913519e-12,2.1198750391059314e-07,8.012496089407046e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4182800512478119e-09,1.4183009114069381e-09,8.012496089407045e-11
5.67,4.999330971559197e-08,1.4196743320443609e-07,6.690284408020507e-12,2.119741234888443e-07,8.025876511155874e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4181463146617935e-09,1.4181671732812287e-09,8.025876511155874e-11
5.68,4.999330992417046e-08,1.419540556664217e-07,6.690075829525638e-12,2.1196074574225143e-07,8.039254257748753e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4180126048189679e-09,1.4180334618984656e-09,8.039254257748752e-11
5.69,4.999331013273356e-08,1.4194068080301295e-07,6.689867266431376e-12,2.119473706702796e-07,8.052629329720573e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4178789217139873e-09,1.417899777253301e-09,8.052629329720574e-11
5.7,4.999331034128125e-08,1.419273086136751e-07,6.689658718740182e-12,2.1193399827239406e-07,8.066001727606119e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4177452653415039e-09,1.4177661193403876e-09,8.066001727606119e-11
5.71,4.9993310549813536e-08,1.4191393909787344e-07,6.689450186454518e-12,2.119206285480601e-07,8.079371451940067e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4176116356961713e-09,1.4176324881543792e-09,8.079371451940068e-11
5.72,4.9993310758330416e-08,1.419005722550734e-07,6.689241669576843e-12,2.1190726149674317e-07,8.09273850325699e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4174780327726452e-09,1.417498883689931e-09,8.09273850325699e-11
5.73,4.9993310966831883e-08,1.418872080847405e-07,6.689033168109619e-12,2.1189389711790881e-07,8.106102882091352e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.417344456565581e-09,1.4173653059416993e-09,8.106102882091353e-11
5.74,4.999331117531794e-08,1.4187384658634041e-07,6.688824682055301e-12,2.1188053541102266e-07,8.119464588977508e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.417210907069636e-09,1.4172317549043406e-09,8.119464588977508e-11
5.75,4.9993311383788577e-08,1.4186048775933885e-07,6.688616211416347e-12,2.1186717637555046e-07,8.13282362444971e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4170773842794679e-09,1.4170982305725134e-09,8.13282362444971e-11
5.76,4.9993311592243795e-08,1.418471316032017e-07,6.688407756195213e-12,2.1185382001095806e-07,8.146179989042099e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.416943888189736e-09,1.4169647329408765e-09,8.1461799890421e-11
5.7700000000000005,4.9993311800683595e-08,1.4183377811739486e-07,6.688199316394354e-12,2.1184046631671144e-07,8.159533683288713e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4168104187951002e-09,1.4168312620040907e-09,8.159533683288714e-11
5.78,4.9993312009107976e-08,1.4182042730138448e-07,6.687990892016225e-12,2.1182711529227666e-07,8.172884707723482e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4166769760902226e-09,1.4166978177568172e-09,8.172884707723482e-11
5.79,4.999331221751693e-08,1.4180707915463668e-07,6.687782483063279e-12,2.1181376693711992e-07,8.186233062880228e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4165435600697651e-09,1.4165644001937185e-09,8.186233062880228e-11
5.8,4.9993312425910457e-08,1.4179373367661777e-07,6.687574089537969e-12,2.1180042125070748e-07,8.199578749292667e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4164101707283909e-09,1.4164310093094584e-09,8.199578749292668e-11
5.8100000000000005,4.999331263428855e-08,1.4178039086679412e-07,6.687365711442746e-12,2.1178707823250573e-07,8.212921767494411e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.416276808060765e-09,1.4162976450987014e-09,8.212921767494412e-11
5.82,4.999331284265121e-08,1.4176705072463224e-07,6.687157348780059e-12,2.1177373788198118e-07,8.22626211801896e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4161434720615522e-09,1.4161643075561124e-09,8.22626211801896e-11
5.83,4.999331305099844e-08,1.4175371324959872e-07,6.686949001552359e-12,2.1176040019860043e-07,8.23959980139971e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4160101627254204e-09,1.4160309966763592e-09,8.23959980139971e-11
5.84,4.999331325933023e-08,1.4174037844116027e-07,6.686740669762094e-12,2.117470651818302e-07,8.252934818169952e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.415876880047036e-09,1.415897712454109e-09,8.252934818169952e-11
5.8500000000000005,4.999331346764658e-08,1.417270462987837e-07,6.686532353411712e-12,2.1173373283113728e-07,8.266267168862869e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4157436240210684e-09,1.4157644548840311e-09,8.266267168862869e-11
5.86,4.9993313675947486e-08,1.4171371682193594e-07,6.686324052503658e-12,2.1172040314598862e-07,8.279596854011535e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4156103946421871e-09,1.4156312239607948e-09,8.279596854011535e-11
5.87,4.999331388423295e-08,1.4170039001008402e-07,6.686115767040377e-12,2.1170707612585122e-07,8.292923874148921e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4154771919050634e-09,1.4154980196790713e-09,8.292923874148922e-11
5.88,4.999331409250296e-08,1.4168706586269508e-07,6.685907497024316e-12,2.1169375177019225e-07,8.30624822980789e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.415344015804369e-09,1.4153648420335328e-09,8.30624822980789e-11
5.89,4.999331430075753e-08,1.4167374437923634e-07,6.685699242457916e-12,2.1168043007847895e-07,8.319569921521198e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.415210866334777e-09,1.4152316910188526e-09,8.319569921521197e-11
5.9,4.999331450899664e-08,1.4166042555917517e-07,6.6854910033436205e-12,2.1166711105017865e-07,8.332888949821495e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4150777434909614e-09,1.4150985666297045e-09,8.332888949821495e-11
5.91,4.99933147172203e-08,1.41647109401979e-07,6.685282779683871e-12,2.1165379468475882e-07,8.346205315241324e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4149446472675974e-09,1.4149654688607636e-09,8.346205315241324e-11
5.92,4.9993314925428504e-08,1.4163379590711538e-07,6.6850745714811076e-12,2.1164048098168702e-07,8.359519018313123e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.414811577659361e-09,1.4148323977067068e-09,8.359519018313122e-11
5.93,4.999331513362125e-08,1.4162048507405202e-07,6.68486637873777e-12,2.1162716994043093e-07,8.37283005956922e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4146785346609299e-09,1.4146993531622113e-09,8.37283005956922e-11
5.94,4.999331534179853e-08,1.4160717690225667e-07,6.684658201456296e-12,2.116138615604583e-07,8.386138439541843e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4145455182669821e-09,1.4145663352219548e-09,8.386138439541843e-11
5.95,4.999331554996034e-08,1.4159387139119722e-07,6.684450039639125e-12,2.1160055584123704e-07,8.399444158763107e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.414412528472197e-09,1.4144333438806178e-09,8.399444158763107e-11
5.96,4.999331575810669e-08,1.4158056854034166e-07,6.684241893288693e-12,2.1158725278223513e-07,8.412747217765022e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4142795652712557e-09,1.4143003791328804e-09,8.412747217765022e-11
5.97,4.9993315966237576e-08,1.4156726834915808e-07,6.684033762407437e-12,2.1157395238292064e-07,8.426047617079494e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4141466286588393e-09,1.414167440973425e-09,8.426047617079494e-11
5.98,4.999331617435299e-08,1.4155397081711465e-07,6.6838256469977905e-12,2.115606546427618e-07,8.439345357238322e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4140137186296303e-09,1.4140345293969335e-09,8.439345357238323e-11
5.99,4.999331638245292e-08,1.4154067594367972e-07,6.683617547062186e-12,2.1154735956122692e-07,8.452640438773197e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4138808351783124e-09,1.4139016443980897e-09,8.452640438773198e-11
6.0,4.999331659053738e-08,1.4152738372832166e-07,6.683409462603056e-12,2.115340671377844e-07,8.465932862215706e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.41374797829957e-09,1.4137687859715785e-09,8.465932862215707e-11
6.01,4.999331679860636e-08,1.41514094170509e-07,6.683201393622831e-12,2.115207773719028e-07,8.479222628097328e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4136151479880894e-09,1.4136359541120855e-09,8.479222628097328e-11
6.0200000000000005,4.999331700665986e-08,1.4150080726971038e-07,6.682993340123945e-12,2.115074902630507e-07,8.492509736949436e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4134823442385575e-09,1.413503148814298e-09,8.492509736949436e-11
6.03,4.999331721469787e-08,1.4148752302539454e-07,6.682785302108827e-12,2.1149420581069685e-07,8.505794189303296e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.413349567045662e-09,1.4133703700729042e-09,8.505794189303296e-11
6.04,4.99933174227204e-08,1.414742414370303e-07,6.6825772795799064e-12,2.1148092401431007e-07,8.51907598569007e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.413216816404092e-09,1.4132376178825931e-09,8.519075985690069e-11
6.05,4.999331763072744e-08,1.4146096250408658e-07,6.68236927253961e-12,2.1146764487335932e-07,8.53235512664081e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4130840923085373e-09,1.4131048922380547e-09,8.532355126640809e-11
6.0600000000000005,4.999331783871899e-08,1.4144768622603247e-07,6.682161280990364e-12,2.1145436838731367e-07,8.545631612686468e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4129513947536889e-09,1.41297219313398e-09,8.545631612686468e-11
6.07,4.9993318046695046e-08,1.4143441260233713e-07,6.681953304934595e-12,2.1144109455564225e-07,8.558905444357883e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4128187237342398e-09,1.412839520565062e-09,8.558905444357883e-11
6.08,4.9993318254655604e-08,1.4142114163246978e-07,6.6817453443747276e-12,2.1142782337781433e-07,8.572176622185792e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4126860792448822e-09,1.412706874525993e-09,8.572176622185792e-11
6.09,4.9993318462600663e-08,1.414078733158998e-07,6.681537399313186e-12,2.114145548532993e-07,8.585445146700824e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4125534612803113e-09,1.4125742550114685e-09,8.585445146700824e-11
6.1000000000000005,4.9993318670530225e-08,1.4139460765209669e-07,6.681329469752392e-12,2.1140128898156662e-07,8.598711018433505e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4124208698352216e-09,1.4124416620161827e-09,8.598711018433506e-11
6.11,4.999331887844428e-08,1.4138134464053e-07,6.6811215556947696e-12,2.1138802576208586e-07,8.61197423791425e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4122883049043102e-09,1.4123090955348331e-09,8.61197423791425e-11
6.12,4.9993319086342835e-08,1.4136808428066944e-07,6.680913657142738e-12,2.1137476519432674e-07,8.625234805673372e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.412155766482274e-09,1.412176555562117e-09,8.625234805673372e-11
