Cdc20,Cdc20_CMad2,Mad1_CMad2,Mad1_CMad2_OMad2,OMad2,Time
2.1672417442172614e-07,3.275825578273973e-09,4.999323728187111e-08,6.7627181289259064e-12,1.4671741170359693e-07,2.24
2.1670984699169594e-07,3.290153008304175e-09,4.999323749558014e-08,6.762504419893167e-12,1.4670308448727577e-07,2.25
2.1669552242617455e-07,3.3044775738255646e-09,4.9993237709274674e-08,6.762290725359093e-12,1.466887601354489e-07,2.2600000000000002
2.1668120072458922e-07,3.318799275410897e-09,4.999323792295471e-08,6.762077045326479e-12,1.4667443864754362e-07,2.27
2.166668818863673e-07,3.3331181136328145e-09,4.999323813662024e-08,6.761863379798121e-12,1.4666012002298723e-07,2.2800000000000002
2.1665256591093625e-07,3.347434089063843e-09,4.9993238350271264e-08,6.76164972877681e-12,1.4664580426120723e-07,2.29
2.166382527977237e-07,3.3617472022763963e-09,4.999323856390778e-08,6.7614360922653375e-12,1.4663149136163118e-07,2.3000000000000003
2.166239425461573e-07,3.3760574538427714e-09,4.999323877752978e-08,6.761222470266495e-12,1.466171813236868e-07,2.31
2.1660963515566494e-07,3.390364844335152e-09,4.999323899113726e-08,6.761008862783073e-12,1.466028741468019e-07,2.32
2.1659533062567449e-07,3.404669374325608e-09,4.999323920473022e-08,6.760795269817861e-12,1.465885698304044e-07,2.33
2.16581028955614e-07,3.4189710443860933e-09,4.999323941830867e-08,6.760581691373647e-12,1.4657426837392237e-07,2.34
2.1656673014491162e-07,3.433269855088449e-09,4.9993239631872586e-08,6.760368127453219e-12,1.4655996977678393e-07,2.35
2.1655243419299567e-07,3.4475658070044002e-09,4.999323984542198e-08,6.760154578059362e-12,1.4654567403841737e-07,2.36
2.165381410992945e-07,3.4618589007055598e-09,4.999324005895684e-08,6.7599410431948596e-12,1.4653138115825107e-07,2.37
2.1652385086323663e-07,3.476149136763424e-09,4.999324027247717e-08,6.7597275228624996e-12,1.4651709113571352e-07,2.38
2.1650956348425067e-07,3.490436515749377e-09,4.999324048598297e-08,6.759514017065064e-12,1.4650280397023336e-07,2.39
2.1649527896176537e-07,3.5047210382346865e-09,4.999324069947423e-08,6.759300525805336e-12,1.464885196612393e-07,2.4
2.1648099729520954e-07,3.5190027047905085e-09,4.999324091295095e-08,6.759087049086097e-12,1.464742382081602e-07,2.41
2.1646671848401216e-07,3.5332815159878822e-09,4.9993241126413126e-08,6.758873586910127e-12,1.46459959610425e-07,2.42
2.1645244252760232e-07,3.5475574723977346e-09,4.999324133986076e-08,6.758660139280205e-12,1.4644568386746277e-07,2.43
2.1643816942540917e-07,3.561830574590877e-09,4.9993241553293836e-08,6.758446706199109e-12,1.464314109787027e-07,2.44
2.1642389917686203e-07,3.5761008231380085e-09,4.9993241766712364e-08,6.758233287669618e-12,1.4641714094357412e-07,2.45
2.1640963178139033e-07,3.5903682186097114e-09,4.999324198011634e-08,6.758019883694509e-12,1.464028737615064e-07,2.46
2.1639536723842358e-07,3.604632761576457e-09,4.9993242193505756e-08,6.757806494276559e-12,1.4638860943192906e-07,2.47
2.1638110554739144e-07,3.6188944526085995e-09,4.9993242406880615e-08,6.7575931194185385e-12,1.4637434795427176e-07,2.48
2.1636684670772365e-07,3.6331532922763816e-09,4.999324262024091e-08,6.757379759123224e-12,1.4636008932796428e-07,2.49
2.163525907188501e-07,3.6474092811499296e-09,4.999324283358664e-08,6.757166413393388e-12,1.4634583355243646e-07,2.5
2.1633833758020078e-07,3.661662419799258e-09,4.99932430469178e-08,6.756953082231803e-12,1.463315806271183e-07,2.5100000000000002
2.1632408729120577e-07,3.675912708794266e-09,4.9993243260234393e-08,6.756739765641239e-12,1.4631733055143987e-07,2.52
2.163098398512953e-07,3.6901601487047394e-09,4.999324347353641e-08,6.756526463624466e-12,1.463030833248314e-07,2.5300000000000002
2.162955952598997e-07,3.704404740100349e-09,4.999324368682385e-08,6.7563131761842526e-12,1.4628883894672323e-07,2.54
2.162813535164494e-07,3.7186464835506544e-09,4.9993243900096714e-08,6.756099903323368e-12,1.462745974165458e-07,2.5500000000000003
2.1626711462037495e-07,3.732885379625097e-09,4.999324411335499e-08,6.7558866450445806e-12,1.4626035873372963e-07,2.56
2.1625287857110705e-07,3.747121428893009e-09,4.999324432659869e-08,6.755673401350654e-12,1.4624612289770541e-07,2.57
2.1623864536807644e-07,3.761354631923605e-09,4.99932445398278e-08,6.755460172244353e-12,1.4623188990790391e-07,2.58
2.1622441501071405e-07,3.775584989285988e-09,4.9993244753042315e-08,6.755246957728443e-12,1.4621765976375606e-07,2.59
2.162101874984509e-07,3.7898125015491465e-09,4.9993244966242235e-08,6.755033757805686e-12,1.4620343246469282e-07,2.6
2.161959628307181e-07,3.804037169281955e-09,4.9993245179427563e-08,6.7548205724788464e-12,1.4618920801014534e-07,2.61
2.1618174100694687e-07,3.818258993053175e-09,4.9993245392598294e-08,6.7546074017506855e-12,1.4617498639954486e-07,2.62
2.1616752202656858e-07,3.832477973431452e-09,4.999324560575442e-08,6.754394245623961e-12,1.461607676323227e-07,2.63
2.1615330588901472e-07,3.846694110985321e-09,4.999324581889594e-08,6.754181104101434e-12,1.4614655170791036e-07,2.64
2.1613909259371683e-07,3.860907406283202e-09,4.999324603202286e-08,6.7539679771858625e-12,1.461323386257394e-07,2.65
2.1612488214010664e-07,3.8751178598934005e-09,4.999324624513516e-08,6.7537548648800046e-12,1.4611812838524152e-07,2.66
2.1611067452761593e-07,3.889325472384109e-09,4.9993246458232856e-08,6.753541767186615e-12,1.461039209858485e-07,2.67
2.1609646975567662e-07,3.9035302443234074e-09,4.999324667131593e-08,6.753328684108452e-12,1.4608971642699228e-07,2.68
2.1608226782372078e-07,3.917732176279259e-09,4.999324688438439e-08,6.753115615648269e-12,1.4607551470810488e-07,2.69
2.1606806873118053e-07,3.9319312688195175e-09,4.999324709743823e-08,6.752902561808817e-12,1.4606131582861846e-07,2.7
2.160538724774881e-07,3.946127522511919e-09,4.9993247310477444e-08,6.752689522592853e-12,1.4604711978796528e-07,2.71
2.1603967906207594e-07,3.960320937924091e-09,4.9993247523502035e-08,6.752476498003126e-12,1.460329265855777e-07,2.72
2.1602548848437648e-07,3.974511515623542e-09,4.9993247736511995e-08,6.7522634880423875e-12,1.460187362208882e-07,2.73
2.1601130074382234e-07,3.988699256177672e-09,4.999324794950732e-08,6.7520504927133866e-12,1.460045486933294e-07,2.74
2.1599711583984626e-07,4.002884160153763e-09,4.999324816248802e-08,6.751837512018873e-12,1.45990364002334e-07,2.75
2.1598293377188104e-07,4.017066228118987e-09,4.999324837545408e-08,6.751624545961594e-12,1.4597618214733482e-07,2.7600000000000002
2.1596875453935964e-07,4.0312454606404e-09,4.9993248588405495e-08,6.751411594544297e-12,1.4596200312776484e-07,2.77
2.1595457814171508e-07,4.045421858284948e-09,4.999324880134227e-08,6.7511986577697275e-12,1.4594782694305706e-07,2.7800000000000002
2.1594040457838056e-07,4.059595421619459e-09,4.99932490142644e-08,6.75098573564063e-12,1.4593365359264468e-07,2.79
2.1592623384878937e-07,4.073766151210653e-09,4.999324922717188e-08,6.7507728281597495e-12,1.4591948307596096e-07,2.8000000000000003
2.159120659523749e-07,4.087934047625132e-09,4.999324944006471e-08,6.750559935329828e-12,1.4590531539243932e-07,2.81
2.1589790088857065e-07,4.102099111429386e-09,4.9993249652942884e-08,6.7503470571536075e-12,1.4589115054151325e-07,2.82
2.1588373865681024e-07,4.1162613431897956e-09,4.9993249865806407e-08,6.75013419363383e-12,1.4587698852261638e-07,2.83
2.1586957925652742e-07,4.1304207434726215e-09,4.9993250078655264e-08,6.749921344773235e-12,1.458628293351824e-07,2.84
2.1585542268715603e-07,4.1445773128440165e-09,4.9993250291489465e-08,6.749708510574563e-12,1.4584867297864522e-07,2.85
2.1584126894813003e-07,4.158731051870017e-09,4.9993250504309e-08,6.74949569104055e-12,1.4583451945243874e-07,2.86
2.158271180388835e-07,4.172881961116548e-09,4.9993250717113866e-08,6.749282886173933e-12,1.4582036875599708e-07,2.87
2.158129699588506e-07,4.18703004114942e-09,4.999325092990406e-08,6.74907009597745e-12,1.458062208887544e-07,2.88
2.157988247074657e-07,4.201175292534332e-09,4.9993251142679583e-08,6.748857320453837e-12,1.4579207585014502e-07,2.89
2.1578468228416315e-07,4.215317715836869e-09,4.999325135544043e-08,6.748644559605827e-12,1.4577793363960333e-07,2.9
2.1577054268837752e-07,4.2294573116225026e-09,4.99932515681866e-08,6.7484318134361536e-12,1.4576379425656387e-07,2.91
2.1575640591954344e-07,4.243594080456591e-09,4.999325178091809e-08,6.7482190819475485e-12,1.4574965770046127e-07,2.92
2.1574227197709565e-07,4.2577280229043815e-09,4.9993251993634895e-08,6.748006365142744e-12,1.457355239707303e-07,2.93
2.1572814086046902e-07,4.271859139531005e-09,4.999325220633701e-08,6.7477936630244704e-12,1.457213930668058e-07,2.94
2.1571401256909855e-07,4.285987430901483e-09,4.9993252419024443e-08,6.747580975595457e-12,1.4570726498812275e-07,2.95
2.1569988710241933e-07,4.30011289758072e-09,4.999325263169718e-08,6.747368302858434e-12,1.4569313973411624e-07,2.96
2.1568576445986653e-07,4.3142355401335125e-09,4.999325284435522e-08,6.747155644816126e-12,1.456790173042215e-07,2.97
2.156716446408755e-07,4.328355359124539e-09,4.999325305699857e-08,6.7469430014712615e-12,1.456648976978738e-07,2.98
2.1565752764488167e-07,4.342472355118369e-09,4.999325326962721e-08,6.7467303728265665e-12,1.4565078091450863e-07,2.99
2.156434134713206e-07,4.356586528679456e-09,4.999325348224115e-08,6.746517758884763e-12,1.4563666695356148e-07,3.0
2.156293021196279e-07,4.370697880372144e-09,4.9993253694840384e-08,6.746305159648578e-12,1.4562255581446803e-07,3.0100000000000002
2.156151935892394e-07,4.384806410760661e-09,4.9993253907424915e-08,6.746092575120734e-12,1.4560844749666404e-07,3.02
2.1560108787959093e-07,4.3989121204091235e-09,4.999325411999473e-08,6.745880005303952e-12,1.455943419995854e-07,3.0300000000000002
2.1558698499011852e-07,4.413015009881535e-09,4.999325433254983e-08,6.7456674502009516e-12,1.455802393226681e-07,3.04
2.1557288492025828e-07,4.4271150797417885e-09,4.999325454509022e-08,6.745454909814454e-12,1.4556613946534822e-07,3.0500000000000003
2.155587876694464e-07,4.441212330553659e-09,4.9993254757615886e-08,6.7452423841471775e-12,1.4555204242706202e-07,3.06
2.1554469323711924e-07,4.4553067628808145e-09,4.999325497012683e-08,6.745029873201841e-12,1.4553794820724581e-07,3.0700000000000003
2.1553060162271325e-07,4.4693983772868055e-09,4.999325518262305e-08,6.744817376981162e-12,1.4552385680533604e-07,3.08
2.1551651282566497e-07,4.483487174335073e-09,4.999325539510454e-08,6.744604895487854e-12,1.4550976822076925e-07,3.09
2.155024268454111e-07,4.4975731545889445e-09,4.99932556075713e-08,6.7443924287246334e-12,1.4549568245298214e-07,3.1
2.154883436813884e-07,4.511656318611634e-09,4.999325582002333e-08,6.7441799766942146e-12,1.4548159950141148e-07,3.11
2.1547426333303378e-07,4.525736666966244e-09,4.9993256032460624e-08,6.7439675393993115e-12,1.4546751936549418e-07,3.12
2.1546018579978427e-07,4.539814200215764e-09,4.999325624488318e-08,6.743755116842635e-12,1.454534420446672e-07,3.13
2.1544611108107695e-07,4.553888918923072e-09,4.9993256457291e-08,6.7435427090268965e-12,1.4543936753836773e-07,3.14
2.1543203917634909e-07,4.567960823650929e-09,4.999325666968407e-08,6.743330315954807e-12,1.4542529584603295e-07,3.15
2.1541797008503803e-07,4.58202991496199e-09,4.99932568820624e-08,6.7431179376290746e-12,1.4541122696710022e-07,3.16
2.1540390380658123e-07,4.596096193418792e-09,4.999325709442597e-08,6.7429055740524075e-12,1.4539716090100698e-07,3.17
2.1538984034041627e-07,4.610159659583763e-09,4.9993257306774795e-08,6.742693225227512e-12,1.4538309764719083e-07,3.18
2.153757796859808e-07,4.624220314019217e-09,4.999325751910887e-08,6.7424808911570974e-12,1.4536903720508945e-07,3.19
2.1536172184271267e-07,4.638278157287357e-09,4.999325773142818e-08,6.742268571843869e-12,1.4535497957414063e-07,3.2
2.1534766681004975e-07,4.6523331899502705e-09,4.999325794373273e-08,6.742056267290529e-12,1.4534092475378226e-07,3.21
2.153336145874301e-07,4.666385412569936e-09,4.999325815602252e-08,6.7418439774997816e-12,1.4532687274345239e-07,3.22
2.153195651742918e-07,4.680434825708216e-09,4.999325836829755e-08,6.74163170247433e-12,1.4531282354258913e-07,3.23
2.1530551857007317e-07,4.694481429926865e-09,4.9993258580557804e-08,6.7414194422168745e-12,1.4529877715063075e-07,3.24
2.152914747742125e-07,4.708525225787523e-09,4.999325879280329e-08,6.741207196730117e-12,1.4528473356701559e-07,3.25
2.152774337861483e-07,4.722566213851717e-09,4.9993259005034006e-08,6.740994966016757e-12,1.452706927911821e-07,3.2600000000000002
2.1526339560531917e-07,4.7366043946808615e-09,4.9993259217249945e-08,6.740782750079493e-12,1.452566548225689e-07,3.27
2.1524936023116377e-07,4.750639768836261e-09,4.99932594294511e-08,6.740570548921021e-12,1.4524261966061465e-07,3.2800000000000002
2.1523532766312092e-07,4.7646723368791046e-09,4.999325964163748e-08,6.740358362544039e-12,1.4522858730475819e-07,3.29
2.1522129790062955e-07,4.778702099370473e-09,4.9993259853809075e-08,6.740146190951243e-12,1.452145577544384e-07,3.3000000000000003
2.1520727094312868e-07,4.7927290568713306e-09,4.999326006596588e-08,6.739934034145327e-12,1.4520053100909435e-07,3.31
2.1519324679005747e-07,4.8067532099425335e-09,4.9993260278107896e-08,6.739721892128988e-12,1.4518650706816516e-07,3.3200000000000003
2.1517922544085518e-07,4.820774559144822e-09,4.999326049023512e-08,6.7395097649049154e-12,1.451724859310901e-07,3.33
2.1516520689496118e-07,4.834793105038828e-09,4.999326070234755e-08,6.7392976524758e-12,1.4515846759730853e-07,3.34
2.1515119115181493e-07,4.8488088481850685e-09,4.999326091444518e-08,6.739085554844335e-12,1.451444520662599e-07,3.35
2.1513717821085605e-07,4.862821789143949e-09,4.999326112652801e-08,6.73887347201321e-12,1.4513043933738387e-07,3.36
2.1512316807152424e-07,4.876831928475764e-09,4.999326133859604e-08,6.7386614039851125e-12,1.4511642941012007e-07,3.37
2.1510916073325932e-07,4.8908392667406944e-09,4.999326155064926e-08,6.738449350762733e-12,1.4510242228390836e-07,3.38
2.150951561955012e-07,4.90484380449881e-09,4.999326176268767e-08,6.738237312348758e-12,1.4508841795818867e-07,3.39
2.1508115445768993e-07,4.918845542310069e-09,4.9993261974711276e-08,6.738025288745873e-12,1.4507441643240102e-07,3.4
2.150671555192657e-07,4.932844480734316e-09,4.999326218672006e-08,6.737813279956762e-12,1.4506041770598556e-07,3.41
2.1505315937966874e-07,4.9468406203312855e-09,4.999326239871403e-08,6.73760128598411e-12,1.4504642177838257e-07,3.42
2.1503916603833943e-07,4.9608339616606e-09,4.9993262610693186e-08,6.737389306830602e-12,1.4503242864903242e-07,3.43
2.1502517549471826e-07,4.974824505281768e-09,4.999326282265752e-08,6.737177342498917e-12,1.4501843831737558e-07,3.44
2.1501118774824583e-07,4.9888122517541884e-09,4.9993263034607024e-08,6.736965392991737e-12,1.4500445078285266e-07,3.45
2.1499720279836288e-07,5.002797201637147e-09,4.99932632465417e-08,6.736753458311744e-12,1.449904660449044e-07,3.46
2.1498322064451022e-07,5.0167793554898186e-09,4.999326345846155e-08,6.736541538461617e-12,1.4497648410297157e-07,3.47
2.1496924128612876e-07,5.030758713871264e-09,4.999326367036657e-08,6.7363296334440326e-12,1.4496250495649515e-07,3.48
2.149552647226596e-07,5.044735277340437e-09,4.999326388225675e-08,6.736117743261669e-12,1.4494852860491617e-07,3.49
2.1494129095354386e-07,5.058709046456174e-09,4.9993264094132096e-08,6.735905867917205e-12,1.4493455504767577e-07,3.5
2.1492731997822283e-07,5.072680021777203e-09,4.99932643059926e-08,6.735694007413312e-12,1.4492058428421524e-07,3.5100000000000002
2.149133517961379e-07,5.086648203862139e-09,4.999326451783826e-08,6.735482161752666e-12,1.4490661631397597e-07,3.52
2.1489938640673055e-07,5.1006135932694875e-09,4.9993264729669076e-08,6.73527033093794e-12,1.4489265113639944e-07,3.5300000000000002
2.148854238094424e-07,5.114576190557638e-09,4.999326494148504e-08,6.735058514971809e-12,1.4487868875092726e-07,3.54
2.1487146400371517e-07,5.128535996284872e-09,4.999326515328616e-08,6.734846713856943e-12,1.4486472915700115e-07,3.5500000000000003
2.1485750698899068e-07,5.142493011009359e-09,4.999326536507242e-08,6.734634927596012e-12,1.4485077235406292e-07,3.56
2.1484355276471088e-07,5.156447235289156e-09,4.999326557684383e-08,6.734423156191686e-12,1.4483681834155454e-07,3.5700000000000003
2.1482960133031782e-07,5.170398669682208e-09,4.999326578860037e-08,6.734211399646633e-12,1.4482286711891802e-07,3.58
2.1481565268525367e-07,5.184347314746349e-09,4.999326600034205e-08,6.733999657963521e-12,1.4480891868559556e-07,3.59
2.1480170682896072e-07,5.198293171039302e-09,4.999326621206887e-08,6.733787931145018e-12,1.4479497304102943e-07,3.6
2.1478776376088135e-07,5.212236239118677e-09,4.999326642378082e-08,6.733576219193788e-12,1.44781030184662e-07,3.61
2.1477382348045806e-07,5.226176519541975e-09,4.99932666354779e-08,6.733364522112496e-12,1.4476709011593578e-07,3.62
2.1475988598713345e-07,5.240114012866582e-09,4.999326684716011e-08,6.7331528399038065e-12,1.4475315283429338e-07,3.63
2.1474595128035024e-07,5.254048719649776e-09,4.999326705882744e-08,6.732941172570383e-12,1.4473921833917752e-07,3.64
2.147320193595513e-07,5.26798064044872e-09,4.99932672704799e-08,6.732729520114885e-12,1.4472528663003102e-07,3.65
2.1471809022417956e-07,5.28190977582047e-09,4.9993267482117474e-08,6.732517882539975e-12,1.4471135770629684e-07,3.66
2.1470416387367806e-07,5.295836126321967e-09,4.9993267693740166e-08,6.7323062598483145e-12,1.4469743156741804e-07,3.67
2.1469024030748998e-07,5.309759692510043e-09,4.9993267905347975e-08,6.732094652042561e-12,1.4468350821283777e-07,3.68
2.146763195250586e-07,5.3236804749414155e-09,4.9993268116940895e-08,6.731883059125372e-12,1.4466958764199933e-07,3.69
2.1466240152582733e-07,5.337598474172695e-09,4.999326832851892e-08,6.731671481099405e-12,1.4465566985434608e-07,3.7
2.1464848630923965e-07,5.351513690760376e-09,4.999326854008205e-08,6.731459917967314e-12,1.4464175484932154e-07,3.71
2.1463457387473919e-07,5.365426125260847e-09,4.999326875163029e-08,6.731248369731757e-12,1.446278426263693e-07,3.72
2.1462066422176966e-07,5.379335778230379e-09,4.999326896316363e-08,6.731036836395387e-12,1.446139331849331e-07,3.73
2.146067573497749e-07,5.393242650225137e-09,4.999326917468206e-08,6.730825317960857e-12,1.4460002652445678e-07,3.74
2.1459285325819887e-07,5.407146741801173e-09,4.9993269386185594e-08,6.730613814430819e-12,1.4458612264438427e-07,3.75
2.145789519464856e-07,5.421048053514428e-09,4.9993269597674216e-08,6.7304023258079254e-12,1.4457222154415965e-07,3.7600000000000002
2.145650534140793e-07,5.43494658592073e-09,4.999326980914793e-08,6.730190852094826e-12,1.4455832322322706e-07,3.77
2.1455115766042424e-07,5.448842339575799e-09,4.9993270020606726e-08,6.729979393294169e-12,1.4454442768103078e-07,3.7800000000000002
2.145372646849648e-07,5.46273531503524e-09,4.9993270232050615e-08,6.729767949408602e-12,1.4453053491701522e-07,3.79
2.1452337448714548e-07,5.476625512854552e-09,4.999327044347958e-08,6.729556520440773e-12,1.4451664493062488e-07,3.8000000000000003
2.1450948706641093e-07,5.4905129335891176e-09,4.999327065489363e-08,6.729345106393331e-12,1.4450275772130438e-07,3.81
2.1449560242220583e-07,5.5043975777942126e-09,4.999327086629275e-08,6.7291337072689205e-12,1.444888732884984e-07,3.8200000000000003
2.1448172055397505e-07,5.518279446024998e-09,4.999327107767695e-08,6.728922323070183e-12,1.4447499163165181e-07,3.83
2.1446784146116353e-07,5.532158538836528e-09,4.999327128904622e-08,6.728710953799763e-12,1.4446111275020956e-07,3.84
2.144539651432163e-07,5.546034856783743e-09,4.999327150040056e-08,6.7284995994603055e-12,1.444472366436167e-07,3.85
2.1444009159957856e-07,5.559908400421472e-09,4.999327171173997e-08,6.72828826005445e-12,1.4443336331131836e-07,3.86
2.144262208296956e-07,5.573779170304435e-09,4.999327192306444e-08,6.728076935584837e-12,1.4441949275275988e-07,3.87
2.144123528330128e-07,5.587647166987239e-09,4.9993272134373966e-08,6.727865626054105e-12,1.444056249673866e-07,3.88
2.1439848760897567e-07,5.6015123910243835e-09,4.999327234566856e-08,6.727654331464894e-12,1.4439175995464405e-07,3.89
2.143846251570298e-07,5.6153748429702524e-09,4.99932725569482e-08,6.727443051819843e-12,1.4437789771397783e-07,3.9
2.1437076547662094e-07,5.6292345233791224e-09,4.99932727682129e-08,6.727231787121587e-12,1.4436403824483367e-07,3.91
2.1435690856719492e-07,5.643091432805157e-09,4.999327297946265e-08,6.727020537372761e-12,1.443501815466574e-07,3.92
2.1434305442819767e-07,5.656945571802413e-09,4.9993273190697445e-08,6.7268093025760025e-12,1.4433632761889494e-07,3.93
2.1432920305907526e-07,5.670796940924829e-09,4.9993273401917286e-08,6.726598082733943e-12,1.4432247646099238e-07,3.94
2.1431535445927385e-07,5.684645540726241e-09,4.999327361312217e-08,6.7263868778492145e-12,1.4430862807239585e-07,3.95
2.1430150862823973e-07,5.6984913717603685e-09,4.9993273824312096e-08,6.726175687924448e-12,1.4429478245255164e-07,3.96
2.1428766556541926e-07,5.712334434580823e-09,4.999327403548706e-08,6.725964512962278e-12,1.4428093960090615e-07,3.97
2.14273825270259e-07,5.726174729741104e-09,4.999327424664706e-08,6.725753352965333e-12,1.4426709951690587e-07,3.98
2.142599877422055e-07,5.7400122577946025e-09,4.999327445779209e-08,6.725542207936241e-12,1.442532621999974e-07,3.99
2.1424615298070551e-07,5.7538470192945956e-09,4.9993274668922146e-08,6.72533107787763e-12,1.4423942764962748e-07,4.0
2.1423232098520586e-07,5.767679014794251e-09,4.999327488003723e-08,6.725119962792128e-12,1.442255958652429e-07,4.01
2.1421849175515348e-07,5.781508244846629e-09,4.9993275091137345e-08,6.72490886268236e-12,1.4421176684629065e-07,4.0200000000000005
2.1420466528999545e-07,5.795334710004673e-09,4.9993275302222475e-08,6.724697777550951e-12,1.4419794059221772e-07,4.03
2.141908415891789e-07,5.8091584108212216e-09,4.9993275513292624e-08,6.7244867074005255e-12,1.4418411710247134e-07,4.04
2.1417702065215112e-07,5.822979347848999e-09,4.999327572434779e-08,6.724275652233706e-12,1.4417029637649872e-07,4.05
2.141632024783595e-07,5.836797521640623e-09,4.999327593538797e-08,6.724064612053115e-12,1.4415647841374727e-07,4.0600000000000005
2.1414938706725153e-07,5.850612932748595e-09,4.999327614641316e-08,6.723853586861373e-12,1.441426632136645e-07,4.07
2.1413557441827482e-07,5.864425581725312e-09,4.999327635742336e-08,6.723642576661101e-12,1.44128850775698e-07,4.08
2.1412176453087709e-07,5.8782354691230554e-09,4.9993276568418564e-08,6.723431581454919e-12,1.4411504109929546e-07,4.09
2.1410795740450615e-07,5.892042595494001e-09,4.9993276779398774e-08,6.723220601245444e-12,1.4410123418390473e-07,4.1
2.1409415303860994e-07,5.905846961390211e-09,4.999327699036398e-08,6.723009636035293e-12,1.4408743002897372e-07,4.11
2.1408035143263653e-07,5.919648567363637e-09,4.999327720131419e-08,6.7227986858270806e-12,1.440736286339505e-07,4.12
2.1406655258603403e-07,5.933447413966121e-09,4.9993277412249396e-08,6.722587750623427e-12,1.4405982999828322e-07,4.13
2.1405275649825075e-07,5.947243501749396e-09,4.999327762316959e-08,6.722376830426942e-12,1.4404603412142014e-07,4.14
2.1403896316873505e-07,5.961036831265084e-09,4.999327783407478e-08,6.722165925240241e-12,1.4403224100280964e-07,4.15
2.1402517259693543e-07,5.974827403064694e-09,4.9993278044964955e-08,6.721955035065936e-12,1.440184506419002e-07,4.16
2.140113847823005e-07,5.988615217699629e-09,4.9993278255840113e-08,6.721744159906638e-12,1.4400466303814043e-07,4.17
2.1399759972427896e-07,6.002400275721179e-09,4.999327846670026e-08,6.721533299764958e-12,1.4399087819097903e-07,4.18
2.139838174223196e-07,6.016182577680524e-09,4.999327867754538e-08,6.721322454643506e-12,1.439770960998648e-07,4.19
2.139700378758714e-07,6.029962124128734e-09,4.999327888837548e-08,6.721111624544889e-12,1.439633167642467e-07,4.2
2.1395626108438336e-07,6.043738915616769e-09,4.999327909919055e-08,6.720900809471715e-12,1.4394954018357376e-07,4.21
2.1394248704730466e-07,6.0575129526954795e-09,4.9993279309990596e-08,6.7206900094265896e-12,1.439357663572951e-07,4.22
2.1392871576408453e-07,6.071284235915606e-09,4.999327952077561e-08,6.72047922441212e-12,1.4392199528485998e-07,4.23
2.1391494723417236e-07,6.085052765827776e-09,4.999327973154559e-08,6.720268454430911e-12,1.439082269657178e-07,4.24
2.1390118145701763e-07,6.09881854298251e-09,4.999327994230054e-08,6.720057699485565e-12,1.43894461399318e-07,4.25
2.1388741843206991e-07,6.1125815679302164e-09,4.9993280153040443e-08,6.7198469595786846e-12,1.438806985851102e-07,4.26
2.1387365815877892e-07,6.126341841221197e-09,4.999328036376531e-08,6.719636234712872e-12,1.438669385225441e-07,4.2700000000000005
2.1385990063659449e-07,6.140099363405637e-09,4.999328057447513e-08,6.71942552489073e-12,1.4385318121106947e-07,4.28
2.138461458649665e-07,6.153854135033619e-09,4.99932807851699e-08,6.719214830114855e-12,1.4383942665013628e-07,4.29
2.1383239384334502e-07,6.167606156655111e-09,4.999328099584963e-08,6.719004150387845e-12,1.4382567483919452e-07,4.3
2.1381864457118015e-07,6.1813554288199735e-09,4.9993281206514305e-08,6.718793485712302e-12,1.4381192577769434e-07,4.3100000000000005
2.1380489804792216e-07,6.195101952077953e-09,4.999328141716393e-08,6.7185828360908205e-12,1.4379817946508598e-07,4.32
2.1379115427302142e-07,6.20884572697869e-09,4.999328162779849e-08,6.718372201525996e-12,1.437844359008198e-07,4.33
2.137774132459284e-07,6.222586754071715e-09,4.9993281838418e-08,6.718161582020424e-12,1.437706950843463e-07,4.34
2.1376367496609366e-07,6.236325033906448e-09,4.999328204902244e-08,6.7179509775766985e-12,1.43756957015116e-07,4.3500000000000005
2.1374993943296791e-07,6.250060567032196e-09,4.999328225961182e-08,6.717740388197411e-12,1.4374322169257964e-07,4.36
2.1373620664600194e-07,6.263793353998161e-09,4.999328247018613e-08,6.717529813885155e-12,1.43729489116188e-07,4.37
2.1372247660464668e-07,6.277523395353432e-09,4.999328268074537e-08,6.717319254642521e-12,1.4371575928539196e-07,4.38
2.1370874930835312e-07,6.291250691646991e-09,4.999328289128954e-08,6.7171087104720996e-12,1.4370203219964258e-07,4.39
2.136950247565724e-07,6.304975243427707e-09,4.999328310181863e-08,6.716898181376478e-12,1.4368830785839096e-07,4.4
2.1368130294875578e-07,6.31869705124434e-09,4.999328331233265e-08,6.716687667358245e-12,1.4367458626108835e-07,4.41
2.1366758388435457e-07,6.332416115645542e-09,4.999328352283159e-08,6.71647716841999e-12,1.436608674071861e-07,4.42
2.1365386756282026e-07,6.346132437179854e-09,4.999328373331544e-08,6.7162666845642965e-12,1.4364715129613564e-07,4.43
2.136401539836044e-07,6.359846016395708e-09,4.999328394378421e-08,6.7160562157937514e-12,1.4363343792738855e-07,4.44
2.136264431461587e-07,6.373556853841425e-09,4.999328415423789e-08,6.715845762110937e-12,1.4361972730039653e-07,4.45
2.1361273504993488e-07,6.387264950065218e-09,4.9993284364676484e-08,6.715635323518438e-12,1.4360601941461134e-07,4.46
2.135990296943849e-07,6.400970305615188e-09,4.999328457509998e-08,6.715424900018835e-12,1.4359231426948486e-07,4.47
2.1358532707896077e-07,6.414672921039332e-09,4.9993284785508386e-08,6.7152144916147116e-12,1.4357861186446913e-07,4.48
