Time,CycE,E2F,miR449,Myc,CycD,RE,RB,S,PRB,ksE1,JM,JE,ksE2,kP1,JCD,kP2,JCE,kdE,kRE,ksmiR,kdmiR,ksM,JS,kdM1,kdM2,ksCD1,ksCD2,kdCD1,kdCD2,ksCE,kdCE1,kdCE2,ksR,kP,JP,kdR,kdP,kdRE,compartment,reaction,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.55,3.0,0.0,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.0,0.0,0.0,0.0,0.3,118.80000000000001,1.2444444444444445,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.38571428571428573,0.0,0.0,0.3111111111111111,0.0,0.18,0.0,0.033,0.0,0.0,0.0,0.0
1.0,0.12295365284849392,0.5609651997013533,0.8224526283549985,0.4611238649800094,0.16952268428551978,0.6684873706025702,0.023452384103295008,3.0,0.018327429368169258,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.23814195987477063,0.0022636517312006462,1.2841322885592237,0.9313724371726415,0.14024129992533832,2.368074839755991,1.1046268930065604,0.01644905256709997,0.3723492632012628,0.12796831058900915,0.06787117363502557,0.8571428571428571,0.3227867054860066,0.38571428571428573,0.022636517312006464,0.2542840264282797,0.2761567232516401,0.1844304792727409,0.18,2.3291469503952875,0.0014071430461977004,0.07585205264763639,0.05501497919520496,0.0010996457620901555,0.020054621118077105
2.0,0.12235441893853367,0.504256346833516,1.1777098825833068,0.4993251243938663,0.1641088371110976,0.8116725950547308,0.02852820279360335,3.0,0.024942403718126775,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.23707438446044254,0.002306972758184789,1.3845848396838765,1.032303174605625,0.126064086708379,2.5893949180370632,1.0790248944219456,0.023554197651666137,0.5433889232329391,0.1782778561237644,0.09676997000297893,0.8571428571428571,0.34952758707570636,0.38571428571428573,0.02306972758184789,0.24616325566664643,0.2697562236054864,0.18353162840780052,0.18,2.569733156012831,0.0017116921676162008,0.08884410931346629,0.06623939065390913,0.0014965442230876064,0.02435017785164192
3.0,0.11213342432146481,0.44594002112376213,1.349856581568308,0.44476763738287756,0.15129073939407955,0.9577969814974866,0.03227049019012787,3.0,0.025195980519676336,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.223830744367626,0.002243402008252989,1.3890237704413906,1.0295143805054374,0.11148500528094053,2.5903265538707605,1.0476155442556052,0.026997131631366158,0.6056541931887711,0.1906306036183426,0.10265613542506921,0.8571428571428571,0.3113373461680143,0.38571428571428573,0.022434020082529885,0.22693610909111933,0.2619038860639013,0.16820013648219723,0.18,2.5771559289313113,0.001936229411407672,0.09228478115391683,0.06839948409922723,0.00151175883118058,0.028733909444924596
4.0,0.10446754728152846,0.38972766181080526,1.438197586217305,0.39266671395802305,0.14451927787647748,1.0973287455864456,0.03716002445450243,3.0,0.02631441224904361,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.20899574811977079,0.002170761743026662,1.4150062792392062,1.0228547883170787,0.09743191545270131,2.6068120998274034,1.0109148838222546,0.028763951724346103,0.624396859814763,0.195249894410964,0.10265965214409459,0.8571428571428571,0.2748666997706161,0.38571428571428573,0.021707617430266623,0.21677891681471623,0.25272872095556365,0.1567013209222927,0.18,2.608658056941343,0.0022296014672701456,0.10099264044772038,0.0730037791226458,0.0015788647349426167,0.03291986236759337
5.0,0.09844393430580732,0.33581130884117083,1.4754048326191445,0.36126409496465794,0.1414188792783598,1.2298751349333332,0.04360655945830025,3.0,0.028345693695906164,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.19537419191805458,0.002119828666961041,1.4562223114040365,1.0136995448559358,0.08395282721029271,2.6358436450353855,0.9677334055871956,0.02950809665238289,0.6255210919117836,0.19657658440438988,0.09983000150232328,0.8571428571428571,0.25288486647526054,0.38571428571428573,0.021198286669610406,0.2121283189175397,0.2419333513967989,0.14766590145871097,0.18,2.6611722848074746,0.0026163935674980146,0.11519456019727027,0.08018876810729855,0.0017007416217543697,0.036896254047999996
6.0,0.09314711680408047,0.28544875285461224,1.4731565202720212,0.34858595477643634,0.1406887545726961,1.3552151591677004,0.051950822538248946,3.0,0.031227681952824264,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.18332467953226114,0.0020974474998964265,1.5084039761055381,0.9986830985659312,0.07136218821365306,2.6692735505965994,0.9177388874733673,0.029463130405440425,0.617973692080134,0.19539808943407885,0.09480774917282242,0.8571428571428571,0.24401016834350542,0.38571428571428573,0.020974474998964262,0.21103313185904415,0.22943472186834182,0.1397206752061207,0.18,2.7268002881851605,0.0031170493522949365,0.13535678384553645,0.08961692918086112,0.0018736609171694557,0.04065645477503101
7.0,0.0881713616745151,0.23992435531988685,1.4372324332523077,0.3503941801294081,0.14183303127564184,1.472608665786419,0.06264429866961706,3.0,0.03528911769710821,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.17234496463770507,0.002100708965312857,1.5713233722185302,0.9768226774357347,0.05998108882997171,2.7053807350993773,0.8614340008904552,0.028744648665046155,0.603841411554307,0.1919765411808183,0.08798694532495682,0.8571428571428571,0.24527592609058566,0.38571428571428573,0.02100708965312857,0.21274954691346276,0.2153585002226138,0.13225704251177264,0.18,2.805107058150999,0.0037586579201770234,0.16275528603849718,0.10117780788207689,0.0021173470618264926,0.04417825997359257
8.0,0.08334672452244327,0.20018642045767834,1.3727706505809423,0.36402454498509584,0.14461992095807746,1.5808513517904823,0.07616362598645554,3.0,0.041266936250440096,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.16193551795472585,0.0021245554236849766,1.6455223349508923,0.948340282846901,0.050046605114419586,2.74444625795507,0.80031940780131,0.027455413011618846,0.5833054662334589,0.18647968075021784,0.07982400711044929,0.8571428571428571,0.25481718148956706,0.38571428571428573,0.021245554236849762,0.2169298814371162,0.2000798519503275,0.12502008678366489,0.18,2.897793029329094,0.004569817559187332,0.1990295480468062,0.11470384441499051,0.002476016175026406,0.047425540553714465
9.0,0.07868093751570593,0.1670967804202526,1.2862866479474204,0.38806823561990944,0.14886728524113182,1.678328168256395,0.09267641027684269,3.0,0.05057596120335066,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.15202218921685234,0.002163674846032206,1.730830963417067,0.9147973825295502,0.04177419510506315,2.7874673600700284,0.7377416203290232,0.025725732958948408,0.5566212129901834,0.1791485285085225,0.07093793913633432,0.8571428571428571,0.2716477649339366,0.38571428571428573,0.02163674846032206,0.22330092786169775,0.1844354050822558,0.1180214062735589,0.18,3.005704849170289,0.005560584616610561,0.245228128500233,0.12961060601304777,0.0030345576722010394,0.05034984504769185
