CycE_1_task1,E2F_2_task1,_1_task1,miR449_3_task1
0.0,1.2,0.0,0.0
0.12295365284849392,0.5609651997013533,1.0,0.8224526283549985
0.12235441893853367,0.504256346833516,2.0,1.1777098825833068
0.11213342432146481,0.44594002112376213,3.0,1.349856581568308
0.10446754728152846,0.38972766181080526,4.0,1.438197586217305
0.09844393430580732,0.33581130884117083,5.0,1.4754048326191445
0.09314711680408047,0.28544875285461224,6.0,1.4731565202720212
0.0881713616745151,0.23992435531988685,7.0,1.4372324332523077
0.08334672452244327,0.20018642045767834,8.0,1.3727706505809423
0.07868093751570593,0.1670967804202526,9.0,1.2862866479474204
0.0744511420021477,0.14177578020523335,10.0,1.1871127627164566
0.07134361574209054,0.12581429335979727,11.0,1.0886844891081575
0.07043888611223098,0.12123492571612556,12.0,1.0084743661295799
0.07271032675127817,0.12993509112927873,13.0,0.9642410929760837
0.0779977357695885,0.15192014522429365,14.0,0.9657495102231656
0.08437684966124483,0.18177947294952815,15.0,1.0067947902087202
0.08918532379501626,0.20745871110420974,16.0,1.0665246993316988
0.09096216767472419,0.21794192980361443,17.0,1.1214087147366143
0.08997876090089446,0.21224591382440466,18.0,1.1560366768706303
0.08747798812129079,0.19850487612504344,19.0,1.1661977684306912
0.08503115370257008,0.1870650368872929,20.0,1.1582973555105025
0.08406581909082196,0.18521525746271617,21.0,1.1465489750753224
0.08523574963322597,0.19548274939232882,22.0,1.1461715791464773
0.08799577847967698,0.21532920801362881,23.0,1.1650166195126315
0.09091584703750342,0.23712605561719302,24.0,1.199591943310407
0.09264151246294226,0.2512042664788931,25.0,1.238471695222679
0.09263290430895235,0.25198560337005815,26.0,1.2693902251060243
0.09116871924034342,0.241378120016676,27.0,1.2843992246404008
0.08904556480057338,0.22679656545113852,28.0,1.2821836638199253
0.08733515393203059,0.21680192158023479,29.0,1.2688743120539963
0.08703214221537313,0.21753288437954899,30.0,1.2563969819487182
0.08848671012681741,0.2307577938183472,31.0,1.2568209329611224
0.09104067242250942,0.25266524314530225,32.0,1.275189328524681
0.09339072760891008,0.274090043655893,33.0,1.3065813761302971
0.09446166190012764,0.28489424719545026,34.0,1.33983008883524
0.09392200504569534,0.28042763398908815,35.0,1.36368001302274
0.09209173460676781,0.2640351036303248,36.0,1.3708622716232068
0.08972613260648728,0.24446825162226316,37.0,1.3602946677721004
0.08789290583056358,0.23145643494239806,38.0,1.3385884555099572
0.08765795135574223,0.23208725756019752,39.0,1.3190461449497168
0.08941174852244294,0.24853413898295512,40.0,1.3155286944555922
0.09236516893138208,0.2760474558107671,41.0,1.3337201927568163
0.09497984024707962,0.3026480494030065,42.0,1.367434622661415
0.09605645667712519,0.3149750943185824,43.0,1.403386785765909
0.09527968035155031,0.3070466289300082,44.0,1.4284438402743171
0.09299909665355725,0.28325443472346845,45.0,1.4336893605115568
0.08998737083765221,0.25484414239187564,46.0,1.4166000488139634
0.08745170026285796,0.23448476519639236,47.0,1.3837236920685112
0.0868301133438118,0.23193263116120857,48.0,1.3514575638897244
0.0888950301073254,0.25143858350150894,49.0,1.3393592913280203
0.09277615760066081,0.28858627865298814,50.0,1.3572111914452931
0.09634980140839937,0.3274162621637659,51.0,1.397825593488102
0.09793375219419419,0.3475803862699174,52.0,1.4436222659719113
0.09713494516092547,0.3387135650391848,53.0,1.4773845881602667
0.09435469374735667,0.3057094571429747,54.0,1.4868435136403042
0.09034725058493598,0.2634967940997104,55.0,1.4660270622929223
0.08642016641011926,0.22959074057247644,56.0,1.419190579546912
0.08462185111669755,0.21827758286302382,57.0,1.365842840522595
0.08669639870606399,0.23792174943527963,58.0,1.33589570411533
0.09205993921399604,0.28778215179819017,59.0,1.3496783040376428
0.09754308961703044,0.34865983092631514,60.0,1.400742192170651
0.10031851083067274,0.3874166083353503,61.0,1.4639526101968146
0.09981585831329598,0.38336337724271813,62.0,1.5151260187522744
0.09663603589444145,0.340491496308322,63.0,1.537421377756655
0.09147918907704675,0.2787742776525732,64.0,1.5196316420688494
0.08544818005226261,0.22293204847937098,65.0,1.4593581594848963
0.08111916411164424,0.19411717241149729,66.0,1.3749306879406236
0.08204733814498892,0.20587241104554527,67.0,1.3101707688288056
0.08917511451893889,0.26595991504409106,68.0,1.3080172969353978
0.09805018897574008,0.35992896577444694,69.0,1.3702603509045876
0.10317950186684055,0.435419863311596,70.0,1.4590315619653178
0.10347383024429471,0.44867399051899115,71.0,1.5375246202420203
0.10017579833344026,0.3990498716815527,72.0,1.5836938322172627
0.09413749325946301,0.31325121394136757,73.0,1.581484089507904
0.0858101630104781,0.22581468077970646,74.0,1.5177650090891832
