Time,c1,h1,c2,h2,Phi1_c1,r2,R1,Phi_minus1_c1,k1,R3,Phi2_c1,k2,r4,Phi3_c1,k3,R5,Phi1_c2,Phi_minus1_c2,Phi2_c2,Phi3_c2,compartment,Jreceptor_Cell1,Jpump_Cell1,Jleak_Cell1,Inactivated_to_S_Cell1,Open_to_Inactivated_Cell1,Jreceptor_Cell2,Jpump_Cell2,Jleak_Cell2,Inactivated_to_S_Cell2,Open_to_Inactivated_Cell2,diffusion
0.0,0.3,0.8,0.1,0.1,4.761904761904762,100.0,6.0,0.874751491053678,44.0,50.0,0.6461232604373758,26.5,20.0,0.8421052631578947,1.6,1.6,1.639344262295082,0.8782435129740519,0.5688622754491017,0.9411764705882353,1.0,1.5058036840454758,0.8823529411764706,0.2,0.1684210526315789,0.3111486757183586,3.807113437526335e-05,0.28301886792452835,0.2,0.8470588235294118,0.019425248382026694,-0.002
0.01,0.3084139244296433,0.7985537979831356,0.09920796740944444,0.10823208079297875,4.888929739300956,100.0,6.0,0.8746051916105768,44.0,50.0,0.6493601356159875,26.5,20.0,0.8383925413236454,1.6,1.6,1.626571317776883,0.8782573973748826,0.5685550830807229,0.9416151705310719,1.0,1.5588294615800815,0.8951046147081908,0.2,0.16889099324891538,0.3154247497288364,5.117308482197397e-05,0.2795938455421196,0.2,0.8397022013182585,0.02090467587684766,-0.002092059570201989
0.02,0.3172385861968518,0.7970689012854572,0.0984505089549879,0.11637624657413903,5.021792067344381,100.0,6.0,0.874451802926844,44.0,50.0,0.6527538602435765,26.5,20.0,0.8345335898824439,1.6,1.6,1.6143528394700064,0.8782706760987566,0.5682612913150075,0.9420351029153261,1.0,1.6135420835089405,0.9077577697288641,0.2,0.16935281830903604,0.31981955541106244,6.70498318810507e-05,0.27632006904797624,0.2,0.8324045934969577,0.02235414117615683,-0.0021878807724186387
0.03,0.3264916770243085,0.795544036149977,0.0977262091699047,0.12443338244330605,5.160706655317615,100.0,6.0,0.8742910251398955,44.0,50.0,0.6563110687798126,26.5,20.0,0.8305252595076803,1.6,1.6,1.6026664008453138,0.8782833739058246,0.5679803523336308,0.9424370027145381,1.0,1.6698830030843665,0.9202813607381862,0.2,0.16980584243443322,0.3243334426947131,8.596189647001591e-05,0.2731914614269178,0.2,0.8251663787270369,0.02377498775913469,-0.002287654678544038
0.04,0.33619051223656554,0.7939779212484764,0.09703371767689525,0.132404363790044,5.30587758665571,100.0,6.0,0.8741225657373445,44.0,50.0,0.6600382330612546,26.5,20.0,0.826364962480774,1.6,1.6,1.5914905865711244,0.8782955144203372,0.5677117434500423,0.942821573510203,1.0,1.727773002349483,0.9326439664692315,0.2,0.1702494273777138,0.3289661832546584,0.00010816211373772529,0.27020218320956874,0.2,0.8179878829020564,0.025168490059079684,-0.0023915679455967028
0.05,0.3463518283101585,0.7923692746827968,0.09637174417943861,0.1402900568213076,5.457494914875866,100.0,6.0,0.8739461431097864,44.0,50.0,0.6639415836959786,26.5,20.0,0.822050760159398,1.6,1.6,1.580804915176807,0.8783071202179875,0.5674549651770276,0.9431894898567442,1.0,1.7871107671799327,0.9448142236279692,0.2,0.17068299557945404,0.33371692260823477,0.00013389515840564277,0.26734661938351206,0.2,0.8108693827314815,0.026535856558723488,-0.0024998008413071988
0.06,0.35699151918327576,0.790716821583336,0.0957390580140403,0.14809131841415726,5.615730618894089,100.0,6.0,0.8737614911573578,44.0,50.0,0.6680270081434584,26.5,20.0,0.8175814684509919,1.6,1.6,1.5705898350122547,0.8783182128333352,0.5672095410624582,0.9435413971497686,1.0,1.8477714475216183,0.9567612379999575,0.2,0.1711060483319871,0.3385841130324465,0.00016339731707211796,0.2646193847623241,0.2,0.8038111076675234,0.02787823341781274,-0.0026125246116923545
0.07,0.3681244642540215,0.7890192990505006,0.09513448896863409,0.15580899584945557,5.780736012940736,100.0,6.0,0.8735683622928337,44.0,50.0,0.6722999842710532,26.5,20.0,0.8129567154211704,1.6,1.6,1.5608267404240972,0.8783288127450615,0.5669750180155159,0.9438779108160813,1.0,1.909606334849905,0.9684551340355229,0.2,0.17151817766116123,0.343565506620101,0.00019689645887212,0.26201533368168217,0.2,0.7968132413273458,0.029196708375577526,-0.0027298997528538743
0.08,0.37976415887393716,0.7872754694252855,0.09455691921099124,0.16344392766966667,5.952636326621948,100.0,6.0,0.8733665338576183,44.0,50.0,0.6767654384001948,26.5,20.0,0.8081770714093836,1.6,1.6,1.5514978441325753,0.8783389395171242,0.5667509631836264,0.9441996204795421,1.0,1.972441751792888,0.9798673972857129,0.2,0.17191908813680865,0.34865806101137803,0.00023461211411400534,0.2595295304321341,0.2,0.7898759260041571,0.0304923128727414,-0.002852072396629459
0.09,0.39192251170092,0.7854841271553792,0.0940052826781531,0.17099694355530642,6.131527892953565,100.0,6.0,0.873155811624041,44.0,50.0,0.6814276678180927,26.5,20.0,0.8032440973990229,1.6,1.6,1.542586169811134,0.8783486118091384,0.5665369637228136,0.9445070900076921,1.0,2.0360796635034615,0.9909714001359721,0.2,0.17230860866084102,0.35385794156326605,0.00027675567657450004,0.2571572510537504,0.2,0.78299926445006,0.031766025283092865,-0.002979172290227669
