Vthresh,a,b,c,d,i,u,v,Time
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.120731374127562,-62.08371867252836,0.69
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12075253518854,-62.08494215471605,0.7
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.120773992210033,-62.08616583066678,0.71
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.120795744957327,-62.08738969628573,0.72
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12081779319572,-62.08861374747809,0.73
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12084013669049,-62.08983798014904,0.74
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12086277520693,-62.09106239020377,0.75
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12088570851033,-62.09228697354745,0.76
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.120908936365975,-62.09351172608528,0.77
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.120932458539155,-62.09473664372244,0.78
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.120956274795162,-62.095961722364116,0.79
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.120980384899276,-62.09718695791549,0.8
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121004788616794,-62.09841234628174,0.81
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121029485713002,-62.099637883368054,0.82
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121054475953187,-62.10086356507962,0.83
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121079759102635,-62.10208938732162,0.84
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12110533492664,-62.103315345999235,0.85
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121131203190487,-62.10454143701766,0.86
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121157363659467,-62.10576765628206,0.87
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121183816098867,-62.106993999697636,0.88
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121210560273973,-62.108220463169566,0.89
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121237595950078,-62.10944704260304,0.9
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12126492289247,-62.11067373390323,0.91
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12129254086643,-62.11190053297533,0.92
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121320449637256,-62.11312743572452,0.93
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121348648970233,-62.11435443805598,0.94
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12137713863065,-62.11558153587491,0.95
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121405918383793,-62.11680872508648,0.96
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121434987994952,-62.118036001595875,0.97
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121464347229416,-62.119263361308285,0.98
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121493995852475,-62.12049080012889,0.99
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121523933629415,-62.12171831396288,1.0
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121554160325523,-62.12294589871543,1.01
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121584675706092,-62.12417355029173,1.02
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12161547953641,-62.12540126459697,1.03
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12164657158176,-62.12662903753631,1.04
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121677951607435,-62.12785686501496,1.05
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121709619378723,-62.1290847429381,1.06
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12174157466091,-62.13031266721091,1.07
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12177381721929,-62.13154063373857,1.08
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121806346819145,-62.13276863842626,1.09
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12183916322577,-62.133996677179184,1.1
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121872266204445,-62.13522474590251,1.11
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121905655520465,-62.136452840501434,1.12
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121939330939117,-62.13768095688112,1.13
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.121973292225693,-62.138909090946775,1.14
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122007539145475,-62.14013723860357,1.15
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122042071463753,-62.14136539575669,1.16
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122076888945816,-62.142593558311326,1.17
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122111991356956,-62.14382172217265,1.18
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122147378462458,-62.14504988324586,1.19
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122183050027612,-62.14627803743613,1.2
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122219005817705,-62.147506180648655,1.21
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122255245598026,-62.148734308788605,1.22
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122291769133863,-62.149962417761174,1.23
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122328576190505,-62.15119050347155,1.24
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12236566653324,-62.1524185618249,1.25
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12240303992736,-62.153646588726424,1.26
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12244069613815,-62.1548745800813,1.27
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122478634930896,-62.156102531794716,1.28
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12251685607089,-62.15733043977185,1.29
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122555359323425,-62.15855829991789,1.3
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122594144453778,-62.15978610813802,1.31
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12263321122725,-62.16101386033743,1.32
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122672559409118,-62.16224155242129,1.33
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12271218876468,-62.1634691802948,1.34
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122752099059216,-62.16469673986313,1.35
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122792290058023,-62.165924227031475,1.36
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122832761526382,-62.16715163770501,1.37
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12287351322959,-62.16837896778893,1.38
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.122914544932925,-62.16960621318841,1.39
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12295585640168,-62.17083336980864,1.4
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12299744740115,-62.1720604335548,1.41
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123039317696612,-62.17328740033207,1.42
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123081467053364,-62.17451426604565,1.43
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123123895236688,-62.17574102660071,1.44
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123166601247004,-62.176967679252805,1.45
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123209582334916,-62.17819422434675,1.46
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123252838007875,-62.17942065824293,1.47
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.1232963679627,-62.180646976967424,1.48
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123340171896213,-62.18187317654628,1.49
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123384249505243,-62.183099253005565,1.5
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12342860048661,-62.184325202371326,1.51
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123473224537133,-62.18555102066963,1.52
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12351812135364,-62.186776703926526,1.53
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12356329063295,-62.188002248168075,1.54
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123608732071894,-62.189227649420346,1.55
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12365444536729,-62.190452903709385,1.56
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12370043021596,-62.191678007061256,1.57
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12374668631473,-62.19290295550202,1.58
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12379321336042,-62.19412774505773,1.59
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123840011049854,-62.195352371754446,1.6
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123887079079857,-62.19657683161822,1.61
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12393441714725,-62.19780112067513,1.62
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.123982024948862,-62.199025234951215,1.63
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12402990218151,-62.200249170472546,1.64
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.124078048542017,-62.20147292326517,1.65
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12412646372721,-62.202696489355155,1.66
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12417514743391,-62.20391986476855,1.67
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12422409935894,-62.20514304553142,1.68
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.124273319199126,-62.20636602766983,1.69
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.124322806651286,-62.207588807209824,1.7
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.124372561412248,-62.20881138017747,1.71
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12442258317883,-62.210033742598824,1.72
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12447287164786,-62.21125589049994,1.73
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.124523426516163,-62.21247781990689,1.74
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.124574247480556,-62.213699526845716,1.75
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.124625334237862,-62.21492100734248,1.76
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12467668648491,-62.21614225742325,1.77
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.124728303918523,-62.217363273114074,1.78
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12478018623552,-62.21858405044102,1.79
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.124832333132723,-62.21980458543014,1.8
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12488474430696,-62.22102487410749,1.81
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12493741945505,-62.222244912499136,1.82
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12499035827382,-62.22346469663113,1.83
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125043560460092,-62.22468422252953,1.84
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125097025710687,-62.2259034862204,1.85
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12515075372243,-62.2271224837298,1.86
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125204744192146,-62.22834121108378,1.87
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125258996816655,-62.229559664308404,1.88
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12531351129278,-62.230777839429734,1.89
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125368287317347,-62.23199573247382,1.9
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125423324587178,-62.23321333946672,1.91
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125478622799093,-62.2344306564345,1.92
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125534181649922,-62.235647679403215,1.93
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125590000836482,-62.236864404398915,1.94
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.1256460800556,-62.238080827447675,1.95
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125702419004096,-62.23929694457554,1.96
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125759017378794,-62.24051275180858,1.97
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12581587487652,-62.241728245172844,1.98
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.125872991194093,-62.242943420694395,1.99
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12593036602834,-62.24415827439929,2.0
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12598799907608,-62.24537280231359,2.01
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126045890034142,-62.24658700046334,2.02
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126104038599344,-62.24780086487462,2.03
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126162444468513,-62.249014391573475,2.04
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12622110733847,-62.250227576585964,2.05
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126280026906034,-62.25144041593814,2.06
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12633920286804,-62.252652905656085,2.07
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126398634921298,-62.25386504176583,2.08
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126458322762637,-62.255076820293446,2.09
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126518266088883,-62.25628823726499,2.1
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126578464596854,-62.257499288706526,2.11
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126638917983378,-62.258709970644105,2.12
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126699625945275,-62.25992027910378,2.13
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12676058817937,-62.261130210111624,2.14
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12682180438248,-62.26233975969369,2.15
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.126883274251437,-62.26354892387603,2.16
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12694499748306,-62.26475769868471,2.17
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.127006973774172,-62.26596608014579,2.18
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.1270692028216,-62.267174064285314,2.19
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.127131684322162,-62.26838164712935,2.2
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12719441797268,-62.269588824703966,2.21
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.127257403469983,-62.27079559303521,2.22
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12732064051089,-62.27200194814914,2.23
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12738412879223,-62.273207886071816,2.24
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12744786801082,-62.274413402829296,2.25
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12751185786348,-62.275618494447635,2.26
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.127576098047044,-62.2768231569529,2.27
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.127640588258327,-62.27802738637114,2.28
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.127705328194157,-62.27923117872843,2.29
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.127770317551352,-62.28043453005081,2.3
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12783555602674,-62.28163743636434,2.31
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12790104331714,-62.28283989369509,2.32
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12796677911938,-62.28404189806911,2.33
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12803276313028,-62.285243445512464,2.34
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12809899504666,-62.286444532051206,2.35
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12816547456535,-62.287645153711395,2.36
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12823220138317,-62.288845306519086,2.37
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.128299175196943,-62.29004498650034,2.38
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12836639570349,-62.29124418968122,2.39
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.128433862599643,-62.292442912087786,2.4
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.128501575582213,-62.29364114974609,2.41
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12856953434803,-62.29483889868219,2.42
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12863773859392,-62.29603615492214,2.43
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.128706188016697,-62.297232914492014,2.44
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.128774881581677,-62.298429177219006,2.45
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.128843816580677,-62.29962495162621,2.46
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.128912992463917,-62.30082023502108,2.47
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.128982408862743,-62.30201502376991,2.48
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.129052065408498,-62.30320931423903,2.49
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12912196173253,-62.304403102794716,2.5
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12919209746618,-62.30559638580329,2.51
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.129262472240793,-62.30678915963106,2.52
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.129333085687712,-62.307981420644325,2.53
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12940393743828,-62.309173165209394,2.54
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.129475027123842,-62.31036438969257,2.55
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.129546354375744,-62.31155509046017,2.56
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.129617918825325,-62.31274526387849,2.57
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.129689720103933,-62.31393490631383,2.58
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12976175784291,-62.315124014132515,2.59
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.1298340316736,-62.316312583700835,2.6
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.12990654122735,-62.31750061138511,2.61
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.129979286135498,-62.31868809355162,2.62
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13005226602939,-62.3198750265667,2.63
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.130125480540375,-62.321061406796645,2.64
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13019892929979,-62.32224723060775,2.65
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13027261193898,-62.323432494366344,2.66
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.130346528089294,-62.32461719443871,2.67
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13042067738207,-62.32580132719117,2.68
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.130495059448656,-62.32698488899002,2.69
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.130569673920395,-62.328167876201576,2.7
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13064452042863,-62.329350285192135,2.71
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.130719598604703,-62.330532112328,2.72
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13079490807996,-62.331713353975495,2.73
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.130870448485744,-62.33289400650091,2.74
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.1309462194534,-62.33407406627055,2.75
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.131022220614273,-62.33525352965073,2.76
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.131098451599705,-62.336432393007755,2.77
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13117491204104,-62.33761065270792,2.78
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13125160156962,-62.338788305117546,2.79
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.131328519816794,-62.33996534660293,2.8
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.1314056664139,-62.34114177353038,2.81
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13148304099229,-62.342317582266205,2.82
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.1315606431833,-62.343492769176706,2.83
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.131638472618274,-62.3446673306282,2.84
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13171652892856,-62.34584126298697,2.85
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.1317948117455,-62.34701456261934,2.86
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13187332070044,-62.34818722589162,2.87
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.13195205542472,-62.34935924917011,2.88
30.0,0.1,0.26,-60.0,-1.0,0.0,-16.132031015549686,-62.350530628821105,2.89
