Time,species_1,species_2,species_3,species_4,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9
0.0,0.1,0.1,0.1,0.1,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.1,0.1,0.1,0.1,0.056999999999999995,0.25,0.9999996837723341,3.1622766601686964e-07,0.15000000000000002
0.01,0.10108275436609712,0.1014800092965353,0.10895490744610678,0.09900501317688967,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.10108275436609712,0.1014800092965353,0.10895490744610678,0.09900501317688967,0.06210429724428086,0.2475125329422242,0.9999996520850523,3.3915700415432253e-07,0.1485075197653345
0.02,0.10219033120516635,0.10292087314690739,0.11782109791184542,0.09801988397121433,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.10219033120516635,0.10292087314690739,0.11782109791184542,0.09801988397121433,0.06715802580975189,0.24504970992803582,0.9999996186951432,3.6405213776663767e-07,0.1470298259568215
0.03,0.10332226763616598,0.1043230443604561,0.12659911058261827,0.09704455248900723,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.10332226763616598,0.1043230443604561,0.12659911058261827,0.09704455248900723,0.0721614930320924,0.24261138122251807,0.9999995836376431,3.910752843081162e-07,0.14556682873351084
0.04,0.10447799578750014,0.10568712129834815,0.13528977933243996,0.0960789260953034,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.10447799578750014,0.10568712129834815,0.13528977933243996,0.0960789260953034,0.07711517421949077,0.2401973152382585,0.9999995469530091,4.203985711043711e-07,0.1441183891429551
0.05,0.10565693896148931,0.10701371362162905,0.14389395904007982,0.09512290982323982,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.10565693896148931,0.10701371362162905,0.14389395904007982,0.09512290982323982,0.0820195566528455,0.23780727455809952,0.9999995086894202,4.522066681301619e-07,0.14268436473485974
0.06,0.10685853795358884,0.1083034139096896,0.15241248432905954,0.09417641095796875,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.10685853795358884,0.1083034139096896,0.15241248432905954,0.09417641095796875,0.08687511606756393,0.23544102739492187,0.9999994689031545,4.866982330853301e-07,0.14126461643695312
0.07,0.10808225299239245,0.1095567953139904,0.16084616550350023,0.09323933948815215,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.10808225299239245,0.1095567953139904,0.16084616550350023,0.09323933948815215,0.09168231433699513,0.23309834872038038,0.9999994276583756,5.24086896295612e-07,0.13985900923222822
0.08,0.10932749847018446,0.11077448080734954,0.16919588630300147,0.09231159724697986,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.10932749847018446,0.11077448080734954,0.16919588630300147,0.09231159724697986,0.09644165519271083,0.23077899311744965,0.9999993850243307,5.646000690565477e-07,0.1384673958704698
0.09,0.1105937042467775,0.11195707831722151,0.17746251279082179,0.09139308803371879,0.57,2.5,1.0,6.5,6.5,1.5,1.0,0.1105937042467775,0.11195707831722151,0.17746251279082179,0.09139308803371879,0.1011536322907684,0.228482720084297,0.9999993410767521,6.084814821757663e-07,0.13708963205057817
