s118,s119,s120,s122,s126,s135,s136,s137,s138,s139,s140,species_1,species_10,species_100,species_101,species_102,species_103,species_104,species_105,species_106,species_107,species_108,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_2,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_3,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_4,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_5,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_6,species_60,species_61,species_62,species_63,species_64,species_65,species_66,species_67,species_68,species_7,species_74,species_75,species_76,species_78,species_79,species_8,species_80,species_81,species_82,species_83,species_84,species_85,species_86,species_87,species_88,species_9,species_90,species_91,species_92,species_94,species_95,species_96,species_97,species_98,species_99,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,50.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,34.0,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,12.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,0.0,0.0,40493.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.485253131281235e-24,6.91955289549807e-54,1.6633147185241386e-58,7.792518877726423e-64,4.349340366151451e-68,7.792207094087379e-63,1.040596801424737e-26,1.3093194153961565e-27,0.0,0.0,11.99040623728671,0.0,0.0,5.70872679008549e-106,1.3466650497096836e-60,9.275194438446067e-66,5.1683087331875105e-71,4.142660891951295e-108,3.7509936184168438e-112,1.693096618798734e-118,11.857742833949613,100.0,1000.0,1.3092323780531619e-27,0.0,2.6693082578020693e-57,0.0,0.0,0.0,3.467636140539726e-34,1.0477304554805682e-80,8.0,50.0,8.669057938062154e-32,1.6281044553377128e-61,1.6281854954888305e-62,60.0,1.1304367853920357e-66,3.841233807422272e-66,2.5738979703373843e-70,1.0322704760630823e-73,6.333339663728081e-72,0.0,8.576773327199525e-70,9.588933219118084e-76,84.87029830349836,0.0,0.0,33.87029830349837,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.12970169650162183,0.0,67.0,11.857742833949613,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.009593762713293411,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,1.0257959743188481e-25,0.0,40493.0,0.0,0.0,0.14225573786663512,0.1,0.0,1.4281840698521537e-06,1.6754863549994768e-16,1.4520592192522679e-21,1.8119396883954114e-23,1000.0,1.040527600874352e-26,5.502859790417975e-53,2.2339711753135445e-56,2.274579472281126e-25,0.0,6.892484995402372e-31,2.7570043095646842e-33,1.3461131950837099e-61,1.0342212548235921e-68,1.5468405902658582e-64,1.680723395524667e-73,3.865543152451196e-69,4.308818738754908e-75,4.697417873034178e-80,0.01
5.902386010807842e-22,6.1201063308496826e-49,8.500781841028766e-53,1.0798889785282513e-57,1.6449964185051204e-61,1.079771003020787e-56,2.926554822205393e-24,3.7095085422641714e-25,0.0,0.0,11.980824938372312,0.0,0.0,9.155576997961774e-98,8.56829444738386e-56,1.305296204807621e-60,1.6574303747337554e-65,1.8548835278648957e-99,4.705673616869051e-103,5.972001315124447e-109,11.718889423121114,100.0,1000.0,3.7089807640239634e-25,0.0,1.12000350848171e-53,0.0,0.0,0.0,2.1027192852334e-31,4.1092018033468935e-75,8.0,50.0,5.25675520922829e-29,1.438784200305235e-57,1.4389425466814344e-58,60.0,2.20790213908727e-62,3.47892027635473e-61,5.3027218741745804e-65,1.0449603679208847e-66,2.8145895511253453e-67,0.0,6.3619911896406085e-65,1.6173978970022227e-70,84.74128973845512,0.0,0.0,33.74128973845513,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.25871026154486537,0.0,67.0,11.718889423121114,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.019175061627689168,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,2.8390045817620214e-23,0.0,40493.0,0.0,0.0,0.28110491015562394,0.1,0.0,5.666723244319575e-06,5.370315558000759e-15,9.370597908925309e-20,2.4099736525782933e-21,1000.0,2.9261382219487e-24,4.825973803872949e-48,6.735491378209217e-52,3.039336643059278e-23,0.0,4.149404811855471e-28,1.6597755074267775e-30,8.560528558485811e-57,3.357804320844113e-63,2.2037220267164576e-59,1.0951956672403028e-66,5.441553242388343e-64,1.3826077658470105e-69,3.5114642556265766e-74,0.02
9.025512524026387e-21,9.863370690992681e-47,2.3003015675091007e-50,3.2248646088880892e-55,5.425236219808386e-59,3.2244754941156927e-54,6.441426284961056e-23,8.208231741150547e-24,0.0,0.0,11.971256087053954,0.0,0.0,2.085468353902478e-94,2.5406295621363925e-53,4.2726540706372906e-58,5.989023324904781e-63,4.3489621692958955e-96,1.1362028793806795e-99,1.4855586726439362e-105,11.583320607668126,100.0,1000.0,8.206608830193378e-24,0.0,2.981452176926266e-51,0.0,0.0,0.0,6.465852323148737e-30,1.6319336774525841e-72,8.0,50.0,1.616445104846143e-27,4.191694539431858e-55,4.192201754106327e-56,60.0,7.071831124334088e-60,1.1404011720365598e-58,1.9180277511934296e-62,3.8048449490765534e-64,9.931671126813134e-65,0.0,2.076119793739407e-62,5.825071312863922e-68,84.61296910685289,0.0,0.0,33.6129691068529,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.3870308931470961,0.0,67.0,11.583320607668126,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.028743912946046595,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,6.176550451745583e-22,0.0,40493.0,0.0,0.0,0.4166667442406931,0.1,0.0,1.2648087514756379e-05,3.9629510727222965e-14,1.0016362406030228e-18,3.716297865060266e-20,1000.0,6.44015127809034e-23,7.750478424619818e-46,1.8111743534367563e-49,4.704065728330331e-22,0.0,1.2699271057545967e-26,5.079764960772032e-29,2.538087558269529e-54,1.213480432991209e-60,7.21444436181929e-57,4.005061432971354e-64,1.78129123087636e-61,4.9964947666557884e-67,1.3994482231450863e-71,0.03
6.030617332950611e-20,5.934382115678633e-45,2.3074084649955864e-48,3.5647852578071404e-53,6.534533504166768e-57,3.5643165512022365e-52,5.531603534705937e-22,7.082256909161972e-23,0.0,0.0,11.961699667159726,0.0,0.0,2.577829840514961e-91,2.788599567996847e-51,5.109070426468322e-56,7.735645808284572e-61,5.528249984649273e-93,1.483066286267764e-96,1.988323975516804e-102,11.450922616828386,100.0,1000.0,7.080503493819707e-23,0.0,2.9543052797695727e-49,0.0,0.0,0.0,6.985814121340799e-29,2.258074683310739e-70,8.0,50.0,1.746429528143725e-26,4.56544882018188e-53,4.5660495684688147e-54,60.0,8.375403650371783e-58,1.3688749515460054e-56,2.4861445723425364e-60,4.95096618509152e-62,1.2684840351708457e-62,0.0,2.4792861141179252e-60,7.51254463992732e-66,84.4853312646446,0.0,0.0,33.48533126464462,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.5146687353553825,0.0,67.0,11.450922616828386,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.03830033284027607,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,5.2495109725216655e-21,0.0,40493.0,0.0,0.0,0.5490550761030674,0.1,0.0,2.2307059913568764e-05,1.6205842110371473e-13,5.258245025529539e-18,2.5019963388635706e-19,1000.0,5.530231732034852e-22,4.640952749478069e-44,1.8041882853093672e-47,3.177559090512704e-21,0.0,1.3663372468865216e-25,5.465424199163689e-28,2.7855599621054697e-52,1.567565589081439e-58,8.627815993458184e-55,5.228497300633202e-62,2.130095190698269e-59,6.454191694003849e-65,1.9398406371019656e-69,0.04
2.7745312631227997e-19,2.3541734532139754e-43,1.5117139526379125e-46,4.166899084526973e-51,1.3805826478220632e-54,4.1659081292791416e-50,3.2994852221265737e-21,4.253648881418686e-22,0.0,0.0,11.952155662539255,0.0,0.0,1.0042614183094664e-88,3.23943807237279e-49,1.0711771088060106e-53,2.9614813993667475e-58,4.423063753738558e-90,2.44764105582347e-93,6.784397592991009e-99,11.321587033192927,100.0,1000.0,4.252279947162923e-22,0.0,1.9444101001862055e-47,0.0,0.0,0.0,5.454020585179867e-28,1.5975037782686645e-67,8.0,50.0,1.3634802351772047e-25,5.35843731598447e-51,5.359711969594232e-52,60.0,1.7758265231576515e-55,2.895254672577558e-54,9.605238183403328e-58,1.9132485226568272e-59,4.9097327571496187e-60,0.0,5.209041315019676e-58,2.8834806877021616e-63,84.35837112038114,0.0,0.0,33.35837112038115,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.6416288796188434,0.0,67.0,11.321587033192927,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.047844337460745026,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,3.0845135954138537e-20,0.0,40493.0,0.0,0.0,0.6783783860660789,0.1,0.0,3.4580734134974e-05,4.86397084345537e-13,1.9455681401302484e-17,1.162190403369954e-18,1000.0,3.2984217459024397e-21,1.8309578836175813e-42,1.1755156655129533e-45,1.4823081675424126e-20,0.0,1.059239189885255e-24,4.237034248683956e-27,3.233065682666199e-50,6.00395568898501e-56,1.809756706723544e-52,2.1091192405796858e-59,4.4682780222548036e-57,2.4734211410797382e-62,1.3703207799326422e-66,0.05
9.595108827204492e-19,2.931010529735211e-42,2.572822908656747e-45,7.719754330137328e-50,2.761647404908049e-53,7.717771849927633e-49,1.3898153537763964e-20,1.8021319607689056e-21,0.0,0.0,11.94262405706339,0.0,0.0,4.1609528648329295e-86,5.972950597986227e-48,2.1329556192650525e-52,6.327734660626721e-57,1.8435253567997024e-87,1.0249101812084437e-90,2.852185660957933e-96,11.195210344121037,100.0,1000.0,1.8014384770924572e-21,0.0,3.325952660823892e-46,0.0,0.0,0.0,2.762942915342062e-27,3.647976223191218e-66,8.0,50.0,6.907207335327706e-25,9.97313413304924e-50,9.975695117122173e-51,60.0,3.5675202656122233e-54,5.796947818581753e-53,2.0628921062732236e-56,4.106162629352071e-58,1.0577423594534594e-58,0.0,1.0386351942698711e-56,6.169257556890689e-62,84.23208363312148,0.0,0.0,33.2320836331215,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.7679163668785014,0.0,67.0,11.195210344121037,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.05737594293660874,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,1.2828870890518964e-19,0.0,40493.0,0.0,0.0,0.8047402475370723,0.1,0.0,4.940834481879022e-05,1.1939830077521558e-12,5.662519253983184e-17,4.054631209521938e-18,1000.0,1.3892794613779856e-20,2.2686699315534343e-41,1.9903770126643392e-44,5.191818749629112e-20,0.0,5.3375732270127715e-24,2.1350757098100702e-26,5.960261892503199e-49,1.2829893050968337e-54,3.604055978917914e-51,4.5528787153013335e-58,8.898084888328729e-56,5.285702135109246e-61,3.1257460079821216e-65,0.06
2.6941480959081776e-18,2.4124923702682764e-41,2.856272663003246e-44,8.89223241874525e-49,3.3042040530903494e-52,8.889860304097175e-48,4.55003690495193e-20,5.92923750880524e-21,0.0,0.0,11.933104834623988,0.0,0.0,2.144332710222696e-84,6.843649922289365e-47,2.5390148264622468e-51,7.828272058330721e-56,9.6807635485534e-86,5.482369961809614e-89,1.553550875822762e-94,11.071693706586698,100.0,1000.0,5.926632450939562e-21,0.0,3.713040632218798e-45,0.0,0.0,0.0,1.0378970730449005e-26,4.695956852884801e-65,8.0,50.0,2.594678894947707e-24,1.1548414595166751e-48,1.1551494172093838e-49,60.0,4.289657938147618e-53,6.943150316161604e-52,2.5669697845503125e-55,5.104978790471452e-57,1.3210746206335707e-57,0.0,1.238215882387044e-55,7.643368715418371e-61,84.10646381176639,0.0,0.0,33.1064638117664,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.893536188233594,0.0,67.0,11.071693706586698,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.06689516537601131,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,4.1544077913193206e-19,0.0,40493.0,0.0,0.0,0.9282395622503501,0.1,0.0,6.673118366093475e-05,2.5446722653195966e-12,1.386680742795297e-16,1.1474462177668464e-17,1000.0,4.548032653086886e-20,1.8575392862347955e-40,2.197280521429939e-43,1.4744630961879528e-19,0.0,1.9962666019476622e-23,7.985263096710014e-26,6.828545729013653e-48,1.5873823798011216e-53,4.290600086120851e-50,5.679211083411749e-57,1.0592552779379556e-54,6.539744729750464e-60,4.018507289322279e-64,0.07
6.541225472397815e-18,1.55062860617343e-40,2.3485363753690566e-43,7.582606918167253e-48,2.9182919152575455e-51,7.580511727344011e-47,1.2603124619254794e-19,1.650072110382073e-20,0.0,0.0,11.923597979133696,0.0,0.0,5.236468842569869e-83,5.8092062053738284e-46,2.2325184980634228e-50,7.123236655217782e-55,2.410742403995726e-84,1.3916830260845755e-87,4.018364972780243e-93,10.950942617535759,100.0,1000.0,1.649260972586009e-20,0.0,3.0674414967338114e-44,0.0,0.0,0.0,3.2317126197191734e-26,4.4235257614503036e-64,8.0,50.0,8.079060834439367e-24,9.892208423278698e-48,9.894940329998858e-49,60.0,3.805148331764171e-52,6.137926126906416e-51,2.3478533828954484e-54,4.665520400859594e-56,1.212272525713922e-56,0.0,1.090182715777857e-54,6.964072487910113e-60,83.98150671402105,0.0,0.0,32.98150671402107,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.018493285978929,0.0,67.0,10.950942617535759,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0764020208663048,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,1.1388752270810888e-18,0.0,40493.0,0.0,0.0,1.048970890024336,0.1,0.0,8.649247980477033e-05,4.890988622349353e-12,2.9988804858362434e-16,2.806886946064219e-17,1000.0,1.259690973838694e-19,1.1881708422643332e-39,1.798156222708883e-42,3.6190875800977753e-19,0.0,6.190119710932569e-23,2.4761156921249065e-25,5.795925400020968e-47,1.4445398471539296e-52,3.772995640680432e-49,5.2057456874435205e-56,9.314285220959295e-54,5.951257542686192e-59,3.7809539165467505e-63,0.08
1.426537020198857e-17,8.171069256145504e-40,1.529393100677254e-42,5.16098720090658e-47,2.066902781645505e-50,5.159503167369301e-46,3.094732685363262e-19,4.0706031178717537e-20,0.0,0.0,11.914103474525907,0.0,0.0,7.973879490744125e-82,3.938024573961368e-45,1.5749980551633432e-49,5.2126127335716457e-54,3.7313274389370336e-83,2.1885848175487274e-86,6.418058128089959e-92,10.832866652764984,100.0,1000.0,4.0683904104581786e-20,0.0,2.006033534297923e-43,0.0,0.0,0.0,8.815831159244634e-26,3.352646598231561e-63,8.0,50.0,2.20389158241585e-23,6.759995309200142e-47,6.761937744714585e-48,60.0,2.705351369639555e-51,4.350829170830245e-50,1.7259172001349775e-53,3.427293476970373e-55,8.937043660779358e-56,0.0,7.700115947552676e-54,5.102098842280072e-59,83.85720744571782,0.0,0.0,32.85720744571784,0.0,0.0,19000.0,0.0,0.8,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.1427925542821595,0.0,67.0,10.832866652764984,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0858965254740934,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,2.7681064757066277e-18,0.0,40493.0,0.0,0.0,1.1670247099813662,0.1,0.0,0.00010863730632824425,8.69051046181845e-12,5.907178014634935e-16,6.166722161671716e-17,1000.0,3.0930442233119165e-19,6.233230989574327e-39,1.1660190450375843e-41,7.977889051976684e-19,0.0,1.6817349090434935e-22,6.727142302278708e-25,3.928655296479449e-46,1.0571631158269444e-51,2.662001685548925e-48,3.836270209914154e-55,6.57136492891785e-53,4.355372064183568e-58,2.8626776732065023e-62,0.09
