_1_task1,anti_inflammatory__A_1_task1,bacterial_infection__B_2_task1,inflammation__I_3_task1,pro_inflammatory__P_4_task1
35.0,3.0,1.0,1.0,1.0
35.35,2.869233439101316,0.399992763282465,0.3182542876746346,0.9757484868714749
35.7,2.702840433896998,0.24306661182429476,0.21961166921246847,0.9402075839815732
36.05,2.5339803443272118,0.20890478916335894,0.2062678108786551,0.9043495587493328
36.4,2.3738182411046944,0.2061293549265607,0.2084867947746527,0.8709735596665958
36.75,2.2246540254224447,0.21175839342434077,0.21452356308597303,0.8406487755550144
37.1,2.0863931321824825,0.2197107763551755,0.221993712766005,0.8133658909318486
37.45,1.9583583266030737,0.2282534382973656,0.23034149371903428,0.7889690333130841
37.8,1.8397670503463273,0.2368401298949388,0.23943742984495978,0.7672719135863877
38.15,1.7298572599874438,0.2452649635851914,0.24926509977567396,0.7480896908715535
38.5,1.6279176576120464,0.2534324803064337,0.25984374202439475,0.7312471777330235
38.85,1.5332946039259958,0.26128198108597417,0.27120287472499094,0.7165803345254725
39.2,1.4453900472977812,0.2687697989556523,0.2833749544898855,0.7039359092062567
39.55,1.3636584096295825,0.2758627515270539,0.2963954923523782,0.6931705896310018
39.9,1.2876026980488362,0.28253627051231317,0.31029885165399795,0.6841501864147089
40.25,1.2167710818481325,0.28877314920542907,0.3251192276184799,0.6767488205116178
40.6,1.1507529781848467,0.2945644555494136,0.3408903861988245,0.6708482604221638
40.95,1.0891755783994206,0.2999093857090435,0.357646287941625,0.6663374617395388
41.3,1.0317007416051076,0.3048139729709565,0.37541906614260656,0.6631120568333063
41.65,0.9780218283902959,0.3092911356895787,0.39423947479521254,0.6610739106007631
42.0,0.9278606633328683,0.313359996943463,0.4141376831790692,0.6601307543716299
42.35,0.880964927199,0.31704483777858977,0.4351414670205682,0.6601958061386125
42.7,0.8371057681291714,0.3203744826924251,0.45727638054260533,0.6611874251813978
43.05,0.7960751747152902,0.32338124713471833,0.4805652165698148,0.6630286969799196
43.4,0.7576836712164047,0.3261000713583245,0.5050274822067213,0.6656470381105032
43.75,0.7217583385414046,0.3285677801689359,0.5306788294720504,0.6689738213193678
44.1,0.6881410507742791,0.33082239637460603,0.5575304389710032,0.6729440161520193
44.45,0.6566864587760735,0.3329023808023946,0.5855882997130103,0.6774957568988494
44.8,0.6272613069403762,0.3348463767885773,0.6148528672225403,0.6825701868848847
45.15,0.5997426581333536,0.33669254832625056,0.6453182530961402,0.6881110620944012
45.5,0.5740163132672575,0.33847803863527964,0.6769713124859621,0.6940643895334797
45.85,0.5499766023497479,0.3402389158642446,0.7097917669695109,0.7003784146796007
46.2,0.5275241072839976,0.34200943763953306,0.7437513111011357,0.7070031535667269
46.55,0.506565917880363,0.3438225883414202,0.7788137264347584,0.7138904861025943
46.9,0.48701441667665346,0.34570957324692314,0.8149343695080062,0.7209939902350451
47.25,0.46878718135500247,0.34770006539996207,0.8520602276253633,0.7282690588355091
47.6,0.45180639216346924,0.3498216466595824,0.8901301626390992,0.7356729701531162
47.95,0.43599833389175646,0.35209988795028413,0.929075245612428,0.7431649080317809
48.3,0.42129309492845307,0.35455811725418485,0.9688194505334242,0.7507061420446262
48.65,0.40762419507631653,0.3572177564904763,1.0092804375586397,0.7582601568212307
49.0,0.3949283252081977,0.3600981541102155,1.050369884469602,0.7657928045523649
49.35,0.3831451351140438,0.36321671324549365,1.0919943939534018,0.7732724905660585
49.7,0.3722172475044746,0.3665885247926053,1.1340563546585414,0.7806703551107317
50.05,0.3620900897682042,0.3702263785698714,1.176455366717137,0.7879603622069413
50.4,0.3527118741397984,0.37414064624488413,1.2190893929738578,0.7951194425232583
50.75,0.3440335194288612,0.37833955745497416,1.2618566625076644,0.8021274849979021
51.099999999999994,0.336008491951163,0.38282924694560316,1.304656108342412,0.8089673870064993
51.45,0.32859275827024564,0.3876137550822303,1.3473887355993748,0.8156250587489023
51.8,0.3217446946357201,0.39269480645220683,1.3899575950561396,0.8220892984643924
52.15,0.3154251324518672,0.398071541362015,1.4322690834475227,0.828351654140718
52.5,0.30959725649434855,0.40374062482981365,1.474233675837367,0.8344063198014746
52.849999999999994,0.30422664332867627,0.40969632989172244,1.5157672855517652,0.8402497613582317
53.2,0.29928104421237106,0.41593114270700937,1.556791796702394,0.8458805613116425
53.55,0.2947303663606635,0.4224355648131471,1.597235560999196,0.8512991860327259
53.9,0.29054644273843677,0.4291984047006468,1.63703271249727,0.856507721446443
54.25,0.2867030589092857,0.43620587058634813,1.6761224533619965,0.8615096538937477
54.599999999999994,0.2831758168862788,0.44344198842127996,1.7144495002311506,0.8663095921984773
54.95,0.2799421296339276,0.4508881243954286,1.7519634959722508,0.8709129623248573
55.3,0.2769810150226716,0.45852481439342063,1.788621299622447,0.875325721246896
55.65,0.27427303277043225,0.466330986798522,1.824385385630652,0.8795541830887817
56.0,0.271800090512464,0.474284920992015,1.8592241123339677,0.883604868551361
56.349999999999994,0.2695453203472079,0.4823633120577119,1.893109518282173,0.8874844310882245
56.7,0.26749301943122755,0.4905415391059777,1.926017623004783,0.8911994656573415
57.05,0.2656285926308846,0.49879283761133636,1.9579267278831776,0.8947564771208852
57.4,0.26393852286583014,0.5070897534080364,1.9888195954650514,0.8981616194856732
57.75,0.262410182126494,0.5154048549967467,2.0186831655971975,0.9014206663220407
58.099999999999994,0.26103173873776425,0.5237123198025053,2.0475102461096535,0.9045389133275192
58.45,0.25979207383396746,0.5319859522932486,2.075295581009422,0.9075214830972155
58.8,0.2586807227608163,0.5401993497046848,2.102036183560758,0.9103730955937983
59.15,0.25768783174457865,0.5483245506687876,2.1277288499604636,0.9130982349960077
59.5,0.25680426318187566,0.5563329936268148,2.1523719773392287,0.915701059408997
59.849999999999994,0.2560213429929619,0.5641985096734228,2.175968125288144,0.9181852293655395
60.2,0.2553308701533247,0.5718981908535321,2.1985251042933927,0.9205539060733623
60.55,0.25472500111394947,0.5794114092796501,2.2200536403938758,0.9228101469693576
60.9,0.2541963548775212,0.5867173074706311,2.2405648702887473,0.9249568384278601
61.25,0.2537379494663692,0.5937950689215218,2.260070010495254,0.9269968697883738
61.599999999999994,0.2533432755778241,0.6006248083253881,2.2785815201837254,0.9289330144868698
61.95,0.2530060982397561,0.6071907159128841,2.2961161390463505,0.9307678030095391
62.3,0.25272051643584575,0.613480122628659,2.3126938430221293,0.9325036054147384
62.65,0.252480895354073,0.6194834594027456,2.3283378293920456,0.9341427422171749
63.0,0.25228206120798125,0.6251906799688751,2.343070528614617,0.935687672108449
63.349999999999994,0.2521191729903708,0.6305933207585186,2.3569155164500453,0.9371409256483965
63.7,0.251987729859735,0.6356842666443211,2.369896490647407,0.9385050844859659
64.05,0.25188336362581215,0.6404615387563429,2.382041542191981,0.9397826427908541
64.4,0.2518019834229511,0.6449257745241129,2.393380555837938,0.9409761192850461
64.75,0.251739854959921,0.6490796104653114,2.4039457760291265,0.9420880756767593
65.1,0.2516935901209833,0.6529262735528175,2.413768835026481,0.9431213103164672
65.45,0.25166014295343037,0.6564700993801557,2.4228819614828527,0.9440787225523951
65.8,0.2516367619120213,0.6597160334167365,2.431316512715355,0.9449632817018532
66.15,0.2516208074922035,0.662672776476169,2.439106223471406,0.9457779531982082
66.5,0.2516098780148533,0.6653504439628746,2.4462851668159895,0.9465257170635621
66.85,0.25160179872190025,0.6677611772160423,2.4528891209179764,0.9472095166083625
67.19999999999999,0.2515948121486408,0.6699169272842598,2.4589531500569475,0.9478324833014937
67.55,0.2515874100886299,0.6718298140456811,2.4645114740205214,0.9483977512102008
67.9,0.25157834489396147,0.673510475016421,2.4695950924206413,0.9489085123425969
68.25,0.2515664001455619,0.6749707875660145,2.474234532691176,0.9493679847595061
68.6,0.25155051325919237,0.6762241480483661,2.478461010996822,0.9497792224862646
68.94999999999999,0.2515296884072514,0.6772876429460382,2.4823091608159498,0.950145007669066
69.3,0.2515032525669228,0.6781760762348987,2.485810430021839,0.950468328364148
69.65,0.25147070229544277,0.6789045890006927,2.4889959170330567,0.9507521510764932
70.0,0.25143181258184255,0.6794854287252452,2.4918928240616887,0.9509996133299686
