data_set_value_component_environment_variable_time,data_set_value_component_Cln2_variable_Cln2,data_set_value_component_Cln2_variable_ks_n2,data_set_value_component_Cln2_variable_ks_n2_,data_set_value_component_Cln2_variable_kd_n2,data_set_value_component_Clb2_T_variable_Clb2_T,data_set_value_component_Clb2_T_variable_Hct1_T,data_set_value_component_Clb2_T_variable_ks_b2,data_set_value_component_Clb2_T_variable_ks_b2_,data_set_value_component_Clb2_T_variable_kd_b2,data_set_value_component_Clb2_T_variable_kd_b2_,data_set_value_component_Clb2_T_variable_kd_b2__,data_set_value_component_Clb2_T_variable_Vd_b2,data_set_value_component_Clb2_variable_Clb2,data_set_value_component_Clb5_variable_Clb5,data_set_value_component_Sic1_variable_Sic1,data_set_value_component_Clb5_T_variable_Clb5_T,data_set_value_component_Clb5_T_variable_ks_b5,data_set_value_component_Clb5_T_variable_ks_b5_,data_set_value_component_Clb5_T_variable_kd_b5,data_set_value_component_Clb5_T_variable_kd_b5_,data_set_value_component_Clb5_T_variable_Vd_b5,data_set_value_component_Bck2_variable_Bck2,data_set_value_component_Bck2_variable_Bck2_0,data_set_value_component_Cln3_variable_Cln3,data_set_value_component_Cln3_variable_Jn3,data_set_value_component_Cln3_variable_Dn3,data_set_value_component_Cln3_variable_Cln3_max,data_set_value_component_Sic1_T_variable_Sic1_T,data_set_value_component_Sic1_T_variable_ks_c1,data_set_value_component_Sic1_T_variable_ks_c1_,data_set_value_component_Clb2_Sic1_variable_Clb2_Sic1,data_set_value_component_Clb2_Sic1_variable_kas_b2,data_set_value_component_Clb2_Sic1_variable_kdi_b2,data_set_value_component_Clb5_Sic1_variable_Clb5_Sic1,data_set_value_component_Clb5_Sic1_variable_kas_b5,data_set_value_component_Clb5_Sic1_variable_kdi_b5,data_set_value_component_Vd2_c1_variable_Vd2_c1,data_set_value_component_Vd2_c1_variable_kd2_c1,data_set_value_component_Vd2_c1_variable_epsilonc1_n3,data_set_value_component_Vd2_c1_variable_epsilonc1_k2,data_set_value_component_Vd2_c1_variable_epsilonc1_b5,data_set_value_component_Vd2_c1_variable_epsilonc1_b2,data_set_value_component_Cdc20_T_variable_Cdc20_T,data_set_value_component_Cdc20_T_variable_ks_20,data_set_value_component_Cdc20_T_variable_ks_20_,data_set_value_component_Cdc20_variable_Cdc20,data_set_value_component_Cdc20_variable_ka_20,data_set_value_component_Cdc20_variable_ki_20,data_set_value_component_Cdc20_variable_ki_20_,data_set_value_component_Cdc20_variable_Vi_20,data_set_value_component_Hct1_variable_Hct1,data_set_value_component_Hct1_variable_ka_t1,data_set_value_component_Hct1_variable_ka_t1_,data_set_value_component_Hct1_variable_ki_t1,data_set_value_component_Hct1_variable_ki_t1_,data_set_value_component_Hct1_variable_Vi_t1,data_set_value_component_Hct1_variable_Ji_t1,data_set_value_component_Hct1_variable_Ja_t1,data_set_value_component_Hct1_variable_epsiloni_t1_n2,data_set_value_component_Hct1_variable_epsiloni_t1_b5,data_set_value_component_Hct1_variable_epsiloni_t1_b2,data_set_value_component_mass_variable_mass,data_set_value_component_mass_variable_mu,data_set_value_component_ORI_variable_ORI,data_set_value_component_ORI_variable_ks_ori,data_set_value_component_ORI_variable_kd_ori,data_set_value_component_ORI_variable_epsilonori_b2,data_set_value_component_BUD_variable_BUD,data_set_value_component_BUD_variable_ks_bud,data_set_value_component_BUD_variable_kd_bud,data_set_value_component_BUD_variable_epsilonbud_b5,data_set_value_component_SPN_variable_SPN,data_set_value_component_SPN_variable_ks_spn,data_set_value_component_SPN_variable_kd_spn,data_set_value_component_SPN_variable_J_spn,data_set_value_component_SBF_variable_SBF,data_set_value_component_SBF_variable_ka_sbf,data_set_value_component_SBF_variable_ki_sbf,data_set_value_component_SBF_variable_ki_sbf_,data_set_value_component_SBF_variable_Va_sbf,data_set_value_component_SBF_variable_Ji_sbf,data_set_value_component_SBF_variable_Ja_sbf,data_set_value_component_SBF_variable_epsilonsbf_n3,data_set_value_component_SBF_variable_epsilonsbf_b5,data_set_value_component_MBF_variable_MBF,data_set_value_component_Mcm1_variable_Mcm1,data_set_value_component_Mcm1_variable_ka_mcm,data_set_value_component_Mcm1_variable_ki_mcm,data_set_value_component_Mcm1_variable_Ji_mcm,data_set_value_component_Mcm1_variable_Ja_mcm,data_set_value_component_Swi5_variable_Swi5,data_set_value_component_Swi5_variable_ka_swi,data_set_value_component_Swi5_variable_ki_swi,data_set_value_component_Swi5_variable_ki_swi_,data_set_value_component_Swi5_variable_Ji_swi,data_set_value_component_Swi5_variable_Ja_swi,data_set_value_component_parameters_variable_kd1_c1,data_set_value_component_parameters_variable_kd_20,data_set_value_component_parameters_variable_Jd2_c1
0.0,0.0078,0.0,0.05,0.1,0.2342,1.0,0.002,0.05,0.01,2.0,0.05,2.023494,0.1552,0.0407,0.023400000000000004,0.0614,0.006,0.02,0.1,0.25,0.2712,0.0017841600000000003,0.0027,0.0019841460485227,6.0,1.0,0.02,0.1231,0.02,0.1,0.079,50.0,0.05,0.0207,50.0,0.05,0.030644892291136202,0.3,20.0,2.0,1.0,0.067,0.8332,0.005,0.06,0.6848,1.0,0.1,10.0,0.1,0.9946,0.04,2.0,0.0,0.64,0.11861385347105455,0.05,0.05,1.0,0.5,1.0,0.6608,0.005776,0.0,2.0,0.06,0.4,0.0,0.3,0.06,1.0,0.0,0.08,0.06,0.2,0.0027386225148617184,1.0,0.5,6.0,0.3107729536392025,0.01,0.01,75.0,0.5,0.0027386225148617184,0.5127757249686368,1.0,0.15,1.0,1.0,0.9226507597279862,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
0.1,0.007732550037133398,0.0,0.05,0.1,0.192739102428588,1.0,0.002,0.05,0.01,2.0,0.05,2.026905760848924,0.11414354735178567,0.035609227160753584,0.028965575204512248,0.060150821038303715,0.006,0.02,0.1,0.25,0.2717289337719222,0.0017851908284958109,0.0027,0.0019851786344878223,6.0,1.0,0.02,0.1321027241588647,0.02,0.1,0.07859555507680233,50.0,0.05,0.024541593877550127,50.0,0.05,0.028279004765161406,0.3,20.0,2.0,1.0,0.067,0.8278590136328308,0.005,0.06,0.6869157350876887,1.0,0.1,10.0,0.1,0.996261293514844,0.04,2.0,0.0,0.64,0.09066616934642156,0.05,0.05,1.0,0.5,1.0,0.6611817883317818,0.005776,0.018289326058976974,2.0,0.06,0.4,0.0014333288393151788,0.3,0.06,1.0,0.003192139645161205,0.08,0.06,0.2,0.0034703093344316447,1.0,0.5,6.0,0.30831487334128266,0.01,0.01,75.0,0.5,0.0034703093344316447,0.3995598719200864,1.0,0.15,1.0,1.0,0.9263353701046121,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
0.2,0.007668507355595746,0.0,0.05,0.1,0.15850574101787668,1.0,0.002,0.05,0.01,2.0,0.05,2.028974550949014,0.08168230556559546,0.030348113629477827,0.03584748579930938,0.05893386167177175,0.006,0.02,0.1,0.25,0.2720708170906474,0.0017862222525649456,0.0027,0.001986211698579694,6.0,1.0,0.02,0.14125666929388453,0.02,0.1,0.07682343545228122,50.0,0.05,0.028585748042293926,50.0,0.05,0.02603580418040767,0.3,20.0,2.0,1.0,0.067,0.8223416338984624,0.005,0.06,0.6882832683625896,1.0,0.1,10.0,0.1,0.9972665263974293,0.04,2.0,0.0,0.64,0.06816709211808629,0.05,0.05,1.0,0.5,1.0,0.6615637972462761,0.005776,0.03251289580254193,2.0,0.06,0.4,0.0027010494521924836,0.3,0.06,1.0,0.005776989092171453,0.08,0.06,0.2,0.004404309425975996,1.0,0.5,6.0,0.30577511050618267,0.01,0.01,75.0,0.5,0.004404309425975996,0.29164381011120943,1.0,0.15,1.0,1.0,0.9290771968603305,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
0.30000000000000004,0.007608560832239833,0.0,0.05,0.1,0.1302354441785986,1.0,0.002,0.05,0.01,2.0,0.05,2.0304829714873818,0.05654137673947013,0.025065971168439456,0.044174837218872595,0.057749675438499924,0.006,0.02,0.1,0.25,0.27224291848277,0.0017872542725567088,0.0027,0.0019872452409632484,6.0,1.0,0.02,0.15055260892806152,0.02,0.1,0.07369406743912846,50.0,0.05,0.03268370427006047,50.0,0.05,0.02393466528198065,0.3,20.0,2.0,1.0,0.067,0.8166967032099152,0.005,0.06,0.6889716739310799,1.0,0.1,10.0,0.1,0.9980072300456423,0.04,2.0,0.0,0.64,0.05034890777401148,0.05,0.05,1.0,0.5,1.0,0.6619460268728551,0.005776,0.04330798101698814,2.0,0.06,0.4,0.0038012368280402843,0.3,0.06,1.0,0.0077737589828422255,0.08,0.06,0.2,0.0055693662356912236,1.0,0.5,6.0,0.3032290099304563,0.01,0.01,75.0,0.5,0.0055693662356912236,0.20106553748908884,1.0,0.15,1.0,1.0,0.9310747721359376,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
0.4,0.0075534348854333876,0.0,0.05,0.1,0.10690690847829948,1.0,0.002,0.05,0.01,2.0,0.05,2.031592726816344,0.037642005992704314,0.019966269161568413,0.0540819956055545,0.056598656432936566,0.006,0.02,0.1,0.25,0.27226163951394844,0.0017882868888154048,0.0027,0.0019882792617981976,6.0,1.0,0.02,0.15997928536251782,0.02,0.1,0.06926490248559516,50.0,0.05,0.03663238727136815,50.0,0.05,0.022015163238632326,0.3,20.0,2.0,1.0,0.067,0.8109656921704738,0.005,0.06,0.6890465580557938,1.0,0.1,10.0,0.1,0.9985630145294242,0.04,2.0,0.0,0.64,0.036586787021260864,0.05,0.05,1.0,0.5,1.0,0.6623284773390388,0.005776,0.05125043095079509,2.0,0.06,0.4,0.0047373360392788545,0.3,0.06,1.0,0.00923143935311703,0.08,0.06,0.2,0.006956320385482908,1.0,0.5,6.0,0.3007790307622378,0.01,0.01,75.0,0.5,0.006956320385482908,0.13199900746432805,1.0,0.15,1.0,1.0,0.9324725930910984,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
0.5,0.007503707403130544,0.0,0.05,0.1,0.08768296459854522,1.0,0.002,0.05,0.01,2.0,0.05,2.032384406815665,0.023983911604214037,0.015278482440915876,0.06562035506631678,0.0554809880305415,0.006,0.02,0.1,0.25,0.27214245476839727,0.0017893201016855361,0.0027,0.001989313761244243,6.0,1.0,0.02,0.16952191365027358,0.02,0.1,0.06369905299433118,50.0,0.05,0.040202505589625626,50.0,0.05,0.020326208204935404,0.3,20.0,2.0,1.0,0.067,0.8051835747536107,0.005,0.06,0.6885698190735889,1.0,0.1,10.0,0.1,0.998972822041199,0.04,2.0,0.0,0.64,0.02631435135298993,0.05,0.05,1.0,0.5,1.0,0.6627111487724208,0.005776,0.05687409548855403,2.0,0.06,0.4,0.005519353364639566,0.3,0.06,1.0,0.010226838735722641,0.08,0.06,0.2,0.008484707970097106,1.0,0.5,6.0,0.2985404883433219,0.01,0.01,75.0,0.5,0.008484707970097106,0.08282815102168585,1.0,0.15,1.0,1.0,0.9333842106812138,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
0.6000000000000001,0.00745954935280115,0.0,0.05,0.1,0.07186803551094254,1.0,0.002,0.05,0.01,2.0,0.05,2.0329180592713088,0.014587221105508717,0.011216252181802146,0.07870062374947666,0.05439655974342962,0.006,0.02,0.1,0.25,0.2718998667999465,0.0017903539115118057,0.0027,0.0019903487394610734,6.0,1.0,0.02,0.17916174571653795,0.02,0.1,0.05728081440543382,50.0,0.05,0.043180307561627475,50.0,0.05,0.018912248388275238,0.3,20.0,2.0,1.0,0.067,0.7993791447200664,0.005,0.06,0.6875994671997859,1.0,0.1,10.0,0.1,0.9992653698046832,0.04,2.0,0.0,0.64,0.01897295698475009,0.05,0.05,1.0,0.5,1.0,0.6630940413006687,0.005776,0.06067582801058406,2.0,0.06,0.4,0.00616399141063712,0.3,0.06,1.0,0.010855326325260678,0.08,0.06,0.2,0.009992685785293734,1.0,0.5,6.0,0.29662037426666815,0.01,0.01,75.0,0.5,0.009992685785293734,0.04974084275720247,1.0,0.15,1.0,1.0,0.9339053075574029,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
0.7000000000000001,0.007420527066331109,0.0,0.05,0.1,0.058880296131268314,1.0,0.002,0.05,0.01,2.0,0.05,2.0332457271619906,0.008484296609311152,0.007926873297029999,0.09306284435195916,0.053344909545509966,0.006,0.02,0.1,0.25,0.2715473701541802,0.001791388318639115,0.0027,0.0019913841966083664,6.0,1.0,0.02,0.18887688012239628,0.02,0.1,0.05039599952195716,50.0,0.05,0.04541803624847997,50.0,0.05,0.017797892641689156,0.3,20.0,2.0,1.0,0.067,0.7935751391309005,0.005,0.06,0.6861894806167206,1.0,0.1,10.0,0.1,0.999465453834751,0.04,2.0,0.0,0.64,0.013990172493290001,0.05,0.05,1.0,0.5,1.0,0.663477155051524,0.005776,0.06310865057202654,2.0,0.06,0.4,0.006693386557968229,0.3,0.06,1.0,0.011216334088747627,0.08,0.06,0.2,0.011289513714180587,1.0,0.5,6.0,0.2950919023584072,0.01,0.01,75.0,0.5,0.011289513714180587,0.02866869166706983,1.0,0.15,1.0,1.0,0.9341202730667431,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
0.8,0.00738565733710907,0.0,0.05,0.1,0.0482314822214662,1.0,0.002,0.05,0.01,2.0,0.05,2.033414789173463,0.004764024653545307,0.005451360582002525,0.10830291830991073,0.05232526704841443,0.006,0.02,0.1,0.25,0.2710974221508391,0.0017924233234125643,0.0027,0.0019924201328457864,6.0,1.0,0.02,0.19864428234424353,0.02,0.1,0.04346745756792089,50.0,0.05,0.0468739064664119,50.0,0.05,0.016976837062391996,0.3,20.0,2.0,1.0,0.067,0.7877884677059146,0.005,0.06,0.6843896886033562,1.0,0.1,10.0,0.1,0.999595630524269,0.04,2.0,0.0,0.64,0.010795380745280912,0.05,0.05,1.0,0.5,1.0,0.6638604901528016,0.005776,0.06456664228005157,2.0,0.06,0.4,0.007132389924582586,0.3,0.06,1.0,0.011398580019951043,0.08,0.06,0.2,0.012250934751203786,1.0,0.5,6.0,0.29397459684748667,0.01,0.01,75.0,0.5,0.012250934751203786,0.016004080093653218,1.0,0.15,1.0,1.0,0.9341032997767625,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
0.9,0.007353753920235343,0.0,0.05,0.1,0.03951279362768934,1.0,0.002,0.05,0.01,2.0,0.05,2.0334670997873254,0.002636351251646997,0.003720832705802639,0.12395003131389914,0.05133670919713958,0.006,0.02,0.1,0.25,0.27056142801036376,0.0017934589261774546,0.0027,0.0019934565483329873,6.0,1.0,0.02,0.20844235018127844,0.02,0.1,0.036876442376042345,50.0,0.05,0.04761587649133694,50.0,0.05,0.016412181293673896,0.3,20.0,2.0,1.0,0.067,0.7820307909467537,0.005,0.06,0.6822457120414549,1.0,0.1,10.0,0.1,0.99967578602274,0.04,2.0,0.0,0.64,0.008860145966794655,0.05,0.05,1.0,0.5,1.0,0.6642440467323906,0.005776,0.06537016862339083,2.0,0.06,0.4,0.007505206357862368,0.3,0.06,1.0,0.011471201454488388,0.08,0.06,0.2,0.012871774992701724,1.0,0.5,6.0,0.29323283086141977,0.01,0.01,75.0,0.5,0.012871774992701724,0.008826102979022199,1.0,0.15,1.0,1.0,0.9339167234131474,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05
