Time,L,R,LR,Gabg,RGabg,LRGabg,RRGSm,LRRGSm,RRGSmGabg,LRRGSmGabg,GaGTP,Gbg,Effector,GaGTPEffector,RGSc,RGSm,RGSmGaGTP,GaGTPEffectorOFF,RGSmGaGTPEffectorOFF,GaGDPP,LRRGSmGaGTP,RRGSmGaGTP,LRRGSmGaGTPEffectorOFF,GaGDP,P,z1,z2,z3,ka,Ligand_conc,compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44
0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,305.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,1.5,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42025000.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,196.24015665771537,0.0,202.50232361438327,1.9763770894071435,0.0,6.688991327794785,0.0,0.09435880783291345,0.0,0.005070822397527859,0.42694048837670573,304.8262420949068,0.17287797171664393,48.916983386495396,4.074798150453442,0.22445602165448042,0.000583744857101867,0.00029618851859930376,0.0005007528512815727,0.0,0.00011611725038432285,0.0,0.02303886913076269,0.0021347505105354125,0.0013136125745317935,6.533291983512115e-06,2.42253969571099e-08,1.5,0.1,1.0,0.0,198.69543854818974,0.0,0.0,0.0,6.772681432574514,0.0,0.0,0.0,40.50046472287666,0.0,15.457197357691026,0.024458491693247698,0.020373990752267212,959.9476482988716,668.8991327794785,0.0,0.0,9.667840524797938,0.009435880783291346,0.0,14.882960098544341,0.011222801082724021,2.855503747680416e-06,0.17287797171664393,2.5354111987639293e-05,10.331288863362204,0.561140054136201,0.0,0.0,0.016959343520925704,5.805862519216143e-05,2.918724285509335e-06,0.11893212320276982,8.885655557979112e-05,0.0,0.0,0.5007528512815728,9.836226038334832,0.021347505105354124,0.25931695757496587,0.0019704188617976903,9.799937975268173e-06,3.633809543566485e-08
0.02,0.0,193.12933317336265,0.0,200.09723981914092,3.8064141277682615,0.0,7.767403882990044,0.0,0.2965745341180586,0.0,0.003602816389449905,0.7997715189726712,304.69583849455574,0.3008783274384975,40.06195104353304,11.38197048324239,0.4891090438047566,0.0005664474551898218,0.0027167305500130413,0.0011544481017867149,0.0,0.00027428176169378815,0.0,0.0014694234713602617,0.009789445649658201,0.00488041650376842,5.030255991685302e-05,3.8196271221779695e-07,1.5,0.1,1.0,0.0,193.22323248050557,0.0,0.0,0.0,7.771180387733925,0.0,0.0,0.0,40.019447963828185,0.0,10.977631607253667,0.020030975521766522,0.056909852416211944,773.7137890661437,776.7403882990044,0.0,0.0,15.249237643806463,0.029657453411805864,0.0,8.660151228778835,0.02445545219023783,2.2692990218548517e-06,0.3008783274384975,1.8014081947249527e-05,20.50357490063037,1.2227726095118916,0.0,0.0,0.01399226500655668,0.00013714088084689407,2.832237275949109e-06,0.32236441076391587,0.0008150191650039124,0.0,0.0,1.154448101786715,1.175203041703892,0.09789445649658202,0.4513174911577463,0.007320624755652629,7.545383987527954e-05,5.729440683266955e-07
0.03,0.0,191.75323959816714,0.0,197.72632596833765,5.55089164525569,0.0,7.155293614954763,0.0,0.5401840880006135,0.0,0.002761569811596796,1.1825982984058256,304.60015307809715,0.3930853192192952,32.84998625599614,18.671654309484275,0.7761587103486173,0.00042963508971107834,0.00633196759307918,0.0018694662352917715,0.0,0.00039105362253271845,0.0,0.0015705764857788947,0.023273439710451527,0.010008124318045781,0.00015886425517054235,1.8417941082375033e-06,1.5,0.1,1.0,0.0,189.57331779135973,0.0,0.0,0.0,7.073949588548553,0.0,0.0,0.0,39.54526519366753,0.0,8.41174587348236,0.016424993127998073,0.09335827154742138,629.9091285342527,715.5293614954763,0.0,0.0,18.234671425517323,0.05401840880006135,0.0,5.443051821355716,0.038807935517430864,1.4113506792102595e-06,0.3930853192192952,1.380784905798398e-05,25.7815384368215,1.9403967758715432,0.0,0.0,0.00987992142008519,0.00019552681126635922,2.148175448555392e-06,0.401099893715476,0.001899590277923754,0.0,0.0,1.8694662352917715,1.8573610795983224,0.23273439710451527,0.5896279788289428,0.015012186477068671,0.00023829638275581352,2.762691162356255e-06
0.04,0.0,190.82833117849353,0.0,195.41013199357755,7.241609013481943,0.0,6.134786375343449,0.0,0.7948011705143286,0.0,0.002278913064940743,1.5534578224259554,304.52405058822404,0.4649103870947531,26.93978373283688,25.04901210311797,1.0704795368749829,0.00037420553548549764,0.010664819144955536,0.0026057606926923986,0.0,0.0004722621674641688,0.0,0.0016719378507582777,0.04240427304414362,0.01626644914696581,0.00035098659866058645,5.500317757825973e-06,1.5,0.1,1.0,0.0,186.44894691851775,0.0,0.0,0.0,5.993997076791323,0.0,0.0,0.0,39.08202639871551,0.0,6.939838374741795,0.01346989186641844,0.12524506051558987,514.087397204679,613.4786375343449,0.0,0.0,19.508738070096577,0.07948011705143287,0.0,3.683605506926404,0.05352397684374915,1.0081016197609725e-06,0.4649103870947531,1.1394565324703714e-05,28.542260472827166,2.676198842187457,0.0,0.0,0.006990322410695325,0.0002361310837320844,1.8710276774274883e-06,0.4686739493714986,0.0031994457434866607,0.0,0.0,2.6057606926923986,2.5972849328704863,0.4240427304414362,0.6973655806421296,0.024399673720448715,0.0005264798979908796,8.250476636738959e-06
0.05,0.0,189.94391232950616,0.0,193.14727576360724,8.895377745662303,0.0,5.115166933948423,0.0,1.0450136088338062,0.0,0.0019799909349130372,1.9123328818964165,304.45958288280747,0.5244624558620049,22.091781968199637,30.367580811846498,1.3643193251869834,0.0003466913952283452,0.015607969934624112,0.003342469887320686,0.0,0.0005293820500426601,0.0,0.0017445966453771171,0.06673469044811411,0.023402299911812134,0.0006402151534087593,1.267487636081684e-05,1.5,0.1,1.0,0.0,183.43574607162785,0.0,0.0,0.0,4.9399027918411065,0.0,0.0,0.0,38.62945515272145,0.0,6.028272141553633,0.011045890984099818,0.1518379040592325,419.6199497370277,511.51669339484226,0.0,0.0,19.651474568194683,0.10450136088338063,0.0,2.6244916819866346,0.06821596625934917,7.659030713635531e-07,0.5244624558620049,9.899954674565187e-06,30.063767361347576,3.4107983129674584,0.0,0.0,0.005063992079892396,0.00026469102502133006,1.7334569761417262e-06,0.5264089480684293,0.004682390980387233,0.0,0.0,3.3424698873206857,3.3362495306008433,0.6673469044811411,0.7866936837930074,0.0351034498677182,0.000960322730113139,1.901231454122526e-05
0.06,0.0,188.98072960035074,0.0,190.9362457134587,10.521773143458843,0.0,4.214339107888203,0.0,1.282587832238845,0.0,0.0017817521157090493,2.259393310843417,304.40256913535404,0.5760232431553678,18.11812157432686,34.70956353443398,1.6537424893220773,0.00033247576401824,0.02107514572597222,0.004069037746335402,0.0,0.0005703160640890205,0.0,0.0017988509499293486,0.09571732100617325,0.03125500805923948,0.0010368877710693022,2.4839163574978846e-05,1.5,0.1,1.0,0.0,180.41635511040633,0.0,0.0,0.0,4.023350437117902,0.0,0.0,0.0,38.18724914269174,0.0,5.4236992158418715,0.00905906078716343,0.17354781767216992,342.3975834104146,421.4339107888203,0.0,0.0,19.063476499067463,0.1282587832238845,0.0,1.9369200868638392,0.08268712446610388,6.023836312999681e-07,0.5760232431553678,8.908760578545247e-06,30.921919131407705,4.134356223305193,0.0,0.0,0.0037544538108975965,0.00028515803204451026,1.6623788200912e-06,0.577004432742529,0.006322543717791665,0.0,0.0,4.069037746335401,4.064311803474697,0.9571732100617325,0.8640348647330517,0.04688251208885923,0.0015553316566039531,3.725874536246827e-05
0.07,0.0,187.9162280227026,0.0,188.77551550333925,12.126390836877494,0.0,3.453566800226307,0.0,1.5032142555827013,0.0,0.0016430980142375425,2.594879404200399,304.35063635865424,0.6220338616981295,14.865131298690397,38.213831443915645,1.936652101562394,0.00032576423602896816,0.027004015410972807,0.004779862636773009,0.0,0.0006000846116325579,0.0,0.0018406160303118865,0.128783150630769,0.03971471512192399,0.0015492103945437187,4.358195461827289e-05,1.5,0.1,1.0,0.0,177.36991408214362,0.0,0.0,0.0,3.259744265189695,0.0,0.0,0.0,37.75510310066785,0.0,5.000779262328372,0.007432565649345199,0.19106915721957823,279.3399402712118,345.3566800226307,0.0,0.0,18.02603919694201,0.15032142555827013,0.0,1.465492063095512,0.09683260507811971,4.84252814098818e-07,0.6220338616981295,8.215490071187712e-06,31.394535280952976,4.8416302539059854,0.0,0.0,0.002837274375744274,0.00030004230581627897,1.6288211801448409e-06,0.6224349803033471,0.008101204623291842,0.0,0.0,4.779862636773009,4.776176628097412,1.2878315063076902,0.9330507925471943,0.05957207268288599,0.0023238155918155782,6.537293192740933e-05
0.08,0.0,186.75852581852982,0.0,186.66357542795896,13.712421590276834,0.0,2.8234958786206867,0.0,1.7049347879699979,0.0,0.0015420694813784697,2.919068193794051,304.3023366939426,0.663990935441056,12.205561032606736,41.02014225114487,2.211895504289115,0.00032374985075751144,0.033348620765033504,0.005471868470473984,0.0,0.000621924603568567,0.0,0.0018735208927484718,0.16537748502714852,0.04870176489413279,0.002183874602320213,7.05786530994994e-05,1.5,0.1,1.0,0.0,174.30507085470782,0.0,0.0,0.0,2.635219179547219,0.0,0.0,0.0,37.33271508559179,0.0,4.692553465278845,0.0061027805163033685,0.20510071125572435,227.94925852377267,282.3495878620687,0.0,0.0,16.736779862495823,0.1704934787969998,0.0,1.1293093902891078,0.11059477521445576,3.951548562718128e-07,0.663990935441056,7.710347406892349e-06,31.62795474364701,5.529738760722788,0.0,0.0,0.0021770134126094247,0.0003109623017842835,1.6187492537875572e-06,0.664013246593002,0.010004586229510051,0.0,0.0,5.471868470473984,5.468935248430699,1.6537748502714853,0.995986403161584,0.07305264734119918,0.003275811903480319,0.00010586797964924909
0.09,0.0,185.52393659098095,0.0,184.59894783577923,15.281527417345165,0.0,2.3066288776000436,0.0,1.8872691218878737,0.0,0.001466058234817791,3.2322556249875705,304.2567332048492,0.7028679349085877,10.033869734038246,43.25267880285511,2.478841505597828,0.00032489440783475126,0.040073965833997936,0.006143364144584323,0.0,0.0006379921869028721,0.0,0.0018999096730974625,0.2049764583522511,0.05815570768875876,0.002946439794208109,0.00010757051690196085,1.5,0.1,1.0,0.0,171.23761746523454,0.0,0.0,0.0,2.1290063192629622,0.0,0.0,0.0,36.919789567155846,0.0,4.460580892137288,0.005016934867019123,0.21626339401427555,186.15230122998747,230.66288776000437,0.0,0.0,15.333285544277532,0.18872691218878737,0.0,0.8826142410405462,0.12394207527989141,3.2599481655313895e-07,0.7028679349085877,7.330291174088955e-06,31.705472968427323,6.19710376399457,0.0,0.0,0.0016908261303370312,0.00031899609345143604,1.6244720391737563e-06,0.7026276733460154,0.012022189750199381,0.0,0.0,6.143364144584323,6.14099372783757,2.049764583522511,1.0543019023628815,0.08723356153313813,0.004419659691312163,0.00016135577535294126
