data_set_value_component_environment_variable_time,data_set_value_component_BMK1_variable_BMK1,data_set_value_component_MRNA_variable_MRNA,data_set_value_component_NFATc_variable_NFATc,data_set_value_component_NFATn_variable_NFATn,data_set_value_component_NFATpc_variable_NFATpc,data_set_value_component_NFATpn_variable_NFATpn,data_set_value_component_GSK3betac_variable_GSK3betac,data_set_value_component_GSK3betan_variable_GSK3betan,data_set_value_component_CaNc_variable_CaNc,data_set_value_component_CaNc_star_variable_CaNc_star,data_set_value_component_CaNn_star_variable_CaNn_star,data_set_value_component_CaNn_variable_CaNn,data_set_value_component_CaM_variable_CaM,data_set_value_component_CaMCa_variable_CaMCa,data_set_value_component_MCIP_variable_MCIP,data_set_value_component_MCIPp_variable_MCIPp,data_set_value_component_MCIPpp_variable_MCIPpp,data_set_value_component_Comp1_variable_Comp1,data_set_value_component_Comp2_variable_Comp2,data_set_value_component_Comp3_variable_Comp3,data_set_value_component_P1433_variable_P1433,data_set_value_component_MCIP_BMK1_variable_MCIP_BMK1,data_set_value_component_MCIPp_CaNc_star_variable_MCIPp_CaNc_star,data_set_value_component_MCIPp_GSK3betac_variable_MCIPp_GSK3betac,data_set_value_component_MCIPpp_CaNc_star_variable_MCIPpp_CaNc_star,data_set_value_component_NFATpc_CaNc_star_variable_NFATpc_CaNc_star,data_set_value_component_NFATc_GSK3betac_variable_NFATc_GSK3betac,data_set_value_component_NFATpn_CaNn_star_variable_NFATpn_CaNn_star,data_set_value_component_NFATn_GSK3betan_variable_NFATn_GSK3betan,data_set_value_component_v1_variable_v1,data_set_value_component_v2_variable_v2,data_set_value_component_v3_variable_v3,data_set_value_component_v4_variable_v4,data_set_value_component_v5_variable_v5,data_set_value_component_v6_variable_v6,data_set_value_component_v7_variable_v7,data_set_value_component_v8_variable_v8,data_set_value_component_v9_variable_v9,data_set_value_component_v10_variable_v10,data_set_value_component_v10_variable_v10a,data_set_value_component_v10_variable_v10b,data_set_value_component_v11_variable_v11,data_set_value_component_v11_variable_v11a,data_set_value_component_v11_variable_v11b,data_set_value_component_v12_variable_v12,data_set_value_component_v12_variable_v12a,data_set_value_component_v12_variable_v12b,data_set_value_component_v13_variable_v13,data_set_value_component_v13_variable_v13a,data_set_value_component_v13_variable_v13b,data_set_value_component_v14_variable_v14,data_set_value_component_v14_variable_v14a,data_set_value_component_v14_variable_v14b,data_set_value_component_v15_variable_v15,data_set_value_component_v15_variable_v15a,data_set_value_component_v15_variable_v15b,data_set_value_component_v16_variable_v16,data_set_value_component_v16_variable_v16a,data_set_value_component_v16_variable_v16b,data_set_value_component_v17_variable_v17,data_set_value_component_v17_variable_v17a,data_set_value_component_v17_variable_v17b,data_set_value_component_v18_variable_v18,data_set_value_component_v19_variable_v19,data_set_value_component_model_parameters_variable_k1,data_set_value_component_model_parameters_variable_k2,data_set_value_component_model_parameters_variable_k3,data_set_value_component_model_parameters_variable_k4,data_set_value_component_model_parameters_variable_k5,data_set_value_component_model_parameters_variable_k6,data_set_value_component_model_parameters_variable_k7,data_set_value_component_model_parameters_variable_k8,data_set_value_component_model_parameters_variable_k9,data_set_value_component_model_parameters_variable_k10,data_set_value_component_model_parameters_variable_k11,data_set_value_component_model_parameters_variable_k12,data_set_value_component_model_parameters_variable_k13,data_set_value_component_model_parameters_variable_k14,data_set_value_component_model_parameters_variable_k15,data_set_value_component_model_parameters_variable_k16,data_set_value_component_model_parameters_variable_k17,data_set_value_component_model_parameters_variable_k18,data_set_value_component_model_parameters_variable_k19,data_set_value_component_model_parameters_variable_k20,data_set_value_component_model_parameters_variable_k21,data_set_value_component_model_parameters_variable_k22,data_set_value_component_model_parameters_variable_k23,data_set_value_component_model_parameters_variable_k24,data_set_value_component_model_parameters_variable_k25,data_set_value_component_model_parameters_variable_k26,data_set_value_component_model_parameters_variable_k27,data_set_value_component_model_parameters_variable_k28,data_set_value_component_model_parameters_variable_k29,data_set_value_component_model_parameters_variable_k30,data_set_value_component_model_parameters_variable_k31,data_set_value_component_model_parameters_variable_k32,data_set_value_component_model_parameters_variable_k33,data_set_value_component_model_parameters_variable_k34,data_set_value_component_model_parameters_variable_k35,data_set_value_component_model_parameters_variable_k36,data_set_value_component_model_parameters_variable_k37,data_set_value_component_model_parameters_variable_k38,data_set_value_component_model_parameters_variable_k39,data_set_value_component_model_parameters_variable_k40,data_set_value_component_model_parameters_variable_k41,data_set_value_component_model_parameters_variable_k42,data_set_value_component_model_parameters_variable_k43,data_set_value_component_model_parameters_variable_t_half,data_set_value_component_model_parameters_variable_Ca
0.0,0.012,0.000333,2e-05,0.000499,0.00494,8.01e-05,0.17,0.339,0.91,0.0275,0.0568,0.0057,25.2,7.88e-07,0.000215,0.00776,0.0798,0.00521,0.283,0.014,0.708,2.14e-05,0.000107,0.0011,0.0011,8.15e-05,1.36e-06,2.27e-06,8.46e-05,8.000000000000001e-06,8.01e-06,4.999999999999796e-05,-3.6000000000003043e-07,0.2015212000000001,-8.59199999999824e-07,2.1799999999996302e-07,-5.080000000000015e-05,-9.920000000004404e-07,2.146e-05,1.076e-05,1.07e-05,2.1340000000000002e-05,1.0640000000000001e-05,1.0700000000000001e-05,0.00021960000000000008,0.00010960000000000006,0.00011000000000000002,0.00021944999999999997,0.00010944999999999995,0.00011000000000000002,2.03775e-05,8.152499999999999e-06,1.2225e-05,2.720000000000001e-07,1.360000000000001e-07,1.36e-07,9.09452e-07,4.5545199999999997e-07,4.54e-07,1.6916100000000002e-05,8.456100000000002e-06,8.46e-06,-1.0000000000001598e-08,5.489041197411769e-08,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
0.1,0.01200001324433699,0.0003330222634442918,2.1883343658836028e-05,0.0004982367236952321,0.004938208517162269,8.08939979106798e-05,0.1699950549608917,0.33900496450770473,0.8907139029955812,0.04665919198106382,0.056908768597574724,-0.013586097004419276,25.180634646650716,8.004434688886862e-05,0.00020614799327247694,0.007766845114020647,0.07979745585260804,0.005219582239537444,0.2829949483358967,0.013999879216352477,0.708005172447751,2.138675566300988e-05,0.00010773192644750616,0.0010999807808049038,0.0011075223714914761,8.179936306083073e-05,1.361428018384422e-06,2.270525243495492e-06,8.45983225802687e-05,8.753337463534412e-06,8.089399791067981e-06,4.925727070393543e-05,0.0021777838592551514,0.19344064248431894,0.19341918903648458,0.00018498462674880467,-5.098908768089855e-05,-1.4770525246779118e-06,2.092359551302003e-05,1.0230217681515092e-05,1.069337783150494e-05,3.623947172622769e-05,2.5466279081477075e-05,1.0773192644750616e-05,0.000220170318693375,0.00011017224061288461,0.00010999807808049038,0.0003723284812227304,0.00026157624407358276,0.00011075223714914762,3.456192288671982e-05,2.2292018427595214e-05,1.2269904459124609e-05,3.039346198819701e-07,1.677918180435279e-07,1.361428018384422e-07,9.175891955542848e-07,4.634841468551863e-07,4.5410504869909845e-07,1.6890472283273724e-05,8.430640025246853e-06,8.45983225802687e-06,-2.5933429424112857e-08,4.646078823348916e-07,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
0.2,0.012000121179122273,0.00033312185940027097,2.507193010869356e-05,0.0004975806741130443,0.004935084983790231,8.167677525175471e-05,0.16999006644520906,0.33900985710349146,0.8713906441018733,0.06560610340308658,0.05723389766643906,-0.03290935589812717,25.161309201080506,8.223102344104206e-05,0.00018349074212297575,0.007787210265188491,0.07978008972930836,0.00524448399361881,0.28298960860477057,0.013999690831145602,0.708010700564084,2.1278820877726672e-05,0.0001099238199654007,0.0011000750208010502,0.0011299648114570322,8.348024182772348e-05,1.3671152656604064e-06,2.271961732623114e-06,8.45943152327743e-05,1.0028772043477425e-05,8.167677525175472e-06,4.851378934633138e-05,0.004319784636764435,0.19306737126453996,0.19304511132376836,0.0003045433876232655,-5.63822503205115e-05,-2.3318924279153684e-06,1.9521084054704594e-05,8.881673615841257e-06,1.0639410438863336e-05,5.1088852187953345e-05,4.0096470191413274e-05,1.0992381996540071e-05,0.00022184418688068273,0.00011183668480057771,0.00011000750208010502,0.000523406081628853,0.0004104096004831498,0.00011299648114570322,4.856575436243426e-05,3.604371808827574e-05,1.252203627415852e-05,3.578421432256253e-07,2.2113061665958467e-07,1.3671152656604063e-07,9.283982027348621e-07,4.740058562102393e-07,4.543923465246228e-07,1.6868475322852213e-05,8.409043799574782e-06,8.459431523277431e-06,-4.20422997472423e-08,1.514583077915287e-06,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
0.30000000000000004,0.012000376141424223,0.00033334498245294475,2.949190000644591e-05,0.0004970806835901099,0.004930688848741405,8.244861176542293e-05,0.16998493335132428,0.3390146767380706,0.8521051784330758,0.08427759621913329,0.05777115581232109,-0.0521948215669248,25.14202146519164,8.450124347305291e-05,0.00015401625908883484,0.007820704203402461,0.0797487197391718,0.00527772905640429,0.2829834959886789,0.01399940018509562,0.7080171038262257,2.102385857577753e-05,0.00011354145927269734,0.0011003824440696695,0.0011668138054668326,8.648068404401705e-05,1.3790150187774148e-06,2.274530282635889e-06,8.4588451516738e-05,1.1796760002578364e-05,8.244861176542293e-06,4.7759498228897024e-05,0.006418678168141071,0.19268604737422793,0.19266290719910859,0.00034975876723538886,-6.662080707900073e-05,-3.535203087899185e-06,1.765080863511634e-05,7.138879347227575e-06,1.0511929287888765e-05,6.591101510036311e-05,5.455686917309338e-05,1.1354145927269734e-05,0.00022454796376002666,0.0001145097193530597,0.00011003824440696696,0.0006721030401170747,0.0005554216595703914,0.00011668138054668327,6.233199058146169e-05,4.935988797485913e-05,1.2972102606602558e-05,4.3236711476109215e-07,2.9446561288335063e-07,1.379015018777415e-07,9.419257677850616e-07,4.870197112578837e-07,4.549060565271779e-07,1.6851764726004026e-05,8.392919574330225e-06,8.458845151673801e-06,-5.8735801786145384e-08,2.883287090400614e-06,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
0.4,0.012000787590237661,0.00033370652624076735,3.506879568481358e-05,0.0004967847015291641,0.0049250803203409466,8.320996640508589e-05,0.16997956036033185,0.3390194211188007,0.8328583595710608,0.10268432065466265,0.05851625298586444,-0.07144164042893973,25.122772287036266,8.686053682212366e-05,0.00012433308112811463,0.00786695945999986,0.0797041581573182,0.0053127205322964595,0.28297613917775294,0.013998973150776112,0.7080248876714712,2.061240976234092e-05,0.00011855775729952208,0.0011009981365285551,0.0012175426028577232,9.0737437891914e-05,1.3989938576591893e-06,2.278458067068821e-06,8.458139048135317e-05,1.4027518273925432e-05,8.32099664050859e-06,4.6984980093148915e-05,0.008475915389811826,0.19229612461407786,0.19227209573007864,0.00033712164434586623,-8.135010463310166e-05,-5.065538844662527e-06,1.570543839022782e-05,5.399233509057361e-06,1.030620488117046e-05,8.078133877678573e-05,6.892556304683352e-05,1.1855775729952209e-05,0.00022821190058024276,0.00011811208692738724,0.00011009981365285552,0.0008184367333736009,0.0006966824730878286,0.00012175426028577233,7.585927902957876e-05,6.224866334579166e-05,1.3610615683787099e-05,5.26148154404132e-07,3.8624876863821305e-07,1.3989938576591895e-07,9.582161234726752e-07,5.02524510058911e-07,4.556916134137642e-07,1.684196619330934e-05,8.383827145174024e-06,8.458139048135317e-06,-7.550175663973812e-08,4.265787478270781e-06,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
0.5,0.012001335324792837,0.0003341980725977508,4.1731320668521986e-05,0.0004967374335933039,0.004918317304557218,8.396143021670249e-05,0.16997386157316743,0.33902408702138287,0.8136510873839876,0.12083466475867963,0.05946504910487268,-0.09064891261601293,25.103562560632728,8.931475328101933e-05,9.900677185331837e-05,0.007925641932708217,0.07964717276307175,0.005344903884624197,0.2829671018360542,0.013998377771873486,0.7080345203920726,2.006467520716624e-05,0.0001249528973803051,0.001102008738087458,0.0012816387556010814,9.618924843756233e-05,1.428750058841198e-06,2.2839664175255396e-06,8.457391730347941e-05,1.6692528267408796e-05,8.396143021670249e-06,4.618180624759924e-05,0.010492681071900507,0.19189702515695997,0.19187199144660877,0.00029511645402854826,-0.00010023629966239914,-6.902403640068238e-06,1.3966937425051172e-05,3.9345998214680514e-06,1.003233760358312e-05,9.576922859361311e-05,8.32739388555826e-05,1.2495289738030512e-05,0.00023277248713933572,0.0001225716133305899,0.0001102008738087458,0.0009624139419802414,0.0008342500664201332,0.00012816387556010815,8.914548340094764e-05,7.471709613531329e-05,1.442838726563435e-05,6.37885869315622e-07,4.950108634315021e-07,1.4287500588411981e-07,9.773122273652871e-07,5.205189438601793e-07,4.5679328350510793e-07,1.6840595491331465e-05,8.383203760983524e-06,8.457391730347942e-06,-9.119350606644552e-08,5.450857860167899e-06,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
0.6000000000000001,0.012001984841685812,0.0003347990222364353,4.9410618206822366e-05,0.0004969809418039862,0.0049104559608401255,8.470369947791434e-05,0.16996775843938874,0.33902867049669,0.7944843058290127,0.13873434605886112,0.060613504924713964,-0.10981569417098773,25.084393223590162,9.187024086940031e-05,8.009558248133421e-05,0.007996435218476003,0.07957849712260985,0.0053722326553857815,0.28295597545384865,0.013997583834708973,0.7080464407114426,1.941515831419189e-05,0.0001327126738917013,0.001103494300035852,0.0013586002156154551,0.00010277637049428698,1.4698471888865402e-06,2.2912720254966858e-06,8.456691669657413e-05,1.9764247282728947e-05,8.470369947791434e-06,4.534231910437517e-05,0.012469849978865957,0.19148812170178134,0.19146204922373836,0.0002509948213272,-0.00012296172297002542,-9.026037333642123e-06,1.25725931598116e-05,2.865014002715655e-06,9.707579157095946e-06,0.00011093802108373145,9.766675369456132e-05,1.3271267389170132e-05,0.0002381703647807342,0.00012782093477714898,0.00011034943000358521,0.001104027075865224,0.0009681670543036786,0.0001358600215615455,0.00010218733448669869,8.677087891255565e-05,1.5416455574143046e-05,7.663288425274777e-07,6.193441236388237e-07,1.4698471888865403e-07,9.992554183665766e-07,5.410010132672393e-07,4.582544050993372e-07,1.684907879619983e-05,8.392387126542417e-06,8.456691669657414e-06,-1.043518310133345e-07,6.342768855610168e-06,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
0.7000000000000001,0.012002691332023627,0.0003354784053760552,5.8041505454388395e-05,0.0004975530479217318,0.0049015498807019045,8.543764019384672e-05,0.16996118395759294,0.33903316644937065,0.775359039479383,0.15638596261578835,0.06195771005930911,-0.1289409605206175,25.065265293751004,9.453373039860958e-05,6.67766405790374e-05,0.008079037415758907,0.0794988128948491,0.005395545089012102,0.28294239552408507,0.013996563895388149,0.7080610405805271,1.870866797637462e-05,0.00014183171000314743,0.0011055245259388145,0.0014479392115987482,0.00011044125031726462,1.523634075429105e-06,2.300584588850174e-06,8.456143302221206e-05,2.321660218175536e-05,8.543764019384672e-06,4.446007329076199e-05,0.01440793414292601,0.19106874931014714,0.1910415381164053,0.00021621905431307771,-0.00014923346078676847,-1.1417785943955427e-05,1.1490964215848195e-05,2.136630227660885e-06,9.35433398818731e-06,0.0001263448043272428,0.00011216163332692805,1.4183171000314743e-05,0.00024435157183451216,0.0001337991192406307,0.00011055245259388146,0.0012432498381373426,0.0010984559169774678,0.00014479392115987483,0.00011498003946043049,9.84138519128408e-05,1.6566187547589692e-05,9.102985947994389e-07,7.579351872565284e-07,1.523634075429105e-07,1.024086539777307e-06,5.63969622007272e-07,4.601169177700348e-07,1.6868698531344016e-05,8.41255522912281e-06,8.456143302221206e-06,-1.132912028470214e-07,6.978616151640016e-06,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
0.8,0.012003421533269183,0.00033621198603175966,6.756086506623724e-05,0.000498488821120379,0.004891651305557185,8.616422690560209e-05,0.16995407823152014,0.339037569094851,0.7562763858836786,0.17379163904761177,0.06349378958262317,-0.14802361411632192,25.046179861298846,9.731258685153913e-05,5.7880461503928716e-05,0.008173135719147365,0.07940877237714745,0.005416031931872384,0.2829260250201593,0.01399529227721254,0.7080786827026284,1.797846673081922e-05,0.00015230997453452284,0.0011081627404541082,0.0015491740118917976,0.00011912745791713031,1.5913227025588716e-06,2.3121098712231464e-06,8.455861047229168e-05,2.7024346026494896e-05,8.61642269056021e-06,4.352936840946661e-05,0.016307389666466943,0.19063818020523693,0.19060978568737508,0.00019586800314283422,-0.00017877303209420936,-1.405962264944445e-05,1.0665204582186768e-05,1.6759712167771573e-06,8.98923336540961e-06,0.0001420422652789202,0.00012681126782546792,1.5230997453452285e-05,0.00025126377752275814,0.0001404475034773473,0.00011081627404541083,0.0013800580706183176,0.0012251406694291378,0.00015491740118917977,0.00012751921470632597,0.00010965009601875643,1.7869118687569546e-05,1.0686583195577025e-06,9.095260493018154e-07,1.5913227025588717e-07,1.051844981026369e-06,5.894230067817398e-07,4.624219742446293e-07,1.690064381336113e-05,8.444782766131963e-06,8.455861047229168e-06,-1.1658315854520967e-07,7.411714334222347e-06,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
0.9,0.012004151829003112,0.0003369817195371259,7.79073735656873e-05,0.0004998210627921361,0.004880811284785275,8.688451738537108e-05,0.16994638719008548,0.3390418721342814,0.7372375083643388,0.19095310241018604,0.06521790014606059,-0.16706249163566167,25.027138081661203,0.00010021470513927447,5.195350761380912e-05,0.008278407995027907,0.0793090031909452,0.005435173169963298,0.2829065494323616,0.013993744776920251,0.7080997057907183,1.7248170996890355e-05,0.00016415153948733777,0.0011114669942182756,0.0016618287266065655,0.00012877959325403746,1.6740132259747174e-06,2.3260501038854387e-06,8.455966818900024e-05,3.116294942627492e-05,8.688451738537108e-06,4.254511229448074e-05,0.018168625586698663,0.19019563413936225,0.19016580569710048,0.00018785985426048463,-0.00021131403020444375,-1.6934063781436645e-05,1.0017557365983312e-05,1.3934718675381342e-06,8.624085498445177e-06,0.0001580787689667867,0.0001416636150180529,1.6415153948733777e-05,0.0002588559675329457,0.00014770926811111815,0.00011114669942182757,0.0015144300208370328,0.0013482471481763762,0.00016618287266065656,0.00013980090856625913,0.00012048396957815351,1.931693898810562e-05,1.2403070059969566e-06,1.072905683399485e-06,1.6740132259747174e-07,1.0825688772502132e-06,6.173588564731255e-07,4.6521002077708776e-07,1.6946026886119202e-05,8.490060067219179e-06,8.455966818900024e-06,-1.1303033027105407e-07,7.70868976459968e-06,5.0,100.0,2760.0,0.072,50.0,0.0567,5.0,0.1,0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.15,0.15,0.15,0.1,0.15,0.1,0.4,0.1,0.4,0.1,0.1,0.05,0.114,0.0552,0.15,0.1,0.2,0.1,0.1,0.1,0.02,0.03,0.03,15.0,0.2
