Time,P,Nstar,D,C_A,f_Nstar,f_s_f_Nstar,R,f_Nstar__k_cnd_D,k_pm,k_mp,s_m,mu_m,k_pg,p_inf,k_pn,k_np,k_nn,s_nr,mu_nr,mu_n,k_nd,k_dn,x_dn,mu_d,c_inf,s_c,k_cn,k_cnd,mu_c,compartment,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10
0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.08338207923424622,0.0,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,0.285,0.25,0.0,0.03279820111907128,0.0,0.0,0.0,0.0125,0.0,0.0125
2.0,0.9770542004075038,0.06254306161489077,0.034202523980063314,0.1354080591821252,0.05068856846234678,0.2666150440987868,0.08024748813791775,1.381235759662129,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,0.2787967364642419,0.2490252870435129,0.08914586171180265,0.03205932374348621,0.003127153080744539,0.09331526543457537,0.0006840504796012663,0.0125,0.023201999282223294,0.013540805918212521
4.0,0.7894410090476638,0.11272995386494432,0.45437790248206256,0.19499256756734756,0.07591366481311164,0.8040044514388005,0.06004068180704574,14.763115681980398,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,0.2274840461128062,0.23935969961690798,0.10787284827102417,0.026678717811741193,0.0056364976932472164,0.28140155800358013,0.009087558049641252,0.0125,0.0374624306002064,0.019499256756734758
6.0,0.5240297079511835,0.14670770022615148,1.0163625429315208,0.25150770478755424,0.08119580887625841,0.8599788619740986,0.0410647135189307,27.081620296254147,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,0.15308980536312403,0.2171304722153122,0.07658822882211447,0.020396628223154127,0.0073353850113075745,0.3009926016909345,0.02032725085863042,0.0125,0.0385755807685593,0.025150770478755427
8.0,0.24860342593196624,0.16583822263733103,1.5574027077977757,0.29884118362172113,0.0775268180246456,0.8231266474556657,0.026958332093801867,35.024493633772224,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,0.07365397282881321,0.16625157871821644,0.034692178612555816,0.01467536094603723,0.008291911131866551,0.288094326609483,0.031148054155955514,0.0125,0.03888964435123938,0.029884118362172113
10.0,0.05644142778766858,0.17410277558067414,2.0319541955419638,0.3379609350048943,0.07086402312045736,0.7307654999124988,0.019547028276901454,39.76947039738794,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,0.016884643814739916,0.06602844354119135,0.0071993999586545485,0.011205987554598168,0.008705138779033707,0.25576792496937456,0.04063908391083928,0.0125,0.03901887369126672,0.033796093500489434
12.0,0.005387148556723356,0.17804189252219724,2.413250446654833,0.3701464213635769,0.0648001011439459,0.6134353160376661,0.018410597178626056,42.22446151033532,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,0.0016157092464734238,0.007868771626529806,0.0006283579884356442,0.01064114890270503,0.008902094626109863,0.21470236061318312,0.048265008933096654,0.0125,0.03907459807242629,0.03701464213635769
14.0,0.0004015742511160154,0.18144225637651945,2.702243404939402,0.39656207527908777,0.060362316858499236,0.5090297005708766,0.0185966613569931,43.21159093895159,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,0.00012046985640661721,0.0006011543361622755,4.363191393854303e-05,0.010734262239747541,0.009072112818825973,0.1781603951998068,0.05404486809878804,0.0125,0.03909525988206955,0.03965620752790878
16.0,2.955727078565471e-05,0.1846349059512564,2.9161194853030636,0.4182089172981245,0.057147457574244935,0.42745117136383043,0.0186241022003558,43.3812581290715,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,8.867168131212567e-06,4.4329354904748705e-05,3.0404211808206097e-06,0.010747973493635656,0.00923174529756282,0.14960790997734064,0.058322389706061274,0.0125,0.03909871865543626,0.04182089172981245
18.0,2.193054817569309e-06,0.18746785761346244,3.0728689034553374,0.4359292461531029,0.05475261402119501,0.3660693656304707,0.018497078402440435,43.133524320397974,0.6,0.01,0.005,0.002,0.3,20.0,1.8,0.1,0.01,0.08,0.12,0.05,0.02,0.35,0.06,0.02,0.28,0.0125,0.04,48.0,0.1,1.0,6.579163731284513e-07,3.2895461555787436e-06,2.161358711166503e-07,0.010684458396265781,0.009373392880673122,0.12812427797066475,0.06145737806910675,0.0125,0.03909365951131366,0.043592924615310294
