Time,EGF,NGF,freeEGFReceptor,boundEGFReceptor,freeNGFReceptor,boundNGFReceptor,SosInactive,SosActive,P90RskInactive,P90RskActive,RasInactive,RasActive,RasGapActive,Raf1Inactive,Raf1Active,BRafInactive,BRafActive,MekInactive,MekActive,ErkInactive,ErkActive,PI3KInactive,PI3KActive,AktInactive,AktActive,C3GInactive,C3GActive,Rap1Inactive,Rap1Active,RapGapActive,PP2AActive,Raf1PPtase,krbEGF,kruEGF,krbNGF,kruNGF,kEGF,KmEGF,kNGF,KmNGF,kdSos,KmdSos,kSos,KmSos,kRasGap,KmRasGap,kRasToRaf1,KmRasToRaf1,kpRaf1,KmpRaf1,kpBRaf,KmpBRaf,kdMek,KmdMek,kpMekCytoplasmic,KmpMekCytoplasmic,kdErk,KmdErk,kpP90Rsk,KmpP90Rsk,kPI3K,KmPI3K,kPI3KRas,KmPI3KRas,kAkt,KmAkt,kdRaf1ByAkt,KmRaf1ByAkt,kC3GNGF,KmC3GNGF,kC3G,KmC3G,kRapGap,KmRapGap,kRap1ToBRaf,KmRap1ToBRaf,kdRaf1,KmdRaf1,kdBRaf,KmdBRaf,cell,EGFBindingReaction,EGFUnbindingReaction,NGFBindingReaction,NGFUnbindingReaction,SosActivationByEGFReaction,SosActivationByNGFReaction,SosDeactivationReaction,RasActivationReaction,RasDeactivationReaction,Raf1ByRasActivationReaction,MekbyRaf1ActivationReaction,MekbyBRafActivationReaction,ErkActivationReaction,MekDeactivationReaction,ErkDeactivationReaction,Raf1byPPtaseDeactivationReaction,P90RskActivationReaction,PI3KbyEGFRActivationReaction,PI3KbyRasActivationReaction,AktActivationReaction,Raf1ByAktDeactivationReaction,C3GActivationReaction,Rap1ActivationReaction,Rap1DeactivationReaction,BRafByRap1ActivationReaction,BRafbyPPtaseDeactivationReaction
0.0,10002000.0,456000.0,80000.0,0.0,10000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,120000.0,0.0,120000.0,0.0,600000.0,0.0,600000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,17483736.048,0.0,630.23304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,9931090.573918276,455993.6999266477,9090.573918257878,70909.42608174215,9993.699926647834,6.300073352165292,113779.21640873891,6220.78359126125,119999.99999999907,9.7723575423618e-10,119561.95396838147,438.0460316184459,120000.0,119999.27632018097,0.7236798189727862,119999.99998996672,1.0033292979597746e-05,599999.966477269,0.03352273052169672,599999.9997777981,0.00022220175082634364,118017.3726468382,1982.627353162022,119999.9329641347,0.06703586530312088,119995.82017548867,4.179824511323352,119999.9825914891,0.01740851094086361,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,1972630.0717758166,858.0607831299453,629.8272867791676,0.04560062393104112,904070.8358351052,2408.700063625199,1.0850693177463632e-08,154687.7915376495,55372.444561566095,254.69528543777878,15.024731936767806,0.000993515046609295,0.1233050595330402,0.021964391101510678,6.780423362246029e-05,10.32592429109631,6.44925112935421e-07,294865.19924477726,10.219073047860626,17.40760908602319,6.1460584858423755e-06,835.8636855801842,5.367346836336961,0.19242934810773724,0.004030374391166713,4.883564603980331e-05
0.02,9923043.016463585,455987.4043651627,1043.0164635712194,78956.98353642883,9987.404365162884,12.595634837109873,104415.59937137035,15584.400628629755,119999.99999991429,8.576382359438077e-08,118205.30831939251,1794.6916806074464,120000.0,119993.50424715383,6.4957528460602845,119999.99984444813,0.00015555187310982373,599999.3422302641,0.6577697355332782,599999.990708606,0.00929139305921845,114870.9774456567,5129.022554343549,119999.62263942999,0.3773605699569849,119983.28477806543,16.715221934552535,119999.86446109385,0.1355389062168102,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,226148.3595516685,955.442666377618,629.4218351024953,0.09116859047083334,925226.1408172302,4807.815469896473,2.361172133405712e-06,386500.63726601214,226648.4708149236,1043.4793369862439,134.86192717922876,0.015403028025848696,2.419442997883241,0.4309760605894778,0.002835242214286733,92.18470794828687,2.69676215230333e-05,322930.368544465,41.083106183797,45.033084197242395,0.0003105331842509327,1671.111839043872,21.46415140904115,1.4982127446671945,0.0313796244771086,0.0007571269204801692
0.03,9922123.257738454,455981.1133122044,123.25773843591908,79876.74226156413,9981.113312204452,18.886687795534673,95431.68147707281,24568.31852292735,119999.9999989532,1.0468522772322303e-06,116532.19200815413,3467.807991845841,120000.0,119980.02460431526,19.9753956846373,119999.99923671747,0.0007632825107339198,599996.7414904813,3.2585095184661323,599999.927318173,0.07268182558528527,111644.4326275742,8355.56737242605,119999.03050307102,0.9694969289173685,119962.40004530665,37.59995469329313,119999.55461041053,0.44538958947561624,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,26722.446533645347,966.5724827587352,629.0166847312871,0.13670392379973748,856713.4922207586,7195.706988505107,4.499241120520263e-05,607272.6255961143,437433.0997894074,2016.1941172622776,414.7186708202327,0.07558154749077212,11.985619115770731,2.1349911363553438,0.02217865233570857,279.94887661553565,0.00021095393892833506,320970.4553834901,77.80221151339342,73.36200926398298,0.0024530973937876665,2505.7280134974717,48.28239488463814,4.923218575276263,0.10311546987132894,0.003715170542292659
0.04,9922018.054010492,455974.8267644346,18.054010475761444,79981.94598952432,9974.826764434476,25.17323556551302,87145.26197131023,32854.738028689906,119999.99999420324,5.796805417704382e-06,114864.57083503722,5135.429164962749,120000.0,119959.11980197043,40.88019802955487,119999.99766107161,0.0023389283634740127,599990.5809744244,9.419025575590734,599999.7078600151,0.2921399833577463,108459.81035200022,11540.189648000036,119998.1566889799,1.8433110199500091,119933.17237915003,66.82762084996587,119998.97164065365,1.02835934629472,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,3914.0927005137873,967.8455320300359,628.6118354270561,0.18220664807909545,784406.1739102522,9571.130155463825,0.00033020006501871334,809323.4912192873,647037.1960847742,2985.576008279772,848.7254539707965,0.23160421527231448,34.645541611183226,6.171317651232211,0.08914567934146245,562.0606328013673,0.0008479159639895396,315614.8423683392,112.86648349704107,101.32241810555064,0.00954351864771936,3339.69578191667,85.81383389760614,11.367189498467866,0.23808314888572243,0.011384405686038466
0.05,9922006.019509101,455968.54471851763,6.019509090063974,79993.98049091005,9968.544718517496,31.45528148249287,79535.66479808676,40464.33520191342,119999.99997898377,2.1016298118290792e-05,113300.34533543301,6699.654664566979,120000.0,119931.9878132606,68.01218673941703,119999.99446186362,0.005538136403064799,599979.4652664693,20.53473353111046,599999.1756386133,0.8243613851907825,105331.04695441344,14668.953045586835,119997.00569840222,2.9943015976465412,119895.60834574587,104.3916542541097,119998.04275004102,1.9572499589066354,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,1305.0223962420114,967.9911591244044,628.2072869515235,0.22767678745124648,716902.6016632398,11932.608362147681,0.0014624432178356257,993503.7592949981,843203.9127860179,3894.665518666437,1411.9971759719901,0.5483925047191585,75.53186514011821,13.454008287157246,0.25155147773672154,912.6397593449017,0.002392651531260002,309860.97013656475,144.18296270131265,128.79179573304623,0.025785794492544988,4172.998727071951,134.04999547078438,21.63481222614071,0.4531375378948482,0.026956102000884614
0.06,9922004.642840665,455962.26717112074,4.6428406596578125,79995.35715934046,9962.26717112069,37.732828879299184,72550.89820041756,47449.101799582604,119999.99994137623,5.862382700576295e-05,111859.68656004446,8140.313439955522,120000.0,119899.86498171101,100.13501828894768,119999.9888590119,0.01114098812627169,599962.2668824221,37.73311757822847,599998.1280979599,1.8719020388056489,102259.89604355267,17740.103956447587,119995.58254244503,4.417457554845071,119849.71467540995,150.28532459002264,119996.70283601142,3.2971639884762247,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,1006.5621816828832,968.0078179137471,627.8030390666205,0.2731143660395442,654697.6500911037,14278.436377834641,0.004748193233603908,1161394.5721906223,1023497.4825190008,4731.719924989885,2078.844539884599,1.103186603124578,138.7916539284177,24.721277555560185,0.5712052886326315,1306.5381209677098,0.0054330653506623455,304048.72403624264,171.47480610936603,155.75460238273973,0.0559937818365775,5005.620431468403,192.98217265809473,36.44562644106042,0.7633509979264975,0.054227196715770226
0.07,9922004.485358518,455955.9941189139,4.485358510561745,79995.51464148957,9955.994118913854,44.00588108613604,66139.62325975386,53860.376740246335,119999.99986303612,0.00013696392297667193,110540.05485481443,9459.945145185555,120000.0,119863.79756843738,136.2024315625741,119999.97997037802,0.02002962199934041,599938.1026171974,61.89738280292809,599996.326508116,3.673491882691061,99246.71067345687,20753.289326543418,119993.8923058261,6.107694173780912,119795.49826267618,204.5017373238199,119994.89369128468,5.106308715253467,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,972.4202287603048,968.009723573737,627.3990915344864,0.31851940794837214,597465.6025712364,16606.665094168642,0.012507291784847248,1314503.9680634737,1188328.7686865155,5498.215549240422,2827.517850313419,1.9833272355654443,227.6733150642836,40.550879673712835,1.1209544444482549,1723.6301943464357,0.01066205444450641,298219.321108535,194.97042431918757,182.2076050446226,0.1052719020710319,5837.5444672877165,262.60142078418767,56.442895502270616,1.182199492853459,0.09749137501117114
0.08,9922004.467343137,455949.7255585694,4.467343127395028,79995.53265687272,9949.7255585694,50.274441430589,60254.22766096396,59745.77233903624,119999.99971826712,0.0002817329600736118,109333.08103334873,10666.918966651221,120000.0,119824.6219213231,175.37807867681235,119999.96683136186,0.033168638175306145,599906.2888289912,93.71117100943206,599993.5042373918,6.495762606633221,96291.6528750135,23708.34712498681,119991.94009489354,8.05990510635517,119732.96616645015,267.03383354987466,119992.56328393347,7.4367160664173815,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,968.5145140071638,968.0099415742853,626.9954441174696,0.36389193726316055,544821.7923117578,18915.06685667628,0.0283630187623021,1454201.537900161,1338824.3356868564,6199.026568377375,3640.619957545543,3.28431242586983,344.69098853680003,61.38930664199841,1.9821598411355097,2149.111709962674,0.018853498717294283,292380.50395201036,215.01157835369483,208.14925754373655,0.1788188102392827,6668.754386320358,342.89855417295684,82.20154841896205,1.7217292550642926,0.16144369270472828
0.09,9922004.465281337,455943.4614867624,4.465281331469222,79995.53471866863,9943.461486762359,56.53851323762747,54850.88771111099,65149.112288889206,119999.99947331104,0.000526689041091878,108229.41134300115,11770.588656998842,120000.0,119782.99677650919,217.0032234907109,119999.94841202679,0.05158797322788008,599866.2996917252,133.70030827585097,599989.3733806685,10.626619329994362,93394.82853543725,26605.171464563035,119989.73102869569,10.26897130419521,119662.12561026352,337.87438973646596,119989.66511265814,10.334887341782029,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,968.067518976607,968.0099665236653,626.5920965781257,0.40923197805040373,496400.9249803175,21201.089980644156,0.05749423529373397,1581726.267288818,1476218.9023894137,6839.604234747998,4504.436897793944,5.108098397699024,491.77800341371835,87.57906431861467,3.242672873587874,2572.6300205629013,0.03084302270363281,286536.3369952981,231.944552880477,233.5785161227827,0.28180576791058515,7499.2337098758635,433.86414327183473,114.23529104354554,2.392706038537825,0.2510972213855219
