Time,ADP,NAD,ATP,NADH,pyruvate,lactate,CoA,halfglucose,AcCoA,AcP,Ac,AcO,EtOH,AcLac,AcetoinIn,AcetoinOut,Butanediol,O2,PO4,compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14
0.0,4.9,6.33,0.1,3.67,1.0,0.1,1.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01,0.2,10.0,1.0,2317.159322414287,1895.6469198924008,1.3528328496322817,0.0,-1.3861670607485486,0.0,-0.18021010063616708,0.050186500365198096,0.0,0.0,-0.01758925279340804,0.00035472272850531133,54.534281317607466,0.0
0.01,0.9323078228363995,7.748624682353196,4.067692177163605,2.2513753176468025,0.09596277281246829,0.1,0.9712202591251354,30.0,0.028779740874864047,0.014903764016548908,1.0,0.001551994135567822,1.0,5.742115532796348e-05,2.374401027916733e-05,0.0,0.01,0.2,10.0,1.0,268.4396408740403,267.2410998476731,0.6631930158811847,-3.9330500772667603,-4.2334936212540795,1.238177288011233,1.0561742513176666,0.00018107215962169914,0.0006086606069564504,0.0009497559009639181,-0.0010168804632518043,259.2403928564448,50.89181447799278,1.7226346598389042e-08
0.02,0.9046014990701187,8.250696812528075,4.095398500929886,1.749303187471923,0.1062446495356635,0.1,0.941194168267881,30.0,0.05880583173211861,0.01648199340746001,1.0,0.003188415484818249,1.0,5.358206613433169e-05,3.208133822836023e-05,0.0,0.01,0.2,10.0,1.0,283.38442294712354,281.0936041698293,1.076141811505422,-3.6708470833804796,-3.798599926213514,1.9566407349895893,1.8095618668264586,0.00023116034592099015,0.0005679666755298087,0.0012832452954891385,-0.0017504056209700165,277.18772623920364,48.48716180707189,1.6074619840299506e-08
0.03,0.8821160290134387,8.716222624131381,4.117883970986568,1.2837773758686204,0.12035384598747058,0.1,0.9123523482313142,30.0,0.08764765176868557,0.01779364211987062,1.0,0.004580831493572033,1.0,5.074485037299617e-05,4.534034063897314e-05,0.0,0.01,0.2,10.0,1.0,298.13149898276674,294.6478072129301,1.8348699123979335,-3.330011562643468,-3.4696091751339626,2.048789987717152,1.9143655720884745,0.0003117849259041857,0.0005378924405443533,0.0018135971797361436,-0.0029491520399993593,292.5799394780258,45.02761509238533,1.522345511189885e-08
0.04,0.8633360611628299,9.112253051950422,4.136663938837173,0.8877469480495759,0.14023547551552135,0.1,0.8762414778105083,30.0,0.12375852218949104,0.019377251992480138,1.0,0.005906912395980627,1.0,4.920274774208366e-05,6.688674263176791e-05,0.0,0.01,0.2,10.0,1.0,310.6990036018531,305.1273485951396,3.185584180236185,-2.8472671501406444,-3.0299747522851224,1.8011647747656012,1.6699387441135936,0.0004499751261342163,0.0005215462110701489,0.0026754339150587758,-0.0048571283859576795,306.01446669412894,40.217374096722445,1.4760824322625096e-08
0.05,0.8493489097184501,9.404467275044516,4.150651090281551,0.5955327249554864,0.1687710188415247,0.1,0.825674639638556,30.0,0.17432536036144353,0.02156359634681688,1.0,0.007217397603779028,1.0,4.962300568513903e-05,0.00010006190674341888,0.0,0.01,0.2,10.0,1.0,319.84937837565343,311.25872329069466,5.284521563672886,-2.0878624137558144,-2.3476871388110867,1.439441745131941,1.3067718355164437,0.0007018220423487598,0.0005260007237624295,0.004002396172258247,-0.007369983101506292,316.36646638870036,34.37617138015623,1.4886901705541708e-08
0.06,0.8404553076013676,9.58021116199566,4.159544692398634,0.4197888380043447,0.2042661258024537,0.1,0.7585350214119765,30.0,0.24146497858802304,0.024628527217789027,1.0,0.008629314428819406,1.0,5.314515369572714e-05,0.0001419584352367589,0.0,0.01,0.2,10.0,1.0,325.1038732676876,313.92494534499525,7.551775388624402,-0.9792064350148626,-1.3311865726291006,1.1943910831214775,1.0407458904457587,0.0011096161558851057,0.0005633348356217478,0.005678176196468787,-0.009387420498810835,323.10313127189073,29.016160300134267,1.594354610871814e-08
0.07,0.8352788510526171,9.670650857228663,4.164721148947387,0.32934914277134403,0.2383758699291144,0.1,0.6833864368926255,30.0,0.31661356310737476,0.028494611383729405,1.0,0.01032398303696179,1.0,6.070702829035077e-05,0.00018186045599106676,0.0,0.01,0.2,10.0,1.0,327.5207982003684,315.43650563988564,8.958116182777097,0.36994364898364984,-0.04291544274061888,1.122556119230432,0.9386830138776013,0.0016074186051619967,0.000643489423191857,0.007274153663462233,-0.010240231215553106,327.07953088004024,25.339642880073487,1.8212108487105228e-08
0.08,0.8320066650170885,9.71868905319438,4.167993334982915,0.28131094680562835,0.2665676416224356,0.1,0.6126726306551077,30.0,0.38732736934489226,0.03271063417455156,1.0,0.012236813831154823,1.0,7.226046098286171e-05,0.00021384870883219768,0.0,0.01,0.2,10.0,1.0,328.5603146817401,316.56938656131183,9.442447140928024,1.7478588081281488,1.325384826654272,1.1242019321521484,0.9297941441560229,0.0021020447295029177,0.0007659537136193635,0.0085535825187724,-0.010611059588824584,329.614151651945,23.027012935335232,2.167813829485851e-08
0.09,0.8296562067654393,9.748166027498234,4.170343793234564,0.25183397250177625,0.2899201144181351,0.1,0.5530297282691563,30.0,0.4469702717308438,0.03681929556142476,1.0,0.01413692384225347,1.0,8.722186073005292e-05,0.000239222327360631,0.0,0.01,0.2,10.0,1.0,329.0382958235843,317.39909690853506,9.481255199304805,3.005350249676613,2.6106816668331887,1.1297144099560186,0.9469726307383409,0.002571466464439485,0.0009245414480064497,0.009568435297753015,-0.010934898723986645,331.44485607787203,21.45561878011201,2.6166558219015873e-08
