x,y,Time
-1.0,0.5,0.0
-1.0169318930604765,0.5043557931237115,0.01
-1.0337151904468425,0.5087561071507181,0.02
-1.0503314879230674,0.5132002992121447,0.03
-1.0667626797954952,0.517687666456443,0.04
-1.0829910517658254,0.5222174487402098,0.05
-1.0989994089306419,0.5267888298061021,0.06
-1.1147709497701765,0.5314009392890983,0.07
-1.1302896169397914,0.5360528562724544,0.08
-1.1455401065675233,0.5407436058558953,0.09
-1.1605077814042366,0.545472155403359,0.1
-1.1751789765264964,0.5502374497771545,0.11
-1.1895407470003034,0.5550383790656961,0.12
-1.2035812169509783,0.5598738009037345,0.13
-1.217289467392035,0.5647425353587869,0.14
-1.2306555285443406,0.5696433675901629,0.15
-1.2436705798850896,0.5745750633522818,0.16
-1.25632675709288,0.5795363536215054,0.17
-1.2686173318580065,0.5845259647876151,0.18
-1.2805365951393284,0.5895425939933335,0.19
-1.2920798582726556,0.5945849093657182,0.2
-1.3032434753574558,0.5996515833058239,0.21
-1.314024844518552,0.604741301639496,0.22
-1.3244224016611246,0.6098527183238609,0.23
-1.3344355722836339,0.6149844815424772,0.24
-1.3440644557710621,0.6201352768901938,0.25
-1.353310197727005,0.6253037764948477,0.26
-1.362174932521885,0.6304886467798629,0.27
-1.3706613229191436,0.635688583295032,0.28
-1.378772654264154,0.640902304052957,0.29
-1.3865132086971166,0.6461285230547129,0.3
-1.3938879955394898,0.65136596729294,0.31
-1.4009017772841126,0.6566134218685444,0.32
-1.4075606237645208,0.6618696580006779,0.33
-1.4138710189111328,0.6671334742562248,0.34
-1.4198395744364027,0.6724037019584671,0.35
-1.4254731941298104,0.6776792007159197,0.36
-1.430779227401635,0.68295885429266,0.37
-1.4357652309808657,0.6882415784295066,0.38
-1.4404390765818778,0.6935263064205757,0.39
-1.4448087374601688,0.6988120038136478,0.4
-1.4488821661604285,0.7040976748396615,0.41
-1.452667298744117,0.709382358843391,0.42
-1.4561724994412388,0.7146651046040292,0.43
-1.4594060760363412,0.7199449946083616,0.44
