Time,MC_0,MP_0,MB_0,PC_0,CC_0,PCP_0,CCP_0,PCC_0,PCN_0,PCNP_0,PCCP_0,BC_0,BCP_0,BN_0,BNP_0,IN_0,BTot,CTot,PTot,MP,vsP,vmP,kdmp,KAP,KmP,MC,vsC,vmC,kdmc,KAC,KmC,MB,vsB,vmB,kdmb,KIB,KmB,PC,CC,PCP,CCP,PCC,PCN,PCCP,PCNP,BC,BCP,BN,BNP,IN,k1,k2,k3,k4,k5,k6,k7,k8,kdnc,kdn,kstot,ksB,ksC,ksP,m,n,vstot,Kd,Kdp,Kp,Vphos,V1B,V1C,V1P,V1PC,V2B,V2C,V2P,V2PC,V3B,V3PC,V4B,V4PC,vdBC,vdBN,vdCC,vdIN,vdPC,vdPCC,vdPCN,Compartment,Reversible_reaction__between_PER_CRY_complex_in_cytosol_and_nucleus,Phosphorylation_of_PER_CRY_complex_in_nucleus,Dephosphorylation_of_PER_CRY_complex_in_nucleus,Phosphorylation_of_PER_CRY_complex_in_cytosol,Dephosphorylation_of_PER_CRY_complex_in_cytosol,Reversible_reaction_between_PER__CRY_and_PER_CRY_complex_in_cytosol,Phosphorylation_of_CRY_in_cytosol,Dephosphorylation_of_CRY_in_cytosol,Translation_of_Cry_mRNA_to_CRY_protein_in_cytosol,Transcription_of_Cry_gene_to_Cry_mRNA,Transcription_of_Per_gene_to_Per_mRNA,Translation_of_Per_mRNA_to_PER_protein,Phosphorylation_of_PER_in_cytosol,Dephosphorylation_of_PER_in_cytosol,Transcription_of_Bmal1_gene_to_Bmal1_mRNA,Translation_of_Bmal1_mRNA_to_BMAL1_protein,Phosphorylation_of_BMAL1_in_cytosol,Dephosphorylation_of_BMAL1_in_cytosol,Reversible_reation_between_BMAL1_in_cytosol_and_nucleus,Phosphorylation_of_BMAL1_in_nucleus,Dephosphorylation_of_BMAL1_in_nucleus,Reversible_reaction_between_PER_CRY_complex_and_PER_CRY_CLOCK_BMAL1_in_nuclues,Degradation_of_the_PER_CRY_CLOCK_BMAL1_complex,Degradation_of_Cry_mRNA,Degradation_of_CRY_P_protein_in_cytosol,Non_specific_degradation_of_Cry_mRNA,Degradation_of_PER_CRY_complex_in_cytosol,Degradation_of_PER_CRY_complex_in_nucleus,Degradation_of_Per_mRNA,Degradation_of_PER_P_in_cytosol,Non_specific_degradation_of_Per_mRNA,Degradation_of_Bmal1_mRNA,Non_specific_degradation_of_Bmal1_mRNA,Degradation_of_BMAL1_P_in_cytosol,Degradation_of_BMAL1_P_in_nucleus,Non_specific_degradation_of_PER_protein_in_cytosol,Non_specific_degradation_of_CRY_protein_in_cytosol,Non_specific_degradation_of_PER_P_protein_in_cytosol,Non_specific_degradation_of_CRY_P_protein_in_cytosol,Non_specific_degradation_of_PER_CRY_protein_complex_in_cytosol,Non_specific_degradation_of_PER_CRY_protein_complex_in_nucleus,Non_specific_degradation_of_PER_CRY_P_protein_complex_in_cytosol,Non_specific_degradation_of_PER_CRY_P_protein_complex_in_nucleus,Non_specific_degradation_of_BMAL1_protein_in_cytosol,Non_specific_degradation_of_BMAL1_P_protein_in_cytosol,Non_specific_degradation_of_BMAL1_protein_in_nucleus,Non_specific_degradation_of_BMAL1_P_protein_in_nucleus,Non_specific_degradation_of_PER_CRY_BMAL1_CLOCK_complex_in_nucleus
18.0,0.05157359735647449,0.07356855525736307,8.579847263209427,0.25258443898901634,5.082542075880214,0.08823502938470379,0.7269071239879128,2.5781409870333674,3.103778646446847,0.24417020651940272,0.24504376945306566,1.6914231462457523,0.9116941481056944,0.2661193316957321,0.1928211195185369,0.3352326310459863,1.9575424779414536,5.809449199867309,6.511953077826893,0.07356855525735215,1.5,1.1,0.01,0.7,0.31,0.05157359735642238,1.1,1.0,0.01,0.6,0.4,8.579847263209404,1.0,0.8,0.01,2.2,0.4,0.25258443898906574,5.082542075879398,0.08823502938471209,0.7269071239879111,2.5781409870335517,3.103778646447089,0.24504376945306627,0.2441702065194073,1.691423146245738,0.9116941481056942,0.26611933169571567,0.19282111951853137,0.33523263104599244,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,0.4105006655239777,0.38751474292883437,0.07094460877038104,0.3850642665215662,0.07101816961989732,-0.0021197818569638205,0.5884226699713173,0.08790674344202873,0.08251775577035919,0.04098298915905275,0.030692082389696732,0.04414113315441784,0.28655199839591877,0.14062477585567906,0.985578883784896,1.0295816715851311,0.4720892296692805,0.0901155897573154,0.6233453921591545,0.36343250500207647,0.13169891559432445,0.3794644864573608,0.422185655663168,0.11420861994232587,0.49550244117064685,0.0005157359735647449,0.314709842090795,0.3140913311972872,0.21098030501692414,0.15909054025130207,0.0007356855525736308,0.7643646500190437,0.08579847263209427,0.3762063840660591,0.23475591270144516,0.0025258443898901633,0.6099050491056257,0.0008823502938470379,0.007269071239879128,0.025781409870333675,0.03103778646446847,0.0024504376945306567,0.0024417020651940273,0.016914231462457522,0.009116941481056944,0.002661193316957321,0.001928211195185369,0.0033523263104598628
19.0,0.023575714979838826,0.01339868097488311,8.713466658173841,0.18225049863708723,4.13373553842732,0.07509632171783623,0.7237296434230325,1.8874681197667509,2.696984331073446,0.24355865825930204,0.24100330074912907,1.705814778214944,0.9086314815335779,0.2850757817072636,0.1918420614997667,0.29143748676012016,1.9908905599221733,4.8574651818496,5.326361230204018,0.01339868097487926,1.5,1.1,0.01,0.7,0.31,0.023575714979828515,1.1,1.0,0.01,0.6,0.4,8.713466658173823,1.0,0.8,0.01,2.2,0.4,0.1822504986371334,4.133735538426571,0.07509632171784512,0.7237296434230293,1.8874681197669072,2.6969843310736965,0.24100330074913032,0.24355865825930478,1.7058147782149296,0.9086314815335776,0.2850757817072438,0.19184206149976057,0.2914374867601286,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,0.21559038169201117,0.3856988830592953,0.07089288900280759,0.37987389100626456,0.07067477066048446,-0.07614347870845922,0.5858281181109656,0.08786009453484678,0.03772114396774212,0.053338703962071216,0.040156462458887286,0.008039208584929866,0.2582819155567505,0.12866573263403944,0.9834863295411791,1.0456159989808609,0.47231166750699355,0.09008557616623718,0.6253107549445249,0.37015542816450026,0.1314697823294536,0.35527870954049007,0.3942090155382033,0.05565879757993437,0.4948677159549414,0.00023575714979838825,0.31183231283577695,0.313657152159978,0.04557393069118948,0.140143803494903,0.0001339868097488311,0.7648871267101205,0.08713466658173841,0.3758926916170744,0.23402885989228192,0.0018225049863708723,0.49604826461127843,0.0007509632171783623,0.007237296434230325,0.018874681197667508,0.02696984331073446,0.002410033007491291,0.0024355865825930203,0.01705814778214944,0.00908631481533578,0.0028507578170726363,0.001918420614997667,0.0029143748676012018
20.0,0.030474154140272464,0.016790967293508798,8.841948926953012,0.14402258351626418,3.3112912064277773,0.06543922708128111,0.7185149985204062,1.3349160374449336,2.170064638297682,0.2414918943376169,0.23474464301109013,1.7327956991207714,0.9062235810217,0.3238097604407413,0.19775988689989613,0.2506267404558626,2.056605459561473,4.029806204947514,4.190679023689301,0.01679096729350445,1.5,1.1,0.01,0.7,0.31,0.030474154140262808,1.1,1.0,0.01,0.6,0.4,8.841948926952998,1.0,0.8,0.01,2.2,0.4,0.14402258351630398,3.3112912064271125,0.06543922708129081,0.718514998520401,1.3349160374450673,2.1700646382979265,0.23474464301109216,0.24149189433761925,1.732795699120757,0.9062235810216993,0.32380976044071613,0.19775988689988933,0.2506267404558734,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,0.09995348731843712,0.38237935637374804,0.07071672808106692,0.37212380449017385,0.07012648235368864,-0.07622292175922044,0.5824113520748553,0.08778275289020171,0.04875864662443594,0.086017204853822,0.06567717888689223,0.010074580376105279,0.2360807453817733,0.11866452999529034,0.9787955747065755,1.0610338712343614,0.4727192725168517,0.09006185087627724,0.6283563275601604,0.3820225377820406,0.1328317853414426,0.32628138128846185,0.3641330462786741,0.0707920646272814,0.4938174692517376,0.00030474154140272466,0.30728919355318385,0.3121825604483263,0.05651950595767448,0.12534904728962845,0.000167909672935088,0.7653752685143326,0.08841948926953012,0.37564494480123956,0.23837985997413327,0.0014402258351626418,0.39735494477133326,0.0006543922708128111,0.0071851499852040625,0.013349160374449337,0.021700646382976817,0.0023474464301109013,0.002414918943376169,0.017327956991207715,0.009062235810217,0.0032380976044074127,0.0019775988689989614,0.0025062674045586257
21.0,0.055728095395174516,0.032126886741310735,8.962180225155825,0.11446179555911638,2.5998760351647277,0.057138979322192765,0.7107726408741192,0.8930547879297245,1.599167971368997,0.23739229486200797,0.22517908072059548,1.770896041994622,0.9045511805378709,0.3864811429476167,0.20902232275800917,0.20938201503930612,2.15737718494219,3.310648676038253,3.12639490976303,0.032126886741298794,1.5,1.1,0.01,0.7,0.31,0.055728095395156545,1.1,1.0,0.01,0.6,0.4,8.962180225155816,1.0,0.8,0.01,2.2,0.4,0.11446179555915209,2.5998760351641415,0.05713897932220305,0.7107726408741114,0.8930547879298384,1.5991679713692264,0.22517908072059908,0.23739229486201102,1.7708960419946063,0.90455118053787,0.3864811429475837,0.2090223227580019,0.20938201503932,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,0.03738832089809041,0.37645906662907935,0.07036091175677277,0.3597202485842799,0.0692477142814967,-0.05957636589951647,0.5777767574442212,0.08766608603218447,0.08916495263227923,0.16155393839889004,0.12753311025333597,0.01927613204478644,0.2134865937510348,0.10908619790326526,0.9700628048245811,1.075461627018699,0.47327483789708946,0.09004530561136202,0.6310621882083255,0.397221093304774,0.13527975642179835,0.28808593116602516,0.328840844564407,0.12228365105919381,0.49223814386349896,0.0005572809539517451,0.30013639592829916,0.30922402124517995,0.10329376843791525,0.11199361548673578,0.00032126886741310737,0.7658199273775811,0.08962180225155825,0.3754722900748641,0.24638093075227946,0.0011446179555911638,0.3119851242197673,0.0005713897932219276,0.007107726408741192,0.008930547879297245,0.01599167971368997,0.002251790807205955,0.0023739229486200797,0.01770896041994622,0.009045511805378709,0.003864811429476167,0.002090223227580092,0.0020938201503930614
22.0,0.1183363149294669,0.07303448955271216,9.06890756280108,0.09207418232529484,2.0163083468572878,0.049380902429635165,0.6997967779278063,0.5375989658531061,1.0417094303756105,0.22969563529062345,0.20954901689511343,1.8198452140194492,0.9036569193893347,0.48200556173603126,0.22428354913622078,0.16359383389235252,2.301850775755419,2.7161051247845402,2.1600081331697494,0.07303448955268323,1.5,1.1,0.01,0.7,0.31,0.11833631492942992,1.1,1.0,0.01,0.6,0.4,9.068907562801082,1.0,0.8,0.01,2.2,0.4,0.09207418232533082,2.016308346856745,0.04938090242964895,0.699796777927795,0.5375989658532041,1.0417094303758152,0.209549016895121,0.2296956352906291,1.8198452140194326,0.9036569193893337,0.4820055617359864,0.22428354913621323,0.16359383389237042,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,0.006697700266120321,0.36496481597174824,0.06966899488619224,0.337264641032659,0.06769493859065182,-0.03325981622960052,0.571648743866129,0.08749682384829181,0.18933810388714706,0.32343184264026054,0.2753204671239144,0.043820693731627294,0.19174712855340229,0.09917111550366157,0.9541967122036954,1.0882689075361296,0.47395623374484525,0.09003643595055927,0.6315369732605735,0.41409016805465254,0.13832557940952267,0.2346954861877234,0.2823054526309155,0.22830025896520412,0.4899573146902422,0.001183363149294669,0.287870856312089,0.30354591201269543,0.20974074319468694,0.09893680925421014,0.0007303448955271216,0.7662051828178015,0.0906890756280108,0.37537977177408555,0.2566743314823485,0.0009207418232529484,0.24195700162287453,0.0004938090242963516,0.006997967779278063,0.005375989658531061,0.010417094303756105,0.0020954901689511345,0.0022969563529062344,0.018198452140194492,0.009036569193893347,0.004820055617360312,0.0022428354913622077,0.0016359383389235253
23.0,0.26038391698079527,0.18352402009929905,9.152634132989558,0.08770854834469484,1.6243464838660129,0.04546335246426239,0.6853158706436967,0.26685101587151366,0.5498633653237457,0.21389578701034068,0.18110522523762884,1.880674395373228,0.9035645086172058,0.6243614573074845,0.24228289848248477,0.11065592908529048,2.50503585268063,2.309662354508995,1.3448872942524321,0.18352402009924643,1.5,1.1,0.01,0.7,0.31,0.2603839169807293,1.1,1.0,0.01,0.6,0.4,9.15263413298957,1.0,0.8,0.01,2.2,0.4,0.08770854834467956,1.6243464838653163,0.04546335246426328,0.6853158706436787,0.2668510158715796,0.5498633653239164,0.18110522523763928,0.2138957870103539,1.8806743953732088,0.9035645086172047,0.6243614573074213,0.24228289848247714,0.11065592908531126,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,-0.0032322667161436697,0.3384485999144251,0.0681422930353934,0.2909639110444507,0.0644261326286389,0.0036174256691761733,0.5652042089212378,0.08726627033297654,0.41661426716927247,0.5936875537659579,0.5814029481881313,0.11011441205957943,0.18690368471367216,0.09376248730847561,0.9254607824935736,1.098316095958747,0.4747560729230418,0.09003551848024317,0.6273974666877943,0.43097368793495117,0.14156880145438105,0.16059115313823674,0.21556913464129335,0.39429172983382565,0.48687037704689645,0.0026038391698079526,0.26350505256666834,0.29135683672033225,0.40905085444191874,0.09212076041633345,0.0018352402009929906,0.7665013863668352,0.09152634132989558,0.37537020332018817,0.26806993083553077,0.0008770854834469484,0.19492157806392155,0.0004546335246426239,0.006853158706436967,0.0026685101587151368,0.005498633653237457,0.0018110522523762885,0.002138957870103407,0.018806743953732278,0.00903564508617206,0.006243614573074845,0.0024228289848248477,0.001106559290852905
24.0,0.5111068733662493,0.43869832414533166,9.19699606031881,0.13045528302273074,1.536645162855961,0.05339817927950445,0.6698907240782058,0.10529116388310684,0.18828995232570375,0.17489834051485914,0.12892630499125823,1.9552468485549859,0.9042915553467089,0.8275995604915869,0.2615613831272525,0.054943523529000664,2.7828464090464595,2.206535886933475,0.7812592240171934,0.43869832414523335,1.5,1.1,0.01,0.7,0.31,0.5111068733661399,1.1,1.0,0.01,0.6,0.4,9.19699606031884,1.0,0.8,0.01,2.2,0.4,0.13045528302266604,1.5366451628552973,0.05339817927947955,0.6698907240781777,0.10529116388311763,0.18828995232581558,0.1289263049912349,0.1748983405148797,1.9552468485549628,0.9042915553467075,0.8275995604914966,0.261561383127245,0.054943523529018864,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,0.0044584750881019874,0.2612508008783849,0.06362291608864962,0.20515478969773843,0.05631782026804714,0.05912715907373245,0.5633396405270281,0.08701114367630153,0.8177709973859989,0.8618907719840017,0.9921863251979453,0.263218994487199,0.22643053578400876,0.10443053404605628,0.876030620438979,1.103639527238257,0.4756720220565456,0.09004273216601158,0.616578827323677,0.44609743026020604,0.14468435808322777,0.07241998854196707,0.12383609196804857,0.5609735677636504,0.4834807625368454,0.005111068733662493,0.2104054063453163,0.25780009723274805,0.6445428565780954,0.10576943427342925,0.004386983241453317,0.7666562330557662,0.0919699606031881,0.37544544397571916,0.2794651387928305,0.0013045528302273073,0.18439741954271532,0.0005339817927950446,0.006698907240782058,0.0010529116388310685,0.0018828995232570375,0.0012892630499125824,0.0017489834051485915,0.01955246848554986,0.009042915553467088,0.008275995604915869,0.0026156138312725253,0.0005494352352900067
25.0,0.8263340929410262,0.8501327763308677,9.180360280810373,0.25853464518252817,1.8182733138963876,0.07375954031621218,0.6597465808049945,0.07340589778358654,0.035243755905231974,0.08533242700358633,0.07929566971887808,2.0435472326239252,0.9058422489736497,1.081355727372088,0.28024822457233195,0.015878202852705078,3.124902959995884,2.4780198947006826,0.6055719359099729,0.8501327763307039,1.5,1.1,0.01,0.7,0.31,0.8263340929409014,1.1,1.0,0.01,0.6,0.4,9.18036028081043,1.0,0.8,0.01,2.2,0.4,0.2585346451824915,1.8182733138957217,0.07375954031620496,0.6597465808049611,0.07340589778355229,0.03524375590524422,0.07929566971886713,0.08533242700361286,2.0435472326238977,0.9058422489736482,1.0813557273719867,0.2802482245723251,0.015878202852712964,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,0.02231360793238822,0.10423773184745916,0.04604290160293163,0.1693273382781901,0.04422620459445989,0.1733534788645076,0.568721871088261,0.08683771634825334,1.322134548705642,1.0047652855129345,1.2759471349105633,0.5100796657985206,0.28843477042605964,0.12734760954474664,0.8054142194839429,1.1016432336972446,0.47667417855831673,0.09005808315349262,0.6011477475751525,0.4576757458896615,0.14740277874408447,0.01746769836584271,0.04021348154904916,0.6738246108442524,0.48119223949319934,0.008263340929410262,0.14634221594028388,0.15501601919932498,0.80606812689279,0.1381414322632849,0.008501327763308678,0.766598333400784,0.09180360280810372,0.3756056191200199,0.2897879349261813,0.0025853464518252817,0.2181927976675665,0.0007375954031621218,0.006597465808049945,0.0007340589778358654,0.0003524375590523197,0.0007929566971887808,0.0008533242700358633,0.020435472326239254,0.009058422489736498,0.010813557273720879,0.0028024822457233195,0.00015878202852705078
26.0,1.1418337257857032,1.330588197171514,9.089940351126195,0.45601573698866393,2.3814932329170113,0.09339565595395281,0.6578833613154823,0.15571634802161322,0.018844427157922203,0.027850720209566224,0.08939670406537528,2.138310666848636,0.9081595223862741,1.3376128758926926,0.296405099889098,0.005377101881007182,3.475923542741207,3.0393765942318014,0.8412195923969527,1.3305881971713378,1.5,1.1,0.01,0.7,0.31,1.1418337257855857,1.1,1.0,0.01,0.6,0.4,9.089940351126286,1.0,0.8,0.01,2.2,0.4,0.45601573698863807,2.3814932329163523,0.09339565595395002,0.657883361315449,0.15571634802153209,0.01884442715791627,0.08939670406534876,0.027850720209567466,2.13831066684861,0.9081595223862725,1.3376128758925971,0.29640509988909247,0.005377101881006986,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,0.05851765377706085,0.0634255306994966,0.021783780462022256,0.2435766805311204,0.0472007707349108,0.4032560870925441,0.5758210100256974,0.08680535751221312,1.8269339612571251,1.0572003197220752,1.39534678972541,0.7983529183029084,0.32805959015362274,0.14487759121568403,0.7301022761359418,1.0907928421351434,0.4776617246477246,0.0900809348342707,0.5878016915609159,0.46522012230242976,0.14954656232829652,0.012065564014528622,0.014086457295943338,0.7405686532144289,0.4807666272524012,0.011418337257857031,0.16070421806974672,0.059464576238339784,0.8921477183683834,0.166186276280131,0.013305881971715141,0.7662800831027325,0.09089940351126195,0.37584420995686874,0.29819171560828184,0.004560157369886639,0.28577918795004137,0.0009339565595395281,0.006578833613154823,0.0015571634802161321,0.00018844427157922204,0.0008939670406537528,0.00027850720209566225,0.02138310666848636,0.00908159522386274,0.013376128758926926,0.00296405099889098,5.377101881007182e-05
27.0,1.434742476726325,1.8192880223357064,8.929191112009265,0.6492008312908505,3.069783061717758,0.10571522798656607,0.6619255315508824,0.38278196584184737,0.03710967349502242,0.0310711933418975,0.13225396961274818,2.227928818882053,0.9110845641515223,1.5696693102077834,0.3092702370423498,0.008050804923245225,3.797598129089743,3.7317085932679857,1.338132861568746,1.8192880223355286,1.5,1.1,0.01,0.7,0.31,1.4347424767262165,1.1,1.0,0.01,0.6,0.4,8.929191112009383,1.0,0.8,0.01,2.2,0.4,0.649200831290853,3.0697830617171333,0.10571522798656419,0.6619255315508524,0.3827819658417168,0.037109673495006795,0.13225396961272054,0.031071193341884573,2.227928818882031,0.9110845641515207,1.5696693102077122,0.30927023704234546,0.008050804923240694,0.4,0.2,0.4,0.2,0.4,0.2,0.5,0.1,0.12,0.01,1.0,0.12,1.6,0.6,2.0,4.0,1.0,0.3,0.1,0.1,0.4,0.5,0.6,0.4,0.4,0.1,0.1,0.3,0.1,0.5,0.4,0.2,0.1,0.5,0.6,0.7,0.8,0.7,0.7,0.7,1.0,0.1456908516377345,0.10826274339095304,0.023705585147797272,0.3171468637395138,0.05694368532570773,0.7206058930515269,0.5810712598207004,0.08687535777985388,2.29558796276212,1.077007247794914,1.442930394154133,1.0915728134014238,0.34660977627176254,0.15416733465176866,0.6626631458855526,1.0715029334411117,0.4785216800468961,0.09010963043591537,0.5772376655112647,0.4700539503874706,0.15113253251804268,0.028319877306159435,0.020907732866339852,0.7819857527287929,0.4816878821571317,0.01434742476726325,0.2141745021147248,0.06569534220051328,0.9398525721165977,0.18239556833456233,0.018192880223357064,0.7656990626349083,0.08929191112009266,0.376144074129878,0.3045645937444859,0.006492008312908505,0.368373967406131,0.0010571522798656608,0.006619255315508824,0.003827819658418474,0.00037109673495022423,0.0013225396961274818,0.000310711933418975,0.022279288188820533,0.009110845641515222,0.015696693102077833,0.003092702370423498,8.050804923245226e-05
