Time,AR_Central,AR_A1,AR_A2,AR_Dose,F1,F2,Lag_time_1,Lag_time_2,k_a_1,k_a_2,base,CL_V,compartment,A1,A2,Central,reaction,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5
1.025,0.07243830687004169,5.912970322467079,0.0,478.9752332395322,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,47.89752332395322,0.0,1.7738910967401238,0.0,0.32,1.4487661374008338
1.05,0.08880246177321183,7.0602560092160935,0.0,477.77929070748513,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,47.77792907074851,0.0,2.118076802764828,0.0,0.32,1.7760492354642365
1.075,0.1054621994379098,8.19599429274856,0.0,476.58633429756026,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,47.65863342975603,0.0,2.458798287824568,0.0,0.32,2.109243988758196
1.1,0.12223336153058113,9.320278882707983,0.0,475.3963565537761,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,47.539635655377616,0.0,2.796083664812395,0.0,0.32,2.4446672306116226
1.125,0.1390048127449333,10.433202769997477,0.0,474.20935003876787,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,47.42093500387679,0.0,3.129960830999243,0.0,0.32,2.7800962548986656
1.15,0.15570967525912371,11.534858232196603,0.0,473.02530733374107,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,47.30253073337411,0.0,3.460457469658981,0.0,0.32,3.1141935051824743
1.175,0.17230793098258587,12.625336838937583,0.0,471.84422103842496,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,47.1844221038425,0.0,3.787601051681275,0.0,0.32,3.4461586196517175
1.2,0.18877585870105884,13.704729457248494,0.0,470.66608377102614,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,47.06660837710262,0.0,4.111418837174548,0.0,0.32,3.775517174021177
1.225,0.20509957585901542,14.773126256850812,0.0,469.4908881681828,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,46.94908881681828,0.0,4.431937877055243,0.0,0.32,4.101991517180308
1.25,0.22127124964612396,15.830616715376141,0.0,468.31862688491873,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,46.831862688491874,0.0,4.749185014612842,0.0,0.32,4.425424992922479
1.275,0.23728660166549503,16.877289623613034,0.0,467.1492925945971,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,46.714929259459716,0.0,5.06318688708391,0.0,0.32,4.745732033309901
1.3,0.2531435925356343,17.913233075280964,0.0,465.98287798929266,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,46.59828779892927,0.0,5.373969922584289,0.0,0.32,5.0628718507126855
1.325,0.26884146602830766,18.938534510753385,0.0,464.8193757787038,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,46.48193757787038,0.0,5.681560353226016,0.0,0.32,5.376829320566153
1.35,0.2843803457514393,19.95328939599441,0.0,463.6587779564753,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,46.365877795647535,0.0,5.985986818798323,0.0,0.32,5.687606915028786
1.375,0.29976061779071445,20.95755822106602,0.0,462.5010794303186,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,46.250107943031864,0.0,6.287267466319806,0.0,0.32,5.995212355814289
1.4,0.31498343902357906,21.951460075948646,0.0,461.34627011685666,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,46.134627011685666,0.0,6.585438022784594,0.0,0.32,6.299668780471581
1.425,0.3300496667972797,22.935063109842606,0.0,460.1943442010064,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,46.019434420100644,0.0,6.880518932952781,0.0,0.32,6.600993335945594
1.45,0.34496038061181294,23.908451125973148,0.0,459.045294510833,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,45.904529451083306,0.0,7.1725353377919445,0.0,0.32,6.899207612236259
1.475,0.35971652557027,24.87169221774759,0.0,457.89911518074035,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,45.789911518074035,0.0,7.461507665324277,0.0,0.32,7.194330511405401
1.5,0.37431943291444775,25.824879662674856,0.0,456.7557981521531,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,45.675579815215315,0.0,7.747463898802456,0.0,0.32,7.486388658288955
1.525,0.3887704839503354,26.768111223205675,0.0,455.6153349774979,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,45.56153349774979,0.0,8.030433366961702,0.0,0.32,7.775409679006708
1.55,0.40307080615257723,27.70145947285133,0.0,454.4777192644546,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,45.44777192644546,0.0,8.310437841855398,0.0,0.32,8.061416123051545
1.575,0.4172216018876563,28.625004150012877,0.0,453.34294403270223,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,45.33429440327023,0.0,8.587501245003862,0.0,0.32,8.344432037753126
1.6,0.43122414262343584,29.538825226687035,0.0,452.2110021997438,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,45.22110021997438,0.0,8.86164756800611,0.0,0.32,8.624482852468716
1.625,0.4450797043832805,30.443002535358872,0.0,451.0818866870434,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,45.108188668704344,0.0,9.132900760607662,0.0,0.32,8.90159408766561
1.65,0.45879000417399135,31.337648530263547,0.0,449.9555874601224,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,44.99555874601224,0.0,9.401294559079064,0.0,0.32,9.175800083479826
1.675,0.4723547023203416,32.22274227476291,0.0,448.8321063546526,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,44.88321063546526,0.0,9.666822682428872,0.0,0.32,9.447094046406832
1.7,0.48577648130913437,33.098464250627565,0.0,447.71142719757614,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,44.77114271975762,0.0,9.929539275188269,0.0,0.32,9.715529626182688
1.725,0.4990558624081835,33.96485760002698,0.0,446.5935460184098,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,44.65935460184099,0.0,10.189457280008094,0.0,0.32,9.98111724816367
1.75,0.5121940657496087,34.821996275776186,0.0,445.47845607290816,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,44.54784560729082,0.0,10.446598882732856,0.0,0.32,10.243881314992173
1.775,0.5251921569530902,35.669948090791124,0.0,444.36615114743756,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,44.43661511474376,0.0,10.700984427237337,0.0,0.32,10.503843139061804
1.8,0.5380513419804297,36.50879199383637,0.0,443.2566239750587,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,44.32566239750587,0.0,10.95263759815091,0.0,0.32,10.761026839608594
1.825,0.5507729657538978,37.3386155246547,0.0,442.1498664867104,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,44.214986648671044,0.0,11.20158465739641,0.0,0.32,11.015459315077955
1.85,0.5633580338930524,38.15948592282994,0.0,441.0458723955529,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,44.10458723955529,0.0,11.44784577684898,0.0,0.32,11.267160677861048
1.875,0.5758076587948001,38.97147672983246,0.0,439.94463483867526,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.99446348386753,0.0,11.691443018949737,0.0,0.32,11.516153175896003
1.9,0.5881229455867387,39.774660887091564,0.0,438.8461469412403,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.88461469412403,0.0,11.93239826612747,0.0,0.32,11.762458911734775
1.925,0.6003050047247995,40.56911130138896,0.0,437.75040182963295,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.775040182963295,0.0,12.170733390416688,0.0,0.32,12.006100094495991
1.95,0.6123549465671935,41.3548997941922,0.0,436.65739266341285,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.66573926634129,0.0,12.40646993825766,0.0,0.32,12.247098931343869
1.975,0.6242738322278344,42.13209612266265,0.0,435.5671126661896,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.55671126661896,0.0,12.639628836798796,0.0,0.32,12.485476644556687
2.0,0.6360627628408725,42.90077205631529,0.0,434.47955499929554,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.447955499929556,0.0,12.870231616894587,0.0,0.32,12.72125525681745
2.025,0.6477228462481959,43.6609996976546,0.0,433.39471281375614,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.339471281375616,0.0,13.098299909296381,0.0,0.32,12.954456924963917
2.05,0.6592551358036044,44.41284841029534,0.0,432.3125793458115,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.23125793458115,0.0,13.3238545230886,0.0,0.32,13.185102716072088
2.075,0.6706606192506487,45.15638425167755,0.0,431.2331479346712,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.123314793467124,0.0,13.546915275503265,0.0,0.32,13.413212385012974
2.1,0.6819404187410244,45.89168005221982,0.0,430.1564117086033,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,43.015641170860334,0.0,13.767504015665946,0.0,0.32,13.638808374820488
2.125,0.6930956052017537,46.618806061071474,0.0,429.0823638762682,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,42.90823638762682,0.0,13.985641818321442,0.0,0.32,13.861912104035074
2.15,0.7041270974259949,47.33782312689889,0.0,428.0109979423687,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,42.801099794236876,0.0,14.201346938069667,0.0,0.32,14.082541948519898
2.175,0.715035986363439,48.04880273606943,0.0,426.9423070766025,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,42.69423070766025,0.0,14.414640820820829,0.0,0.32,14.300719727268781
2.2,0.7258233211156128,48.75181378911619,0.0,425.8762845301011,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,42.58762845301011,0.0,14.625544136734856,0.0,0.32,14.516466422312256
2.225,0.7364900518542323,49.446918593121374,0.0,424.8129237646103,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,42.48129237646103,0.0,14.834075577936412,0.0,0.32,14.729801037084647
2.25,0.7470372066633354,50.134184676208676,0.0,423.7522180749377,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,42.37522180749377,0.0,15.040255402862602,0.0,0.32,14.940744133266708
2.275,0.7574657831551332,50.81367752453122,0.0,422.6941608211811,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,42.26941608211811,0.0,15.244103257359367,0.0,0.32,15.149315663102666
2.3,0.7677767947108789,51.48546368266096,0.0,421.638745330322,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,42.16387453303221,0.0,15.445639104798289,0.0,0.32,15.355535894217578
2.325,0.7779710937502515,52.149598929458804,0.0,420.58596528232147,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,42.05859652823215,0.0,15.64487967883764,0.0,0.32,15.55942187500503
2.35,0.7880497538457694,52.8061538327488,0.0,419.5358138711572,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.95358138711572,0.0,15.841846149824638,0.0,0.32,15.760995076915387
2.375,0.7980137479269025,53.455192228567306,0.0,418.4882845113524,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.84882845113524,0.0,16.03655766857019,0.0,0.32,15.96027495853805
2.4,0.8078640380543446,54.09677722499902,0.0,417.44337064086903,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.744337064086906,0.0,16.229033167499708,0.0,0.32,16.15728076108689
2.425,0.8176015754200127,54.730971202177,0.0,416.401065721108,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.6401065721108,0.0,16.4192913606531,0.0,0.32,16.352031508400252
2.45,0.8272273008704162,55.35783595507783,0.0,415.3613632392761,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.536136323927614,0.0,16.607350786523348,0.0,0.32,16.544546017408322
2.475,0.8367421449601159,55.977432708107735,0.0,414.32425670862807,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.43242567086281,0.0,16.79322981243232,0.0,0.32,16.734842899202317
2.5,0.8461470258511269,56.58982154197747,0.0,413.2897396589653,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.32897396589653,0.0,16.97694646259324,0.0,0.32,16.92294051702254
2.525,0.8554428515533442,57.1950620049779,0.0,412.2578056467696,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.22578056467697,0.0,17.15851860149337,0.0,0.32,17.108857031066883
2.55,0.8646305192359055,57.79321292509287,0.0,411.2284482520881,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.122844825208816,0.0,17.33796387752786,0.0,0.32,17.29261038471811
2.575,0.8737109152271912,58.384332409999345,0.0,410.2016610785337,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,41.02016610785337,0.0,17.515299722999803,0.0,0.32,17.474218304543825
2.6,0.8826849905220367,58.96848309791042,0.0,409.1774376026231,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.91774376026231,0.0,17.690544929373125,0.0,0.32,17.653699810440735
2.625,0.8915536451477265,59.54572411627701,0.0,408.1557714045048,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.81557714045048,0.0,17.8637172348831,0.0,0.32,17.83107290295453
2.65,0.900317719551018,60.116110482833214,0.0,407.1366561851443,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.71366561851443,0.0,18.034833144849962,0.0,0.32,18.00635439102036
2.675,0.9089780796921092,60.679699023111546,0.0,406.1200855965346,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.61200855965346,0.0,18.203909706933462,0.0,0.32,18.179561593842184
2.7,0.917535582834917,61.23654599146653,0.0,405.10605330995486,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.51060533099549,0.0,18.37096379743996,0.0,0.32,18.35071165669834
2.725,0.9259910775470779,61.78670707107464,0.0,404.09455301597126,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.40945530159713,0.0,18.53601212132239,0.0,0.32,18.519821550941558
2.75,0.9343455010090244,62.330243866265164,0.0,403.0855782422569,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.30855782422569,0.0,18.69907315987955,0.0,0.32,18.686910020180488
2.775,0.9425996655040294,62.8672096574229,0.0,402.0791227533197,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.20791227533198,0.0,18.860162897226868,0.0,0.32,18.851993310080587
2.8,0.9507544016227248,63.397658955401184,0.0,401.07518028239883,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.10751802823989,0.0,19.019297686620355,0.0,0.32,19.015088032454496
2.825,0.9588105428693571,63.9216464744719,0.0,400.0737445602842,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,40.00737445602842,0.0,19.17649394234157,0.0,0.32,19.17621085738714
2.85,0.9667689158471352,64.43922647750514,0.0,399.07480933369123,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,39.90748093336913,0.0,19.331767943251542,0.0,0.32,19.335378316942705
2.875,0.9746303449576748,64.95045307209816,0.0,398.07836835854766,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,39.80783683585477,0.0,19.485135921629446,0.0,0.32,19.492606899153493
2.9,0.9823956795915589,65.45538192395054,0.0,397.08441536114816,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,39.70844153611482,0.0,19.63661457718516,0.0,0.32,19.647913591831177
2.925,0.9900657115923723,65.95406505597549,0.0,396.09294415606644,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,39.60929441560665,0.0,19.786219516792645,0.0,0.32,19.801314231847446
2.95,0.9976412468095438,66.44655535710237,0.0,395.1039485439339,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,39.51039485439339,0.0,19.93396660713071,0.0,0.32,19.952824936190876
2.975,1.005123084859906,66.93290530697969,0.0,394.11742234035285,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,39.41174223403529,0.0,20.079871592093905,0.0,0.32,20.10246169719812
3.0,1.0125120191276973,67.41316697597509,0.0,393.133359375896,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,39.313335937589606,0.0,20.223950092792524,0.0,0.32,20.250240382553947
3.025,1.0198088383114663,67.88739210843589,0.0,392.15175350394907,0.1,0.0,0.9,4.7,0.3,1.8,0.32,20.0,1.0,1.0,1.0,1.0,39.21517535039491,0.0,20.366217632530766,0.0,0.32,20.396176766229324
