D_3_task1,L_4_task1,N_2_task1,T_1_task1,_1_task1
1.0,1.0,1.0,100.0,0.0
481.75818240248645,315.49930538448206,12734.675462923615,150.4592894144839,1.0
936.40836333424,1349.6338957862572,24942.465242153583,216.68698575618166,2.0
1331.152423180142,2255.184729335428,36635.88023670672,299.23871057202865,3.0
1645.1097940907316,2673.801591047804,47829.22664087175,396.97880139575216,4.0
1870.6375888019484,2952.031316278655,58539.83380468359,506.8100143628841,5.0
2010.7649835454067,3153.6042139779684,68787.55127328572,623.7035509498226,6.0
2075.372299915821,3280.5142329519495,78593.86724337655,741.0724291918966,7.0
2077.544429225888,3334.1007241269494,87980.97358786037,851.4376477581111,8.0
2030.9086281947564,3318.37111322616,96970.97514677755,947.284765321521,9.0
1948.1378956272376,3240.019196088905,105585.3161393968,1021.9634550966265,10.0
1840.3741617468925,3107.9643723242293,113844.38333348594,1070.4776174300548,11.0
1717.1994020880547,2932.7761420428483,121767.28046123087,1090.0227379753028,12.0
1586.765489644287,2725.990863103984,129371.66860451206,1080.2122174824442,13.0
1455.8843387797806,2499.308572970312,136673.68499339354,1042.9697931244525,14.0
1330.0076236596597,2263.732396622574,143687.92089356264,982.1340674984364,15.0
1213.1654810975167,2028.7919860730733,150427.5142090078,902.8866765514534,16.0
1107.9301821258382,1802.0004230723175,156904.2709966814,811.0870097946232,17.0
1015.5104868065506,1588.6289235592556,163128.8544125456,712.6298220349246,18.0
935.9662448717529,1391.822412293433,169110.997927592,612.9110950951255,19.0
868.5244754909286,1212.9825204634358,174859.72155371108,516.4498971476561,20.0
811.9064115808134,1052.2485600934042,180383.51153571537,426.6811258613839,21.0
764.6158647063917,908.9645170124153,185690.460464514,345.905460099299,22.0
725.1476976673084,782.0453087757911,190788.36297508946,275.36738414890556,23.0
692.1161756180888,670.2248633440025,195684.77594940443,215.41683636618697,24.0
664.317483425457,572.2020112383011,200387.0525621269,165.7137678926439,25.0
640.7446745663963,486.70249192719075,204902.3579815334,125.44060570509852,26.0
620.576229781402,412.5117906246952,209237.67441793325,93.49673532554833,27.0
603.1526539649078,348.4808669932212,213399.80040840775,68.65959889956444,28.0
587.9497547387059,293.52500033874867,217395.34734372035,49.706166577259104,29.0
574.5533718669855,246.62256980493106,221230.73518003238,35.49535391859404,30.0
562.6373460212145,206.8197111903042,224912.1883960475,25.01630971281263,31.0
551.9451759109737,173.22826802021766,228445.73283417156,17.409819797276864,32.0
542.2750503319759,145.02749792087874,231837.1937413925,11.97028588564617,33.0
533.467895357372,121.46934973087811,235092.19516651146,8.13514708203535,34.0
525.3978316067211,101.87753241173742,238216.16069228575,5.467402398414326,35.0
517.9646478450621,85.64753112710831,241214.31543659783,3.6353407643061795,36.0
511.0879461357229,72.24524266863335,244091.68913747734,2.3924657531332323,37.0
504.70256174203706,61.20407228899249,246853.12016367857,1.559058586887506,38.0
498.7550601857398,52.12101260039307,249503.26024065152,1.0063936241959093,39.0
493.2010595175959,44.65179238109282,252046.57971012557,0.6437649757526976,40.0
488.0032021517365,38.50543971579315,254487.37315453173,0.40822487917066114,41.0
483.1296262218442,33.43853302668927,256829.76524282017,0.25670684572101193,42.0
478.5528161841486,29.249342007149092,259077.71668146862,0.16013557047636734,43.0
474.24873937388077,25.772126473271438,261235.03017954776,0.09912681767127794,44.0
470.1961945492001,22.87175129478244,263305.3563588935,0.06090913989827114,45.0
466.3763171641487,20.438747600037914,265292.1995597903,0.03716123263805906,46.0
462.77219995372735,18.384900724478058,267198.9235075886,0.022518495119053926,47.0
459.3685979564157,16.639398863686544,269028.7568179794,0.013556560570439555,48.0
456.1516958875636,15.1455404034684,270784.7983269384,0.008110265467861175,49.0
453.1089215291217,13.857971668294379,272470.02223827183,0.004822873671224835,50.0
450.2287935546055,12.74040600610063,274087.2830861612,0.002851460862832572,51.0
447.50079543757744,11.763766135584993,275639.32051332,0.0016765666159570755,52.0
444.9152694346262,10.904688543493792,277128.76386750693,0.0009805353461621261,53.0
442.46332629074493,10.14433057567337,278558.13662052265,0.0005705424181543225,54.0
440.1367674850944,9.467425829555493,279929.86061467533,0.00033035760974142335,55.0
437.928017655567,8.861540130313326,281246.2601421838,0.00019038740017708576,56.0
435.8300654215063,8.316487523421362,282509.56586324004,0.00010922732868840062,57.0
433.836411237432,7.823872704769873,283721.9185684984,6.239398327016285e-05,58.0
431.9410212029245,7.376732595682613,284885.37279179116,3.549350302424083e-05,59.0
430.13828597510286,6.969255272358919,286001.9002787416,2.0110487170284788e-05,60.0
428.42298408715675,6.596559075277442,287073.3933167834,1.135099321235567e-05,61.0
426.79024909803394,6.254518435169986,288101.6679319906,6.38336472848466e-06,62.0
425.2355400933766,5.939625979006741,289088.4669579212,3.577126676390703e-06,63.0
423.75461513093245,5.648882844067105,290035.46298150363,1.9977889304446957e-06,64.0
422.34350728365905,5.379710977103698,290944.2611708176,1.1121279557494533e-06,65.0
420.9985029820523,5.129882625315733,291816.40198944364,6.171726673596326e-07,66.0
419.71612239748015,4.897463325652539,292653.36380187934,3.414758935224563e-07,67.0
418.4931016420416,4.68076554154813,293456.56537434773,1.8839458945157328e-07,68.0
417.3263765887068,4.478310739841849,294227.36827517446,1.0365305484813571e-07,69.0
416.21306814038843,4.288798196133269,294967.0791787161,5.6878672478105805e-08,70.0
415.1504687966348,4.1110791915983835,295676.95207669016,3.113296355771706e-08,71.0
414.13603038469705,3.944135553238184,296358.19040063093,1.6999594074598135e-08,72.0
413.1673528383013,3.7870617159493256,297011.94905898167,9.260784868650024e-09,73.0
412.2421739194352,3.6390496519536533,297639.3363922708,5.0338282507098935e-09,74.0
411.3583597904297,3.499376150742845,298241.41604961007,2.730586053460582e-09,75.0
410.5138963546367,3.3673920299281703,298819.20878981816,1.4781374735995926e-09,76.0
409.7068812961775,3.242512956277328,299373.6942096569,7.988175020945418e-10,77.0
408.93551674281684,3.124211578583126,299905.81240339874,4.308642830802263e-10,78.0
408.1981025114769,3.0120107956170155,300416.4655544571,2.3201610468071726e-10,79.0
407.4930298693608,2.905477947913623,300906.51946316933,1.2502369236141807e-10,80.0
406.81877575349654,2.804219772268412,301376.80501486396,6.73766151260385e-11,81.0
406.17389744828404,2.7078780566419924,301828.1195864316,3.6194063968848217e-11,82.0
405.5570276568961,2.6161258595165373,302261.22839549533,1.9469151075112788e-11,83.0
404.96686990320745,2.5286641837806627,302676.86579762504,1.063842433661036e-11,84.0
404.402194265776,2.445219041375005,303075.7365343951,5.89834926382524e-12,85.0
403.8618334462408,2.3655389223291934,303458.51692574966,3.2238896910392447e-12,86.0
403.34467910853374,2.2893925740324574,303825.8560131417,1.7143839644766992e-12,87.0
402.8496784471034,2.216567015199333,304178.37665943144,9.27330306006708e-13,88.0
402.37583106877827,2.1468658483128,304516.67658899265,6.51450470587189e-13,89.0
401.922185787183,2.080107493298913,304841.3294435371,5.435615895534307e-13,90.0
401.4878382977916,2.0161241635770266,305152.8856761265,6.252444260913109e-13,91.0
401.0719277400772,1.9547598939469957,305451.8736473093,5.096381967289493e-13,92.0
400.67363544742125,1.8958704342153851,305738.8002994501,3.6807899651016085e-13,93.0
400.2921816252765,1.8393213882577193,306014.15221609385,1.7105533307659386e-13,94.0
399.926823928921,1.7849879613609185,306278.39630691195,4.2551210878827275e-14,95.0
399.57685530053726,1.7327539797251796,306531.9806146138,-1.948364085123844e-14,96.0
399.2416016785957,1.6825109085861063,306775.3351906835,-4.805673955894844e-15,97.0
398.9204209258488,1.6341576348088267,307008.87265219545,4.317773885055253e-14,98.0
398.6127006921958,1.5875995524812168,307232.98900984443,8.594204352429137e-14,99.0
398.31785702434547,1.5427481178578761,307448.06430908054,1.2253714632172416e-13,100.0
