Time,T,N,D,L,a,b,c_1,c_2,d_1,d_2,d_3,e,f_1,f_2,g,h,i,j,k,s_1,s_2,u,r_1,g_1,h_1,compartment,Growth_of_tumor_cell,Impact_on_the_growth_of_tumor_cell_by_dendritic_cell__natural_killer_cell__CD8__cell,Production_of_Natural_killer_cell,Removal_of_natural_killer_cell,Formation_of_Dendritic_cell,Impact_on_the_formation_of_dendritic_cell,Formation_of_cytotoxic_CD8__T_cell,Removal_of_cytotoxic_CD8__T_cell
65.0,1.1121279557494533e-06,290944.2611708176,422.34350728365905,5.379710977103698,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,4.793271489280028e-07,1.1325329307401124e-06,13000.0,12109.781979956977,480.0,481.3774572468262,4.697000213794301e-06,0.2591596608295015
66.0,6.171726673596326e-07,291816.40198944364,420.9985029820523,5.129882625315733,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.660014196319981e-07,6.303801746621432e-07,13000.0,12145.690030366253,480.0,481.31313103183516,2.5982876903984542e-06,0.24082598219682477
67.0,3.414758935224563e-07,292653.36380187934,419.71612239748015,4.897463325652539,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.471761101081776e-07,3.497837406684559e-07,13000.0,12180.149923708927,480.0,481.2521738495869,1.4332293792146018e-06,0.22429727776558714
68.0,1.8839458945157328e-07,293456.56537434773,418.4931016420416,4.68076554154813,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,8.119806805362775e-08,1.9350767441118902e-07,13000.0,12213.220041669387,480.0,481.194378104313,7.884183607216795e-07,0.20934641889083755
69.0,1.0365305484813571e-07,294227.36827517446,417.3263765887068,4.478310739841849,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,4.4674466639546393e-08,1.0674585153021159e-07,13000.0,12244.956414435746,480.0,481.13955162875556,4.3257153802122965e-07,0.19578076696459068
70.0,5.6878672478105805e-08,294967.0791787161,416.21306814038843,4.288798196133269,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.451470783806357e-08,5.872306736829711e-08,13000.0,12275.412815190164,480.0,481.0875163143312,2.367364678386469e-07,0.18343608895216335
71.0,3.113296355771706e-08,295676.95207669016,415.1504687966348,4.1110791915983835,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.3418307293376045e-08,3.221985449396104e-08,13000.0,12304.640850827554,480.0,481.03810688274496,1.2924864416014786e-07,0.17217168645414765
72.0,1.6999594074598135e-08,296358.19040063093,414.13603038469705,3.944135553238184,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,7.326825046151793e-09,1.763360200053733e-08,13000.0,12332.690049051009,480.0,480.9911697821878,7.04014440820529e-08,0.16186647020350492
73.0,9.260784868650024e-09,297011.94905898167,413.1673528383013,3.7870617159493256,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,3.991398278388159e-09,9.627359305301162e-09,13000.0,12359.607941984365,480.0,480.94656219457613,3.826253969385126e-08,0.15241577661550487
74.0,5.0338282507098935e-09,297639.3363922708,412.2421739194352,3.6390496519536533,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.1695799760559637e-09,5.244137897654069e-09,13000.0,12385.440146439996,480.0,480.9041511405745,2.0751563012097142e-08,0.1437287705036605
75.0,2.730586053460582e-09,298241.41604961007,411.3583597904297,3.499376150742845,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.1768825890415106e-09,2.8504217597776937e-09,13000.0,12410.23044097176,480.0,480.8638126708646,1.1232494002181675e-08,0.13572631407467323
76.0,1.4781374735995926e-09,298819.20878981816,410.5138963546367,3.3673920299281703,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,6.370772511214244e-10,1.5459967235468364e-09,13000.0,12434.020839846471,480.0,480.82543113471206,6.067959736351678e-09,0.1283392088059768
77.0,7.988175020945418e-10,299373.6942096569,409.7068812961775,3.242512956277328,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,3.442903434027475e-10,8.370403002251676e-10,13000.0,12456.851664034642,480.0,480.7888985206738,3.272810275079575e-09,0.12150673820591806
78.0,4.308642830802263e-10,299905.81240339874,408.93551674281684,3.124211578583126,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.8570250600757754e-10,4.522832141666842e-10,13000.0,12478.7616093894,480.0,480.75411385159816,1.7619570824743565e-09,0.1151754526452049
79.0,2.3201610468071726e-10,300416.4655544571,408.1981025114769,3.0120107956170155,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,9.999894111738914e-11,2.439646441564985e-10,13000.0,12499.787812046174,480.0,480.7209826448215,9.470853368277299e-10,0.10929815341624369
80.0,1.2502369236141807e-10,300906.51946316933,407.4930298693608,2.905477947913623,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,5.388521140777119e-11,1.3167668536985788e-10,13000.0,12519.96591120607,480.0,480.689416416713,5.09462832058091e-10,0.10383303817209576
81.0,6.73766151260385e-11,301376.80501486396,406.81877575349654,2.804219772268412,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.9039321119322593e-11,7.107288139899736e-11,13000.0,12539.330109469045,480.0,480.65933221659463,2.74100720799895e-10,0.09874297830693765
82.0,3.6194063968848217e-11,301828.1195864316,406.17389744828404,2.7078780566419924,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.5599641570573583e-11,3.82368318469935e-11,13000.0,12557.913230652892,480.0,480.63065222756427,1.4701084026719587e-10,0.09399490818060685
83.0,1.9469151075112788e-11,302261.22839549533,405.5570276568961,2.6161258595165373,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,8.391204113373612e-12,2.0597487997712806e-11,13000.0,12575.746775258407,480.0,480.60330340211294,7.895851041025806e-11,0.08955930546903075
84.0,1.063842433661036e-11,302676.86579762504,404.96686990320745,2.5286641837806627,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,4.585160889079065e-12,1.1270450784347095e-11,13000.0,12592.860973796329,480.0,480.5772170992844,4.3082094042992036e-11,0.08540974617618202
85.0,5.89834926382524e-12,303075.7365343951,404.402194265776,2.445219041375005,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.5421885327086783e-12,6.2570028889623715e-12,13000.0,12609.284838100304,480.0,480.55232875904295,2.385305384836852e-11,0.08152252233418805
86.0,3.2238896910392447e-12,303458.51692574966,403.8618334462408,2.3655389223291934,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.3894964568379144e-12,3.4242397085362383e-12,13000.0,12625.046210361395,480.0,480.5285776328404,1.302006001451544e-11,0.0778763156171964
87.0,1.7143839644766992e-12,303825.8560131417,403.34467910853374,2.2893925740324574,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,7.388994886894574e-13,1.823129155652972e-12,13000.0,12640.171810139935,480.0,480.50590652952303,6.9148765002067016e-12,0.07445191614246174
88.0,9.27330306006708e-13,304178.37665943144,402.8496784471034,2.216567015199333,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,3.996793618888911e-13,9.872959578992854e-13,13000.0,12654.68727959639,480.0,480.48426155795795,3.735747155890563e-12,0.07123197799864027
89.0,6.51450470587189e-13,304516.67658899265,402.37583106877827,2.1468658483128,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.807751528230785e-13,6.943477155795382e-13,13000.0,12668.617226283295,480.0,480.4635919600117,2.621279245026669e-12,0.06820081021147181
90.0,5.435615895534307e-13,304841.3294435371,401.922185787183,2.080107493298913,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.342750450975286e-13,5.79972091591557e-13,13000.0,12681.985266521946,480.0,480.4438496943898,2.184694621832705e-12,0.06534418312586551
91.0,6.252444260913109e-13,305152.8856761265,401.4878382977916,2.0161241635770266,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.69480347645355e-13,6.678082219217133e-13,13000.0,12694.814062276853,480.0,480.424989657111,2.510280330391438e-12,0.06264918321660402
92.0,5.096381967289493e-13,305451.8736473093,401.0719277400772,1.9547598939469957,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.1965406279017715e-13,5.448653370352595e-13,13000.0,12707.125366064689,480.0,480.4069687564106,2.044015740120564e-12,0.060104041020111666
93.0,3.6807899651016085e-13,305738.8002994501,400.67363544742125,1.8958704342153851,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.5864204749587931e-13,3.9389092556752227e-13,13000.0,12718.940048950659,480.0,480.3897467987701,1.4747954966356484e-12,0.05769805009260913
94.0,1.7105533307659386e-13,306014.15221609385,400.2921816252765,1.8393213882577193,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,7.372484855601195e-14,1.8321561324098287e-13,13000.0,12730.278143901856,480.0,480.3732853988116,6.847211245586806e-13,0.05542142183299963
95.0,4.2551210878827275e-14,306278.39630691195,399.926823928921,1.7849879613609185,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.8339571888774555e-14,4.561551753349758e-14,13000.0,12741.158874117838,480.0,480.35754845661825,1.7017370621099144e-13,0.05326521618906109
96.0,-1.948364085123844e-14,306531.9806146138,399.57685530053726,1.7327539797251796,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,-8.397449206883768e-15,-2.0904038466228457e-14,13000.0,12751.60068618512,480.0,480.3425018486015,-7.785211941142939e-14,0.051221249316598924
97.0,-4.805673955894844e-15,306775.3351906835,399.2416016785957,1.6825109085861063,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,-2.071245474990678e-15,-5.160110506285341e-15,13000.0,12761.621286033176,480.0,480.3281129850633,-1.9186249672965707e-14,0.04928200852065069
98.0,4.317773885055253e-14,307008.87265219545,398.9204209258488,1.6341576348088267,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.8609605444588142e-14,4.639755075272547e-14,13000.0,12771.237661976837,480.0,480.3143512423046,1.7224481756888793e-13,0.047440602906373794
99.0,8.594204352429137e-14,307232.98900984443,398.6127006921958,1.5875995524812168,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,3.704102075896958e-14,9.241824760069984e-14,13000.0,12780.46611869654,480.0,480.30118747555997,3.4257590072224025e-13,0.04569069155753445
100.0,1.2253714632172416e-13,307448.06430908054,398.31785702434547,1.5427481178578761,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,5.281351006466311e-14,1.3186322932675237e-13,13000.0,12789.322303655994,480.0,480.28859406396134,4.880873352874782e-13,0.044026434529856266
